dealer_id,dealer_class,first_seen_d,last_seen_d,valid_from,valid_to,active_days_struct,n_members_struct,n_tables_struct,grain_key,six_layer_status,ucc_class,admit_to_risk_decision,audit_rn,run_id,snapshot_sync_time
2139,REAL,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,328,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,169,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2140,REAL,2026-04-16,2026-07-27,2026-04-16,2026-07-27,11,3410,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,170,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2141,REAL,2026-03-22,2026-08-03,2026-03-22,2026-08-03,77,65704,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,171,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2142,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,82,60834,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,172,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2145,REAL,2026-03-23,2026-08-05,2026-03-23,2026-08-05,79,64637,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,173,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2147,REAL,2026-03-21,2026-08-04,2026-03-21,2026-08-04,108,47588,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,174,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2149,REAL,2026-06-27,2026-08-06,2026-06-27,2026-08-06,6,5126,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,175,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2151,REAL,2026-03-22,2026-07-10,2026-03-22,2026-07-10,10,4164,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,176,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2152,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,114,44739,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,177,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2153,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,117,50078,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,178,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2154,REAL,2026-05-05,2026-08-05,2026-05-05,2026-08-05,10,5040,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,179,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2155,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,114,48919,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,180,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2156,REAL,2026-03-25,2026-08-06,2026-03-25,2026-08-06,114,44889,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,181,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2158,REAL,2026-05-27,2026-05-27,2026-05-27,2026-05-27,1,27,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,182,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2160,REAL,2026-03-22,2026-08-04,2026-03-22,2026-08-04,116,50703,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,183,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2162,REAL,2026-03-24,2026-08-05,2026-03-24,2026-08-05,10,4728,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,184,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2164,REAL,2026-04-06,2026-07-29,2026-04-06,2026-07-29,13,4775,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,185,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2167,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,115,47838,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,186,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2169,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,87,65789,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,187,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2170,REAL,2026-03-22,2026-08-04,2026-03-22,2026-08-04,82,62745,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,188,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2171,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,70,58886,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,189,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2173,REAL,2026-04-04,2026-07-30,2026-04-04,2026-07-30,11,5725,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,190,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2174,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,84,66506,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,191,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2175,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,113,44370,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,192,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2176,REAL,2026-03-26,2026-08-06,2026-03-26,2026-08-06,8,4577,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,193,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2177,REAL,2026-03-22,2026-07-24,2026-03-22,2026-07-24,78,64871,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,194,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2178,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,18,6848,9,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,195,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2179,REAL,2026-06-16,2026-07-30,2026-06-16,2026-07-30,2,457,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,196,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2185,REAL,2026-05-26,2026-07-06,2026-05-26,2026-07-06,2,1595,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,197,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2186,REAL,2026-04-08,2026-05-17,2026-04-08,2026-05-17,5,2495,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,198,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2187,REAL,2026-04-07,2026-06-18,2026-04-07,2026-06-18,11,4992,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,199,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2188,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,111,45387,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,200,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2189,REAL,2026-03-24,2026-08-02,2026-03-24,2026-08-02,10,5213,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,201,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2190,REAL,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,405,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,202,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2191,REAL,2026-04-08,2026-08-05,2026-04-08,2026-08-05,9,3181,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,203,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2193,REAL,2026-03-28,2026-08-06,2026-03-28,2026-08-06,14,5592,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,204,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2196,REAL,2026-03-24,2026-08-06,2026-03-24,2026-08-06,88,68548,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,205,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2198,REAL,2026-04-07,2026-06-22,2026-04-07,2026-06-22,6,3831,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,206,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2201,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,116,43483,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,207,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2202,REAL,2026-03-22,2026-06-10,2026-03-22,2026-06-10,30,29482,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,208,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2205,REAL,2026-03-21,2026-08-04,2026-03-21,2026-08-04,116,42089,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,209,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2208,REAL,2026-04-20,2026-06-23,2026-04-20,2026-06-23,8,4698,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,210,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2209,REAL,2026-03-24,2026-08-06,2026-03-24,2026-08-06,117,45436,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,211,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2210,REAL,2026-04-20,2026-08-03,2026-04-20,2026-08-03,14,6571,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,212,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2212,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,110,42999,9,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,213,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2213,REAL,2026-06-15,2026-07-31,2026-06-15,2026-07-31,10,3838,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,214,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2214,REAL,2026-04-12,2026-07-21,2026-04-12,2026-07-21,8,3897,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,215,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2216,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,121,44362,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,216,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2218,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,85,37016,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,217,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2220,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,110,46159,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,218,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2221,REAL,2026-06-04,2026-07-26,2026-06-04,2026-07-26,6,2757,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,219,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2222,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,115,46624,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,220,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2223,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,81,65855,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,221,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2224,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,116,44025,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,222,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2229,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,106,49169,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,223,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2230,REAL,2026-05-21,2026-07-20,2026-05-21,2026-07-20,7,3511,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,224,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2232,REAL,2026-03-23,2026-04-10,2026-03-23,2026-04-10,15,9789,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,225,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2233,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,87,63302,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,226,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2234,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,105,41433,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,227,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2235,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,78,62176,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,228,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2237,REAL,2026-04-08,2026-07-20,2026-04-08,2026-07-20,5,4076,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,229,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2238,REAL,2026-07-21,2026-07-21,2026-07-21,2026-07-21,1,533,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,230,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2239,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,109,40868,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,231,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2240,REAL,2026-06-20,2026-07-20,2026-06-20,2026-07-20,4,2524,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,232,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2241,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,99,40517,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,233,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2242,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,104,44137,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,234,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2243,REAL,2026-06-30,2026-07-26,2026-06-30,2026-07-26,7,3733,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,235,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2244,REAL,2026-03-21,2026-06-20,2026-03-21,2026-06-20,59,25690,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,236,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2246,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,77,63658,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,237,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2247,REAL,2026-08-06,2026-08-06,2026-08-06,2026-08-06,1,360,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,238,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2248,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,88,38211,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,239,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2249,REAL,2026-07-06,2026-07-06,2026-07-06,2026-07-06,1,629,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,240,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2250,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,96,40242,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,241,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2251,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,70,63000,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,242,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2252,REAL,2026-03-24,2026-08-05,2026-03-24,2026-08-05,83,65286,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,243,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2253,REAL,2026-08-03,2026-08-03,2026-08-03,2026-08-03,1,1790,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,244,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2254,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,91,36967,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,245,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2256,REAL,2026-03-21,2026-08-04,2026-03-21,2026-08-04,101,44334,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,246,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2257,REAL,2026-06-29,2026-08-02,2026-06-29,2026-08-02,5,2668,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,247,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2258,REAL,2026-03-22,2026-08-03,2026-03-22,2026-08-03,112,47791,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,248,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2261,REAL,2026-04-11,2026-08-06,2026-04-11,2026-08-06,101,39688,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,249,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2262,REAL,2026-05-16,2026-07-27,2026-05-16,2026-07-27,12,5566,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,250,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2264,REAL,2026-03-21,2026-04-07,2026-03-21,2026-04-07,18,8535,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,251,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2266,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,111,45404,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,252,A168_HF9F_20260827_0900,2026-08-27 09:00:00
