member_id,bet_month,zero_kind,vb_sum_state,n_orders,n_rounds_month,n_days_month,n_tables_month,n_vb_null,n_vb_blank,n_vb_true_zero,n_vb_positive,vb_null_share,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_order_nocomm,n_hedge_rounds,n_hedge_eq,n_zero_pnl_rounds,hedge_eq_share,verdict_hint,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
148426366,2026-05-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,200000.0000000000,200000.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN,5902287.0000,5502287.0000,-813783.0000,67,67,0.13787588,,0.13787588,0.13787588,813783.0000,5902287.0000,OK,0.0000,-32551.3200,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-32551.3200,-32551.3200,-32551.3200,-32551.3200,-32551.3200,4.000000,4.000000,4.000000,4.000000,4.000000,96.000000,96.000000,96.000000,96.000000,96.000000,5.0,-162756.6000,-150246.56,-651026.4000,-663536.44,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-781231.6800,5282195.5200,-813783.0000,-781231.6800,-32551.3200,-0.13787588,-0.13236084,-32551.3200,-781231.6800,-0.13236084,-32551.3200,-32551.3200,-32551.3200,-32551.3200,-32551.3200,-781231.6800,-0.13236084,-162756.6000,-150246.56,-651026.4000,-663536.44,-0.11030070,-0.11242023,-0.00551504,88093.8358,82123.6866,-12146.0149,-116254.7143,-67815.2500,843183.8571,9.5714,,88093.8358,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,95.0,1.0,1.0,0.880938,7,15,7,3,0E-8,-0.13787588,,0E-8,0.000000,0.932230,0.000000,,2026-04-09,2026-05-05,7,12,10,27,0.259259,,,0.000000,5,0.0,0.9603812504445551,0.9603812504445551,1.0,1.0,1.0,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.22747951,A 净亏最大十分位 · 优先复核,1,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
144709469,2026-03-01,游戏输赢为零,有值,29,29,2,11,0,0,4,25,0E-7,87391.5798212840,102685.1062900087,0E-10,873.9157982125,0,0,0,4,0E-7,两者皆低·判UNKNOWN,5885298.4856,5236589.0375,-202101.9671,309,309,0.03434014,,0.03434014,0.02544239,202101.9671,5885298.4856,OK,52365.8904,-10105.0984,5.0000,95.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-10105.0984,-10105.0984,-10105.0984,-10105.0984,-10105.0984,5.000000,5.000000,5.000000,5.000000,5.000000,95.000000,95.000000,95.000000,95.000000,95.000000,5.0,-50525.4918,-45719.3175,-203942.3657,-208748.5399,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-191996.8687,4974759.5857,-254467.8575,-244362.7591,-62470.9887,-0.04323788,-0.04152088,-10105.0984,-244362.7591,-0.04152088,-10105.0984,-10105.0984,-10105.0984,-10105.0984,-10105.0984,-244362.7591,-0.04152088,-50525.4918,-45719.3175,-203942.3657,-208748.5399,-0.03465285,-0.03546949,-0.01061475,19046.2734,16946.8901,-654.0517,-50525.4918,-1356.3890,1471324.6214,77.2500,,19046.2734,21544.7598,21544.7598,21544.7598,21544.7598,21544.7598,21544.7598,21544.7598,0.0,1.0,1.0,0.884033,29,65,3,2,0E-8,-0.03434014,,0.01000000,1.000000,0.889775,0.000000,,2026-03-21,2026-04-16,4,149,42,27,0.148148,,,0.000000,5,7.112881428266591e-05,0.9326410128743153,0.9326410128743153,0.9999288711857174,0.9999288711857174,0.9991701244813278,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.10592548,A 净亏最大十分位 · 优先复核,2,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
127408001,2026-04-01,游戏输赢为零,有值,4,4,1,1,0,0,0,4,0E-7,3405.4146092288,3405.4146092288,0E-10,27.2433168740,0,0,0,0,0E-7,两者皆低·判UNKNOWN,237686.2070,223904.9839,-142187.4500,16,16,0.59821498,,0.59821498,0.59067883,142187.4500,237686.2070,THIN_EXPOSURE,1791.2399,-8531.2470,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-8531.2470,-8531.2470,-8531.2470,-8531.2470,-8531.2470,6.000000,6.000000,6.000000,6.000000,6.000000,94.000000,94.000000,94.000000,94.000000,94.000000,5.0,-42656.2350,-37835.5085,-101322.4549,-106143.1814,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-133656.2030,210470.6849,-143978.6899,-135447.4429,-10322.4869,-0.60575114,-0.56985824,-8531.2470,-135447.4429,-0.56985824,-8531.2470,-8531.2470,-8531.2470,-8531.2470,-8531.2470,-135447.4429,-0.56985824,-42656.2350,-37835.5085,-101322.4549,-106143.1814,-0.42628664,-0.44656854,-0.04342905,14855.3879,13994.0615,-8886.7156,-71093.7250,-35546.8625,118843.1035,8.0000,,14855.3879,4732.3091,18087.8555,20671.834,24117.1406,26528.8535,27562.4453,18087.8555,12592.5918,1.466667,1.523809,0.821291,4,4,2,2,0E-8,-0.59821498,,0.00800000,0.800000,0.942019,0.000000,,2026-04-07,2026-05-08,2,4,4,32,0.062500,,,0.000000,5,0.00014225762856533183,0.9960879152144534,0.9960879152144534,0.9986485525286294,0.9986485525286294,,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,0.4655,Z 证据不足 · 不动作,3,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
146036653,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,3405.4146092286,3405.4146092286,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN,921537.9697,835850.7975,-42381.0915,221,221,0.04598952,-1.00000000,0.05168522,0.04598952,42381.0915,921537.9697,OK,0.0000,-1695.2437,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1695.2437,-1695.2437,-1695.2437,-2542.8655,-2542.8655,4.000000,4.000000,4.000000,6.000000,6.000000,96.000000,96.000000,96.000000,94.000000,94.000000,5.0,-10171.4620,-9249.5575,-32209.6295,-33131.5339,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-40685.8478,802416.7656,-42381.0915,-40685.8478,-1695.2437,-0.04598952,-0.04414994,-1695.2437,-40685.8478,-0.04414994,-1695.2437,-1695.2437,-1695.2437,-2542.8655,-2542.8655,-40685.8478,-0.04414994,-10171.4620,-9249.5575,-32209.6295,-33131.5339,-0.03495204,-0.03595243,-0.00183958,4169.8551,3782.1303,-191.7696,-2493.0054,-847.6218,54208.1159,13.0000,4990.8501,4166.1233,1722.6528,3408.3164,5292.5503,8520.791,8520.791,8520.791,3327.2334,0.0,2.5,2.5,1.223435,25,35,23,3,0.00541578,-0.04598952,1.00000000,0E-8,0.000000,0.907017,0.239819,-1.05168522,2026-04-28,2026-07-16,17,50,47,80,0.212500,1.197960,1.196888,0.018053,5,0.00021338644284799773,0.9364819688455793,0.9364819688455793,0.9996443559285867,0.9996443559285867,0.995850622406639,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12525167,A 净亏最大十分位 · 优先复核,4,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
130142746,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,6.8399452804,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN,57286.9482,51833.5589,-12428.9581,109,109,0.21695968,,0.21695968,0.21695968,12428.9581,57286.9482,OK,0.0000,-497.1583,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-497.1583,-497.1583,-497.1583,-497.1583,-497.1583,4.000000,4.000000,4.000000,4.000000,4.000000,96.000000,96.000000,96.000000,96.000000,96.000000,5.0,-2485.7916,-2294.725,-9943.1664,-10134.2331,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-11931.7997,49760.2165,-12428.9581,-11931.7997,-497.1583,-0.21695968,-0.20828129,-497.1583,-11931.7997,-0.20828129,-497.1583,-497.1583,-497.1583,-497.1583,-497.1583,-11931.7997,-0.20828129,-2485.7916,-2294.725,-9943.1664,-10134.2331,-0.17356775,-0.176903,-0.00867839,525.5683,475.5372,-114.0271,-2071.4930,-264.4459,9547.8247,18.1667,,525.5683,541.272,676.59,676.59,676.59,676.59,676.59,676.59,6.7659,1.0,1.0,0.77679,26,36,7,2,0E-8,-0.21695968,,0E-8,0.000000,0.904806,0.192661,,2026-05-14,2026-06-27,6,47,40,45,0.133333,,,0.000000,5,0.00028451525713066365,0.9726154065011736,0.9726154065011736,0.9945942101145174,0.9945942101145174,0.9385892116182573,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.17834725,A 净亏最大十分位 · 优先复核,5,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
140564093,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,523.5190953590,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN,104943.0958,94984.9420,-10415.8588,624,621,0.09925244,0.17534843,0.09705251,0.09925244,10415.8588,104943.0958,OK,0.0000,-416.6344,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-416.6344,-416.6344,-520.7929,-520.7929,-520.7929,4.000000,4.000000,5.000000,5.000000,5.000000,96.000000,96.000000,95.000000,95.000000,95.000000,5.0,-2395.6475,-2185.6971,-8020.2112,-8230.1616,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-9999.2244,91185.5443,-10415.8588,-9999.2244,-416.6344,-0.09925244,-0.09528235,-416.6344,-9999.2244,-0.09528235,-416.6344,-416.6344,-520.7929,-520.7929,-520.7929,-9999.2244,-0.09528235,-2395.6475,-2185.6971,-8020.2112,-8230.1616,-0.07642438,-0.07842499,-0.00397010,168.1780,152.9548,-16.7727,-743.9899,-22.5451,7495.9354,44.3571,184.2910,167.7540,74.5295,115.7199,167.151,385.733,514.3107,823.9267,108.0052,0.0,4.444444,7.120008,1.45332,29,130,8,3,0.02809766,-0.09925244,-0.17534843,0E-8,0.000000,0.905109,0.014423,0.07829592,2026-03-28,2026-08-05,14,462,161,131,0.106870,1.098579,1.095809,0.093659,5,0.0003556440714133295,0.9515612774735045,0.9515612774735045,0.9967280745429974,0.9967280745429974,0.9626556016597511,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.07471949,A 净亏最大十分位 · 优先复核,6,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
81479721,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,77.0554542419,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN,155323.7638,143382.4569,-8964.7410,679,678,0.05771648,0E-8,0.05774513,0.05771648,8964.7410,155323.7638,OK,0.0000,-358.5896,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-358.5896,-358.5896,-358.5896,-448.2370,-448.2370,4.000000,4.000000,4.000000,5.000000,5.000000,96.000000,96.000000,96.000000,95.000000,95.000000,5.0,-1972.2430,-1806.6262,-6992.4980,-7158.1147,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-8606.1513,137647.1586,-8964.7410,-8606.1513,-358.5896,-0.05771648,-0.05540782,-358.5896,-8606.1513,-0.05540782,-358.5896,-358.5896,-358.5896,-448.2370,-448.2370,-8606.1513,-0.05540782,-1972.2430,-1806.6262,-6992.4980,-7158.1147,-0.04501885,-0.04608512,-0.00230866,228.7537,211.4785,-13.2223,-597.6494,-41.5034,10354.9176,45.2000,77.0555,228.9774,39.2639,120.4094,340.2874,602.0469,721.1472,1177.918,99.4686,0.0,5.989128,9.782609,1.899799,27,106,57,2,0.00049610,-0.05771648,0E-8,0E-8,0.000000,0.923120,0.002946,-0.05774513,2026-04-02,2026-08-06,15,216,143,127,0.118110,0.336520,0.336849,0.001654,5,0.00042677288569599545,0.940820826516822,0.940820826516822,0.9979372643858027,0.9979372643858027,0.9767634854771784,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.07150968,A 净亏最大十分位 · 优先复核,7,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
23954240,2026-06-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,207.7145171676,207.7145171676,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN,35219.2077,31870.2508,-8810.4894,71,71,0.25016149,0.14845720,0.25689160,0.25016149,8810.4894,35219.2077,OK,0.0000,-352.4196,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-352.4196,-352.4196,-440.5245,0.0000,0.0000,4.000000,4.000000,5.000000,0.000000,0.000000,96.000000,96.000000,95.000000,100.000000,100.000000,5.0,-1145.3636,-1096.7297,-7665.1258,-7713.7597,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-8458.0699,30595.4407,-8810.4894,-8458.0699,-352.4196,-0.25016149,-0.24015503,-352.4196,-8458.0699,-0.24015503,-352.4196,-352.4196,-440.5245,0.0000,0.0000,-8458.0699,-0.24015503,-1145.3636,-1096.7297,-7665.1258,-7713.7597,-0.21764050,-0.21902139,-0.01000646,496.0452,448.8768,-124.0914,-800.9536,-550.6556,3201.7462,6.4545,104.0915,660.6657,101.0183,202.0365,1050.3098,1065.9246,1119.8954,2001.9822,126.0372,94.8707,5.543034,9.909011,2.455225,3,16,12,2,0.06206617,-0.25016149,-0.14845720,0E-8,0.000000,0.904911,1.000000,-0.10843440,2026-03-25,2026-08-05,11,16,13,134,0.082090,0.157555,0.209843,0.206887,5,0.0004979016999786613,0.9764563624724376,0.9764563624724376,0.992104701614624,0.992104701614624,0.91701244813278,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.22097874,A 净亏最大十分位 · 优先复核,8,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
149102790,2026-07-01,游戏输赢为零,有值,3,3,1,3,0,0,0,3,0E-7,2043.9030372400,2043.9030372400,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN,21485.7680,21485.7680,-8490.1885,16,16,0.39515406,0E-8,0.43669620,0.39515406,8490.1885,21485.7680,THIN_EXPOSURE,0.0000,-339.6075,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-339.6075,-339.6075,-339.6075,-509.4113,-509.4113,4.000000,4.000000,4.000000,6.000000,6.000000,96.000000,96.000000,96.000000,94.000000,94.000000,5.0,-2037.6452,-1852.9605,-6452.5433,-6637.2281,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-8150.5810,20626.3373,-8490.1885,-8150.5810,-339.6075,-0.39515406,-0.37934790,-339.6075,-8150.5810,-0.37934790,-339.6075,-339.6075,-339.6075,-509.4113,-509.4113,-8150.5810,-0.37934790,-2037.6452,-1852.9605,-6452.5433,-6637.2281,-0.30031709,-0.30891277,-0.01580616,1342.8605,1342.8605,-530.6368,-2122.5471,-653.0914,5371.4420,4.0000,681.3010,1495.5281,817.5612,1050.3098,1050.3098,3946.5752,4187.1548,4201.2393,1050.3098,105.031,3.98659,4.0,1.278538,8,12,4,2,0.09512823,-0.39515406,0E-8,0E-8,0.000000,1.000000,0.687500,-0.43669620,2026-05-05,2026-07-14,4,13,13,71,0.056338,0.455559,0.507351,0.317094,5,0.0005690305142613273,0.9880503592005121,0.9880503592005121,0.9886905185290561,0.9886905185290561,,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,0.4655,Z 证据不足 · 不动作,9,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
148068849,2026-06-01,游戏输赢为零,有值,4,4,1,3,0,0,1,3,0E-7,170.4158145876,230.0613496933,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN,196267.7104,178537.0773,-8015.7660,1484,804,0.04084098,,0.04084098,0.04084098,8015.7660,196267.7104,OK,0.0000,-240.4730,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-240.4730,-240.4730,-240.4730,0.0000,0.0000,3.000000,3.000000,3.000000,0.000000,0.000000,97.000000,97.000000,97.000000,100.000000,100.000000,5.0,-721.4189,-699.9928,-7294.3470,-7315.7732,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-7775.2930,173180.9650,-8015.7660,-7775.2930,-240.4730,-0.04084098,-0.03961575,-240.4730,-7775.2930,-0.03961575,-240.4730,-240.4730,-240.4730,0.0000,0.0000,-7775.2930,-0.03961575,-721.4189,-699.9928,-7294.3470,-7315.7732,-0.03716529,-0.03727446,-0.00122523,132.2559,222.0610,-9.9699,-572.5547,-26.7192,14019.1222,57.4286,,132.2559,34.0541,85.1354,170.2707,258.3979,344.5306,851.3536,85.1354,-17.0271,4.046856,9.999999,1.553477,29,95,6,8,0E-8,-0.04084098,,0E-8,0.000000,0.909661,0.997305,,2026-04-01,2026-06-26,14,300,190,87,0.160920,,,0.000000,5,0.0006401593285439932,0.9347748773027954,0.9347748773027954,0.9981506508286507,0.9981506508286507,0.979253112033195,n_rounds>=30,14060,1206,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06566768,A 净亏最大十分位 · 优先复核,10,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
