member_id,bet_date,stake,game_pnl,net_pnl,rebate,validbet,n_rounds,n_tables,n_ip,late_def,late_share_d,hedge_rate_d,stake_cv_d,rn
12410172,2026-08-05,159.2479387666,-159.2479387666,-159.2479387666,0E-10,159.2479387666,2,1,1,shoe_pos>=0.80,0.5000000,0E-7,0.8667760543570159,5405
12410172,2026-08-06,1541.3659363522,-27.5601674673,-27.5601674673,0E-10,1271.6718465055,30,8,1,shoe_pos>=0.80,0.3333333,0E-7,0.540092717571027,5406
124105759,2026-08-05,202.0365282043,-202.0365282043,-202.0365282043,0E-10,202.0365282043,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5407
124107226,2026-08-04,820.0000000000,-582.5000000000,-582.5000000000,0E-10,720.0000000000,8,2,1,shoe_pos>=0.80,0.3750000,0E-7,0.6528988252472034,5408
124107226,2026-08-06,230.0000000000,-136.0000000000,-136.0000000000,0E-10,230.0000000000,3,1,2,shoe_pos>=0.80,0.3333333,0E-7,0.35297814773556013,5409
124113433,2026-08-04,179.7914015212,79.9697171349,79.9697171349,0E-10,161.0631305294,5,1,1,shoe_pos>=0.80,1.0000000,0E-7,1.2004050242398367,5410
124113433,2026-08-05,78.6587381656,32.7744742356,32.7744742356,0E-10,78.6587381656,5,2,1,shoe_pos>=0.80,0E-7,0E-7,0.8485014133898232,5411
124113433,2026-08-06,97.3870091573,43.8241541208,43.8241541208,0E-10,97.3870091573,9,2,2,shoe_pos>=0.80,0.7777778,0E-7,0.43937152533758433,5412
124115705,2026-08-05,107.0793599482,-19.6985614999,-19.6985614999,0E-10,78.7942459996,4,3,1,shoe_pos>=0.80,0.2500000,0E-7,0.16734760623480405,5413
124115705,2026-08-06,3356.4328430574,-161.6292225629,-161.6292225629,0E-10,2693.3489574910,73,18,4,shoe_pos>=0.80,0.3287671,0.0547945,0.5005762904601242,5414
124118478,2026-08-04,35.9592119796,29.1526468548,29.1526468548,0E-10,35.9592119796,5,3,3,shoe_pos>=0.80,0E-7,0E-7,1.2474463711837844,5415
124119772,2026-08-05,5162.7154342078,-3107.9033210902,-3107.9033210902,0E-10,5162.7154342078,9,3,1,shoe_pos>=0.80,0.5555556,0E-7,0.4884497961776813,5416
124119772,2026-08-06,1564.9962756529,645.8531323042,645.8531323042,0E-10,1189.3509362236,19,4,2,shoe_pos>=0.80,0.5263158,0.0526316,0.938562286565487,5417
124126048,2026-08-04,955.6327784033,210.4210441279,210.4210441279,0E-10,919.2662033265,36,18,3,shoe_pos>=0.80,0.2500000,0E-7,1.400464524747825,5418
124126048,2026-08-05,189.9143365114,172.6402133508,172.6402133508,0E-10,161.6292225628,8,6,1,shoe_pos>=0.80,0.2500000,0E-7,1.446272026410966,5419
124126048,2026-08-06,2723.4524001880,-619.1409406768,-619.1409406768,0E-10,2406.2550509072,67,27,3,shoe_pos>=0.80,0.2537313,0E-7,1.2855044917321097,5420
124131780,2026-08-05,24159.7102714920,16769.3216551512,16769.3216551512,0E-10,19078.4167672668,5,5,3,shoe_pos>=0.80,0.6000000,0E-7,0.48533591442707164,5421
12413613,2026-08-05,223.2142857143,-223.2142857143,-223.2142857143,0E-10,223.2142857143,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5422
12413613,2026-08-06,14598.2142857150,-1092.0965608469,-1092.0965608469,0E-10,12595.8994709002,85,5,1,shoe_pos>=0.80,0.1647059,0E-7,0.6411020414549908,5423
124145850,2026-08-05,6.6781393676,-6.6781393676,-6.6781393676,0E-10,6.6781393676,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5424
124146504,2026-08-05,21.3186756737,-3.1335884725,-3.1335884725,0E-10,21.3186756737,3,3,1,shoe_pos>=0.80,0E-7,0E-7,0.6428588709348143,5425
124147516,2026-08-04,19.5975432358,-19.5975432358,-19.5975432358,0E-10,19.5975432358,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5426
124147516,2026-08-05,74.5514789074,-31.2146436076,-31.2146436076,0E-10,74.5514789074,4,3,2,shoe_pos>=0.80,0E-7,0E-7,0.3428371729185512,5427
124147516,2026-08-06,161.4271860351,45.7107645061,45.7107645061,0E-10,151.3253596249,13,5,2,shoe_pos>=0.80,1.0000000,0E-7,0.4033061674195441,5428
124149706,2026-08-04,110.4461510803,-3.9811984696,-3.9811984696,0E-10,100.1720905147,41,9,1,shoe_pos>=0.80,0.1707317,0E-7,0.12814037901457295,5429
124150645,2026-08-05,524.7476433876,-52.2949682791,-52.2949682791,0E-10,499.0624919736,22,10,1,shoe_pos>=0.80,0.0909091,0E-7,0.26615470315749495,5430
124153319,2026-08-04,1414.2556974307,-45.2258768383,-45.2258768383,0E-10,1297.0745110722,153,7,3,shoe_pos>=0.80,0.3137255,0E-7,0.4176650281319581,5431
124153319,2026-08-05,200.8243090352,-16.1629222565,-16.1629222565,0E-10,186.6817520609,36,2,1,shoe_pos>=0.80,0.0833333,0E-7,0.39846350160615734,5432
124153319,2026-08-06,342.8559883625,-25.4060934216,-25.4060934216,0E-10,299.4181347987,58,3,3,shoe_pos>=0.80,0.0689655,0E-7,0.39400660448805475,5433
124156115,2026-08-04,395.9915952805,-23.4362372717,-22.3630192338,1.0732180378,134.1522547277,8,8,2,shoe_pos>=0.80,0.1250000,0E-7,0.27333446042604814,5434
124160001,2026-08-05,16.1629222564,-8.2834976564,-8.2834976564,0E-10,16.1629222564,4,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5435
124161887,2026-08-04,279.8205915629,-60.6109584613,-60.6109584613,0E-10,178.8023274608,3,1,1,shoe_pos>=0.80,0E-7,0E-7,0.3169296787534881,5436
124161887,2026-08-06,625.7071278486,-148.5170518829,-148.5170518829,0E-10,625.7071278486,10,2,2,shoe_pos>=0.80,0E-7,0E-7,0.5253542656148971,5437
124165423,2026-08-04,60.6109584612,-11.1120090512,-11.1120090512,0E-10,50.5091320510,5,2,1,shoe_pos>=0.80,0E-7,0E-7,0.37267799624996495,5438
124172480,2026-08-04,12.8425757070,-12.8425757070,-12.8425757070,0E-10,12.8425757070,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5439
124182529,2026-08-04,3454.8246322935,-493.9793114595,-493.9793114595,0E-10,3454.8246322935,18,7,2,shoe_pos>=0.80,0.2222222,0E-7,0.14665906231988685,5440
124182529,2026-08-05,202.0365282042,-101.0182641021,-101.0182641021,0E-10,101.0182641021,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5441
124182529,2026-08-06,202.0365282043,202.0365282043,202.0365282043,0E-10,202.0365282043,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5442
124183556,2026-08-04,251.1458529540,-251.1458529540,-251.1458529540,0E-10,251.1458529540,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.25,5443
124190196,2026-08-06,462.9629629631,115.7407407407,115.7407407407,0E-10,380.2910052911,6,1,1,shoe_pos>=0.80,0E-7,0E-7,0.6308400618802298,5444
124191452,2026-08-04,668.8413428205,278.0160789046,278.0160789046,0E-10,638.0191611237,94,11,1,shoe_pos>=0.80,0.3723404,0E-7,0.7268179313436419,5445
124191452,2026-08-05,45.9764210311,-25.6851514141,-25.6851514141,0E-10,45.9764210311,7,2,1,shoe_pos>=0.80,0E-7,0E-7,0.30447354480817973,5446
124191452,2026-08-06,164.6418205638,-2.4272468087,-2.4272468087,0E-10,159.5047902810,19,1,1,shoe_pos>=0.80,0.2631579,0E-7,0.5052392147530951,5447
124196482,2026-08-04,5999.0706319701,-2018.9510263456,-2018.9510263456,0E-10,5392.9610473572,15,8,2,shoe_pos>=0.80,0.1333333,0E-7,0.5878881221390166,5448
124196482,2026-08-05,3817.4802004200,-1431.4288023273,-1431.4288023273,0E-10,3554.8327137544,26,10,2,shoe_pos>=0.80,0.6538462,0E-7,0.43433579699414404,5449
124196482,2026-08-06,3734.0391142715,-808.2976402132,-808.2976402132,0E-10,3734.0391142715,22,13,1,shoe_pos>=0.80,0.2727273,0E-7,0.3615163642608597,5450
124214953,2026-08-05,822.0866332639,-9.1421529012,-9.1421529012,0E-10,706.5217391309,77,17,2,shoe_pos>=0.80,0.7142857,0E-7,1.086339422077889,5451
124217066,2026-08-06,107.8875060611,-36.5787134314,-36.5787134314,0E-10,107.8875060611,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.45551448076383255,5452
124220342,2026-08-04,558.0248909002,-244.8682721836,-244.8682721836,0E-10,386.2938419266,8,4,2,shoe_pos>=0.80,0.1250000,0E-7,0.8765594308777416,5453
124220342,2026-08-05,2437.1666397283,806.3277840632,806.3277840632,0E-10,2087.6434459349,22,14,6,shoe_pos>=0.80,0.3636364,0E-7,0.596411789578236,5454
124220342,2026-08-06,406.6995312752,66.4700177792,66.4700177792,0E-10,406.6995312752,4,4,2,shoe_pos>=0.80,0.5000000,0E-7,0.7101453209194382,5455
124223818,2026-08-05,89.0981089376,14.0011314047,14.0011314047,0E-10,81.2186843377,32,1,2,shoe_pos>=0.80,0.5937500,0E-7,0.5882690774249115,5456
124223818,2026-08-06,13.5364473896,-9.4957168256,-9.4957168256,0E-10,13.5364473896,5,1,1,shoe_pos>=0.80,0E-7,0E-7,0.3563383996059035,5457
124228898,2026-08-04,11.0409398047,-11.0409398047,-11.0409398047,0E-10,11.0409398047,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.17320508076160965,5458
124228898,2026-08-05,28.4856246963,-11.0409398048,-11.0409398048,0E-10,28.4856246963,6,1,1,shoe_pos>=0.80,0E-7,0E-7,0.24390903446331236,5459
124233201,2026-08-04,9746.5519767272,-2930.0349511313,-2930.0349511313,0E-10,8664.5319269165,38,12,2,shoe_pos>=0.80,0.1842105,0E-7,0.7677272250755299,5460
124233201,2026-08-05,1473.3890039977,-345.3255478119,-345.3255478119,0E-10,1433.6242439465,26,8,2,shoe_pos>=0.80,0.0769231,0E-7,1.0147139508833443,5461
124237014,2026-08-06,12087.8378378386,-1173.9864864873,-1173.9864864873,0E-10,11817.5675675683,31,3,2,shoe_pos>=0.80,0E-7,0E-7,0.5749905479398995,5462
124237701,2026-08-06,24.1440423292,-3.6087637736,-3.6087637736,0E-10,24.1440423292,3,1,1,shoe_pos>=0.80,0E-7,0E-7,0.6337604684465197,5463
124243600,2026-08-05,513.7030282794,-513.7030282794,-513.7030282794,0E-10,513.7030282794,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5464
124247839,2026-08-04,10.2740605656,-10.2740605656,-10.2740605656,0E-10,10.2740605656,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5465
124248145,2026-08-04,21347.3975010981,21138.1092903044,21138.1092903044,0E-10,20928.8210795079,25,1,1,shoe_pos>=0.80,0.1200000,0E-7,0.5476903843821784,5466
124248145,2026-08-05,45730.7297879902,12869.9692346339,12869.9692346339,0E-10,38196.3541993670,51,3,1,shoe_pos>=0.80,0.2745098,0E-7,0.6015992535999509,5467
124248145,2026-08-06,50183.7550490763,1468.5753751514,1468.5753751514,0E-10,45453.8414851073,57,2,1,shoe_pos>=0.80,0.2280702,0E-7,0.6736556476118151,5468
124261858,2026-08-05,13.8699817635,10.7749210182,10.7749210182,0E-10,11.0446151080,4,2,1,shoe_pos>=0.80,1.0000000,0E-7,0.42120301505084223,5469
124264501,2026-08-05,20.0000000000,-20.0000000000,-20.0000000000,0E-10,20.0000000000,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5470
124268068,2026-08-06,28.2851139487,-4.6468401487,-4.6468401487,0E-10,28.2851139487,5,3,1,shoe_pos>=0.80,0E-7,0E-7,0.39123039821797584,5471
124271684,2026-08-06,242.4678293479,-139.7272236919,-139.7272236919,0E-10,216.7826779339,9,8,1,shoe_pos>=0.80,0.1111111,0E-7,0.841477176787286,5472
124277642,2026-08-04,804093.9396209785,1087.4410068043,1087.4410068043,0E-10,645615.7764626793,713,29,4,shoe_pos>=0.80,0.1654979,0.1809257,0.21196363012664146,5473
124277642,2026-08-05,1031276.5001124031,4720.0352086150,4720.0352086150,0E-10,775897.8200614478,745,29,4,shoe_pos>=0.80,0.1731544,0.2765101,0.7562140849250557,5474
124277642,2026-08-06,884741.5536744362,-45087.9092066824,-45087.9092066824,0E-10,591814.7426773555,156,21,4,shoe_pos>=0.80,0.1538462,0.4935897,0.6282376048753946,5475
124281065,2026-08-04,30.3054792306,10.1018264102,10.1018264102,0E-10,10.1018264102,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.4714045207910317,5476
124283211,2026-08-05,60.6109584613,-20.2036528205,-20.2036528205,0E-10,60.6109584613,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.4714045207925872,5477
124285693,2026-08-04,1068.5022988210,0.8989802997,0.8989802997,0E-10,1068.5022988210,17,3,1,shoe_pos>=0.80,0E-7,0E-7,0.6471259214478923,5478
124290515,2026-08-04,6750.0404073028,102.3315015372,102.3315015372,0E-10,5966.9468239830,86,20,3,shoe_pos>=0.80,0.2441860,0E-7,0.7996791930428118,5479
124290515,2026-08-06,1137.6676903171,242.0397607893,242.0397607893,0E-10,1127.5658639069,24,11,3,shoe_pos>=0.80,0.3333333,0E-7,0.6972588534570419,5480
124292765,2026-08-04,1040.0000000000,20.0000000000,20.0000000000,0E-10,760.0000000000,9,6,1,shoe_pos>=0.80,0E-7,0E-7,0.6577935144802695,5481
124294240,2026-08-04,3505.7378374010,258.6471634071,258.6471634071,0E-10,2920.2359786649,39,5,1,shoe_pos>=0.80,0.4871795,0E-7,0.49897741134941875,5482
124294240,2026-08-05,1561.5403264903,-315.2577986100,-315.2577986100,0E-10,1321.1168579274,50,6,1,shoe_pos>=0.80,0.5200000,0E-7,0.773630110812513,5483
124294240,2026-08-06,1685.3887182793,34.8614029420,34.8614029420,0E-10,1594.4722805875,65,8,3,shoe_pos>=0.80,0.3692308,0E-7,0.6685203022511139,5484
124298937,2026-08-05,385.2772712095,385.2772712095,385.2772712095,0E-10,385.2772712095,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5485
124299548,2026-08-06,6.0610958461,-2.1213835462,-2.1213835462,0E-10,6.0610958461,2,2,1,shoe_pos>=0.80,0E-7,0E-7,0.47140452080658685,5486
124306310,2026-08-04,20.8097624050,-20.8097624050,-20.8097624050,0E-10,20.8097624050,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5487
124306946,2026-08-04,338.4111847418,-225.2707289475,-225.2707289475,0E-10,338.4111847418,5,1,1,shoe_pos>=0.80,0E-7,0E-7,0.24342546911144833,5488
124323754,2026-08-04,1529.2939151881,328.2562350704,328.2562350704,0E-10,1349.4978552902,48,6,1,shoe_pos>=0.80,0.2291667,0E-7,0.521431461966639,5489
124323754,2026-08-05,7585.0820640595,-1341.0217553230,-1341.0217553230,0E-10,7072.6632933507,178,14,1,shoe_pos>=0.80,0.1853933,0E-7,0.5942450355971114,5490
124323754,2026-08-06,7442.2726221945,147.6896206299,147.6896206299,0E-10,6851.5141396735,102,14,3,shoe_pos>=0.80,0.1372549,0E-7,0.4937883280455717,5491
124330562,2026-08-04,9485.4129626625,-225.4727654782,-225.4727654782,0E-10,8919.7106836906,100,8,1,shoe_pos>=0.80,0.6100000,0E-7,0.5927947234835673,5492
124330562,2026-08-06,5291.3366736733,-85.4614514351,-85.4614514351,0E-10,4939.7931145979,124,11,1,shoe_pos>=0.80,0.2258065,0.0080645,0.5297296742533307,5493
124341439,2026-08-06,657.0261731700,-333.9069683821,-333.9069683821,0E-10,626.2039914732,36,19,3,shoe_pos>=0.80,0.1111111,0E-7,0.4831938960474899,5494
124352303,2026-08-05,68646.5331407882,-35160.4194135744,-35160.4194135744,0E-10,68646.5331407882,4,3,1,shoe_pos>=0.80,0E-7,0E-7,0.17503292798057682,5495
124352411,2026-08-04,31975.1881437433,1036.1518506064,1036.1518506064,0E-10,30665.2454216310,126,16,5,shoe_pos>=0.80,0.3015873,0.0079365,0.6914139640019328,5496
124352411,2026-08-05,1223.8974648760,-851.4627693734,-851.4627693734,0E-10,967.0459507363,6,4,1,shoe_pos>=0.80,0.6666667,0E-7,0.6818285646515658,5497
124374655,2026-08-05,4100.0000000000,-2125.0000000000,-2125.0000000000,0E-10,4100.0000000000,7,5,2,shoe_pos>=0.80,0E-7,0E-7,0.5437438246245839,5498
124374726,2026-08-04,1603.1598513009,330.5317601421,330.5317601421,0E-10,1470.4218522707,15,8,1,shoe_pos>=0.80,0.1333333,0E-7,1.0053395501053866,5499
124374726,2026-08-05,788.9526426377,-61.6211411025,-61.6211411025,0E-10,788.9526426377,15,8,2,shoe_pos>=0.80,0.2666667,0E-7,0.82220209719383,5500
124383119,2026-08-04,19135.4378034058,-6613.9264890966,-6613.9264890966,0E-10,19135.4378034058,6,5,1,shoe_pos>=0.80,0.1666667,0E-7,0.1912928285735726,5501
124385604,2026-08-04,100.0000000000,-100.0000000000,-100.0000000000,0E-10,100.0000000000,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5502
124396429,2026-08-04,1669.9735449738,1587.3015873013,1598.5449735449,11.2433862441,1405.4232804235,17,6,1,shoe_pos>=0.80,0.1764706,0E-7,0.5652432454063716,5503
124396447,2026-08-05,243.2383838906,24.8375414176,24.8375414176,0E-10,199.8304780009,46,12,1,shoe_pos>=0.80,0.2391304,0E-7,0.3735394290653701,5504
124396447,2026-08-06,85.0178511803,36.4600724322,36.4600724322,0E-10,85.0178511803,20,6,1,shoe_pos>=0.80,0E-7,0E-7,0.2982580991017848,5505
124402253,2026-08-04,875.4361257171,-150.9826540507,-150.9826540507,0E-10,753.4270811953,46,11,2,shoe_pos>=0.80,0.2826087,0E-7,0.6976383584547858,5506
124402595,2026-08-04,28950.0010464418,2451.6021012537,2451.6021012537,0E-10,26400.8706389573,239,27,2,shoe_pos>=0.80,0.2887029,0.0041841,0.4020285115191179,5507
124402595,2026-08-05,14079.8643812386,1287.3317846012,1287.3317846012,0E-10,12104.1836713329,131,22,1,shoe_pos>=0.80,0.2595420,0E-7,0.7366014654510707,5508
124402595,2026-08-06,9043.3435884535,-671.8151566518,-671.8151566518,0E-10,7787.6143236836,135,21,2,shoe_pos>=0.80,0.2222222,0E-7,0.5576937097052773,5509
124403027,2026-08-04,9225.8429082692,-825.5373474812,-825.5373474812,0E-10,7049.2455160003,33,12,1,shoe_pos>=0.80,0.0909091,0E-7,0.75074799566889,5510
124403027,2026-08-05,1199.6400242774,-248.3309265189,-248.3309265189,0E-10,1199.6400242774,5,5,1,shoe_pos>=0.80,0E-7,0E-7,0.79865598009337,5511
124407982,2026-08-06,35.7023604654,-35.7023604654,-35.7023604654,0E-10,35.7023604654,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5512
124410845,2026-08-06,102.7406056559,97.6035753731,97.6035753731,0E-10,102.7406056559,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5513
124426723,2026-08-05,357.0236046541,-1E-10,-1E-10,0E-10,357.0236046541,6,1,1,shoe_pos>=0.80,0E-7,0E-7,0.2932923325269449,5514
124428244,2026-08-04,236.3827379973,-60.6109584595,-60.6109584595,0E-10,216.1790851769,18,6,1,shoe_pos>=0.80,0.2777778,0E-7,0.219165267660437,5515
124428244,2026-08-06,15.1527396152,-15.1527396152,-15.1527396152,0E-10,15.1527396152,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5516
124429626,2026-08-06,4109.6242262345,1144.9156242775,1144.9156242775,0E-10,4040.2743174168,31,2,2,shoe_pos>=0.80,0.6774194,0E-7,0.4789108465658551,5517
124429667,2026-08-06,12.5866713774,12.4210572804,12.4210572804,0E-10,12.5866713774,3,1,1,shoe_pos>=0.80,1.0000000,0E-7,0.24118819447710865,5518
124429964,2026-08-04,3000.6465168777,-156.4469856036,-156.4469856036,0E-10,2719.4116696175,76,9,1,shoe_pos>=0.80,0.2894737,0.0131579,0.35766078317924493,5519
124429964,2026-08-06,463.0677226416,-47.2967512502,-47.2967512502,0E-10,437.0050105032,19,5,1,shoe_pos>=0.80,0.0526316,0E-7,0.4448310596293728,5520
124432705,2026-08-04,293727.1102926773,-29809.3314725578,-29809.3314725578,0E-10,272426.6532062941,201,28,2,shoe_pos>=0.80,0.1940299,0E-7,0.13002662359259237,5521
124435630,2026-08-04,243380.0000000000,-26670.0000000000,-26670.0000000000,0E-10,201370.0000000000,482,7,1,shoe_pos>=0.80,0.0995851,0E-7,2.213897659610682,5522
124435630,2026-08-05,3840.0000000000,205.6000000000,205.6000000000,0E-10,3640.0000000000,10,1,1,shoe_pos>=0.80,0E-7,0E-7,0.7104747043741639,5523
124435630,2026-08-06,11574.0000000000,-3018.0000000000,-3018.0000000000,0E-10,10566.0000000000,93,4,2,shoe_pos>=0.80,0.0322581,0E-7,2.1958691725572983,5524
12443725,2026-08-06,2899.7243280449,322.9669193698,322.9669193698,0E-10,2649.8966230139,25,1,1,shoe_pos>=0.80,0.3600000,0E-7,0.36550820169306136,5525
124440844,2026-08-05,1158.2754161951,-324.8747373527,-324.8747373527,0E-10,1006.7480200419,10,6,1,shoe_pos>=0.80,0E-7,0E-7,0.40559011597885375,5526
124444694,2026-08-04,128.9394600981,-128.9394600981,-128.9394600981,0E-10,128.9394600981,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5527
124445780,2026-08-04,264.5409177230,22.4351896835,22.4351896835,0E-10,244.5568166763,43,12,1,shoe_pos>=0.80,0.4883721,0E-7,0.2898121738963323,5528
124445780,2026-08-05,153.5794726847,-22.0542772601,-22.0542772601,0E-10,143.0905798701,10,4,1,shoe_pos>=0.80,0.4000000,0E-7,0.33273059804798205,5529
124445780,2026-08-06,5.9621074946,-5.9621074946,-5.9621074946,0E-10,5.9621074946,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5530
124446824,2026-08-06,6628.0533223740,-1311.4453034701,-1311.4453034701,0E-10,5862.3789587236,34,12,2,shoe_pos>=0.80,0.2647059,0E-7,0.7631411962287218,5531
124446839,2026-08-04,933.1415508706,-103.1001977761,-103.1001977761,0E-10,784.1676726694,51,3,2,shoe_pos>=0.80,0.1764706,0E-7,0.391854339029826,5532
124446839,2026-08-05,1702.9255387463,278.2986155703,278.2986155703,0E-10,1587.3423573834,29,1,1,shoe_pos>=0.80,0.2413793,0E-7,0.7471397066205365,5533
124453649,2026-08-06,8.0814611282,-8.0814611282,-8.0814611282,0E-10,8.0814611282,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5534
124455980,2026-08-04,459.9655522678,-329.4947665945,-329.4947665945,0E-10,459.9655522678,6,3,2,shoe_pos>=0.80,0.1666667,0E-7,0.24257802003548978,5535
124455980,2026-08-05,364.1301947622,-206.2944397827,-206.2944397827,0E-10,307.2693547675,5,2,1,shoe_pos>=0.80,0.2000000,0E-7,0.35021815656627403,5536
124461490,2026-08-05,10404.5541114668,-4188.2966032522,-4188.2966032522,0E-10,9070.1324794373,10,5,1,shoe_pos>=0.80,0.1000000,0E-7,0.30508955453939146,5537
124461490,2026-08-06,5915.1127017018,-1310.7720642096,-1310.7720642096,0E-10,5496.5362801116,13,5,2,shoe_pos>=0.80,0E-7,0E-7,0.25455222936100125,5538
124464520,2026-08-04,22.8597847584,-4.5976421031,-4.5976421031,0E-10,13.6131302494,4,1,1,shoe_pos>=0.80,0E-7,0E-7,0.38202247191286487,5539
124469924,2026-08-05,107.8776359388,9.2466545090,9.2466545090,0E-10,107.8776359388,8,6,1,shoe_pos>=0.80,0E-7,0E-7,0.3179135087223925,5540
124469924,2026-08-06,631.8547247843,-96.9614465881,-96.9614465881,0E-10,554.7992705423,46,21,1,shoe_pos>=0.80,0.1521739,0E-7,0.41386293121339734,5541
124470073,2026-08-04,550.0000000000,133.9000000000,133.9000000000,0E-10,550.0000000000,19,4,1,shoe_pos>=0.80,0.3684211,0E-7,0.46482912527344267,5542
124470073,2026-08-05,3881.0000000000,-377.7500000000,-377.7500000000,0E-10,3591.0000000000,106,14,1,shoe_pos>=0.80,0.2264151,0E-7,0.5306495246591341,5543
124470073,2026-08-06,1034.0000000000,224.4500000000,224.4500000000,0E-10,1006.0000000000,24,5,1,shoe_pos>=0.80,0.4166667,0E-7,0.526756124693977,5544
124480958,2026-08-05,46.2332725452,3.8527727120,3.8527727120,0E-10,46.2332725452,3,1,1,shoe_pos>=0.80,0E-7,0E-7,0.2886751345948128,5545
124480958,2026-08-06,10.7877635939,-10.7877635939,-10.7877635939,0E-10,10.7877635939,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5546
124481109,2026-08-05,2.7207467403,-2.7207467403,-2.7207467403,0E-10,2.7207467403,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5547
124481109,2026-08-06,397.6476005106,-107.7834285595,-107.7834285595,0E-10,397.6476005106,8,1,1,shoe_pos>=0.80,0E-7,0E-7,0.20719163488302644,5548
124483343,2026-08-04,301.0344270248,-53.7619201552,-53.7619201552,0E-10,271.5370939068,42,1,2,shoe_pos>=0.80,0.2142857,0.0238095,0.2564067758779082,5549
124486383,2026-08-06,5177.1860352334,-808.1461128158,-766.6882172275,41.4578955882,4606.4328430562,17,7,1,shoe_pos>=0.80,0.1764706,0E-7,0.3905706071470315,5550
124486497,2026-08-04,2157.1330117166,273.9490006894,273.9490006894,0E-10,1958.9937973818,119,5,2,shoe_pos>=0.80,0.1764706,0E-7,0.9764517424809278,5551
124486497,2026-08-05,1100.1033769825,-331.2370778775,-331.2370778775,0E-10,1059.1833218481,67,5,5,shoe_pos>=0.80,0E-7,0E-7,0.9339147681829271,5552
124486497,2026-08-06,4815.6443831775,1324.0868366640,1324.0868366640,0E-10,4341.8332184642,187,5,2,shoe_pos>=0.80,0.1764706,0E-7,0.9687283783079802,5553
124487164,2026-08-04,3005.0913205118,-697.0260223062,-697.0260223062,0E-10,2728.3012768719,52,2,1,shoe_pos>=0.80,0.5192308,0E-7,0.3736014815187836,5554
124487373,2026-08-04,3165.9123969602,-811.5100210112,-811.5100210112,0E-10,3012.3646355250,68,17,2,shoe_pos>=0.80,0.2058824,0E-7,1.3095173011158432,5555
124492496,2026-08-04,0.7705545424,-0.7705545424,-0.7705545424,0E-10,0.7705545424,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5556
124492496,2026-08-06,1.7979605990,-1.7979605990,-1.7979605990,0E-10,1.7979605990,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5557
124497899,2026-08-05,308.2218169676,-102.7406056558,-102.7406056558,0E-10,308.2218169676,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.47140452079072587,5558
124499658,2026-08-04,303.8629384177,-27.4769678349,-27.4769678349,0E-10,287.7000161613,34,3,1,shoe_pos>=0.80,0E-7,0E-7,0.30294183054313983,5559
124499658,2026-08-05,711.9767253885,-233.8572813935,-233.8572813935,0E-10,680.8631000451,62,4,1,shoe_pos>=0.80,0.3387097,0E-7,0.24754797895072558,5560
124501625,2026-08-05,62.4292872151,-28.2346048164,-28.2346048164,0E-10,58.3885566510,11,2,3,shoe_pos>=0.80,0.2727273,0E-7,0.3819044474812265,5561
124501625,2026-08-06,385.0816227538,-23.1331824762,-23.1331824762,0E-10,370.9390657796,44,4,2,shoe_pos>=0.80,0.1136364,0E-7,0.4751606669996898,5562
124504787,2026-08-05,1490.0000000000,178.0000000000,178.0000000000,0E-10,1400.0000000000,31,4,1,shoe_pos>=0.80,0.1612903,0E-7,0.19678664171673962,5563
124506451,2026-08-05,10.1018264102,-10.1018264102,-10.1018264102,0E-10,10.1018264102,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5564
124507840,2026-08-04,30690.6737215220,833.9069683804,833.9069683804,0E-10,28086.1993681456,326,29,3,shoe_pos>=0.80,0.2699387,0E-7,0.851915007093692,5565
