window_id,bet_ip,n_member_raw,n_member_eff,n_prof_A,n_prof_B,n_prof_C,n_orders,n_rounds,stake,net_pnl,game_pnl,share_p50,share_p90,rn
W1,103.199.56.77,34,7,0,4,4,645,483,37039.9700639276,-4333.6095648754,-4333.6095648754,0.014059999957680702,0.5357137322425842,1996
W1,103.199.57.105,50,7,2,4,4,1404,1102,111617.4344308085,1531.9520632156,1531.9520632156,0.01568409986793995,0.5049019455909729,1997
W1,103.199.57.106,51,7,2,4,4,540,399,32063.2145607265,1605.7664346738,1605.7664346738,0.023474199697375298,0.3333333134651184,1998
W1,103.199.57.109,52,7,0,6,6,1518,869,60549.2070757682,-6134.4115861895,-6134.4115861895,0.006779849994927645,0.14857131242752075,1999
W1,103.199.57.12,52,7,0,4,4,773,630,195359.4264786589,48304.8306352999,48304.8306352999,0.02019825018942356,0.20967164635658264,2000
W1,103.199.57.139,39,7,3,4,4,717,545,62713.5035856669,4524.3206057293,4524.3206057293,0.01918019913136959,0.5599998235702515,2001
W1,103.199.57.144,41,7,3,5,5,1302,1221,50152.4783019651,-5854.8681914435,-5854.8681914435,0.012207499705255032,0.4399997591972351,2002
W1,103.199.57.15,45,7,2,2,2,1145,875,86066.3351994192,2659.0877470285,2659.0877470285,0.01795550063252449,1.0,2003
W1,103.199.57.158,50,7,2,3,3,656,502,20052.2707618524,401.5959603809,401.5959603809,0.011692100204527378,1.0,2004
W1,103.199.57.160,49,7,1,2,2,1163,881,39435.8612660661,-863.5924533881,-863.5924533881,0.017857100814580917,1.0,2005
W1,103.199.57.169,55,7,2,1,1,1253,1136,70855.6013812051,-3113.1838384356,-3113.1838384356,0.019607799127697945,0.9333332777023315,2006
W1,103.199.57.181,50,7,0,4,4,820,485,66992.8216742187,-10291.2608246089,-10291.2608246089,0.017323650419712067,0.2842261791229248,2007
W1,103.199.57.196,37,7,2,6,6,494,413,29963.8233646423,3543.3890343209,3543.3890343209,0.011904800310730934,1.0,2008
W1,103.199.57.198,37,7,3,4,4,754,626,75081.2751447714,13505.3752521093,13505.3752521093,0.025640999898314476,0.9749999046325684,2009
W1,103.199.57.2,57,7,2,5,5,832,645,87660.2470756505,19714.0573030985,19714.0573030985,0.008771900087594986,0.49346989393234253,2010
W1,103.199.57.209,41,7,4,5,5,950,620,44236.7207228927,-1611.4523623753,-1619.7210962253,0.026666700839996338,0.8609523773193359,2011
W1,103.199.57.228,40,7,2,5,5,986,681,47076.2638335566,3640.0297152597,3640.0297152597,0.007305949926376343,0.65625,2012
W1,103.199.57.23,47,7,1,0,0,962,723,47179.2429169967,-5873.8738074366,-5873.8738074366,0.014100500382483006,0.6627450585365295,2013
W1,103.199.57.243,47,7,0,4,4,782,608,59031.4501465216,-2637.3928324757,-2637.3928324757,0.01189459953457117,1.0,2014
W1,103.199.57.244,35,7,2,6,6,771,564,35894.5058296692,3935.1862460988,3935.1862460988,0.0117723997682333,1.0,2015
W1,103.199.57.251,48,7,5,5,5,829,507,22729.5683150002,1282.5108467832,1282.5108467832,0.029906300827860832,0.8999990224838257,2016
W1,103.199.57.48,53,7,0,2,2,1230,782,70789.6374650570,-4667.4206952101,-4667.4206952101,0.011194000020623207,0.7380948662757874,2017
W1,103.199.57.65,38,7,2,5,5,623,449,26552.5828434535,1597.7472189842,1597.7472189842,0.044266797602176666,1.0,2018
W1,103.199.57.74,52,7,2,1,1,1263,688,45187.6659841564,-2650.6744527837,-2650.6744527837,0.02603980153799057,1.0,2019
W1,103.199.57.77,48,7,0,5,5,707,570,30962.1159243033,-4989.7153818941,-4989.7153818941,0.014292949810624123,1.0,2020
W1,103.199.57.89,52,7,0,3,3,760,551,34869.2112943800,-355.6244867360,-355.6244867360,0.00631794985383749,0.15814384818077087,2021
W1,103.199.57.92,52,7,1,3,3,1369,815,95741.1222686338,1623.9600491986,1623.9600491986,0.009134150110185146,0.4113728106021881,2022
W1,103.199.68.110,25,7,0,5,5,1381,957,43551.4216426881,929.2604149921,929.2604149921,0.025157200172543526,0.8571429252624512,2023
W1,103.199.68.144,24,7,1,3,3,514,434,11567.0055966000,-1189.7264322996,-1216.0293216078,0.004458399955183268,0.3243699371814728,2024
W1,103.199.68.40,22,7,4,4,4,713,589,23792.0611491187,-4014.5631539753,-4014.5631539753,0.011428849771618843,0.31331509351730347,2025
W1,103.199.68.74,31,7,3,5,5,1181,1105,33922.5891672750,2055.9925292025,2055.9925292025,0.01061949972063303,0.6741175651550293,2026
W1,103.199.68.92,20,7,2,5,5,2222,2175,91813.7281313777,3169.2414592252,3169.2414592252,0.05997924879193306,0.8829941749572754,2027
W1,103.199.69.118,26,7,1,4,4,580,352,16636.6811318677,872.2344911451,872.2344911451,0.00821319967508316,0.4755493998527527,2028
W1,103.199.69.143,26,7,4,2,2,715,596,85433.0250246927,-4855.2748123555,-4855.2748123555,0.014670849777758121,0.10662621259689331,2029
W1,103.199.69.15,25,7,1,4,4,649,515,21158.7004961035,-1301.0491752722,-1301.0491752722,0.02777780033648014,0.24324320256710052,2030
W1,103.199.69.171,21,7,2,4,4,515,433,22134.3179309939,-789.1291107560,-789.1291107560,0.014084500260651112,0.09548979252576828,2031
W1,103.199.69.175,22,7,2,2,2,490,455,41367.6165663724,-2575.3980622463,-2575.3980622463,0.011668600142002106,0.8541665077209473,2032
W1,103.199.69.179,15,7,0,5,5,808,664,25076.6763663647,330.9082279795,330.9082279795,0.009867800399661064,1.0,2033
W1,103.199.69.241,25,7,0,1,1,869,562,48266.8923246496,-5720.0737649282,-5720.0737649282,0.021020999178290367,0.14285710453987122,2034
W1,103.199.69.245,21,7,0,3,3,2968,2781,140423.1502806288,-6008.0941556987,-6008.0941556987,0.02593659982085228,0.17873746156692505,2035
W1,103.199.69.248,37,7,2,6,6,539,438,33948.4202043347,-799.5225245612,-799.5225245612,0.026086999103426933,1.0,2036
W1,103.199.69.39,20,7,1,4,4,581,455,31744.0921156944,-380.5828946090,-380.5828946090,0.00899994932115078,0.07536320388317108,2037
W1,103.199.69.51,21,7,1,4,4,1641,1525,67429.5998723619,9504.8496048377,9504.8496048377,0.012345699593424797,0.048113517463207245,2038
W1,103.199.69.65,25,7,1,3,3,653,435,65392.4935266126,-6488.2888444583,-6488.2888444583,0.009696999564766884,0.25,2039
W1,103.199.69.69,22,7,1,6,6,805,682,30000.7515606737,2135.7419439795,2135.7419439795,0.010087450034916401,0.9363635182380676,2040
W1,103.199.69.87,22,7,0,4,4,578,411,20455.0375062934,31.6249559442,31.6249559442,0.013923400081694126,0.7759997844696045,2041
W1,103.199.69.9,18,7,1,4,4,636,318,21970.8748598836,3318.4113730822,3318.4113730822,0.014732450246810913,0.2498663365840912,2042
W1,103.199.69.94,24,7,1,4,4,481,352,13279.5024707509,-61.4123331478,-61.4123331478,0.018725350499153137,0.3687494397163391,2043
W1,103.199.70.114,23,7,2,2,2,633,435,26845.2826565802,-589.7548016419,-589.7548016419,0.02639869973063469,1.0,2044
W1,103.199.70.176,22,7,1,5,5,553,434,35740.4276281723,5736.3438490743,5736.3438490743,0.014424099586904049,0.20061245560646057,2045
W1,103.199.70.179,29,7,3,5,5,1688,1518,72738.8247902007,3532.7769758383,3532.7769758383,0.016706399619579315,0.5619041323661804,2046
W1,103.199.70.200,31,7,1,5,5,918,598,30874.2453078468,1321.6655974420,1321.6655974420,0.005762699991464615,0.1464834213256836,2047
W1,103.199.70.201,16,7,1,4,4,886,437,35945.9579425671,137.4767473772,137.4767473772,0.012307550758123398,0.10271042585372925,2048
W1,103.199.70.206,20,7,3,3,3,526,396,37061.7186613268,-4157.2613765863,-4157.2613765863,0.028278600424528122,1.0,2049
W1,103.199.70.248,27,7,4,2,2,916,908,61193.5195925055,-5704.9458395237,-5704.9458395237,0.010891799814999104,0.2751390039920807,2050
W1,103.199.70.33,23,7,1,0,0,645,310,31453.0663373853,-3953.0944129187,-3953.0944129187,0.012402700260281563,0.12664754688739777,2051
W1,103.199.70.67,19,7,2,3,3,535,429,48365.6014546577,-3107.3831258594,-3107.3831258594,0.006578899919986725,0.15128612518310547,2052
W1,103.199.70.68,24,7,3,3,3,602,597,14132.4539285962,-1074.9902539434,-1074.9902539434,0.008234350010752678,0.2756085693836212,2053
W1,103.199.71.110,23,7,0,4,4,660,448,31077.4706079094,1588.5776724271,1588.5776724271,0.007092200219631195,0.15070374310016632,2054
W1,103.199.71.165,22,7,1,5,5,613,463,13093.2816974572,230.6579453702,230.6579453702,0.007050599902868271,0.45287296175956726,2055
W1,103.199.71.215,15,7,1,3,3,452,235,19330.2461015862,3608.5218248359,3608.5218248359,0.008268999867141247,0.23174600303173065,2056
W1,103.199.71.22,29,7,3,2,2,727,583,37382.6536945562,706.3261161319,706.3261161319,0.009903600439429283,0.7543849945068359,2057
W1,103.199.71.243,18,7,0,2,2,965,660,57621.1256624871,-4740.9823304125,-4740.9823304125,0.055169351398944855,0.9538459777832031,2058
W1,103.199.71.38,21,7,2,2,2,490,388,17905.9007613532,-252.8030701134,-252.8030701134,0.0050710998475551605,0.17651832103729248,2059
W1,103.199.71.49,16,7,3,5,5,517,391,31210.0096823168,940.1634396104,940.1634396104,0.016939599066972733,0.16007183492183685,2060
W1,103.199.71.68,18,7,2,2,2,467,308,15440.3621110299,-958.1690717354,-958.1690717354,0.0162298996001482,0.8408939838409424,2061
W1,103.249.21.191,18,7,4,3,3,1518,950,61971.5658696163,-3740.2042375963,-3740.2042375963,0.08042469620704651,1.0,2062
W1,103.249.21.28,22,7,2,3,3,668,502,13761.8946309622,608.4722698439,608.4722698439,0.029140900820493698,0.30153828859329224,2063
W1,103.249.21.32,12,7,1,2,2,331,219,11675.5276449755,-1480.3937050577,-1480.3937050577,0.02776474878191948,0.6499996185302734,2064
W1,103.249.22.216,19,7,1,3,3,442,363,34759.3665551218,-4742.7758229145,-4742.7758229145,0.026913100853562355,1.0,2065
W1,103.249.22.80,26,7,4,1,1,606,552,32334.3076570185,4065.7002974508,4065.7002974508,0.0729074478149414,1.0,2066
W1,104.28.119.136,51,7,2,4,4,760,637,105872.9961891340,-4893.4864505120,-4893.4864505120,0.029999999329447746,0.71555495262146,2067
W1,104.28.119.140,66,7,2,3,3,1196,725,97545.8681882889,561.8815866441,561.8815866441,0.026234600692987442,0.961763858795166,2068
W1,104.28.119.141,72,7,2,2,2,1035,812,109654.8067770280,-11570.4113091104,-11570.4113091104,0.042577601969242096,0.7769995927810669,2069
W1,104.28.122.112,23,7,3,5,5,761,520,12695.3467109795,-506.8032162042,-506.8032162042,0.06896550208330154,0.2767676115036011,2070
W1,104.28.156.111,22,7,3,3,3,627,493,115837.5984153042,575.4451959974,184.2204270864,0.016314899548888206,0.5333328247070312,2071
W1,104.28.161.28,56,7,2,2,2,705,672,90525.8052351404,-10901.3610897831,-10901.3610897831,0.07759200036525726,1.0,2072
W1,108.14.94.213,8,7,3,4,4,1594,1569,7368355.9782609076,-6467.3913043652,-6467.3913043652,0.42155909538269043,0.7480344772338867,2073
W1,110.168.235.223,7,7,2,1,1,989,279,5654.7127944061,-909.9453410387,-909.9453410387,0.09726440161466599,0.26699119806289673,2074
W1,112.164.33.190,7,7,1,2,2,6031,4764,93278.3884426332,618.5792765466,618.5792765466,0.5888888835906982,0.973737359046936,2075
W1,112.197.176.144,9,7,2,3,3,2279,2273,30390.4441642125,-474.7230317496,-474.7230317496,0.9576629996299744,1.0,2076
W1,113.12.72.213,14,7,2,2,2,627,313,40940.0000000000,-902.8000000000,-902.8000000000,0.39753174781799316,1.0,2077
W1,113.160.240.195,9,7,3,2,2,1088,918,210666.0168487230,-3243.0279924637,-3243.0279924637,0.7016807198524475,1.0,2078
W1,113.163.68.133,11,7,2,2,2,1269,1267,8896.2798463856,-192.7325710039,-192.7325710039,1.0,1.0,2079
W1,113.169.252.182,15,7,4,5,5,662,661,2514.9792990102,-41.1448556072,-41.1448556072,1.0,1.0,2080
W1,113.169.86.242,12,7,2,4,4,708,707,6126.7758489397,-209.9325283558,-209.9325283558,0.5061582326889038,1.0,2081
W1,113.179.220.16,8,7,1,3,3,692,692,3595.5121099743,-37.8222847627,-37.8222847627,0.7986111044883728,1.0,2082
W1,113.182.24.116,9,7,2,1,1,1047,274,26988.0111776918,-3077.1145964130,-3077.1145964130,0.05779720097780228,0.2460004687309265,2083
W1,113.184.176.236,11,7,3,3,3,402,400,4571.2219424934,-432.5422720922,-432.5422720922,0.375,0.9927710890769958,2084
W1,113.185.104.101,15,7,2,1,1,1519,1513,44958.1187996531,-3479.1267621772,-3479.1267621772,0.1211920976638794,1.0,2085
W1,113.185.104.207,13,7,3,5,5,980,971,22353.9712898805,886.7305992867,886.7305992867,0.03389830142259598,0.14553993940353394,2086
W1,113.185.104.217,13,7,3,3,3,1206,1206,34590.0585974569,-765.1326215294,-765.1326215294,0.08959539979696274,0.3532126545906067,2087
W1,113.185.104.237,11,7,0,3,3,714,593,25997.8379484859,2983.9134729707,2983.9134729707,0.0081642996519804,0.11071132868528366,2088
W1,113.185.104.59,10,7,0,2,2,1665,1663,41682.4025883982,-1435.4082309067,-1435.4082309067,0.09339605271816254,0.6983122825622559,2089
W1,113.185.104.62,11,7,1,1,1,1313,1139,29748.8957514760,-1773.3017441751,-1773.3017441751,0.08092950284481049,0.4709840416908264,2090
W1,113.185.105.2,10,7,2,3,3,844,734,59917.6242398637,-197.3555626644,-197.3555626644,0.0709645003080368,0.42045819759368896,2091
W1,113.185.105.223,19,7,2,2,2,1177,1144,44779.1626101274,-3531.9764881821,-3531.9764881821,0.052083298563957214,0.8476191759109497,2092
W1,113.185.105.228,11,7,2,3,3,829,657,40662.8337107261,-1185.5273587991,-1185.5273587991,0.12606839835643768,0.8499999046325684,2093
W1,113.185.105.230,9,7,2,2,2,909,868,32234.7735147508,-482.0216651815,-482.0216651815,0.2645050883293152,0.8122639060020447,2094
W1,113.185.106.223,10,7,1,1,1,901,898,27947.9978386362,-685.0997869976,-685.0997869976,0.026310700923204422,0.24946515262126923,2095
W1,113.185.106.236,9,7,3,3,3,1060,1025,27289.5862504141,-23.9563496725,-23.9563496725,0.08929789811372757,0.7157552242279053,2096
W1,113.185.106.56,14,7,4,4,4,1028,1027,27068.0209543181,-300.0983048519,-300.0983048519,0.05783519893884659,1.0,2097
W1,113.185.108.11,14,7,2,4,4,1024,987,39465.5599046886,-1009.9686825058,-1009.9686825058,0.141712948679924,0.796296238899231,2098
W1,113.185.108.112,12,7,2,5,5,1246,1237,26541.5590201340,-38.3915097656,-38.3915097656,0.07267569750547409,0.26456278562545776,2099
W1,113.185.108.178,15,7,0,1,1,1186,1101,47149.5137759084,-5791.7118901006,-5791.7118901006,0.019397899508476257,1.0,2100
W1,113.185.108.7,12,7,3,2,2,1467,1467,37714.8473014048,-1314.9342609525,-1314.9342609525,0.11870379745960236,0.5871790647506714,2101
W1,113.185.108.96,10,7,3,5,5,727,604,23988.5944908241,675.7768698709,675.7768698709,0.04243364930152893,0.3772660195827484,2102
W1,113.185.109.137,12,7,2,4,4,788,744,18447.8113327876,371.1326845678,371.1326845678,0.06030529737472534,0.43196457624435425,2103
W1,113.185.109.252,14,7,2,3,3,1204,1195,34304.2698089814,-613.2133774664,-613.2133774664,0.10826429724693298,1.0,2104
W1,113.185.110.217,13,7,1,3,3,969,954,22644.5681986739,-875.1424288409,-875.1424288409,0.08073820173740387,1.0,2105
W1,113.185.110.250,12,7,1,5,5,806,580,102462.6195723647,10655.8082746188,10064.0048528338,0.020055649802088737,0.23134204745292664,2106
W1,113.185.110.95,16,7,2,1,1,999,910,62357.2930977511,-10829.7495907280,-10829.7495907280,0.016389649361371994,0.37036532163619995,2107
W1,113.185.111.115,14,7,2,2,2,1016,913,30941.6555643437,-3377.3571593354,-3377.3571593354,0.08890260010957718,1.0,2108
W1,113.185.111.181,17,7,1,2,2,934,934,26091.8856301499,-1520.6283080497,-1520.6283080497,0.016666699200868607,0.3317725658416748,2109
W1,113.185.111.206,14,7,2,4,4,546,509,10109.6400097309,-250.7305827009,-250.7305827009,0.09949369728565216,0.9470587968826294,2110
W1,113.185.111.75,11,7,1,5,5,740,739,38098.7012172926,1653.8909572162,1653.8909572162,0.01021450012922287,0.24555376172065735,2111
W1,113.185.41.126,23,7,5,5,5,452,408,204652.5595957043,6552.4842513996,6552.4842513996,0.02702699974179268,0.7331694960594177,2112
W1,113.185.41.136,19,7,1,4,4,482,375,153441.4521769132,14425.2719544085,14425.2719544085,0.0066224997863173485,0.18263927102088928,2113
W1,113.185.41.197,23,7,1,1,1,563,442,1195916.4885207977,-104058.0600205805,-104058.0600205805,0.008146599866449833,0.6623623371124268,2114
W1,113.185.41.234,28,7,0,6,6,764,422,33849.1932710123,4595.7975197593,4595.7975197593,0.012384800240397453,0.2599999010562897,2115
W1,113.185.42.138,25,7,1,3,3,617,496,53507.8021650152,-3428.7993959730,-3428.7993959730,0.014012400060892105,1.0,2116
W1,113.185.42.163,21,7,1,1,1,598,318,68646.5404107146,-3300.3768389834,-3300.3768389834,0.0068026999942958355,0.09487829357385635,2117
W1,113.185.42.67,33,7,3,1,1,626,404,130404.1714393873,-29118.2365792213,-29118.2365792213,0.019607799127697945,0.7090904712677002,2118
W1,113.185.43.76,14,7,1,4,4,1002,466,63201.4199169324,-2195.6123233075,-2195.6123233075,0.018762201070785522,0.26874953508377075,2119
W1,113.185.44.116,22,7,3,2,2,715,628,122442.0101596853,-15205.4055477080,-15205.4055477080,0.021041249856352806,0.7395346164703369,2120
W1,113.185.44.152,31,7,2,2,2,807,550,432741.1622423229,10553.7227209609,10553.7227209609,0.020253200083971024,0.6130110025405884,2121
W1,113.185.44.21,23,7,1,5,5,513,369,30828.9139448666,5505.5663420251,5505.5663420251,0.014285700395703316,0.6190470457077026,2122
W1,113.185.44.236,25,7,2,5,5,495,441,51256.9081505799,4998.0553047992,4998.0553047992,0.010799099691212177,0.5,2123
W1,113.185.44.71,22,7,2,4,4,821,398,90491.3337667635,-12902.5710349468,-12902.5710349468,0.02127869985997677,1.0,2124
W1,113.185.45.251,22,7,1,5,5,762,714,59722.4475617807,3258.6256723448,3258.6256723448,0.009840499609708786,0.5857141017913818,2125
W1,113.185.45.94,24,7,1,4,4,650,391,43022.5630773791,2435.3022237031,2435.3022237031,0.011610100045800209,0.4590908885002136,2126
W1,113.185.46.133,31,7,2,2,2,460,291,48019.7052831081,-10407.2336944439,-10407.2336944439,0.01820939965546131,0.34999996423721313,2127
W1,113.185.46.254,25,7,2,3,3,634,550,180504.5260046493,5917.7393670827,5917.7393670827,0.007154200226068497,1.0,2128
W1,113.185.46.3,20,7,1,2,2,905,701,85126.2829781943,18201.7759225231,18201.7759225231,0.006163150072097778,0.9386792182922363,2129
W1,113.185.46.82,20,7,0,2,2,665,589,159823.4876296199,-1132.8420918467,-1132.8420918467,0.008752450346946716,0.7542372941970825,2130
W1,113.185.47.122,21,7,1,1,1,360,182,20325.9706207111,-390.5383587342,-390.5383587342,0.007550999987870455,0.5307259559631348,2131
W1,113.185.47.16,35,7,0,1,1,579,522,44047.7652171354,-3802.8953659203,-3802.8953659203,0.01225259993225336,0.4000000059604645,2132
W1,113.185.47.178,22,7,1,3,3,602,383,34929.0752313739,5095.3490684595,5095.3490684595,0.012754700146615505,0.48555976152420044,2133
W1,113.185.47.188,20,7,1,5,5,633,525,49575.5373002850,1454.3843389854,1454.3843389854,0.011055950075387955,0.6344085931777954,2134
W1,113.185.47.231,20,7,2,4,4,856,462,70846.0837730330,3270.6494730670,3270.6494730670,0.018440701067447662,0.3499999940395355,2135
W1,113.185.47.41,24,7,3,7,7,1511,1194,226804.9445897016,22524.4777466556,22524.4777466556,0.03162379935383797,0.5499992370605469,2136
W1,113.185.47.44,20,7,4,3,3,1015,858,37309.4617430361,-3520.9006908764,-3520.9006908764,0.009553199633955956,0.06988450139760971,2137
W1,113.185.47.99,15,7,3,4,4,478,411,45794.3849417051,705.2986081528,705.2986081528,0.020999299362301826,0.4444443881511688,2138
W1,113.185.72.130,24,7,1,4,4,1257,803,76857.3402834705,-7063.4246975342,-7063.4246975342,0.01149164978414774,0.6999995112419128,2139
W1,113.185.72.132,27,7,1,4,4,580,426,153984.8159000542,285.0727107640,285.0727107640,0.02068440057337284,0.19593748450279236,2140
W1,113.185.72.135,24,7,1,3,3,754,477,24294.5674320802,-1647.0557618809,-1647.0557618809,0.0130148995667696,0.3593209385871887,2141
W1,113.185.72.20,20,7,1,3,3,667,593,92815.8894428222,5490.3564479081,5490.3564479081,0.012831849977374077,0.18288375437259674,2142
W1,113.185.72.234,31,7,1,2,2,574,399,19617.1042124544,1146.5755652258,1123.2583135206,0.004007999785244465,0.05880951136350632,2143
W1,113.185.72.36,23,7,1,2,2,546,367,34364.3705444355,-831.4193551200,-831.4760718514,0.006544299889355898,1.0,2144
W1,113.185.72.55,30,7,1,4,4,691,445,14745.9774847830,775.2350524684,775.2350524684,0.014139549806714058,0.21978025138378143,2145
W1,113.185.72.77,24,7,2,0,0,405,354,59872.2201127615,-32351.0464536304,-32351.0464536304,0.009912699460983276,0.9205880761146545,2146
W1,113.185.73.127,29,7,3,3,3,628,477,44582.7754233085,-7699.2297249297,-7699.2297249297,0.03474609926342964,1.0,2147
W1,113.185.73.143,26,7,0,3,3,875,580,31795.5714238374,-1424.4742661580,-1424.4742661580,0.011136500164866447,0.3729838728904724,2148
W1,113.185.73.225,21,7,1,4,4,598,407,21448.3330828791,-1358.8920443695,-1358.8920443695,0.0055045997723937035,0.08106061816215515,2149
W1,113.185.73.230,27,7,1,4,4,685,444,44141.7346428187,-308.3451307416,-308.3451307416,0.003816199954599142,0.5487033724784851,2150
W1,113.185.73.75,22,7,2,3,3,1282,1173,39700.1636900669,220.5133358086,220.5133358086,0.012724299915134907,1.0,2151
W1,113.185.74.106,29,7,4,1,1,563,456,41663.9663559599,-4188.0795454360,-4188.0795454360,0.009901000186800957,0.07926824688911438,2152
W1,113.185.74.113,27,7,2,6,6,483,421,64285.9283179562,738.0531097772,738.0531097772,0.004934200085699558,0.8618699908256531,2153
W1,113.185.74.125,27,7,1,3,3,760,567,62764.4571092891,-6657.2505052840,-6657.2505052840,0.013423600234091282,0.13189588487148285,2154
W1,113.185.74.137,22,7,2,5,5,553,427,27719.6685814658,840.0275916083,840.0275916083,0.029562100768089294,1.0,2155
W1,113.185.74.17,24,7,1,3,3,508,416,15979.5188187439,-1119.7016783786,-1119.7016783786,0.014624849893152714,0.6999995112419128,2156
W1,113.185.74.212,32,7,1,4,4,449,400,25448.8935139073,699.5413857378,699.5413857378,0.02933584898710251,0.6416662931442261,2157
W1,113.185.74.67,31,7,4,6,6,667,572,43900.9839137867,-1880.7479097413,-1880.7479097413,0.008930699899792671,0.24538761377334595,2158
W1,113.185.74.98,16,7,3,2,2,452,386,39888.6485835086,-2927.6973027423,-2927.6973027423,0.008560599759221077,0.30968987941741943,2159
W1,113.185.75.1,29,7,1,1,1,781,490,29692.0871301705,-1559.6522805261,-1559.6522805261,0.01079269964247942,0.25013190507888794,2160
W1,113.185.75.238,22,7,4,4,4,592,374,30536.2255700446,608.6424907496,608.6424907496,0.060314152389764786,1.0,2161
W1,113.185.75.24,22,7,1,3,3,414,274,46098.3515860261,-7629.7054479931,-7629.7054479931,0.018951499834656715,0.5910107493400574,2162
W1,113.185.75.26,28,7,1,4,4,744,475,160423.9379450544,-8893.0804990490,-8893.0804990490,0.014760400168597698,0.32043004035949707,2163
W1,113.185.75.45,21,7,2,3,3,599,387,38344.8240497989,-3101.2290614268,-3101.2290614268,0.01039860025048256,0.28537702560424805,2164
W1,113.185.75.48,15,7,2,4,4,614,509,38141.9864494898,564.5990800687,564.5990800687,0.0199413001537323,1.0,2165
W1,113.185.75.93,27,7,3,5,5,567,445,39634.6462270888,1625.2409028478,1625.2409028478,0.005442900117486715,0.7076119184494019,2166
W1,113.185.76.140,27,7,3,4,4,555,334,69866.4623719887,4754.5972916586,4754.5972916586,0.010279400274157524,0.13167470693588257,2167
W1,113.185.76.149,35,7,3,2,2,733,457,78595.2126210142,562.3697906624,562.3697906624,0.01694919914007187,0.8461537957191467,2168
W1,113.185.76.160,28,7,2,2,2,602,359,26738.7105511819,-1140.7898573368,-1140.7898573368,0.007614649832248688,0.9879999160766602,2169
W1,113.185.76.203,24,7,2,3,3,955,518,37421.5149531277,2301.6150770633,2301.6150770633,0.012569449841976166,0.3096247911453247,2170
W1,113.185.76.239,27,7,2,4,4,637,407,32355.2203169335,687.8548875466,687.8548875466,0.016806699335575104,1.0,2171
W1,113.185.76.60,20,7,1,2,2,821,594,31685.9175454271,273.4037485741,273.4037485741,0.02059914916753769,0.9130434989929199,2172
W1,113.185.77.117,19,7,4,4,4,569,389,27907.2489361628,-2017.7675301691,-2017.7675301691,0.025167100131511688,0.13788819313049316,2173
W1,113.185.77.176,23,7,0,2,2,582,435,65035.7373814080,-11930.6448071214,-11930.6448071214,0.021276600658893585,1.0,2174
W1,113.185.77.223,26,7,3,3,3,478,437,21890.9068417410,-3434.4069116929,-3443.6895500718,0.015958499163389206,0.5240195989608765,2175
W1,113.185.77.30,23,7,1,3,3,758,669,37566.4485596855,-2094.8211395997,-2094.8211395997,0.021771499887108803,0.29523804783821106,2176
W1,113.185.78.166,23,7,2,3,3,468,237,17049.5635353161,-1499.1431793275,-1499.1431793275,0.012093699537217617,1.0,2177
W1,113.185.78.181,22,7,1,3,3,623,465,38522.6429664543,-1446.1757759415,-1446.1757759415,0.012149699963629246,0.2513636350631714,2178
W1,113.185.78.203,22,7,3,4,4,449,334,25834.3925548226,1866.4120730382,1866.4120730382,0.020767100155353546,0.7666664123535156,2179
W1,113.185.78.209,28,7,2,5,5,545,422,51373.8450255493,6279.4917318048,6279.4917318048,0.03131449967622757,1.0,2180
W1,113.185.78.251,19,7,0,3,3,1485,862,50023.3658070796,-272.9621794937,-272.9621794937,0.030086299404501915,0.1952381134033203,2181
W1,113.185.78.56,25,7,1,5,5,687,456,29092.5799945233,458.5543219069,458.5543219069,0.01723809912800789,0.3333333134651184,2182
W1,113.185.79.145,25,7,4,4,4,692,608,58715.9012430567,-9253.8957859952,-9253.8957859952,0.02859479933977127,1.0,2183
W1,113.185.79.15,27,7,1,3,3,865,682,22978.7532225374,-857.0835435150,-857.0835435150,0.019194399937987328,0.21563570201396942,2184
W1,113.185.79.18,20,7,1,5,5,599,370,25964.5410974739,3340.7335691419,3340.7335691419,0.031094849109649658,0.3221277594566345,2185
W1,113.185.79.239,27,7,3,5,5,737,477,36100.6967473198,4048.8282836259,4048.8282836259,0.019073599949479103,0.836263120174408,2186
W1,113.185.79.248,28,7,0,2,2,926,690,34859.6189290528,-4355.9194103061,-4355.9194103061,0.02552894875407219,0.5738444328308105,2187
W1,113.185.79.40,21,7,1,2,2,371,332,29297.4878500581,-2323.3089134348,-2323.3089134348,0.0076546999625861645,0.052135076373815536,2188
W1,113.185.79.60,25,7,4,6,6,627,517,26866.4756494224,2343.5442461570,2343.5442461570,0.010180099867284298,0.12903229892253876,2189
W1,113.185.79.87,21,7,2,5,5,366,306,14041.4411745333,1980.0630857787,1980.0630857787,0.013325800187885761,0.4699997901916504,2190
W1,113.185.80.113,18,7,1,2,2,803,585,171543.5991544136,-5049.4691944261,-5049.4691944261,0.01057174988090992,0.08654725551605225,2191
W1,113.185.80.59,22,7,1,4,4,528,361,12867.0590474107,169.1397620504,169.1397620504,0.012577950023114681,0.08765758574008942,2192
W1,113.185.80.89,20,7,1,6,6,734,726,50462.6786860482,3971.9923269318,3971.9923269318,0.012350100092589855,0.5806451439857483,2193
W1,113.185.81.151,21,7,2,2,2,568,404,58135.7824323874,-837.8652829566,-837.8652829566,0.02339180000126362,0.945454478263855,2194
