window_id,bet_ip,n_member_raw,n_member_eff,n_prof_A,n_prof_B,n_prof_C,n_orders,n_rounds,stake,net_pnl,game_pnl,share_p50,share_p90,rn
W1,103.199.70.104,26,5,2,1,1,428,355,11950.0704510428,-432.5921245394,-432.5921245394,0.004084649961441755,0.16185180842876434,4807
W1,103.199.70.120,19,5,0,3,3,414,359,18338.7512643682,1258.4010360041,1258.4010360041,0.019138799980282784,0.7890911102294922,4808
W1,103.199.70.122,17,5,1,2,2,902,838,23826.7088712592,15.8544801878,15.8544801878,0.005507300142198801,0.08218272030353546,4809
W1,103.199.70.125,24,5,0,1,1,595,338,20400.4741233472,3064.2700820454,3064.2700820454,0.010995650663971901,0.19999952614307404,4810
W1,103.199.70.140,17,5,2,2,2,711,659,35466.6258646568,351.5726577098,351.5726577098,0.008500499650835991,0.7372548580169678,4811
W1,103.199.70.145,17,5,1,3,3,4044,3935,104471.6062657741,-1249.0270704338,-1249.0270704338,0.03333330154418945,0.2708921432495117,4812
W1,103.199.70.149,10,5,1,3,3,479,279,32444.2343738943,9148.4152255449,9148.4152255449,0.02472120150923729,0.45713499188423157,4813
W1,103.199.70.157,25,5,0,2,2,547,316,21344.1789379257,-2159.1742863305,-2159.1742863305,0.015747999772429466,1.0,4814
W1,103.199.70.161,18,5,1,2,2,560,312,45069.9558001179,4131.3827503569,4131.3827503569,0.011231900192797184,0.9643563032150269,4815
W1,103.199.70.166,14,5,1,2,2,395,342,22279.6355915609,-1304.0957998974,-1304.0957998974,0.007081899791955948,0.09261347353458405,4816
W1,103.199.70.171,14,5,0,3,3,334,292,16700.5916522412,90.5265845990,90.5265845990,0.006515650078654289,0.06372413039207458,4817
W1,103.199.70.180,17,5,1,3,3,650,440,101610.5834098598,-1418.7821931763,-1418.7821931763,0.034825898706912994,0.596666693687439,4818
W1,103.199.70.186,23,5,0,3,3,664,392,37202.0966440232,4527.5130858263,4527.5130858263,0.009661800228059292,1.0,4819
W1,103.199.70.195,18,5,0,2,2,456,274,20945.4925829345,2483.6949714670,2483.6949714670,0.01641939952969551,0.5167590379714966,4820
W1,103.199.70.204,19,5,1,2,2,752,272,24073.2969532597,1124.1895588946,1124.1895588946,0.02259889990091324,0.4906318783760071,4821
W1,103.199.70.205,27,5,1,2,2,690,601,26607.9130239031,-8270.7316078334,-8270.7316078334,0.04800000041723251,0.7282050251960754,4822
W1,103.199.70.208,21,5,0,4,4,1345,1320,41714.2858334789,805.9436983110,805.9436983110,0.007417100016027689,0.29002419114112854,4823
W1,103.199.70.216,20,5,2,2,2,325,237,16667.3019565799,-1602.8107350837,-1602.8107350837,0.004912999924272299,0.734375,4824
W1,103.199.70.220,19,5,1,3,3,665,321,33625.9883847379,-836.6213836152,-836.6213836152,0.013411800377070904,0.05714283883571625,4825
W1,103.199.70.224,19,5,0,1,1,422,319,12853.5444827614,520.1544417433,520.1544417433,0.012149499729275703,0.6225436925888062,4826
W1,103.199.70.226,17,5,3,5,5,987,935,40409.6405953234,-1982.1274656285,-1982.1274656285,0.015060200355947018,0.13270355761051178,4827
W1,103.199.70.23,17,5,3,3,3,429,357,23812.6868283158,-1765.9207453581,-1765.9207453581,0.007868899963796139,0.09444935619831085,4828
W1,103.199.70.24,18,5,1,3,3,1004,923,45309.0419406485,1065.4746771125,1065.4746771125,0.010776199400424957,0.46379294991493225,4829
W1,103.199.70.29,12,5,0,3,3,285,274,17627.1939533052,1000.1522821451,1000.1522821451,0.008284050039947033,0.266666442155838,4830
W1,103.199.70.38,17,5,0,0,0,593,289,14919.6250891240,-913.2520954710,-913.2520954710,0.004202200099825859,0.05729859694838524,4831
W1,103.199.70.52,27,5,0,2,2,311,296,19720.5119775319,2157.7467972067,2157.7467972067,0.01092039979994297,0.8727267980575562,4832
W1,103.199.70.56,23,5,0,2,2,651,348,17730.3726208566,-1160.7144652124,-1160.7144652124,0.0272109005600214,0.927272617816925,4833
W1,103.199.70.59,11,5,0,2,2,358,170,8251.7117215139,-90.5219869393,-90.5219869393,0.006903599947690964,0.398701012134552,4834
W1,103.199.70.64,16,5,2,3,3,331,224,14040.2276328572,-4029.4362500277,-4029.4362500277,0.015259999781847,0.9615383148193359,4835
W1,103.199.70.79,17,5,1,4,4,694,552,174322.4127341781,4474.1728232377,4474.1728232377,0.009870899841189384,0.5290205478668213,4836
W1,103.199.70.80,15,5,1,3,3,405,316,17675.9658777473,780.2186375727,780.2186375727,0.022226599976420403,0.4098361134529114,4837
W1,103.199.70.87,24,5,1,2,2,435,377,15477.1705313329,73.3019599313,73.3019599313,0.011992400512099266,0.6999995112419128,4838
W1,103.199.70.89,24,5,2,2,2,405,274,18741.1726537148,-2063.6818059852,-2063.6818059852,0.006663749925792217,0.3366661071777344,4839
W1,103.199.70.9,22,5,0,0,0,439,282,12471.8518176071,-1755.0571016896,-1755.0571016896,0.007459050044417381,0.12749998271465302,4840
W1,103.199.70.97,21,5,0,4,4,327,241,10676.3045648959,647.5456714442,647.5456714442,0.010356700047850609,1.0,4841
W1,103.199.71.101,27,5,1,3,3,908,620,32274.7163844205,104.8955735637,104.8955735637,0.00431030010804534,0.2609242796897888,4842
W1,103.199.71.102,17,5,0,2,2,534,415,35245.4929309565,-2943.8241227067,-2943.8241227067,0.02777780033648014,0.3309677541255951,4843
W1,103.199.71.11,23,5,1,2,2,363,313,16391.3541033908,-1031.4771141493,-1031.4771141493,0.021978000178933144,0.29512161016464233,4844
W1,103.199.71.116,25,5,0,1,1,1026,911,35211.1097323745,-2845.6242069133,-2845.6242069133,0.01388890016824007,0.2711111009120941,4845
W1,103.199.71.121,16,5,0,2,2,407,358,49026.9863734402,-7734.6100848975,-7734.6100848975,0.02054470032453537,0.9302322864532471,4846
W1,103.199.71.124,17,5,0,2,2,381,195,18889.8204280235,2316.7905792619,2316.7905792619,0.008097199723124504,0.49934709072113037,4847
W1,103.199.71.131,16,5,2,5,5,350,264,65689.8749611169,13507.8623065234,13507.8623065234,0.002151050139218569,0.14521189033985138,4848
W1,103.199.71.135,19,5,0,5,5,536,478,31120.3180208608,-1089.1863935115,-1089.1863935115,0.007310499902814627,0.07254979014396667,4849
W1,103.199.71.145,15,5,2,4,4,405,319,11722.1665528545,90.3506465909,90.3506465909,0.005704999901354313,0.2777777910232544,4850
W1,103.199.71.146,17,5,0,1,1,526,296,8725.8527154148,-254.8430950733,-254.8430950733,0.006105700042098761,0.2882575988769531,4851
W1,103.199.71.152,20,5,0,3,3,357,298,10738.7822863136,-937.0987804118,-937.0987804118,0.004813299980014563,0.5513626933097839,4852
W1,103.199.71.155,22,5,0,5,5,672,633,155621.4554087941,15955.3042116543,15955.3042116543,0.030072500929236412,1.0,4853
W1,103.199.71.167,11,5,1,1,1,283,164,5877.4562735137,-1489.6896710640,-1489.6896710640,0.008696899749338627,0.3585582375526428,4854
W1,103.199.71.172,16,5,1,3,3,729,410,11733.4346243008,285.5481531679,285.5481531679,0.009443799965083599,0.2322426289319992,4855
W1,103.199.71.184,18,5,0,2,2,640,577,24975.9882147196,1359.9251297119,1359.9251297119,0.006351900286972523,0.0600685179233551,4856
W1,103.199.71.185,14,5,1,1,1,361,282,9396.3797931012,285.1918644953,285.1918644953,0.008344500325620174,0.40242999792099,4857
W1,103.199.71.191,21,5,0,2,2,578,340,25316.8672808882,-2594.6255374162,-2594.6255374162,0.014705900102853775,0.47089913487434387,4858
W1,103.199.71.201,22,5,3,3,3,418,331,80043.8719322030,-9384.8751329085,-9384.8751329085,0.004984799772500992,0.43915602564811707,4859
W1,103.199.71.204,23,5,1,2,2,777,546,48841.8310256033,1670.2025192671,1670.2025192671,0.02777780033648014,0.7818178534507751,4860
W1,103.199.71.209,19,5,0,2,2,431,287,20454.4545688290,-1458.0869702037,-1470.4900709789,0.019451800733804703,0.5600000619888306,4861
W1,103.199.71.226,24,5,1,1,1,710,390,33724.5445212448,-1458.5194519936,-1458.5194519936,0.039538249373435974,1.0,4862
W1,103.199.71.237,22,5,2,3,3,498,440,15405.2763798968,726.9942836969,726.9942836969,0.004619849845767021,0.10213500261306763,4863
W1,103.199.71.245,16,5,0,1,1,437,337,13656.9927183251,-864.4320465023,-864.4320465023,0.008461600169539452,0.11864729970693588,4864
W1,103.199.71.246,23,5,2,1,1,436,355,49473.4915936654,-736.2830418947,-736.2830418947,0.020066900178790092,0.30365538597106934,4865
W1,103.199.71.250,18,5,0,2,2,992,838,134185.3022609573,4787.3218866448,4787.3218866448,0.014822149649262428,0.1656462848186493,4866
W1,103.199.71.251,16,5,1,2,2,320,249,14736.8071821911,1152.4657216552,1152.4657216552,0.039325498044490814,0.9749999046325684,4867
W1,103.199.71.37,15,5,1,3,3,403,254,19605.3508816772,1163.1384658309,1163.1384658309,0.010903400368988514,0.03322029858827591,4868
W1,103.199.71.59,23,5,0,2,2,362,294,22443.0845725379,250.3070160671,250.3070160671,0.008308200165629387,0.13174590468406677,4869
W1,103.199.71.64,23,5,1,2,2,413,301,20792.0186801104,-537.8222471484,-537.8222471484,0.01694919914007187,0.6690906882286072,4870
W1,103.199.71.65,23,5,1,3,3,473,276,21955.6244638111,-442.9141675157,-442.9141675157,0.03296700119972229,0.2883652448654175,4871
W1,103.199.71.67,24,5,2,4,4,507,392,7790.1962785987,-227.0856668245,-227.0856668245,0.027863148599863052,0.3333333134651184,4872
W1,103.199.71.72,21,5,1,2,2,631,398,73874.7292552410,-10783.8540720665,-10783.8540720665,0.02739729918539524,0.41666650772094727,4873
W1,103.199.71.75,21,5,3,4,4,1027,914,49045.9470821624,1296.0369653118,1296.0369653118,0.03798450157046318,1.0,4874
W1,103.199.71.8,21,5,1,4,4,443,305,25057.3789901785,450.2919481660,450.2919481660,0.02702699974179268,0.517006516456604,4875
W1,103.199.71.83,25,5,1,2,2,640,538,82462.0576044273,1560.4219394795,1560.4219394795,0.020270299166440964,1.0,4876
W1,103.199.71.93,19,5,1,3,3,420,279,23015.5100464856,1546.2798774301,1546.2798774301,0.017645899206399918,0.6195490956306458,4877
W1,103.199.71.97,27,5,2,4,4,582,397,28545.4686350710,-135.2734489692,-135.2734489692,0.020754700526595116,0.8866665959358215,4878
W1,103.214.251.10,11,5,1,3,3,635,635,7857.4343125469,-123.3575997999,-123.3575997999,0.5588235259056091,1.0,4879
W1,103.23.156.2,23,5,3,3,3,639,498,16174.3647950030,820.0356976029,820.0356976029,0.03225810080766678,0.6292678117752075,4880
W1,103.23.156.27,11,5,2,2,2,263,244,13899.5567987584,91.3155420090,91.3155420090,0.026315800845623016,0.09778048098087311,4881
W1,103.23.156.30,12,5,2,4,4,572,368,25981.5780898115,-690.8364158443,-690.8364158443,0.0260327011346817,1.0,4882
W1,103.23.156.36,14,5,3,1,1,474,462,26858.0162387404,-998.7001664665,-998.7001664665,0.060993753373622894,1.0,4883
W1,103.23.159.105,10,5,2,2,2,360,259,44539.1645582692,8515.2849653210,8515.2849653210,0.1324903517961502,0.34141838550567627,4884
W1,103.23.159.92,6,5,2,1,1,340,247,9824.6614750500,644.9590309996,644.9590309996,0.03892724961042404,0.5113386511802673,4885
W1,103.232.212.91,22,5,1,2,2,718,616,480411.1674405937,-45047.9149190459,-45047.9149190459,0.3007518947124481,1.0,4886
W1,103.232.212.92,20,5,2,1,1,1364,1166,1040021.0948443534,-162997.6419957134,-162997.6419957134,0.2594696879386902,0.949999988079071,4887
W1,103.249.21.116,15,5,3,2,2,413,362,8933.4199021139,280.0166594812,280.0166594812,0.05084750056266785,1.0,4888
W1,103.249.21.129,15,5,0,4,4,452,314,22301.9347817243,2709.5591148181,2709.5591148181,0.020028600469231606,1.0,4889
W1,103.249.21.139,11,5,1,2,2,366,352,21381.2622889825,2515.7220283526,2515.7220283526,0.03537740185856819,1.0,4890
W1,103.249.21.161,14,5,2,4,4,610,520,26133.1438498889,1699.7321150953,1699.7321150953,0.03741534799337387,1.0,4891
W1,103.249.21.179,23,5,1,2,2,695,511,13114.2415438275,3740.8603889245,3740.8603889245,0.019607799127697945,0.3619043529033661,4892
W1,103.249.21.2,17,5,2,3,3,339,328,16713.2115113726,-3097.4301655852,-3097.4301655852,0.024686699733138084,0.120952308177948,4893
W1,103.249.21.20,16,5,2,3,3,1002,589,17670.5846534545,172.5690488883,172.5690488883,0.0409357026219368,0.9195119142532349,4894
W1,103.249.21.24,20,5,1,2,2,422,360,11364.4448564268,730.9275084070,730.9275084070,0.03441914916038513,1.0,4895
W1,103.249.21.37,13,5,0,1,1,288,228,7393.4003740195,-1139.0551386507,-1139.0551386507,0.0642303004860878,1.0,4896
W1,103.249.21.39,17,5,1,4,4,717,489,6965.4645104272,122.8301818401,122.8301818401,0.025231700390577316,0.32666662335395813,4897
W1,103.249.21.61,10,5,0,1,1,581,513,3716.7002975783,-192.4531799735,-192.4531799735,0.07214804738759995,1.0,4898
W1,103.249.21.69,13,5,1,3,3,804,678,14869.2397626480,1461.9786786635,1461.9786786635,0.02697009965777397,0.6210525631904602,4899
W1,103.249.21.79,9,5,2,1,1,424,397,24288.0138628629,-266.7884892539,-266.7884892539,0.0482758991420269,0.709090530872345,4900
W1,103.249.21.8,19,5,3,2,2,423,326,11543.9842544963,874.0812623966,874.0812623966,0.019108299165964127,0.9666666984558105,4901
W1,103.249.22.115,12,5,1,2,2,901,470,14142.0641369690,918.4576256550,918.4576256550,0.02217629924416542,0.19255048036575317,4902
W1,103.249.22.123,7,5,4,2,2,608,375,10708.4935147743,467.9870200335,467.9870200335,0.013071900233626366,0.0644853338599205,4903
W1,103.249.22.132,20,5,1,4,4,319,302,49438.2874762036,15435.4623453165,15435.4623453165,0.02388479933142662,0.5677965879440308,4904
W1,103.249.22.149,21,5,1,1,1,542,431,12433.1445468788,-332.0341750513,-332.0341750513,0.045771900564432144,1.0,4905
W1,103.249.22.169,12,5,3,3,3,246,229,12326.4446680938,1782.0481945812,1782.0481945812,0.10224759578704834,0.6990382671356201,4906
W1,103.249.22.182,21,5,1,3,3,363,290,9334.7708929111,-396.2733296995,-396.2733296995,0.025210099294781685,1.0,4907
W1,103.249.22.198,11,5,0,1,1,739,414,423948.9252526899,51765.2675610326,51765.2675610326,0.020833300426602364,0.4499996304512024,4908
W1,103.249.22.20,17,5,1,1,1,390,256,9841.3920040874,-1612.1710046139,-1612.1710046139,0.028812099248170853,0.8385958671569824,4909
W1,103.249.22.208,10,5,2,2,2,565,518,11081.7849306025,-91.4182986339,-91.4182986339,0.027090400457382202,0.45011794567108154,4910
W1,103.249.22.212,16,5,1,2,2,285,233,12611.3826960757,-8496.2524302609,-8496.2524302609,0.01463214959949255,1.0,4911
W1,103.249.22.22,15,5,1,3,3,911,811,55105.6282259921,-2822.8140291720,-2822.8140291720,0.018181800842285156,0.46666669845581055,4912
W1,103.249.22.221,14,5,3,2,2,746,510,6583.2066745863,-444.3347020487,-444.3347020487,0.008712150156497955,1.0,4913
W1,103.249.22.71,16,5,1,3,3,1020,598,8968.9659920382,-724.0140212359,-724.0140212359,0.021171649917960167,0.16500002145767212,4914
W1,103.249.22.73,16,5,0,3,3,304,237,7800.3410842762,688.3762498850,688.3762498850,0.03596320003271103,0.952631413936615,4915
W1,103.249.22.75,15,5,3,3,3,658,463,5564.5841287100,-506.4867765057,-506.4867765057,0.008658000268042088,0.2760942876338959,4916
W1,103.249.22.93,23,5,0,1,1,456,319,11352.6717054925,-594.4630494426,-594.4630494426,0.02312139980494976,0.8666664361953735,4917
W1,103.249.23.108,19,5,1,3,3,822,812,35573.9356764145,-1077.4816489969,-1077.4816489969,0.052980098873376846,1.0,4918
W1,103.249.23.114,14,5,2,3,3,362,297,21139.4115248825,4489.7967306237,4489.7967306237,0.027141399681568146,0.7685712575912476,4919
W1,103.249.23.117,15,5,2,3,3,523,395,12794.9786502597,359.6076317376,359.6076317376,0.010135100223124027,1.0,4920
W1,103.249.23.125,11,5,1,3,3,496,439,7427.0866140123,318.6197564342,318.6197564342,0.01169859990477562,1.0,4921
W1,103.249.23.131,19,5,3,2,2,434,329,11945.3647022388,-217.8575858832,-217.8575858832,0.08943089842796326,1.0,4922
W1,103.249.23.34,12,5,1,1,1,380,290,43054.6136705461,-579.5740643896,-579.5740643896,0.06828279793262482,0.34480416774749756,4923
W1,103.249.23.38,11,5,1,0,0,918,574,38655.4072272082,-3643.1070948743,-3643.1070948743,0.018592899665236473,0.5611937046051025,4924
W1,103.249.23.67,15,5,1,3,3,468,390,9724.8311881536,-654.5542955488,-654.5542955488,0.019778700545430183,0.25,4925
W1,103.249.23.8,17,5,1,0,0,794,492,17295.6912478761,-1407.2369589889,-1407.2369589889,0.018482500687241554,0.873683750629425,4926
W1,103.252.200.96,5,5,1,2,2,5062,2639,1004262.4725564800,8556.1767791974,1096.4418818104,0.9093136787414551,1.0,4927
W1,103.39.72.18,7,5,2,2,2,1182,864,56514.2622850793,213.6367518132,186.7700963652,0.6363636255264282,0.918714702129364,4928
W1,103.48.197.103,5,5,0,1,1,985,180,49631.0463932987,-3420.5163857238,-3420.5163857238,0.04274990037083626,0.17207209765911102,4929
W1,103.52.212.98,12,5,4,3,3,802,775,197718.7395875429,-6294.7239281557,-6802.1352997359,0.10555554926395416,1.0,4930
W1,103.70.114.39,14,5,2,1,1,1032,1025,185687.7521841395,-2116.3078051756,-2116.3078051756,1.0,1.0,4931
W1,103.90.230.159,8,5,2,3,3,1416,1412,36269.9679878826,745.6123122045,745.6123122045,1.0,1.0,4932
W1,103.90.230.161,6,5,2,3,3,692,690,32285.7519588835,323.1535818501,323.1535818501,1.0,1.0,4933
W1,103.96.242.22,10,5,0,2,2,2544,2098,132607.7586146721,3418.9905983015,3056.8200532349,0.2555418610572815,0.8971668481826782,4934
W1,104.188.141.253,5,5,0,0,0,4016,2432,531226.9836404005,-32745.2456148148,-32745.2456148148,0.08325909823179245,0.39430150389671326,4935
W1,104.28.119.129,25,5,2,3,3,469,351,41918.7009663799,-2270.1773584334,-2270.1773584334,0.019607799127697945,1.0,4936
W1,104.28.119.133,51,5,0,1,1,682,532,91391.1952338720,-9520.6264000485,-9520.6264000485,0.024390200152993202,0.4753243923187256,4937
W1,104.28.119.144,42,5,2,2,2,457,378,44648.6349063730,-5146.5291863624,-5146.5291863624,0.014999999664723873,0.154545396566391,4938
W1,104.28.122.108,15,5,1,2,2,317,202,9439.3889341319,-988.9989718442,-988.9989718442,0.03333330154418945,0.3571428954601288,4939
W1,104.28.156.106,20,5,2,3,3,355,274,58366.2305898692,14649.8939870742,14274.9128204713,0.026750799268484116,0.6660838723182678,4940
W1,104.28.159.125,16,5,3,3,3,619,477,38350.1547970777,2989.1431639265,2844.8807804460,0.04287650063633919,0.6226828098297119,4941
W1,104.28.159.62,14,5,0,4,4,415,335,37440.1203855334,646.4558136163,590.8286432886,0.030785799026489258,0.44171106815338135,4942
W1,104.28.161.30,48,5,3,4,4,883,617,30828.7241033397,2846.9383605426,2846.9383605426,0.771794855594635,1.0,4943
W1,104.28.163.34,32,5,3,1,1,533,447,33995.4116013376,-349.4589866474,-511.0160067677,0.028795849531888962,1.0,4944
W1,104.28.163.39,25,5,3,1,1,557,488,60110.5170951339,-1173.3844193282,-1339.4504481519,0.01550390012562275,0.2905718982219696,4945
W1,104.28.163.45,15,5,1,3,3,378,297,45016.5921909407,-7657.6813986365,-7904.5785108035,0.050251301378011703,1.0,4946
W1,104.28.163.52,28,5,2,5,5,424,404,78006.7945467416,11497.5065367758,11494.9291115507,0.018525199964642525,0.19777724146842957,4947
W1,104.28.222.73,20,5,2,1,1,364,339,23784.4870547933,525.4411204065,525.4411204065,0.017455600202083588,0.46902740001678467,4948
W1,104.28.254.75,34,5,1,2,2,683,549,126428.3560697941,-25982.7012992795,-25982.7012992795,0.06346739828586578,0.7074323296546936,4949
W1,104.28.68.168,53,5,3,3,3,524,376,169132.4195881394,-1030.6673552636,-1030.6673552636,0.050251301378011703,1.0,4950
W1,106.105.65.109,6,5,1,2,2,352,264,18990.2223195431,567.7070785700,567.7070785700,0.9676113128662109,0.9977272748947144,4951
W1,107.155.39.156,7,5,1,2,2,565,550,18301.7176586810,-3840.3240857539,-3840.3240857539,0.3641026020050049,0.9761193990707397,4952
W1,108.181.0.177,9,5,2,3,3,442,234,6461.0507611030,-335.6731814644,-335.6731814644,0.2881355881690979,0.9054883718490601,4953
W1,110.164.149.2,5,5,0,3,3,3221,1345,76916.9966920551,373.3019925165,373.3019925165,0.17924529314041138,0.2831569015979767,4954
W1,110.168.239.86,6,5,4,3,3,390,267,10975.1984381135,-617.4158451440,-617.4158451440,0.04574105143547058,0.3292558789253235,4955
W1,110.168.79.93,6,5,1,2,2,1112,322,1340.9750049333,7.4602753612,7.4602753612,0.1800093948841095,0.5493941307067871,4956
W1,110.168.80.60,10,5,3,2,2,1518,1518,24397.8573679262,318.7060182784,318.7060182784,1.0,1.0,4957
W1,110.54.142.121,6,5,0,1,1,339,299,1959.5830454633,-126.7956807935,-126.7956807935,0.03590559959411621,0.12327179312705994,4958
W1,110.74.206.100,7,5,3,3,3,520,513,72218.0175018740,735.5716651752,735.5716651752,1.0,1.0,4959
W1,110.74.222.66,15,5,2,1,1,1468,1404,260303.4928342323,-8107.3675412836,-8107.3675412836,0.03743699938058853,1.0,4960
W1,111.55.167.246,7,5,1,1,1,669,669,5241.0000000000,-259.2500000000,-259.2500000000,0.024471599608659744,0.05776745826005936,4961
W1,111.55.209.14,5,5,0,2,2,531,508,35360.6748402634,-749.9313417346,-749.9313417346,0.0683761015534401,0.2306717038154602,4962
W1,111.55.209.169,10,5,0,1,1,347,338,110417.0000000000,-7492.7000000000,-7492.7000000000,0.024022798985242844,0.3791831433773041,4963
W1,111.55.209.171,11,5,1,1,1,276,249,205630.0000000000,-95490.9000000000,-95490.9000000000,0.011887099593877792,0.8666665554046631,4964
W1,111.55.209.178,11,5,1,1,1,563,510,135072.0000000000,-4214.9000000000,-4214.9000000000,0.0441104993224144,0.599999725818634,4965
W1,111.55.209.182,14,5,0,1,1,782,765,306450.0000000000,-3434.0000000000,-3434.0000000000,0.026659850031137466,1.0,4966
W1,111.55.209.185,14,5,0,2,2,512,457,126232.0000000000,-12786.3000000000,-12786.3000000000,0.012578950263559818,0.6210524439811707,4967
W1,111.55.210.207,8,5,0,1,1,255,209,14307.0000000000,-161.7000000000,-161.7000000000,0.01712845079600811,0.24022428691387177,4968
W1,111.55.210.82,8,5,0,2,2,927,782,68601.0000000000,-928.4500000000,-928.4500000000,0.1512013077735901,0.8946487903594971,4969
W1,112.197.33.143,5,5,1,2,2,740,738,4539.7676930085,-23.5465003050,-23.5465003050,0.03897180035710335,0.13144059479236603,4970
W1,112.207.191.108,6,5,2,2,2,2402,674,187609.6579840731,-8791.2186014612,-8791.2186014612,0.9930198192596436,1.0,4971
W1,112.233.99.135,15,5,3,3,3,384,384,222308.0000000000,49346.4000000000,49346.4000000000,1.0,1.0,4972
W1,113.160.208.15,10,5,1,1,1,887,425,5623.1212002525,-902.6772869933,-902.6772869933,0.6818181872367859,1.0,4973
W1,113.161.164.1,6,5,3,3,3,1343,1342,8968.1498826058,46.7263542793,46.7263542793,0.46572768688201904,0.5712715983390808,4974
W1,113.161.208.177,7,5,0,3,3,1126,462,91915.3867075294,-3168.1918900307,-3168.1918900307,0.16627219319343567,0.8464502692222595,4975
W1,113.161.251.9,8,5,2,3,3,1496,1492,50349.9328371656,-604.6515467160,-604.6515467160,1.0,1.0,4976
W1,113.162.224.87,16,5,2,2,2,406,406,9371.8359546499,-577.6088928321,-577.6088928321,0.4913793206214905,1.0,4977
W1,113.162.249.39,5,5,0,0,0,1201,1200,128185.9762760756,-5213.1941808961,-5213.1941808961,0.10621389746665955,0.4438503086566925,4978
W1,113.162.44.212,7,5,2,2,2,1517,1507,5490.4547119068,-267.5999925201,-267.5999925201,1.0,1.0,4979
W1,113.172.70.118,6,5,2,3,3,810,711,8702.5883217438,-87.1922922344,-87.1922922344,0.5214734077453613,0.8976715207099915,4980
W1,113.176.248.26,18,5,0,3,3,553,462,20203.4144569568,-147.5533184581,-147.5533184581,0.08543509989976883,0.7276880741119385,4981
W1,113.178.17.178,5,5,0,0,0,1795,1793,5970.7352825808,-259.1419522032,-259.1419522032,1.0,1.0,4982
W1,113.180.153.109,5,5,1,2,2,1461,845,106101.7736813563,-2784.8475460174,-2784.8475460174,0.29861441254615784,0.97826087474823,4983
W1,113.181.74.255,6,5,0,2,2,2356,1720,258474.2551547876,-2532.5505358768,-2532.5505358768,0.23915985226631165,0.995978057384491,4984
W1,113.182.43.39,8,5,3,1,1,52633,40174,6326687.9592109816,-94817.3051409771,-94817.3051409771,0.21153020858764648,0.7809056043624878,4985
W1,113.185.104.119,10,5,4,2,2,617,604,25679.6179056240,-58.0409398631,-58.0409398631,0.02149675041437149,0.20442014932632446,4986
W1,113.185.104.147,8,5,1,0,0,1326,1326,35941.5702758832,-2627.3426302917,-2627.3426302917,0.04872965067625046,0.2599857747554779,4987
W1,113.185.104.151,12,5,2,3,3,711,603,18442.3693356727,878.5330090176,878.5330090176,0.09949930012226105,1.0,4988
W1,113.185.104.158,8,5,0,1,1,516,499,15600.1209758451,-733.7362303707,-733.7362303707,0.024189500138163567,0.89166659116745,4989
W1,113.185.104.177,22,5,2,3,3,767,728,16510.9445248985,785.4815898968,785.4815898968,1.0,1.0,4990
W1,113.185.104.180,20,5,4,4,4,565,536,21277.3385072764,1154.1305294465,1154.1305294465,0.23212920129299164,1.0,4991
W1,113.185.104.189,7,5,0,0,0,341,252,31906.6555042234,-1617.9269704107,-1617.9269704107,0.10496179759502411,1.0,4992
W1,113.185.104.191,14,5,3,1,1,1002,1002,28166.3942984009,-954.0139043601,-954.0139043601,0.06579454988241196,0.22338052093982697,4993
W1,113.185.104.205,8,5,2,3,3,615,611,15221.4626618399,120.2527494979,120.2527494979,0.04751725122332573,0.1753365397453308,4994
W1,113.185.104.210,6,5,2,1,1,595,557,14587.9504276502,-1268.2968094899,-1268.2968094899,0.06476819515228271,0.6938974261283875,4995
W1,113.185.104.227,11,5,1,1,1,506,479,15481.0827020435,-818.7070862721,-818.7070862721,0.03941909968852997,1.0,4996
W1,113.185.104.231,9,5,1,1,1,777,775,24770.2589719583,-6172.2668755624,-6172.2668755624,0.0554066002368927,0.6781009435653687,4997
W1,113.185.104.241,17,5,1,1,1,505,416,13400.8039662094,-1672.2030228183,-1672.2030228183,0.05982910096645355,1.0,4998
W1,113.185.104.54,10,5,0,1,1,290,252,7691.5482011940,-722.4729928100,-722.4729928100,0.043242551386356354,1.0,4999
W1,113.185.104.66,11,5,2,4,4,744,743,16769.3834278693,-330.8124652463,-330.8124652463,0.06770460307598114,0.9934425950050354,5000
W1,113.185.105.105,10,5,1,3,3,559,462,22306.5701406512,855.4318911369,855.4318911369,0.04562564939260483,0.7142857313156128,5001
W1,113.185.105.11,8,5,1,1,1,359,314,22383.4666149237,477.8353863947,477.8353863947,0.05106150358915329,0.7666665315628052,5002
W1,113.185.105.130,9,5,2,1,1,660,617,35200.2105729363,5471.3689543243,5471.3689543243,0.030237600207328796,0.09190282970666885,5003
W1,113.185.105.138,15,5,1,2,2,717,714,17966.9324031437,421.2754971067,421.2754971067,0.14814810454845428,1.0,5004
W1,113.185.105.143,12,5,1,2,2,626,608,16348.0622371899,-1966.3583733928,-1966.3583733928,0.0526093989610672,1.0,5005
W1,113.185.105.18,9,5,1,1,1,1264,1255,50004.1898486666,-521.8749798253,-521.8749798253,0.0974913015961647,0.9722771644592285,5006
W1,113.185.105.197,11,5,1,3,3,1126,1123,29531.9285105511,-176.6291519792,-176.6291519792,0.05718329921364784,1.0,5007
W1,113.185.105.203,12,5,0,3,3,729,727,19592.4127476041,59.4441656207,59.4441656207,0.0334821492433548,0.5009782910346985,5008
