n_matched_round,mae_turnover,mae_rebate,mae_net,scale_turnover,scale_rebate,scale_net,mase_turnover,mase_rebate,mase_net,pct_exact_turnover,pct_exact_net
4722740,0.938712874376,0.000494481603,0.606800681051,1598.3989162508,1.5991586355,1996.6432972891,0.000587283228,0.000309213603,0.000303910409,0.9987137,0.9989076
