player_id,n_shoes,avg_first_round,min_first_round,max_first_round
4101234,319,28.96551724137931,4,56
4106324,532,11.31203007518797,3,52
4180904,128,29.796875,5,52
4213436,31,20.870967741935484,6,52
4215750,136,26.25,1,49
4215834,75,25.253333333333334,7,53
4216771,35,20.714285714285715,1,59
4218122,2392,26.823996655518396,1,58
4250451,1769,26.371961560203506,3,55
4251460,171,25.005847953216374,2,50
4253248,31,27.387096774193548,3,51
4331537,398,20.592964824120603,1,52
4341682,34,32.294117647058826,15,53
4342186,255,19.7921568627451,1,49
4345126,2956,25.194181326116375,2,58
4363947,571,17.987740805604204,3,54
4380884,46,34.08695652173913,5,56
4390272,2951,24.43781768891901,1,58
4414625,42,24.666666666666668,5,50
4443618,48,22.020833333333332,6,49
4496430,35,25.885714285714286,3,50
4501996,336,25.63095238095238,2,54
4502110,193,28.590673575129532,4,55
4502230,966,29.490683229813666,2,58
4502324,40,28.5,4,48
4517510,1899,26.097946287519747,4,55
4591646,49,25.183673469387756,5,61
4600418,2047,14.257449926722032,2,56
4616813,39,20.384615384615383,4,48
4669171,51,21.294117647058822,1,48
4708799,734,25.90326975476839,2,58
4713785,707,29.975954738330977,8,58
4725699,506,25.986166007905137,1,53
4737157,89,19.202247191011235,3,52
4743506,30,29.366666666666667,7,50
4747423,63,28.904761904761905,5,55
4752382,1013,17.87166831194472,2,53
4757086,49,31.346938775510203,9,53
4757916,33,23.606060606060606,3,46
4759646,91,28.065934065934066,1,49
4774102,108,25.87037037037037,4,50
4789427,32,23.59375,1,42
4807204,598,24.068561872909697,1,53
4815518,165,30.975757575757576,3,53
4826061,2230,26.54170403587444,1,54
4837129,455,24.57802197802198,1,55
4859774,54,32.611111111111114,10,58
4859933,95,31.31578947368421,12,53
4885968,39,28.871794871794872,10,48
4898835,271,19.612546125461254,3,50
4902247,76,14.368421052631579,1,44
4921233,240,19.733333333333334,1,49
4956894,103,20.038834951456312,1,47
4976100,43,18.046511627906977,3,53
4981325,133,23.62406015037594,1,52
4992187,280,27.09285714285714,6,56
4993034,117,29.333333333333332,1,50
5030780,261,33.54022988505747,15,53
5040776,32,22.65625,5,50
5053333,404,26.594059405940595,5,54
5055759,52,22.134615384615383,5,50
5057430,120,9.616666666666667,1,48
5076920,162,27.82716049382716,5,52
5087052,156,33.282051282051285,9,53
5093110,148,22.695945945945947,5,51
5101455,468,26.585470085470085,5,56
5102585,124,25.379032258064516,1,54
5109161,110,24.636363636363637,8,56
5113519,183,6.032786885245901,1,37
5116018,430,18.376744186046512,1,50
5116572,90,28.57777777777778,5,49
5140222,46,27.369565217391305,1,52
5147036,906,24.812362030905078,1,56
5167143,103,27.854368932038835,1,58
5182499,212,20.62264150943396,1,54
5227642,286,29.465034965034967,5,51
5268262,32,20.4375,8,46
5276469,770,26.322077922077924,1,58
5276632,30,29.066666666666666,6,51
5289687,479,32.22338204592902,1,57
5308446,36,27.63888888888889,5,48
5328575,1510,27.32384105960265,1,58
5344682,85,25.611764705882354,1,58
5351099,50,20.92,1,50
5383143,2581,24.616040294459513,1,57
5388004,33,24.87878787878788,3,50
5390194,79,25.17721518987342,1,50
5394766,350,24.2,1,51
5396958,60,22.316666666666666,4,50
5437679,74,34.13513513513514,14,50
5458116,132,21.901515151515152,1,51
5458309,184,22.91304347826087,1,54
5465491,308,22.181818181818183,1,52
5472645,152,28.960526315789473,6,53
5484612,752,21.71941489361702,1,56
5487658,239,17.410041841004183,2,48
5492827,74,20.054054054054053,1,49
5499178,336,22.901785714285715,3,52
5512859,1620,24.844444444444445,1,55
5533709,105,28.942857142857143,11,52
5536978,44,19.227272727272727,3,45
5547833,191,11.62303664921466,2,47
5557426,69,28.44927536231884,2,55
5563924,62,30.596774193548388,7,51
5580084,656,17.361280487804876,2,53
5598324,178,20.775280898876403,1,52
5606781,475,24.28842105263158,1,52
5606953,142,25.6056338028169,4,49
5620908,519,21.433526011560694,1,53
5636252,802,23.564837905236907,1,53
5648004,4553,23.957610366791126,1,58
5680217,187,29.823529411764707,7,54
5692616,547,30.676416819012797,1,57
5715992,292,22.856164383561644,1,56
5724141,102,18.294117647058822,1,52
5730387,799,24.632040050062578,2,58
5731926,160,22.78125,1,53
5732159,251,20.03585657370518,3,53
5732163,809,30.276885043263288,3,55
5734344,45,26.0,9,48
5743326,303,30.52145214521452,5,52
5748084,296,17.094594594594593,1,52
5750804,149,25.19463087248322,1,55
5753030,2225,21.061573033707866,1,55
5785362,703,13.809388335704126,1,52
5787328,61,31.918032786885245,4,55
5787403,36,27.25,4,52
5788231,397,30.692695214105793,2,55
5788502,333,18.33933933933934,2,54
5789495,31,29.741935483870968,15,52
5789535,1099,16.822565969062783,2,52
5793560,81,22.48148148148148,1,50
5794149,38,21.894736842105264,4,46
5797970,792,26.670454545454547,1,54
5798334,81,25.320987654320987,3,49
5799454,136,28.676470588235293,3,57
5799615,72,22.65277777777778,1,49
5802057,94,27.382978723404257,2,54
5802067,149,28.946308724832214,5,55
5804882,64,23.109375,7,54
5809163,144,22.854166666666668,1,54
5820225,572,24.706293706293707,1,55
5823154,2061,23.64822901504124,4,56
5824952,1159,23.25452976704055,1,53
5825945,469,18.204690831556505,1,53
5826794,294,22.238095238095237,1,58
5827552,315,22.4,3,55
5829383,669,35.88340807174888,10,55
5832590,125,23.488,1,47
5834378,48,23.458333333333332,2,53
5837371,750,24.906666666666666,4,52
5845346,161,21.51552795031056,1,53
5847566,118,30.8135593220339,7,59
5849761,102,24.88235294117647,1,53
5852326,53,25.50943396226415,1,49
5859012,77,30.896103896103895,8,50
5860586,1117,24.49418084153984,1,56
5861445,580,36.94310344827586,15,59
5862468,46,30.52173913043478,9,52
5869752,156,12.179487179487179,1,48
5876333,45,29.91111111111111,7,52
5881605,62,19.322580645161292,5,48
5883259,5301,19.36653461611017,1,57
5884139,114,26.482456140350877,1,53
5884781,53,17.18867924528302,8,45
5884937,46,4.543478260869565,2,35
5892108,33,35.36363636363637,16,54
5892712,134,25.417910447761194,2,50
5894590,603,26.11608623548922,1,55
5900090,146,21.945205479452056,2,50
5905786,187,26.914438502673796,3,53
5914921,131,20.450381679389313,1,52
5916510,64,20.96875,3,58
5916585,93,26.612903225806452,5,53
5929741,41,35.58536585365854,21,50
5939332,90,27.244444444444444,1,54
5942359,43,24.372093023255815,3,53
5942483,304,21.513157894736842,1,57
5945294,180,22.3,1,55
5946154,285,27.224561403508773,6,54
5950125,2870,25.24006968641115,3,56
5950467,2782,24.409777138749103,1,56
5966545,34,24.323529411764707,2,47
5967629,9030,28.1171650055371,6,57
5973753,799,24.74217772215269,3,58
5989509,568,26.992957746478872,3,54
6000209,36,19.72222222222222,2,46
6007127,70,30.042857142857144,5,48
6013005,226,30.765486725663717,2,53
6034848,93,23.741935483870968,5,50
6035811,57,27.736842105263158,5,54
6041591,58,24.5,7,50
6044328,1283,24.251753702260327,1,58
6047343,312,25.580128205128204,1,54
6051638,57,27.333333333333332,6,51
6054792,48,28.854166666666668,6,59
6069248,200,27.78,6,50
6073471,60,12.166666666666666,5,20
6074159,3033,24.71414441147379,1,55
6085711,35,23.285714285714285,7,52
6089756,137,26.73722627737226,5,55
6089822,58,25.948275862068964,3,48
6092882,67,19.686567164179106,2,51
6099271,224,26.40625,1,54
6104426,209,26.851674641148325,2,54
6110073,43,16.74418604651163,1,49
6115166,132,27.946969696969695,4,52
6116876,172,24.837209302325583,3,51
6127020,199,20.07035175879397,1,53
6157767,54,28.11111111111111,1,52
6158343,97,26.144329896907216,1,50
6161682,467,25.85224839400428,2,54
6162055,816,24.699754901960784,4,57
6178039,37,23.54054054054054,3,47
6183921,88,27.522727272727273,5,53
6186355,32,29.0,5,50
6191921,677,26.04431314623338,1,57
6209134,452,26.36283185840708,1,59
6215609,43,12.720930232558139,4,45
6252595,31,13.774193548387096,2,40
6253924,313,14.373801916932907,2,52
6255961,20883,21.3795431690849,3,60
6257686,295,26.152542372881356,5,53
6270374,2363,19.982649174777826,2,52
6275950,31,18.741935483870968,1,46
6276202,64,28.15625,3,50
6277001,30,21.766666666666666,1,48
6312901,786,31.410941475826974,8,56
6316922,138,13.41304347826087,3,51
6319872,232,23.32758620689655,5,53
6324676,223,27.99103139013453,3,51
6325957,647,25.905718701700156,1,58
6332739,154,25.454545454545453,1,54
6339628,47,31.659574468085108,3,52
6362750,36,25.72222222222222,5,57
6363208,158,24.240506329113924,6,52
6374933,572,19.111888111888113,2,57
6378967,264,29.602272727272727,6,56
6386679,167,18.664670658682635,4,51
6395506,571,22.31173380035026,1,55
6404928,34,23.294117647058822,7,54
6410939,199,26.723618090452263,2,57
6412653,236,19.877118644067796,2,50
6421039,284,22.348591549295776,2,53
6428922,849,24.972909305064782,1,57
6473090,142,27.232394366197184,3,56
6529161,95,26.589473684210525,7,50
6532134,648,26.85648148148148,1,56
6555603,364,21.46978021978022,2,46
6581583,872,26.21559633027523,2,55
6589414,781,31.42381562099872,2,58
6594911,1793,31.6324595649749,7,57
6597783,179,27.374301675977655,5,55
6601503,60,23.45,4,49
6610639,1294,16.155332302936632,2,51
6612981,165,10.254545454545454,1,34
6637260,265,22.664150943396226,1,52
6637744,1875,23.329066666666666,2,57
6679654,354,19.1864406779661,2,53
6688969,502,23.109561752988046,1,58
6692185,307,19.9185667752443,1,50
6709037,138,24.52173913043478,1,55
6717896,968,23.09090909090909,3,57
6734064,75,23.026666666666667,4,52
6757963,75,25.2,1,57
6761025,30,20.666666666666668,1,48
6764832,582,30.121993127147768,6,53
6784255,126,14.404761904761905,1,48
6786988,110,32.42727272727273,11,54
6806541,70,28.47142857142857,6,52
6817116,152,27.0,1,60
6855974,31,29.193548387096776,10,51
6884217,67,20.29850746268657,1,49
6937003,60,15.216666666666667,6,47
6946571,102,26.176470588235293,3,51
6952366,831,26.498194945848375,2,56
6980715,431,18.59860788863109,2,59
6994514,256,9.9140625,1,30
7019516,44,30.363636363636363,7,49
7027840,530,25.89245283018868,1,55
7035408,121,17.74380165289256,1,55
7045347,55,27.436363636363637,9,52
7048632,377,26.69761273209549,1,56
7048706,107,26.299065420560748,1,52
7050114,405,24.525925925925925,1,57
7050843,84,29.797619047619047,9,52
7051400,90,27.72222222222222,6,54
7059117,94,24.53191489361702,2,54
7061849,104,15.307692307692308,1,49
7063878,108,23.046296296296298,4,54
7066016,86,28.96511627906977,1,57
7067784,758,20.20976253298153,1,55
7072768,122,27.983606557377048,4,52
7076751,73,21.671232876712327,6,48
7076927,263,24.55133079847909,3,54
7079277,8036,23.301393728222997,1,59
7085710,85,28.176470588235293,11,54
7098982,145,16.806896551724137,2,49
7107627,463,21.70842332613391,1,53
7114903,52,25.307692307692307,2,52
7121798,32,25.125,2,50
7121799,58,28.43103448275862,5,53
7126278,42,12.952380952380953,2,49
7150205,237,24.856540084388186,2,54
7163064,80,13.4125,1,48
7164163,61,24.80327868852459,6,48
7196771,699,26.70815450643777,7,57
7199670,71,19.04225352112676,2,49
7207783,78,27.705128205128204,6,51
7212510,122,31.295081967213115,8,53
7212821,513,33.3411306042885,1,55
7221725,117,21.76923076923077,2,51
7237594,129,19.5968992248062,2,57
7244385,85,23.823529411764707,3,51
7255192,32,25.84375,6,46
7297592,782,25.388746803069054,1,56
7299482,74,28.743243243243242,2,52
7302028,382,23.845549738219894,1,53
7311353,93,26.806451612903224,1,53
7312854,56,22.625,1,49
7315301,182,21.14835164835165,3,53
7322386,148,24.08108108108108,1,51
7337445,412,29.16990291262136,1,55
7354522,54,24.85185185185185,5,51
7361877,301,29.976744186046513,6,59
7362842,39,26.846153846153847,2,51
7366652,35,27.571428571428573,6,50
7378611,47,23.78723404255319,1,52
7391140,138,26.297101449275363,1,53
7401728,53,13.09433962264151,1,49
7404737,356,28.64887640449438,5,55
7416995,61,22.983606557377048,3,53
7433521,189,28.6984126984127,6,57
7439015,118,32.347457627118644,9,52
7462908,12509,21.58429930450076,1,58
7479184,347,24.804034582132566,1,51
7506504,160,29.475,5,52
7536732,35,24.2,8,51
7593527,566,23.9434628975265,1,54
7604023,843,24.320284697508896,1,52
7604054,60,9.65,2,26
7622319,53,37.16981132075472,19,54
7652964,3642,20.121636463481604,2,58
7697855,16312,24.947216772927906,3,58
7701880,80,18.025,9,51
7721141,502,27.46414342629482,2,54
7731625,35,18.62857142857143,2,51
7745202,4360,22.623853211009173,4,58
7753096,75,27.933333333333334,3,51
7759673,533,17.373358348968104,1,55
7769131,170,23.38235294117647,1,52
7771482,512,29.458984375,4,55
7794351,78,19.474358974358974,1,48
7805330,46,34.26086956521739,26,47
7826564,46,26.82608695652174,3,49
7830560,1699,28.38610947616245,8,58
7834734,69,29.695652173913043,7,55
7837563,109,24.825688073394495,5,47
7842300,104,25.03846153846154,3,53
7846363,5697,22.360365104440934,1,59
7848870,189,26.126984126984127,1,52
7849681,366,25.721311475409838,1,52
7850444,637,17.671899529042385,1,56
7859513,220,22.022727272727273,2,44
7865925,266,29.793233082706767,1,54
7873855,188,18.26063829787234,2,51
7875818,162,22.45679012345679,2,55
7883334,126,25.404761904761905,2,52
7932829,960,15.89375,2,53
7948166,6424,26.25638231631382,3,57
7980324,618,6.032362459546926,3,47
7997768,199,22.522613065326635,3,46
8001969,39,28.58974358974359,2,51
8004058,48,24.625,5,57
8024360,208,17.783653846153847,1,48
8024372,553,26.195298372513562,3,55
8040918,348,29.20402298850575,7,55
8041264,39,27.153846153846153,1,49
8140717,78,28.576923076923077,8,52
8174492,60,21.45,7,49
8204612,662,26.63595166163142,6,54
8220006,58,39.03448275862069,20,54
8232784,433,24.452655889145497,2,52
8296869,512,25.189453125,1,54
8350735,1201,28.723563696919236,5,55
8354334,166,27.49397590361446,3,55
8367869,91,21.296703296703296,1,52
8441185,107,16.72897196261682,2,44
8443092,1302,26.052227342549923,1,56
8564030,345,37.25797101449275,17,54
8577817,67,18.955223880597014,1,48
8581979,87,25.620689655172413,1,50
8623748,324,32.00925925925926,1,56
8757184,204,23.03921568627451,1,51
8765586,2100,22.37142857142857,1,55
8788462,7255,24.468642315644384,1,57
8837928,1936,22.391012396694215,1,55
8841165,119,28.0,1,54
8883388,38,27.57894736842105,5,51
8884424,850,20.06,1,51
8885088,57,28.50877192982456,10,54
8897704,476,30.205882352941178,1,61
9086850,173,24.751445086705203,1,50
9092229,623,28.019261637239165,1,57
9151294,72,27.75,5,53
9580398,106,25.849056603773583,5,50
9728620,94,22.53191489361702,4,52
9859927,33,29.09090909090909,8,52
9903447,255,26.4,7,56
9943383,476,24.491596638655462,1,56
10117012,81,27.209876543209877,1,53
10167790,35,22.65714285714286,2,49
10292530,780,23.103846153846153,1,55
10426905,106,17.91509433962264,4,52
10544642,4382,26.145595618439067,4,58
10549601,37,31.216216216216218,8,52
10558225,73,24.931506849315067,1,50
10592748,1418,25.33638928067701,1,57
10616990,109,24.559633027522935,2,53
10649454,10793,20.975354396368015,1,59
10649715,42,15.30952380952381,3,47
10657226,41,25.78048780487805,2,50
10660475,389,15.938303341902314,2,52
10674613,214,25.64018691588785,3,53
10701206,90,23.055555555555557,1,50
10739567,94,28.43617021276596,5,53
10749368,256,18.78125,1,55
10796640,177,23.903954802259886,3,54
10799526,112,22.580357142857142,2,50
10805015,3140,11.474203821656051,1,49
10842879,97,25.24742268041237,4,52
10871271,353,25.30028328611898,3,54
10925841,246,21.857723577235774,1,55
10928121,43,28.209302325581394,1,49
10944504,103,25.04854368932039,3,50
10948640,62,13.14516129032258,5,38
10955089,241,26.987551867219917,1,50
10993573,45,25.08888888888889,6,51
11050517,1099,20.54049135577798,1,57
11052585,494,20.172064777327936,1,52
11065898,343,21.23615160349854,2,54
11078700,243,25.637860082304528,1,52
11080123,46,23.152173913043477,5,51
11080438,6535,21.83611323641928,3,56
11099505,673,36.444279346211,7,58
11103832,118,28.864406779661017,6,52
11108480,78,12.423076923076923,2,48
11117637,37,26.7027027027027,4,52
11133048,44,27.25,4,50
11152721,44,22.136363636363637,1,47
11159897,437,27.816933638443935,2,58
11190812,529,30.79773156899811,1,56
11191069,2281,25.333187198597106,1,57
11198213,77,32.44155844155844,7,53
11215710,168,29.392857142857142,6,53
11236104,123,23.902439024390244,1,55
11250740,2227,21.90166142792995,3,57
11250751,3057,13.433104350670591,1,60
11264857,275,19.316363636363636,4,52
11283048,60,27.75,4,49
11286980,33,23.181818181818183,2,51
11311486,307,10.267100977198696,2,34
11316870,810,27.44814814814815,5,56
11322948,259,29.698841698841697,6,52
11340607,97,29.536082474226806,9,53
11340921,61,27.065573770491802,2,50
11389121,304,17.039473684210527,1,56
11393625,152,27.92105263157895,7,55
11399807,318,23.60377358490566,3,51
11413166,4907,24.46545750968005,1,58
11429552,967,26.55635987590486,3,56
11432100,3104,29.897873711340207,4,60
11455565,49,25.102040816326532,10,51
11475943,253,28.545454545454547,3,55
11518411,46,28.391304347826086,6,50
11523351,186,27.612903225806452,3,53
11529159,157,21.554140127388536,1,52
11553260,195,20.425641025641024,3,48
11673814,39,26.615384615384617,3,51
11703480,72,24.194444444444443,6,54
11725662,100,27.0,2,52
11780611,136,29.5,1,50
11815110,488,20.262295081967213,1,51
11879145,133,27.278195488721803,5,49
11933987,861,23.56678281068525,5,55
11947756,250,24.996,3,54
11953073,41,20.390243902439025,1,51
11955024,2039,1.2770966159882295,1,48
11967691,296,23.638513513513512,4,52
11970730,208,16.54326923076923,8,34
11975662,98,31.979591836734695,9,55
12021663,30,19.733333333333334,1,48
12031521,718,19.54874651810585,1,55
12040866,60,29.433333333333334,6,55
12054325,192,24.640625,3,51
12061707,2789,23.80387235568304,1,56
12064426,44,29.795454545454547,3,54
12064605,147,20.755102040816325,1,49
12080940,88,26.25,1,50
12119864,724,21.522099447513813,2,60
12179026,6528,16.807444852941178,2,59
12249654,33,20.333333333333332,1,42
12272473,2651,28.603923047906452,5,56
12276405,116,23.03448275862069,2,50
12314077,62,28.370967741935484,3,52
12327652,405,23.42962962962963,1,57
12348040,39,27.871794871794872,10,47
12373433,1089,18.490358126721762,3,55
12377459,40,19.375,1,45
12406110,61,25.311475409836067,5,52
12410172,383,21.953002610966056,1,55
12413613,450,23.053333333333335,4,51
12441179,54,21.055555555555557,1,49
12443725,73,31.273972602739725,11,52
12444121,64,29.109375,5,49
12466189,170,25.070588235294117,1,54
12469770,30,24.433333333333334,2,52
12475296,1478,15.843707713125847,2,54
12517116,755,25.874172185430464,5,56
12564708,109,16.495412844036696,2,49
12600533,43,26.674418604651162,2,52
12669498,313,25.01916932907348,3,52
12688823,56,22.892857142857142,9,39
12690705,258,20.011627906976745,3,53
12702551,539,10.385899814471243,1,55
12712017,51,24.19607843137255,1,48
12719150,55,30.90909090909091,10,52
12737222,977,24.03377686796315,1,59
12749802,194,24.61340206185567,4,56
12817557,71,24.676056338028168,4,42
12825231,58,7.293103448275862,1,46
12865901,43,21.209302325581394,3,47
12887108,34,26.441176470588236,1,49
12960716,328,14.826219512195122,2,53
13011475,60,25.516666666666666,5,51
13023107,718,28.924791086350975,3,57
13048030,33,29.303030303030305,9,48
13049252,13893,24.893039660260563,6,58
13064634,90,19.57777777777778,1,48
13073494,64,21.546875,2,46
13096262,4668,19.23886032562125,1,60
13120339,55,22.181818181818183,1,47
13121146,45,30.533333333333335,2,55
13122382,42,15.738095238095237,1,44
13165462,478,16.828451882845187,2,46
13165794,379,23.12401055408971,1,54
13185799,222,23.36036036036036,1,51
13196903,215,26.0,5,57
13254642,145,25.103448275862068,1,50
13260646,608,24.16611842105263,1,55
13277440,45,27.533333333333335,5,46
13321956,280,22.853571428571428,6,53
13325669,75,28.88,9,51
13346351,377,18.395225464190982,1,51
13346965,90,37.733333333333334,14,51
13347385,34,29.470588235294116,6,53
13349179,76,24.210526315789473,4,46
13350854,175,21.154285714285713,2,54
13354022,61,18.9672131147541,2,51
13354626,191,9.450261780104713,2,52
13365362,667,18.484257871064468,1,54
13372562,64,26.90625,2,48
13406519,53,19.30188679245283,4,48
13406922,1422,22.40365682137834,1,53
13416350,311,26.614147909967844,1,51
13430639,339,22.654867256637168,1,53
13431578,77,21.857142857142858,1,48
13515875,72,26.0,1,51
13518846,200,31.255,8,53
13529158,234,20.457264957264957,2,51
13551016,194,26.54123711340206,1,54
13579424,1119,23.490616621983914,5,55
13587374,397,23.483627204030228,5,51
13590366,700,27.90714285714286,1,54
13590688,180,27.605555555555554,5,55
13618558,235,28.791489361702126,3,52
13629594,1498,22.2456608811749,3,57
13675368,48,18.1875,7,39
13696529,143,31.111888111888113,5,53
13697444,254,22.263779527559056,2,54
13723689,663,35.211161387631975,5,58
13771273,464,25.948275862068964,1,53
13825726,483,21.720496894409937,1,56
13881859,207,24.516908212560388,1,51
13893056,186,33.75806451612903,6,52
13901920,33,28.87878787878788,8,52
13910818,332,24.11144578313253,1,51
13940399,557,21.7737881508079,1,55
13974731,50,23.22,2,50
13976254,33,22.303030303030305,2,48
14008726,145,27.420689655172414,3,51
14027773,81,21.617283950617285,6,46
14136584,711,27.548523206751057,1,55
14158082,1789,20.84907769703745,2,53
14159834,65,27.384615384615383,3,54
14189302,49,27.73469387755102,4,52
14189942,119,27.016806722689076,5,49
14191730,54,28.11111111111111,7,53
14238439,76,25.92105263157895,4,50
14275716,164,29.48170731707317,7,58
14281193,83,29.14457831325301,1,55
14331766,33,29.454545454545453,10,55
14398040,173,27.45664739884393,7,51
14402394,251,7.254980079681275,3,33
14464159,421,26.33016627078385,2,52
14487438,727,27.191196698762035,1,55
14489678,1635,21.59633027522936,1,53
14495233,575,27.429565217391303,1,57
14496056,221,22.13574660633484,1,57
14502162,1436,22.692200557103064,3,54
14509422,54,22.796296296296298,7,49
14521157,904,23.422566371681416,3,59
14530536,63,13.015873015873016,2,27
14532030,53,29.867924528301888,14,46
14561121,4184,21.369263862332694,3,57
14565869,47,23.574468085106382,3,50
14588428,31,30.483870967741936,14,53
14589375,246,26.70731707317073,4,55
14597521,42,32.23809523809524,13,52
14606367,117,24.367521367521366,2,54
14610206,1058,28.648393194706994,2,55
14624301,30,24.266666666666666,6,48
14627683,61,34.459016393442624,23,52
14642867,383,21.441253263707573,1,52
14657949,192,23.208333333333332,3,51
14682296,312,23.67628205128205,1,52
14685701,68,30.11764705882353,1,53
14687513,43,14.674418604651162,6,51
14706434,367,20.967302452316076,1,53
14750031,133,30.263157894736842,7,53
14751019,5293,17.59153599093142,3,57
14753884,182,19.846153846153847,1,50
14757225,38,30.18421052631579,9,55
14786296,2248,27.901690391459073,4,61
14808645,163,27.78527607361963,2,54
14812158,509,20.923379174852652,1,53
14821026,71,28.52112676056338,6,52
14825633,648,25.432098765432098,2,55
14835464,35,22.885714285714286,8,50
14839756,228,27.17543859649123,4,52
14840032,1976,21.25354251012146,1,54
14840177,39,26.384615384615383,3,50
14842656,998,28.102204408817634,6,61
14842690,324,20.194444444444443,4,54
14843097,141,27.602836879432623,3,51
14843187,139,16.287769784172664,3,53
14844645,234,25.08974358974359,1,52
14846754,94,30.95744680851064,5,51
14851731,183,32.71584699453552,8,51
14857271,39,14.923076923076923,5,48
14863829,345,24.73913043478261,1,54
14867099,38,28.657894736842106,4,54
14896822,45,30.555555555555557,6,52
14933909,204,19.931372549019606,6,46
14944296,68,22.58823529411765,3,57
14946077,47,23.829787234042552,2,51
14953148,48,31.354166666666668,7,55
14986448,218,30.123853211009173,3,54
15006881,34,33.970588235294116,20,50
15017621,125,22.728,3,50
15032790,561,18.50802139037433,1,54
15035441,65,27.046153846153846,3,53
15038968,77,29.16883116883117,7,52
15057473,667,27.46776611694153,1,56
15073224,127,21.37007874015748,1,48
15083678,723,27.463347164591976,6,53
15084264,438,18.401826484018265,4,63
15105472,211,27.028436018957347,3,54
15118896,181,23.281767955801104,5,56
15140662,71,13.169014084507042,2,46
15185573,58,25.913793103448278,5,55
15213773,45,29.711111111111112,5,49
15221742,270,26.133333333333333,2,54
15225807,1937,21.697986577181208,1,55
15244770,520,28.41730769230769,4,53
15255127,125,32.176,9,53
15259164,33,27.151515151515152,2,50
15278917,362,27.099447513812155,1,55
15310038,352,15.241477272727273,3,53
15314198,241,23.609958506224068,1,51
15346664,322,26.633540372670808,3,56
15361772,36,19.86111111111111,1,49
15368662,79,22.40506329113924,4,51
15372900,794,11.425692695214106,1,53
15409596,1623,16.941466420209487,1,58
15419814,406,13.805418719211822,1,50
15422662,573,23.425828970331587,1,53
15423240,103,12.135922330097088,3,29
15433477,1020,16.007843137254902,1,53
15446916,138,30.253623188405797,5,55
15503366,31,25.70967741935484,5,48
15522369,119,22.252100840336134,1,50
15524241,144,22.13888888888889,1,56
15548580,48,26.0625,1,53
15555871,957,21.78578892371996,4,53
15561454,51,23.901960784313726,2,51
15571586,110,11.836363636363636,5,38
15571748,431,26.48259860788863,3,56
15599480,228,12.978070175438596,1,51
15610107,298,15.070469798657719,1,50
15629877,210,26.542857142857144,9,52
15630444,51,21.607843137254903,1,51
15635295,72,25.52777777777778,2,52
15659266,544,21.85110294117647,1,59
15659888,587,24.74616695059625,2,61
