dealer_id,在桌洗码量,客群广度,n_rounds,n_tables,桌面输赢,当值时长,节奏稳定度,特定玩家复现率,対打注额,種子注额,対打客数,对打局占比,异常对关联,風險單密度,赏,罚,综合分
2222,62347246.84482869,46621,30045,6,-1551370.7036902688,30045,0.0732989529921295,0.0574804,1521329.9810863936,406163.2317959802,84.0,0.024400916769792832,0.0018017631539435019,0.006514533557622022,62.62541806020067,41.97324414715719,20.652173913043484
1645,62446465.447389446,48779,30430,7,-1055134.6927026703,30430,0.1384766659222123,0.0807427,1763725.6660155447,821021.4423182863,124.0,0.02824380296594155,0.0025420775333647675,0.013147604695256757,83.27759197324414,62.625418060200666,20.652173913043477
1646,61955405.292555995,48813,31492,7,-842671.9228458648,31492,0.1401405465097607,0.0998666,1686226.8903382914,766974.8111835716,124.0,0.02721678411069798,0.0025403068854608405,0.012379465642455,85.11705685618729,64.71571906354515,20.40133779264214
2118,3681838.077763583,5354,1622,5,153274.6468852651,1622,0.1373004823583385,0.1208385,18530.7645111442,0.0,2.0,0.005033019953555408,0.00037355248412401944,0.0,51.170568561872905,30.811036789297656,20.35953177257525
2100,1714264.9062068749,3353,1066,4,-153922.2480609907,1066,0.1347207094551526,0.075985,0.0,0.0,0.0,0.0,0.0,0.0,32.441471571906355,13.085284280936456,19.3561872909699
1490,72999759.66734579,49566,33233,8,-1196322.9994498063,33233,0.1382417410441559,0.1174435,3064680.352446454,620376.4883169155,128.0,0.0419820608507749,0.002582415365371424,0.008498336037596872,88.21070234113712,69.14715719063545,19.063545150501668
1710,68374285.27269584,49493,33101,7,-519123.2033773686,33101,0.1363483787277052,0.117791,3166716.9945481354,303938.1375450879,128.0,0.04631444382809092,0.002586224314549532,0.004445211183311055,84.61538461538461,65.63545150501672,18.979933110367895
1704,66555253.471844405,48658,29592,7,-1785815.1181476072,29592,0.1374568846093468,0.1320289,1968730.2308383922,456768.6679571387,128.0,0.02958038814578695,0.002630605450285667,0.0068629994497785285,82.35785953177258,63.54515050167224,18.812709030100336
2071,2579539.8747293707,5194,1633,6,-250506.9859294299,1633,0.0838376533237134,0.0649112,997.762748476,0.0,1.0,0.00038679873036685623,0.00019252984212552945,0.0,34.78260869565217,16.596989966555185,18.185618729096987
1507,69723225.87199071,49049,32991,6,-2714289.528504112,32991,0.0743587978205888,0.0553787,2173925.756420597,703599.5926314481,92.0,0.03117936281966995,0.0018756753450631,0.01009132299648945,69.64882943143812,51.755852842809375,17.89297658862874
948,75283430.42497867,50520,35966,8,-1615853.67150591,35966,0.1387909084188087,0.1153311,2900732.5304220323,743558.3127471773,140.0,0.03853082297189772,0.0027711797307996833,0.00987678574886604,90.05016722408025,72.49163879598663,17.558528428093624
2115,61314401.06594844,45850,28907,7,-2330905.0890635285,28907,0.1388428244337351,0.0882485,2267631.07557801,510304.4398187875,120.0,0.03698366185032119,0.0026172300981461287,0.008322750136137105,78.59531772575251,61.37123745819398,17.224080267558527
550,78289805.39557171,54393,38973,7,-521635.2890680584,38973,0.1355999486484823,0.1070741,3564030.2119304067,621308.781302641,145.0,0.045523554362187725,0.0026657842001728163,0.007936011312882687,86.62207357859532,69.48160535117057,17.140468227424748
1405,65205391.06725543,48389,32370,7,-1897258.3439832488,32370,0.1373939116738156,0.0984245,2671896.4075626144,514421.62859933253,136.0,0.04097661809599017,0.0028105561181260203,0.007889249955862356,83.69565217391305,66.63879598662207,17.056856187290975
2121,66430211.543061845,49461,31143,7,-1402873.2158034584,31143,0.1430716165581107,0.1122885,3351404.8102151584,469578.5537000228,139.0,0.050450009602072216,0.0028102949798831404,0.007068749937603757,87.79264214046822,71.15384615384616,16.638795986622057
595,60615771.313996434,46964,29324,7,-1281651.6772301723,29324,0.1389625907847783,0.0980767,2594561.921430127,454112.8208730681,122.0,0.0428034134547263,0.002597734434886296,0.007491661180399953,79.84949832775919,63.2943143812709,16.55518394648829
1205,65400914.94444197,49859,32017,7,-981188.49781284,32017,0.136293961159634,0.1007277,2110365.1842641807,690455.1054649753,131.0,0.032268129368785356,0.002627409294209671,0.010557269818801717,83.36120401337793,66.8896321070234,16.471571906354527
1115,65056581.926638626,47296,33618,6,-1628642.3834193505,33618,0.0846353998067342,0.0543756,2351363.5502874968,648049.7029688137,94.0,0.03614336137331997,0.0019874830852503384,0.00996132418545429,70.06688963210703,53.67892976588629,16.387959866220747
2110,2925782.953055175,5031,1422,6,-39230.8040676648,1422,0.0909462008147947,0.0527426,1303.8994397011,0.0,4.0,0.0004456582940780128,0.000795070562512423,0.0,35.28428093645485,19.10535117056856,16.178929765886288
2064,3897435.296719564,6669,2193,4,-182933.6287923076,2193,0.1352373538042682,0.119471,25648.4217593313,0.0,7.0,0.0065808460709839995,0.001049632628579997,0.0,52.17391304347826,35.99498327759198,16.17892976588628
1506,2365480.6086263186,3044,1252,7,42733.1839951711,1252,0.1378210440619017,0.063099,5815.0088772059,0.0,3.0,0.0024582779736177125,0.0009855453350854138,0.0,40.38461538461539,24.28929765886288,16.09531772575251
1383,69976041.71453394,49341,33884,8,-1709777.3645237905,33884,0.1378817122942944,0.1014343,3030366.276562978,883506.7876385921,125.0,0.043305768693309425,0.002533390081271154,0.012625846875461217,87.62541806020067,72.1571906354515,15.468227424749173
2201,52525734.74076544,43481,27611,6,-1292125.8323287168,27611,0.0775292143345398,0.068125,1084465.8603621954,246043.539262322,69.0,0.020646372025340504,0.0015869000252984062,0.00468424745463611,55.518394648829435,40.13377926421405,15.384615384615387
2073,2313077.574086406,4050,1234,5,-37803.1886437644,1234,0.0942566747278799,0.0907618,0.0,0.0,0.0,0.0,0.0,0.0,30.18394648829431,14.9247491638796,15.25919732441471
2089,3971391.9417252545,6339,2040,6,-39283.9651610027,2040,0.0688730306691611,0.1235294,0.0,0.0,0.0,0.0,0.0,0.0,36.454849498327754,21.279264214046826,15.175585284280928
583,73467472.54620926,52282,35915,7,-2146341.8842638396,35915,0.1368730786505966,0.0910205,3716808.3521564244,741111.6767274062,144.0,0.0505912102777,0.00275429402088673,0.010087616342882423,88.04347826086958,72.99331103678931,15.050167224080269
2272,1160699.503036458,2829,814,4,-69885.0393983506,814,0.1345083289602095,0.0638821,0.0,0.0,0.0,0.0,0.0,0.0,27.006688963210703,11.998327759197325,15.008361204013378
2274,2098865.5825340454,3621,1242,6,-232144.6845039179,1242,0.085973232820464,0.0716586,0.0,0.0,0.0,0.0,0.0,0.0,27.591973244147155,12.667224080267559,14.924749163879596
2271,52870184.43478775,40664,25102,7,-1626774.5941906644,25102,0.140051785903441,0.1020636,1442870.9337259145,317302.7929076159,106.0,0.02729082467086171,0.002606728310053118,0.006001545035254987,71.23745819397993,56.43812709030101,14.799331103678924
772,63532078.260763295,46720,31089,7,-1028345.4360725172,31089,0.1364073027817785,0.1273119,2224679.933774591,516149.7727909961,116.0,0.035016640328426475,0.0024828767123287673,0.008124238761283598,79.4314381270903,64.88294314381271,14.548494983277592
2108,68538926.07533216,48488,31700,7,-1683273.4206214808,31700,0.1337306730614939,0.0844164,2686110.618881717,709332.8626868891,125.0,0.03919102286384488,0.00257795743276687,0.010349343114994984,79.51505016722409,65.05016722408027,14.46488294314382
2188,59453574.15868629,45385,29900,7,-1716117.223914961,29900,0.0729027528852202,0.0541806,1425321.220885605,502788.74536564207,82.0,0.023973684358846285,0.0018067643494546657,0.008456829593182391,60.03344481605351,45.5685618729097,14.464882943143813
1017,58279106.46464725,48058,27056,7,-1124100.391717808,27056,0.1401985929178063,0.0920313,1824037.1440211746,626927.7060581313,125.0,0.031298303194261495,0.0026010237629530983,0.010757332157081589,78.51170568561874,64.21404682274247,14.297658862876261
1985,76585973.06055704,51197,37738,7,-2529321.7344514397,37738,0.1365688809528827,0.1150564,2963764.624117151,770200.8074807936,154.0,0.03869853062745161,0.0030079887493407818,0.010056682401512229,87.876254180602,73.82943143812709,14.046822742474916
1094,60225796.58828329,48023,28923,8,-693569.3115185443,28923,0.1404771906917757,0.1127822,2280121.452388306,496019.5904821308,128.0,0.03785954825929019,0.0026653895008641694,0.008235998834071539,81.18729096989968,67.3076923076923,13.879598662207371
2072,3781360.353119604,6291,1969,7,49244.6674696131,1969,0.0890562063254054,0.1254444,3340.0283708345,0.0,2.0,0.0008832875100303501,0.00031791448100460976,0.0,41.72240802675586,28.13545150501672,13.586956521739136
2127,70922336.78999588,50159,34144,7,-1864540.8898487743,34144,0.1391427163266216,0.1083939,4243155.391487554,614703.5866378561,158.0,0.05982819494585635,0.0031499830538886343,0.008667277679499198,89.71571906354514,76.67224080267559,13.043478260869549
2266,63450275.39795482,45400,29313,5,-2353070.1712209336,29313,0.0673646587762876,0.0447924,2713357.7527397145,384385.2019455145,76.0,0.042763529956674914,0.0016740088105726871,0.006058054114575274,59.280936454849495,46.57190635451506,12.709030100334438
1257,2731344.525462436,5089,1512,6,34081.7672927894,1512,0.0890334403001606,0.0648148,7416.2163522333,0.0,3.0,0.0027152255173585917,0.0005895067793279622,0.0,35.45150501672241,22.951505016722408,12.5
2167,64594753.912070125,47836,32014,7,-1106608.1019488224,32014,0.1394163922436551,0.1162616,2968525.689598276,542980.2626157348,130.0,0.04595614209846195,0.002717618529977423,0.008405949860183212,85.20066889632108,73.32775919732441,11.872909698996665
1323,62425694.98783125,47751,29378,7,-1011119.3503196564,29378,0.1397757960755845,0.0743754,2465881.0075727534,1034899.1211361767,128.0,0.039501058146864554,0.002680572134614982,0.016578095307355593,82.44147157190635,70.81939799331103,11.62207357859532
1947,48577537.80683641,42195,24965,7,-789270.5193755405,24965,0.1362708664832475,0.1123974,1176844.4355796152,286873.4001028251,103.0,0.02422610302438992,0.0024410475174783744,0.0059054742799758125,66.38795986622074,54.93311036789298,11.45484949832776
1157,62675483.0226824,45707,30003,7,-1557268.2216455727,30003,0.1378568492229073,0.0909576,2716457.7511777747,537997.1123998277,125.0,0.04334163248801262,0.002734810860480889,0.008583852671787552,79.59866220735786,68.1438127090301,11.45484949832776
789,62029710.04171336,46973,29269,7,-1601083.379810564,29269,0.1361500786395052,0.0874304,3376192.814041852,511158.63995702344,117.0,0.0544286409169324,0.0024907925829731974,0.008240545371133971,76.5886287625418,65.21739130434783,11.371237458193974
627,2478461.358339917,4196,1262,6,-338706.353297206,1262,0.0871871142578738,0.0855784,2581.7778122012,0.0,1.0,0.0010416857230852632,0.00023832221163012392,0.0,31.020066889632112,19.690635451505017,11.329431438127095
2256,61055355.690281376,44331,27579,5,-1182093.4937817953,27579,0.0680722681312152,0.0523224,1939512.479903532,479681.2164464527,70.0,0.031766459436289196,0.0015790304752881731,0.007856496961212643,55.35117056856187,44.063545150501675,11.287625418060195
1382,62495609.57258944,47643,30047,7,-857275.8506729407,30047,0.1413438295538495,0.0963158,2547752.9922525696,827209.4050364553,127.0,0.04076691162270083,0.0026656591734357618,0.013236280287427888,83.69565217391305,72.74247491638795,10.953177257525098
2224,55754918.64536614,44023,29282,6,-964649.4162145052,29282,0.0838873967607795,0.0474011,2494300.558325719,301023.1712225183,81.0,0.04473687019778341,0.0018399473002748564,0.005399042425964274,59.531772575250834,48.57859531772576,10.953177257525077
2124,4159812.294687768,6489,1985,5,-252988.7978213243,1985,0.1384543772473362,0.1047859,34864.2353835422,20338.3887086868,13.0,0.00838120398558971,0.002003390352904916,0.004889256357711059,56.270903010033436,45.5685618729097,10.702341137123739
529,64303946.23912615,48598,30592,7,206902.145713433,30592,0.1359894068922774,0.0938481,3309836.1411174317,493825.1451125914,139.0,0.05147174216663456,0.0028602000082307913,0.007679546497445289,80.10033444816052,69.3979933110368,10.702341137123724
1304,63002857.43346137,47464,32147,7,-2155317.0467471858,32147,0.1384333483482768,0.1295922,2029409.6575912875,917078.5368506949,119.0,0.03221139072516813,0.002507163323782235,0.01455614196259655,83.1103678929766,72.74247491638796,10.367892976588635
2065,2989425.2849628385,5729,1554,3,-95243.8531748205,1554,0.1350347608343017,0.1377091,16022.9684941006,0.0,3.0,0.005359882574987915,0.0005236515971373713,0.0,45.65217391304348,35.40969899665552,10.242474916387955
2209,56859441.96198999,45432,29921,6,-752373.9137649644,29921,0.0817157669019138,0.0547107,2439651.335473159,443359.752759245,83.0,0.04290670557590141,0.0018269061454481423,0.007797469293765262,61.7056856187291,51.58862876254181,10.11705685618729
989,3521723.4364221697,5600,1498,5,-290477.3365455903,1498,0.126349519917344,0.0974633,4063.750108929,2673.7967914444,3.0,0.0011539094941133401,0.0005357142857142857,0.0007592296327961502,40.21739130434783,30.183946488294318,10.03344481605351
1396,103064890.93762316,69791,24233,4,-702000.0630757977,24233,0.1327180789203767,0.1922172,4336560.970905406,780395.5307762976,166.0,0.042076025419072884,0.002378530182974882,0.00757188528194929,81.77257525083613,71.98996655518394,9.782608695652186
1151,57095537.61027177,45117,27798,7,-773300.5102034567,27798,0.1430608468857596,0.082452,1651330.52024276,778370.7750180591,127.0,0.02892223436995324,0.0028149034731919233,0.013632777754561792,77.0066889632107,67.39130434782608,9.615384615384627
2156,59157400.25915017,44888,30194,6,-1097250.35444382,30194,0.0745935654957262,0.0621647,2297198.967181509,453756.64447941503,88.0,0.03883197972051163,0.0019604348600962395,0.007670327676531564,60.70234113712375,51.086956521739125,9.615384615384627
1485,63758877.35793547,48333,30227,8,-556978.4864030895,30227,0.1359385058124732,0.1042445,2442735.1579259215,698779.4167214807,126.0,0.03831207918252182,0.0026069145304450374,0.010959719582241203,79.34782608695652,69.7324414715719,9.615384615384613
526,65324367.637160435,47473,33650,7,-1467239.7854537233,33650,0.1350961477422166,0.0918574,2306588.910552133,945495.3013286031,128.0,0.03530977786672069,0.0026962694584290016,0.014473853104561066,80.10033444816054,70.48494983277592,9.615384615384613
752,56316516.14432939,44249,27780,7,-539278.5087963569,27780,0.143659595810329,0.1107991,2313765.867058792,368366.2520696805,122.0,0.04108503198473809,0.002757124454789939,0.006540998578918166,75.75250836120401,66.22073578595318,9.531772575250827
1399,57557752.26655703,44182,29232,6,-976476.2599469296,29232,0.0787588234917699,0.0627737,2252553.115077873,405916.6633103167,82.0,0.03913552955727011,0.0018559594404961297,0.007052336954203262,58.946488294314385,49.49832775919732,9.448160535117061
796,1634285.3254147528,3349,1113,5,16885.9741192114,1113,0.1349261409814245,0.0637916,6064.6494281829,0.0,2.0,0.0037108877708632664,0.0005971931919976113,0.0,32.73411371237458,23.285953177257525,9.448160535117054
2178,4787035.839182227,6847,2747,9,227072.9706430139,2747,0.125081131502365,0.1376047,33400.7527314573,0.0,5.0,0.0069773350051131385,0.0007302468234263181,0.0,46.40468227424749,36.99832775919732,9.406354515050168
1993,1885331.9027723968,3561,1136,5,15059.9814434316,1136,0.1356860629558015,0.1038732,9949.107074329,0.0,1.0,0.005277111716880594,0.0002808199943836001,0.0,35.869565217391305,26.54682274247492,9.322742474916385
626,1769595.6243575315,3730,885,4,-78067.2731801874,885,0.1350624837098082,0.1062147,1090.0,0.0,1.0,0.0006159599317475341,0.00026809651474530834,0.0,32.274247491638796,23.369565217391305,8.904682274247492
763,60083351.042516656,46183,31270,7,-1154837.4843630267,31270,0.1418190722964974,0.0893828,2496006.9837111006,780968.6271115477,133.0,0.04154240634722348,0.002879847562956066,0.01299808705008668,82.44147157190635,73.57859531772576,8.862876254180591
1300,1811194.6379998815,3795,1022,5,-21019.2358391343,1022,0.1352311905805152,0.1027397,1900.1261681037,0.0,2.0,0.0010491010343328016,0.0005270092226613965,0.0,34.86622073578595,26.045150501672243,8.821070234113709
2267,56503735.11381094,44472,27935,7,-703792.4016342197,27935,0.139373902227267,0.0870592,4062565.8391811806,397357.5796201281,118.0,0.07189906704394462,0.0026533549199496314,0.007032412615197253,75.0,66.30434782608695,8.695652173913047
2107,6686468.608877648,10198,3848,6,-361499.2836809321,3848,0.0778959473579988,0.1114865,54259.5792016028,0.0,9.0,0.008114833460754181,0.0008825259854873505,0.0,42.55852842809364,33.90468227424749,8.653846153846146
1318,101803367.83838938,70777,24064,5,-1700739.8434583764,24064,0.1329477300777886,0.1640625,3357659.6852203384,1223794.5189963507,165.0,0.032981813436177766,0.0023312658066886134,0.012021159466345924,82.02341137123746,73.49498327759196,8.528428093645502
2261,48443208.60699128,39687,23587,8,-923500.711079358,23587,0.1382445720179376,0.1048883,1791388.436475819,280486.6392828683,100.0,0.03697914502338079,0.002519716783833497,0.005790009525553778,66.97324414715719,58.444816053511694,8.528428093645495
2147,64024005.90320844,47586,31236,7,-1958478.5704586753,31236,0.1380570518891261,0.1125944,3046218.513463273,592415.0044335033,125.0,0.047579317640145,0.00262682301517253,0.00925301371065592,82.6086956521739,74.16387959866222,8.444816053511687
2088,93724394.51567106,63208,22676,5,-1997200.2865650577,22676,0.1331372930357731,0.1274034,4294484.838921087,798194.3501978372,150.0,0.04582035297334498,0.002373117326920643,0.008516399111699529,78.1772575250836,69.89966555183946,8.277591973244142
2278,20570551.008716132,21625,10442,5,-694810.2829902332,10442,0.0728779056745785,0.0791994,213701.9091405922,18476.9431948703,19.0,0.010388730425842393,0.0008786127167630058,0.0008982230562050218,42.725752508361204,34.53177257525084,8.193979933110363
2220,62066516.54815041,46156,31723,6,-2711484.1734537478,31723,0.0732702416615546,0.0632664,2642994.720537742,535422.182858009,85.0,0.04258326175736543,0.0018415807262327757,0.008626586646644415,63.46153846153846,55.35117056856187,8.11036789297659
2276,17944068.28511767,18344,9002,5,-546499.3971804382,9002,0.0746447920435752,0.0554321,387935.3424744929,39263.2615631045,19.0,0.021619141005846266,0.0010357610117749673,0.002188091403757552,43.31103678929766,35.20066889632107,8.11036789297659
2152,57911755.130367436,44736,28714,6,-1372960.513775416,28714,0.0825781367966429,0.0500453,3149986.983722455,397597.7717606231,80.0,0.054392877173751596,0.00178826895565093,0.0068655797232457395,59.94983277591973,51.83946488294314,8.11036789297659
1990,44926817.769494414,37849,21529,7,-731617.295700519,21529,0.1395171699229546,0.1006549,1258970.975997757,377716.6852391354,94.0,0.028022705335088435,0.0024835530661312054,0.008407376796128378,66.47157190635451,58.361204013377936,8.110367892976576
2234,53285770.83667413,41431,27462,7,-481194.0079468799,27462,0.0755542954954578,0.0407108,1272709.0771498212,515202.37502104667,71.0,0.0238845954026037,0.0017136926456035337,0.009668667018071111,54.01337792642141,46.070234113712374,7.943143812709039
2170,92799949.07580294,62742,23359,4,-1381154.065123076,23359,0.1327498417632073,0.1466672,3566381.9315797994,909277.3215340849,139.0,0.038430860868971246,0.0022154218864556437,0.009798252376101506,77.59197324414716,69.73244147157192,7.859531772575238
2092,3113090.731557811,5132,1592,5,161743.8684829517,1592,0.1327398306574103,0.1777638,6036.4543740963,0.0,2.0,0.0019390550724731426,0.0003897116134060795,0.0,43.561872909699,35.82775919732442,7.73411371237458
1957,57072984.29216155,45397,30845,6,-1270519.9678470881,30845,0.0844396032712345,0.0456152,2546700.45537856,508757.9147115089,87.0,0.04462182041054275,0.0019164261955635835,0.008914163522747175,63.21070234113713,55.518394648829435,7.692307692307693
2117,46645254.19673308,40906,25705,6,-975622.2621309912,25705,0.076453520398593,0.0413927,1016547.7605960816,416088.6641631811,72.0,0.021793165845096375,0.0017601329878257467,0.008920278629167014,52.50836120401338,44.89966555183947,7.608695652173914
2130,60747891.97672853,46793,29105,7,-1239412.2999171952,29105,0.142613474700472,0.088301,3566281.1474606744,1030349.0478631514,115.0,0.05870625352443267,0.0024576325518774174,0.016961066702657936,80.93645484949833,73.41137123745818,7.525083612040149
801,3797876.180573067,5782,2018,6,-13437.8880423619,2018,0.0897336143664698,0.1105055,15679.5894320933,0.0,7.0,0.004128515171794617,0.0012106537530266344,0.0,41.63879598662207,34.15551839464883,7.483277591973241
1750,44763596.81068708,34599,22195,7,-1017283.6120032192,22195,0.1385922751583972,0.115071,1202466.61133261,352753.5986046903,83.0,0.026862600349521672,0.002398913263389115,0.007880367614259098,65.38461538461539,58.11036789297659,7.274247491638796
2218,42975044.92582986,37014,21687,6,-826020.8364778355,21687,0.0730849454203378,0.0558399,1136568.407348031,233916.69460443678,51.0,0.026447172057868035,0.001377857027070838,0.005443082026049093,46.90635451505017,39.71571906354515,7.190635451505017
2257,1797190.058073341,2668,875,5,51924.9521877824,875,0.1186224774470555,0.0937143,0.0,0.0,0.0,0.0,0.0,0.0,22.658862876254183,15.510033444816054,7.148829431438129
1509,58742304.813986875,45720,29597,6,-1152890.3103015905,29597,0.0795544177036655,0.0579788,2576466.722994662,517416.2736319581,83.0,0.043860497662686036,0.001815398075240595,0.008808239228447133,62.20735785953177,55.10033444816054,7.10702341137123
1996,1926868.3034928425,4119,1132,7,12296.1314272752,1132,0.0764944607386901,0.0636042,2238.3373981628,0.0,1.0,0.001161645242752375,0.00024277737314882253,0.0,24.91638795986622,17.851170568561873,7.065217391304348
2175,56956276.96751668,44367,27336,6,-1284389.4211183817,27336,0.0772563357863091,0.0581285,2682090.0937249,312069.1657327749,76.0,0.047090333788048507,0.0017129848761466857,0.005479100502140515,56.68896321070233,49.66555183946488,7.023411371237451
2068,1997850.5273576025,4100,1069,6,49697.664974873,1069,0.0906251428843664,0.0682881,2440.179719078,0.0,2.0,0.0012214025452171493,0.0004878048780487805,0.0,27.842809364548494,20.86120401337793,6.981605351170565
2193,3265643.58668944,5592,1840,8,-25074.1710410277,1840,0.1321564507398377,0.1021739,7376.963366657101,26163.2196993654,2.0,0.0022589615709213166,0.000357653791130186,0.008011658040701397,43.1438127090301,36.204013377926415,6.939799331103686
2223,92811745.64405562,65853,21451,5,-2754966.4926910917,21451,0.1329498436558898,0.1424176,3662009.447561359,855725.0031881126,157.0,0.03945631473849886,0.0023840979150532246,0.00922000763211504,78.09364548494983,71.15384615384615,6.939799331103686
2123,103184568.57041858,68365,25015,4,-943862.9689650068,25015,0.1330647657061074,0.1622227,4077779.5738047897,1063487.8771472557,170.0,0.039519277255318445,0.002486652526877788,0.010306656236309945,83.0267558528428,76.08695652173913,6.939799331103671
1623,57977320.10121553,44638,29110,8,-480169.9626376189,29110,0.1384356155638963,0.1117485,2022065.1577225404,676140.5786852724,114.0,0.034876830356982066,0.002553877861911376,0.011662156469200043,75.91973244147157,69.06354515050168,6.856187290969885
1007,2046229.3765720364,3581,952,4,47881.320073239,952,0.0669593698385718,0.0640756,0.0,0.0,0.0,0.0,0.0,0.0,18.896321070234116,12.081939799331105,6.814381270903011
1966,54886384.03106687,44128,29333,6,-947390.2434700445,29333,0.0793758880044459,0.0457164,2815124.741598433,425774.7228334513,75.0,0.051290038345484956,0.0016996011602610588,0.007757383372030004,58.4448160535117,52.090301003344486,6.354515050167215
1004,51170992.820452414,43082,23773,7,-673052.7954627658,23773,0.1381605878984453,0.1196736,1319646.020882501,397872.2331559887,113.0,0.02578894698238207,0.002622905157606425,0.007775347149351459,68.64548494983279,62.374581939799334,6.270903010033457
1363,58916116.87294997,45320,28474,7,-1078708.5628007904,28474,0.1348287420472378,0.0980895,2169322.6854108945,541216.5346679699,117.0,0.03682053062133989,0.0025816416593115623,0.009186222096664648,70.48494983277591,64.21404682274246,6.27090301003345
2242,59023808.93074013,44134,29778,6,-1455468.755582115,29778,0.067005203934367,0.061354,1537799.0198859468,574411.1907629132,82.0,0.026053876355055884,0.001857977976163502,0.009731855689573342,56.438127090300995,50.16722408026756,6.270903010033436
1391,1393271.6629381615,2321,702,2,-34701.5106688485,702,0.136740397644369,0.0897436,2893.1402163522,0.0,1.0,0.002076508331656644,0.00043084877208099956,0.0,29.347826086956523,23.285953177257525,6.061872909698998
2243,2743172.1024920414,3733,1212,6,-74393.0731005873,1212,0.133111297408398,0.1369637,1087.2844788389,0.0,2.0,0.00039636028590811116,0.0005357621216180017,0.0,37.45819397993311,31.396321070234116,6.061872909698991
2196,94482327.97946696,68546,22651,4,-732913.366158452,22651,0.1324133542937869,0.1680279,3643093.2138442947,930390.9158310597,158.0,0.03855846158485868,0.0023050214454526886,0.009847248006349438,78.09364548494983,72.5752508361204,5.518394648829428
2216,53755910.744676605,44359,28887,6,-2410567.604982517,28887,0.0757600377658074,0.0591269,1542909.9186449314,577291.027057109,79.0,0.02870214451343333,0.0017809238260555918,0.01073911722562114,56.77257525083611,51.337792642140464,5.434782608695649
2210,4358865.906668936,6570,2044,6,242686.3522049526,2044,0.063908546135563,0.1174168,19946.992687124,0.0,3.0,0.004576188649576416,0.00045662100456621003,0.0,35.702341137123746,30.309364548494983,5.392976588628763
2134,68250435.79203492,48186,30927,8,-1160011.0923117744,30927,0.1380948013052014,0.100139,3182901.372692911,964495.9746012232,138.0,0.046635619769395925,0.002863902378284149,0.01413171891737259,84.03010033444816,78.67892976588628,5.351170568561884
2212,56137942.78719276,42996,27688,9,-1204289.7809900485,27688,0.0697806032419462,0.0720529,1694411.5546200103,410931.5251341704,81.0,0.030183000489404668,0.0018838961763885012,0.007320031777650388,53.17725752508361,47.82608695652174,5.351170568561869
2169,94900024.39982569,65786,23711,6,-1894712.8423571328,23711,0.1324229277492484,0.1556661,4064758.7081170343,709297.0119795643,172.0,0.04283200909403033,0.002614538047608914,0.0074741499432203215,78.51170568561874,73.24414715719064,5.267558528428097
1302,49154143.91979796,39844,23750,7,-209787.9997849173,23750,0.0859041860258624,0.0731368,1083389.8553787146,436132.4480512799,67.0,0.022040661661129134,0.0016815580764983436,0.00887275035779064,53.42809364548495,48.24414715719063,5.183946488294318
