行数,dt等于账务日,dt等于下注日,账务日等于下注日,账务日不可用,开局时间不可用,下注时间不可用,下注时间纪元哨兵,开局时间纪元哨兵,账务日最小,账务日最大,下注早于开局_时序异常,下注距开局秒_最小,下注距开局秒_P50,下注距开局秒_P99,下注距开局秒_P999,下注距开局秒_最大
140581826,140581826,86432916,86432916,0,0,0,0,0,2026-03-21,2026-08-23,3,-1,11.0,25.0,25.0,2239
