member_id,bet_month,n_orders,n_validbet_dbnull,n_validbet_blank,n_validbet_true_zero,n_validbet_positive,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_no_commission,n_rounds,n_hedge_rounds,n_equal_hedge,n_zero_pnl_rounds,n_tables
147695204,2026-04-01,70,0,0,70,0,0E-10,6251.6069788796,-68.3195592285,0E-10,0,35,35,35,19,1
147725988,2026-03-01,2,0,0,2,0,0E-10,110.0448983186,0E-10,0E-10,0,1,1,1,1,1
147725988,2026-05-01,40,0,0,40,0,0E-10,1747.7155760960,-28.8835206385,0E-10,0,20,20,20,9,11
147725988,2026-06-01,8,0,0,8,0,0E-10,415.4290343352,-10.3857258584,0E-10,0,4,4,4,0,3
147832886,2026-03-01,48,0,0,48,0,0E-10,2499.9999999998,-20.8960843369,0E-10,0,24,24,24,14,1
147893858,2026-03-01,36,0,0,4,32,640.0000000000,720.0000000000,0E-10,0E-10,0,36,0,0,4,17
148040673,2026-04-01,33,0,0,6,27,295.1531634100,368.9414542625,0E-10,0E-10,0,33,0,0,6,14
148082204,2026-04-01,39,0,0,3,36,1884.6687432924,2041.7244719001,0E-10,0E-10,39,39,0,0,3,20
148109889,2026-04-01,264,0,0,264,0,0E-10,15115.5188246124,-178.0716253450,0E-10,0,132,132,132,71,1
148109889,2026-05-01,12,0,0,12,0,0E-10,155.6420233464,-1.0087908920,0E-10,0,6,6,6,3,1
148109889,2026-06-01,16,0,0,16,0,0E-10,427.3017319970,-3.7388901552,0E-10,0,8,8,8,5,1
148124319,2026-04-01,4,0,0,3,1,375.2661649063,754.7488035756,356.3974448169,0E-10,0,3,1,1,1,2
148124319,2026-05-01,56,0,0,56,0,0E-10,372.6896289606,-2.4157126348,0E-10,0,28,28,28,15,15
148124319,2026-06-01,28,0,0,28,0,0E-10,756.0808424904,-2.8041459818,0E-10,0,14,14,14,11,7
148162760,2026-04-01,30,0,0,30,0,0E-10,18323.1683375660,-274.8475250637,0E-10,0,15,15,15,6,1
148212322,2026-04-01,117,0,0,11,106,1387.3256027040,1531.2933539280,0E-10,0E-10,0,117,0,0,11,29
148228117,2026-04-01,158,0,0,146,12,200.5509641875,6338.2920110212,-11.1662075304,0E-10,0,85,73,72,47,2
148228117,2026-05-01,42,0,0,42,0,0E-10,785.4157659610,-10.7364173514,0E-10,0,21,21,21,9,1
148228117,2026-07-01,28,0,0,18,10,27.3084634678,263.0236218206,-16.3491458920,0E-10,0,15,9,9,4,1
148235446,2026-04-01,40,0,0,40,0,0E-10,382.0018365470,-4.1873278236,0E-10,0,20,20,20,11,1
148362301,2026-04-01,30,0,0,1,29,274.0707945947,290.9366896467,0E-10,0E-10,0,18,0,0,0,7
148570160,2026-04-01,174,0,0,14,160,837.6305525760,910.9232259264,0E-10,0E-10,0,174,0,0,14,29
148663211,2026-04-01,178,0,0,20,158,827.1601706688,931.8639897408,0E-10,0E-10,0,178,0,0,20,29
148671808,2026-04-01,33,0,0,4,29,2800.0000000000,3300.0000000000,0E-10,0E-10,31,33,0,0,4,7
148714912,2026-04-01,226,0,0,16,210,2748.4752506400,2957.8828887840,0E-10,0E-10,0,226,0,0,16,29
148738271,2026-04-01,180,0,0,14,166,869.0416982976,942.3343716480,0E-10,0E-10,0,180,0,0,14,29
148738271,2026-05-01,87,0,0,9,78,404.7532561878,451.4555549787,-41.5131544808,0E-10,0,87,0,0,9,28
148738271,2026-06-01,5545,0,0,510,5035,15152.4900639280,16735.7617719176,136.2734191805,0E-10,2899,5525,7,1,510,29
148738271,2026-07-01,6099,0,0,590,5509,15383.6424248756,17172.4430939478,-228.6491376462,0E-10,3180,6086,8,0,582,29
148738271,2026-08-01,603,0,0,70,533,1369.0185703662,1548.8146302642,12.8425757070,0E-10,0,603,0,0,70,17
148745170,2026-04-01,72,0,0,72,0,0E-10,1945.6439170628,-24.1520975584,0E-10,0,36,36,36,18,1
148745170,2026-05-01,8,0,0,4,4,12.2496036893,29.5431618389,-12.5018014123,0E-10,0,6,2,2,1,1
148804523,2026-04-01,175,0,0,17,158,827.1601706688,916.1584168800,0E-10,0E-10,0,175,0,0,17,28
148844715,2026-04-01,4,0,0,4,0,0E-10,21.0823688150,-0.4216473763,0E-10,0,2,2,2,1,1
148844715,2026-05-01,30,0,0,30,0,0E-10,281.4830374952,-3.4660224766,0E-10,0,15,15,15,7,11
148844715,2026-06-01,14,0,0,14,0,0E-10,145.4001620176,-1.0385725858,0E-10,0,7,7,7,5,7
148875904,2026-04-01,35,0,0,1,34,88.9982462112,91.6158416880,0E-10,0E-10,0,35,0,0,1,23
148910180,2026-04-01,427,0,0,39,388,1031.3326178592,1133.4188414544,0E-10,0E-10,0,426,0,0,38,28
149085272,2026-04-01,120,0,0,17,103,544.4598591744,633.4581053856,0E-10,0E-10,0,120,0,0,17,28
149094607,2026-04-01,30,0,0,5,25,187.4222587652,231.6952332767,-71.0159593534,0E-10,0,30,0,0,5,7
149094607,2026-05-01,77,0,0,7,70,535.6580191148,577.6704127708,0E-10,0E-10,0,77,0,0,7,9
149136056,2026-04-01,212,0,0,16,196,1026.0974269056,1109.8604821632,0E-10,0E-10,0,212,0,0,16,28
149174714,2026-04-01,108,0,0,12,96,528.7542863136,591.5765777568,0E-10,0E-10,0,108,0,0,12,28
149180387,2026-04-01,123,0,0,10,113,3062.5867078556,3324.3462555356,0E-10,0E-10,0,120,0,0,10,22
149183850,2026-04-01,215,0,0,15,200,1047.0381907200,1125.5660550240,0E-10,0E-10,0,215,0,0,15,29
149308905,2026-04-01,172,0,0,18,154,806.2194068544,900.4528440192,0E-10,0E-10,0,172,0,0,18,28
149372295,2026-04-01,40,0,0,3,37,639.8616515352,693.9040207527,0E-10,0E-10,40,40,0,0,3,4
149372295,2026-05-01,5,0,0,0,5,18.0141230725,18.0141230725,-10.8084738435,0E-10,5,5,0,0,0,2
149548633,2026-05-01,38,0,0,38,0,0E-10,1407.4151874808,-12.0785631761,0E-10,0,19,19,19,12,12
149548633,2026-06-01,2,0,0,2,0,0E-10,103.8572585838,-2.5964314646,0E-10,0,1,1,1,0,1
149569744,2026-05-01,145,0,0,15,130,674.5887603130,752.4259249645,0E-10,0E-10,0,145,0,0,15,29
149573414,2026-05-01,112,0,0,112,0,0E-10,4774.0096686640,-46.0536258796,0E-10,0,56,56,56,35,14
149589144,2026-05-01,32,0,0,32,0,0E-10,1344.3965969968,-16.2798025417,0E-10,0,16,16,16,9,11
149589144,2026-06-01,2,0,0,2,0,0E-10,103.8572585838,-2.5964314646,0E-10,0,1,1,1,0,1
149592410,2026-05-01,44,0,0,44,0,0E-10,381.8994091370,-5.2240956913,0E-10,0,22,22,22,11,1
149592410,2026-06-01,6,0,0,6,0,0E-10,28.4867821330,-0.5341271650,0E-10,0,3,3,3,1,1
149614638,2026-05-01,60,0,0,60,0,0E-10,7991.2770540740,-86.9181108159,0E-10,0,30,30,30,17,10
149615255,2026-05-01,58,0,0,58,0,0E-10,7524.2543690958,-97.2963927045,0E-10,0,29,29,29,14,6
149616593,2026-05-01,62,0,0,62,0,0E-10,8043.1684635162,-90.8099665242,0E-10,0,31,31,31,17,8
149617594,2026-05-01,66,0,0,66,0,0E-10,8562.0825579366,-97.2963927045,0E-10,0,33,33,33,18,15
149618615,2026-05-01,191,0,0,15,176,913.2893985776,991.1265632291,0E-10,0E-10,0,191,0,0,15,27
149620432,2026-05-01,80,0,0,80,0,0E-10,10378.2818884080,-129.7285236060,0E-10,0,40,40,40,20,6
149622808,2026-05-01,80,0,0,80,0,0E-10,10378.2818884080,-149.1878021469,0E-10,0,40,40,40,17,6
149623756,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-103.7828188848,0E-10,0,37,37,37,21,6
149624151,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-142.7013759666,0E-10,0,36,36,36,14,6
149624815,2026-05-01,72,0,0,72,0,0E-10,9599.9107467772,-132.3230940780,0E-10,0,36,36,36,16,6
149624841,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-123.2420974257,0E-10,0,36,36,36,17,6
149625387,2026-05-01,66,0,0,66,0,0E-10,9496.1279278926,-121.9448121891,0E-10,0,33,33,33,16,6
149625872,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-110.2692450651,0E-10,0,37,37,37,20,6
149625880,2026-05-01,80,0,0,80,0,0E-10,10378.2818884080,-110.2692450651,0E-10,0,40,40,40,23,6
149626198,2026-05-01,54,0,0,54,0,0E-10,4566.4440308968,-29.8375604289,0E-10,0,27,27,27,20,11
149626497,2026-05-01,82,0,0,82,0,0E-10,10689.6303450602,-114.1611007724,0E-10,0,41,41,41,22,11
149626573,2026-05-01,72,0,0,72,0,0E-10,9651.8021562192,-92.1072517598,0E-10,0,36,36,36,22,6
149626816,2026-05-01,76,0,0,76,0,0E-10,9599.9107467774,-141.4040907305,0E-10,0,38,38,38,16,6
149626993,2026-05-01,62,0,0,62,0,0E-10,8043.1684635162,-90.8099665242,0E-10,0,31,31,31,17,13
149627552,2026-05-01,80,0,0,80,0,0E-10,10949.0873922700,-123.2420974250,0E-10,0,40,40,40,22,6
149627585,2026-05-01,48,0,0,48,0,0E-10,9340.4536995648,-103.7828188840,0E-10,0,24,24,24,13,13
149627651,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-103.7828188848,0E-10,0,36,36,36,20,6
149627723,2026-05-01,70,0,0,70,0,0E-10,9911.2592034290,-101.1882484122,0E-10,0,35,35,35,20,6
149627844,2026-05-01,50,0,0,50,0,0E-10,9548.0193373354,-142.7013759666,0E-10,0,25,25,25,10,17
149627846,2026-05-01,46,0,0,46,0,0E-10,8717.7567862606,-132.3230940771,0E-10,0,23,23,23,9,14
149628286,2026-05-01,54,0,0,54,0,0E-10,7005.3402746754,-64.8642618030,0E-10,0,27,27,27,17,8
149628599,2026-05-01,80,0,0,80,0,0E-10,11052.8702111540,-128.4312383693,0E-10,0,40,40,40,21,6
149628605,2026-05-01,42,0,0,42,0,0E-10,8717.7567862602,-93.4045369956,0E-10,0,21,21,21,12,8
149628798,2026-05-01,66,0,0,66,0,0E-10,9444.2365184506,-107.6746745923,0E-10,0,33,33,33,18,6
149629017,2026-05-01,72,0,0,72,0,0E-10,9392.3451090092,-105.0801041208,0E-10,0,36,36,36,20,6
149629081,2026-05-01,42,0,0,42,0,0E-10,9599.9107467774,-123.2420974257,0E-10,0,21,21,21,10,12
149629230,2026-05-01,44,0,0,44,0,0E-10,8406.4083296084,-108.9719598282,0E-10,0,22,22,22,11,16
149629364,2026-05-01,70,0,0,70,0,0E-10,9080.9966523570,-97.2963927045,0E-10,0,35,35,35,20,13
149629624,2026-05-01,42,0,0,42,0,0E-10,8510.1911484922,-101.1882484119,0E-10,0,21,21,21,11,8
149629663,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-136.2149497863,0E-10,0,36,36,36,15,6
149630190,2026-05-01,62,0,0,62,0,0E-10,8043.1684635162,-84.3235403439,0E-10,0,31,31,31,18,14
149630196,2026-05-01,66,0,0,66,0,0E-10,9392.3451090086,-97.2963927038,0E-10,0,33,33,33,20,6
149630261,2026-05-01,60,0,0,60,0,0E-10,9340.4536995660,-132.3230940771,0E-10,0,30,30,30,13,14
149630430,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-110.2692450651,0E-10,0,37,37,37,20,6
149630563,2026-05-01,76,0,0,76,0,0E-10,9963.1506128716,-132.3230940774,0E-10,0,38,38,38,18,6
149631009,2026-05-01,50,0,0,50,0,0E-10,9236.6708806810,-142.7013759655,0E-10,0,25,25,25,10,14
149631039,2026-05-01,40,0,0,40,0,0E-10,8406.4083296082,-116.7556712446,0E-10,0,20,20,20,9,7
149631126,2026-05-01,40,0,0,40,0,0E-10,9859.3677939870,-88.2153960520,0E-10,0,20,20,20,13,15
149631517,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-136.2149497863,0E-10,0,36,36,36,15,6
149631558,2026-05-01,66,0,0,66,0,0E-10,9651.8021562186,-123.2420974251,0E-10,0,33,33,33,16,6
149631734,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-97.2963927045,0E-10,0,36,36,36,21,6
149631969,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-123.2420974257,0E-10,0,37,37,37,18,6
149632083,2026-05-01,84,0,0,84,0,0E-10,11468.0014866904,-145.2959464378,0E-10,0,42,42,42,20,6
149632105,2026-05-01,48,0,0,48,0,0E-10,9340.4536995672,-142.7013759666,0E-10,0,24,24,24,9,7
149632473,2026-05-01,56,0,0,56,0,0E-10,8821.5396051456,-93.4045369956,0E-10,0,28,28,28,16,15
149632935,2026-05-01,78,0,0,78,0,0E-10,10118.8248411978,-142.7013759666,0E-10,0,39,39,39,17,6
149633268,2026-05-01,66,0,0,66,0,0E-10,9340.4536995666,-83.0262551074,0E-10,0,33,33,33,21,6
149633281,2026-05-01,44,0,0,44,0,0E-10,9029.1052429124,-103.7828188840,0E-10,0,22,22,22,12,9
149633290,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-97.2963927045,0E-10,0,37,37,37,22,6
149633463,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-116.7556712454,0E-10,0,36,36,36,18,6
149633688,2026-05-01,52,0,0,52,0,0E-10,8095.0598729572,-85.6208255793,0E-10,0,26,26,26,15,13
149633851,2026-05-01,80,0,0,80,0,0E-10,11208.5444394800,-102.4855336483,0E-10,0,40,40,40,25,6
149633927,2026-05-01,64,0,0,64,0,0E-10,8302.6255107264,-84.3235403439,0E-10,0,32,32,32,19,13
149634443,2026-05-01,72,0,0,72,0,0E-10,9340.4536995672,-123.2420974257,0E-10,0,36,36,36,17,6
149634648,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-90.8099665242,0E-10,0,37,37,37,23,6
149634711,2026-05-01,62,0,0,62,0,0E-10,8043.1684635162,-51.8914094424,0E-10,0,31,31,31,23,11
149634863,2026-05-01,54,0,0,54,0,0E-10,8406.4083296094,-132.3230940771,0E-10,0,27,27,27,10,9
149635292,2026-05-01,66,0,0,66,0,0E-10,9392.3451090090,-105.0801041208,0E-10,0,33,33,33,19,6
149635457,2026-05-01,54,0,0,54,0,0E-10,9755.5849751014,-88.2153960514,0E-10,0,27,27,27,17,16
149635901,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-116.7556712454,0E-10,0,37,37,37,19,9
149635925,2026-05-01,56,0,0,56,0,0E-10,9340.4536995672,-84.3235403439,0E-10,0,28,28,28,18,6
149635974,2026-05-01,54,0,0,54,0,0E-10,8406.4083296094,-85.6208255793,0E-10,0,27,27,27,16,9
149636050,2026-05-01,80,0,0,80,0,0E-10,10845.3045733860,-127.1339531330,0E-10,0,40,40,40,21,6
149636093,2026-05-01,68,0,0,68,0,0E-10,9599.9107467768,-116.7556712447,0E-10,0,34,34,34,17,6
149636167,2026-05-01,64,0,0,64,0,0E-10,9392.3451090088,-134.9176645499,0E-10,0,32,32,32,15,6
149636554,2026-05-01,74,0,0,74,0,0E-10,9599.9107467774,-136.2149497863,0E-10,0,37,37,37,16,6
