uid,dealer_id,stake_amount,profit_amount,net_pnl,win_rate,n_related_orders,n_rounds_eff,p_base_mix,z_score,net_pnl_all,game_pnl_all,stake_all,win_rate_all,win_rate_other
51576226,1017,321199.9894842220,-11903.1446090833,-11903.1446090833,0.4166667,31,31,0.506241261290,-0.8777165856286399,-1660986.8127342486,-1660986.8127342486,79995785.2168479108,0.4960570,0.4963470
133469493,2196,429.7508905819,-28.9085234865,-28.9085234865,0.4347826,49,49,0.499491004082,-0.8777478351858999,-858.1381669075,-858.1381669075,56455.9907965342,0.5019615,0.5025438
145899356,1385,6359.2323540475,-835.1619159820,-835.1619159820,0.4347826,52,49,0.499491004082,-0.8777478351858999,-20939.6100225969,-20939.6100225969,1094907.0931669273,0.4983021,0.4986717
146277311,1382,1563.7411616418,166.2361065018,166.2361065018,0.3666667,32,30,0.446334840000,-0.8777917501210618,-4541.6711796470,-4541.6711796470,67883.8705857017,0.4667536,0.4687500
124559637,2261,474.5472471592,-244.1362669295,-244.1362669295,0.4285714,38,38,0.502757250000,-0.8777918234913944,-6214.5690810966,-6214.5690810966,238306.0161975748,0.4940987,0.4944078
151961071,2288,3321.3551295099,-384.2718567602,-384.2718567602,0.4285714,38,38,0.502757250000,-0.8777918234913944,461.8098610945,461.8098610945,73898.3121910346,0.5151515,0.5175719
104343322,2209,1335.0621491093,-41.8269282669,-41.8269282669,0.4461538,69,69,0.500592720290,-0.8778010863994177,-2848.4574439245,-2848.4574439245,216087.5192015426,0.4963029,0.4967896
148921050,2145,1780.0000000000,-224.0000000000,-224.0000000000,0.4461538,69,69,0.500592720290,-0.8778010863994177,-130.0000000000,-130.0000000000,36740.0000000000,0.4988506,0.5016129
148541506,2117,20487.0000000000,12.0000000000,12.0000000000,0.4711111,247,247,0.500371776923,-0.8778202170179511,-74602.9500000000,-74602.9500000000,2916328.0000000000,0.4943143,0.4944532
142261626,1405,176.3888321135,-52.0173322975,-52.0173322975,0.3750000,42,35,0.452234794286,-0.8778266784431155,-171.2332972833,-171.2332972833,8146.0703253336,0.5188679,0.5238612
124233201,948,21239.8079874179,-4845.5415585531,-4845.5415585531,0.4054054,42,38,0.477490507895,-0.8778431382809527,-23666.5414757197,-23666.5414757197,3989522.8515102641,0.4911437,0.4918430
152891302,-1,3507.0869800943,-1001.2134355716,-1001.2134355716,0.4318182,53,53,0.497988890566,-0.8778607532653292,-2952.3292200529,-2952.3292200529,30212.2132700637,0.4642032,0.4678663
152720965,1109,823.5871220920,-336.2765600390,-336.2765600390,0.2972973,41,37,0.366852645946,-0.8778759832898886,-958.8003599664,-958.8003599664,23301.5749927538,0.5028665,0.5092905
114502770,2152,27107.3346540664,-9170.3988433483,-9170.3988433483,0.4393939,77,75,0.493419810667,-0.8778925329718917,-52732.3906410817,-52732.3906410817,1730531.6195415557,0.4929901,0.4939072
142367268,1994,10708.4680915408,-1000.9459577766,-1000.9459577766,0.4587156,120,119,0.500759332773,-0.8779000028545407,-7788.8232203794,-7788.8232203794,1182947.6059890512,0.4972299,0.4975557
143187256,1710,624.6628823883,-16.7724038736,-16.7724038736,0.3636364,60,37,0.439487924324,-0.8779211888648377,-300.6130837361,-300.6130837361,44810.2656870613,0.4599452,0.4609231
99324064,1935,5478.8312565426,-222.1377482924,-222.1377482924,0.4400000,53,53,0.502077977358,-0.8779227567996675,-20752.3728411070,-20752.3728411070,884995.0117600716,0.4998862,0.5002288
22322858,1157,1084.2986451884,-318.6235313226,-318.6235313226,0.4400000,53,53,0.502077977358,-0.8779227567996675,-10978.3388591057,-10978.3388591057,232760.7928537584,0.5029412,0.5036093
113331857,2121,1698.2234816842,-512.5162674268,-507.6160330041,0.4324324,39,39,0.504594338462,-0.8779245393728217,8273.9083063634,6697.1466572726,591678.4151697443,0.5183537,0.5187980
145752292,2123,3591.5527767088,987.4563430362,987.4563430362,0.4242424,36,36,0.500658155556,-0.8779506720256023,-67037.0989256194,-67037.0989256194,3078733.8306654344,0.5152138,0.5164652
136670605,2281,82.0802811234,12.8902990738,12.8902990738,0.4242424,36,36,0.500658155556,-0.8779506720256023,178.2524533514,178.2524533514,17691.0178275380,0.5002274,0.5006094
147382646,1210,345.9398455327,-24.8610932097,-24.8610932097,0.4242424,36,36,0.500658155556,-0.8779506720256023,231.7911102876,231.7911102876,38118.2320242398,0.4984184,0.4995413
143982579,1325,275.7759150451,-47.7768732821,-47.7768732821,0.4242424,37,36,0.500658155556,-0.8779506720256023,57.3644377494,57.3644377494,18909.5582310449,0.5066955,0.5078878
13629594,2088,979.4038895786,-73.3966295862,-73.3966295862,0.4242424,36,36,0.500658155556,-0.8779506720256023,-2588.7655023662,-2588.7655023662,123187.3033076142,0.4985460,0.4993468
153786364,1205,518.8400585628,-87.2653019292,-87.2653019292,0.4242424,36,36,0.500658155556,-0.8779506720256023,-881.1933321377,-881.1933321377,24388.0512675929,0.4925373,0.4947064
148342090,1509,1268.0000000000,-187.5000000000,-187.5000000000,0.4242424,36,36,0.500658155556,-0.8779506720256023,-383.1000000000,-383.1000000000,300773.0000000000,0.5060285,0.5063552
