uid,dealer_id,stake_amount,profit_amount,net_pnl,win_rate,n_related_orders,n_rounds_eff,p_base_mix,z_score,net_pnl_all,game_pnl_all,stake_all,win_rate_all,win_rate_other
137014834,2123,1630.6413859587,-31.6273173627,-31.6273173627,0.4518519,151,150,0.492118355333,-0.9358252591125057,-4461.5082212367,-4461.5082212367,258323.3375336027,0.4901481,0.4903882
132424819,2177,1471.6974220878,-183.0704090449,-183.0704090449,0.4642857,183,183,0.500386760109,-0.9358463476623843,-1199.2856690812,-1199.2856690812,108216.4773169860,0.5026898,0.5032674
118817122,2155,44304.0000000000,4897.5500000000,4897.5500000000,0.4193548,33,33,0.503394539394,-0.9358480686777817,-129659.5000000000,-129659.5000000000,17665328.0000000000,0.5014181,0.5017198
70460261,583,1266.7371225707,-83.1419197782,-83.1419197782,0.4193548,33,33,0.503394539394,-0.9358480686777817,-168.7661290421,-168.7661290421,268817.8208366588,0.5083690,0.5089093
124559637,-1,964.4024700329,-180.9714078150,-180.9714078150,0.4193548,33,33,0.503394539394,-0.9358480686777817,-6214.5690810966,-6214.5690810966,238306.0161975748,0.4940987,0.4944108
151955481,2130,4496.1083304822,222.5634698696,222.5634698696,0.4117647,42,41,0.492005729268,-0.9358827238240744,-9518.3996394569,-9518.3996394569,414078.6340606852,0.4963235,0.4967662
10544642,1623,1650.5368996207,288.3333490991,288.3333490991,0.4000000,35,34,0.485399458824,-0.9359033089094149,-21334.5397205962,-21334.5397205962,555905.5235840484,0.5063041,0.5066998
89837297,1509,86627.2349378661,10480.8754107283,10480.8754107283,0.4576271,127,127,0.500705557480,-0.9359041817645786,-144163.6346263350,-144163.6346263350,13659153.1733426460,0.5023777,0.5027394
147877797,2088,10060.3141830349,-3345.3083732726,-3345.3083732726,0.3913043,94,72,0.447326454167,-0.935917028544587,2168.4619326171,2168.4619326171,281875.8192179879,0.4963309,0.5013986
152264530,2117,12588.5437594458,-3460.4074667542,-3460.4074667542,0.4500000,87,87,0.502318857471,-0.9359182395882287,47585.7860798514,47585.7860798514,3638223.0733552598,0.5033216,0.5036571
149845818,-1,461.8338435989,-46.9617560063,-46.9617560063,0.4473684,89,89,0.501047091011,-0.9359216433792559,-199.4188158369,-199.4188158369,1493.1762752314,0.4414414,0.4383562
44659395,1396,28362.5408155515,-3825.3809526303,-3825.3809526303,0.4459459,78,77,0.500345425974,-0.9359242664659357,7038.8289795430,7038.8289795430,2555820.2936528219,0.5060878,0.5068093
115666689,1654,257.2448719155,-36.2090377883,-36.2090377883,0.4062500,37,37,0.488955181081,-0.9359306826392338,-529.5006798428,-529.5006798428,29017.8599256607,0.4957289,0.4965517
114881779,2156,826.8846511826,-203.6120051529,-203.6120051529,0.2403846,215,213,0.269167831925,-0.9359455565788258,-13177.0252143165,-13177.0252143165,166068.9184347694,0.2615135,0.2616222
147214454,2108,13732.0955589293,-1634.2222336519,-1634.2222336519,0.4363636,63,62,0.499468711290,-0.9360000507992128,3363.7119698916,3363.7119698916,851356.6935031200,0.5108696,0.5119200
104343322,772,548.2517119531,94.8628128575,94.8628128575,0.4137931,34,34,0.500702420588,-0.9360429158235182,-2848.4574439245,-2848.4574439245,216087.5192015426,0.4963029,0.4966583
150179371,-1,723.0000000000,-2.6000000000,-2.6000000000,0.4137931,34,34,0.500702420588,-0.9360429158235182,-658.2000000000,-658.2000000000,4327.0000000000,0.4444444,0.4511278
125571592,986,4013.8236923382,-660.9568267215,-660.9568267215,0.4137931,34,34,0.500702420588,-0.9360429158235182,-10083.1588792978,-10083.1588792978,339327.5486783116,0.4976008,0.4981880
75290508,994,2820.2324142806,-687.5773241428,-687.5773241428,0.4137931,34,34,0.500702420588,-0.9360429158235182,794.0175945821,794.0175945821,55664.1502788161,0.5278155,0.5324859
62134267,1710,3227.5470727023,-689.3812563331,-689.3812563331,0.4137931,34,34,0.500702420588,-0.9360429158235182,820.0298343170,820.0298343170,1035505.5596825109,0.5072875,0.5076237
53881953,1307,6282.5882538193,1127.2198247894,1127.2198247894,0.4285714,46,46,0.500789026087,-0.9360482122179347,1547.4638892384,1547.4638892384,1759973.4086268188,0.5076221,0.5079263
147791378,583,1680.5228463255,-260.4832760308,-260.4832760308,0.4285714,46,46,0.500789026087,-0.9360482122179347,-170.8858404921,-170.8858404921,365767.4374566081,0.5088219,0.5093043
89837297,1942,56619.4313851423,-19510.0542198179,-19510.0542198179,0.4285714,46,46,0.500789026087,-0.9360482122179347,-144163.6346263350,-144163.6346263350,13659153.1733426460,0.5023777,0.5025889
80007099,2175,3606.0000000000,264.8500000000,264.8500000000,0.4604317,151,151,0.500129906623,-0.9360710072364087,-2657.7500000000,-2657.7500000000,86524.0000000000,0.4966926,0.4977005
110750769,1399,5749.3355821848,-1201.0161360891,-1201.0161360891,0.4607330,229,216,0.494597125926,-0.936078149173279,-24280.4298857241,-24280.4298857241,954663.1472217256,0.4975294,0.4978312
131679833,1654,2049.6096321209,1.8461067771,1.8461067771,0.4383562,80,79,0.493133100000,-0.936116974201592,-2018.5486898833,-2018.5486898833,331684.4475461552,0.4990988,0.4994643
149728886,-1,409.9424004979,-36.3240101707,-36.3240101707,0.4383562,77,77,0.493133100000,-0.936116974201592,-36.5834673862,-36.5834673862,1172.7466140826,0.4801980,0.5038760
75623101,2250,1450.6540775510,-121.2625412946,-121.2625412946,0.4383562,76,76,0.493133100000,-0.936116974201592,-5156.3231830805,-5156.3231830805,475414.5954122565,0.4938521,0.4940306
89596067,2289,1717.0000000000,-815.0000000000,-815.0000000000,0.4383562,79,79,0.493133100000,-0.936116974201592,16964.0000000000,16964.0000000000,1201352.0000000000,0.4925467,0.4926270
40077715,550,78703.6858836313,-11497.7102147710,-11497.7102147710,0.4383562,85,85,0.493133100000,-0.936116974201592,-11720.5288374829,-11720.5288374829,4015976.7655260396,0.5010888,0.5022167
137163648,2252,2759.5205774471,60.0912507188,60.0912507188,0.4363636,60,60,0.499478363333,-0.9361431947855763,-6226.1233507694,-6226.1233507694,356039.2948108110,0.5009213,0.5013920
147741837,2271,1376.8790248840,-71.9502730915,-71.9502730915,0.4473684,82,82,0.501061939024,-0.9361805865327276,1653.6316354516,1653.6316354516,114519.1246074378,0.5159011,0.5168338
147502613,1383,1079.6008110180,-105.3269083920,-105.3269083920,0.4473684,82,82,0.501061939024,-0.9361805865327276,-999.2890433691,-999.2890433691,53416.5415910028,0.4944503,0.4954153
137963671,2254,8280.0000000000,-1337.5000000000,-1337.5000000000,0.4473684,82,82,0.501061939024,-0.9361805865327276,-26386.3000000000,-26386.3000000000,1308337.0000000000,0.5064116,0.5067385
150345898,2153,584.0576799592,-73.2045267792,-73.2045267792,0.2666667,104,53,0.332410473585,-0.936200779769545,-317.9809795478,-317.9809795478,1295.3082789983,0.2916667,0.3137255
150483752,1646,213825.2630180315,-28099.0629783224,-28099.0629783224,0.4640523,170,170,0.501897576471,-0.9362474836331406,-38398.9625848287,-38398.9625848287,5593100.4699383128,0.4998202,0.5004884
129424233,2123,2417.0231758655,11.8256336863,29.2822886208,0.4406780,67,67,0.501624058209,-0.9362765714722514,2223.8198512267,564.0423835892,234151.5353830780,0.5081967,0.5090671
149610474,1017,766.3076397994,-142.7212165552,-142.7212165552,0.3333333,56,52,0.399525501923,-0.9362841934233118,-2904.4352178634,-2904.4352178634,79451.2254417306,0.4328622,0.4337135
132852092,2106,2496.7984434201,185.2804434202,185.2804434202,0.4074074,38,31,0.497502487097,-0.9363072138437943,6991.0582989137,6991.0582989137,101120.0622504332,0.5170619,0.5179248
150034239,1382,73.5216888980,-10.7131603822,-10.7131603822,0.4074074,32,31,0.497502487097,-0.9363072138437943,-13.0238420312,-13.0238420312,1730.9106186275,0.4988662,0.5048309
153859792,-1,334.7612948815,-29.4241045798,-29.4241045798,0.4074074,31,31,0.497502487097,-0.9363072138437943,-3.2294748929,-3.2294748929,856.1144724640,0.4871795,0.5294118
133852430,2196,602.7923271898,-94.5121823931,-94.5121823931,0.4074074,31,31,0.497502487097,-0.9363072138437943,-2384.1040325901,-2384.1040325901,51057.0617031745,0.5000000,0.5010827
137319634,2152,976.2635552715,-217.0317106543,-217.0317106543,0.4074074,31,31,0.497502487097,-0.9363072138437943,-1779.2635564515,-1779.2635564515,274295.6448083937,0.4998790,0.5001821
77038595,1078,10739.5574793683,-628.6019692961,-628.6019692961,0.4074074,31,31,0.497502487097,-0.9363072138437943,8727.7139594717,8727.7139594717,204094.0744988140,0.5243328,0.5295082
151537469,-1,1900.0000000000,-257.0000000000,-257.0000000000,0.4250000,46,46,0.499022273913,-0.9363177227441623,-177.0000000000,-177.0000000000,15314.0000000000,0.4625000,0.4750000
147596383,925,1119.7447439402,-506.5353921793,-506.5353921793,0.4250000,46,46,0.499022273913,-0.9363177227441623,-5791.7696757436,-5791.7696757436,133428.2804954929,0.4876724,0.4887378
78832847,1947,29025.2603523095,-4405.3172820920,-4175.8059595824,0.4470588,95,95,0.497838240000,-0.936334926745408,-23746.4136923861,-55361.3915969648,3879018.7487803325,0.5004351,0.5009331
103833418,2088,813.2291435217,-73.3328214525,-73.3328214525,0.4339623,58,58,0.498270896552,-0.9363534204513574,-3529.0761286431,-3529.0761286431,140778.3170196355,0.5030303,0.5036700
106605258,-1,8394.8118303664,-1218.0704948128,-1218.0704948128,0.4339623,58,58,0.498270896552,-0.9363534204513574,-1109.8910801668,-1109.8910801668,28626.7220114041,0.4699454,0.4846154
141811818,925,6049.0000000000,-1972.0000000000,-1972.0000000000,0.4339623,58,58,0.498270896552,-0.9363534204513574,-9064.9000000000,-9064.9000000000,475847.0000000000,0.4961012,0.4968031
110249610,2216,1231.3227281694,-133.2840963012,-133.2840963012,0.4473684,87,87,0.501073331034,-0.9363792590172233,-6650.6079457307,-6650.6079457307,296357.1216668713,0.4926868,0.4928968
119941078,2088,5903.0804381663,-1139.2663639137,-1139.2663639137,0.4428571,81,81,0.498818697531,-0.9364185298682717,-387.3291660511,-387.3291660511,172208.0206281343,0.5097113,0.5122616
150992649,2235,34046.8744601559,-5458.0686790987,-5458.0686790987,0.4285714,76,71,0.487542370423,-0.9364253778880125,7351.5510280993,7351.5510280993,1801192.4943140177,0.4996968,0.5025221
119631151,1109,1266.6374097755,-431.9992466865,-431.9992466865,0.4074074,34,34,0.497515338235,-0.9364406485363913,9970.8559163062,9970.8559163062,204629.0253507402,0.5166364,0.5172344
7462908,1331,16160.2915536927,685.0535233476,685.0535233476,0.4604317,155,155,0.500146233548,-0.9364559989071959,-45811.5860182797,-45811.5860182797,2387901.0716777346,0.4966448,0.4968283
25291093,2142,4436.7104826171,-659.5905343065,-626.2562874795,0.4411765,73,73,0.497957382192,-0.9364625986597366,-5876.1028052964,-7203.4307063957,184984.6530334657,0.4934650,0.4945185
147442740,1405,5630.0000000000,-1232.0000000000,-1232.0000000000,0.4222222,51,47,0.492013604255,-0.9364691151486744,-8684.5000000000,-8684.5000000000,169035.0000000000,0.4763092,0.4784111
123265023,2145,11126.6253951288,-2355.4611697593,-2355.4611697593,0.4526316,106,106,0.500672353774,-0.9364879514980224,2523.9717725088,2523.9717725088,961298.3086572456,0.5101604,0.5108173
139297959,2201,392.2633256454,-99.4837906873,-99.4837906873,0.3939394,54,38,0.475351807895,-0.9364960216800366,-2508.1730239784,-2508.1730239784,74077.3002712935,0.4920054,0.4922953
151198544,2276,1517.2165505187,-201.2240594547,-201.2240594547,0.4313725,64,64,0.496942659375,-0.9365460088854286,-1032.3028352481,-1032.3028352481,16840.1962344724,0.4958159,0.5035129
147199253,1942,5645.5341143407,-86.5086994789,-86.5086994789,0.4285714,44,44,0.500829179545,-0.9365687828751749,-18592.2782310098,-18592.2782310098,1984750.2801612928,0.5035135,0.5037982
148870678,1750,1095.1396826496,-191.0902392194,-191.0902392194,0.4285714,44,44,0.500829179545,-0.9365687828751749,-9221.0278390562,-9221.0278390562,275872.1635591104,0.4883447,0.4885567
146260074,2261,3624.6245915614,330.1832588643,330.1832588643,0.4137931,32,32,0.500752218750,-0.9365793946605393,3942.9392563952,3942.9392563952,1351094.4492491314,0.5063503,0.5066731
147764337,2127,19523.4333892316,226.3433394308,226.3433394308,0.4137931,32,32,0.500752218750,-0.9365793946605393,64149.0029094595,64149.0029094595,3173147.7424878424,0.5048333,0.5052755
90606323,1306,634.5898262509,50.3171852038,50.3171852038,0.4137931,32,32,0.500752218750,-0.9365793946605393,-204.9825727821,-204.9825727821,17682.5480147259,0.5146317,0.5176715
131034244,1299,1106.0513022263,-1.4702325975,-1.4702325975,0.4137931,32,32,0.500752218750,-0.9365793946605393,1850.4337404561,1850.4337404561,132685.9342560486,0.5098601,0.5103320
100933209,2218,285.1819028800,-22.0419478720,-22.0419478720,0.4137931,32,32,0.500752218750,-0.9365793946605393,736.0274177422,736.0274177422,64561.9475726037,0.5053781,0.5058065
119675833,2254,340.7766337724,-46.0008573019,-46.0008573019,0.4137931,32,32,0.500752218750,-0.9365793946605393,-635.8558143608,-635.8558143608,23869.5449901318,0.4912970,0.4925799
12272473,994,5393.5169016463,-171.0870175680,-130.8365201502,0.4137931,32,32,0.500752218750,-0.9365793946605393,-11854.6103911526,-18352.2358969796,890259.7552509650,0.4984729,0.4990121
68742603,529,2890.3927645310,-334.6826049376,-334.6826049376,0.4137931,32,32,0.500752218750,-0.9365793946605393,54.8668648406,54.8668648406,6772.2893344297,0.4875000,0.5294118
143800358,1383,1017.8505284183,-351.0366645116,-351.0366645116,0.4137931,32,32,0.500752218750,-0.9365793946605393,-1901.0646654661,-1901.0646654661,109614.7084161126,0.5003634,0.5012853
140831154,2101,2997.1468209305,-421.4328717641,-421.4328717641,0.4137931,32,32,0.500752218750,-0.9365793946605393,-4943.7928899878,-4943.7928899878,755760.2946032793,0.5082839,0.5087023
88639895,1702,2492.1434254524,-448.1386145486,-448.1386145486,0.4137931,32,32,0.500752218750,-0.9365793946605393,-13327.2179920622,-13327.2179920622,494159.1395078456,0.4929911,0.4934472
148950298,1396,2070.4435616193,-520.4250767425,-520.4250767425,0.4137931,32,32,0.500752218750,-0.9365793946605393,548.6692181794,548.6692181794,156803.3554420008,0.5023817,0.5032051
147691862,1396,2179.0000000000,-541.0000000000,-541.0000000000,0.4137931,32,32,0.500752218750,-0.9365793946605393,3832.0500000000,3832.0500000000,244208.0000000000,0.5107949,0.5121951
133525594,1941,5337.3811149056,-2400.2455147170,-2400.2455147170,0.4137931,32,32,0.500752218750,-0.9365793946605393,-4398.9939795385,-4398.9939795385,635774.0364410908,0.5075825,0.5081930
153363588,2093,21127.9321244376,-3452.0046581264,-3298.9519214774,0.4137931,32,32,0.500752218750,-0.9365793946605393,-40684.9143237387,-44915.9041756646,589773.7481284015,0.4695535,0.4718310
102651584,2241,9629.7411622508,-3905.5497308695,-3905.5497308695,0.4137931,33,32,0.500752218750,-0.9365793946605393,-10975.3161205765,-10975.3161205765,1332421.0800983082,0.5070555,0.5079114
151886379,994,13011.0000000000,-5112.2500000000,-5112.2500000000,0.4137931,32,32,0.500752218750,-0.9365793946605393,2042.0000000000,2042.0000000000,231496.0000000000,0.5086372,0.5142276
146157012,1646,229315.8200818660,-34965.6649453485,-34965.6649453485,0.4137931,32,32,0.500752218750,-0.9365793946605393,-613693.3287255663,-613693.3287255663,43635234.6084300602,0.5011829,0.5016465
126944876,-1,8538.9601344014,-2862.4304307849,-2862.4304307849,0.4444444,75,75,0.499634748000,-0.9366107595017436,-3240.1252759554,-3240.1252759554,20381.8344371443,0.4457143,0.4466019
127862180,2145,1623.0984150619,-60.3424020382,-60.3424020382,0.4516129,100,100,0.500176552000,-0.9366617953083309,586.8212844707,586.8212844707,49880.1056190609,0.5061687,0.5079147
125338962,1507,3837.1609703563,-444.7372620290,-444.7372620290,0.3717949,92,86,0.424210675581,-0.9366707323777809,-9343.1076431863,-9343.1076431863,635926.5642447772,0.4644982,0.4650458
148423606,1994,58858.1995462950,-4127.6301828836,-4127.6301828836,0.4703833,319,317,0.498028042902,-0.9366714124995146,2166.5314915154,2166.5314915154,5127209.5000577426,0.5063965,0.5067645
120249935,1704,10035.9199192476,-731.0823507818,-731.0823507818,0.4726563,268,268,0.501927306716,-0.9366807735602545,-33757.8183718246,-33757.8183718246,2615762.7253050729,0.4999700,0.5000754
152815833,2288,1053.6688902363,-190.0773195874,-190.0773195874,0.4193548,38,38,0.503470150000,-0.9366910245690346,-1841.0968768585,-1841.0968768585,177000.8338386610,0.5049126,0.5053565
152814793,-1,371.7760049568,-72.5479565228,-72.5479565228,0.4255319,57,57,0.493846000000,-0.9367464987455473,-156.7139132004,-156.7139132004,1053.3653473776,0.4466667,0.4563107
142543674,2134,1541.6656766896,-149.9711344982,-149.9711344982,0.4526316,104,104,0.500687098077,-0.9367754086899209,-430.0174660532,-430.0174660532,140906.2007683811,0.5065898,0.5071228
100107977,1704,2569.9675414725,-1180.3574216211,-1180.3574216211,0.2058824,65,37,0.277846610811,-0.9367830647351351,-11104.4483626971,-11104.4483626971,80415.7246765255,0.3476364,0.3512304
135875124,2248,15762.2021850411,547.8757330298,547.8757330298,0.4250000,48,48,0.499059081250,-0.9367831714002676,9108.1792539139,9108.1792539139,2235519.7985703212,0.4997146,0.5000573
142060620,2134,1466.4644912034,-124.7325675590,-124.7325675590,0.4250000,48,48,0.499059081250,-0.9367831714002676,628.3339850084,628.3339850084,75491.2749429209,0.5157944,0.5175396
147215961,1990,4673.3850261666,-326.1296836823,-326.1296836823,0.4482759,96,96,0.498494702083,-0.9368245583866821,-10174.1214185543,-10174.1214185543,509855.9078113570,0.4959225,0.4963489
117011096,1990,170.0991795662,-16.6478337567,-16.6478337567,0.3529412,45,42,0.432539009524,-0.9368284190082431,-1872.5920401723,-1872.5920401723,77791.5417684582,0.4695776,0.4698598
125971851,1951,701.7239885652,-14.7275405008,-14.7275405008,0.4339623,55,55,0.498304865455,-0.9368478001558057,-181.1027550228,-181.1027550228,31533.7908651420,0.4968553,0.4992743
149949508,1646,409.9424004990,-52.6698147476,-52.6698147476,0.4339623,55,55,0.498304865455,-0.9368478001558057,456.7614550275,456.7614550275,13888.4852888158,0.5201465,0.5226050
145031577,2267,18834.8324124369,-1580.0157451962,-1580.0157451962,0.4339623,55,55,0.498304865455,-0.9368478001558057,-165908.1329180752,-165908.1329180752,4544243.4018840522,0.4912239,0.4914649
149364492,2141,1758.2800701108,-318.7150722875,-318.7150722875,0.3703704,34,32,0.460236428125,-0.9368828557504495,-1061.7663069248,-1061.7663069248,152228.3908310118,0.5008000,0.5027056
149278737,1505,1081.1218754805,-117.4734599820,-117.4734599820,0.4459459,83,82,0.500401202439,-0.93688395931507,-234.4064057322,-234.4064057322,37350.8537299306,0.5033113,0.5050140
81078358,2220,3453.5417519907,-387.0351555489,-387.0351555489,0.3777778,56,49,0.447219216327,-0.9368892789671204,-8505.6422183565,-8505.6422183565,894582.5797225619,0.4710636,0.4714552
81418855,948,53476.0995491063,-4791.4953760887,-4791.4953760887,0.4565217,271,263,0.487400909886,-0.93690911426915,-36893.4315879850,-36893.4315879850,2911014.1792760409,0.5012967,0.5021208
150672782,2229,1510.1194098364,-91.3030468341,-91.3030468341,0.4193548,34,34,0.503491117647,-0.9369247895508889,1671.1367882719,1671.1367882719,126500.0020906851,0.5084034,0.5090909
115595375,595,2007.1936122613,-556.4363962698,-556.4363962698,0.4193548,34,34,0.503491117647,-0.9369247895508889,-4009.5932215007,-4009.5932215007,317220.7395650310,0.5014430,0.5020596
149974786,2252,12230.8354866490,-2067.1834625321,-2067.1834625321,0.4193548,34,34,0.503491117647,-0.9369247895508889,-6052.5409130043,-6052.5409130043,1601824.2894057222,0.5117813,0.5124614
128518414,1205,19448.7615928844,-4063.4506763360,-4063.4506763360,0.4193548,34,34,0.503491117647,-0.9369247895508889,-60368.5439777262,-60368.5439777262,5118862.3774830679,0.5018745,0.5021955
148918786,1330,13670.0000000000,-2283.0000000000,-2283.0000000000,0.4354839,74,67,0.494975935821,-0.9369292738629733,-11999.5000000000,-11999.5000000000,168929.0000000000,0.4776860,0.4825046
151518313,2177,13365.5672595404,-1322.3104817819,-1322.3104817819,0.4090909,54,45,0.479657515556,-0.936947595727453,-35140.3470902808,-35140.3470902808,1131627.5254704977,0.4894690,0.4905320
73724876,1941,5609.0929195238,-416.8625603276,-416.8625603276,0.4766082,366,366,0.501941115847,-0.936983023950058,-9616.4292972473,-9616.4292972473,832926.5905705668,0.5018834,0.5020607
147470524,1942,2375.1814388416,-374.9555229966,-374.9555229966,0.4318182,48,48,0.502445356250,-0.9369865563632358,-7440.7943792503,-7440.7943792503,228978.3762583952,0.4897464,0.4903140
139085260,2177,2772.7818977722,-726.6194295603,-726.6194295603,0.4318182,48,48,0.502445356250,-0.9369865563632358,-2072.4493512145,-2072.4493512145,313696.9119875307,0.5035299,0.5041911
145681805,2147,4163.1732093571,-167.6292091730,-167.6292091730,0.4473684,90,90,0.501109658889,-0.937012806888939,-5185.2888199770,-5185.2888199770,177276.2917535838,0.4336111,0.4333144
149459640,1385,1776.9369980554,305.3411667319,305.3411667319,0.4250000,41,41,0.499079729268,-0.9370442789056803,2266.4863034169,2266.4863034169,13610.3435173741,0.5124378,0.5220994
148552696,1951,214.6428290976,-34.0287411986,-34.0287411986,0.4250000,41,41,0.499079729268,-0.9370442789056803,-302.5940371296,-302.5940371296,12512.3681386513,0.4964904,0.4978541
151489781,1402,794.0003532710,-186.4650877111,-186.4650877111,0.3170732,63,43,0.388398476744,-0.9370495011264683,-6439.3580189681,-6439.3580189681,170412.6253112067,0.4786549,0.4800000
129372120,2167,3509.3091390565,-495.5511540701,-469.3142103910,0.4459459,80,80,0.500413591250,-0.937097123466213,-572.8747790362,-2353.3185415708,246215.1697663558,0.5001841,0.5009332
149120032,2153,4411.2328831568,-601.6323718999,-601.6323718999,0.4459459,81,80,0.500413591250,-0.937097123466213,-14128.0330917804,-14128.0330917804,806533.2504605625,0.5002849,0.5005150
123330972,2129,123773.0434074239,-7546.9287991640,-7546.9287991640,0.3703704,47,31,0.460258967742,-0.9371144585869412,-668602.1381606473,-668602.1381606473,25634496.0637127037,0.5015658,0.5021523
147274743,2252,1647.7765274116,-229.7537665054,-229.7537665054,0.4285714,49,49,0.500873157143,-0.9371389387949518,-6000.8358930066,-6000.8358930066,318474.6492525824,0.5028019,0.5031460
142062380,-1,896.9111406374,-283.8757499380,-283.8757499380,0.4285714,42,42,0.500873157143,-0.9371389387949518,-1474.2105423710,-1474.2105423710,20050.0631487482,0.4816133,0.4843945
151816294,1306,657.1325169537,-60.4785523940,-60.4785523940,0.4339623,60,60,0.498325388333,-0.9371464898655278,-339.6363396925,-339.6363396925,62924.5176009458,0.5046420,0.5054234
142008309,2108,1103.9312886541,-251.6013181380,-251.6013181380,0.4285714,57,57,0.495509433333,-0.9371698638390442,-1369.0723504512,-1369.0723504512,240646.0716807595,0.4987579,0.4991484
131675310,1221,139.5753583519,-13.9090746593,-13.9090746593,0.4137931,30,30,0.500808656667,-0.9371874154361225,-301.4409063101,-301.4409063101,41093.3687554950,0.4995846,0.4999305
125387615,1941,338.7996895953,-66.6411144796,-66.6411144796,0.4137931,30,30,0.500808656667,-0.9371874154361225,109.7855814085,109.7855814085,7473.2765812059,0.5033003,0.5077990
142856921,2106,1140.4893449090,-201.2628255722,-201.2628255722,0.4137931,30,30,0.500808656667,-0.9371874154361225,-434.5567451770,-434.5567451770,20434.6021450116,0.5031746,0.5074875
152218870,1505,680.8285094161,-250.5086839360,-250.5086839360,0.4137931,30,30,0.500808656667,-0.9371874154361225,-2441.1870790740,-2441.1870790740,129527.3441254472,0.5071293,0.5077770
149301400,1402,31260.0000000000,-428.0000000000,-428.0000000000,0.4137931,30,30,0.500808656667,-0.9371874154361225,-2052.0000000000,-2052.0000000000,864149.0000000000,0.4979558,0.5000000
121946303,1951,2839.1917704324,-504.7506457674,-504.7506457674,0.4137931,30,30,0.500808656667,-0.9371874154361225,8803.4832366084,8803.4832366084,531214.9375733798,0.5095087,0.5102475
75115160,2142,6251.7115285961,-976.7949421534,-976.7949421534,0.4137931,30,30,0.500808656667,-0.9371874154361225,-1027.7085294976,-1027.7085294976,138537.1535503004,0.5010753,0.5038846
96456353,1405,11061.9905588536,-3717.8739348939,-3717.8739348939,0.4137931,30,30,0.500808656667,-0.9371874154361225,-50013.8133727661,-50013.8133727661,1397735.6285984251,0.4929577,0.4937745
127968706,1490,14302.4328847315,-4631.0354481689,-4631.0354481689,0.4137931,30,30,0.500808656667,-0.9371874154361225,27885.5116216998,27885.5116216998,3133362.3804889253,0.5077249,0.5083049
123376695,2271,18160.3244009884,-2454.9572400324,-2454.9572400324,0.4431818,100,100,0.493133100000,-0.9372575134951571,-22929.3354814074,-22929.3354814074,1210706.9979261849,0.4920100,0.4926482
149092666,-1,102.7852213929,-34.5722959429,-34.5722959429,0.4000000,36,31,0.485524919355,-0.9372714026508189,-62.4828075774,-62.4828075774,555.4237507047,0.4318182,0.4383562
101448544,2261,2250.1090254548,-550.3813916287,-550.3813916287,0.4137931,37,37,0.500820859459,-0.9373188809766727,4412.0501891004,4412.0501891004,323793.3518195495,0.5140977,0.5146475
146397360,1299,5614.3971346675,-107.2238756383,-107.2238756383,0.4411765,75,75,0.498009336000,-0.9373190571356785,-29724.6263620575,-29724.6263620575,911465.6460626609,0.4940875,0.4945298
144030339,-1,6463.4618689193,-960.7756057603,-960.7756057603,0.4473684,83,83,0.501129604819,-0.9373606606515471,-1894.9037835358,-1894.9037835358,364792.5480179391,0.5065623,0.5077200
72879487,2156,454.4158944802,-74.5183014663,-74.5183014663,0.4363636,59,59,0.499561283051,-0.9373729443388773,-1743.0826974198,-1743.0826974198,60274.3828776388,0.4915708,0.4919801
134748639,1382,2217.2653546753,-318.1427852394,-318.1427852394,0.4363636,63,59,0.499561283051,-0.9373729443388773,716.3592802824,716.3592802824,240271.3993479318,0.5012774,0.5019355
151995648,1985,918.0445907373,-104.7908041253,-104.7908041253,0.4339623,65,65,0.498342753846,-0.9373992284935472,402.5124077313,402.5124077313,17315.5553269738,0.5195989,0.5239464
101735779,2121,111.3404603871,-21.3289069790,-21.3289069790,0.4000000,53,53,0.466132383019,-0.9374060405151267,-328.0802534536,-328.0802534536,9048.3229147757,0.4649558,0.4658646
122569513,-1,15545.0000000000,-2205.0000000000,-2205.0000000000,0.4406780,69,68,0.501698383824,-0.9374188522409322,-3300.0000000000,-3300.0000000000,47541.0000000000,0.4731183,0.4881890
153254474,-1,335.6311155860,-60.4136008052,-60.4136008052,0.4385965,61,61,0.500682827869,-0.9374839988745546,-165.4919577610,-165.4919577610,1159.2182376778,0.4705882,0.4846154
146854717,2130,1719.1214015329,-338.0579276348,-338.0579276348,0.4385965,61,61,0.500682827869,-0.9374839988745546,-2469.5408648660,-2469.5408648660,81911.4261060636,0.4914861,0.4926791
34266298,2174,2038.2296108828,-454.3014928012,-454.3014928012,0.4473684,88,88,0.501137022727,-0.9374900281523837,-11093.7950582839,-11093.7950582839,587555.3409740925,0.5019346,0.5021647
112564592,1509,13985.1436348551,-1274.8181829010,-1274.8181829010,0.4581006,197,197,0.493133100000,-0.9374953362239544,10695.0709364842,10695.0709364842,1753061.2332477610,0.4997581,0.5000887
139260400,2267,2477.5745724874,-119.5116881173,-119.5116881173,0.4482759,170,162,0.487191455556,-0.9375192662034786,-8571.3890570752,-8571.3890570752,322931.9457662260,0.5000000,0.5003981
142981381,1323,585.0444525633,-105.4866584314,-105.4866584314,0.4250000,43,43,0.499118144186,-0.9375300644686447,-767.1941307192,-767.1941307192,26086.8596920357,0.4877480,0.4892473
148410635,1353,1059.1815206841,-237.2297695964,-237.2297695964,0.4250000,43,43,0.499118144186,-0.9375300644686447,630.2195101007,630.2195101007,93867.6892271679,0.5121117,0.5131162
