member_id,面板月,dt起(含),dt止(不含),零值类型,流水贡献,游戏输赢贡献,退水支出,活跃天数,月内IP数,round_key,桌号,risk_label
149904896,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,2542.680712,0.00E+00,0.00E+00,1,1,114639686|46|115,115,0
150185458,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,851.0196669,0.00E+00,0.00E+00,1,1,114645502|52|115,115,0
150215085,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,861.3979555,0.00E+00,0.00E+00,1,1,114646252|42|31,31,0
150235293,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,736.858492,0.00E+00,0.00E+00,1,1,114646622|50|31,31,0
150328697,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,725.5855782,0.00E+00,0.00E+00,2,1,114714102|45|112,112,0
150360014,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1131.23346,0.00E+00,0.00E+00,1,1,114649463|52|113,113,0
150405016,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,3295,0.00E+00,0.00E+00,1,1,114663940|22|7,7,0
150550271,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1160,0.00E+00,0.00E+00,2,6,114654552|39|35,35,0
150625176,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,109.2322235,0.00E+00,0.00E+00,1,1,114655791|17|2,2,0
150660389,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,866.5870998,0.00E+00,0.00E+00,1,1,114656640|39|37,37,0
150747469,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,994.8527185,0.00E+00,0.00E+00,1,1,114658853|46|5,5,0
150756310,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,119.7353219,0.00E+00,0.00E+00,1,2,114659079|32|116,116,0
150815427,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,233.511494,0.00E+00,0.00E+00,1,1,114660477|10|3,3,0
150853402,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,174.4801944,0.00E+00,0.00E+00,1,1,1250762|13|913,913,0
150859934,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,997.7627485,0.00E+00,0.00E+00,1,1,114661575|46|113,113,0
150968424,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,1193.200813,0.00E+00,0.00E+00,1,1,114664637|38|36,36,0
150972711,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,1203.487027,0.00E+00,0.00E+00,1,1,114664758|42|116,116,0
150998999,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,572.3531419,0.00E+00,0.00E+00,1,1,114665309|46|113,113,0
151146932,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,812.6108982,0.00E+00,0.00E+00,1,1,114669286|45|7,7,0
151154074,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,792.0384704,0.00E+00,0.00E+00,1,1,114669404|46|36,36,0
151277480,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,894.9006095,0.00E+00,0.00E+00,1,1,114672000|31|37,37,0
151410185,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,82.61688999,0.00E+00,0.00E+00,1,1,114694469|19|1,1,0
151562904,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,936.0454651,0.00E+00,0.00E+00,1,1,114677669|47|115,115,0
151641172,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,1069.766246,0.00E+00,0.00E+00,1,1,114679172|27|37,37,0
151723088,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,905.1868234,0.00E+00,0.00E+00,1,1,114680736|45|33,33,0
151797449,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,4538,0.00E+00,0.00E+00,1,1,114682484|3|113,113,0
151827339,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,3518.26793,0.00E+00,0.00E+00,2,1,114683065|28|8,8,0
152077514,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,822.8971121,0.00E+00,0.00E+00,1,1,114688938|26|37,37,0
152140233,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,1180,0.00E+00,0.00E+00,1,1,114690503|32|2,2,0
152304920,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,877.8044561,0.00E+00,0.00E+00,1,1,114694115|48|113,113,0
152312798,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,10222.64576,0.00E+00,0.00E+00,1,1,114694342|45|37,37,0
152399277,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,487.9560065,0.00E+00,0.00E+00,1,2,114695860|38|31,31,0
152527247,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,361.4488937,0.00E+00,0.00E+00,1,1,114697875|48|112,112,0
152571992,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,1676.000491,0.00E+00,0.00E+00,4,5,114699092|39|3,3,0
152664188,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,309.8133375,0.00E+00,0.00E+00,1,2,114701315|11|1,1,0
152674731,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,1729.586607,0.00E+00,17.29586607,1,1,114715330|10|113,113,0
152725676,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,15181.92689,0.00E+00,151.8192689,1,1,114702775|41|115,115,0
152931663,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,769.6279658,0.00E+00,0.00E+00,1,1,114708053|38|116,116,0
152931823,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,2005,0.00E+00,0.00E+00,2,2,114708101|47|112,112,0
152934330,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,857.1502337,0.00E+00,0.00E+00,1,1,114708101|43|112,112,0
153001404,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,3560,0.00E+00,0.00E+00,4,7,114729510|44|6,6,0
153056409,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,61.31709112,0.00E+00,0.00E+00,2,2,114710964|26|1,1,0
153081578,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,273.6684481,0.00E+00,0.00E+00,1,2,114711662|14|113,113,0
153093017,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,144.5795575,0.00E+00,0.00E+00,1,1,114711761|50|115,115,0
153097199,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,149.7431131,0.00E+00,0.00E+00,1,2,114711869|37|7,7,0
153098610,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,52.73269836,0.00E+00,0.00E+00,3,3,114711905|32|112,112,0
153109973,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,185.8880025,0.00E+00,0.00E+00,1,1,114712336|34|115,115,0
153117797,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,165.23378,0.00E+00,0.00E+00,1,1,114712531|37|112,112,0
153257937,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,134.2524462,0.00E+00,0.00E+00,1,1,114716241|34|37,37,0
153387684,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,877.8044561,0.00E+00,0.00E+00,1,1,114720047|47|116,116,0
153427865,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,379.9929304,0.00E+00,0.00E+00,1,2,114721225|44|112,112,0
153509625,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,1337.360907,0.00E+00,0.00E+00,1,1,114723549|33|37,37,0
153566209,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,613.1709112,0.00E+00,0.00E+00,1,1,114725071|36|1,1,0
153704785,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,664.7001778,0.00E+00,0.00E+00,2,2,114729307|25|1,1,0
153817518,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,924.6654509,0.00E+00,0.00E+00,1,1,114732634|50|113,113,0
153831775,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,847.6099967,0.00E+00,0.00E+00,1,1,114732953|45|37,37,0
153882321,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,1397.272237,0.00E+00,0.00E+00,2,2,114734595|45|33,33,0
153894287,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,1582.205327,0.00E+00,0.00E+00,1,2,114734905|50|32,32,0
60397427,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,3801,0.00E+00,0.00E+00,1,3,114669424|44|31,31,0
73675876,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,2480.15873,0.00E+00,0.00E+00,2,4,114730913|39|31,31,0
