member_id,ym,n_rounds,n_days,valid_bet,game_pnl,rebate,net_pnl,roi
113215284,2026-5-1,50,2,1013.180427,-221.3688963,0.00E+00,-221.3688963,-0.218489117
113215774,2026-4-1,41,7,147.5765817,-76.73982249,0.00E+00,-76.73982249,-0.52
113215774,2026-5-1,37,4,163.8483353,57.87207226,0.00E+00,57.87207226,0.353205128
113215774,2026-6-1,31,5,121.4545747,160.486988,0.00E+00,160.486988,1.321374583
113216299,2026-6-1,46,2,1128.526243,-205.9814334,0.00E+00,-205.9814334,-0.182522502
113217080,2026-3-1,42,4,311.7676488,6.029965505,0.00E+00,6.029965505,0.019341216
113219496,2026-4-1,94,9,28404.57756,-2348.739246,0.00E+00,-2348.739246,-0.082688758
113219496,2026-5-1,81,10,16186.61633,3856.177192,0.00E+00,3856.177192,0.238232445
113223222,2026-3-1,301,9,9949.379347,-601.1312616,0.00E+00,-601.1312616,-0.060418971
113223222,2026-4-1,893,29,33967.16307,124.851791,0.00E+00,124.851791,0.003675661
113223222,2026-5-1,1063,31,39701.36437,-2052.956094,0.00E+00,-2052.956094,-0.051709963
113223222,2026-6-1,466,27,16011.02387,-409.634396,0.00E+00,-409.634396,-0.025584522
113223222,2026-7-1,212,23,6652.699996,-856.0683481,0.00E+00,-856.0683481,-0.128679837
113223222,2026-8-1,33,4,1083.925974,71.77347664,0.00E+00,71.77347664,0.066216216
113223648,2026-5-1,113,5,714.8408781,-128.7259742,0.00E+00,-128.7259742,-0.180076403
113223648,2026-7-1,114,6,722.3153334,-127.9483301,0.00E+00,-127.9483301,-0.177136389
113224655,2026-4-1,68,2,2929.089339,434.2590896,0.00E+00,434.2590896,0.148257373
113228415,2026-5-1,56,7,509.8334285,-206.1387577,0.00E+00,-206.1387577,-0.4043257
113228923,2026-3-1,31,2,579.4964345,-148.5165948,4.635971476,-143.8806233,-0.256285606
11322948,2026-3-1,73,7,86790.35385,5543.307545,0.00E+00,5543.307545,0.063870088
11322948,2026-4-1,160,23,205219.4854,23850.22119,0.00E+00,23850.22119,0.116218112
11322948,2026-5-1,86,15,120170.4634,15911.99211,0.00E+00,15911.99211,0.13241184
11322948,2026-7-1,103,16,140644.9281,26309.67134,0.00E+00,26309.67134,0.187064487
113232268,2026-7-1,337,10,6761.746937,-423.4617088,0.00E+00,-423.4617088,-0.062626081
113232268,2026-8-1,102,3,4832.707285,284.1145109,0.00E+00,284.1145109,0.058789928
113232339,2026-3-1,50,5,4472.970482,-706.5329015,0.00E+00,-706.5329015,-0.157956084
113232339,2026-4-1,135,5,9175.858764,1835.548014,0.00E+00,1835.548014,0.200041006
113232339,2026-5-1,47,7,1699.963676,-98.80130766,0.00E+00,-98.80130766,-0.058119658
113232339,2026-8-1,153,3,4299.694347,737.7032338,0.00E+00,737.7032338,0.171571087
113237391,2026-3-1,373,11,91456,-4717.4,0.00E+00,-4717.4,-0.051581088
113237391,2026-4-1,1192,29,174542,-3033.05,0.00E+00,-3033.05,-0.017377193
113237391,2026-5-1,1047,28,93957,-7321.7,0.00E+00,-7321.7,-0.077926073
113237391,2026-6-1,1437,30,158037,-1976.3,0.00E+00,-1976.3,-0.012505299
113237391,2026-7-1,841,29,102361,5491.3,0.00E+00,5491.3,0.053646408
113237391,2026-8-1,167,6,27237,1611.4,0.00E+00,1611.4,0.059162169
113239430,2026-7-1,39,6,1839.000336,-755.0796478,0.00E+00,-755.0796478,-0.410592447
113239430,2026-8-1,37,3,3849.176791,-268.2043511,0.00E+00,-268.2043511,-0.069678366
113240356,2026-7-1,70,3,1586.477538,111.5766668,0.00E+00,111.5766668,0.070329812
113240512,2026-4-1,807,6,48677.59077,2725.178651,0.00E+00,2725.178651,0.055984255
113240512,2026-5-1,88,4,1090.23922,-254.7869856,0.00E+00,-254.7869856,-0.233698239
113240512,2026-7-1,116,8,3361.732889,-348.2818269,0.00E+00,-348.2818269,-0.103601874
113240512,2026-8-1,41,2,280.2250019,23.37348779,0.00E+00,23.37348779,0.083409716
113240799,2026-4-1,31,7,4611.346531,1582.442603,0.00E+00,1582.442603,0.343162803
113241392,2026-6-1,102,2,16870.93373,423.2777021,0.00E+00,423.2777021,0.025089169
113242053,2026-3-1,79,3,573.5050162,-93.89893883,0.00E+00,-93.89893883,-0.163728191
113242053,2026-4-1,1040,8,11109.23166,283.6434965,0.00E+00,283.6434965,0.025532233
113242053,2026-5-1,5580,25,70844.27378,-175.276322,0.00E+00,-175.276322,-0.002474107
113242053,2026-6-1,1663,19,24587.13709,-173.1041222,0.00E+00,-173.1041222,-0.007040434
113242053,2026-7-1,1991,20,33082.86948,-848.4091249,0.00E+00,-848.4091249,-0.025644968
113242053,2026-8-1,673,6,11190.50677,121.3109701,0.00E+00,121.3109701,0.010840525
113244975,2026-4-1,56,3,4505.302216,-661.9863808,0.00E+00,-661.9863808,-0.146934956
113250190,2026-3-1,40,3,1634.673618,88.19811991,0.00E+00,88.19811991,0.053954575
113250190,2026-4-1,287,12,5727.037144,-898.8037589,0.00E+00,-898.8037589,-0.156940445
113250190,2026-5-1,201,8,3950.755021,-284.3651082,0.00E+00,-284.3651082,-0.071977409
113250190,2026-6-1,281,13,3881.502816,-722.6193844,0.00E+00,-722.6193844,-0.186170001
113250190,2026-7-1,158,10,2867.06426,-180.479178,0.00E+00,-180.479178,-0.062949122
113256291,2026-6-1,106,4,1633.848084,-156.4615368,0.00E+00,-156.4615368,-0.095762598
113256291,2026-7-1,460,9,1170.794229,-39.15539876,0.00E+00,-39.15539876,-0.03344345
113256291,2026-8-1,71,3,151.2608753,21.36421852,0.00E+00,21.36421852,0.141240876
113259949,2026-5-1,33,1,3275.496271,-798.182964,0.00E+00,-798.182964,-0.243683063
113261931,2026-4-1,34,2,644.6988384,-53.71787574,0.00E+00,-53.71787574,-0.083322433
113266246,2026-7-1,138,6,4866.392998,-74.09702321,0.00E+00,-74.09702321,-0.015226272
113266856,2026-3-1,39,5,2246,404.1,0.00E+00,404.1,0.179919858
113266856,2026-5-1,47,10,8701,1280.05,0.00E+00,1280.05,0.147115274
113266856,2026-6-1,71,13,7071,376.5,0.00E+00,376.5,0.053245651
113267298,2026-3-1,39,4,1895.621034,-402.4936146,0.00E+00,-402.4936146,-0.212328101
113267298,2026-4-1,208,11,5828.861608,-266.9685627,0.00E+00,-266.9685627,-0.04580115
113267298,2026-5-1,368,9,14146.38576,58.94867934,0.00E+00,58.94867934,0.004167049
113267298,2026-6-1,372,15,11457.0422,-284.7224008,0.00E+00,-284.7224008,-0.024851301
113267298,2026-7-1,407,22,14304.59815,-2055.960034,0.00E+00,-2055.960034,-0.143727214
113270299,2026-3-1,100,7,194567,1513.3,0.00E+00,1513.3,0.007777783
113273193,2026-7-1,78,2,12582.2671,429.9350039,0.00E+00,429.9350039,0.034169916
113276710,2026-6-1,89,2,2735.875743,161.8150024,0.00E+00,161.8150024,0.059145596
113276922,2026-7-1,66,6,50895.10237,9052.358454,0.00E+00,9052.358454,0.177863056
113277675,2026-3-1,50,2,23556.36306,-2183.426811,0.00E+00,-2183.426811,-0.09268947
113278796,2026-4-1,60,2,1751.694893,165.6937937,0.00E+00,165.6937937,0.094590556
113279369,2026-4-1,44,2,143.5709316,-11.13149073,0.00E+00,-11.13149073,-0.07753304
113279369,2026-7-1,80,4,376.6913298,64.44426277,0.00E+00,64.44426277,0.171079761
113280078,2026-3-1,245,6,23631.48164,-1134.595915,0.00E+00,-1134.595915,-0.048012052
113280078,2026-4-1,239,14,15914.65857,-3322.191301,0.00E+00,-3322.191301,-0.208750397
113280078,2026-5-1,135,13,13867.03077,-2031.519798,0.00E+00,-2031.519798,-0.146499985
113280078,2026-6-1,553,21,63022.86937,-274.4012629,0.00E+00,-274.4012629,-0.004353995
113280078,2026-7-1,413,21,23453.00641,-1510.011603,0.00E+00,-1510.011603,-0.064384564
113282305,2026-7-1,36,3,1229.700772,-492.6032066,0.00E+00,-492.6032066,-0.400587865
113286148,2026-7-1,35,6,302.0770164,-29.18435415,0.00E+00,-29.18435415,-0.096612296
113288012,2026-4-1,591,13,32472.58069,559.026778,0.00E+00,559.026778,0.017215348
113288012,2026-5-1,177,9,11019.66686,-1846.258627,0.00E+00,-1846.258627,-0.167542145
113288012,2026-6-1,84,7,5142.335485,-616.902821,0.00E+00,-616.902821,-0.119965495
113289232,2026-6-1,51,5,3593.488827,-422.7505336,0.00E+00,-422.7505336,-0.117643481
113289232,2026-7-1,57,7,4445.821393,-987.4267421,0.00E+00,-987.4267421,-0.222102207
113291981,2026-3-1,185,3,22789.05653,-1657.64805,0.00E+00,-1657.64805,-0.072738775
113291981,2026-4-1,476,9,66142.44955,-5295.919169,0.00E+00,-5295.919169,-0.080068386
113295929,2026-7-1,646,9,37644.90228,-3823.574213,0.00E+00,-3823.574213,-0.101569508
113296558,2026-4-1,45,4,257217.7598,50981.08912,0.00E+00,50981.08912,0.198202057
113296558,2026-5-1,33,1,104755.5929,-25207.29965,0.00E+00,-25207.29965,-0.240629631
113296558,2026-6-1,103,4,250570.1763,-6395.187255,0.00E+00,-6395.187255,-0.02552254
113297796,2026-6-1,184,3,32035.12742,-1622.110217,0.00E+00,-1622.110217,-0.05063536
113303306,2026-4-1,352,6,2336.348112,122.0247507,0.00E+00,122.0247507,0.05222884
113303306,2026-5-1,1042,15,7022.791724,-509.1376956,0.00E+00,-509.1376956,-0.072497906
113303306,2026-6-1,866,15,4799.243919,-69.68822052,0.00E+00,-69.68822052,-0.014520667
113304582,2026-8-1,35,2,512.4187707,-122.5567,0.00E+00,-122.5567,-0.239172932
113310575,2026-4-1,101,12,2634.086328,-158.1551187,0.00E+00,-158.1551187,-0.060041737
113311676,2026-3-1,2904,11,1278947,-12917.6,0.00E+00,-12917.6,-0.010100184
113311676,2026-4-1,9206,29,4227663,-21184.25,0.00E+00,-21184.25,-0.005010865
113311676,2026-5-1,6802,28,3058766,-52763.15,0.00E+00,-52763.15,-0.017249816
113311676,2026-6-1,10895,29,4949668,-776.15,0.00E+00,-776.15,-0.000156808
113311676,2026-7-1,8726,31,3955380,-59759.25,0.00E+00,-59759.25,-0.015108346
113311676,2026-8-1,887,6,395142,-9777.05,0.00E+00,-9777.05,-0.02474313
113312578,2026-5-1,84,2,13559.92018,887.301754,0.00E+00,887.301754,0.065435618
113317720,2026-5-1,69,5,6646.360676,1299.968491,53.17088541,1353.139376,0.195591024
113317720,2026-7-1,570,12,47369.25294,4017.371373,378.9540235,4396.325396,0.084809684
113317720,2026-8-1,453,6,44146.79974,-1597.300792,353.1743979,-1244.126394,-0.036181576
113318672,2026-4-1,35,1,548.776331,-150.0329493,0.00E+00,-150.0329493,-0.273395445
113318672,2026-5-1,61,2,978.5820205,-187.8672331,0.00E+00,-187.8672331,-0.191979036
113318933,2026-3-1,108,6,604.1464918,-71.49617044,0.00E+00,-71.49617044,-0.118342441
113319635,2026-3-1,112,2,6373.594544,-1302.551544,0.00E+00,-1302.551544,-0.204366866
113319635,2026-4-1,94,3,5881.213517,-777.8708478,0.00E+00,-777.8708478,-0.132263664
113321139,2026-6-1,133,2,1054.589629,19.51256548,0.00E+00,19.51256548,0.01850252
113323239,2026-7-1,30,2,133551.4936,-12994.08773,0.00E+00,-12994.08773,-0.097296461
113326575,2026-3-1,162,3,8600.669073,-56.44202835,0.00E+00,-56.44202835,-0.006562516
113326575,2026-4-1,145,6,4309.868657,-411.3380979,0.00E+00,-411.3380979,-0.095440982
113326839,2026-3-1,33,1,913.372656,-106.7435514,0.00E+00,-106.7435514,-0.11686747
113328113,2026-4-1,181,3,1231.210339,190.0575549,0.00E+00,190.0575549,0.154366438
113328113,2026-5-1,860,12,7953.366243,113.5384939,0.00E+00,113.5384939,0.014275527
113328113,2026-6-1,848,14,5947.282056,-21.48806681,0.00E+00,-21.48806681,-0.00361309
113328113,2026-7-1,430,9,3002.902342,-161.0493398,0.00E+00,-161.0493398,-0.053631228
113328113,2026-8-1,78,2,362.8576047,-69.29852917,0.00E+00,-69.29852917,-0.190979955
113328196,2026-7-1,80,4,322.5278993,-5.97841638,0.00E+00,-5.97841638,-0.018536122
113329986,2026-6-1,42,5,2820,915,0.00E+00,915,0.324468085
113330831,2026-4-1,33,2,773.0291163,-221.0114081,0.00E+00,-221.0114081,-0.285903084
113330831,2026-5-1,184,3,5341.085271,-431.3522825,0.00E+00,-431.3522825,-0.080761168
113330977,2026-4-1,35,2,5430.818207,651.3397845,0.00E+00,651.3397845,0.119934006
113331333,2026-8-1,43,2,56197.45003,-14846.65748,0.00E+00,-14846.65748,-0.264187387
113331473,2026-3-1,241,10,2826.833348,-446.0119729,0.00E+00,-446.0119729,-0.157777951
113331473,2026-4-1,1059,26,18443.64495,-905.7351204,0.00E+00,-905.7351204,-0.04910825
113331473,2026-5-1,1098,19,23243.98698,-758.3342086,0.00E+00,-758.3342086,-0.032624963
113331473,2026-6-1,1196,22,31590.67777,-1295.120786,0.00E+00,-1295.120786,-0.040996929
113331473,2026-7-1,3278,24,119032.6207,2175.285124,0.00E+00,2175.285124,0.018274697
113331473,2026-8-1,68,2,1129.788266,-114.9082754,0.00E+00,-114.9082754,-0.101707797
113331857,2026-3-1,243,5,8421.522464,-908.0530763,25.26456739,-882.7885089,-0.107825287
113331857,2026-4-1,1749,21,56719.23842,-574.6356514,170.1577153,-404.4779361,-0.01013123
113331857,2026-5-1,2378,22,263433.7017,7976.716654,790.301105,8767.017758,0.030279788
113331857,2026-6-1,1951,20,121848.9484,686.9258219,365.5468454,1052.472667,0.005637519
113331857,2026-7-1,1426,18,69978.58551,-467.1391753,209.9357565,-257.2034187,-0.006675459
113331857,2026-8-1,165,1,5185.219867,-16.6679152,15.5556596,-1.112255599,-0.003214505
113332290,2026-3-1,32,1,480,115,0.00E+00,115,0.239583333
113332290,2026-4-1,112,8,1407,-81.6,0.00E+00,-81.6,-0.057995736
113332290,2026-5-1,179,13,2197,252.05,0.00E+00,252.05,0.114724624
113332290,2026-6-1,388,15,9522,-351,0.00E+00,-351,-0.036862004
113333939,2026-6-1,55,4,2171.419766,493.0712249,0.00E+00,493.0712249,0.227073195
113333939,2026-7-1,91,7,4934.826794,18.66273418,0.00E+00,18.66273418,0.003781842
113334283,2026-4-1,50,3,768.526032,24.9980368,0.00E+00,24.9980368,0.032527248
113334283,2026-5-1,61,2,2020.912252,-164.3531732,0.00E+00,-164.3531732,-0.081326229
113334283,2026-7-1,39,2,563.8602742,81.8939922,0.00E+00,81.8939922,0.145238095
113335992,2026-3-1,289,7,29846.66902,-1752.555516,238.7733521,-1513.782164,-0.05871863
113335992,2026-4-1,954,21,90827.51575,-7957.602588,726.620126,-7230.982462,-0.087612245
113335992,2026-5-1,510,11,26652.88544,-3246.511628,213.2230835,-3033.288544,-0.121807135
113335992,2026-6-1,78,5,2864.689843,-1712.252897,22.91751874,-1689.335378,-0.597709697
113335992,2026-7-1,42,1,2154.38363,-25.78605889,17.23506904,-8.550989852,-0.011969112
113338999,2026-4-1,39,3,140.5648771,-7.05441981,0.00E+00,-7.05441981,-0.05018622
113340641,2026-5-1,34,3,2235,-883,0.00E+00,-883,-0.3950783
113345428,2026-3-1,206,5,3247.20486,-183.5438859,0.00E+00,-183.5438859,-0.056523655
113348361,2026-5-1,116,5,3935.090852,663.1656339,0.00E+00,663.1656339,0.16852613
113353420,2026-4-1,103,4,3492.134126,396.1730754,0.00E+00,396.1730754,0.113447268
113354056,2026-4-1,794,8,6693.436359,211.3354388,0.00E+00,211.3354388,0.031573534
113354056,2026-5-1,1760,19,21248.29325,504.1487239,0.00E+00,504.1487239,0.023726551
113354056,2026-6-1,3905,28,53558.14968,-1178.405999,0.00E+00,-1178.405999,-0.022002366
113354056,2026-7-1,3088,25,20338.15614,-452.0606234,0.00E+00,-452.0606234,-0.022227218
113354056,2026-8-1,436,6,3653.527558,447.4401972,0.00E+00,447.4401972,0.122467996
113358053,2026-4-1,70,4,4905.373924,1433.395283,0.00E+00,1433.395283,0.292209178
113359233,2026-3-1,110,2,6860.859231,-825.2266925,54.88687385,-770.3398187,-0.120280371
113359233,2026-5-1,66,4,4365.087701,-1088.173511,34.92070161,-1053.25281,-0.249290183
113360521,2026-7-1,50,6,52.52830806,4.046928015,0.00E+00,4.046928015,0.077042802
113362453,2026-3-1,42,4,62.06532265,2.420987763,0.00E+00,2.420987763,0.039007092
113362453,2026-4-1,37,10,36.68332174,-3.573461514,0.00E+00,-3.573461514,-0.097413793
113362453,2026-5-1,58,10,83.37816925,11.05518859,0.00E+00,11.05518859,0.132590925
113362453,2026-6-1,52,9,52.21360736,2.373767751,0.00E+00,2.373767751,0.045462627
113365110,2026-4-1,32,2,5645.629924,-1032.117897,0.00E+00,-1032.117897,-0.182817136
113365248,2026-6-1,70,5,11494.54669,-1340.746421,0.00E+00,-1340.746421,-0.116641957
113365248,2026-7-1,121,3,20047.5088,-2690.386903,0.00E+00,-2690.386903,-0.13420056
113365532,2026-4-1,159,11,18708.36812,-2244.273515,0.00E+00,-2244.273515,-0.119960945
113365532,2026-5-1,74,10,5726.739661,-267.7857921,0.00E+00,-267.7857921,-0.046760602
113365532,2026-6-1,109,6,9999.228534,450.7676087,0.00E+00,450.7676087,0.045080239
113368466,2026-6-1,34,15,420,62.5,0.00E+00,62.5,0.148809524
113368466,2026-7-1,42,13,520,10.5,0.00E+00,10.5,0.020192308
113372310,2026-7-1,45,1,322.7222265,-6.067177858,0.00E+00,-6.067177858,-0.0188
113372496,2026-5-1,590,15,14431.26978,-229.4899071,0.00E+00,-229.4899071,-0.015902267
113372496,2026-6-1,405,10,10814.66814,-184.2518065,0.00E+00,-184.2518065,-0.017037213
113372923,2026-4-1,71,1,248.6715703,20.28636495,0.00E+00,20.28636495,0.081578947
113372923,2026-5-1,280,6,867.8843859,-1.81620051,0.00E+00,-1.81620051,-0.002092676
113373452,2026-6-1,41,4,3245.300486,-435.8783141,0.00E+00,-435.8783141,-0.134310618
113375267,2026-3-1,33662,9,95591.51343,-964.845293,0.00E+00,-964.845293,-0.01009342
113375267,2026-4-1,412,1,947.5695626,-94.23343716,0.00E+00,-94.23343716,-0.099447514
113378651,2026-5-1,48,2,3554.304395,-570.7669555,0.00E+00,-570.7669555,-0.160584714
113379651,2026-4-1,145,17,231067.6112,21213.71197,1848.540889,23062.25286,0.09180738
113379651,2026-5-1,38,5,63118.79004,-12890.87281,504.9503203,-12385.92249,-0.204231938
113379913,2026-3-1,89,6,15350,-413,0.00E+00,-413,-0.026905537
113379913,2026-4-1,630,17,91552,281.7,0.00E+00,281.7,0.00307694
113379913,2026-5-1,167,11,24835,966.85,0.00E+00,966.85,0.038930944
113381239,2026-5-1,353,9,2041.928286,45.53474132,0.00E+00,45.53474132,0.022299873
113381239,2026-6-1,31,1,146.3213928,-25.70267699,0.00E+00,-25.70267699,-0.175659051
113381239,2026-7-1,73,3,363.2561382,33.93746934,0.00E+00,33.93746934,0.093425729
113383772,2026-7-1,31,2,751.2973434,99.39844577,0.00E+00,99.39844577,0.132302405
113388631,2026-4-1,46,5,1006.05064,-128.1808024,0.00E+00,-128.1808024,-0.127409891
113390868,2026-4-1,61,4,179.6217823,-33.52096642,0.00E+00,-33.52096642,-0.186619718
113390868,2026-5-1,239,6,824.4932255,88.57262893,0.00E+00,88.57262893,0.107426752
113390868,2026-6-1,49,3,319.6726419,28.78923208,0.00E+00,28.78923208,0.09005848
113391172,2026-8-1,48,2,212.1383546,-21.71892678,0.00E+00,-21.71892678,-0.102380952
113395069,2026-3-1,184,3,23728.56875,-2629.012063,0.00E+00,-2629.012063,-0.110795223
113395069,2026-4-1,275,10,41191.59641,-11941.76001,0.00E+00,-11941.76001,-0.289907677
113395069,2026-5-1,368,9,95952.01562,4333.789478,0.00E+00,4333.789478,0.045166216
113395069,2026-6-1,1377,20,662520.9249,-13921.71047,0.00E+00,-13921.71047,-0.021013239
113395069,2026-7-1,718,15,187502.7621,23097.01066,0.00E+00,23097.01066,0.123182242
113395069,2026-8-1,33,2,6182.672797,-2365.319909,0.00E+00,-2365.319909,-0.38257239
113401059,2026-4-1,316,3,16587,-248.75,0.00E+00,-248.75,-0.014996684
113401059,2026-5-1,38,1,1830,-303.5,0.00E+00,-303.5,-0.165846995
113401059,2026-6-1,2599,5,339632,-25,0.00E+00,-25,-7.36091E-05
113401059,2026-7-1,414,2,20116,1899.15,0.00E+00,1899.15,0.094409922
113403495,2026-5-1,380,6,3181.178448,-734.2716101,0.00E+00,-734.2716101,-0.230817485
113403495,2026-6-1,46,1,606.5263901,-143.4268741,0.00E+00,-143.4268741,-0.236472603
113403638,2026-4-1,33,1,134.9271604,20.17582696,0.00E+00,20.17582696,0.14953125
113403680,2026-7-1,68,11,975.1461391,-139.1897968,0.00E+00,-139.1897968,-0.142737372
113403776,2026-4-1,55,5,1352.773342,232.8743816,0.00E+00,232.8743816,0.172145898
11340607,2026-6-1,101,10,2356.31445,420.9633039,0.00E+00,420.9633039,0.178653279
11340607,2026-7-1,46,6,955.2577905,180.7244469,0.00E+00,180.7244469,0.189189189
113406373,2026-5-1,62,2,516.9692186,-79.12391476,0.00E+00,-79.12391476,-0.153053435
113406373,2026-6-1,147,3,1289.195961,-76.11419027,0.00E+00,-76.11419027,-0.059040047
113407271,2026-3-1,196,3,19917.58169,748.8611528,0.00E+00,748.8611528,0.037597996
11340921,2026-6-1,48,2,29979.27819,637.4115006,0.00E+00,637.4115006,0.021261736
11340921,2026-8-1,70,3,24104.06616,-1726.395589,0.00E+00,-1726.395589,-0.071622588
113413970,2026-5-1,1076,11,33639.66582,-2207.384152,0.00E+00,-2207.384152,-0.065618492
113413970,2026-6-1,358,4,9627.124746,-1252.989431,0.00E+00,-1252.989431,-0.130151989
113414294,2026-4-1,278,2,2919.314877,-134.6547452,0.00E+00,-134.6547452,-0.046125461
113415030,2026-4-1,37,1,1308.797738,205.2194854,0.00E+00,205.2194854,0.1568
113419204,2026-6-1,40,4,38929.85481,-2077.145172,0.00E+00,-2077.145172,-0.053356099
113419741,2026-3-1,34,2,615,83.4,0.00E+00,83.4,0.135609756
113419741,2026-6-1,42,5,700,-45.75,0.00E+00,-45.75,-0.065357143
113419741,2026-7-1,30,5,1367,142.5,0.00E+00,142.5,0.104242868
113420714,2026-5-1,32,6,1050.519903,-265.2767566,0.00E+00,-265.2767566,-0.252519496
113421078,2026-6-1,53,3,496.437696,57.95235029,0.00E+00,57.95235029,0.116736402
113421127,2026-3-1,35,2,1007.451879,200.6477605,0.00E+00,200.6477605,0.199163617
113421127,2026-5-1,49,5,1621.088682,-10.94909449,0.00E+00,-10.94909449,-0.006754161
113421127,2026-6-1,32,5,802.5818397,-237.2772392,0.00E+00,-237.2772392,-0.295642422
113421514,2026-3-1,132,5,2567.606709,-309.9244279,0.00E+00,-309.9244279,-0.120705569
113421514,2026-4-1,910,22,6910.201288,-139.9307218,0.00E+00,-139.9307218,-0.020249876
113421514,2026-5-1,863,24,4935.985112,-99.88709144,0.00E+00,-99.88709144,-0.020236506
113421514,2026-6-1,1066,23,6019.23522,232.6870162,0.00E+00,232.6870162,0.038657239
113421514,2026-7-1,559,19,5478.721716,26.12746149,0.00E+00,26.12746149,0.004768897
113421514,2026-8-1,118,5,999.4092415,98.79793491,0.00E+00,98.79793491,0.098856335
113422134,2026-5-1,46,1,2234.964454,26.59436459,0.00E+00,26.59436459,0.011899234
113422645,2026-5-1,57,2,4811.115147,96.8683514,0.00E+00,96.8683514,0.020134282
113422716,2026-4-1,161,6,31487.05599,-5429.809177,0.00E+00,-5429.809177,-0.172445756
113423238,2026-7-1,240,7,1321.095707,86.87682338,0.00E+00,86.87682338,0.065761188
113424692,2026-5-1,43,2,78.7732381,-33.60991492,0.00E+00,-33.60991492,-0.426666667
113426095,2026-6-1,75,4,4398.385064,-947.8746111,0.00E+00,-947.8746111,-0.215505145
113427732,2026-4-1,99,6,770.3497565,141.3362005,0.00E+00,141.3362005,0.18347017
113427732,2026-5-1,58,4,772.8179813,-105.6926793,0.00E+00,-105.6926793,-0.136762707
113427732,2026-7-1,30,4,616.6455463,5.303928383,0.00E+00,5.303928383,0.00860126
113430560,2026-5-1,67,1,2968.450003,-331.7290229,0.00E+00,-331.7290229,-0.111751595
113432331,2026-6-1,67,3,980.412521,-202.3970255,0.00E+00,-202.3970255,-0.206440678
113434024,2026-6-1,58,1,19729.21542,-356.1601564,0.00E+00,-356.1601564,-0.018052424
113435064,2026-8-1,34,2,640.0517214,148.3756263,0.00E+00,148.3756263,0.231818182
113438194,2026-4-1,260,6,30872.96809,436.1961103,0.00E+00,436.1961103,0.014128739
113438194,2026-5-1,89,4,3908.722952,691.8426651,0.00E+00,691.8426651,0.176999668
113438194,2026-6-1,352,10,24415.87163,974.4130429,0.00E+00,974.4130429,0.039909001
113443870,2026-3-1,171,6,11349.65273,-716.1150004,0.00E+00,-716.1150004,-0.063095763
113443870,2026-4-1,892,27,48153.23307,-132.9413993,0.00E+00,-132.9413993,-0.002760799
113443870,2026-5-1,682,26,29517.09036,-959.3065189,0.00E+00,-959.3065189,-0.032500037
113443870,2026-6-1,2614,30,215348.2958,1360.303228,0.00E+00,1360.303228,0.006316759
113443870,2026-7-1,1207,29,87206.72057,2855.094556,0.00E+00,2855.094556,0.032739387
113444664,2026-4-1,32,3,692.9774629,115.5313811,0.00E+00,115.5313811,0.166717371
113444664,2026-5-1,305,14,4076.672618,-147.2534398,0.00E+00,-147.2534398,-0.036120987
113444664,2026-6-1,494,13,8004.590491,-242.30937,0.00E+00,-242.30937,-0.030271301
113444664,2026-7-1,113,10,1117.503986,-139.291992,0.00E+00,-139.291992,-0.124645633
113446700,2026-5-1,42,1,529.2702486,-51.72413793,0.00E+00,-51.72413793,-0.097727273
113447398,2026-5-1,99,20,1254.735094,25.72518292,0.00E+00,25.72518292,0.020502481
113447398,2026-6-1,102,18,1199.115386,-200.1697225,0.00E+00,-200.1697225,-0.16693116
113447398,2026-7-1,115,19,1086.670281,-67.3844009,0.00E+00,-67.3844009,-0.062009979
113451728,2026-4-1,55,5,2116.325943,-293.2623092,0.00E+00,-293.2623092,-0.138571429
113451728,2026-6-1,139,5,10029.57286,-248.450639,0.00E+00,-248.450639,-0.024771807
113451728,2026-7-1,93,7,8756.615806,-723.8659541,0.00E+00,-723.8659541,-0.082665035
113453056,2026-4-1,38,1,1612.438814,873.6224904,0.00E+00,873.6224904,0.541801948
113453781,2026-3-1,755,11,37616.98935,2920.984318,0.00E+00,2920.984318,0.077650667
113453781,2026-4-1,1633,24,117490.2495,2294.845955,0.00E+00,2294.845955,0.019532225
113453781,2026-5-1,711,17,10427.84495,-929.5962846,0.00E+00,-929.5962846,-0.08914558
113453781,2026-6-1,1080,21,23034.4331,482.7063029,0.00E+00,482.7063029,0.020955858
113453781,2026-7-1,1605,27,35924.00367,215.6641669,0.00E+00,215.6641669,0.006003344
113453781,2026-8-1,221,3,11145.8146,-2407.405029,0.00E+00,-2407.405029,-0.215991842
113456510,2026-5-1,35,4,3800.78875,-321.46749,0.00E+00,-321.46749,-0.084579152
113458432,2026-3-1,388,6,5453.698915,-447.0855624,0.00E+00,-447.0855624,-0.081978409
113458432,2026-4-1,206,7,2394.113803,-577.34067,0.00E+00,-577.34067,-0.241150053
113458432,2026-5-1,143,6,1254.490075,-86.29345657,0.00E+00,-86.29345657,-0.068787676
113458432,2026-8-1,41,2,293.5590755,-62.42928721,0.00E+00,-62.42928721,-0.212663455
113459110,2026-7-1,57,4,924.8029109,89.63765919,0.00E+00,89.63765919,0.09692623
113459110,2026-8-1,39,2,498.1646565,99.25837141,0.00E+00,99.25837141,0.19924812
113459754,2026-4-1,313,12,9816.244798,663.9792686,0.00E+00,663.9792686,0.067640863
113459754,2026-5-1,640,18,17304.23953,-74.61989518,0.00E+00,-74.61989518,-0.004312232
