player_id,total_orders,late_orders,late_ratio,win_orders,win_rate,valid_bet,profit,roi
5411296,158,43,0.2722,36,0.2278,12516.86,-46.25,-0.0037
5424770,237,8,0.0338,102,0.4304,1322.11,-17.22,-0.013
5427013,41,24,0.5854,18,0.439,719.84,-282.44,-0.3924
5437679,298,145,0.4866,127,0.4262,9147.86,-27.76,-0.003
5458116,1584,202,0.1275,206,0.1301,22102.36,-850.67,-0.0385
5458309,2194,367,0.1673,289,0.1317,34867.98,-1159.02,-0.0332
5465491,2424,587,0.2422,1109,0.4575,756844.99,50987.59,0.0674
5471579,30,17,0.5667,10,0.3333,1013.12,208.4,0.2057
5472645,246,46,0.187,116,0.4715,1295.38,204.6,0.1579
5484612,2043,443,0.2168,975,0.4772,731913.42,30336.89,0.0414
5487658,10393,1830,0.1761,2251,0.2166,112055.81,-6158.61,-0.055
5492827,1316,245,0.1862,328,0.2492,54592.96,-2874.26,-0.0526
5496881,63,31,0.4921,17,0.2698,1158.13,243.9,0.2106
5499178,6194,1396,0.2254,2793,0.4509,62576.1,-77.71,-0.0012
5501762,671,28,0.0417,116,0.1729,24834.65,-2425.05,-0.0976
5512859,6537,1537,0.2351,2709,0.4144,708180.61,-18756.27,-0.0265
5515550,596,99,0.1661,88,0.1477,12665.8,-1174.73,-0.0927
5518460,41,7,0.1707,14,0.3415,14317.71,-1378.36,-0.0963
5533709,158,43,0.2722,81,0.5127,5547.09,650.04,0.1172
5536978,120,2,0.0167,28,0.2333,3979.71,-621.99,-0.1563
5547833,544,24,0.0441,239,0.4393,6832.93,-637.38,-0.0933
5551142,32,1,0.0313,17,0.5313,105.21,24.3,0.231
5557426,137,39,0.2847,60,0.438,2619.45,-294.26,-0.1123
5563924,139,50,0.3597,63,0.4532,1827.85,-195.76,-0.1071
5580084,2128,276,0.1297,948,0.4455,275226.57,-20656.2,-0.0751
5597080,54,4,0.0741,27,0.5,300.18,21.86,0.0728
5598324,1301,269,0.2068,593,0.4558,2857332.41,-82767.64,-0.029
5606781,1217,275,0.226,548,0.4503,130404.37,3030.78,0.0232
5606953,683,135,0.1977,147,0.2152,93102.89,6090.25,0.0654
5620908,1488,307,0.2063,651,0.4375,95946.18,-2462.04,-0.0257
5624706,46,1,0.0217,11,0.2391,2060.72,-648.08,-0.3145
5636252,20913,6125,0.2929,7649,0.3658,2305993.43,-79610.95,-0.0345
5648004,9718,2081,0.2141,4385,0.4512,371610.85,-2401.94,-0.0065
5680217,854,249,0.2916,383,0.4485,151981.71,-6885.09,-0.0453
5682492,38,13,0.3421,17,0.4474,1133.1,-122.66,-0.1083
5687301,58,2,0.0345,21,0.3621,1072.09,-220.7,-0.2059
5689883,59,7,0.1186,14,0.2373,267.16,39.82,0.1491
5692616,1751,556,0.3175,757,0.4323,323396.46,-9975.29,-0.0308
5698676,410,330,0.8049,71,0.1732,4996.32,60.83,0.0122
5715992,1950,255,0.1308,549,0.2815,96261.22,3884.41,0.0404
5724141,150,6,0.04,76,0.5067,5205.93,362.42,0.0696
5729925,42,20,0.4762,4,0.0952,1675.05,-376.52,-0.2248
5730387,1748,372,0.2128,792,0.4531,5126.96,-15.04,-0.0029
5731926,1302,284,0.2181,596,0.4578,410068.38,-4070.45,-0.0099
5732159,3512,721,0.2053,1549,0.4411,115268.25,-1972.43,-0.0171
5732163,7393,2914,0.3942,3197,0.4324,186311.5,-3908.55,-0.021
5733505,103,11,0.1068,11,0.1068,722.93,-245.02,-0.3389
5734344,252,41,0.1627,93,0.369,8712.55,-974.34,-0.1118
5743326,1077,368,0.3417,285,0.2646,17975.7,-328.67,-0.0183
5743409,37,12,0.3243,17,0.4595,69.33,-0.66,-0.0095
5743824,65,12,0.1846,21,0.3231,345.77,-73.59,-0.2128
5748084,2327,410,0.1762,1001,0.4302,420789.03,-23813.47,-0.0566
5750804,371,87,0.2345,135,0.3639,63449.46,-10140.85,-0.1598
5753030,5032,789,0.1568,2288,0.4547,490651.23,-2495.57,-0.0051
5762770,123,12,0.0976,16,0.1301,2462.77,-707.16,-0.2871
5765330,167,51,0.3054,76,0.4551,412.73,-1.8,-0.0044
5782598,104,27,0.2596,48,0.4615,7159.72,-602.18,-0.0841
5785362,3308,268,0.081,1465,0.4429,289066.13,-77.21,-0.0003
5787328,324,100,0.3086,82,0.2531,5726.99,1479.56,0.2583
5787403,69,17,0.2464,36,0.5217,13868.06,1258.37,0.0907
5788231,12224,5262,0.4305,2143,0.1753,192756.9,-10551.26,-0.0547
5788483,51,9,0.1765,18,0.3529,221.35,61,0.2756
5788502,1505,341,0.2266,445,0.2957,9354.04,-354.92,-0.0379
5789495,52,7,0.1346,29,0.5577,922.59,210.45,0.2281
5789498,75,25,0.3333,30,0.4,1488.91,-239.3,-0.1607
5789535,4054,530,0.1307,1825,0.4502,398837.41,-5901.03,-0.0148
5793560,248,51,0.2056,106,0.4274,6967.11,-70.77,-0.0102
5794149,51,8,0.1569,23,0.451,1069.4,-194.76,-0.1821
5797970,1977,460,0.2327,886,0.4482,154923.32,1693.17,0.0109
5798268,74,4,0.0541,33,0.4459,3705.05,-214.44,-0.0579
5798334,3541,1074,0.3033,676,0.1909,22418.8,-1881.35,-0.0839
5799454,256,73,0.2852,119,0.4648,2486.78,-34.6,-0.0139
5799615,266,41,0.1541,72,0.2707,6609.68,-970.27,-0.1468
5802057,423,77,0.182,152,0.3593,19619,-3058.65,-0.1559
5802067,1135,386,0.3401,501,0.4414,405373.96,-7582.61,-0.0187
5804882,82,15,0.1829,29,0.3537,48717,-15444.77,-0.317
5808233,33,0,0,13,0.3939,1481.5,22.05,0.0149
5809163,568,104,0.1831,200,0.3521,24230.65,-845.63,-0.0349
5810738,113,29,0.2566,41,0.3628,4356.37,320.52,0.0736
5811626,41,6,0.1463,15,0.3659,967.42,-198.66,-0.2053
5816052,43,8,0.186,12,0.2791,464.94,7.92,0.017
5820225,4339,832,0.1917,1289,0.2971,60493.48,-2028.93,-0.0335
5823154,2780,621,0.2234,1278,0.4597,90643.11,1978.09,0.0218
5824952,3601,762,0.2116,1610,0.4471,322816.84,7642.37,0.0237
5825945,1621,84,0.0518,679,0.4189,40487.96,97.23,0.0024
5826464,97,3,0.0309,32,0.3299,822.33,-72.68,-0.0884
5826794,427,75,0.1756,193,0.452,24950.86,1025.38,0.0411
5827552,1312,348,0.2652,575,0.4383,124290.71,-5677.68,-0.0457
5829383,15137,7507,0.4959,2055,0.1358,232656.16,-16591.37,-0.0713
5832589,36,14,0.3889,14,0.3889,11221.16,-1082.41,-0.0965
5832590,8086,2331,0.2883,1173,0.1451,234964,-21391.3,-0.091
5832970,89,25,0.2809,41,0.4607,1490.23,-414.49,-0.2781
5834378,85,14,0.1647,38,0.4471,546.94,169.72,0.3103
5835115,36,11,0.3056,12,0.3333,47734.02,-7700.91,-0.1613
5835169,35,6,0.1714,19,0.5429,2303.48,257.18,0.1116
5837371,6960,1491,0.2142,1761,0.253,111814.53,-1132.83,-0.0101
5843966,171,73,0.4269,50,0.2924,3093.03,-88.65,-0.0287
5845346,238,41,0.1723,100,0.4202,9752.05,-829.84,-0.0851
5847566,1149,400,0.3481,248,0.2158,14010.26,-586,-0.0418
5849761,2091,555,0.2654,418,0.1999,25894.81,-606.18,-0.0234
5850468,57,17,0.2982,32,0.5614,2680.42,532.42,0.1986
5852326,1040,308,0.2962,274,0.2635,157515.3,-3548.86,-0.0225
5853299,139,24,0.1727,31,0.223,4516.89,-193.93,-0.0429
5854340,152,7,0.0461,25,0.1645,2226.79,96.3,0.0432
5855848,51,12,0.2353,18,0.3529,669.83,-55.34,-0.0826
5859012,887,375,0.4228,382,0.4307,3772.23,-782.16,-0.2073
5860586,4734,786,0.166,1932,0.4081,69240.09,-5227.55,-0.0755
5861445,1508,791,0.5245,679,0.4503,46116.71,-581.43,-0.0126
5862468,84,17,0.2024,32,0.381,3490.77,-192.08,-0.055
5865165,49,11,0.2245,22,0.449,5386.58,-113.97,-0.0212
5869752,332,12,0.0361,160,0.4819,187932.85,24367.16,0.1297
5876333,66,22,0.3333,27,0.4091,44500.99,-4315.43,-0.097
5879580,30,0,0,13,0.4333,130.42,-10.65,-0.0817
5880266,175,40,0.2286,79,0.4514,1703.53,387.3,0.2274
5881605,2075,425,0.2048,589,0.2839,85932.29,-4852.84,-0.0565
5883259,12909,1595,0.1236,5870,0.4547,447745.99,-11884.86,-0.0265
5884139,216,53,0.2454,96,0.4444,3104.33,39.66,0.0128
5884781,122,3,0.0246,54,0.4426,3775.1,332.66,0.0881
5884937,603,2,0.0033,276,0.4577,9570.37,-325.65,-0.034
5885213,67,14,0.209,31,0.4627,25090.3,-3102.04,-0.1236
5886568,93,7,0.0753,19,0.2043,1082,-78.15,-0.0722
5891182,40,6,0.15,13,0.325,2128.42,-418.3,-0.1965
5892108,69,33,0.4783,33,0.4783,6844.76,486.85,0.0711
5892712,370,71,0.1919,160,0.4324,222018.4,-35053.89,-0.1579
5894590,1355,330,0.2435,586,0.4325,30474.75,418.52,0.0137
5900090,352,41,0.1165,141,0.4006,24587.68,1332.29,0.0542
5905786,1985,704,0.3547,903,0.4549,180667.38,4534.08,0.0251
5908399,50,14,0.28,25,0.5,1745.88,286.03,0.1638
