table_id,sec_elapsed,n_orders,n_player,n_rounds,valid_bet,game_pnl
113,7,351293,65976,139006,28598128.6986029127,-964104.7959666358
113,8,367536,68612,140897,29902258.1973466823,-1035116.5571067908
113,9,379675,70787,142041,29792654.7282791547,-1028294.3175058206
113,10,389857,72512,143604,31122359.3341789516,-63426.4004957071
113,11,393397,72746,143404,30701455.5835717142,-660281.3624915309
113,12,395062,73486,143905,30974394.0667196591,145957.1102545956
113,13,393289,73757,143431,32384224.1309996476,-468141.8994415874
113,14,391198,73731,143215,31962671.6651921447,-126954.0057672302
113,15,388015,73469,142673,32217876.5326857577,-686789.7501684134
113,16,390036,73322,143404,32648584.6387967115,-1243913.7306584427
113,17,389180,72959,143931,33526152.9892948689,-162188.8860343255
113,18,390811,72819,144601,34727528.7280790626,-14837.8720598212
113,19,399256,73033,146358,36772495.7634231069,-696353.4504651886
113,20,420546,73821,149791,42471059.7256664785,-666224.0336764538
113,21,460518,75367,155606,48686351.4802875843,-711226.9762483481
113,22,513191,77146,162125,60268999.8936046600,-113662.7009826089
113,23,570082,76404,168517,74039392.9868998973,-1238043.0556192779
113,24,577190,71650,170287,82478206.2886278786,-27123.2371719519
113,25,239460,44082,104926,35107717.2889816287,-685512.5199996175
113,26,2,2,2,125.4391690633,-85.6432084635
115,0,45099,641,39529,219236.8921223173,5834.4155763781
115,1,67960,8950,52932,4307230.9180340452,-127349.1249783683
115,2,170102,24708,100137,15575768.0625796723,-173456.2703393192
115,3,251288,38405,124813,22367273.0957162492,-283421.7139101840
115,4,285347,47430,131469,25256340.7959158697,-257655.6669777497
115,5,304322,53722,133317,25664759.4798426149,-560475.7580999512
115,6,319069,58646,134057,26616080.5979038200,-396896.7815674534
115,7,340278,62531,136953,27338860.4652083463,-628912.1162447507
115,8,353901,65011,138089,28286676.7384902142,-458576.2825825862
115,9,363960,66776,139382,29026978.3429498425,-651040.0133126556
115,10,371869,67794,140763,29259489.0121481270,327246.1558651209
115,11,375178,68983,140240,27877506.6053608791,-903437.1886562924
115,12,376785,69534,140425,29176111.3279651599,-470268.4370361896
115,13,374232,69705,140047,29317960.2608826140,-608325.8964277370
115,14,371171,69607,139743,29333675.5129548130,-663264.0260197543
115,15,371633,70092,139728,30126029.5651475559,-958246.0449890337
115,16,370682,69164,139915,30796664.0656131481,-647056.8074307744
115,17,369758,69355,140288,31564962.7570335482,-636858.7603813971
115,18,371300,69199,141005,32766528.7591567685,-507774.1519234033
115,19,377510,69457,142505,34850335.4094015235,-502364.0216946246
115,20,400703,70611,146576,40462775.6786746086,-429202.7122755578
115,21,438402,72645,152418,46679544.6182754098,-1215037.8908358366
115,22,488434,73952,159294,56331470.9663099207,-853649.5247584154
115,23,540980,73343,165009,71261743.8423857950,-1141121.7698212129
115,24,548593,69085,167230,77712292.0914615167,-1858514.0421502726
115,25,228704,42455,102447,34103930.8869732171,-688374.3649741852
115,26,1,1,1,387.2666718302,-387.2666718302
116,0,43795,596,38612,212690.9811417327,-10140.2723776931
116,1,61415,8405,48152,4058683.6317953678,228842.6471586804
116,2,159303,23281,95714,15100357.7756070215,-153808.3485855225
116,3,233071,35523,120354,21290145.9649012905,15893.4127640220
116,4,261359,44418,126266,23089279.3483093658,-935034.2938018950
116,5,278701,50407,128203,24145855.7372354667,20146.8827039850
116,6,291744,54689,128231,25450791.0356689017,-259411.6005135861
116,7,307333,58418,130511,25206637.4232236131,-691151.9614687737
116,8,323234,61031,132725,25609360.0514924192,-153756.0391146844
116,9,334058,62856,133928,25989006.6263980494,-1103733.2311281302
116,10,340634,63628,134881,26695182.1229668529,-1002872.0867271970
116,11,343885,64800,135178,26295480.2199079011,-811301.4836188000
116,12,345138,65407,135537,26181302.3292510970,-47876.1293014903
116,13,342616,65557,134653,26633158.2899882020,-1384622.8964468638
116,14,338492,65129,134166,26588440.9964001696,-223848.7674427798
116,15,337385,65327,134307,27141316.9411273337,-977731.1268079426
