uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg
147681510,31,204,0.38,0.46,1.0,21.42
147681623,182,552,0.5049,0.5486,1.0,26.29
147681624,27,137,0.4583,0.5957,1.0,23.11
147681828,323,1428,0.4314,0.66,1.0,22.68
147681903,46,278,0.3879,0.4836,1.0,21.52
147681975,16,205,0.5818,0.7082,1.1765,25.75
147682053,51,369,0.4043,0.4545,1.9474,21.2
147682093,35,208,0.5273,0.72,1.0,24.26
147682338,13,152,0.4118,0.9362,0.7838,24.69
147682389,46,144,0.5573,0.6665,1.0,26.48
147682391,87,303,0.4286,0.54,1.0,23.45
147682522,20,505,0.4415,0.5929,3.75,26.8
147682524,29,211,0.6875,0.8776,1.0,34.83
147682605,24,191,0.433,0.5729,1.0,23.04
147682887,27,108,0.5,0.6667,0.875,27.26
147683245,1018,2549,0.44,0.6408,1.0,24.21
147683611,144,268,0.5638,0.6363,1.0,28.74
147684045,380,678,0.617,0.7143,1.0,30.9
147684851,311,1251,0.3469,0.4783,1.0,19.11
147684905,13,600,0.2222,0.3125,5.2,16.92
147684953,1508,20314,0.2245,0.8571,0.76,15.68
147685143,39,163,0.5217,0.5714,1.0,27.28
147685330,99,125,0.4468,0.4815,1.0,24.46
147685401,20,249,0.5635,0.8505,1.0,24.25
147685413,300,617,0.3592,0.4314,1.0,21.52
147685423,200,1293,0.3506,0.5347,1.0,19.63
147685484,68,117,0.4953,0.5294,1.0,25.37
147685621,21,367,0.1667,0.6875,1.0,14.9
147685868,108,307,0.57,0.6735,1.0,28.19
147685999,58,725,0.5208,0.7995,1.0,25.14
147686044,29,287,0.3051,0.5085,1.0,16.62
147686147,74,151,0.5436,0.6573,1.0,28.01
147686246,102,465,0.5155,0.5565,1.0,24.49
147686258,4,123,0.3433,0.98,0.9896,20.75
147686290,65,165,0.44,0.5185,1.0,23.89
147686334,189,1747,0.4468,0.6042,1.0,22.6
147686403,169,3267,0.6531,0.8163,3.0,32.15
147686408,5,124,0.2979,0.75,1.5,16.8
147686535,138,1124,0.4327,0.5445,1.0,24.14
147686685,36,425,0.4882,0.7294,1.0,23.03
147686837,14,190,0.4141,0.8737,1.0,21.79
147687189,24,125,0.5895,0.6807,1.0,25.88
147687218,47,243,0.4375,0.7347,0.45,22.34
147687237,54,301,0.7158,0.9216,1.0,36.5
147687250,45,249,0.625,0.7083,1.0,27.18
147687252,114,577,0.6669,0.84,1.0,31.62
147687304,105,541,0.68,0.9038,0.75,32.74
147687356,66,205,0.2525,0.3876,1.0,16.23
147687489,29,234,0.3636,0.4902,1.0,20.28
147687548,12,349,0.5192,0.8071,2.875,27.42
147687557,64,532,0.3401,0.3673,2.0,18.2
147687668,125,316,0.36,0.4894,1.0,20.84
147687737,59,326,0.4898,0.66,1.0,25.58
147687815,28,135,0.4326,0.5505,1.0,24.36
147687935,28,100,0.3902,0.6034,1.0,20.5
147687958,69,217,0.5769,0.5918,1.0,27.32
147688212,81,1068,0.6078,0.7447,1.1429,27.77
147688230,22,206,0.6125,0.8239,1.25,31.36
147688339,18,185,0.4796,0.7392,1.2,27.44
147688514,266,2107,0.4796,0.6458,1.0,24.33
147688569,175,260,0.4902,0.5741,1.0,24.39
147688594,1589,2280,0.25,0.3137,1.0,15.38
147688648,18,140,0.4014,0.7111,0.9762,20.78
147688767,18,149,0.6326,0.7745,1.0,30.5
147689022,17,130,0.6667,0.8367,1.0,32.88
147689056,329,1472,0.3542,0.8636,0.25,20.98
147689060,69,213,0.5,0.6222,1.0,26.22
147689067,34,193,0.4129,0.5409,0.8889,24.38
147689184,111,486,0.413,0.551,1.0,21.54
147689415,62,291,0.3388,0.4443,1.0,20.45
147689422,58,568,0.5453,0.725,1.183,28.47
147689668,38,294,0.5447,0.6002,1.2917,27.61
147689690,15,128,0.413,0.7347,1.0,25.27
147689926,53,505,0.4091,0.6122,1.6667,22.45
147689949,26,207,0.5938,0.6967,1.0,27.23
147690177,275,1650,0.4808,0.6667,1.0,24.03
147690197,116,477,0.2917,0.347,1.0,15.64
147690202,71,294,0.5424,0.7045,0.8333,25.7
147690233,62,308,0.5503,0.6904,1.0,27.03
147690593,21,173,0.3261,0.58,1.0,19.14
147690597,61,199,0.6735,0.75,1.0,32.97
147690612,19,371,0.5,0.8936,2.0,24.74
147690774,200,495,0.417,0.55,1.0,22.59
147690847,92,506,0.5417,0.6464,1.0,27.65
147690985,100,427,0.5521,0.594,1.0,25.81
147691141,107,917,0.2941,0.5385,1.0,19.06
147691342,998,1902,0.4583,0.606,1.0,24.56
147691635,48,106,0.5478,0.6563,1.0,25.25
147691673,26,218,0.5275,0.7743,1.0,28.54
147691754,86,330,0.4271,0.4787,1.0,23.57
147691862,622,2321,0.4755,0.7156,1.0,25.48
147691923,5,103,0.3922,0.6383,1.6667,23.6
147692024,39,350,0.4375,0.6596,1.0,22.18
147692273,106,166,0.4482,0.459,1.0,22.54
147692296,38,269,0.3887,0.5078,1.0,18.37
147692331,12,248,0.4399,0.8083,1.5479,24.67
147692531,32,479,0.6866,0.734,6.0,31.09
147692579,12,199,0.4847,0.6941,1.1676,25.25
147692781,43,253,0.8125,0.98,0.9375,38.98
147692782,18,135,0.5697,0.7786,1.0,27.22
147692830,45,436,0.5094,0.8421,1.0,32.56
147692875,9,187,0.5,0.8235,1.2727,26.56
147692882,20,102,0.4796,0.7041,1.0,24.35
147692991,18,132,0.3461,0.5085,1.0,19.89
147693034,337,3886,0.4255,0.6458,1.0,23.19
147693067,11,175,0.5,0.9574,1.0,27.09
147693071,180,450,0.4853,0.551,1.0,24.04
147693130,1429,6236,0.5,0.6735,1.0,25.78
147693345,74,403,0.3333,0.6921,1.0,20.18
147693404,20,336,0.5257,0.8545,1.0,25.6
147693433,64,260,0.4509,0.5051,1.0,24.23
147693522,455,2219,0.4286,0.625,1.0,22.26
147693578,42,286,0.353,0.4911,1.0,20.69
147693642,5,197,0.0233,1.0,0.9714,6.6
147693817,12,108,0.7871,0.8429,0.9375,28.0
147693954,96,207,0.48,0.5151,2.0,24.29
147694221,263,1696,0.4,0.56,1.0,22.51
147694270,29,187,0.6087,0.7547,0.875,23.72
147694316,168,1170,0.3499,0.5,1.0,19.32
147694343,170,5906,0.3118,0.5714,2.547,17.62
147694504,283,1186,0.4894,0.6522,1.0,26.69
147694509,49,315,0.5319,0.72,1.0,27.76
147694520,69,1209,0.3878,0.6346,1.7143,21.45
147694557,12,314,0.5639,0.9583,2.3542,25.25
147695023,39,358,0.2885,0.5745,0.9,18.18
147695084,264,1105,0.2679,0.4674,0.9615,18.06
147695153,105,248,0.52,0.5745,1.0,26.2
147695175,35,109,0.6034,0.625,1.0,25.49
147695258,424,1732,0.4753,0.7174,1.0,24.35
147695775,11,138,0.5918,0.7115,1.0,25.09
147695862,172,3067,0.5511,0.8305,1.7321,28.51
147695922,87,180,0.1852,0.234,1.0,13.82
147695954,109,314,0.5306,0.6471,1.0,28.12
147696397,34,178,0.6382,0.8327,0.8167,31.32
147696402,54,224,0.4041,0.5355,1.0,21.37
147696913,26,163,0.47,0.57,1.4167,25.54
147697061,21,117,0.5192,0.6538,1.0,27.76
147697139,6,226,0.1207,0.7818,1.2034,7.83
147697615,27,187,0.38,0.8077,0.8333,22.52
147697652,39,107,0.6731,0.7021,1.0,30.38
147697708,32,190,0.5353,0.7003,1.0,23.91
147698047,30,189,0.3598,0.4919,0.9129,18.67
147698058,22,187,0.5398,0.7353,1.0,28.09
147698180,18,152,0.6184,0.6561,1.1,28.67
147698468,164,1385,0.4681,0.6916,0.9091,24.41
147698730,900,2620,0.5204,0.6735,1.0,26.3
147698742,88,463,0.6701,0.8382,1.0,32.05
147698820,10,171,0.5508,0.6024,2.9565,28.3
147698874,45,435,0.4118,0.7115,1.0,23.16
147698907,113,205,0.7255,0.75,1.0,35.02
147699172,48,112,0.4608,0.5789,1.0,25.46
147699199,9,101,0.5769,0.7292,1.0,30.0
147699363,108,1619,0.6064,0.8607,1.2858,28.33
147699404,143,730,0.6,0.7292,1.0,28.71
147699483,94,189,0.3578,0.4041,1.0,19.21
147699526,3866,13564,0.4423,0.625,1.0,23.47
147700008,66,201,0.5217,0.6907,1.0,26.24
147700193,59,311,0.4792,0.5745,1.0,23.47
147700240,40,179,0.4639,0.5532,1.0,23.85
147700247,43,377,0.38,0.7234,0.9714,22.42
147700337,97,333,0.4746,0.5357,1.0,23.48
147700345,58,137,0.4686,0.5263,1.0,24.72
147700397,8,140,0.2008,0.7627,0.9815,16.63
147700418,299,317,0.5918,0.619,1.0,29.82
147700449,48,115,0.2673,0.3627,1.0,19.38
147700568,284,4161,0.5959,0.6991,2.3333,30.01
147700836,58,125,0.6365,0.6469,1.0,30.16
147701423,271,443,0.4906,0.5,1.0,25.13
147701694,113,818,0.449,0.617,1.0,23.18
147701935,116,180,0.5,0.5189,1.0,26.1
147701965,16,141,0.2613,0.4681,1.0,16.25
147702326,47,442,0.3,0.8772,0.5714,18.09
147702419,31,132,0.5283,0.5882,1.0,25.61
147702714,950,1665,0.4211,0.6042,1.0,21.99
147702840,339,983,0.4792,0.5926,1.0,25.82
147702969,258,707,0.2551,0.3211,1.0,17.26
147703031,27,159,0.5085,0.5424,2.5,27.59
147703108,13,168,0.4565,0.5962,2.0,23.85
147703385,277,1368,0.125,0.2041,2.0,11.75
147703451,1423,2626,0.4222,0.6122,1.0,22.93
147703581,112,333,0.4159,0.4947,1.0,24.6
147703773,133,5150,0.2115,0.3774,4.0,11.81
147704063,43,185,0.3696,0.7292,0.3333,19.74
147704190,43,209,0.4792,0.5714,1.0,23.3
147704299,130,3638,0.6176,0.7791,2.8091,26.62
147704606,68,155,0.4994,0.5301,1.0,25.91
147704681,435,857,0.52,0.6304,1.0,25.94
147704777,78,214,0.4468,0.5162,1.0,23.56
147704875,1217,3994,0.3077,0.7143,0.3333,19.88
147704904,1155,3594,0.3273,0.7018,0.3333,20.22
147705043,61,274,0.4898,0.58,1.0,25.41
147705174,2,294,0.3052,0.7234,7.0,14.5
147705198,18,153,0.6421,0.77,0.9227,29.56
147705244,55,123,0.549,0.6,1.0,26.02
147705391,177,504,0.4375,0.6333,1.0,24.63
147705410,49,124,0.5,0.7627,0.6667,26.8
147705663,3549,37893,0.2745,0.8958,0.5333,17.25
147705862,333,1141,0.54,0.6383,1.0,26.85
147705982,17,183,0.6383,0.7059,3.0,30.12
147706041,66,191,0.5672,0.613,1.0,27.79
147706084,360,847,0.49,0.6122,1.0,24.82
147706111,21,241,0.3654,0.8431,0.6667,23.38
147706138,65,527,0.2414,0.5306,1.0,17.58
147706248,36,292,0.544,0.6395,1.0,25.69
147706450,1,107,0.2609,0.9783,3.1471,12.0
147706696,33,185,0.64,0.7273,1.0,29.85
147706715,64,392,0.4994,0.5985,1.0,24.92
147706722,33,559,0.4898,0.84,1.0,21.39
147706743,147,1971,0.2105,0.7292,0.9796,16.07
147707255,59,848,0.5652,0.9167,1.0,27.73
147707261,98,229,0.4953,0.6084,1.0,25.22
147707436,58,205,0.5153,0.6143,1.0,26.64
147707449,49,666,0.4043,0.5106,2.0,21.8
147707516,30,215,0.4174,0.5526,0.8901,21.03
147707637,809,7738,0.119,0.88,0.3846,11.65
147707675,173,947,0.3265,0.6327,1.0,21.91
147707729,156,185,0.4399,0.4423,1.0,23.29
147707805,117,995,0.5098,0.6735,1.0,25.66
147708009,248,1850,0.4082,0.5652,1.0,21.27
147708031,53,125,0.4118,0.4894,1.0,22.81
147708052,138,495,0.6373,0.7059,1.0,31.28
147708127,8,101,0.5,0.6277,1.0,24.88
147708226,15,110,0.234,0.2979,2.0,16.67
147708229,85,273,0.451,0.5319,1.0,23.35
147708241,171,381,0.6346,0.7174,1.0,31.14
147708258,64,140,0.6197,0.7707,1.0,34.13
147708343,367,1555,0.1458,0.2264,1.0,8.23
147708453,809,25212,0.32,0.52,2.8571,18.12
147708502,106,910,0.5096,0.8139,0.8571,26.72
147708518,348,821,0.5726,0.6733,1.0,28.7
147708537,193,252,0.5778,0.6042,1.0,28.61
147708778,14,140,0.6667,0.9227,1.0,28.79
147708908,35,576,0.449,0.9111,1.0,24.23
147709181,68,1048,0.2889,0.4911,1.0,16.03
147709250,173,257,0.551,0.6122,1.0,28.16
147709315,267,5150,0.1373,0.9167,0.9444,14.3
147709533,160,1785,0.3615,0.5918,1.0,19.86
147710308,384,823,0.4183,0.5453,1.0,22.26
147710466,35,420,0.5532,0.7333,1.1818,27.03
147710498,81,266,0.5532,0.6481,1.0,28.25
147710767,299,1114,0.4386,0.641,1.0,24.17
147710852,150,1205,0.3913,0.5588,1.0,21.09
147710889,26,275,0.4796,0.6637,1.0,25.31
147711145,26,134,0.4233,0.4545,1.0,20.77
147711148,29,403,0.4286,0.8372,1.0,24.41
147711153,81,465,0.5577,0.6346,1.0,27.89
147711267,604,4320,0.3404,0.5554,1.0,19.9
147711354,3882,8067,0.4792,0.5686,1.0,25.13
147711390,10,107,0.4188,0.4792,0.8875,20.5
147711683,251,791,0.4583,0.52,1.0,24.69
147711767,21,161,0.375,0.566,1.0,22.19
147712039,17,644,0.451,0.92,3.0,22.41
147712155,16,190,0.2929,0.8931,0.4383,14.5
147712227,513,3366,0.6,0.6735,3.0,28.67
147712296,22,246,0.4647,0.5745,2.4167,26.18
147712307,113,222,0.4118,0.625,1.0,23.08
147712327,46,195,0.4419,0.5817,1.0,25.83
147712434,156,537,0.5511,0.6157,1.0,27.3
147712453,60,139,0.4724,0.5742,1.0,24.97
147712501,74,328,0.2948,0.3301,2.0,19.97
147712815,9,112,0.42,0.82,1.0,24.22
147712850,63,120,0.5417,0.6875,1.0,29.73
147712870,23,110,0.6078,0.6471,1.0,27.7
147712912,29,276,0.5,0.6875,1.0,25.76
147712918,889,5654,0.4314,0.66,1.0,21.86
147713453,686,4721,0.7708,0.9796,1.0,36.83
147713612,63,341,0.6727,0.7143,1.0,28.86
147713859,16,104,0.6019,0.8723,0.95,31.19
147713902,265,2197,0.541,0.7292,1.0,29.05
147713946,29,829,0.2917,0.6,1.6154,15.24
147713997,42,323,0.5103,0.6635,1.0,26.62
147714088,97,613,0.3393,0.5,1.0,19.64
147714241,128,926,0.4858,0.6901,1.0,24.27
147714369,8,105,0.443,0.7208,1.2222,24.25
147714383,530,3494,0.2372,0.394,1.0,15.68
147714448,30,415,0.4792,0.6923,1.0,26.53
147714615,1224,50782,0.0208,1.0,0.9787,3.01
147714620,22,182,0.6063,0.8889,0.8516,22.91
147714833,147,312,0.0588,0.1346,1.0,9.03
147714876,113,198,0.5,0.5179,1.0,24.22
147714901,196,415,0.5106,0.6494,1.0,26.36
147714969,379,11400,0.3,0.6383,1.525,16.34
147715013,19,110,0.38,0.54,0.8333,22.42
147715102,21,159,0.3261,0.5581,0.8182,16.1
147715173,301,755,0.1915,0.36,1.0,14.75
147715273,39,631,0.4,0.78,1.0,21.64
147715577,80,150,0.5051,0.5445,1.0,25.05
147715578,63,100,0.4898,0.4898,1.0,25.48
147715587,19,157,0.3404,0.5918,0.75,19.58
147715636,109,1141,0.4583,0.6727,1.0,25.34
147715796,108,154,0.62,0.6399,1.0,29.19
147715811,16,164,0.43,0.6087,1.0,22.25
147715903,41,124,0.4565,0.7708,0.3636,23.78
147716060,19,160,0.3725,0.4792,0.8571,18.74
147716261,155,318,0.3966,0.5625,1.0,22.58
147716448,41,105,0.7234,0.78,1.0,34.95
147716494,48,1553,0.5392,0.729,4.5623,27.04
147716507,10,253,0.4787,0.7006,3.125,26.6
147716522,155,453,0.5714,0.6531,1.0,26.97
147716578,8,104,0.5357,0.8465,0.9006,25.5
147716753,19,104,0.3556,0.3864,1.0,17.0
147716802,15,200,0.5556,0.875,1.0,20.87
147716875,10,112,0.3246,0.9694,0.6312,21.7
147716997,17,267,0.3846,0.5,4.0,23.41
147717065,69,110,0.4681,0.5957,1.0,25.09
147717095,4,127,0.2821,0.3873,3.4444,14.25
147717108,64,155,0.4951,0.537,1.0,24.06
147717198,471,5102,0.4255,0.7174,1.0,22.37
147717524,83,541,0.3673,0.4348,1.2857,19.35
147717604,6,216,0.3197,0.7124,2.4583,18.33
147717608,3206,13130,0.4286,0.766,0.5714,23.51
147717744,12,131,0.0321,0.576,0.746,9.92
147717857,63,533,0.4667,0.6444,1.0,24.83
147717896,138,430,0.4792,0.5859,1.0,25.25
147718537,92,138,0.4479,0.4652,1.0,23.38
147718626,14,210,0.3922,0.7242,1.0,19.43
147718695,4,128,0.3573,0.5062,2.5563,15.5
147718755,5,103,0.62,0.68,1.5,28.8
147718764,24,249,0.4688,0.5677,1.9167,20.5
147718802,45,227,0.4255,0.6735,0.75,24.69
147719260,101,737,0.2128,0.82,0.4545,16.54
147719509,54,220,0.2361,0.2989,1.4143,14.26
147719546,9,180,0.3478,0.4444,1.0,18.56
147719547,179,1925,0.4167,0.54,3.0,22.07
147719571,110,1464,0.2292,0.7287,1.0,17.73
147719591,33,1468,0.4231,0.68,2.913,19.76
147719615,32,366,0.3787,0.5355,2.0,21.59
147719693,53,100,0.4615,0.4894,1.0,25.11
147720078,27,268,0.38,0.6596,1.0,20.44
147720084,278,591,0.5,0.5618,1.0,25.79
147720089,181,303,0.5714,0.6038,1.0,26.82
147720445,68,455,0.4653,0.6021,1.0,24.93
147720863,30,192,0.2895,0.4949,0.9,18.37
147721033,14,177,0.6152,0.7709,2.1474,30.57
147721043,16,252,0.2665,0.6519,0.9438,17.06
147721065,24,192,0.1205,0.2315,1.0,8.5
147721243,31,191,0.4419,0.587,0.9,23.45
147721353,69,272,0.6136,0.7234,1.0,27.42
147721374,58,575,0.5,0.6515,1.0,25.43
147721393,1269,15558,0.1579,0.8846,0.6471,15.3
147721481,107,163,0.58,0.5918,1.0,28.92
147721543,36,149,0.4367,0.5415,0.8452,23.97
147721560,90,1201,0.4218,0.7825,0.9677,21.74
147721678,11,118,0.38,0.8,1.0,22.91
147721786,250,2067,0.4858,0.6538,1.0,24.78
147721811,32,214,0.4636,0.6339,1.0,28.69
147721822,110,543,0.544,0.6301,1.0,27.08
147721885,14,163,0.327,0.7654,1.0,20.5
147721946,53,283,0.3333,0.6786,0.6,19.08
147722051,43,236,0.58,0.6667,1.0,24.93
147722184,31,177,0.5385,0.6786,0.9091,26.32
147722217,135,309,0.3542,0.383,1.0,20.2
147722253,92,152,0.5098,0.5715,1.0,26.29
147722325,157,212,0.6087,0.6275,1.0,28.53
147722487,27,213,0.2292,0.4386,1.0,18.37
147722678,105,641,0.3261,0.78,0.5833,20.04
147722712,15,124,0.5102,0.7174,1.0,27.87
147722845,37,220,0.4792,0.6545,0.8,24.65
147723022,119,193,0.5686,0.625,1.0,28.43
147723054,46,316,0.3815,0.6473,1.0,23.54
147723190,2433,4388,0.6136,0.7556,1.0,29.72
147723466,13,141,0.32,0.7,0.8889,20.62
147723539,21,282,0.4681,0.5435,2.75,26.0
147723583,47,1100,0.449,0.7647,1.85,23.81
147723592,50,374,0.5294,0.7021,1.0,27.88
147723600,17,105,0.7021,0.8909,0.7619,34.65
147723791,25,179,0.4107,0.7,0.9412,22.68
147723846,59,118,0.5192,0.549,1.0,25.68
147723900,528,1475,0.5339,0.6083,1.0,27.07
147723963,47,298,0.52,0.6667,1.0,24.57
147724056,36,289,0.3297,0.861,0.5278,21.75
147724061,87,517,0.5918,0.766,1.0,27.66
147724856,24,235,0.3519,0.8176,1.0,23.04
147724939,14,181,0.3776,0.6961,1.0,22.86
147724954,245,658,0.4894,0.5417,1.0,24.96
147724985,32,102,0.4175,0.5283,1.0,24.38
147725027,16,160,0.2613,0.5689,1.0,17.56
147725207,30,315,0.5236,0.7267,1.0,25.13
147725397,245,498,0.551,0.6364,1.0,28.4
147725538,54,570,0.4508,0.6561,1.0,22.41
147725619,3,152,0.1739,0.6522,3.4211,12.67
147725635,8,101,0.3329,0.97,0.9722,22.38
147725667,44,250,0.4404,0.7036,0.6056,22.84
147725795,3,127,0.0962,0.5102,2.84,11.33
147725877,55,154,0.4909,0.625,1.0,27.02
147725897,44,167,0.5554,0.6185,1.0,28.75
147726202,291,1423,0.4468,0.6122,1.0,23.43
147726236,21,174,0.5111,0.7826,1.0,25.05
147726290,93,488,0.0667,0.1915,1.0,7.98
147726367,83,202,0.54,0.6667,1.0,26.72
147726453,38,697,0.4949,0.5462,4.0,23.53
147726492,157,1247,0.6863,0.8235,1.0,32.8
147726881,8,135,0.5734,0.7685,1.25,25.5
147727319,72,167,0.6104,0.7054,1.0,30.88
147727324,56,651,0.3918,0.7158,1.0,21.77
147727385,51,233,0.4082,0.6087,1.0,21.94
147727783,15,194,0.3778,0.6875,1.0,18.67
147728037,69,151,0.5185,0.6596,1.0,25.75
147728038,57,139,0.4792,0.5106,1.0,26.98
147728455,19,192,0.1064,0.3,1.0,10.68
147728500,28,102,0.4729,0.5431,1.0,25.54
147728813,19,221,0.4783,0.6939,1.0,21.16
147728953,136,569,0.245,0.75,0.2857,17.91
147729228,40,153,0.5412,0.6168,1.0,24.5
147729241,275,6443,0.38,0.9149,1.0233,20.68
147729277,25,161,0.4667,0.6875,1.0,26.32
147729513,43,173,0.6667,0.7451,1.0,30.07
147729534,23,197,0.4792,0.6957,1.0,23.74
147729575,30,166,0.52,0.7327,1.0,25.73
147729622,98,128,0.56,0.5735,1.0,30.3
147729624,67,295,0.4894,0.6458,1.0,25.21
147729827,9,130,0.4565,0.8163,0.9487,25.89
147730406,56,380,0.5817,0.7525,1.5278,30.23
147730467,91,3312,0.2826,0.4694,4.0,16.59
147730480,8,131,0.2486,0.5833,0.8019,13.0
147730575,43,169,0.551,0.6522,1.0,28.16
147730740,468,3119,0.4951,0.7292,1.0,25.55
147731086,59,779,0.4348,0.7234,1.0,23.02
147731224,17,122,0.5102,0.6809,0.6667,23.53
147731430,162,575,0.3333,0.5895,0.75,18.88
147731495,267,931,0.6327,0.72,1.0,31.42
147731511,5,227,0.4286,0.6923,2.4444,20.4
147731752,383,846,0.5417,0.625,1.0,27.81
147731953,21,182,0.5686,0.7647,1.7143,25.1
147732210,7,108,0.0217,0.6739,1.0,9.86
147732219,46,975,0.3567,0.5696,1.7083,19.67
147732344,20,128,0.5529,0.6874,1.0,29.05
147732405,46,178,0.6225,0.7117,1.0,31.07
147732484,397,1016,0.4655,0.7241,1.0,25.43
147732629,630,1759,0.7011,0.7755,1.0,33.77
147732643,12,351,0.2763,0.4264,2.3077,17.92
147732668,36,355,0.5111,0.8168,0.8182,23.92
147732690,9,127,0.3125,0.94,0.7857,17.33
147733327,29,307,0.1154,0.2653,1.0,6.07
147733338,16,100,0.5256,0.678,1.0,28.44
147733556,125,264,0.32,0.5185,1.0,21.96
147733582,47,107,0.5111,0.68,1.0,26.49
147733651,43,184,0.2292,0.3462,0.75,14.3
147733664,29,110,0.4167,0.6538,0.5,22.93
147733813,9,168,0.1132,0.875,0.8537,16.78
147734084,25,134,0.5208,0.6364,1.0,24.2
147734134,99,1006,0.2857,0.4348,1.0,17.36
147734141,25,152,0.42,0.6034,1.0,26.0
147734172,325,1185,0.2609,0.7083,0.2727,17.67
147734271,35,172,0.5102,0.537,1.0,26.77
147734739,10,130,0.4088,0.8878,1.0,21.7
147734922,18,263,0.3841,0.7476,1.0729,21.44
147735197,99,997,0.38,0.58,1.0,20.69
147735427,27,378,0.7234,1.0,1.0,31.78
147735644,31,255,0.4314,0.5106,1.1429,24.39
147735897,38,206,0.2886,0.7082,0.6339,22.68
147735924,34,216,0.4906,0.7854,0.5,23.59
147735929,16,361,0.5158,0.9259,1.4743,27.31
147736024,10,259,0.2516,0.9896,0.8496,12.2
147736038,44,244,0.2842,0.8052,0.5,21.2
147736226,863,2408,0.451,0.6667,1.0,23.44
147736485,1,162,0.2679,0.875,4.6286,15.0
147736514,246,598,0.6526,0.7524,1.0,32.57
147736576,61,243,0.54,0.5849,1.0,26.13
147737084,201,391,0.4375,0.6042,1.0,21.84
147737382,1305,2022,0.2653,0.3654,1.0,18.87
147737463,114,300,0.5209,0.6079,1.0,26.24
147737647,61,259,0.52,0.62,1.0,25.07
147737657,7,103,0.3333,0.94,1.125,24.29
147737713,32,137,0.6298,0.6795,1.0,31.38
147737786,51,609,0.5577,0.64,2.0,29.39
147737838,33,107,0.6154,0.6863,1.0,29.82
147737848,50,399,0.2501,0.7361,0.5068,16.28
147737903,136,809,0.4564,0.5714,1.0,24.4
147738693,9,137,0.3137,0.75,1.0,16.56
147738727,7,140,0.3269,0.9792,0.6829,17.29
147739105,37,253,0.4118,0.7917,0.8485,23.86
147739321,13,246,0.5455,1.0,1.0,25.31
147739325,10,186,0.1789,0.57,1.0,8.4
147739438,34,653,0.4753,0.6417,2.5,25.12
147739452,50,407,0.5,0.6835,1.0,25.98
147739474,45,317,0.5,0.8261,0.7778,26.76
147739531,46,287,0.6991,0.8061,1.0,32.39
147739741,36,298,0.494,0.6948,1.0,24.31
147739900,13,173,0.413,0.7872,1.0,24.31
147739953,52,147,0.5047,0.7358,1.0,25.56
147739996,64,298,0.4183,0.5359,1.0,22.63
147740062,29,165,0.5217,0.5833,2.0,26.31
147740191,33,215,0.339,0.5,1.0,20.67
147740400,54,932,0.3717,0.549,1.5403,19.7
147740465,119,1463,0.6042,0.8431,1.0,27.86
147740623,25,112,0.2951,0.3958,1.0,21.44
147740655,21,247,0.4528,0.56,2.0,21.62
147740811,34,235,0.6,0.7589,1.0,26.62
147740813,62,107,0.5729,0.5938,1.0,29.31
147740951,44,168,0.4281,0.5663,0.7917,22.18
147740952,32,130,0.3955,0.4744,1.0,21.38
147741000,30,167,0.2746,0.4124,0.8661,19.63
147741008,15,159,0.3125,0.5111,1.0,19.2
147741009,20,221,0.5516,0.8278,1.0323,27.65
147741047,14,121,0.4545,0.6878,0.9792,24.07
147741115,6,114,0.2072,0.5714,1.0,12.83
147741208,43,276,0.5417,0.6111,1.3333,27.16
147741269,25,247,0.44,0.5714,1.6667,25.96
147741270,88,167,0.4673,0.5555,1.0,24.33
147741674,1363,3012,0.4898,0.5745,1.0,23.86
147741837,636,6364,0.4361,0.6735,1.0,23.27
147741941,7,131,0.3333,0.4902,2.0,17.71
147742008,43,129,0.6809,0.8,1.0,33.49
147742160,56,433,0.2756,0.3854,1.0,16.57
147742687,263,2620,0.5833,0.7333,1.4286,29.03
147742711,33,290,0.3125,0.4667,0.9167,16.88
147743458,66,164,0.5345,0.6276,1.0,27.83
147743623,12,120,0.6382,0.6847,1.0,26.67
147743723,84,700,0.5857,0.7127,1.4416,28.26
147744106,324,1122,0.5368,0.6161,1.0,26.13
147744188,14,174,0.2146,0.5326,1.0,12.36
147744205,135,299,0.5,0.6939,1.0,26.59
147744272,75,432,0.449,0.5472,1.0,22.41
147744403,42,115,0.5789,0.6835,1.0,28.79
147744414,74,152,0.4658,0.4754,1.0,23.35
147744443,8,137,0.3817,0.6523,1.5625,20.5
147744506,64,198,0.5917,0.6735,1.0,28.67
147744603,29,166,0.46,0.6327,1.0,23.66
147744770,250,611,0.6238,0.6737,1.0,30.6
147744814,1258,18017,0.6596,0.9223,1.0,31.37
147744897,12,116,0.6797,0.8082,1.0,27.92
147745019,1554,5199,0.5102,0.7048,1.0,26.62
147745079,45,108,0.5745,0.6042,1.0,28.76
147745209,1,119,0.34,0.86,4.4074,17.0
147745585,93,143,0.58,0.6182,1.0,27.8
147745738,112,1773,0.5566,0.96,1.0935,28.17
147745786,523,2461,0.5294,0.6383,1.0,26.89
147745842,32,265,0.7215,0.8321,1.5375,35.16
147745898,8,313,0.3191,0.6597,2.4643,15.0
147745965,51,217,0.5652,0.6383,1.0,28.61
147746047,52,293,0.3503,0.7491,0.4135,19.31
147746358,38,107,0.5801,0.6499,1.0,29.68
147746366,22,522,0.3299,0.5053,1.8487,18.73
147746392,3,144,0.551,0.8367,5.7143,33.67
