TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,COLUMN_COMMENT
ods_a168_payment_order,22,ods_table_name,varchar,ODS表名
ods_a168_payment_order,23,sync_time,datetime,同步时间
ods_a168_payment_platform,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_platform,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_platform,3,id,varchar,source_type=int(11); 
ods_a168_payment_platform,4,code,varchar,source_type=int(11); 代碼
ods_a168_payment_platform,5,name,varchar,source_type=varchar(20); 支付平台名稱
ods_a168_payment_platform,6,url,varchar,source_type=varchar(200); API網址
ods_a168_payment_platform,7,queryURL,varchar,source_type=varchar(200); 訂單查詢網址
ods_a168_payment_platform,8,return_url,varchar,source_type=varchar(200); 前端通知網址
ods_a168_payment_platform,9,notice_url,varchar,source_type=varchar(200); 異步通知網址
ods_a168_payment_platform,10,type,varchar,source_type=int(1); 類型 1:存 2:提
ods_a168_payment_platform,11,status,varchar,source_type=int(1); 啟停用
ods_a168_payment_platform,12,remark,varchar,source_type=varchar(20); 備註
ods_a168_payment_platform,13,build_time,varchar,source_type=timestamp; 建立時間
ods_a168_payment_platform,14,op_utp,varchar,source_type=varchar(1); 操作者utp
ods_a168_payment_platform,15,op_level,varchar,source_type=int(11); 操作者層級
ods_a168_payment_platform,16,op_mid,varchar,source_type=int(11); 操作者編號
ods_a168_payment_platform,17,op_time,varchar,source_type=datetime; 操作時間
ods_a168_payment_platform,18,op_ip,varchar,source_type=varchar(128); 操作者ip
ods_a168_payment_platform,19,source_db,varchar,来源库
ods_a168_payment_platform,20,source_table,varchar,来源表
ods_a168_payment_platform,21,ods_table_name,varchar,ODS表名
ods_a168_payment_platform,22,sync_time,datetime,同步时间
ods_a168_payment_setting,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_setting,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_setting,3,id,varchar,source_type=int(11); 
ods_a168_payment_setting,4,code,varchar,source_type=int(11); 平台代碼
ods_a168_payment_setting,5,lv_id,varchar,source_type=int(11); 
ods_a168_payment_setting,6,pm_id,varchar,source_type=int(11); payment_method id
ods_a168_payment_setting,7,name,varchar,source_type=varchar(20); 支付名稱
ods_a168_payment_setting,8,currency,varchar,source_type=varchar(8); 幣別
ods_a168_payment_setting,9,MerchantID,varchar,source_type=varchar(50); 商戶號
ods_a168_payment_setting,10,MerchantKeyPub,varchar,source_type=text; 商戶公鑰
ods_a168_payment_setting,11,MerchantKey,varchar,source_type=text; 商戶密鑰
ods_a168_payment_setting,12,single_min,varchar,"source_type=decimal(16,2); 單筆最低金額"
ods_a168_payment_setting,13,single_max,varchar,"source_type=decimal(16,2); 單筆最高金額"
ods_a168_payment_setting,14,extra,varchar,source_type=text; 其他資料 (json)
ods_a168_payment_setting,15,status,varchar,source_type=int(1); 啟停用
ods_a168_payment_setting,16,remark,varchar,source_type=varchar(20); 備註
ods_a168_payment_setting,17,build_time,varchar,source_type=timestamp; 建立時間
ods_a168_payment_setting,18,op_utp,varchar,source_type=varchar(1); 操作utp
ods_a168_payment_setting,19,op_level,varchar,source_type=int(11); 操作者層級
ods_a168_payment_setting,20,op_mid,varchar,source_type=int(11); 操作者編號
ods_a168_payment_setting,21,op_time,varchar,source_type=datetime; 操作時間
ods_a168_payment_setting,22,op_ip,varchar,source_type=varchar(128); 操作者ip
ods_a168_payment_setting,23,source_db,varchar,来源库
ods_a168_payment_setting,24,source_table,varchar,来源表
ods_a168_payment_setting,25,ods_table_name,varchar,ODS表名
ods_a168_payment_setting,26,sync_time,datetime,同步时间
ods_a168_payment_type,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_type,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_type,3,type,varchar,source_type=varchar(10); 
ods_a168_payment_type,4,cnname,varchar,source_type=varchar(20); 
ods_a168_payment_type,5,twname,varchar,source_type=varchar(20); 
ods_a168_payment_type,6,enname,varchar,source_type=varchar(20); 
ods_a168_payment_type,7,inname,varchar,source_type=varchar(20); 
ods_a168_payment_type,8,janame,varchar,source_type=varchar(20); 
ods_a168_payment_type,9,koname,varchar,source_type=varchar(20); 
ods_a168_payment_type,10,thname,varchar,source_type=varchar(20); 
ods_a168_payment_type,11,viname,varchar,source_type=varchar(20); 
ods_a168_payment_type,12,hiname,varchar,source_type=varchar(20); 
ods_a168_payment_type,13,msname,varchar,source_type=varchar(20); 
ods_a168_payment_type,14,source_db,varchar,来源库
ods_a168_payment_type,15,source_table,varchar,来源表
ods_a168_payment_type,16,ods_table_name,varchar,ODS表名
ods_a168_payment_type,17,sync_time,datetime,同步时间
ods_a168_wallet_dtl,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_wallet_dtl,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_wallet_dtl,3,id,varchar,source_type=bigint(20); 
ods_a168_wallet_dtl,4,user,varchar,source_type=varchar(30); 
ods_a168_wallet_dtl,5,requestDate,varchar,source_type=datetime; 我方請求時間
ods_a168_wallet_dtl,6,responseDate,varchar,source_type=timestamp; 對方回應時間
ods_a168_wallet_dtl,7,money,varchar,"source_type=decimal(15,4); 處理金錢"
ods_a168_wallet_dtl,8,cash,varchar,"source_type=decimal(15,4); 當前金額"
ods_a168_wallet_dtl,9,type,varchar,source_type=tinyint(1); 0:取餘額 1:加點 2:扣點
ods_a168_wallet_dtl,10,game_detail,varchar,source_type=varchar(200); 遊戲伺服器註解
ods_a168_wallet_dtl,11,bet_detail,varchar,source_type=text; 
ods_a168_wallet_dtl,12,detail,varchar,source_type=text; 
ods_a168_wallet_dtl,13,status,varchar,source_type=tinyint(1); 0:未處理 1:成功 2:失敗  3.回滾
ods_a168_wallet_dtl,14,feedback_id,varchar,source_type=int(11); 
ods_a168_wallet_dtl,15,gtype,varchar,source_type=int(3); 
ods_a168_wallet_dtl,16,feedback_status,varchar,"source_type=tinyint(1); 0,未處理 1,成功 2,失敗"
ods_a168_wallet_dtl,17,source_db,varchar,来源库
ods_a168_wallet_dtl,18,source_table,varchar,来源表
ods_a168_wallet_dtl,19,ods_table_name,varchar,ODS表名
ods_a168_wallet_dtl,20,sync_time,datetime,同步时间
ods_a168_wallet_feedbackerr,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_wallet_feedbackerr,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_wallet_feedbackerr,3,id,varchar,source_type=int(11); 
ods_a168_wallet_feedbackerr,4,dealid,varchar,source_type=bigint(20); 交易流水號
ods_a168_wallet_feedbackerr,5,money,varchar,"source_type=decimal(12,4); "
ods_a168_wallet_feedbackerr,6,type,varchar,source_type=int(1); 1:加點2:扣點
ods_a168_wallet_feedbackerr,7,retry,varchar,source_type=int(1); 重試次數
ods_a168_wallet_feedbackerr,8,errorCode,varchar,source_type=int(11); 
ods_a168_wallet_feedbackerr,9,errorMessage,varchar,source_type=varchar(255); 錯誤訊息
ods_a168_wallet_feedbackerr,10,wirteLogDate,varchar,source_type=datetime; 
ods_a168_wallet_feedbackerr,11,success,varchar,"source_type=enum(''Y'',''N''); "
ods_a168_wallet_feedbackerr,12,source_db,varchar,来源库
ods_a168_wallet_feedbackerr,13,source_table,varchar,来源表
ods_a168_wallet_feedbackerr,14,ods_table_name,varchar,ODS表名
ods_a168_wallet_feedbackerr,15,sync_time,datetime,同步时间
ods_a168_wallet_reporter,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_wallet_reporter,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_wallet_reporter,3,id,varchar,source_type=int(11); 序號	
ods_a168_wallet_reporter,4,bet02,varchar,source_type=int(11); 遊戲類別
ods_a168_wallet_reporter,5,bet03,varchar,source_type=int(11); 期數
ods_a168_wallet_reporter,6,bet04,varchar,source_type=int(11); 局號
ods_a168_wallet_reporter,7,bet22,varchar,source_type=int(11); 代理
ods_a168_wallet_reporter,8,category,varchar,source_type=int(11); 類型
ods_a168_wallet_reporter,9,time,varchar,source_type=datetime; 紀錄時間
ods_a168_wallet_reporter,10,status,varchar,"source_type=enum(''Y'',''N'',''P'',''X''); 狀態 N:未處理,Y:已處理,P:處理中, X: 處理失敗"
ods_a168_wallet_reporter,11,reason,varchar,source_type=int(3); 原因
ods_a168_wallet_reporter,12,error_times,varchar,source_type=int(3); 錯誤次數
ods_a168_wallet_reporter,13,update_at,varchar,source_type=datetime; 更新時間
ods_a168_wallet_reporter,14,source_db,varchar,来源库
ods_a168_wallet_reporter,15,source_table,varchar,来源表
ods_a168_wallet_reporter,16,ods_table_name,varchar,ODS表名
ods_a168_wallet_reporter,17,sync_time,datetime,同步时间
ods_a168_wallet_reporter_copy,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_wallet_reporter_copy,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_wallet_reporter_copy,3,id,varchar,source_type=int(11); 序號	
ods_a168_wallet_reporter_copy,4,bet02,varchar,source_type=int(11); 遊戲類別
ods_a168_wallet_reporter_copy,5,bet03,varchar,source_type=int(11); 期數
ods_a168_wallet_reporter_copy,6,bet04,varchar,source_type=int(11); 局號
ods_a168_wallet_reporter_copy,7,bet22,varchar,source_type=int(11); 代理
ods_a168_wallet_reporter_copy,8,category,varchar,source_type=int(11); 類型
ods_a168_wallet_reporter_copy,9,time,varchar,source_type=datetime; 紀錄時間
ods_a168_wallet_reporter_copy,10,status,varchar,"source_type=enum(''Y'',''N'',''P'',''X''); 狀態 N:未處理,Y:已處理,P:處理中, X: 處理失敗"
ods_a168_wallet_reporter_copy,11,reason,varchar,source_type=int(3); 原因
ods_a168_wallet_reporter_copy,12,error_times,varchar,source_type=int(3); 錯誤次數
ods_a168_wallet_reporter_copy,13,update_at,varchar,source_type=datetime; 更新時間
ods_a168_wallet_reporter_copy,14,source_db,varchar,来源库
ods_a168_wallet_reporter_copy,15,source_table,varchar,来源表
ods_a168_wallet_reporter_copy,16,ods_table_name,varchar,ODS表名
ods_a168_wallet_reporter_copy,17,sync_time,datetime,同步时间
