member_id,bet_month,zero_kind,vb_sum_state,n_orders,n_rounds_month,n_days_month,n_tables_month,n_vb_null,n_vb_blank,n_vb_true_zero,n_vb_positive,vb_null_share,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_order_nocomm,n_hedge_rounds,n_hedge_eq,n_zero_pnl_rounds,hedge_eq_share,verdict_hint
2968308,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,18.7457396046,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
2977254,2026-05-01,游戏输赢为零,有值,3,2,2,1,0,0,0,3,0E-7,126.0371809684,126.0371809684,0E-10,1.0082974477,3,0,0,0,0E-7,两者皆低·判UNKNOWN
3337573,2026-05-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,34.4530577088,34.4530577088,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
5393876,2026-06-01,游戏输赢为零,有值,8,8,1,3,0,0,0,8,0E-7,1800.0874328184,1800.0874328184,0E-10,0E-10,8,0,0,0,0E-7,两者皆低·判UNKNOWN
5707215,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,10.3782886202,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
5787328,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,12.9728607753,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
5867496,2026-04-01,洗码与输赢皆为零,有值,2,2,1,1,0,0,2,0,0E-7,0E-10,392.6393215193,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
5905805,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,213.5292107960,213.5292107960,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
5938783,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,300.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
6027581,2026-04-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
6027581,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,300.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
6053742,2026-03-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,105.3269083920,105.3269083920,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
6089756,2026-03-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,88.0359186548,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
6220813,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,202.0365282043,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
6265097,2026-06-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
6384036,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,38.7266671830,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
9177886,2026-07-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
10565225,2026-06-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
10704813,2026-05-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
10950446,2026-07-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,1732.6518236160,1732.6518236160,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN
11184930,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,2043.9030372400,2043.9030372400,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
11190640,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,20.2036528204,0E-10,0E-10,1,0,0,1,0E-7,两者皆低·判UNKNOWN
11340921,2026-04-01,游戏输赢为零,有值,12,12,1,4,0,0,0,12,0E-7,2990.0624395390,2990.0624395390,0E-10,0E-10,11,0,0,0,0E-7,两者皆低·判UNKNOWN
11874098,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,7.7055454242,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
12450571,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,10.2195151862,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
13115221,2026-05-01,洗码与输赢皆为零,有值,2,2,1,1,0,0,2,0,0E-7,0E-10,600.0000000000,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
13279650,2026-03-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,110.0448983185,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
14479911,2026-07-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,5.1635556244,5.1635556244,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
14523470,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,42.5863850062,42.5863850062,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
14928524,2026-05-01,游戏输赢为零,有值,4,4,1,1,0,0,0,4,0E-7,129.7286077526,129.7286077526,0E-10,0E-10,4,0,0,0,0E-7,两者皆低·判UNKNOWN
15991945,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,7.9823547947,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
16086992,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,204.3903037240,204.3903037240,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
16490968,2026-04-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,100.0000000000,100.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
18270158,2026-05-01,洗码与输赢皆为零,有值,2,2,1,1,0,0,2,0,0E-7,0E-10,126.0371809684,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
20128222,2026-05-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,51.8914431010,51.8914431010,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
20316093,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,42.1647376300,42.1647376300,0E-10,0.3373179010,0,0,0,0,0E-7,两者皆低·判UNKNOWN
20517670,2026-03-01,游戏输赢为零,有值,3,3,1,1,0,0,0,3,0E-7,526.6345419596,526.6345419596,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
20716025,2026-05-01,游戏输赢为零,有值,8,8,1,4,0,0,1,7,0E-7,760.0000000000,820.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
20807460,2026-06-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,4.1542903434,4.1542903434,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
21538046,2026-05-01,游戏输赢为零,有值,7,4,1,1,0,0,1,6,0E-7,33.6099149248,50.4148723873,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
21724789,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,83.1808351356,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
21873436,2026-03-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,40.0000000000,40.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
21873436,2026-06-01,游戏输赢为零,有值,2,2,2,2,0,0,0,2,0E-7,40.0000000000,40.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
22133809,2026-05-01,游戏输赢为零,有值,6,6,2,3,0,0,0,6,0E-7,29.4086755592,29.4086755592,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
22566014,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,129.0888906101,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
22869522,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,5.2351909536,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
22946973,2026-03-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,107.1701292888,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
22957579,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,16.8658950520,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
23044612,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,10.0000000000,0E-10,0E-10,1,0,0,1,0E-7,两者皆低·判UNKNOWN
23384215,2026-05-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,21.0061968280,21.0061968280,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
23528071,2026-03-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,163.2653061224,163.2653061224,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
23588540,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,12.4539463442,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
23954240,2026-06-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,207.7145171676,207.7145171676,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN
24229056,2026-04-01,游戏输赢为零,有值,7,7,1,2,0,0,1,6,0E-7,316.2355322244,400.5650074842,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
25912114,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,170.4158145876,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
25951661,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,861.2151746114,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
26895667,2026-06-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,100.0000000000,100.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
27042013,2026-05-01,游戏输赢为零,有值,5,5,1,1,0,0,1,4,0E-7,8.4024787312,10.5030984140,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
27129136,2026-07-01,游戏输赢为零,有值,4,4,1,3,0,0,2,2,0E-7,40.8780607448,81.7561214896,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
27565143,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,700.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
27573706,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,103.8572585838,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
29783967,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,129.0888906101,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
29785758,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,63.2471064449,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
30194984,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,8.3180835136,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
30353138,2026-07-01,游戏输赢为零,有值,4,4,1,3,0,0,0,4,0E-7,8541.1684318416,8541.1684318416,0E-10,0E-10,4,0,0,0,0E-7,两者皆低·判UNKNOWN
30717451,2026-06-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,25.7155347546,25.7155347546,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
30967144,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,47.3784781300,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
31046828,2026-08-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,100.0000000000,100.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
31091503,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,25.7155347545,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
31123720,2026-04-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,42.1647376300,42.1647376300,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN
31462722,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,42.1647376299,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
31470754,2026-05-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,100.0000000000,100.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
31503102,2026-03-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,95.2650416356,95.2650416356,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
33461006,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,2.0203652820,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
33466650,2026-06-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,200.0000000000,200.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
33499323,2026-07-01,游戏输赢为零,有值,4,4,1,4,0,0,0,4,0E-7,240.0000000000,240.0000000000,0E-10,0E-10,4,0,0,0,0E-7,两者皆低·判UNKNOWN
33674939,2026-03-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,6.1625143058,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
34179280,2026-06-01,游戏输赢为零,有值,6,6,2,3,0,0,0,6,0E-7,4010.0000000000,4010.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
34214740,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,135.8695652174,135.8695652174,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
34324545,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,20.2036528204,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
34519820,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,78.5278643039,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
34575187,2026-07-01,游戏输赢为零,有值,3,3,1,1,0,0,0,3,0E-7,40.8780607448,40.8780607448,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
34873716,2026-07-01,游戏输赢为零,有值,3,3,1,1,0,0,1,2,0E-7,45.4825103070,64.4335562683,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
34937283,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,26.1759547680,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
34991329,2026-06-01,游戏输赢为零,有值,4,4,1,1,0,0,0,4,0E-7,690.7269901572,690.7269901572,0E-10,0E-10,4,0,0,0,0E-7,两者皆低·判UNKNOWN
36027690,2026-04-01,游戏输赢为零,有值,9,8,1,1,0,0,1,8,0E-7,102.1624382768,119.1895113229,0E-10,0.8172995064,8,0,0,1,0E-7,两者皆低·判UNKNOWN
36500122,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,30.9813337464,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
36548454,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,600.0000000000,600.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
37057871,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,115.4891304348,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
37219278,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,8.1756121490,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
37820334,2026-04-01,游戏输赢为零,有值,5,5,1,1,0,0,0,5,0E-7,1200.0000000000,1200.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
37857960,2026-03-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,4.4017959328,4.4017959328,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN
38260940,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,86.1326442722,0E-10,0E-10,1,0,0,1,0E-7,两者皆低·判UNKNOWN
38301068,2026-06-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,20.7714517168,20.7714517168,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
38509618,2026-05-01,游戏输赢为零,有值,4,4,1,1,0,0,0,4,0E-7,30.8586417056,30.8586417056,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
38578113,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,107.6518968264,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
39600012,2026-05-01,游戏输赢为零,有值,11,11,1,3,0,0,1,10,0E-7,108.9720305126,134.9177520631,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
40606266,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,100.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
41646550,2026-03-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,7.8995181294,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
41800497,2026-04-01,游戏输赢为零,有值,5,4,1,2,0,0,0,5,0E-7,41.8815276288,41.8815276288,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
42210638,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,16.6361670272,16.6361670272,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
42429308,2026-07-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,25.8177781220,25.8177781220,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
42733733,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,252.9884257796,252.9884257796,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
43000371,2026-04-01,游戏输赢为零,有值,7,2,1,1,0,0,0,7,0E-7,106.9518716578,106.9518716578,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
43306674,2026-04-01,游戏输赢为零,有值,17,16,1,3,0,0,2,15,0E-7,4221.2646205258,4836.8657110191,0E-10,0E-10,17,0,0,2,0E-7,两者皆低·判UNKNOWN
43662019,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,150.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
44226792,2026-05-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,100.0000000000,100.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
44323072,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,4188.1527628720,4188.1527628720,0E-10,0E-10,1,0,0,0,0E-7,两者皆低·判UNKNOWN
44604292,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,2.0439030372,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
45102174,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,94.8706596673,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
45519804,2026-07-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,100.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
45620262,2026-04-01,游戏输赢为零,有值,3,3,1,1,0,0,0,3,0E-7,42.1647376300,42.1647376300,0E-10,0.3373179011,0,0,0,0,0E-7,两者皆低·判UNKNOWN
45741372,2026-06-01,游戏输赢为零,有值,12,12,1,1,0,0,0,12,0E-7,375.0000000000,400.0000000000,0E-10,0E-10,12,0,0,0,0E-7,两者皆低·判UNKNOWN
45838783,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,2162.7233011808,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
46176451,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,209.4076381436,209.4076381436,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
46433285,2026-06-01,洗码与输赢皆为零,有值,2,1,1,1,0,0,2,0,0E-7,0E-10,22.0135823803,0E-10,0E-10,0,1,0,1,0E-7,两者皆低·判UNKNOWN
46577312,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,29.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
46780955,2026-03-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,2184.7894955322,2184.7894955322,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
46967564,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,4.1542903434,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
48119418,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,12.8425757070,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
48160507,2026-07-01,游戏输赢为零,有值,4,4,1,1,0,0,0,4,0E-7,843.4403826442,843.4403826442,0E-10,0E-10,1,0,0,0,0E-7,两者皆低·判UNKNOWN
48481475,2026-03-01,游戏输赢为零,有值,2,2,2,1,0,0,0,2,0E-7,44.0179593274,44.0179593274,0E-10,0.3521436746,0,0,0,0,0E-7,两者皆低·判UNKNOWN
48698689,2026-06-01,游戏输赢为零,有值,9,9,1,1,0,0,1,8,0E-7,91.3943875538,105.9344037555,0E-10,0E-10,9,0,0,1,0E-7,两者皆低·判UNKNOWN
48771632,2026-07-01,游戏输赢为零,有值,3,3,2,3,0,0,0,3,0E-7,103.2711124880,103.2711124880,0E-10,0E-10,2,0,0,0,0E-7,两者皆低·判UNKNOWN
48838156,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,40.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
48866591,2026-06-01,游戏输赢为零,有值,5,5,1,1,0,0,0,5,0E-7,500.0000000000,500.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
48971741,2026-05-01,游戏输赢为零,有值,6,6,1,4,0,0,0,6,0E-7,300.0000000000,300.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
49249132,2026-06-01,洗码与输赢皆为零,有值,2,2,1,1,0,0,2,0,0E-7,0E-10,6.2314355151,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
49316579,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,197.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
49731814,2026-08-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,200.0000000000,200.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
49860684,2026-05-01,游戏输赢为零,有值,2,2,1,2,0,0,0,2,0E-7,2000.0000000000,2000.0000000000,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
50481637,2026-06-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,5.1431069509,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
50852594,2026-07-01,洗码与输赢皆为零,有值,2,2,2,2,0,0,2,0,0E-7,0E-10,25.8177781220,0E-10,0E-10,0,0,0,2,0E-7,两者皆低·判UNKNOWN
51298769,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,10.9099725230,0E-10,0E-10,1,0,0,1,0E-7,两者皆低·判UNKNOWN
51468147,2026-04-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,2.1082368814,2.1082368814,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
51576198,2026-05-01,游戏输赢为零,有值,2,2,1,1,0,0,0,2,0E-7,273.5978112176,273.5978112176,0E-10,0E-10,0,0,0,0,0E-7,两者皆低·判UNKNOWN
51612835,2026-06-01,游戏输赢为零,有值,9,9,1,3,0,0,1,8,0E-7,1661.7161373408,1869.4306545084,0E-10,0E-10,9,0,0,1,0E-7,两者皆低·判UNKNOWN
51747303,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,925.7454912723,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
51827974,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,18.7659363024,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
51963063,2026-05-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,20.0000000000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
52352090,2026-08-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,40.4073056409,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
52357110,2026-04-01,洗码与输赢皆为零,有值,1,1,1,1,0,0,1,0,0E-7,0E-10,5.6809144000,0E-10,0E-10,0,0,0,1,0E-7,两者皆低·判UNKNOWN
