gate_order,gate_stage,n_rows,rows_pct,n_members,stake_sum,stake_pct,validbet_sum,validbet_pct,pnl_sum,pnl_pct
数值守门>去重>一般单>重对单>测试线,0_通过,124713543,99.2510,723442,13436093473.33,99.2943,12101545164.64,99.2892,-234152957.10,99.3997
数值守门>去重>一般单>重对单>测试线,1_数值守门,100,0.0001,21,564.70,0.0000,0.00,0.0000,-564.70,0.0002
数值守门>去重>一般单>重对单>测试线,2_重复版本,922878,0.7345,21225,94058356.79,0.6951,85399221.85,0.7007,-1252425.48,0.5317
数值守门>去重>一般单>重对单>测试线,3_非一般单,5440,0.0043,511,80219.65,0.0006,0.00,0.0000,-80219.65,0.0341
数值守门>去重>一般单>重对单>测试线,4_重对单,1013,0.0008,472,94650.39,0.0007,56415.37,0.0005,1133.82,-0.0005
数值守门>去重>一般单>重对单>测试线,5_测试线,11737,0.0093,54,1260945.66,0.0093,1180384.60,0.0097,-82050.50,0.0348
