late_def,intake_ver,player_id,total_orders,late_orders,late_ratio,stake_late,stake_early,pnl_late,pnl_early,roi_late,roi_early,stake_ramp,stake_all,valid_bet,pnl_all
bet04>=40,M2A+ext,143625928,667,235,0.3523,12601.58,19453.78,-731.47,-582.98,-0.058,-0.03,1.1908,32055.35,29004.15,-1314.45
bet04>=40,M2A+ext,143626891,1191,237,0.199,1752.69,5125.54,-310.56,385.94,-0.1772,0.0753,1.3765,6878.23,6556.39,75.39
bet04>=40,M2A+ext,143627109,44,4,0.0909,67.22,386.72,-67.22,-130.24,-1,-0.3368,1.7382,453.94,418.23,-197.46
bet04>=40,M2A+ext,143627164,8045,1697,0.2109,11983.65,46119.06,475.06,-1397.65,0.0396,-0.0303,0.972,58102.71,50649.42,-922.59
bet04>=40,M2A+ext,143627359,34,3,0.0882,6.6,83.63,2.09,-9.9,0.3167,-0.1184,0.8158,90.24,33.01,-7.81
bet04>=40,M2A+ext,143627501,1068,267,0.25,31162.11,92250.7,-3067.92,4782.95,-0.0985,0.0518,1.0134,123412.81,112856.28,1715.02
bet04>=40,M2A+ext,143627702,42,10,0.2381,2633.17,7954.81,-13.17,982.17,-0.005,0.1235,1.0593,10587.99,9008.08,969.01
bet04>=40,M2A+ext,143627712,162,36,0.2222,1611.63,6080.5,-126.21,-374.3,-0.0783,-0.0616,0.9277,7692.13,6920.82,-500.51
bet04>=40,M2A+ext,143627719,324,30,0.0926,1265.49,9540.59,-62.54,-306.59,-0.0494,-0.0321,1.2999,10806.08,9774.92,-369.13
bet04>=40,M2A+ext,143627947,99,29,0.2929,1266.98,2422.4,-520.2,155.58,-0.4106,0.0642,1.2625,3689.38,3203.36,-364.62
bet04>=40,M2A+ext,143628019,30,12,0.4,1258.75,1526.7,-24.41,86.41,-0.0194,0.0566,1.2367,2785.45,2577.74,62
bet04>=40,M2A+ext,143628464,56,6,0.1071,46.85,455.86,31.14,-73.37,0.6646,-0.1609,0.8565,502.71,469.93,-42.23
bet04>=40,M2A+ext,143628568,4328,1296,0.2994,82096.01,186825.75,1827.63,-1168.54,0.0223,-0.0063,1.028,268921.76,246575.95,659.09
bet04>=40,M2A+ext,143628827,1111,276,0.2484,8105.98,23168.93,-255.13,-55.22,-0.0315,-0.0024,1.0585,31274.91,28141.57,-310.34
bet04>=40,M2A+ext,143628901,1082,348,0.3216,22171.56,35372.25,-1161.74,-1267.54,-0.0524,-0.0358,1.3221,57543.81,53544.85,-2429.28
bet04>=40,M2A+ext,143628996,108,38,0.3519,470.04,897.92,16.56,-98.21,0.0352,-0.1094,0.9643,1367.96,1200.21,-81.65
bet04>=40,M2A+ext,143629240,126,31,0.246,458.01,1186.84,-40.64,-72.77,-0.0887,-0.0613,1.1826,1644.85,1479.62,-113.4
bet04>=40,M2A+ext,143629276,421,123,0.2922,2751.09,6515.2,276.29,-247.74,0.1004,-0.038,1.023,9266.29,8306.15,28.54
bet04>=40,M2A+ext,143629588,85,15,0.1765,644.69,4490.28,-118.03,-548.93,-0.1831,-0.1222,0.67,5134.97,4670.2,-666.96
bet04>=40,M2A+ext,143630063,518,192,0.3707,1845.29,3708.15,-184.1,-203.09,-0.0998,-0.0548,0.8449,5553.44,5095.28,-387.19
bet04>=40,M2A+ext,143630159,45,21,0.4667,38.98,28.85,-2.22,-2.76,-0.057,-0.0958,1.5441,67.82,64.67,-4.98
bet04>=40,M2A+ext,143630576,59,15,0.2542,191.74,395.63,-82.72,66.66,-0.4314,0.1685,1.4216,587.38,564.22,-16.06
bet04>=40,M2A+ext,143630742,31,9,0.2903,46.94,83.29,-18.41,19.62,-0.3923,0.2355,1.3777,130.24,115.28,1.2
bet04>=40,M2A+ext,143630793,44,32,0.7273,2260,1290,70,-165,0.031,-0.1279,0.657,3550,3025,-95
bet04>=40,M2A+ext,143630800,476,132,0.2773,1260.16,3226.5,8.83,26.85,0.007,0.0083,1.0178,4486.66,4058.72,35.68
bet04>=40,M2A+ext,143630821,1142,277,0.2426,2427.62,7818.32,-36.71,-617.16,-0.0151,-0.0789,0.9696,10245.94,9114.81,-653.87
bet04>=40,M2A+ext,143630832,32,8,0.25,88.32,298.91,-40.76,33.97,-0.4615,0.1136,0.8864,387.23,373.64,-6.79
bet04>=40,M2A+ext,143631706,85,27,0.3176,4042.54,7580.21,-734.37,-1226.65,-0.1817,-0.1618,1.1456,11622.75,10781.51,-1961.02
bet04>=40,M2A+ext,143631707,1812,325,0.1794,21095,79073,-3041.5,-2462.25,-0.1442,-0.0311,1.2206,100168,93715,-5503.75
bet04>=40,M2A+ext,143631814,1602,457,0.2853,81173.68,199142.39,-3602.38,-8145.4,-0.0444,-0.0409,1.0213,280316.07,254797.17,-11747.78
bet04>=40,M2A+ext,143632171,50,15,0.3,830.42,1983.91,237.16,-279.62,0.2856,-0.1409,0.9767,2814.33,2727.82,-42.46
bet04>=40,M2A+ext,143632280,87,10,0.1149,1057,7871,77.8,113.75,0.0736,0.0145,1.034,8928,8117,191.55
bet04>=40,M2A+ext,143632446,200,28,0.14,3212.29,19272.09,-815.17,-401.6,-0.2538,-0.0208,1.0239,22484.38,19046,-1216.77
bet04>=40,M2A+ext,143632573,153,35,0.2288,785.68,3261.52,25.83,-230.21,0.0329,-0.0706,0.8122,4047.2,3649.95,-204.38
bet04>=40,M2A+ext,143632623,66,12,0.1818,98.1,1287.84,-2.46,312,-0.0251,0.2423,0.3428,1385.93,1339.56,309.54
bet04>=40,M2A+ext,143632960,242,66,0.2727,6174.89,14216.94,-1554.77,100.53,-0.2518,0.0071,1.1582,20391.83,17515.45,-1454.24
bet04>=40,M2A+ext,143633195,66,0,0,,803.97,,-77.79,,-0.0968,,803.97,708.44,-77.79
bet04>=40,M2A+ext,143633274,72,17,0.2361,692.68,2404.43,3.21,-139.61,0.0046,-0.0581,0.932,3097.11,2974.38,-136.4
bet04>=40,M2A+ext,143633448,2639,421,0.1595,4391.93,24711.63,99.74,-590.2,0.0227,-0.0239,0.9363,29103.56,26332.66,-490.46
bet04>=40,M2A+ext,143633671,4003,553,0.1381,5013.72,30159.04,-274.1,-3046.23,-0.0547,-0.101,1.0371,35172.76,33339.67,-3320.34
bet04>=40,M2A+ext,143633732,47,11,0.234,230.35,816.69,-8.51,-49.21,-0.0369,-0.0603,0.9231,1047.04,955.42,-57.72
bet04>=40,M2A+ext,143633763,44,20,0.4545,2083.13,3068.4,-430.59,-816,-0.2067,-0.2659,0.8147,5151.53,4431.48,-1246.59
bet04>=40,M2A+ext,143634364,106,19,0.1792,1272.7,6919,-393.43,-1925.03,-0.3091,-0.2782,0.8423,8191.71,7886.81,-2318.45
bet04>=40,M2A+ext,143634418,89,21,0.236,83.28,250.67,-10.22,10.93,-0.1228,0.0436,1.0757,333.94,310.75,0.71
bet04>=40,M2A+ext,143634485,162,48,0.2963,13083.36,29996.99,-4913.68,1656.96,-0.3756,0.0552,1.0359,43080.35,38569.43,-3256.72
bet04>=40,M2A+ext,143634725,108,28,0.2593,624.56,1881.79,61.59,40.7,0.0986,0.0216,0.9483,2506.35,2150.62,102.3
bet04>=40,M2A+ext,143635109,74,15,0.2027,3240,17225,664,-1626,0.2049,-0.0944,0.7399,20465,18725,-962
bet04>=40,M2A+ext,143635314,179,38,0.2123,3416.15,12671.39,337.73,-1005.35,0.0989,-0.0793,1.0003,16087.54,14624.42,-667.62
bet04>=40,M2A+ext,143635551,171,20,0.117,143.96,1165.19,-55.56,-157.48,-0.3859,-0.1352,0.9328,1309.15,1130.9,-213.03
bet04>=40,M2A+ext,143635577,283,73,0.258,1886.07,4952.69,264.88,15.51,0.1404,0.0031,1.0955,6838.77,6216.39,280.39
bet04>=40,M2A+ext,143636039,49,2,0.0408,114.02,1062.22,-114.02,-114.13,-1,-0.1074,2.5224,1176.24,1094.83,-228.15
bet04>=40,M2A+ext,143636315,214,74,0.3458,595.4,1136.67,-51.08,63.94,-0.0858,0.0562,0.991,1732.07,1677.94,12.86
bet04>=40,M2A+ext,143636895,546,86,0.1575,23219,118712,-1271.7,-2633.2,-0.0548,-0.0222,1.0462,141931,129892,-3904.9
bet04>=40,M2A+ext,143637268,104,7,0.0673,549,6297,-285.6,-2282.1,-0.5202,-0.3624,1.2081,6846,5935,-2567.7
bet04>=40,M2A+ext,143637656,49,19,0.3878,223.54,358.37,55.14,-81.76,0.2467,-0.2281,0.9849,581.91,581.91,-26.62
bet04>=40,M2A+ext,143637815,102,29,0.2843,9326.67,23867.19,-3180.95,4029.92,-0.3411,0.1688,0.9837,33193.86,29720.48,848.97
bet04>=40,M2A+ext,143638033,286,69,0.2413,957.92,4711.54,253.62,235.87,0.2648,0.0501,0.6394,5669.46,4941.16,489.49
bet04>=40,M2A+ext,143638133,296,179,0.6047,1275.48,820.1,30.99,-85.28,0.0243,-0.104,1.0166,2095.59,1901.63,-54.29
bet04>=40,M2A+ext,143638300,99,27,0.2727,945,2294,60.8,-2,0.0643,-0.0009,1.0985,3239,2891.5,58.8
bet04>=40,M2A+ext,143638579,40,21,0.525,162.17,235.14,-91.48,-12.58,-0.5641,-0.0535,0.624,397.3,331.34,-104.06
bet04>=40,M2A+ext,143638676,79,25,0.3165,1895.51,11084.78,-112.93,1617.23,-0.0596,0.1459,0.3694,12980.29,11871.26,1504.3
bet04>=40,M2A+ext,143638769,498,49,0.0984,8034.49,38264.54,87.59,3147.39,0.0109,0.0823,1.924,46299.03,40251.96,3234.99
bet04>=40,M2A+ext,143638961,239,60,0.251,4139,16096,1134.5,-1024.55,0.2741,-0.0637,0.7671,20235,16738,109.95
bet04>=40,M2A+ext,143639137,146,40,0.274,17753.5,49562.42,-9447.4,-13353.4,-0.5321,-0.2694,0.9492,67315.92,60442.48,-22800.79
bet04>=40,M2A+ext,143639282,48,15,0.3125,451.8,990.53,-88.45,-35.04,-0.1958,-0.0354,1.0035,1442.33,1324.53,-123.49
bet04>=40,M2A+ext,143639987,726,385,0.5303,7616.76,5807.41,-860.01,-36.37,-0.1129,-0.0063,1.1617,13424.17,12632.78,-896.38
bet04>=40,M2A+ext,143640065,32,7,0.2188,233.51,700.53,-81.73,-86.92,-0.35,-0.1241,1.1905,934.05,830.26,-168.65
bet04>=40,M2A+ext,143640578,81,2,0.0247,21.08,1365.42,0,-202.57,0,-0.1484,0.6099,1386.51,1271.49,-202.57
bet04>=40,M2A+ext,143640753,209,55,0.2632,383.26,740.36,-176.69,47.94,-0.461,0.0648,1.4495,1123.61,1054.33,-128.74
bet04>=40,M2A+ext,143640844,4089,1760,0.4304,175787.26,227652.63,3022.96,-4683.38,0.0172,-0.0206,1.0218,403439.89,370205.08,-1660.42
bet04>=40,M2A+ext,143640867,46,7,0.1522,28.25,114.06,-12.23,56.71,-0.4328,0.4972,1.38,142.31,121.22,44.48
bet04>=40,M2A+ext,143640949,245,21,0.0857,2542,24978,95,14.7,0.0374,0.0006,1.0855,27520,24381,109.7
bet04>=40,M2A+ext,143641182,427,105,0.2459,9317.12,26415.12,-2603.76,-617.33,-0.2795,-0.0234,1.0817,35732.24,32651.87,-3221.09
bet04>=40,M2A+ext,143641653,685,141,0.2058,1721.18,6119.82,-130.3,144.59,-0.0757,0.0236,1.0851,7841,7018.98,14.28
bet04>=40,M2A+ext,143641767,52,17,0.3269,81.69,280.02,15.21,39.22,0.1862,0.1401,0.6006,361.71,322.98,54.42
bet04>=40,M2A+ext,143642644,283,61,0.2155,129301.4,426126.49,-2534.37,-17393.83,-0.0196,-0.0408,1.1043,555427.9,500375.2,-19928.19
bet04>=40,M2A+ext,143642868,34,13,0.3824,180,280,-41,-61.5,-0.2278,-0.2196,1.0385,460,400,-102.5
bet04>=40,M2A+ext,143644029,31,6,0.1935,95.98,306.57,-59.21,-123.2,-0.6169,-0.4019,1.3045,402.55,348.11,-182.41
bet04>=40,M2A+ext,143644193,34,13,0.3824,210.87,441.3,-79.08,-136.79,-0.375,-0.31,0.7719,652.16,613.59,-215.86
bet04>=40,M2A+ext,143644225,36,6,0.1667,115.58,529.11,-15.41,53.3,-0.1333,0.1007,1.0922,644.7,549.66,37.89
bet04>=40,M2A+ext,143644398,529,196,0.3705,11724.19,19883.56,758.65,-982.45,0.0647,-0.0494,1.0018,31607.75,28277.15,-223.8
bet04>=40,M2A+ext,143644405,33,6,0.1818,55.3,613.53,-29.62,-25.02,-0.5357,-0.0408,0.4056,668.83,668.83,-54.64
bet04>=40,M2A+ext,143644626,51,14,0.2745,301.63,807.93,20.47,-161.59,0.0679,-0.2,0.9867,1109.56,1023.38,-141.12
bet04>=40,M2A+ext,143645157,49,6,0.1224,1747.82,9105.18,-1285.82,36.42,-0.7357,0.004,1.3757,10853,10444.92,-1249.4
bet04>=40,M2A+ext,143645163,177,44,0.2486,338.99,1058.56,-100.48,647.68,-0.2964,0.6119,0.968,1397.55,1255.9,547.2
bet04>=40,M2A+ext,143645369,304,184,0.6053,587.44,393.3,-101.15,-138.2,-0.1722,-0.3514,0.9741,980.74,959.72,-239.35
bet04>=40,M2A+ext,143645428,35,5,0.1429,2579.12,15446.13,-711.45,3990.28,-0.2758,0.2583,1.0018,18025.25,16635.05,3278.83
bet04>=40,M2A+ext,143645642,34,2,0.0588,790.78,5020.81,-790.78,-251.35,-1,-0.0501,2.52,5811.59,5798.5,-1042.13
bet04>=40,M2A+ext,143645646,993,284,0.286,2625.3,6730.15,-482.18,-438.44,-0.1837,-0.0651,0.9738,9355.45,8805.34,-920.62
bet04>=40,M2A+ext,143645997,56,12,0.2143,54.97,225,3.93,-36.4,0.0714,-0.1618,0.8958,279.97,253.79,-32.47
bet04>=40,M2A+ext,143645998,42,5,0.119,12.15,55.23,0.94,-4.97,0.0773,-0.09,1.628,67.38,54.13,-4.03
bet04>=40,M2A+ext,143646074,150,35,0.2333,5351.44,17102.37,258.27,-1547.94,0.0483,-0.0905,1.0281,22453.81,20384.71,-1289.67
bet04>=40,M2A+ext,143646259,67,15,0.2239,794.81,2108.71,-236.12,-14.57,-0.2971,-0.0069,1.3066,2903.52,2502.95,-250.7
bet04>=40,M2A+ext,143646624,42,3,0.0714,25.82,264.56,15.49,-42.53,0.6,-0.1608,1.2686,290.38,290.38,-27.04
bet04>=40,M2A+ext,143646990,147,28,0.1905,1102,4696.83,-85.46,-105.16,-0.0775,-0.0224,0.9972,5798.83,5148.36,-190.61
bet04>=40,M2A+ext,143647229,255,44,0.1725,835.99,3822.05,-139,-78.62,-0.1663,-0.0206,1.0489,4658.04,4268.68,-217.62
bet04>=40,M2A+ext,143647301,170,41,0.2412,810.03,2509.99,-156.97,-16.61,-0.1938,-0.0066,1.0154,3320.01,2843.39,-173.58
bet04>=40,M2A+ext,143648198,38,6,0.1579,53.98,4443.64,-17.64,-110.58,-0.3268,-0.0249,0.0648,4497.62,3970.46,-128.22
bet04>=40,M2A+ext,143648207,121,4,0.0331,5.9,193.33,-1.33,16.57,-0.225,0.0857,0.8931,199.23,54.18,15.24
bet04>=40,M2A+ext,143648709,87,12,0.1379,340.89,2676.04,81.06,19.71,0.2378,0.0074,0.7962,3016.93,2836.71,100.76
bet04>=40,M2A+ext,143648978,2671,410,0.1535,20731.69,105680.25,-1168.03,-2994.84,-0.0563,-0.0283,1.0818,126411.93,113947.08,-4162.87
bet04>=40,M2A+ext,143649165,96,18,0.1875,2262,9153,-546,-1513.3,-0.2414,-0.1653,1.0709,11415,10219,-2059.3
bet04>=40,M2A+ext,143649463,341,62,0.1818,3027.62,11237.12,-78.71,1274.13,-0.026,0.1134,1.2124,14264.73,13412.53,1195.43
bet04>=40,M2A+ext,143649476,50,7,0.14,379.41,2186.68,-178.08,-454.45,-0.4694,-0.2078,1.0658,2566.09,2368.86,-632.53
bet04>=40,M2A+ext,143649880,188,3,0.016,6.3,278.3,2,-33.68,0.3167,-0.121,1.3964,284.6,266.66,-31.68
bet04>=40,M2A+ext,143650182,359,2,0.0056,22.8,11944.13,-22.8,1125.16,-1,0.0942,0.3407,11966.93,10837.89,1102.36
bet04>=40,M2A+ext,143650349,83,14,0.1687,773.76,3358.44,144.62,-920.27,0.1869,-0.274,1.1355,4132.2,3566.44,-775.66
bet04>=40,M2A+ext,143650640,36,7,0.1944,715,2251,-683,-348.55,-0.9552,-0.1548,1.3159,2966,2834,-1031.55
bet04>=40,M2A+ext,143650963,120,29,0.2417,798.62,1657.58,-283.78,241.2,-0.3553,0.1455,1.5119,2456.2,1983.34,-42.58
bet04>=40,M2A+ext,143651092,32,8,0.25,361.65,1183.45,-27.65,-299.03,-0.0765,-0.2527,0.9168,1545.1,1408.22,-326.68
bet04>=40,M2A+ext,143651462,350,83,0.2371,426.31,1440.38,12.06,-218.15,0.0283,-0.1514,0.9521,1866.69,1642.91,-206.08
bet04>=40,M2A+ext,143651677,175,40,0.2286,783.43,4250.91,-19.7,563.35,-0.0252,0.1325,0.622,5034.33,4680.6,543.64
bet04>=40,M2A+ext,143651722,579,70,0.1209,880.99,6798.66,-52.83,-408.17,-0.06,-0.06,0.9423,7679.65,6991.48,-461.01
bet04>=40,M2A+ext,143651861,45,23,0.5111,827.16,681.79,-99.99,50.85,-0.1209,0.0746,1.1605,1508.95,1359.59,-49.14
bet04>=40,M2A+ext,143652199,77,0,0,,350.85,,50.53,,0.144,,350.85,321.34,50.53
bet04>=40,M2A+ext,143652469,68,16,0.2353,1634.46,3198.41,-13.73,550.68,-0.0084,0.1722,1.6608,4832.87,4656.63,536.95
bet04>=40,M2A+ext,143652564,142,41,0.2887,2623.75,5233.1,457.38,-407.99,0.1743,-0.078,1.2351,7856.85,6864.37,49.39
bet04>=40,M2A+ext,143653054,77,26,0.3377,506.31,820.01,93.56,-280.67,0.1848,-0.3423,1.2112,1326.32,1150.21,-187.12
bet04>=40,M2A+ext,143654164,417,126,0.3022,3937.4,7491.99,814.6,505.34,0.2069,0.0675,1.2138,11429.39,10098.43,1319.94
bet04>=40,M2A+ext,143654578,112,13,0.1161,15.57,113.63,-4.13,-8.9,-0.2654,-0.0784,1.0434,129.2,116.55,-13.04
bet04>=40,M2A+ext,143654668,552,117,0.212,11329.02,40488.61,-1442.7,527.26,-0.1273,0.013,1.0403,51817.63,47324.88,-915.44
bet04>=40,M2A+ext,143654972,218,60,0.2752,1390.81,4424.21,436.33,-303.75,0.3137,-0.0687,0.8278,5815.02,5343.38,132.58
bet04>=40,M2A+ext,143655199,42,0,0,,425.08,,-63.39,,-0.1491,,425.08,389.08,-63.39
bet04>=40,M2A+ext,143655204,88,21,0.2386,98.82,393.74,5.39,-58.5,0.0546,-0.1486,0.8007,492.56,424.99,-53.11
bet04>=40,M2A+ext,143655231,188,66,0.3511,4076.6,6269.26,509.57,40.21,0.125,0.0064,1.202,10345.86,9394.52,549.78
bet04>=40,M2A+ext,143656109,275,3,0.0109,12.99,3439.12,-12.99,-890.22,-1,-0.2589,0.3423,3452.11,3390.48,-903.2
bet04>=40,M2A+ext,143656424,82,35,0.4268,550.07,824.18,-115.98,161.41,-0.2108,0.1958,0.8962,1374.25,1237.33,45.44
bet04>=40,M2A+ext,143656446,46,3,0.0652,10.43,687.88,5.27,-285.29,0.5051,-0.4147,0.2174,698.31,698.31,-280.02
bet04>=40,M2A+ext,143656461,46,0,0,,1440,,120.5,,0.0837,,1440,1360,120.5
bet04>=40,M2A+ext,143657610,590,204,0.3458,10650.52,21635.04,-35.48,-1789.83,-0.0033,-0.0827,0.9315,32285.56,29123.95,-1825.31
bet04>=40,M2A+ext,143657890,679,195,0.2872,4673.99,8017.69,-564.96,114.58,-0.1209,0.0143,1.4469,12691.68,11350.42,-450.38
bet04>=40,M2A+ext,143658465,1225,286,0.2335,1489.22,4941.19,-475.69,-1044.15,-0.3194,-0.2113,0.9895,6430.41,6261.48,-1519.85
bet04>=40,M2A+ext,143658633,33,6,0.1818,137.79,574.05,111.85,-341.77,0.8117,-0.5954,1.0802,711.84,685.85,-229.92
bet04>=40,M2A+ext,143659016,91,10,0.1099,121.63,1111,-33.67,-250.72,-0.2768,-0.2257,0.8867,1232.62,1092.06,-284.38
bet04>=40,M2A+ext,143659541,439,110,0.2506,59311.35,154233.33,-1073.88,-5478.47,-0.0181,-0.0355,1.1502,213544.68,192590.49,-6552.35
bet04>=40,M2A+ext,143659618,408,80,0.1961,1419.17,5340.33,35.87,-462.17,0.0253,-0.0865,1.0896,6759.51,6164.06,-426.31
bet04>=40,M2A+ext,143659899,59,26,0.4407,821.44,1124.94,254.06,12.59,0.3093,0.0112,0.9268,1946.38,1746.71,266.65
bet04>=40,M2A+ext,143659933,30,0,0,,220.42,,-57.09,,-0.259,,220.42,209.06,-57.09
bet04>=40,M2A+ext,143660184,388,207,0.5335,5674.16,5136.32,-1132,-1165.92,-0.1995,-0.227,0.966,10810.48,9783.04,-2297.92
bet04>=40,M2A+ext,143660207,746,114,0.1528,1716.34,8991.55,-355.89,-781.96,-0.2074,-0.087,1.0582,10707.89,9851.65,-1137.85
bet04>=40,M2A+ext,143660272,66,11,0.1667,26.76,1197.98,7.18,274.47,0.2684,0.2291,0.1117,1224.73,1049.94,281.65
bet04>=40,M2A+ext,143660305,110,0,0,,1273.38,,-294.1,,-0.231,,1273.38,1218.56,-294.1
bet04>=40,M2A+ext,143660389,42,20,0.4762,805.51,1336.07,-805.51,126.51,-1,0.0947,0.6632,2141.58,1857.59,-679.01
bet04>=40,M2A+ext,143660546,41,20,0.4878,181.09,286.15,-38.38,-62.95,-0.212,-0.22,0.6645,467.24,442.71,-101.34
bet04>=40,M2A+ext,143660961,53,21,0.3962,450,690,-30,-11,-0.0667,-0.0159,0.9938,1140,1020,-41
bet04>=40,M2A+ext,143661384,510,71,0.1392,31235.46,237845.23,-3326.62,-4184.97,-0.1065,-0.0176,0.812,269080.69,240885.97,-7511.59
bet04>=40,M2A+ext,143661395,114,21,0.1842,3857.81,22023.73,1458.53,1474.74,0.3781,0.067,0.7757,25881.54,22213.66,2933.27
bet04>=40,M2A+ext,143661895,116,27,0.2328,310.12,750.82,-112.41,-62.93,-0.3625,-0.0838,1.3615,1060.94,923.06,-175.34
bet04>=40,M2A+ext,143662480,126,71,0.5635,4575.14,3878.01,-290.99,48.68,-0.0636,0.0126,0.9139,8453.15,8091.09,-242.32
bet04>=40,M2A+ext,143662996,36,8,0.2222,69.49,230.7,0.03,-37.28,0.0004,-0.1616,1.0543,300.19,225.45,-37.24
bet04>=40,M2A+ext,143663316,57,11,0.193,1000,4410,-1000,831.5,-1,0.1885,0.9483,5410,4860,-168.5
bet04>=40,M2A+ext,143663638,442,72,0.1629,2678,13759,-321.5,1215.5,-0.1201,0.0883,1.0002,16437,14787,894
bet04>=40,M2A+ext,143664043,40,6,0.15,1513,6815,1341.85,-37.6,0.8869,-0.0055,1.2581,8328,7677,1304.25
bet04>=40,M2A+ext,143664493,181,16,0.0884,4212.03,19466.34,-562.78,-3567.17,-0.1336,-0.1832,2.2314,23678.37,22345.7,-4129.95
bet04>=40,M2A+ext,143664498,308,43,0.1396,2206.3,14400.83,-294.29,2829.18,-0.1334,0.1965,0.9442,16607.13,14980.74,2534.89
bet04>=40,M2A+ext,143664872,126,39,0.3095,503.6,1173.69,143.03,53.38,0.284,0.0455,0.9572,1677.3,1547.84,196.41
bet04>=40,M2A+ext,143665469,2810,430,0.153,22562.42,108515.34,502.94,-3855.6,0.0223,-0.0355,1.1508,131077.76,120200.45,-3352.66
bet04>=40,M2A+ext,143665628,314,56,0.1783,1663.38,4074.52,-339.63,-352.34,-0.2042,-0.0865,1.8808,5737.9,5185.25,-691.97
bet04>=40,M2A+ext,143665706,33,0,0,,677.41,,-106.21,,-0.1568,,677.41,554.6,-106.21
bet04>=40,M2A+ext,143665894,40,5,0.125,56.72,283.79,-6.3,-60.73,-0.1111,-0.214,1.399,340.51,270.13,-67.03
bet04>=40,M2A+ext,143666132,131,45,0.3435,1006.52,1710.17,-197.75,-382.49,-0.1965,-0.2237,1.1248,2716.69,2446.36,-580.24
bet04>=40,M2A+ext,143666577,62,7,0.1129,133.72,1566.8,-13.47,-415.63,-0.1008,-0.2653,0.6706,1700.52,1386.82,-429.11
bet04>=40,M2A+ext,143666672,265,21,0.0792,17.21,162.07,-6.2,-17.97,-0.3604,-0.1109,1.2335,179.28,166.61,-24.18
bet04>=40,M2A+ext,143667223,344,39,0.1134,901.76,7726.88,64.79,-395.07,0.0718,-0.0511,0.9127,8628.64,7505.43,-330.29
bet04>=40,M2A+ext,143667701,44,8,0.1818,74.9,308.42,36.65,68.1,0.4892,0.2208,1.0929,383.32,370.4,104.74
bet04>=40,M2A+ext,143668143,156,34,0.2179,1467.73,4832.47,242.21,-1772.85,0.165,-0.3669,1.0898,6300.2,5784.36,-1530.64
bet04>=40,M2A+ext,143668265,52,7,0.1346,142.7,2480.41,35.03,-569.51,0.2455,-0.2296,0.3698,2623.11,2467.44,-534.48
bet04>=40,M2A+ext,143668276,48,0,0,,523.47,,-290.08,,-0.5541,,523.47,504.33,-290.08
bet04>=40,M2A+ext,143668285,52,17,0.3269,2102.08,4480.93,1232,-1180,0.5861,-0.2633,0.9658,6583.02,6019.16,52
bet04>=40,M2A+ext,143668367,212,23,0.1085,141.44,1292.46,8.23,-90.39,0.0582,-0.0699,0.8992,1433.9,1205.03,-82.16
bet04>=40,M2A+ext,143668912,61,16,0.2623,57.65,185.79,-24.34,105.43,-0.4223,0.5674,0.8727,243.44,225.59,81.08
bet04>=40,M2A+ext,143669062,62,18,0.2903,52.71,147.58,-21.61,-38.9,-0.41,-0.2636,0.873,200.28,193.96,-60.51
bet04>=40,M2A+ext,143669157,52,5,0.0962,59.34,802.61,-17.21,139.16,-0.2901,0.1734,0.695,861.96,812.81,121.95
bet04>=40,M2A+ext,143669187,35,7,0.2,664.69,6716.7,-415.43,-477.31,-0.625,-0.0711,0.3958,7381.39,7256.76,-892.73
bet04>=40,M2A+ext,143669323,915,258,0.282,5940.23,17864.48,74.92,-189.66,0.0126,-0.0106,0.8468,23804.71,5797.18,-114.74
bet04>=40,M2A+ext,143669754,1600,327,0.2044,7356.93,27155.7,-931.28,2017.04,-0.1266,0.0743,1.0547,34512.63,31530.25,1085.76
bet04>=40,M2A+ext,143670152,60,19,0.3167,232.68,349.86,-9.52,104.37,-0.0409,0.2983,1.4351,582.53,532.76,94.86
bet04>=40,M2A+ext,143670570,4302,1135,0.2638,15262.5,45059.7,330.24,-344.71,0.0216,-0.0077,0.9451,60322.2,54958.39,-14.48
bet04>=40,M2A+ext,143670849,469,91,0.194,343.8,1514.2,-9.62,-409.88,-0.028,-0.2707,0.9431,1858,1779.72,-419.5
bet04>=40,M2A+ext,143671606,38,3,0.0789,183.85,1976.88,-183.85,176.87,-1,0.0895,1.085,2160.73,2160.73,-6.98
bet04>=40,M2A+ext,143671617,827,224,0.2709,3148.63,6665.09,-461.44,-120.65,-0.1466,-0.0181,1.2717,9813.72,8849.08,-582.08
bet04>=40,M2A+ext,143671702,1260,274,0.2175,10614.84,24859.65,-1296.46,-236.34,-0.1221,-0.0095,1.5365,35474.49,31477.64,-1532.8
bet04>=40,M2A+ext,143671887,319,66,0.2069,106396.71,368802.46,-17244.41,-47453.84,-0.1621,-0.1287,1.1059,475199.17,443019.86,-64698.25
bet04>=40,M2A+ext,143672454,77,10,0.1299,225.44,1320.45,-57.38,-209.24,-0.2545,-0.1585,1.1439,1545.89,1390.53,-266.63
bet04>=40,M2A+ext,143673008,102,39,0.3824,103.47,185.03,-6.02,-71.41,-0.0582,-0.386,0.9033,288.5,262.65,-77.43
bet04>=40,M2A+ext,143673196,171,72,0.4211,483.99,725.07,-117.01,-7.07,-0.2418,-0.0097,0.9178,1209.07,1083.42,-124.07
bet04>=40,M2A+ext,143673759,148,58,0.3919,1889.86,3160.1,-67.13,-268.38,-0.0355,-0.0849,0.928,5049.96,4634.29,-335.5
