bet_id,biz_date,bet_time,table_id,shoe_id,round_no,member_id,play_type,fx_rate,stake_raw,payout_raw,rebate_raw,bet41_val,validbet_val,diff_abs,diff_rel,diff_kind,in_clean,chk_def
5350115207,2026-03-27,2026-03-27 14:28:52,37,114589921,8,139823868,Player,4.54360000,20.0000,20.0000,0.0000,0.0000,20.0000,-20.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115222,2026-03-27,2026-03-27 14:29:00,37,114589921,8,135812130,Player,4.54360000,41.0000,41.0000,0.0000,0.0000,41.0000,-41.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115245,2026-03-27,2026-03-27 14:28:53,37,114589921,8,28665154,Super6,1.00000000,5.0000,5.0000,0.0000,0.0000,5.0000,-5.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115247,2026-03-27,2026-03-27 14:28:53,37,114589921,8,125329533,Banker,3.79770000,420.0000,420.0000,0.0000,0.0000,420.0000,-420.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115248,2026-03-27,2026-03-27 14:28:53,37,114589921,8,125329533,BPair,3.79770000,80.0000,80.0000,0.0000,0.0000,80.0000,-80.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115272,2026-03-27,2026-03-27 14:28:53,37,114589921,8,134972381,SuperLucky7,4.54360000,5.0000,5.0000,0.0000,0.0000,5.0000,-5.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115345,2026-03-27,2026-03-27 14:28:56,37,114589921,8,109105108,Player,3.79770000,30000.0000,30000.0000,0.0000,0.0000,30000.0000,-30000.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115389,2026-03-27,2026-03-27 14:29:01,37,114589921,8,145715570,Player,306.20800000,32000.0000,32000.0000,0.0000,0.0000,32000.0000,-32000.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115402,2026-03-27,2026-03-27 14:28:59,37,114589921,8,133217305,Player,3.79770000,100.0000,100.0000,0.0000,0.0000,100.0000,-100.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115404,2026-03-27,2026-03-27 14:28:59,37,114589921,8,134972381,Tie,4.54360000,10.0000,10.0000,0.0000,0.0000,10.0000,-10.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115405,2026-03-27,2026-03-27 14:28:59,37,114589921,8,134972381,BPair,4.54360000,10.0000,10.0000,0.0000,0.0000,10.0000,-10.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115406,2026-03-27,2026-03-27 14:28:59,37,114589921,8,134972381,PPair,4.54360000,10.0000,10.0000,0.0000,0.0000,10.0000,-10.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115417,2026-03-27,2026-03-27 14:29:00,37,114589921,8,15610107,Player,4.54360000,50.0000,50.0000,0.0000,0.0000,50.0000,-50.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115418,2026-03-27,2026-03-27 14:29:00,37,114589921,8,15610107,PPair,4.54360000,10.0000,10.0000,0.0000,0.0000,10.0000,-10.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115419,2026-03-27,2026-03-27 14:29:00,37,114589921,8,147827832,Banker,3.79770000,20.0000,20.0000,0.0000,0.0000,20.0000,-20.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115420,2026-03-27,2026-03-27 14:29:03,37,114589921,8,146650259,Banker,0.14580000,200.0000,200.0000,0.0000,0.0000,200.0000,-200.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115421,2026-03-27,2026-03-27 14:29:01,37,114589921,8,146650259,BankerNatural,0.14580000,20.0000,20.0000,0.0000,0.0000,20.0000,-20.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115438,2026-03-27,2026-03-27 14:29:01,37,114589921,8,48408655,Player,3.79770000,1350.0000,1350.0000,0.0000,0.0000,1350.0000,-1350.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115440,2026-03-27,2026-03-27 14:29:01,37,114589921,8,100988651,Player,4.54360000,30.0000,30.0000,0.0000,0.0000,30.0000,-30.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115441,2026-03-27,2026-03-27 14:29:01,37,114589921,8,100988651,Tie,4.54360000,10.0000,10.0000,0.0000,0.0000,10.0000,-10.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5350115450,2026-03-27,2026-03-27 14:29:03,37,114589921,8,134972381,Player,4.54360000,20.0000,20.0000,0.0000,0.0000,20.0000,-20.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
5359254520,2026-04-02,2026-04-02 23:51:35,905,121646,29,130872077,Banker,4.74330000,370.0000,370.0000,0.0000,0.0000,370.0000,-370.0000,-1.0000000000,NEG,1,bet41_ne_validbet_v1
