表名,列序,列名,存储类型,原始注释,状态
ods_a168_RedPacketSetup,3,id,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_RedPacketSetup_setting,3,id,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_RedPacket_No,3,id,varchar,source_type=bigint(20); ,🟠 有类型无含义
ods_a168_RedPacket_Order,3,id,varchar,source_type=bigint(20); ,🟠 有类型无含义
ods_a168_RedPacket_Order,4,mid,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_RedPacket_Order,6,currency,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_RedPacket_Order,7,rate,varchar,"source_type=decimal(8,4); ",🟠 有类型无含义
ods_a168_RedPacket_Order,10,lv1percent,varchar,"source_type=decimal(16,4); ",🟠 有类型无含义
ods_a168_RedPacket_Order,11,lv2percent,varchar,"source_type=decimal(16,4); ",🟠 有类型无含义
ods_a168_RedPacket_Order,12,lv3percent,varchar,"source_type=decimal(16,4); ",🟠 有类型无含义
ods_a168_RedPacket_Order,13,lv4percent,varchar,"source_type=decimal(16,4); ",🟠 有类型无含义
ods_a168_RedPacket_Order,14,lv5percent,varchar,"source_type=decimal(16,4); ",🟠 有类型无含义
ods_a168_SMR_log,3,sn,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_SMR_log,4,bet02,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_SMR_log,5,bet03,varchar,"source_type=decimal(12,0); ",🟠 有类型无含义
ods_a168_SMR_log,6,bet04,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_SMR_log,7,bet22,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_SMR_log,8,category,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_SMR_log,9,receivetime,varchar,source_type=datetime; ,🟠 有类型无含义
ods_a168_agent,4,age002,varchar,source_type=varchar(30); ,🟠 有类型无含义
ods_a168_agent,5,age003,varchar,source_type=varchar(50); ,🟠 有类型无含义
ods_a168_agent,6,age004,varchar,source_type=varchar(30); ,🟠 有类型无含义
ods_a168_agent,7,age005,varchar,source_type=timestamp; ,🟠 有类型无含义
ods_a168_agent,8,age006,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,9,age007,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,10,age008,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,11,age009,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,12,age010,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,13,age011,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,14,age012,varchar,source_type=timestamp; ,🟠 有类型无含义
ods_a168_agent,15,age013,varchar,source_type=text; ,🟠 有类型无含义
ods_a168_agent,19,age017,varchar,"source_type=enum(''Y'',''N''); ",🟠 有类型无含义
ods_a168_agent,20,age018,varchar,"source_type=enum(''Y'',''N''); ",🟠 有类型无含义
ods_a168_agent,25,age023,varchar,source_type=char(1); ,🟠 有类型无含义
ods_a168_agent,27,credit,varchar,"source_type=decimal(15,4); ",🟠 有类型无含义
ods_a168_agent,28,cash,varchar,"source_type=decimal(15,4); ",🟠 有类型无含义
ods_a168_agent,29,type,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,30,currency,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent,31,tip,varchar,"source_type=enum(''Y'',''N''); ",🟠 有类型无含义
ods_a168_agent,33,prefix_add,varchar,"source_type=enum(''Y'',''N''); ",🟠 有类型无含义
ods_a168_agent,38,opengame,varchar,source_type=varchar(255); ,🟠 有类型无含义
ods_a168_agent,39,site,varchar,source_type=varchar(60); ,🟠 有类型无含义
ods_a168_agent,45,chkKey,varchar,source_type=varchar(100); ,🟠 有类型无含义
ods_a168_agent_bak20250610,4,age002,varchar,source_type=varchar(30); ,🟠 有类型无含义
ods_a168_agent_bak20250610,5,age003,varchar,source_type=varchar(50); ,🟠 有类型无含义
ods_a168_agent_bak20250610,6,age004,varchar,source_type=varchar(30); ,🟠 有类型无含义
ods_a168_agent_bak20250610,7,age005,varchar,source_type=timestamp; ,🟠 有类型无含义
ods_a168_agent_bak20250610,8,age006,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent_bak20250610,9,age007,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent_bak20250610,10,age008,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent_bak20250610,11,age009,varchar,source_type=int(11); ,🟠 有类型无含义
ods_a168_agent_bak20250610,12,age010,varchar,source_type=int(11); ,🟠 有类型无含义
