uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg,audit_rn,batch_id
7672136,27,178,0.5319,0.6327,1.0,24.56,455,1
7697855,16312,61570,0.4583,0.5833,1.0,24.95,456,1
7701880,80,175,0.3061,0.3301,1.0,18.02,457,1
7721141,502,2208,0.5625,0.7011,1.0,27.46,458,1
7731625,35,461,0.3529,0.5,1.0,18.63,459,1
7745202,4360,40154,0.383,0.5385,2.0,22.62,460,1
7753096,75,457,0.5556,0.7115,1.0,27.93,461,1
7759673,533,1269,0.2745,0.4667,1.0,17.37,462,1
7769131,170,1423,0.4534,0.6972,1.0,23.38,463,1
7771482,512,1528,0.6042,0.6701,1.0,29.46,464,1
7781597,9,100,0.4375,0.5319,1.8125,23.33,465,1
7794351,78,2200,0.3169,0.6363,3.0,19.47,466,1
7805330,46,466,0.6737,0.9223,0.8708,34.26,467,1
7830560,1699,2184,0.551,0.6471,1.0,28.39,468,1
7837563,109,1213,0.4706,0.7059,1.0,24.83,469,1
7842300,104,645,0.4945,0.7429,1.0,25.04,470,1
7846363,5697,27485,0.4082,0.7391,0.7143,22.36,471,1
7848870,189,388,0.5,0.5686,1.0,26.13,472,1
7849681,366,878,0.5,0.6373,1.0,25.72,473,1
7850444,637,5513,0.28,0.7451,0.7222,17.67,474,1
7859513,220,500,0.4592,0.5,1.0,22.02,475,1
7865925,266,744,0.6225,0.6804,1.0,29.79,476,1
7872469,29,191,0.3061,0.5208,0.7222,16.52,477,1
7873855,188,2369,0.3021,0.4815,1.1548,18.26,478,1
7875818,162,192,0.4086,0.4168,1.0,22.46,479,1
7883334,126,590,0.5,0.5444,2.0,25.4,480,1
7932829,960,2781,0.2653,0.381,1.0,15.89,481,1
7948166,6424,9860,0.5192,0.6327,1.0,26.26,482,1
7980324,618,2993,0.0957,0.375,0.3297,6.03,483,1
7997768,199,474,0.449,0.4894,1.0,22.52,484,1
8001969,39,171,0.6,0.64,1.0,28.59,485,1
8004058,48,100,0.4279,0.6772,1.0,24.63,486,1
8014307,17,111,0.4706,0.7843,1.0,27.71,487,1
8024360,208,4169,0.3,0.8041,0.8775,17.78,488,1
8024372,553,775,0.5098,0.5532,1.0,26.2,489,1
8040918,348,2052,0.5772,0.683,1.125,29.2,490,1
8140717,78,136,0.5317,0.6068,1.0,28.58,491,1
8174492,60,220,0.38,0.55,1.0,21.45,492,1
8204612,662,1067,0.566,0.6889,1.0,26.64,493,1
8232784,433,1533,0.4694,0.566,1.0,24.45,494,1
8267835,12,125,0.7371,0.9005,1.3864,31.17,495,1
8296869,512,4857,0.5047,0.8333,1.0,25.19,496,1
8350735,1201,2207,0.5682,0.6429,1.0,28.72,497,1
8354334,166,259,0.5093,0.52,1.0,27.49,498,1
8367869,91,216,0.3878,0.58,1.0,21.3,499,1
8417419,15,244,0.4694,0.7143,0.9744,18.67,500,1
8441185,107,648,0.3191,0.5306,0.7143,16.73,501,1
8443092,1302,5443,0.5091,0.72,1.0,26.05,502,1
8482904,18,677,0.2244,0.7049,3.0,17.83,503,1
8512453,22,149,0.3308,0.5951,3.3333,22.0,504,1
8564030,345,812,0.75,0.7885,1.0,37.26,505,1
8577817,67,4976,0.3654,0.6809,5.9,18.96,506,1
8581979,87,166,0.5,0.6444,1.0,25.62,507,1
8623748,324,857,0.6596,0.7308,1.0,32.01,508,1
8757184,204,902,0.4369,0.6399,1.0,23.04,509,1
8765586,2100,3491,0.4167,0.5306,1.0,22.37,510,1
8788462,7255,15633,0.4773,0.7021,1.0,24.47,511,1
8837928,1936,25088,0.4038,0.7609,1.0,22.39,512,1
8841165,119,756,0.6078,0.7021,1.0,28.0,513,1
8877478,15,121,0.4706,0.6042,3.0,24.53,514,1
8883388,38,180,0.5859,0.6451,1.0714,27.58,515,1
8884424,850,7099,0.3609,0.75,0.8571,20.06,516,1
8885088,57,127,0.4889,0.6471,1.0,28.51,517,1
8897704,476,8898,0.6327,0.95,1.2857,30.21,518,1
9086850,173,694,0.463,0.6304,1.0,24.75,519,1
9092229,623,783,0.5833,0.6222,1.0,28.02,520,1
9151294,72,147,0.5743,0.6311,1.0,27.75,521,1
9580398,106,824,0.5264,0.5789,1.0,25.85,522,1
9649529,14,124,0.352,0.603,1.0,23.43,523,1
9728620,94,248,0.3976,0.5102,1.0,22.53,524,1
9734551,24,109,0.6635,0.7345,2.0,32.21,525,1
9903447,255,1347,0.5185,0.5918,1.0,26.4,526,1
9943383,476,1725,0.4792,0.5851,1.0,24.49,527,1
10001802,15,111,0.3725,0.7018,0.8182,21.6,528,1
10117012,81,109,0.5577,0.5714,1.0,27.21,529,1
10292530,780,2108,0.4375,0.6531,1.0,23.1,530,1
10304840,1,110,0.3922,0.7451,5.7895,20.0,531,1
10401277,27,145,0.52,0.6731,1.0,26.78,532,1
10426905,106,427,0.3187,0.323,1.0,17.92,533,1
10544642,4382,9110,0.5096,0.5957,1.0,26.15,534,1
10557882,14,321,0.2858,0.6188,1.5833,15.71,535,1
10558225,73,328,0.4792,0.5682,1.0,24.93,536,1
10592748,1418,3301,0.5,0.66,1.0,25.34,537,1
10616990,109,274,0.4894,0.58,1.0,24.56,538,1
10649454,10793,25264,0.375,0.6667,1.0,20.98,539,1
10657226,41,177,0.54,0.5882,1.0,25.78,540,1
10660475,389,3557,0.2745,0.3404,3.0,15.94,541,1
10674613,214,498,0.4902,0.5946,1.0,25.64,542,1
10694165,12,474,0.39,0.59,3.376,20.08,543,1
10701206,90,392,0.4374,0.57,1.0,23.06,544,1
10702402,23,132,0.7959,0.9574,1.0,39.09,545,1
10739567,94,1534,0.551,0.6916,2.6667,28.44,546,1
10749368,256,510,0.2917,0.369,1.0,18.78,547,1
10774877,27,278,0.3333,0.44,1.8333,19.44,548,1
10796640,177,832,0.449,0.566,1.0,23.9,549,1
10799526,112,561,0.4082,0.526,1.0,22.58,550,1
10805015,3140,8104,0.1837,0.2444,1.0,11.47,551,1
10842879,97,165,0.5098,0.5532,1.0,25.25,552,1
10844767,12,127,0.5369,0.6449,1.4095,26.58,553,1
10871271,353,1173,0.4902,0.6596,1.0,25.3,554,1
10925841,246,1784,0.3789,0.54,1.0,21.86,555,1
10928121,43,177,0.5745,0.6596,1.0,28.21,556,1
10940786,16,177,0.3789,0.4647,1.2105,19.94,557,1
10944504,103,243,0.46,0.4906,1.0,25.05,558,1
10948640,62,215,0.2472,0.3101,1.0,13.15,559,1
10955089,241,2712,0.58,0.8163,1.0,26.99,560,1
10993573,45,174,0.48,0.566,1.0,25.09,561,1
11050517,1099,7461,0.3269,0.7174,0.6,20.54,562,1
11052585,494,3654,0.38,0.604,1.0,20.17,563,1
11052756,21,100,0.5208,0.5625,1.0,25.52,564,1
11065898,343,21644,0.4043,0.6275,6.0,21.24,565,1
11078700,243,4827,0.5208,0.8333,1.7857,25.64,566,1
11080123,46,210,0.4271,0.598,1.0,23.15,567,1
11080438,6535,23584,0.383,0.6296,1.0,21.84,568,1
11099505,673,773,0.7347,0.7647,1.0,36.44,569,1
11103832,118,197,0.5639,0.6391,1.0,28.86,570,1
11108480,78,119,0.1751,0.2099,1.0,12.42,571,1
11124045,26,691,0.22,0.4435,1.875,12.5,572,1
11133048,44,106,0.5259,0.5588,1.0,27.25,573,1
11159897,437,5234,0.5556,0.7143,1.0,27.82,574,1
11184930,10,116,0.4428,0.6905,1.0,21.2,575,1
11190640,26,267,0.3489,0.6525,1.0,20.04,576,1
11190812,529,11352,0.6415,0.7708,4.0,30.8,577,1
11191069,2281,5299,0.5,0.6607,1.0,25.33,578,1
11198213,77,143,0.6531,0.7347,1.0,32.44,579,1
11215710,168,284,0.58,0.604,1.0,29.39,580,1
11236104,123,366,0.4643,0.5472,1.0,23.9,581,1
11238083,19,225,0.3846,0.66,1.6667,23.11,582,1
11250740,2227,3684,0.38,0.4792,1.0,21.9,583,1
11250751,3057,8989,0.25,0.3261,1.0,13.43,584,1
11264857,275,1259,0.3542,0.4038,2.0,19.32,585,1
11286980,33,109,0.4118,0.5294,1.0,23.18,586,1
11305264,29,376,0.5556,0.6296,3.0,26.03,587,1
11311486,307,5162,0.2,0.3542,1.6667,10.27,588,1
11316870,810,7927,0.5472,0.6327,2.0,27.45,589,1
11322948,259,458,0.6458,0.6667,1.0,29.7,590,1
11340607,97,185,0.6154,0.6735,1.0,29.54,591,1
11340921,61,132,0.5682,0.6327,1.0,27.07,592,1
11389121,304,838,0.2754,0.536,1.0,17.04,593,1
11393625,152,229,0.5534,0.5922,1.0,27.92,594,1
11399807,318,1723,0.4583,0.6629,1.0,23.6,595,1
11413166,4907,14541,0.48,0.7255,1.0,24.47,596,1
11429552,967,1476,0.5208,0.5818,1.0,26.56,597,1
11432100,3104,23977,0.5926,0.7959,2.0,29.9,598,1
11455565,49,142,0.4118,0.5217,1.0,25.1,599,1
11475943,253,2061,0.54,0.78,1.0,28.55,600,1
11523351,186,1746,0.5667,0.8174,1.0,27.61,601,1
11529159,157,6007,0.4231,0.7273,3.15,21.55,602,1
11553260,195,5856,0.3654,0.7391,1.9333,20.43,603,1
11673814,39,313,0.4808,0.8444,1.0,26.62,604,1
11703480,72,377,0.4257,0.5778,1.0,24.19,605,1
11723405,26,171,0.612,0.7604,1.0,29.58,606,1
11725662,100,124,0.5157,0.563,1.0,27.0,607,1
11780611,136,3155,0.6262,0.7499,3.1714,29.5,608,1
11815110,488,1382,0.3617,0.6078,1.0,20.26,609,1
11879145,133,264,0.5577,0.5849,1.0,27.28,610,1
11919492,7,177,0.2128,0.5098,1.7143,11.86,611,1
11924108,10,104,0.5196,0.7135,1.0,28.5,612,1
11933987,861,1238,0.4231,0.48,1.0,23.57,613,1
11947756,250,434,0.476,0.62,1.0,25.0,614,1
11953073,41,117,0.36,0.3774,1.0,20.39,615,1
11955024,2039,4346,0.0204,0.0392,1.0,1.28,616,1
11967691,296,4584,0.449,0.5313,4.3333,23.64,617,1
11970730,208,736,0.3208,0.3823,1.0,16.54,618,1
11975662,98,108,0.6503,0.6629,1.0,31.98,619,1
12031521,718,2044,0.3261,0.6,1.0,19.55,620,1
12040866,60,517,0.5965,0.6855,1.0,29.43,621,1
12054325,192,467,0.4951,0.5981,1.0,24.64,622,1
12061707,2789,7793,0.4444,0.5769,1.0,23.8,623,1
12064426,44,281,0.6414,0.6766,2.0,29.8,624,1
12064605,147,573,0.4082,0.5625,1.0,20.76,625,1
12066603,2,102,0.5398,0.8243,3.5511,26.0,626,1
12080940,88,277,0.4845,0.5485,1.0,26.25,627,1
12119864,724,7278,0.3958,0.6939,1.0,21.52,628,1
12179026,6528,21376,0.25,0.5106,0.6,16.81,629,1
12249654,33,627,0.38,1.0,1.0,20.33,630,1
12272473,2651,5036,0.5652,0.6471,1.0,28.6,631,1
12276405,116,295,0.4647,0.6021,1.0,23.03,632,1
12314077,62,122,0.5796,0.5981,1.0,28.37,633,1
12327652,405,3842,0.449,0.66,1.0,23.43,634,1
12348040,39,145,0.5532,0.7021,0.75,27.87,635,1
12350152,24,435,0.2776,0.7951,1.0946,20.08,636,1
12373433,1089,5678,0.2653,0.4615,1.0,18.49,637,1
12377459,40,365,0.3711,0.6315,1.0,19.38,638,1
12406110,61,121,0.46,0.5918,1.0,25.31,639,1
12410172,383,1545,0.4118,0.5,1.0,21.95,640,1
12413613,450,3867,0.4286,0.5591,1.0,23.05,641,1
12441179,54,1731,0.4847,0.835,1.8535,21.06,642,1
12443725,73,1640,0.6327,0.8431,2.0,31.27,643,1
12466189,170,574,0.5,0.532,1.0,25.07,644,1
12469770,30,152,0.4505,0.5208,1.2143,24.43,645,1
12475296,1478,2909,0.2174,0.3519,1.0,15.84,646,1
12517116,755,973,0.4894,0.5417,1.0,25.87,647,1
12553589,9,240,0.3333,0.7708,1.6316,18.89,648,1
12564708,109,440,0.2321,0.4583,1.0,16.5,649,1
12599040,24,147,0.5288,0.7913,1.0,26.79,650,1
12600533,43,351,0.58,0.7358,1.0,26.67,651,1
12669498,313,4567,0.4783,0.5306,4.3333,25.02,652,1
12676988,27,344,0.5833,0.6667,2.25,26.89,653,1
12688823,56,108,0.4211,0.5238,1.0,22.89,654,1
12690705,258,1474,0.3712,0.5612,0.6899,20.01,655,1
12702551,539,10255,0.1569,0.42,1.2727,10.39,656,1
12712017,51,457,0.4681,0.76,0.8571,24.2,657,1
12737222,977,1778,0.4792,0.6042,1.0,24.03,658,1
12749802,194,277,0.4949,0.4949,1.0,24.61,659,1
12817557,71,188,0.5319,0.6222,1.0,24.68,660,1
12825231,58,134,0.0217,0.0703,1.0,7.29,661,1
12865901,43,329,0.3673,0.5319,1.25,21.21,662,1
12887108,34,396,0.6129,0.7229,1.5,26.44,663,1
12960716,328,1054,0.25,0.3529,1.0,14.83,664,1
12981550,25,186,0.1875,0.9362,0.2414,12.96,665,1
13011475,60,118,0.4951,0.6198,1.0,25.52,666,1
13023107,718,2068,0.5728,0.6695,1.0,28.92,667,1
13049252,13893,29251,0.4565,0.6792,1.0,24.89,668,1
13059412,6,118,0.6146,0.9896,1.378,31.5,669,1
13064634,90,756,0.3544,0.4545,6.0,19.58,670,1
13073494,64,500,0.4738,0.6363,1.0,21.55,671,1
13096262,4668,13234,0.3211,0.6083,0.8,19.24,672,1
13120339,55,1016,0.4286,0.7556,1.2593,22.18,673,1
13122382,42,182,0.2324,0.3131,1.0,15.74,674,1
13124817,24,285,0.4328,0.4998,3.2356,23.5,675,1
13165462,478,11796,0.3101,0.51,2.5,16.83,676,1
13165794,379,705,0.4468,0.5918,1.0,23.12,677,1
13185799,222,1801,0.4344,0.5981,1.3333,23.36,678,1
13196903,215,2179,0.4909,0.6458,2.0,26.0,679,1
13254642,145,1322,0.4889,0.6667,1.1667,25.1,680,1
13260646,608,840,0.4608,0.5098,1.0,24.17,681,1
13312559,23,1091,0.1765,0.3148,6.7059,9.96,682,1
13321956,280,503,0.4226,0.5306,1.0,22.85,683,1
13325669,75,237,0.58,0.64,1.0,28.88,684,1
13346351,377,1332,0.2826,0.4615,1.0,18.4,685,1
13346476,21,109,0.5472,0.566,1.0,28.1,686,1
13346590,27,154,0.5745,0.7308,1.0,28.81,687,1
13346965,90,386,0.7809,0.9192,1.0,37.73,688,1
13349179,76,493,0.4467,0.5197,1.8333,24.21,689,1
13350854,175,13936,0.3878,1.0,3.7,21.15,690,1
13353962,18,264,0.1112,0.8488,0.7176,12.17,691,1
13354022,61,744,0.3261,0.5957,1.4286,18.97,692,1
13354626,191,374,0.1132,0.2,1.0,9.45,693,1
13360566,21,528,0.62,0.6667,5.0,28.19,694,1
13365362,667,42170,0.34,0.6383,4.4286,18.48,695,1
13372562,64,1011,0.5596,0.6486,4.3542,26.91,696,1
13406519,53,985,0.34,0.5208,2.0,19.3,697,1
13406922,1422,19116,0.4082,0.8571,0.931,22.4,698,1
13416350,311,469,0.5472,0.58,1.0,26.61,699,1
13430639,339,2959,0.4118,0.6667,1.0,22.65,700,1
13431578,77,178,0.4375,0.5417,1.0,21.86,701,1
13515875,72,296,0.4898,0.5698,1.0,26.0,702,1
13518846,200,1199,0.6501,0.7475,1.0,31.26,703,1
13529158,234,734,0.3579,0.6771,0.6125,20.46,704,1
13551016,194,1156,0.4847,0.566,1.0,26.54,705,1
13579424,1119,13380,0.4286,0.6111,1.25,23.49,706,1
13585436,26,656,0.4896,0.6575,2.6806,25.12,707,1
13587374,397,3413,0.4375,0.7091,0.9091,23.48,708,1
13590366,700,2670,0.5714,0.6699,1.0,27.91,709,1
13590688,180,580,0.5047,0.6969,1.0,27.61,710,1
13617451,19,185,0.4545,0.7551,1.0,20.32,711,1
13618558,234,319,0.6153,0.6176,1.0,28.73,712,1
13629594,1498,3454,0.4344,0.6531,1.0,22.25,713,1
13696529,143,625,0.6346,0.7292,1.0,31.11,714,1
13697444,254,1115,0.4221,0.576,1.5,22.26,715,1
13705302,13,115,0.5849,0.8846,0.7826,31.23,716,1
13723689,663,989,0.7255,0.7755,1.0,35.21,717,1
13771273,464,4830,0.5213,0.66,2.0,25.95,718,1
13825726,483,2155,0.3529,0.72,0.6,21.72,719,1
13839791,16,175,0.5104,0.7528,1.5654,26.81,720,1
13839838,21,169,0.3617,0.6122,1.6667,25.19,721,1
13881859,207,2160,0.4808,0.6809,1.3333,24.52,722,1
13893056,186,3154,0.7129,0.8868,2.75,33.76,723,1
13901920,33,309,0.5882,0.7778,1.0,28.88,724,1
13910818,332,580,0.4583,0.631,1.0,24.11,725,1
13940399,557,1115,0.3922,0.5417,1.0,21.77,726,1
13974731,50,148,0.464,0.4664,1.0,23.22,727,1
14008726,145,872,0.6042,0.72,1.0,27.42,728,1
14027773,81,290,0.4286,0.5,1.0,21.62,729,1
14043765,8,268,0.4902,0.779,2.1152,24.0,730,1
14136584,711,1076,0.5625,0.6122,1.0,27.55,731,1
14158082,1789,12761,0.375,0.551,1.0,20.85,732,1
14159834,65,1017,0.5306,0.9167,1.0,27.38,733,1
14189302,49,105,0.54,0.6226,1.0,27.73,734,1
14189942,119,780,0.5306,0.6667,1.0,27.02,735,1
14207028,18,116,0.7319,0.8018,1.0,29.44,736,1
14238439,76,2165,0.5578,0.9167,1.3723,25.92,737,1
14243870,27,185,0.4167,0.4894,1.0,20.26,738,1
14262782,22,127,0.5317,0.5517,2.0,25.0,739,1
14275716,164,402,0.5856,0.7119,1.0,29.48,740,1
14281193,83,236,0.5918,0.6346,1.0,29.14,741,1
14398040,173,289,0.5319,0.587,1.0,27.46,742,1
14402394,251,513,0.125,0.1633,1.0,7.25,743,1
14464159,421,1873,0.52,0.6122,1.0,26.33,744,1
14487310,19,440,0.1961,0.8776,0.8889,11.68,745,1
14487438,727,1239,0.5435,0.6275,1.0,27.19,746,1
14489678,1635,12655,0.3962,0.6078,2.3333,21.6,747,1
14495233,575,903,0.549,0.5745,1.0,27.43,748,1
14496056,221,527,0.4043,0.4894,1.0,22.14,749,1
14497193,7,111,0.5102,0.6275,1.3333,25.43,750,1
14502162,1436,7181,0.4167,0.6458,1.0,22.69,751,1
14504845,28,146,0.255,0.4953,0.75,15.89,752,1
14509422,54,133,0.3862,0.5415,1.0,22.8,753,1
14521157,904,3472,0.4058,0.6737,1.0,23.42,754,1
14530536,63,596,0.2593,0.5,0.95,13.02,755,1
14532030,53,107,0.58,0.6222,1.0,29.87,756,1
14547992,14,811,0.5417,0.9785,3.069,28.29,757,1
14561121,4184,11187,0.3617,0.6596,1.0,21.37,758,1
14565869,47,110,0.48,0.5106,1.0,23.57,759,1
14571761,15,241,0.58,0.7391,1.7368,28.0,760,1
14589375,246,281,0.5566,0.606,1.0,26.71,761,1
14597521,42,132,0.6967,0.7188,1.0,32.24,762,1
14606367,117,2521,0.4681,0.6042,3.0,24.37,763,1
14610206,1058,2260,0.5743,0.6315,1.0,28.65,764,1
14624301,30,295,0.4084,0.5,4.0,24.27,765,1
14627683,61,274,0.7292,0.7959,1.0,34.46,766,1
14642867,383,3989,0.383,0.4828,3.3333,21.44,767,1
14657949,192,625,0.4286,0.5152,1.0,23.21,768,1
14682296,312,634,0.44,0.52,1.0,23.68,769,1
14685701,68,123,0.6392,0.7325,1.0,30.12,770,1
14706434,367,2794,0.3864,0.6458,1.0,20.97,771,1
14732354,16,224,0.5955,0.629,1.1667,25.19,772,1
14750031,133,164,0.6,0.6304,1.0,30.26,773,1
14751019,5293,15136,0.28,0.5098,1.0,17.59,774,1
14753884,182,3545,0.3367,0.592,2.0,19.85,775,1
14757225,38,152,0.6122,0.6618,1.0,30.18,776,1
14786296,2248,3951,0.537,0.6964,1.0,27.9,777,1
14808645,163,1315,0.5106,0.8261,1.0,27.79,778,1
14812158,509,2986,0.375,0.7059,1.0,20.92,779,1
14821026,71,288,0.5217,0.56,1.0,28.52,780,1
14825633,648,1153,0.5045,0.5544,1.0,25.43,781,1
14835464,35,190,0.3878,0.4615,1.0,22.89,782,1
14839756,228,604,0.5256,0.57,2.0,27.18,783,1
14840032,1976,16299,0.375,0.7722,0.7895,21.25,784,1
14842656,998,1205,0.5339,0.6224,1.0,28.1,785,1
14842690,324,491,0.3462,0.4592,1.0,20.19,786,1
14843097,141,208,0.5614,0.6182,1.0,27.6,787,1
14843187,139,737,0.2308,0.3019,2.0,16.29,788,1
14844645,234,629,0.5051,0.6478,1.0,25.09,789,1
14846754,94,306,0.6062,0.6926,1.0,30.96,790,1
14851731,183,242,0.68,0.6957,1.0,32.72,791,1
14857271,39,2010,0.2708,0.5106,2.3,14.92,792,1
14863829,345,2071,0.4889,0.5686,1.0,24.74,793,1
14864544,16,256,0.3134,0.62,1.1686,17.69,794,1
14865940,12,634,0.3183,0.6233,2.9553,17.42,795,1
14896822,45,2549,0.6078,0.9091,5.3125,30.56,796,1
14933909,204,4236,0.3838,0.9157,1.0,19.93,797,1
14944296,68,314,0.3671,0.4595,2.0,22.59,798,1
14946077,47,586,0.4894,0.6875,1.0,23.83,799,1
14953148,48,1445,0.6408,0.7918,4.0,31.35,800,1
14964153,15,236,0.4255,0.549,2.6667,21.93,801,1
14986448,218,325,0.6464,0.6531,1.0,30.12,802,1
15006881,34,524,0.6631,0.98,1.4773,33.97,803,1
15017621,125,146,0.4151,0.4444,1.0,22.73,804,1
15032790,561,8586,0.2917,0.7925,1.0,18.51,805,1
15035441,65,111,0.56,0.6078,1.0,27.05,806,1
15038968,77,127,0.5918,0.6531,1.0,29.17,807,1
15057473,667,1467,0.5294,0.6471,1.0,27.47,808,1
15073224,127,251,0.4222,0.4615,1.0,21.37,809,1
15080536,28,121,0.5099,0.5715,1.0,24.39,810,1
15083678,723,2081,0.5306,0.75,1.0,27.46,811,1
15084264,438,764,0.3137,0.3398,1.0,18.4,812,1
15085739,10,111,0.6309,0.7437,1.0,30.4,813,1
15105472,211,268,0.5577,0.5882,1.0,27.03,814,1
15118896,181,320,0.3846,0.42,1.0,23.28,815,1
15121798,27,191,0.6667,0.6863,1.3333,32.74,816,1
15134546,7,133,0.3333,0.549,1.7273,16.29,817,1
15140662,71,227,0.1875,0.2264,1.0,13.17,818,1
15185573,58,127,0.5051,0.5743,1.0,25.91,819,1
15205142,11,239,0.6792,0.9434,1.75,28.36,820,1
15214344,13,149,0.56,0.74,2.5,28.77,821,1
15221742,270,687,0.4953,0.5417,1.0,26.13,822,1
15225807,1937,13445,0.3958,0.5294,1.0,21.7,823,1
15244770,520,1194,0.5577,0.6875,1.0,28.42,824,1
15255127,125,305,0.6735,0.7308,1.0,32.18,825,1
15278917,362,569,0.5612,0.6836,1.0,27.1,826,1
15310038,352,831,0.2404,0.3556,1.0,15.24,827,1
15314198,241,2301,0.5,0.7647,1.0,23.61,828,1
15317633,15,171,0.1698,0.5192,0.9333,11.4,829,1
15346664,322,1867,0.5208,0.6122,2.0,26.63,830,1
15368662,79,445,0.3269,0.76,0.625,22.41,831,1
15372900,794,15566,0.0625,0.9592,0.8956,11.43,832,1
15409596,1623,7186,0.2558,0.36,1.0,16.94,833,1
15419814,406,4062,0.24,0.3762,1.125,13.81,834,1
15422662,573,1868,0.434,0.5111,1.0,23.43,835,1
15423240,103,1271,0.2222,0.4815,1.0,12.14,836,1
15433477,1020,2922,0.2396,0.5,0.6667,16.01,837,1
15446916,138,337,0.6143,0.6597,1.0,30.25,838,1
15466764,23,203,0.3333,0.5102,1.0,18.22,839,1
15522369,119,133,0.4167,0.4375,1.0,22.25,840,1
15524241,144,853,0.3949,0.4804,1.0,22.14,841,1
15549620,13,187,0.3962,0.6596,0.8889,17.92,842,1
15555871,957,2108,0.3889,0.4348,1.0,21.79,843,1
15561454,51,157,0.4468,0.4894,1.0,23.9,844,1
15571586,110,169,0.1747,0.22,1.0,11.84,845,1
15571748,431,812,0.551,0.5882,1.0,26.48,846,1
15599480,228,258,0.1633,0.1905,1.0,12.98,847,1
15602178,12,105,0.5517,0.5517,6.5,26.75,848,1
15610107,298,9677,0.234,0.8453,1.8913,15.07,849,1
15629845,27,152,0.4906,0.6038,1.0,26.04,850,1
15629877,210,657,0.4848,0.5729,1.0,26.54,851,1
15630444,51,137,0.449,0.54,1.0,21.61,852,1
15635295,72,449,0.5419,0.6701,1.0,25.53,853,1
15659266,544,1335,0.4082,0.6831,0.75,21.85,854,1
15659888,587,1052,0.4468,0.5581,1.0,24.75,855,1
15685478,104,1341,0.592,0.7476,2.225,27.55,856,1
15718477,61,426,0.3396,0.4583,1.0,17.34,857,1
15733623,383,4039,0.5102,0.82,1.0,25.48,858,1
15755817,136,177,0.5142,0.5577,1.0,24.92,859,1
15759757,179,2284,0.4118,0.78,1.0,22.93,860,1
15763017,136,199,0.4262,0.4357,1.0,21.85,861,1
15766746,317,5616,0.2766,0.58,1.3333,13.85,862,1
15787672,39,2283,0.6,1.0,3.381,30.03,863,1
15812030,804,2918,0.6948,0.8101,1.0,33.58,864,1
15829897,324,1059,0.3762,0.5106,1.0,20.79,865,1
15841013,477,4601,0.4808,0.587,2.4,24.7,866,1
15841617,192,4992,0.6496,0.8284,3.2991,31.98,867,1
15855945,103,2304,0.5306,0.7736,2.2857,26.14,868,1
15857523,869,4065,0.44,0.5208,1.0,22.99,869,1
15861888,160,861,0.4375,0.6461,1.0,22.99,870,1
15863665,2712,27885,0.3269,0.7692,0.9178,19.73,871,1
15864226,180,3726,0.6,0.7048,3.6667,29.3,872,1
15882258,31,125,0.3721,0.5,0.6667,19.94,873,1
15895125,1786,13721,0.46,0.6804,1.3333,22.95,874,1
15914327,250,339,0.4891,0.5192,1.0,24.65,875,1
15922505,25,489,0.2222,0.54,0.9167,11.6,876,1
15925095,27,305,0.5106,0.74,1.0,27.3,877,1
15942206,49,148,0.38,0.5417,1.0,22.12,878,1
15953225,42,322,0.3076,0.4174,1.7571,17.86,879,1
15956113,416,14724,0.32,0.5408,3.8856,19.36,880,1
15979742,80,943,0.6744,0.74,2.3333,30.68,881,1
15981164,652,2864,0.449,0.5859,1.55,24.04,882,1
15989278,182,3315,0.5785,0.6593,4.0,28.2,883,1
16003115,89,506,0.44,0.551,2.0,23.15,884,1
16020239,88,166,0.5685,0.5863,1.0,28.49,885,1
16051604,108,915,0.2142,0.3542,1.0,12.9,886,1
16072310,879,4037,0.413,0.56,1.0,23.9,887,1
16084088,36,292,0.3986,0.6931,1.0,23.94,888,1
16113820,128,789,0.3469,0.463,1.0,19.45,889,1
16114172,302,2129,0.3815,0.5789,1.0,21.74,890,1
16127626,219,422,0.375,0.5294,1.0,20.71,891,1
16170741,36,356,0.6569,0.9578,1.0,27.11,892,1
16198709,487,962,0.4423,0.52,1.0,22.75,893,1
16211787,93,238,0.18,0.5319,0.3333,12.78,894,1
16237991,483,3994,0.5417,0.6364,1.0,26.38,895,1
16263963,102,136,0.468,0.4796,1.0,25.28,896,1
16285628,44,178,0.4441,0.5425,1.0,24.61,897,1
16343655,355,4506,0.4898,0.6,2.0,24.47,898,1
16345906,8,109,0.4378,0.4824,5.0,23.88,899,1
16349956,4,102,0.618,0.7832,3.9375,30.75,900,1
16350568,285,10116,0.5208,0.6875,5.8571,26.96,901,1
16365125,2,133,0.3362,0.8191,2.8167,16.0,902,1
16393315,299,752,0.451,0.6078,1.0,24.06,903,1
16399419,69,526,0.5918,0.8431,0.6667,29.13,904,1
16430600,242,617,0.1635,0.2308,1.0,10.83,905,1
16440318,435,806,0.4444,0.5532,1.0,23.95,906,1
16449085,135,506,0.6346,0.6981,1.0,31.29,907,1
16458514,246,500,0.549,0.6982,1.0,28.17,908,1
16491826,69,305,0.4231,0.7255,0.9231,24.14,909,1
16503827,29,186,0.2222,0.5882,0.9375,18.03,910,1
16507777,54,846,0.2932,0.3578,3.0,14.02,911,1
16516519,14,148,0.4252,0.4712,2.6667,22.36,912,1
16549831,38,126,0.5979,0.6677,1.0,27.82,913,1
16555063,406,1233,0.0444,0.0971,1.0,4.97,914,1
