n,diff_min,diff_p50,diff_p90,diff_p99,diff_max,ratio_min,ratio_p01,ratio_p50,ratio_p99,ratio_max,audit_rn,batch_id
5844799,-198000.0000,-49.599998474121094,-9.920000076293945,-0.9919999837875366,-0.4960,100.0000000000,100.0,125.0,333.3333435058594,333.3333333333,1,1
