member_id,treat_time,treat_field,n_treat_events,n_pre,n_post,d_pre,d_post,stake_pre,stake_post,d_stake,d_validbet,d_revenue,hold_pre_pct,hold_post_pct,d_hold_pct,roi_pre,roi_post,d_roi,d_bets_per_day,verdict_exposure,audit_rn,batch_id
152636297,2026-07-06 20:56:10,mem016,2,70,0,1,0,43623.84,0.00,-43623.84,-43398.60,4338.13,-9.996008,,,0.099444,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,113,1
151265196,2026-06-15 21:00:39,mem016,2,8,0,1,0,5007.77,0.00,-5007.77,-4446.55,4355.90,-97.961165,,,0.869828,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,114,1
151133335,2026-06-15 00:00:49,mem015,5,54,490,1,2,38849.94,72502.82,33652.88,27954.14,4358.73,12.484974,13.876362,1.391387,-0.110799,-0.119489,-0.008690,191.0000,◐ 平台毛利上升或持平,115,1
147758452,2026-03-31 13:25:56,mem015,2,2244,162,7,3,222256.23,20122.57,-202133.66,-179416.30,4397.90,-3.313379,-11.263078,-7.949699,0.029648,0.108910,0.079262,-266.5714,◐ 平台毛利上升或持平,116,1
148459038,2026-04-27 14:08:33,mem015,2,895,0,16,0,37481.31,0.00,-37481.31,-34886.99,4399.35,-12.610285,,,0.117374,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,117,1
145819722,2026-04-27 20:44:09,mem015,12,3428,6359,12,25,94824.77,672356.40,577531.63,526253.61,4845.46,3.780477,1.321494,-2.458983,-0.034193,-0.012029,0.022164,-31.3067,◐ 平台毛利上升或持平,118,1
150798889,2026-06-01 11:50:19,mem017,1,204,0,1,0,58318.78,0.00,-58318.78,-50859.81,5067.21,-9.963100,,,0.086888,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,119,1
151219868,2026-06-10 01:43:09,mem016,2,82,0,1,0,64962.87,0.00,-64962.87,-60732.17,5186.06,-8.539238,,,0.079831,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,120,1
151133120,2026-06-14 22:47:21,mem017,1,20,0,1,0,20074.25,0.00,-20074.25,-15498.19,5197.72,-33.537604,,,0.258925,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,121,1
152648555,2026-07-13 19:46:04,mem016,2,191,0,3,0,164052.67,0.00,-164052.67,-141049.12,5241.92,-3.716380,,,0.031953,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,122,1
118885977,2026-06-30 08:09:20,mem015,4,2153,1911,13,8,4271098.30,4375645.65,104547.35,165155.21,5733.17,1.496384,1.577838,0.081454,-0.013451,-0.014440,-0.000989,73.2596,◐ 平台毛利上升或持平,123,1
151321845,2026-06-11 23:25:51,mem016,2,82,0,1,0,57036.78,0.00,-57036.78,-52029.01,6087.90,-11.700962,,,0.106736,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,124,1
17656569,2026-05-19 09:58:47,mem015,14,1100,19550,2,44,32485.79,377484.95,344999.16,314404.74,6924.58,-13.139542,0.902855,14.042396,0.117690,-0.008216,-0.125906,-105.6818,◐ 平台毛利上升或持平,125,1
153129011,2026-08-03 12:40:41,mem015,1,198,62,12,3,51486.79,18019.71,-33467.08,-31048.34,7215.04,-13.304664,4.622871,17.927535,0.124687,-0.044135,-0.168822,4.1667,◐ 平台毛利上升或持平,126,1
45393601,2026-08-06 00:13:29,mem015,1,1607,1663,5,2,75673.61,81332.67,5659.06,3749.74,7460.57,-4.367219,5.718504,10.085723,0.041463,-0.053151,-0.094614,510.1000,◐ 平台毛利上升或持平,127,1
150906441,2026-06-02 23:00:58,mem016,2,31,0,1,0,22370.92,0.00,-22370.92,-19348.99,7774.56,-40.180723,,,0.347530,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,128,1
149270138,2026-05-05 15:45:27,mem015,3,2235,239,7,2,572122.99,66820.88,-505302.11,-447374.27,8464.64,-0.335744,10.994318,11.330062,0.002986,-0.101110,-0.104096,-199.7857,◐ 平台毛利上升或持平,129,1
149724186,2026-05-22 02:33:38,mem015,1,383,1938,2,11,77064.42,215284.08,138219.66,125178.41,8584.93,-8.060679,1.540076,9.600754,0.072526,-0.013915,-0.086442,-15.3182,◐ 平台毛利上升或持平,130,1
18593996,2026-06-15 15:54:03,mem015,2,0,1986,0,11,0.00,181005.55,181005.55,166913.65,8630.33,,5.170534,,,-0.047680,,,NO_BASELINE —— 处置前无注单，无从比对,131,1
153165494,2026-07-20 18:57:48,mem016,2,24,0,1,0,27722.43,0.00,-27722.43,-26856.10,9637.88,-35.887097,,,0.347656,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,132,1
147179889,2026-07-21 01:18:15,mem015,2,1861,704,34,10,357767.15,267187.84,-90579.30,-83582.78,11868.57,-1.968130,2.281496,4.249627,0.017832,-0.020543,-0.038375,15.6647,◐ 平台毛利上升或持平,133,1
148961736,2026-07-15 22:45:37,mem015,1,1075,139,48,8,261241.20,65179.79,-196061.41,-179178.94,12308.73,-0.772063,17.468806,18.240869,0.007066,-0.160524,-0.167590,-5.0208,◐ 平台毛利上升或持平,134,1
151606352,2026-06-19 22:48:15,mem016,2,1330,0,3,0,491193.23,0.00,-491193.23,-438957.00,12372.65,-2.818647,,,0.025189,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,135,1
150867783,2026-06-08 00:02:23,mem015,3,21,65,1,1,12933.86,46424.67,33490.81,29866.33,13009.13,40.371417,42.717758,2.346341,-0.333778,-0.373210,-0.039432,44.0000,◐ 平台毛利上升或持平,136,1
122313879,2026-05-22 17:57:41,mem015,1,7772,7142,63,71,479220.10,494646.76,15426.66,22641.69,13133.82,-2.577635,0.456938,3.034573,0.023096,-0.004176,-0.027272,-22.7735,◐ 平台毛利上升或持平,137,1
151696118,2026-06-18 17:56:09,mem015,5,0,56,0,1,0.00,33176.48,33176.48,29809.19,13814.54,,46.343230,,,-0.416396,,,NO_BASELINE —— 处置前无注单，无从比对,138,1
151133181,2026-06-15 00:01:00,mem015,3,1083,1775,3,4,79286.82,224044.88,144758.05,132095.40,13890.39,11.503509,10.873429,-0.630079,-0.108897,-0.100536,0.008361,82.7500,◐ 平台毛利上升或持平,139,1
146507218,2026-03-23 22:41:16,mem015,19,21,2724,1,14,2366.97,1108625.35,1106258.38,986020.54,14145.13,1.666667,1.435061,-0.231605,-0.014815,-0.012791,0.002024,173.5714,◐ 平台毛利上升或持平,140,1
152737617,2026-07-08 23:55:08,mem016,2,38,0,1,0,42735.86,0.00,-42735.86,-38057.70,14727.54,-38.697929,,,0.344618,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,141,1
151896357,2026-07-06 19:47:41,mem016,2,843,0,8,0,248820.05,0.00,-248820.05,-224212.90,15339.07,-6.841296,,,0.061647,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,142,1
122640657,2026-04-12 17:12:22,mem015,2,5354,13321,23,94,137332.85,275637.31,138304.47,125251.66,16377.56,-1.963599,5.588322,7.551922,0.017756,-0.050571,-0.068326,-91.0698,◐ 平台毛利上升或持平,143,1
124828469,2026-05-05 20:46:32,mem015,1,30,150,8,26,69945.86,189462.48,119516.62,111498.29,16561.56,-34.614286,-3.308478,31.305808,0.320113,0.030766,-0.289347,2.0192,◐ 平台毛利上升或持平,144,1
136708533,2026-03-24 17:07:51,mem015,2,1,176,1,37,438.33,185145.38,184707.05,161860.25,17171.91,-100.000000,10.310367,110.310367,1.000000,-0.090381,-1.090381,3.7568,◐ 平台毛利上升或持平,145,1
151133603,2026-06-15 00:01:27,mem015,3,0,1817,0,3,0.00,480239.11,480239.11,429212.51,17326.30,,4.036765,,,-0.036078,,,NO_BASELINE —— 处置前无注单，无从比对,146,1
144726506,2026-07-28 00:15:07,mem015,1,0,242,0,5,0.00,229655.94,229655.94,212388.12,17645.67,,8.308221,,,-0.076835,,,NO_BASELINE —— 处置前无注单，无从比对,147,1
146615312,2026-03-27 21:33:01,mem015,9,0,3939,0,12,0.00,693612.31,693612.31,623136.94,18144.04,,2.911726,,,-0.026159,,,NO_BASELINE —— 处置前无注单，无从比对,148,1
152604443,2026-07-13 00:25:59,mem017,1,5191,0,8,0,494472.84,0.00,-494472.84,-407420.08,21062.55,-5.169737,,,0.042596,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,149,1
139992918,2026-03-31 13:25:23,mem015,3,3194,16741,11,81,291033.41,1356745.70,1065712.29,959843.36,21807.71,-3.783199,0.974458,4.757657,0.034029,-0.008774,-0.042803,-83.6846,◐ 平台毛利上升或持平,150,1
48625661,2026-05-29 13:01:22,mem015,1,3640,2122,15,11,559723.13,576087.87,16364.74,10444.51,22131.01,-1.331560,2.986544,4.318105,0.012021,-0.026737,-0.038758,-49.7576,◐ 平台毛利上升或持平,151,1
152880476,2026-08-03 23:49:19,mem015,1,1131,667,16,3,205027.66,158152.82,-46874.84,-32124.80,22481.37,-12.181706,0.689860,12.871567,0.104797,-0.006292,-0.111089,151.6458,◐ 平台毛利上升或持平,152,1
54907068,2026-04-11 23:05:19,mem015,3,3322,15238,19,64,266731.33,1646254.03,1379522.70,1242240.13,27630.12,-4.708552,1.115177,5.823729,0.041760,-0.010017,-0.051778,63.2516,◐ 平台毛利上升或持平,153,1
152918122,2026-07-20 18:55:48,mem016,2,179,0,4,0,174408.73,0.00,-174408.73,-158814.87,28155.59,-17.728562,,,0.161435,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,154,1
149272052,2026-05-05 15:50:39,mem015,3,381,1149,4,2,280546.09,497244.24,216698.15,172190.84,33294.39,-1.367957,6.920443,8.288400,0.012577,-0.059862,-0.072439,479.2500,◐ 平台毛利上升或持平,155,1
117964287,2026-07-07 19:04:39,mem015,1,176,46,38,9,264201.19,74916.21,-189284.99,-161023.74,38754.35,-18.306363,-5.653656,12.652707,0.162374,0.055331,-0.107044,0.4795,◐ 平台毛利上升或持平,156,1
146493039,2026-03-21 02:45:26,mem015,12,0,15190,0,34,0.00,3703959.44,3703959.44,3335245.33,39958.60,,1.198071,,,-0.010788,,,NO_BASELINE —— 处置前无注单，无从比对,157,1
59285720,2026-03-24 20:53:21,mem015,5,242,4617,4,88,91761.16,1919969.89,1828208.73,1634215.83,41232.41,-6.666667,2.101091,8.767757,0.057143,-0.018745,-0.075887,-8.0341,◐ 平台毛利上升或持平,158,1
151133536,2026-06-15 00:01:22,mem015,5,0,378,0,2,0.00,395940.53,395940.53,350039.09,43221.86,,12.347725,,,-0.109163,,,NO_BASELINE —— 处置前无注单，无从比对,159,1
151336685,2026-06-14 18:18:48,mem015,6,97,443,2,5,54222.07,320660.54,266438.47,246132.32,44132.09,-19.677700,11.626926,31.304627,0.179857,-0.107216,-0.287073,40.1000,◐ 平台毛利上升或持平,160,1
146816570,2026-04-13 20:42:30,mem015,8,0,2554,0,13,0.00,1825431.46,1825431.46,1619199.07,47149.67,,2.911913,,,-0.025829,,,NO_BASELINE —— 处置前无注单，无从比对,161,1
147748547,2026-04-08 20:58:54,mem015,1,381,147,11,4,192175.10,122750.83,-69424.27,-63169.10,49558.82,-12.338706,25.357934,37.696640,0.111692,-0.228873,-0.340565,2.1136,◐ 平台毛利上升或持平,162,1
151748645,2026-07-06 20:12:06,mem016,2,941,0,6,0,1312251.77,0.00,-1312251.77,-1160464.51,51856.33,-4.468584,,,0.039517,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,163,1
17658682,2026-04-04 09:34:07,mem015,12,717,22136,7,102,67061.97,2810437.71,2743375.74,2476321.17,56149.41,-9.128034,1.997250,11.125284,0.081863,-0.018025,-0.099888,114.5910,◐ 平台毛利上升或持平,164,1
148591729,2026-04-13 20:42:39,mem016,2,0,5448,0,1,0.00,1447828.21,1447828.21,1302211.94,60788.28,,4.668079,,,-0.041986,,,NO_BASELINE —— 处置前无注单，无从比对,165,1
82774584,2026-06-10 21:08:36,mem015,4,44,544,1,4,167263.86,2838227.91,2670964.05,2439427.17,63696.87,-28.017706,0.769733,28.787440,0.261376,-0.007039,-0.268415,92.0000,◐ 平台毛利上升或持平,166,1
146490447,2026-05-04 09:27:32,mem015,8,0,1328,0,10,0.00,1758734.66,1758734.66,1610870.23,64531.20,,4.005984,,,-0.036692,,,NO_BASELINE —— 处置前无注单，无从比对,167,1
146068101,2026-04-06 08:34:40,mem015,3,2005,529,16,2,1256402.27,1092624.21,-163778.06,-144144.18,69369.21,-6.626808,-0.544752,6.082055,0.059477,0.004903,-0.054573,139.1875,◐ 平台毛利上升或持平,168,1
152019521,2026-07-06 04:12:06,mem015,1,957,183,5,4,3321611.72,690692.93,-2630918.78,-2379780.76,75909.01,-3.651683,-5.505901,-1.854218,0.032680,0.047261,0.014580,-145.6500,◐ 平台毛利上升或持平,169,1
150867869,2026-06-15 00:00:22,mem015,3,0,8263,0,1,0.00,6693757.26,6693757.26,6034555.14,91608.90,,1.518072,,,-0.013686,,,NO_BASELINE —— 处置前无注单，无从比对,170,1
146554769,2026-03-24 02:49:32,mem015,11,0,21406,0,11,0.00,7333412.57,7333412.57,6605633.28,112417.73,,1.701846,,,-0.015330,,,NO_BASELINE —— 处置前无注单，无从比对,171,1
148307050,2026-04-12 23:53:55,mem016,1,5220,0,7,0,2000562.84,0.00,-2000562.84,-1710654.30,131380.27,-7.680118,,,0.065672,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,172,1
149354571,2026-05-05 19:55:26,mem015,5,194,1308,5,15,365109.99,6950840.61,6585730.62,6118139.84,144563.11,-15.610164,1.460927,17.071092,0.138203,-0.013539,-0.151741,48.4000,◐ 平台毛利上升或持平,173,1
150867837,2026-06-15 00:00:16,mem015,3,0,16292,0,3,0.00,6660254.70,6660254.70,6047038.90,146660.31,,2.425324,,,-0.022020,,,NO_BASELINE —— 处置前无注单，无从比对,174,1
149322175,2026-05-09 21:18:54,mem015,1,4193,2360,9,9,2056050.93,991163.58,-1064887.35,-949892.81,159303.38,-4.791070,7.968756,12.759826,0.042916,-0.071700,-0.114616,-203.6667,◐ 平台毛利上升或持平,175,1
149192352,2026-06-01 20:04:41,mem015,2,12064,2661,33,18,16952378.39,2808439.50,-14143938.90,-12763837.18,160181.58,0.709362,10.483003,9.773641,-0.006414,-0.095754,-0.089340,-217.7424,◐ 平台毛利上升或持平,176,1
59889161,2026-06-12 04:50:16,mem015,2,2032,5619,9,16,1722132.05,4534584.41,2812452.37,2583942.68,176231.76,0.528444,4.461611,3.933167,-0.004755,-0.040670,-0.035915,125.4097,◐ 平台毛利上升或持平,177,1
146790744,2026-03-24 02:57:38,mem015,2,3,21466,1,48,525.99,6233912.94,6233386.95,5576670.87,189944.05,35.000000,3.409027,-31.590973,-0.350000,-0.030499,0.319501,444.2083,◐ 平台毛利上升或持平,178,1
89719511,2026-06-29 20:57:41,mem015,3,87,69,1,1,396887.41,693403.56,296516.15,299538.08,234372.30,-16.107149,25.960673,42.067823,0.151085,-0.251525,-0.402610,-18.0000,◐ 平台毛利上升或持平,179,1
146490625,2026-04-08 13:37:22,mem015,14,0,30237,0,22,0.00,10218947.57,10218947.57,9200742.56,250653.15,,2.724271,,,-0.024528,,,NO_BASELINE —— 处置前无注单，无从比对,180,1
146490510,2026-03-27 12:14:03,mem015,10,0,28150,0,20,0.00,11548352.86,11548352.86,10446562.53,284584.03,,2.724188,,,-0.024643,,,NO_BASELINE —— 处置前无注单，无从比对,181,1
23540666,2026-03-25 19:45:19,mem015,2,0,17496,0,72,0.00,19364189.89,19364189.89,17489070.96,516491.42,,2.953224,,,-0.026673,,,NO_BASELINE —— 处置前无注单，无从比对,182,1
77300304,2026-05-28 18:07:21,mem015,5,335,3740,3,17,5146367.84,30993312.51,25846944.67,23268666.55,673727.16,-5.677960,1.474722,7.152682,0.050992,-0.013271,-0.064262,108.3333,◐ 平台毛利上升或持平,183,1
148302714,2026-04-28 14:56:14,mem015,1,1686,3234,18,77,3717141.01,13514230.16,9797089.15,9160135.17,727332.90,-7.461917,3.839407,11.301324,0.066724,-0.035467,-0.102191,-51.6667,◐ 平台毛利上升或持平,184,1
152018778,2026-07-01 05:57:39,mem015,1,1621,656,7,4,22104639.70,18795176.63,-3309463.07,-2929778.42,951570.57,-2.487888,2.744281,5.232169,0.022199,-0.024521,-0.046720,-67.5714,◐ 平台毛利上升或持平,185,1
144860927,2026-04-11 03:17:46,mem015,1,895,2816,6,19,7495700.90,42814839.09,35319138.19,32355232.24,1526163.17,-7.643476,2.599642,10.243119,0.068197,-0.023706,-0.091903,-0.9561,◐ 平台毛利上升或持平,186,1
