scope,n_rows,nd_bet04,nd_bet06,nd_bet07,nd_bet10,nd_bet23,nd_bet24,nd_bet25,nd_bet26,nd_bet28,nd_bet29,nd_bet30,nd_bet31,nd_bet40,nd_bet38,nd_category,nd_commission,audit_rn,batch_id
bet02 表之低基数字段普查（限窗 · 限百家乐）,125654711,71,4749428,139,25,8,12,17,24,6,8,7,8,12,2,2,8,1,1
