member_id,bet_date,stake,game_pnl,net_pnl,rebate,validbet,n_rounds,n_tables,n_ip,late_def,late_share_d,hedge_rate_d,stake_cv_d,audit_rn,batch_id
123870159,2026-08-04,64.2128785350,62.9286209643,62.9286209643,0E-10,64.2128785350,3,1,1,shoe_pos>=0.80,0.3333333,0E-7,0.3464101615137754,5303,1
123871842,2026-08-04,698.8929699749,84.6582590604,84.6582590604,0E-10,662.9337579953,60,4,2,shoe_pos>=0.80,0.4666667,0E-7,0.3415074971959839,5304,1
123871842,2026-08-05,197.7756658878,127.6552025275,127.6552025275,0E-10,151.5423933426,11,1,1,shoe_pos>=0.80,0.3636364,0E-7,0.5532833351724882,5305,1
123871842,2026-08-06,420.2090771330,-58.4337194670,-58.4337194670,0E-10,407.3665014260,29,3,2,shoe_pos>=0.80,0.2758621,0E-7,0.3849218475575607,5306,1
123874458,2026-08-05,238.4842997837,92.1366426710,92.1366426710,0E-10,238.4842997837,3,1,1,shoe_pos>=0.80,0E-7,0E-7,0.3505397073366412,5307,1
123874458,2026-08-06,485.8013514112,141.3240295014,141.3240295014,0E-10,375.3919533632,5,1,2,shoe_pos>=0.80,0.8000000,0E-7,0.24635776578044086,5308,1
123878519,2026-08-04,6357.6843556167,-1325.2498277050,-1325.2498277050,0E-10,6357.6843556167,8,5,1,shoe_pos>=0.80,0.1250000,0E-7,0.2250151673986353,5309,1
123878519,2026-08-05,15015.5065472094,-5810.6478290836,-5810.6478290836,0E-10,14154.0317022748,32,15,1,shoe_pos>=0.80,0.1562500,0E-7,0.27355450315201923,5310,1
123878519,2026-08-06,3381.2887663681,1E-10,1E-10,0E-10,3381.2887663681,5,2,1,shoe_pos>=0.80,0E-7,0E-7,0.3321886575899077,5311,1
123881296,2026-08-04,60.0000000000,0E-10,0E-10,0E-10,40.0000000000,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5312,1
123881296,2026-08-05,159.0000000000,-21.5000000000,-21.5000000000,0E-10,139.0000000000,15,11,1,shoe_pos>=0.80,0E-7,0E-7,0.24652391895740097,5313,1
123881296,2026-08-06,10.0000000000,-10.0000000000,-10.0000000000,0E-10,10.0000000000,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5314,1
123884962,2026-08-05,2028.8508162276,-178.8528365930,-178.8528365930,0E-10,1891.4659770487,94,22,1,shoe_pos>=0.80,0.3191489,0E-7,0.5046499222659301,5315,1
123884962,2026-08-06,1786.2049458531,189.4597543234,189.4597543234,0E-10,1657.1036043305,97,16,1,shoe_pos>=0.80,0.1958763,0E-7,0.6133070643773483,5316,1
123890023,2026-08-06,19065.8310430743,1497.3287442529,1497.3287442529,0E-10,17267.8704440964,44,6,2,shoe_pos>=0.80,0E-7,0E-7,0.539243001587613,5317,1
123894323,2026-08-06,15.4573157267,15.4573157267,15.4573157267,0E-10,15.4573157267,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5318,1
123900024,2026-08-04,4783.2148052376,-1.0101826418,-1.0101826418,0E-10,4298.3271375472,79,6,1,shoe_pos>=0.80,0.1518987,0E-7,0.009385632964414877,5319,1
123900024,2026-08-05,6490.4234685652,156.6187166625,156.6187166625,0E-10,6086.3504121565,125,6,1,shoe_pos>=0.80,0.2480000,0E-7,0.24272756208037974,5320,1
123900024,2026-08-06,5820.6723775668,197.9957976393,197.9957976393,0E-10,5335.7847098764,99,6,3,shoe_pos>=0.80,0.2525253,0E-7,0.15308673957159682,5321,1
123900871,2026-08-05,17.9796059898,-2.6969408985,-2.6969408985,0E-10,17.9796059898,3,1,1,shoe_pos>=0.80,1.0000000,0E-7,0.6546536707079771,5322,1
123901708,2026-08-06,3.5959211980,-3.5959211980,-3.5959211980,0E-10,3.5959211980,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5323,1
123903540,2026-08-04,69.2935800434,-69.2935800434,-69.2935800434,0E-10,69.2935800434,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.19110994086200125,5324,1
123906960,2026-08-04,51.6271543421,-51.6271543421,-51.6271543421,0E-10,51.6271543421,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5325,1
123906960,2026-08-06,564.8164795932,-27.5344823159,-27.5344823159,0E-10,564.8164795932,9,7,1,shoe_pos>=0.80,0.6666667,0E-7,0.47593295222293375,5326,1
123912595,2026-08-05,91955.8210381472,-5628.8203487325,-5628.8203487325,0E-10,78802.6948301432,45,5,1,shoe_pos>=0.80,0.0666667,0E-7,0.6656831606090233,5327,1
123915943,2026-08-05,1250.6176843037,160.9437572688,160.9437572688,0E-10,1183.0584638213,53,2,1,shoe_pos>=0.80,0.0754717,0E-7,0.7403203970420076,5328,1
123918832,2026-08-05,410.9624226240,-165.6692266204,-165.6692266204,0E-10,410.9624226240,11,6,2,shoe_pos>=0.80,0E-7,0E-7,0.3929754286211846,5329,1
123918832,2026-08-06,2096.9357614366,-208.3065779676,-208.3065779676,0E-10,1711.1447871989,33,10,2,shoe_pos>=0.80,0.1212121,0E-7,0.4768360371512826,5330,1
123919358,2026-08-04,11.1991729841,-11.1991729841,-11.1991729841,0E-10,11.1991729841,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5331,1
123921354,2026-08-05,26.2647486660,-26.2647486660,-26.0546306774,0.2101179899,26.2647486660,10,3,1,shoe_pos>=0.80,0.1000000,0E-7,0.3715737627228061,5332,1
123921354,2026-08-06,20.2036528202,-20.2036528202,-20.0420235979,0.1616292228,20.2036528202,6,4,2,shoe_pos>=0.80,0.1666667,0E-7,0.9797958971279168,5333,1
123922821,2026-08-05,76.2848996995,-30.4369044256,-30.4369044256,0E-10,76.2848996995,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.2809380477451863,5334,1
123924356,2026-08-05,197.9957976401,-40.4073056408,-40.4073056408,0E-10,197.9957976401,4,3,1,shoe_pos>=0.80,0E-7,0E-7,0.7312846068238456,5335,1
123925244,2026-08-05,90.9164376910,26.2647486675,26.9920801678,0.7273315025,90.9164376910,6,2,1,shoe_pos>=0.80,0E-7,0E-7,0.18378731669538337,5336,1
123927271,2026-08-04,89.9939306420,-27.2074674034,-27.2074674034,0E-10,89.9939306420,6,3,2,shoe_pos>=0.80,0E-7,0E-7,0.3465038238523674,5337,1
123927271,2026-08-05,899.9393064189,-899.9393064189,-899.9393064189,0E-10,899.9393064189,4,1,1,shoe_pos>=0.80,0E-7,0E-7,0.2671889603039756,5338,1
123927271,2026-08-06,6670.0152780435,-919.2984659214,-919.2984659214,0E-10,5730.3112115735,185,18,3,shoe_pos>=0.80,0.0918919,0.0054054,1.3048279612895677,5339,1
123927798,2026-08-04,2973.8268307090,282.7036190379,282.7036190379,0E-10,2527.1620476201,37,19,2,shoe_pos>=0.80,0.3783784,0E-7,0.35524502152310694,5340,1
123929062,2026-08-04,320.8340067884,75.4404396316,75.4404396316,0E-10,300.6303539680,10,2,1,shoe_pos>=0.80,0.1000000,0E-7,0.38215644624038503,5341,1
123931693,2026-08-04,584.2896395684,-122.8382091487,-122.8382091487,0E-10,535.8008727992,50,5,1,shoe_pos>=0.80,0.3600000,0E-7,0.465691033583047,5342,1
123931693,2026-08-05,606.1095846144,-35.7604654922,-35.7604654922,0E-10,557.6208178452,59,6,3,shoe_pos>=0.80,0.3389831,0E-7,0.4984531628491804,5343,1
123931693,2026-08-06,342.2498787787,-47.2765476001,-47.2765476001,0E-10,297.8018425737,31,6,2,shoe_pos>=0.80,0.3548387,0E-7,0.5074393350598719,5344,1
123932171,2026-08-04,9578.3469331439,713.5087508209,713.5087508209,0E-10,8864.6931019608,158,18,2,shoe_pos>=0.80,0.2468354,0E-7,0.6868130954676012,5345,1
123932171,2026-08-05,650.5261816975,-226.7499876150,-226.7499876150,0E-10,622.5716732368,20,7,1,shoe_pos>=0.80,0.4500000,0E-7,0.6808615518758587,5346,1
123932171,2026-08-06,952.4348730727,-192.3128640278,-192.3128640278,0E-10,861.7065696636,31,12,1,shoe_pos>=0.80,0.4516129,0E-7,0.4415923661978437,5347,1
123933522,2026-08-05,314.1416044033,-188.5686779263,-188.5686779263,0E-10,314.1416044033,4,1,1,shoe_pos>=0.80,0E-7,0E-7,0.2563043837113826,5348,1
123937151,2026-08-04,864.1224235614,36.3328457240,36.3328457240,0E-10,638.2594754004,15,11,1,shoe_pos>=0.80,0.2666667,0E-7,0.7315001954437266,5349,1
123938757,2026-08-04,45.0541457888,-18.7893971223,-18.7893971223,0E-10,43.0337805068,4,3,1,shoe_pos>=0.80,0.5000000,0E-7,0.23992777551619762,5350,1
123945791,2026-08-04,153.7497979635,-52.1052206239,-52.1052206239,0E-10,153.7497979635,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.4552987158760465,5351,1
123945791,2026-08-05,6291.4174882819,-830.0670761272,-830.0670761272,0E-10,5778.2447066430,12,4,1,shoe_pos>=0.80,0.5833333,0E-7,0.653222850622923,5352,1
123945791,2026-08-06,26790.8517860027,975.9374494909,975.9374494909,0E-10,26790.8517860027,16,4,1,shoe_pos>=0.80,0.3125000,0E-7,0.3499633567935469,5353,1
123949950,2026-08-06,8434.3148950421,-272.0746740337,-272.0746740337,0E-10,8434.3148950421,4,2,1,shoe_pos>=0.80,0E-7,0E-7,0.014888337468976357,5354,1
123950894,2026-08-06,2206.0368514628,-10.1624373690,-10.1624373690,0E-10,2052.4890900276,81,22,1,shoe_pos>=0.80,0.1851852,0E-7,0.374848773417814,5355,1
123952103,2026-08-04,1859.0912593431,1244.4070582792,1244.4070582792,0E-10,1615.0823209104,15,1,2,shoe_pos>=0.80,0.1333333,0E-7,0.15667575093267325,5356,1
123953074,2026-08-04,1074.4098836473,-275.4090360367,-275.4090360367,0E-10,962.6794749964,53,9,1,shoe_pos>=0.80,0.1886792,0.0188679,0.7159529020299876,5357,1
123953074,2026-08-05,1.5411090848,-1.5411090848,-1.5411090848,0E-10,1.5411090848,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5358,1
123953074,2026-08-06,31.8495877534,-1.4126833278,-1.4126833278,0E-10,31.8495877534,12,3,2,shoe_pos>=0.80,0E-7,0E-7,0.43735343234505736,5359,1
123955340,2026-08-05,22.2240181023,-10.1018264101,-9.9240342655,0.1777921450,22.2240181023,3,1,1,shoe_pos>=0.80,1.0000000,0E-7,0.15745916432231793,5360,1
123956960,2026-08-05,303.0547923064,-303.0547923064,-303.0547923064,0E-10,303.0547923064,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5361,1
123957748,2026-08-04,4638.9607240988,-242.5246484573,-242.5246484573,0E-10,4348.0281234847,384,9,2,shoe_pos>=0.80,0.2916667,0.0052083,0.3644570390723237,5362,1
123957748,2026-08-05,2442.4195894621,-141.4255697426,-141.4255697426,0E-10,2246.4441571037,251,6,2,shoe_pos>=0.80,0.1832669,0E-7,0.42151466400789234,5363,1
123957748,2026-08-06,7150.6788427302,-171.6704380115,-171.6704380115,0E-10,6490.0193955027,736,15,1,shoe_pos>=0.80,0.2173913,0E-7,0.3852876465433428,5364,1
123960332,2026-08-06,389.9304994343,-142.6377889123,-139.5183449167,3.1194439954,389.9304994343,5,4,1,shoe_pos>=0.80,0.8000000,0E-7,0.35288359686346843,5365,1
123974692,2026-08-04,79.8044286406,-40.4073056408,-40.4073056408,0E-10,79.8044286406,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.4165691815675332,5366,1
123974692,2026-08-05,20.2036528204,-20.2036528204,-20.2036528204,0E-10,20.2036528204,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5367,1
123976186,2026-08-04,774.6080491353,-248.1008566350,-248.1008566350,0E-10,608.1299498949,14,8,1,shoe_pos>=0.80,0.2142857,0E-7,0.6629094037235498,5368,1
123987199,2026-08-05,236.7868110543,-86.7746888629,-86.7746888629,0E-10,224.6646193621,18,2,1,shoe_pos>=0.80,0.4444444,0.0555556,0.42851137168922626,5369,1
123988066,2026-08-06,4.0407305640,3.8386940358,3.8386940358,0E-10,4.0407305640,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5370,1
123990417,2026-08-04,8388.8978472016,-792.9407027208,-792.9407027208,0E-10,7087.3965304153,54,18,1,shoe_pos>=0.80,0.2037037,0E-7,0.4822415252161646,5371,1
123990417,2026-08-06,1713.9107371559,-234.7189003835,-234.7189003835,0E-10,1688.2258641437,28,7,2,shoe_pos>=0.80,0.2142857,0E-7,0.4235647434142934,5372,1
123995733,2026-08-04,428.9420286134,154.1109084839,154.1109084839,0E-10,387.8457863511,13,10,6,shoe_pos>=0.80,0.0769231,0E-7,0.5344737678467234,5373,1
123996730,2026-08-04,296.0000000000,-296.0000000000,-296.0000000000,0E-10,296.0000000000,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5374,1
123999061,2026-08-04,29060.0000000000,5005.5000000000,5005.5000000000,0E-10,26560.0000000000,56,4,1,shoe_pos>=0.80,0.1785714,0E-7,0.2285637717237071,5375,1
123999061,2026-08-05,9450.0000000000,2238.5000000000,2238.5000000000,0E-10,8200.0000000000,21,2,1,shoe_pos>=0.80,0E-7,0E-7,0.26518104693646755,5376,1
123999061,2026-08-06,13690.0000000000,3479.5000000000,3479.5000000000,0E-10,12440.0000000000,28,2,2,shoe_pos>=0.80,0E-7,0E-7,0.28111672158907336,5377,1
124000402,2026-08-05,495.9802738040,113.9264890965,113.9264890965,0E-10,475.9458557011,42,8,2,shoe_pos>=0.80,0.1190476,0E-7,0.3092985772186341,5378,1
124000402,2026-08-06,226.7998869855,17.9796059896,17.9796059896,0E-10,194.4365962039,25,7,3,shoe_pos>=0.80,0.0800000,0E-7,0.2731246068655581,5379,1
124000521,2026-08-04,2.5685151414,-2.5685151414,-2.5685151414,0E-10,2.5685151414,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5380,1
124011169,2026-08-06,3420.2347622841,263.1829039630,263.1829039630,0E-10,3189.3252510725,76,11,1,shoe_pos>=0.80,0.2500000,0E-7,0.3282546261049925,5381,1
124031498,2026-08-04,2276.7857142861,-539.1865079367,-539.1865079367,0E-10,1822.0899470902,39,16,1,shoe_pos>=0.80,0.2307692,0E-7,0.9686055234221363,5382,1
124031498,2026-08-05,28.1084656084,-8.7632275132,-8.7632275132,0E-10,28.1084656084,2,2,1,shoe_pos>=0.80,0.5000000,0E-7,0.41594516540503523,5383,1
124031498,2026-08-06,1729.4973544975,-53.4887566137,-53.4887566137,0E-10,1597.2222222223,34,17,1,shoe_pos>=0.80,0.1764706,0E-7,0.6124139196423426,5384,1
124043315,2026-08-05,4.0851477278,-4.0851477278,-4.0851477278,0E-10,4.0851477278,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5385,1
124043315,2026-08-06,914.4106346336,165.1945413594,165.1945413594,0E-10,763.1497593078,55,18,1,shoe_pos>=0.80,0.4727273,0E-7,0.19174778110637647,5386,1
124046661,2026-08-04,120.2117342816,19.1429610474,19.1429610474,0E-10,108.0895425893,26,16,1,shoe_pos>=0.80,0.1923077,0E-7,0.3665021789661387,5387,1
124046661,2026-08-06,344.4722805887,58.5400840476,58.5400840476,0E-10,300.0242443837,62,22,1,shoe_pos>=0.80,0.1612903,0E-7,0.3933466441217556,5388,1
124046862,2026-08-04,7951.3888888889,-2153.3564814816,-2153.3564814816,0E-10,7207.3412698413,29,4,2,shoe_pos>=0.80,0.2068966,0E-7,0.6572362368659121,5389,1
124073014,2026-08-04,94990.8817712504,6883.5178383373,6883.5178383373,0E-10,83950.3762874704,149,27,1,shoe_pos>=0.80,0.1409396,0E-7,0.3120871340937041,5390,1
124073014,2026-08-05,286022.6543035536,7705.9692291885,7705.9692291885,0E-10,261251.8942799224,430,29,1,shoe_pos>=0.80,0.1930233,0E-7,0.3708905004684077,5391,1
124073014,2026-08-06,297523.9514036998,22585.1848046646,22585.1848046646,0E-10,270146.1485115510,395,29,1,shoe_pos>=0.80,0.2354430,0E-7,0.42378689667752484,5392,1
124073866,2026-08-05,2.5685151414,-2.5685151414,-2.5685151414,0E-10,2.5685151414,1,1,1,shoe_pos>=0.80,1.0000000,0E-7,,5393,1
124082164,2026-08-06,606.6832763979,-141.3967585339,-141.3967585339,0E-10,606.6832763979,7,3,2,shoe_pos>=0.80,0E-7,0E-7,0.31288391153485223,5394,1
124088147,2026-08-04,12.1221916920,-8.0814611280,-8.0814611280,0E-10,12.1221916920,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5395,1
124088147,2026-08-05,52.5294973322,1.7173104903,1.7173104903,0E-10,52.5294973322,6,3,1,shoe_pos>=0.80,0E-7,0E-7,0.476674873385688,5396,1
124092966,2026-08-04,623.8887990947,-163.7506061094,-158.7594957171,4.9911103930,623.8887990947,10,2,3,shoe_pos>=0.80,0E-7,0E-7,0.552493155402494,5397,1
124092966,2026-08-05,1108.7764667842,-49.0645708733,-40.8247131088,8.2398577672,1029.9822207845,26,3,3,shoe_pos>=0.80,0.1153846,0E-7,0.6734873487827799,5398,1
124092966,2026-08-06,5.0509132051,-5.0509132051,-5.0105058995,0.0404073056,5.0509132051,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5399,1
124097404,2026-08-04,9416.3359788361,-331.5145502645,-331.5145502645,0E-10,5968.9153439154,20,5,1,shoe_pos>=0.80,0.6500000,0E-7,0.6561046723151046,5400,1
124097404,2026-08-05,28442.4603174602,-983.3002645504,-983.3002645504,0E-10,26425.2645502645,145,21,2,shoe_pos>=0.80,0.3103448,0E-7,0.9078983855737063,5401,1
124097404,2026-08-06,3811.1772486772,701.5542328045,701.5542328045,0E-10,3586.3095238095,45,12,1,shoe_pos>=0.80,0.3111111,0E-7,0.7556083675461455,5402,1
124098781,2026-08-04,340.5851077493,-135.1038964377,-135.1038964377,0E-10,281.5092594972,6,4,2,shoe_pos>=0.80,0.1666667,0E-7,0.3573801374472532,5403,1
12410172,2026-08-04,1276.5520252748,292.0401715768,292.0401715768,0E-10,1112.1670562255,45,8,2,shoe_pos>=0.80,0.3555556,0E-7,0.4624703736661165,5404,1
12410172,2026-08-05,159.2479387666,-159.2479387666,-159.2479387666,0E-10,159.2479387666,2,1,1,shoe_pos>=0.80,0.5000000,0E-7,0.8667760543570159,5405,1
12410172,2026-08-06,1541.3659363522,-27.5601674673,-27.5601674673,0E-10,1271.6718465055,30,8,1,shoe_pos>=0.80,0.3333333,0E-7,0.540092717571027,5406,1
124105759,2026-08-05,202.0365282043,-202.0365282043,-202.0365282043,0E-10,202.0365282043,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5407,1
124107226,2026-08-04,820.0000000000,-582.5000000000,-582.5000000000,0E-10,720.0000000000,8,2,1,shoe_pos>=0.80,0.3750000,0E-7,0.6528988252472033,5408,1
124107226,2026-08-06,230.0000000000,-136.0000000000,-136.0000000000,0E-10,230.0000000000,3,1,2,shoe_pos>=0.80,0.3333333,0E-7,0.35297814773556013,5409,1
124113433,2026-08-04,179.7914015212,79.9697171349,79.9697171349,0E-10,161.0631305294,5,1,1,shoe_pos>=0.80,1.0000000,0E-7,1.2004050242398367,5410,1
124113433,2026-08-05,78.6587381656,32.7744742356,32.7744742356,0E-10,78.6587381656,5,2,1,shoe_pos>=0.80,0E-7,0E-7,0.848501413389823,5411,1
124113433,2026-08-06,97.3870091573,43.8241541208,43.8241541208,0E-10,97.3870091573,9,2,2,shoe_pos>=0.80,0.7777778,0E-7,0.43937152533758433,5412,1
124115705,2026-08-05,107.0793599482,-19.6985614999,-19.6985614999,0E-10,78.7942459996,4,3,1,shoe_pos>=0.80,0.2500000,0E-7,0.16734760623480405,5413,1
124115705,2026-08-06,3356.4328430574,-161.6292225629,-161.6292225629,0E-10,2693.3489574910,73,18,4,shoe_pos>=0.80,0.3287671,0.0547945,0.5005762904601241,5414,1
124118478,2026-08-04,35.9592119796,29.1526468548,29.1526468548,0E-10,35.9592119796,5,3,3,shoe_pos>=0.80,0E-7,0E-7,1.2474463711837844,5415,1
124119772,2026-08-05,5162.7154342078,-3107.9033210902,-3107.9033210902,0E-10,5162.7154342078,9,3,1,shoe_pos>=0.80,0.5555556,0E-7,0.4884497961776813,5416,1
124119772,2026-08-06,1564.9962756529,645.8531323042,645.8531323042,0E-10,1189.3509362236,19,4,2,shoe_pos>=0.80,0.5263158,0.0526316,0.9385622865654873,5417,1
124126048,2026-08-04,955.6327784033,210.4210441279,210.4210441279,0E-10,919.2662033265,36,18,3,shoe_pos>=0.80,0.2500000,0E-7,1.400464524747825,5418,1
124126048,2026-08-05,189.9143365114,172.6402133508,172.6402133508,0E-10,161.6292225628,8,6,1,shoe_pos>=0.80,0.2500000,0E-7,1.4462720264109665,5419,1
124126048,2026-08-06,2723.4524001880,-619.1409406768,-619.1409406768,0E-10,2406.2550509072,67,27,3,shoe_pos>=0.80,0.2537313,0E-7,1.2855044917321097,5420,1
124131780,2026-08-05,24159.7102714920,16769.3216551512,16769.3216551512,0E-10,19078.4167672668,5,5,3,shoe_pos>=0.80,0.6000000,0E-7,0.48533591442707164,5421,1
12413613,2026-08-05,223.2142857143,-223.2142857143,-223.2142857143,0E-10,223.2142857143,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5422,1
12413613,2026-08-06,14598.2142857150,-1092.0965608469,-1092.0965608469,0E-10,12595.8994709002,85,5,1,shoe_pos>=0.80,0.1647059,0E-7,0.6411020414549907,5423,1
124145850,2026-08-05,6.6781393676,-6.6781393676,-6.6781393676,0E-10,6.6781393676,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5424,1
124146504,2026-08-05,21.3186756737,-3.1335884725,-3.1335884725,0E-10,21.3186756737,3,3,1,shoe_pos>=0.80,0E-7,0E-7,0.6428588709348144,5425,1
124147516,2026-08-04,19.5975432358,-19.5975432358,-19.5975432358,0E-10,19.5975432358,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5426,1
124147516,2026-08-05,74.5514789074,-31.2146436076,-31.2146436076,0E-10,74.5514789074,4,3,2,shoe_pos>=0.80,0E-7,0E-7,0.3428371729185512,5427,1
124147516,2026-08-06,161.4271860351,45.7107645061,45.7107645061,0E-10,151.3253596249,13,5,2,shoe_pos>=0.80,1.0000000,0E-7,0.4033061674195441,5428,1
124149706,2026-08-04,110.4461510803,-3.9811984696,-3.9811984696,0E-10,100.1720905147,41,9,1,shoe_pos>=0.80,0.1707317,0E-7,0.128140379014573,5429,1
124150645,2026-08-05,524.7476433876,-52.2949682791,-52.2949682791,0E-10,499.0624919736,22,10,1,shoe_pos>=0.80,0.0909091,0E-7,0.26615470315749495,5430,1
124153319,2026-08-04,1414.2556974307,-45.2258768383,-45.2258768383,0E-10,1297.0745110722,153,7,3,shoe_pos>=0.80,0.3137255,0E-7,0.41766502813195805,5431,1
124153319,2026-08-05,200.8243090352,-16.1629222565,-16.1629222565,0E-10,186.6817520609,36,2,1,shoe_pos>=0.80,0.0833333,0E-7,0.39846350160615734,5432,1
124153319,2026-08-06,342.8559883625,-25.4060934216,-25.4060934216,0E-10,299.4181347987,58,3,3,shoe_pos>=0.80,0.0689655,0E-7,0.3940066044880547,5433,1
124156115,2026-08-04,395.9915952805,-23.4362372717,-22.3630192338,1.0732180378,134.1522547277,8,8,2,shoe_pos>=0.80,0.1250000,0E-7,0.27333446042604814,5434,1
124160001,2026-08-05,16.1629222564,-8.2834976564,-8.2834976564,0E-10,16.1629222564,4,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5435,1
124161887,2026-08-04,279.8205915629,-60.6109584613,-60.6109584613,0E-10,178.8023274608,3,1,1,shoe_pos>=0.80,0E-7,0E-7,0.31692967875348815,5436,1
124161887,2026-08-06,625.7071278486,-148.5170518829,-148.5170518829,0E-10,625.7071278486,10,2,2,shoe_pos>=0.80,0E-7,0E-7,0.525354265614897,5437,1
124165423,2026-08-04,60.6109584612,-11.1120090512,-11.1120090512,0E-10,50.5091320510,5,2,1,shoe_pos>=0.80,0E-7,0E-7,0.37267799624996495,5438,1
124172480,2026-08-04,12.8425757070,-12.8425757070,-12.8425757070,0E-10,12.8425757070,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5439,1
124182529,2026-08-04,3454.8246322935,-493.9793114595,-493.9793114595,0E-10,3454.8246322935,18,7,2,shoe_pos>=0.80,0.2222222,0E-7,0.14665906231988687,5440,1
124182529,2026-08-05,202.0365282042,-101.0182641021,-101.0182641021,0E-10,101.0182641021,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.0,5441,1
124182529,2026-08-06,202.0365282043,202.0365282043,202.0365282043,0E-10,202.0365282043,1,1,1,shoe_pos>=0.80,0E-7,0E-7,,5442,1
124183556,2026-08-04,251.1458529540,-251.1458529540,-251.1458529540,0E-10,251.1458529540,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.25000000000000006,5443,1
124190196,2026-08-06,462.9629629631,115.7407407407,115.7407407407,0E-10,380.2910052911,6,1,1,shoe_pos>=0.80,0E-7,0E-7,0.6308400618802298,5444,1
124191452,2026-08-04,668.8413428205,278.0160789046,278.0160789046,0E-10,638.0191611237,94,11,1,shoe_pos>=0.80,0.3723404,0E-7,0.7268179313436419,5445,1
124191452,2026-08-05,45.9764210311,-25.6851514141,-25.6851514141,0E-10,45.9764210311,7,2,1,shoe_pos>=0.80,0E-7,0E-7,0.30447354480817973,5446,1
124191452,2026-08-06,164.6418205638,-2.4272468087,-2.4272468087,0E-10,159.5047902810,19,1,1,shoe_pos>=0.80,0.2631579,0E-7,0.5052392147530951,5447,1
124196482,2026-08-04,5999.0706319701,-2018.9510263456,-2018.9510263456,0E-10,5392.9610473572,15,8,2,shoe_pos>=0.80,0.1333333,0E-7,0.5878881221390166,5448,1
124196482,2026-08-05,3817.4802004200,-1431.4288023273,-1431.4288023273,0E-10,3554.8327137544,26,10,2,shoe_pos>=0.80,0.6538462,0E-7,0.43433579699414404,5449,1
124196482,2026-08-06,3734.0391142715,-808.2976402132,-808.2976402132,0E-10,3734.0391142715,22,13,1,shoe_pos>=0.80,0.2727273,0E-7,0.3615163642608597,5450,1
124214953,2026-08-05,822.0866332639,-9.1421529012,-9.1421529012,0E-10,706.5217391309,77,17,2,shoe_pos>=0.80,0.7142857,0E-7,1.0863394220778886,5451,1
124217066,2026-08-06,107.8875060611,-36.5787134314,-36.5787134314,0E-10,107.8875060611,2,1,1,shoe_pos>=0.80,0E-7,0E-7,0.45551448076383255,5452,1
124220342,2026-08-04,558.0248909002,-244.8682721836,-244.8682721836,0E-10,386.2938419266,8,4,2,shoe_pos>=0.80,0.1250000,0E-7,0.8765594308777417,5453,1
124220342,2026-08-05,2437.1666397283,806.3277840632,806.3277840632,0E-10,2087.6434459349,22,14,6,shoe_pos>=0.80,0.3636364,0E-7,0.596411789578236,5454,1
124220342,2026-08-06,406.6995312752,66.4700177792,66.4700177792,0E-10,406.6995312752,4,4,2,shoe_pos>=0.80,0.5000000,0E-7,0.7101453209194379,5455,1
124223818,2026-08-05,89.0981089376,14.0011314047,14.0011314047,0E-10,81.2186843377,32,1,2,shoe_pos>=0.80,0.5937500,0E-7,0.5882690774249115,5456,1
124223818,2026-08-06,13.5364473896,-9.4957168256,-9.4957168256,0E-10,13.5364473896,5,1,1,shoe_pos>=0.80,0E-7,0E-7,0.3563383996059035,5457,1
124228898,2026-08-04,11.0409398047,-11.0409398047,-11.0409398047,0E-10,11.0409398047,3,2,1,shoe_pos>=0.80,0E-7,0E-7,0.17320508076160965,5458,1
124228898,2026-08-05,28.4856246963,-11.0409398048,-11.0409398048,0E-10,28.4856246963,6,1,1,shoe_pos>=0.80,0E-7,0E-7,0.24390903446331236,5459,1
124233201,2026-08-04,9746.5519767272,-2930.0349511313,-2930.0349511313,0E-10,8664.5319269165,38,12,2,shoe_pos>=0.80,0.1842105,0E-7,0.7677272250755299,5460,1
