n_rows,bet16_null,bet16_zero,bet16_nonzero,bet41_null,bet41_zero,bet41_nonzero,equal_n,unequal_n,both_zero_n,b16zero_b41pos_n,both_pos_n,b16pos_b41zero_n,audit_rn,batch_id
125654711,0,119809912,5844799,0,9552205,116102506,9552205,116102506,9552205,110257707,5844799,0,1,1
