axis,type_id,name_zh,category,tls,primary_deliverable,supporting_deliverables,sql_section,criterion_column,criterion_source,criterion_role,direction,threshold,threshold_status,threshold_note,phenomenon_status,label_validation_status,causal_status,admit_to_feature_scoring,admit_to_risk_decision,profile_display,profile_feature,lifecycle_state,blocker_state,evidence_tier,gate,severity,admit_to_scoring,admit_to_profile,blockers,standard_basis,verdict,ranking,scoring,trigger,enforcement,admit_to_control,identity_formula,external_standard_status,applicability_status,criterion_family,window_scope,null_model_status,multiplicity_control,incremental_info_status,leakage_status,data_availability_status,evidence_ladder,entity_type,domain_id,capability_facet,decision_object_scope,economic_path_status,admit_to_reward_decision,treatment_ids,capability_dim_ids
R,T-06,异常 IP 聚集,会员风险 · 关联,T3·L3·S3,I_ip_agg.csv,I_ip_player.csv；C01_ip_chain.csv；C08_subnet_all.csv；C08_subnet_sparse.csv；A_anchor.csv；V_ipmatch.csv,§C-02 · §C-00 · §C-01 · §C-08 · §N1,n_member_raw,I_ip_agg.csv,STAT_DIRECTIONAL,high,,BLOCKED,★口径悬案，见 B-03,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-03),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-03,无对口外部标准 · 本项目自订,判定完全取决于口径选择，悬而未决：n_member_ip>=20 之阈值在原始成员数口径下 落于第 64 百分位，在有效成员数口径下落于第 98.7 百分位——同一阈值， 两个口径给出截然相反的稀有性判断。 另：金 IP 白名单 17 个 IP 三年内零命中，风控关注名单从未维护（K01b_seed_goldip 已证伪）。 CGNAT 饱和段须条件化处理（§N1 已设 n_ip<=30 稀疏段靶向）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-06,异常 IP 聚集,会员风险 · 关联,T3·L3·S3,I_ip_agg.csv,I_ip_player.csv；C01_ip_chain.csv；C08_subnet_all.csv；C08_subnet_sparse.csv；A_anchor.csv；V_ipmatch.csv,§C-02 · §C-00 · §C-01 · §C-08 · §N1,share_p90,I_ip_agg.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,分布参照,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-03),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-03,无对口外部标准 · 本项目自订,判定完全取决于口径选择，悬而未决：n_member_ip>=20 之阈值在原始成员数口径下 落于第 64 百分位，在有效成员数口径下落于第 98.7 百分位——同一阈值， 两个口径给出截然相反的稀有性判断。 另：金 IP 白名单 17 个 IP 三年内零命中，风控关注名单从未维护（K01b_seed_goldip 已证伪）。 CGNAT 饱和段须条件化处理（§N1 已设 n_ip<=30 稀疏段靶向）。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-06,异常 IP 聚集,会员风险 · 关联,T3·L3·S3,I_ip_agg.csv,I_ip_player.csv；C01_ip_chain.csv；C08_subnet_all.csv；C08_subnet_sparse.csv；A_anchor.csv；V_ipmatch.csv,§C-02 · §C-00 · §C-01 · §C-08 · §N1,ip_order_share,I_ip_player.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-03),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-03,无对口外部标准 · 本项目自订,判定完全取决于口径选择，悬而未决：n_member_ip>=20 之阈值在原始成员数口径下 落于第 64 百分位，在有效成员数口径下落于第 98.7 百分位——同一阈值， 两个口径给出截然相反的稀有性判断。 另：金 IP 白名单 17 个 IP 三年内零命中，风控关注名单从未维护（K01b_seed_goldip 已证伪）。 CGNAT 饱和段须条件化处理（§N1 已设 n_ip<=30 稀疏段靶向）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-07,技术型玩家（优势打法）,会员风险 · 技能,T2·L5·S3,S01_player_score.csv,R03_player_dealer.csv；K01_risk_feature_matrix.csv；DX04_bet09_profile.csv,§S-01 · §DX-04,索提诺稳定性,S01_player_score.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-04),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-04,无对口外部标准 · 本项目自订,结构可探但从未验证。存在已知数据缺口：bet09 有 23 种玩法取值， 边注（龙宝等）之 P&L 从未与主注拆分——而边注庄家优势远高于主注， 不拆分则「高胜率」与「高波动边注」无法区分。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-07,技术型玩家（优势打法）,会员风险 · 技能,T2·L5·S3,S01_player_score.csv,R03_player_dealer.csv；K01_risk_feature_matrix.csv；DX04_bet09_profile.csv,§S-01 · §DX-04,投注产品结构熵,S01_player_score.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解（专精单一玩法）,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-04),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-04,无对口外部标准 · 本项目自订,结构可探但从未验证。存在已知数据缺口：bet09 有 23 种玩法取值， 边注（龙宝等）之 P&L 从未与主注拆分——而边注庄家优势远高于主注， 不拆分则「高胜率」与「高波动边注」无法区分。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-07,技术型玩家（优势打法）,会员风险 · 技能,T2·L5·S3,S01_player_score.csv,R03_player_dealer.csv；K01_risk_feature_matrix.csv；DX04_bet09_profile.csv,§S-01 · §DX-04,win_rate_all,R03_player_dealer.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解（须剔和局）,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-04),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-04,无对口外部标准 · 本项目自订,结构可探但从未验证。存在已知数据缺口：bet09 有 23 种玩法取值， 边注（龙宝等）之 P&L 从未与主注拆分——而边注庄家优势远高于主注， 不拆分则「高胜率」与「高波动边注」无法区分。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-07,技术型玩家（优势打法）,会员风险 · 技能,T2·L5·S3,S01_player_score.csv,R03_player_dealer.csv；K01_risk_feature_matrix.csv；DX04_bet09_profile.csv,§S-01 · §DX-04,stake_p90_p50,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-04),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-04,无对口外部标准 · 本项目自订,结构可探但从未验证。存在已知数据缺口：bet09 有 23 种玩法取值， 边注（龙宝等）之 P&L 从未与主注拆分——而边注庄家优势远高于主注， 不拆分则「高胜率」与「高波动边注」无法区分。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-08,退水／占成套利,会员与代理风险 · 套利,T4·L6·S4,E02_segment_econ.csv,S03_agent_score.csv；R_rebate_dist.csv；S05_member_month_panel.csv,§E02c · §E1-11,reb_k,E02_segment_econ.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,量纲系数，自适应判定,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（NGR 口径依主方案）,唯一可直接调节 NGR 的杠杆，且实测契约档位高度整齐，异常者易辨。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-08,退水／占成套利,会员与代理风险 · 套利,T4·L6·S4,E02_segment_econ.csv,S03_agent_score.csv；R_rebate_dist.csv；S05_member_month_panel.csv,§E02c · §E1-11,comm_k,E02_segment_econ.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,量纲系数，自适应判定,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（NGR 口径依主方案）,唯一可直接调节 NGR 的杠杆，且实测契约档位高度整齐，异常者易辨。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-08,退水／占成套利,会员与代理风险 · 套利,T4·L6·S4,E02_segment_econ.csv,S03_agent_score.csv；R_rebate_dist.csv；S05_member_month_panel.csv,§E02c · §E1-11,rebate_rate_bkt,E02_segment_econ.csv,BUCKET,,,NO_THRESHOLD_BY_DESIGN,契约档位分桶,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（NGR 口径依主方案）,唯一可直接调节 NGR 的杠杆，且实测契约档位高度整齐，异常者易辨。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-08,退水／占成套利,会员与代理风险 · 套利,T4·L6·S4,E02_segment_econ.csv,S03_agent_score.csv；R_rebate_dist.csv；S05_member_month_panel.csv,§E02c · §E1-11,退水消耗比,S03_agent_score.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（NGR 口径依主方案）,唯一可直接调节 NGR 的杠杆，且实测契约档位高度整齐，异常者易辨。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-08,退水／占成套利,会员与代理风险 · 套利,T4·L6·S4,E02_segment_econ.csv,S03_agent_score.csv；R_rebate_dist.csv；S05_member_month_panel.csv,§E02c · §E1-11,退水支出,S05_member_month_panel.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（NGR 口径依主方案）,唯一可直接调节 NGR 的杠杆，且实测契约档位高度整齐，异常者易辨。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-09,代理线自打／养号,代理风险,T3·L3·S3,S03_agent_score.csv,T03_arbitrage.csv；C06_hedge_pairs.csv；C01_ip_chain.csv,§S-03 · §C-01,新增会员质量,S03_agent_score.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解,INFERRED,NOT_TESTED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-05),INFERRED,CONDITIONAL,S3,FALSE,TRUE,B-05,无对口外部标准 · 本项目自订,"结构齐备但从未开工。须先确认单链 2,132 人是否 CGNAT 或代理归并所致。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,AGENT,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-09,代理线自打／养号,代理风险,T3·L3·S3,S03_agent_score.csv,T03_arbitrage.csv；C06_hedge_pairs.csv；C01_ip_chain.csv,§S-03 · §C-01,下线留存,S03_agent_score.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解,INFERRED,NOT_TESTED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-05),INFERRED,CONDITIONAL,S3,FALSE,TRUE,B-05,无对口外部标准 · 本项目自订,"结构齐备但从未开工。须先确认单链 2,132 人是否 CGNAT 或代理归并所致。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,AGENT,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-09,代理线自打／养号,代理风险,T3·L3·S3,S03_agent_score.csv,T03_arbitrage.csv；C06_hedge_pairs.csv；C01_ip_chain.csv,§S-03 · §C-01,真实流水,S03_agent_score.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,对照量,INFERRED,NOT_TESTED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-05),INFERRED,CONDITIONAL,S3,FALSE,TRUE,B-05,无对口外部标准 · 本项目自订,"结构齐备但从未开工。须先确认单链 2,132 人是否 CGNAT 或代理归并所致。",,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,AGENT,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-09,代理线自打／养号,代理风险,T3·L3·S3,S03_agent_score.csv,T03_arbitrage.csv；C06_hedge_pairs.csv；C01_ip_chain.csv,§S-03 · §C-01,member_per_chain,C01_ip_chain.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,"待反解（实测榜首 2,132 人单链）",INFERRED,NOT_TESTED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-05),INFERRED,CONDITIONAL,S3,FALSE,TRUE,B-05,无对口外部标准 · 本项目自订,"结构齐备但从未开工。须先确认单链 2,132 人是否 CGNAT 或代理归并所致。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,AGENT,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-10,账务恒等式残差（内控对账／内部舞弊侦测）,内控 · 非会员风险,T1·L2·S4,ods_a168_bet02（直算，无中间交付件）,V_recon.csv,§A-06M,resid_identity,现算,IDENTITY,,0,NOT_APPLICABLE,恒等式，非统计阈值,OBSERVED,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,FALSE,TRUE,TRUE,INTERNAL_CONTROL,UNBLOCKED,OBSERVED,ADVISORY,S4,FALSE,TRUE,,内华达 MICS（依 NGC 第 6.090(5) 条采纳，为博彩运营内控最低要求， 持牌人须据以撰写书面内控体系）之职责分离与双人复核原则； 惟 a168 持牌辖区未定（见 open_questions Q-01），故本项现为自愿采用,本类不是会员风险特征，而是日度内控 KRI：残差不为零即账已错， 须先修账再谈任何风控结论。为本册中唯一有外部标准背书者。,,,,,TRUE,net_pnl − (payout − stake) − rebate = 0（同一注单、同一汇率口径）,REFERENCED,UNRESOLVED,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,RISK_OFFICER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,bet_ip,I_ip_player.csv,JOIN_KEY,,,NO_THRESHOLD_BY_DESIGN,关联键,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,ip_order_share,I_ip_player.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,n_orders_ip,I_ip_player.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,jaccard,R02_same_table.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解（与 T-01 共用列，用途不同）,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,member_per_chain,C01_ip_chain.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-11,多账户／共享设备,会员风险 · 关联,T3·L3·S2,I_ip_player.csv,R02_same_table.csv；C01_ip_chain.csv；C08_subnet_sparse.csv；Z03_column_dictionary.csv,§C-00 · §R02 · §C-01,注册时点邻近度,待建（ods_a168_member_dtl 注册时间差分）,STAT_DIRECTIONAL,low,,BLOCKED,★列名未核实，见 B-06,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-06),UNKNOWN,BLOCK,S2,FALSE,TRUE,B-06,间接对应 PAGCOR 明列之「使用多个账户」违规项与 AUSTRAC 身份类红旗（均为非约束性参考）； 量化判据为本项目自订,本类之决定性证据（设备指纹）在现有 ODS 中根本不存在——这是真数据缺口， 非分析方法问题。仅凭 IP 与同桌共现无法区分「同一人多开」与「同一网段多住户」： §C-08 已实测榜首网段为 CGNAT 饱和段，误判风险极高。 在补埋点前，本类只能产出线索而非判据，禁止据以处置。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-12,机器人／脚本下注,会员风险 · 行为机械性,T3·L3·S3,K01_risk_feature_matrix.csv,X_combo.csv；T03_arbitrage.csv；T_table_span.csv,§K01 · §X-01 · §E1-07,stake_cv,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解（注额近乎恒定＝机械特征）,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-07),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-07,无对口外部标准 · 本项目自订,判据构想合理但核心特征尚未建成：脚本之决定性痕迹是「下注延迟的方差极小」， 而该特征目前不存在于任何交付件，须自 bet08 与 gi004（开局时间）差分现建。 注意 §E1-07 已实测局时长桌内 SD≈5 秒、桌间 SD=18.2 秒—— 延迟方差之基线必须按桌分层，否则桌间差异会冒充个体机械性。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-12,机器人／脚本下注,会员风险 · 行为机械性,T3·L3·S3,K01_risk_feature_matrix.csv,X_combo.csv；T03_arbitrage.csv；T_table_span.csv,§K01 · §X-01 · §E1-07,side_entropy,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-07),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-07,无对口外部标准 · 本项目自订,判据构想合理但核心特征尚未建成：脚本之决定性痕迹是「下注延迟的方差极小」， 而该特征目前不存在于任何交付件，须自 bet08 与 gi004（开局时间）差分现建。 注意 §E1-07 已实测局时长桌内 SD≈5 秒、桌间 SD=18.2 秒—— 延迟方差之基线必须按桌分层，否则桌间差异会冒充个体机械性。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-12,机器人／脚本下注,会员风险 · 行为机械性,T3·L3·S3,K01_risk_feature_matrix.csv,X_combo.csv；T03_arbitrage.csv；T_table_span.csv,§K01 · §X-01 · §E1-07,progress,X_combo.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,局内进度参照,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-07),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-07,无对口外部标准 · 本项目自订,判据构想合理但核心特征尚未建成：脚本之决定性痕迹是「下注延迟的方差极小」， 而该特征目前不存在于任何交付件，须自 bet08 与 gi004（开局时间）差分现建。 注意 §E1-07 已实测局时长桌内 SD≈5 秒、桌间 SD=18.2 秒—— 延迟方差之基线必须按桌分层，否则桌间差异会冒充个体机械性。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
