"lv3","线下规模","真实流水","下线留存","新增会员质量","退水消耗比","赏","罚","综合分","处置建议"
492,97.3568281938326,94.9339207048458,76.0975609756098,43.2941176470588,47.4613686534216,77.9206068803367,47.4613686534216,30.4592382269151,"✅ 仅监控"
6351,77.5330396475771,74.8898678414097,79.0243902439024,79.7647058823529,47.4613686534216,77.8030009038105,47.4613686534216,30.3416322503889,"✅ 仅监控"
29231,87.0044052863436,95.1541850220264,75.609756097561,53.4117647058824,47.4613686534216,77.7950277779533,47.4613686534216,30.3336591245317,"✅ 仅监控"
38479,96.4757709251101,95.374449339207,61.7073170731707,57.4117647058824,47.4613686534216,77.7423255108426,47.4613686534216,30.2809568574209,"✅ 仅监控"
23514,78.4140969162996,88.5462555066079,85.8536585365854,58.1176470588235,47.4613686534216,77.7329145045791,47.4613686534216,30.2715458511575,"✅ 仅监控"
21043,62.0044052863436,72.4669603524229,86.8292682926829,89.1764705882353,47.4613686534216,77.6192761299212,47.4613686534216,30.1579074764996,"✅ 仅监控"
870,82.3788546255507,85.0220264317181,73.1707317073171,69.6470588235294,47.4613686534216,77.5546678970288,47.4613686534216,30.0932992436072,"✅ 仅监控"
3059,80.1762114537445,86.784140969163,67.8048780487805,75.0588235294118,47.4613686534216,77.4560135002749,47.4613686534216,29.9946448468533,"✅ 仅监控"
29225,75.1101321585903,90.0881057268722,80.2439024390244,63.5294117647059,47.4613686534216,77.2428880222982,47.4613686534216,29.7815193688766,"✅ 仅监控"
24231,56.8281938325991,79.0748898678414,81.4634146341463,89.6470588235294,47.4613686534216,76.7533892895291,47.4613686534216,29.2920206361074,"✅ 仅监控"
4806,49.6696035242291,89.4273127753304,76.7073170731707,91.0588235294118,47.4613686534216,76.7157642255355,47.4613686534216,29.2543955721139,"✅ 仅监控"
33894,79.9559471365639,83.920704845815,63.9024390243902,78.8235294117647,47.4613686534216,76.6506551046335,47.4613686534216,29.1892864512118,"✅ 仅监控"
14796,59.4713656387665,77.9735682819383,80.4878048780488,88.2352941176471,47.4613686534216,76.5420082291002,47.4613686534216,29.0806395756785,"✅ 仅监控"
275,91.1894273127753,90.3083700440529,45.1219512195122,78.1176470588235,47.4613686534216,76.184348908791,47.4613686534216,28.7229802553693,"✅ 仅监控"
43722,45.5947136563877,94.4933920704846,65.2439024390244,99.0588235294118,47.4613686534216,76.0977079238271,47.4613686534216,28.6363392704055,"✅ 仅监控"
3419,64.8678414096916,69.6035242290749,89.0243902439024,80.7058823529412,47.4613686534216,76.0504095589025,47.4613686534216,28.5890409054809,"✅ 仅监控"
39598,87.2246696035242,75.7709251101322,63.4146341463415,77.6470588235294,47.4613686534216,76.0143219208818,47.4613686534216,28.5529532674602,"✅ 仅监控"
41573,52.6431718061674,71.5859030837004,83.1707317073171,96,47.4613686534216,75.8499516492962,47.4613686534216,28.3885829958746,"✅ 仅监控"
37174,88.1057268722467,81.9383259911894,57.5609756097561,75.5294117647059,47.4613686534216,75.7836100594745,47.4613686534216,28.3222414060529,"✅ 仅监控"
25655,83.4801762114537,87.4449339207048,65.609756097561,66.3529411764706,47.4613686534216,75.7219518515475,47.4613686534216,28.2605831981259,"✅ 仅监控"
55838,81.7180616740088,75.9911894273128,77.5609756097561,65.6470588235294,47.4613686534216,75.2293213836518,47.4613686534216,27.7679527302301,"✅ 仅监控"
937,69.3832599118943,77.3127753303965,67.0731707317073,86.5882352941177,47.4613686534216,75.0893603170289,47.4613686534216,27.6279916636073,"✅ 仅监控"
43710,88.5462555066079,81.4977973568282,61.9512195121951,68,47.4613686534216,74.9988180939078,47.4613686534216,27.5374494404862,"✅ 仅监控"
33022,96.9162995594714,93.8325991189427,53.4146341463415,55.5294117647059,47.4613686534216,74.9232361473654,47.4613686534216,27.4618674939437,"✅ 仅监控"
14334,98.6784140969163,99.1189427312775,51.4634146341463,49.8823529411765,47.4613686534216,74.7857811008792,47.4613686534216,27.3244124474575,"✅ 仅监控"
33729,96.6960352422907,90.9691629955947,74.390243902439,36.7058823529412,47.4613686534216,74.6903311233164,47.4613686534216,27.2289624698948,"✅ 仅监控"
38326,89.0969162995595,89.647577092511,39.7560975609756,80.2352941176471,47.4613686534216,74.6839712676733,47.4613686534216,27.2226026142516,"✅ 仅监控"
12407,48.7885462555066,68.5022026431718,86.0975609756098,93.4117647058823,47.4613686534216,74.2000186450426,47.4613686534216,26.738649991621,"✅ 仅监控"
21483,42.6211453744493,70.9251101321586,95.609756097561,87.2941176470588,47.4613686534216,74.1125323128069,47.4613686534216,26.6511636593853,"✅ 仅监控"
22144,81.9383259911894,71.1453744493392,67.3170731707317,75.7647058823529,47.4613686534216,74.0413698734033,47.4613686534216,26.5800012199817,"✅ 仅监控"
24757,80.8370044052864,73.568281938326,70.9756097560976,70.3529411764706,47.4613686534216,73.9334593190451,47.4613686534216,26.4720906656235,"✅ 仅监控"
53209,61.5638766519824,83.4801762114537,90.7317073170732,58.8235294117647,47.4613686534216,73.6498223980685,47.4613686534216,26.1884537446469,"✅ 仅监控"
7084,65.1982378854626,80.6167400881057,84.8780487804878,62.5882352941176,47.4613686534216,73.3203155120434,47.4613686534216,25.8589468586218,"✅ 仅监控"
9725,86.784140969163,85.2422907488987,66.0975609756098,55.0588235294118,47.4613686534216,73.2957040557708,47.4613686534216,25.8343354023492,"✅ 仅监控"
24227,74.1189427312775,76.6519823788546,71.4634146341463,70.8235294117647,47.4613686534216,73.2644672890108,47.4613686534216,25.8030986355892,"✅ 仅监控"
45491,37.5550660792952,87.8854625550661,68.9024390243902,98.1176470588235,47.4613686534216,73.1151536793938,47.4613686534216,25.6537850259721,"✅ 仅监控"
494,92.7312775330396,91.6299559471366,48.2926829268293,59.0588235294118,47.4613686534216,72.9281849841043,47.4613686534216,25.4668163306827,"✅ 仅监控"
6548,85.0220264317181,83.7004405286344,64.8780487804878,56.9411764705882,47.4613686534216,72.6354230528571,47.4613686534216,25.1740543994355,"✅ 仅监控"
54744,26.6519823788546,61.2334801762115,10.609756097561,1.88235294117647,0,25.0943928984509,0,25.0943928984509,"✅ 仅监控"
6722,49.2290748898678,79.9559471365639,91.7073170731707,68.2352941176471,47.4613686534216,72.2819083043124,47.4613686534216,24.8205396508907,"✅ 仅监控"
20678,48.0176211453744,60.7929515418502,94.390243902439,84.9411764705882,47.4613686534216,72.035498265063,47.4613686534216,24.5741296116413,"✅ 仅监控"
14507,71.0352422907489,70.0440528634361,90.4878048780488,56.4705882352941,47.4613686534216,72.009422066882,47.4613686534216,24.5480534134603,"✅ 仅监控"
41566,56.2775330396476,79.5154185022026,59.2682926829268,92.9411764705882,47.4613686534216,72.0006051738413,47.4613686534216,24.5392365204197,"✅ 仅监控"
4300,100,100,43.9024390243902,42.5882352941176,47.4613686534216,71.622668579627,47.4613686534216,24.1612999262053,"✅ 仅监控"
6182,71.5859030837004,63.4361233480176,85.1219512195122,66.1176470588235,47.4613686534216,71.5654061775135,47.4613686534216,24.1040375240918,"✅ 仅监控"
18770,59.1409691629956,78.4140969162996,84.6341463414634,63.7647058823529,47.4613686534216,71.4884795757779,47.4613686534216,24.0271109223562,"✅ 仅监控"
7176,70.0440528634361,70.4845814977974,70.2439024390244,74.5882352941177,47.4613686534216,71.3401930235939,47.4613686534216,23.8788243701722,"✅ 仅监控"
24228,82.8193832599119,75.3303964757709,67.5609756097561,59.2941176470588,47.4613686534216,71.2512182481244,47.4613686534216,23.7898495947028,"✅ 仅监控"
53703,92.9515418502203,75.5506607929515,59.2682926829268,57.1764705882353,47.4613686534216,71.2367414785835,47.4613686534216,23.7753728251618,"✅ 仅监控"
5095,89.647577092511,85.6828193832599,79.0243902439024,29.6470588235294,47.4613686534216,71.0004613858007,47.4613686534216,23.5390927323791,"✅ 仅监控"
53687,96.0352422907489,94.0528634361233,32.1951219512195,61.1764705882353,47.4613686534216,70.8649245665818,47.4613686534216,23.4035559131601,"✅ 仅监控"
39429,99.1189427312775,96.2555066079295,50,37.8823529411765,47.4613686534216,70.8142005700959,47.4613686534216,23.3528319166742,"✅ 仅监控"
5078,65.4185022026432,92.2907488986784,30,95.2941176470588,47.4613686534216,70.7508421870951,47.4613686534216,23.2894735336735,"✅ 仅监控"
4319,97.5770925110132,94.273127753304,44.1463414634146,46.8235294117647,47.4613686534216,70.7050227848741,47.4613686534216,23.2436541314525,"✅ 仅监控"
28827,75.5506607929515,65.1982378854626,77.3170731707317,64.7058823529412,47.4613686534216,70.6929635505217,47.4613686534216,23.2315948971001,"✅ 仅监控"
9989,57.9295154185022,58.5903083700441,79.0243902439024,87.0588235294118,47.4613686534216,70.6507593904651,47.4613686534216,23.1893907370435,"✅ 仅监控"
26487,34.1409691629956,67.1806167400881,82.4390243902439,97.8823529411765,47.4613686534216,70.410740808626,47.4613686534216,22.9493721552044,"✅ 仅监控"
39218,56.8281938325991,59.6916299559471,84.1463414634146,80.9411764705882,47.4613686534216,70.4018354306373,47.4613686534216,22.9404667772156,"✅ 仅监控"
436,39.4273127753304,61.4537444933921,95.1219512195122,85.4117647058823,47.4613686534216,70.3536932985293,47.4613686534216,22.8923246451076,"✅ 仅监控"
42528,90.0881057268722,85.4625550660793,50.9756097560976,54.8235294117647,47.4613686534216,70.3374499902035,47.4613686534216,22.8760813367818,"✅ 仅监控"
38506,72.6872246696035,72.2466960352423,83.6585365853659,52.4705882352941,47.4613686534216,70.2657613813764,47.4613686534216,22.8043927279548,"✅ 仅监控"
5765,68.5022026431718,71.3656387665198,85.3658536585366,55.2941176470588,47.4613686534216,70.1319531788218,47.4613686534216,22.6705845254001,"✅ 仅监控"
7196,53.5242290748899,64.3171806167401,NA,92.4705882352941,47.4613686534216,70.1039993089747,47.4613686534216,22.6426306555531,"✅ 仅监控"
30727,94.4933920704846,80.3964757709251,62.4390243902439,43.0588235294118,47.4613686534216,70.0969289402663,47.4613686534216,22.6355602868447,"✅ 仅监控"
40961,95.5947136563877,91.1894273127753,40.7317073170732,52.7058823529412,47.4613686534216,70.0554326597943,47.4613686534216,22.5940640063727,"✅ 仅监控"
30827,45.5947136563877,59.9118942731277,85.609756097561,88.7058823529412,47.4613686534216,69.9555615950044,47.4613686534216,22.4941929415828,"✅ 仅监控"
40552,26.6519823788546,67.4008810572687,93.9024390243902,91.2941176470588,47.4613686534216,69.8123550268931,47.4613686534216,22.3509863734715,"✅ 仅监控"
3381,88.3259911894273,88.1057268722467,47.8048780487805,54.5882352941176,47.4613686534216,69.706207851143,47.4613686534216,22.2448391977214,"✅ 仅监控"
4204,98.0176211453744,98.6784140969163,48.5365853658537,33.4117647058824,47.4613686534216,69.6610963285067,47.4613686534216,22.1997276750851,"✅ 仅监控"
4333,93.6123348017621,83.2599118942731,48.780487804878,50.5882352941176,47.4613686534216,69.0602424487577,47.4613686534216,21.5988737953361,"✅ 仅监控"
14743,89.4273127753304,77.5330396475771,60.9756097560976,48.2352941176471,47.4613686534216,69.042814074163,47.4613686534216,21.5814454207414,"✅ 仅监控"
21052,86.5638766519824,86.3436123348018,76.3414634146341,26.3529411764706,47.4613686534216,68.9004733944722,47.4613686534216,21.4391047410506,"✅ 仅监控"
53695,67.84140969163,76.2114537444934,64.1463414634146,67.2941176470588,47.4613686534216,68.8733306366492,47.4613686534216,21.4119619832276,"✅ 仅监控"
16372,72.9074889867841,87.2246696035242,55.3658536585366,59.7647058823529,47.4613686534216,68.8156795327995,47.4613686534216,21.3543108793778,"✅ 仅监控"
6518,98.2378854625551,92.0704845814978,49.0243902439024,35.2941176470588,47.4613686534216,68.6567194837535,47.4613686534216,21.1953508303319,"✅ 仅监控"
12648,99.5594713656388,99.3392070484581,38.780487804878,35.5294117647059,47.4613686534216,68.3021444959202,47.4613686534216,20.8407758424986,"✅ 仅监控"
50764,77.9735682819383,86.1233480176211,38.5365853658537,69.8823529411765,47.4613686534216,68.1289636516474,47.4613686534216,20.6675949982258,"✅ 仅监控"
56218,59.1409691629956,91.4096916299559,26.3414634146341,94.5882352941177,47.4613686534216,67.8700898754258,47.4613686534216,20.4087212220042,"✅ 仅监控"
5449,74.6696035242291,55.5066079295154,74.6341463414634,62.1176470588235,47.4613686534216,66.7320012135079,47.4613686534216,19.2706325600862,"✅ 仅监控"
2906,55.8370044052863,50.8810572687225,73.4146341463415,86.3529411764706,47.4613686534216,66.6214092492052,47.4613686534216,19.1600405957836,"✅ 仅监控"
56399,5.06607929515418,63.215859030837,98.6585365853659,99.5294117647059,47.4613686534216,66.6174716690157,47.4613686534216,19.1561030155941,"✅ 仅监控"
26135,46.8061674008811,57.9295154185022,89.0243902439024,72.2352941176471,47.4613686534216,66.4988417952332,47.4613686534216,19.0374731418116,"✅ 仅监控"
42999,95.1541850220264,82.8193832599119,50.2439024390244,37.6470588235294,47.4613686534216,66.466132386123,47.4613686534216,19.0047637327014,"✅ 仅监控"
43415,84.3612334801762,72.6872246696035,57.0731707317073,51.5294117647059,47.4613686534216,66.4127601615482,47.4613686534216,18.9513915081266,"✅ 仅监控"
4702,96.2555066079295,89.2070484581498,30.7317073170732,48.4705882352941,47.4613686534216,66.1662126546116,47.4613686534216,18.70484400119,"✅ 仅监控"
7688,66.7400881057269,73.3480176211454,78.0487804878049,46.1176470588235,47.4613686534216,66.0636333183752,47.4613686534216,18.6022646649535,"✅ 仅监控"
9924,70.704845814978,65.4185022026432,55.1219512195122,71.2941176470588,47.4613686534216,65.634854221048,47.4613686534216,18.1734855676264,"✅ 仅监控"
50856,62.0044052863436,74.4493392070485,46.8292682926829,77.1764705882353,47.4613686534216,65.1148708435776,47.4613686534216,17.6535021901559,"✅ 仅监控"
12277,36.3436123348018,84.5814977973568,42.5609756097561,96.7058823529412,47.4613686534216,65.047992023714,47.4613686534216,17.5866233702923,"✅ 仅监控"
26488,28.6343612334802,59.4713656387665,93.9024390243902,77.8823529411765,47.4613686534216,64.9726297094534,47.4613686534216,17.5112610560317,"✅ 仅监控"
33560,34.1409691629956,64.5374449339207,96.0975609756098,NA,47.4613686534216,64.9253250241754,47.4613686534216,17.4639563707537,"✅ 仅监控"
40953,90.7488986784141,76.8722466960352,40,51.0588235294118,47.4613686534216,64.6699922259653,47.4613686534216,17.2086235725436,"✅ 仅监控"
43540,76.6519823788546,70.2643171806167,53.9024390243902,57.6470588235294,47.4613686534216,64.6164493518478,47.4613686534216,17.1550806984261,"✅ 仅监控"
4327,38.4361233480176,50.6607929515419,92.9268292682927,76.2352941176471,47.4613686534216,64.5647599213748,47.4613686534216,17.1033912679532,"✅ 仅监控"
24110,48.4581497797357,43.1718061674009,79.0243902439024,87.5294117647059,47.4613686534216,64.5459394889362,47.4613686534216,17.0845708355146,"✅ 仅监控"
11848,77.7533039647577,67.84140969163,59.2682926829268,52.9411764705882,47.4613686534216,64.4510457024757,47.4613686534216,16.989677049054,"✅ 仅监控"
1256,68.1718061674009,62.5550660792952,58.5365853658537,67.7647058823529,47.4613686534216,64.2570408737257,47.4613686534216,16.795672220304,"✅ 仅监控"
45241,91.6299559471366,80.8370044052864,45.8536585365854,38.5882352941176,47.4613686534216,64.2272135457815,47.4613686534216,16.7658448923598,"✅ 仅监控"
39601,94.7136563876652,81.7180616740088,45.609756097561,34.8235294117647,47.4613686534216,64.2162508927499,47.4613686534216,16.7548822393283,"✅ 仅监控"
50852,73.568281938326,75.1101321585903,46.0975609756098,61.6470588235294,47.4613686534216,64.1057584740139,47.4613686534216,16.6443898205922,"✅ 仅监控"
37499,89.8678414096916,57.2687224669604,87.5609756097561,21.6470588235294,47.4613686534216,64.0861495774844,47.4613686534216,16.6247809240627,"✅ 仅监控"
3409,36.3436123348018,79.7356828193833,94.6341463414634,44.7058823529412,47.4613686534216,63.8548309621474,47.4613686534216,16.3934623087258,"✅ 仅监控"
21641,91.8502202643172,73.7885462555066,50.7317073170732,36.9411764705882,47.4613686534216,63.3279125768713,47.4613686534216,15.8665439234497,"✅ 仅监控"
42300,57.2687224669604,40.5286343612335,92.1951219512195,62.8235294117647,47.4613686534216,63.2040020477945,47.4613686534216,15.7426333943729,"✅ 仅监控"
14040,70.4845814977974,61.0132158590308,66.8292682926829,54.1176470588235,47.4613686534216,63.1111781770837,47.4613686534216,15.649809523662,"✅ 仅监控"
33454,53.8546255506608,62.1145374449339,87.0731707317073,49.1764705882353,47.4613686534216,63.0547010788843,47.4613686534216,15.5933324254627,"✅ 仅监控"
41554,71.3656387665198,59.2511013215859,87.3170731707317,33.6470588235294,47.4613686534216,62.8952180205917,47.4613686534216,15.4338493671701,"✅ 仅监控"
1337,73.1277533039648,66.5198237885463,60,51.7647058823529,47.4613686534216,62.853070743716,47.4613686534216,15.3917020902944,"✅ 仅监控"
55691,18.3920704845815,70.704845814978,98.6585365853659,NA,47.4613686534216,62.5851509616418,47.4613686534216,15.1237823082201,"✅ 仅监控"
43071,85.4625550660793,66.2995594713656,47.5609756097561,50.8235294117647,47.4613686534216,62.5366548897414,47.4613686534216,15.0752862363198,"✅ 仅监控"
3094,72.136563876652,69.1629955947136,32.6829268292683,76,47.4613686534216,62.4956215751585,47.4613686534216,15.0342529217368,"✅ 仅监控"
3140,71.8061674008811,72.0264317180617,27.8048780487805,76.9411764705882,47.4613686534216,62.1446634095779,47.4613686534216,14.6832947561562,"✅ 仅监控"
22883,76.431718061674,66.079295154185,55.8536585365854,49.4117647058824,47.4613686534216,61.9441091145817,47.4613686534216,14.48274046116,"✅ 仅监控"
53720,99.7797356828194,97.7973568281938,28.780487804878,21.1764705882353,47.4613686534216,61.8835127260316,47.4613686534216,14.42214407261,"✅ 仅监控"
18767,55.2863436123348,56.3876651982379,74.8780487804878,60.9411764705882,47.4613686534216,61.8733085154122,47.4613686534216,14.4119398619905,"✅ 仅监控"
6117,56.2775330396476,58.1497797356828,41.219512195122,91.7647058823529,47.4613686534216,61.8528827132013,47.4613686534216,14.3915140597797,"✅ 仅监控"
15498,26.6519823788546,56.8281938325991,68.9024390243902,94.8235294117647,47.4613686534216,61.8015361619022,47.4613686534216,14.3401675084805,"✅ 仅监控"
16416,62.6651982378855,49.3392070484581,68.9024390243902,65.4117647058823,47.4613686534216,61.5796522541541,47.4613686534216,14.1182836007324,"✅ 仅监控"
31700,94.9339207048458,84.3612334801762,36.8292682926829,30.1176470588235,47.4613686534216,61.5605173841321,47.4613686534216,14.0991487307105,"✅ 仅监控"
42292,84.5814977973568,63.6563876651982,58.2926829268293,38.8235294117647,47.4613686534216,61.3385244502873,47.4613686534216,13.8771557968656,"✅ 仅监控"
39508,86.3436123348018,81.2775330396476,72.6829268292683,4.94117647058824,47.4613686534216,61.3113121685765,47.4613686534216,13.8499435151548,"✅ 仅监控"
43978,13.4361233480176,46.2555066079295,89.0243902439024,96.4705882352941,47.4613686534216,61.2966521087859,47.4613686534216,13.8352834553643,"✅ 仅监控"
29234,90.4185022026432,78.8546255506608,44.6341463414634,31.0588235294118,47.4613686534216,61.2415244060448,47.4613686534216,13.7801557526232,"✅ 仅监控"
41336,51.6519823788546,51.7621145374449,56.4634146341463,84,47.4613686534216,60.9693778876115,47.4613686534216,13.5080092341898,"✅ 仅监控"
38955,63.6563876651982,65.6387665198238,21.7073170731707,92,47.4613686534216,60.7506178145482,47.4613686534216,13.2892491611266,"✅ 仅监控"
36351,65.6387665198238,62.9955947136564,33.1707317073171,81.1764705882353,47.4613686534216,60.7453908822581,47.4613686534216,13.2840222288365,"✅ 仅监控"
40973,67.6211453744493,69.3832599118943,37.3170731707317,68.4705882352941,47.4613686534216,60.6980166730924,47.4613686534216,13.2366480196707,"✅ 仅监控"
33793,75.3303964757709,72.9074889867841,44.8780487804878,47.0588235294118,47.4613686534216,60.0436894431137,47.4613686534216,12.582320789692,"✅ 仅监控"
50071,70.2643171806167,61.8942731277533,40.3658536585366,67.5294117647059,47.4613686534216,60.0134639329031,47.4613686534216,12.5520952794815,"✅ 仅监控"
4054,35.352422907489,55.0660792951542,56.4634146341463,92.7058823529412,47.4613686534216,59.8969497974327,47.4613686534216,12.435581144011,"✅ 仅监控"
56563,54.1850220264317,44.4933920704846,NA,80.4705882352941,47.4613686534216,59.7163341107368,47.4613686534216,12.2549654573152,"✅ 仅监控"
54935,32.488986784141,52.863436123348,NA,93.6470588235294,47.4613686534216,59.6664939103395,47.4613686534216,12.2051252569178,"✅ 仅监控"
53706,88.7665198237885,68.2819383259912,35.8536585365854,44,47.4613686534216,59.2255291715913,47.4613686534216,11.7641605181696,"✅ 仅监控"
51672,63.8766519823789,69.8237885462555,57.9268292682927,45.1764705882353,47.4613686534216,59.2009350962906,47.4613686534216,11.7395664428689,"✅ 仅监控"
43547,93.8325991189427,60.5726872246696,55.609756097561,23.2941176470588,47.4613686534216,58.327290022058,47.4613686534216,10.8659213686364,"✅ 仅监控"
5453,60.352422907489,50.4405286343612,66.3414634146341,56,47.4613686534216,58.2836037391211,47.4613686534216,10.8222350856995,"✅ 仅监控"
34506,61.1233480176211,62.7753303964758,24.5121951219512,84.4705882352941,47.4613686534216,58.2203654428356,47.4613686534216,10.7589967894139,"✅ 仅监控"
7767,97.7973568281938,78.1938325991189,29.7560975609756,26.5882352941176,47.4613686534216,58.0838805706015,47.4613686534216,10.6225119171799,"✅ 仅监控"
5188,35.352422907489,33.4801762114537,82.4390243902439,79.5294117647059,47.4613686534216,57.7002588184731,47.4613686534216,10.2388901650515,"✅ 仅监控"
447,53.8546255506608,64.7577092511013,73.9024390243902,38.1176470588235,47.4613686534216,57.658105221244,47.4613686534216,10.1967365678223,"✅ 仅监控"
12457,52.6431718061674,43.6123348017621,86.5853658536585,47.2941176470588,47.4613686534216,57.5337475271617,47.4613686534216,10.0723788737401,"✅ 仅监控"
33301,48.0176211453744,45.374449339207,91.9512195121951,44.4705882352941,47.4613686534216,57.4534695580177,47.4613686534216,9.99210090459605,"✅ 仅监控"
44311,77.3127753303965,68.7224669603524,29.5121951219512,53.6470588235294,47.4613686534216,57.2986240590574,47.4613686534216,9.83725540563574,"✅ 仅监控"
42571,79.7356828193833,74.2290748898678,30.4878048780488,43.5294117647059,47.4613686534216,56.9954935880014,47.4613686534216,9.53412493457981,"✅ 仅监控"
31343,54.7356828193833,53.5242290748899,46.8292682926829,72.7058823529412,47.4613686534216,56.9487656349743,47.4613686534216,9.48739698155267,"✅ 仅监控"
34373,76.9823788546256,60.1321585903084,54.1463414634146,36.4705882352941,47.4613686534216,56.9328667859107,47.4613686534216,9.47149813248903,"✅ 仅监控"
7843,13.4361233480176,28.4140969162996,98.6585365853659,84.7058823529412,47.4613686534216,56.303659800656,47.4613686534216,8.84229114723441,"✅ 仅监控"
