"member_id","赏","罚","综合分"
80537647,98.3474294933449,44.1529071932223,54.1945223001226
96751215,97.4324097918153,43.9239175150531,53.5084922767622
55187667,97.8287983618256,44.3781610881223,53.4506372737033
133357638,97.7539635754398,44.4187012547106,53.3352623207292
132169427,97.350314914213,44.078744977211,53.271569937002
116443469,97.3794793832025,44.2467168619829,53.1327625212196
110253930,97.1500729111725,44.170479210822,52.9795937003504
121242630,99.2318575284664,46.3704404693659,52.8614170591005
128173476,97.9991933231982,45.178725606483,52.8204677167152
22923535,96.308274642425,43.598212558914,52.710062083511
141934813,96.918618721107,44.2713453590911,52.6472733620159
18785434,98.9812292513419,46.517658002642,52.4635712486998
36912650,96.2011727839657,43.7519331223255,52.4492396616403
85165927,95.9167881852875,43.4693972172974,52.4473909679901
118790815,98.2390245415904,45.8564243639891,52.3826001776013
137213702,96.4949272439577,44.2176607698889,52.2772664740688
131573801,96.7902950575533,44.5205359393828,52.2697591181705
136683700,97.0788371443641,44.9642639743608,52.1145731700033
70738619,98.9016785082684,46.9297010610033,51.9719774472652
137980017,97.060655890292,45.0976452733065,51.9630106169855
145030933,96.0104247463622,44.3904753366764,51.6199494096858
142021611,97.1431230802643,45.5615742104069,51.5815488698574
147873867,98.6211411374143,47.0805160152053,51.540625122209
84073927,97.348577456486,45.8208652417598,51.5277122147261
146878915,97.8571561540132,46.3534219011394,51.5037342528738
51667209,97.0746176041699,45.6364282381348,51.4381893660351
147383422,97.5877881542614,46.2078647159829,51.3799234382785
111787451,95.2440817846173,43.9085592949463,51.335522489671
147946015,97.0473767490925,46.0475027600929,50.9998739889996
141715514,97.6528807669635,46.6748376246361,50.9780431423274
140344906,96.0446774844094,45.0894818950515,50.9551955893579
37711348,96.1855977164841,45.2499822132849,50.9356155031992
112331470,94.0923334677795,43.1634780762508,50.9288553915287
122135257,96.2358598864447,45.3424082586124,50.8934516278323
140394545,97.6510812571748,46.7599304657685,50.8911507914063
67302496,94.0703049858832,43.1991755608234,50.8711294250597
72721121,96.6174180137135,45.7789414517385,50.838476561975
137965637,96.8012162204089,45.9752776168878,50.8259386035211
149414137,95.5313207781329,44.7304316141759,50.8008891639569
118566894,96.2307095653253,45.455311930749,50.7753976345763
63664372,95.9213179857901,45.2075049738904,50.7138130118997
128138160,96.5396667804288,45.8764869037683,50.6631798766605
124910147,96.115478886786,45.4833994864398,50.6320794003462
114879662,95.5902081846669,44.9966407626941,50.5935674219729
137021703,94.3362601222426,43.7484740637429,50.5877860584997
65363738,96.9456113679377,46.3611701923645,50.5844411755732
141911097,95.5426142533586,44.9682764823166,50.5743377710419
112273052,95.2829263752288,44.7106457990834,50.5722805761454
148243474,95.5747572213087,45.0086782865616,50.5660789347471
128637714,96.5993608637647,46.0963446672794,50.5030161964853
130238030,96.8025813657659,46.3067937914458,50.4957875743201
117614929,94.4731469703081,44.0061047469761,50.467042223332
114911617,95.3936893053272,44.9422643617753,50.4514249435518
63473857,95.5771151996525,45.1509147754788,50.4262004241738
119078844,95.6154633737706,45.2827740886481,50.3326892851225
48966764,97.4723713195371,47.1667157550841,50.3056555644529
130015889,94.5149700598802,44.2104659280371,50.3045041318432
117989097,94.7485960721045,44.5661955126733,50.1824005594312
115059896,97.1289752102014,46.984077461922,50.1448977482794
113895242,96.6490645651702,46.5187649013885,50.1302996637817
134587747,95.0198876857684,44.8896866713196,50.1302010144488
114237219,94.2881697744408,44.2093590292906,50.0788107451501
137436777,98.7794359467593,48.7249524653811,50.0544834813783
143041550,93.295088579318,43.2431747859943,50.0519137933238
