n_raw,n_g1,n_g2,n_g3,n_g4,n_g5,n_g6,n_g7,n_g8,n_lv1,n_lv2,n_lv3,n_lv4,n_lv5,n_any_test,mu0_global_dirty_ew_pct,mu0_global_clean_ew_pct,contamination_pp,n_groups,mu0_min_pct,mu0_max_pct,abs_min,abs_max,n_near_zero,spread_ratio,verdict_spread,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_freecomm,roi_non_freecomm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_freecomm,avg_stake_non_freecomm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_freecomm,hold_rate,hold_rate_freecomm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_freecomm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_freecomm,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
125654711,124731833,124726293,124725280,124713543,124713543,124713543,124713512,124713505,11739,1247,1247,1247,1247,11739,-1.742716,-1.742715,0.00000114,16,-20.648383,-1.236177,1.236177,20.648383,0,16.7034,✅ spread_ratio 可读（★ 系诊断排序器，不单独裁 S1；分层必要性须并读 abs_min／abs_max／组样本量）,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,-0.01659446,-0.01684759,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,177.1604,101.9007,5.1431,15.4907,52.3519,179.9891,345.4207,1499.1833,12.8578,-2.2009,22.298634,96.779778,6.954874,30,300,1326575,23,0.12749154,0.01681532,0.01659446,0.00067931,0.040378,0.900674,0.077531,0.00025313,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,1.738560,1.053617,0.745419,1,0.0,0.0,0.0,A 平台净亏首位 · 立即处置,1,1
