table_id,sec_elapsed,n_orders,n_player,n_rounds,valid_bet,game_pnl,stake,valid_bet_xagg,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
903,33,1300,811,815,165025.2074012678,4240.6776015285,208274838.1953,187418665.4801,2835069.3956,1774204,165318,-0.01361216,-0.02007478,-0.01167162,-0.01407406,-2835069.3956,208274838.1953,OK,96202.1830,114313.4794,4.0023,95.9977,AG03-UNRESOLVED,2720755.9162,179818191.5903,2738867.2125,2624553.7331,18111.2964,0.01315025,0.01260140,0.00008696,117.3906,1133.6858,17.1492,20693.9372,869.1200,1520254.2934,1206.7007,119.8071,116.6839,5.1636,17.0751,55.1777,200.0,400.0,1663.6167,12.9089,-2.1082,23.425877,97.429202,6.874943,1,1,235409,16,0.23092885,0.01361216,0.02007478,0.00051330,0.043270,0.899862,0.081469,-0.00840316,2026-03-23,2026-08-06,137,3262,137,137,1.000000,1.026766,1.020585,0.769763,3,0.7652694610778443,0.7904191616766467,0.40838323353293415,E 常规,195,1
903,34,1241,746,784,183177.1459083752,-10196.9319623292,208274838.1953,187418665.4801,2835069.3956,1774204,165318,-0.01361216,-0.02007478,-0.01167162,-0.01407406,-2835069.3956,208274838.1953,OK,96202.1830,114313.4794,4.0023,95.9977,AG03-UNRESOLVED,2720755.9162,179818191.5903,2738867.2125,2624553.7331,18111.2964,0.01315025,0.01260140,0.00008696,117.3906,1133.6858,17.1492,20693.9372,869.1200,1520254.2934,1206.7007,119.8071,116.6839,5.1636,17.0751,55.1777,200.0,400.0,1663.6167,12.9089,-2.1082,23.425877,97.429202,6.874943,1,1,235409,16,0.23092885,0.01361216,0.02007478,0.00051330,0.043270,0.899862,0.081469,-0.00840316,2026-03-23,2026-08-06,137,3262,137,137,1.000000,1.026766,1.020585,0.769763,3,0.7652694610778443,0.7904191616766467,0.40838323353293415,E 常规,196,1
903,35,566,395,408,82523.9815553765,-26303.2757302889,208274838.1953,187418665.4801,2835069.3956,1774204,165318,-0.01361216,-0.02007478,-0.01167162,-0.01407406,-2835069.3956,208274838.1953,OK,96202.1830,114313.4794,4.0023,95.9977,AG03-UNRESOLVED,2720755.9162,179818191.5903,2738867.2125,2624553.7331,18111.2964,0.01315025,0.01260140,0.00008696,117.3906,1133.6858,17.1492,20693.9372,869.1200,1520254.2934,1206.7007,119.8071,116.6839,5.1636,17.0751,55.1777,200.0,400.0,1663.6167,12.9089,-2.1082,23.425877,97.429202,6.874943,1,1,235409,16,0.23092885,0.01361216,0.02007478,0.00051330,0.043270,0.899862,0.081469,-0.00840316,2026-03-23,2026-08-06,137,3262,137,137,1.000000,1.026766,1.020585,0.769763,3,0.7652694610778443,0.7904191616766467,0.40838323353293415,E 常规,197,1
902,0,223,113,214,7766.1930969147,-918.1167520178,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,198,1
902,1,4886,1602,4371,335540.2209073603,-20515.3138325812,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,199,1
902,2,17222,4332,13344,1492137.9058899626,-74468.9809484219,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,200,1
902,3,24255,6332,17331,2321375.7073340669,31775.0590110035,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,201,1
902,4,27109,7842,18513,2197787.3497694217,-16281.5467805608,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,202,1
902,5,28842,8851,19361,2530586.5192470538,155175.6829944971,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,203,1
902,6,30542,9606,19838,2755654.3727013789,-15288.2430489317,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,204,1
902,7,32821,10334,21020,2724210.1518399538,-60366.6209443502,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,205,1
902,8,33747,10677,21257,2724776.8577138199,-97401.5273809649,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,206,1
902,9,34360,11012,21455,2939348.0351570399,-169331.5899326513,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,207,1
902,10,35278,11293,21916,3045137.4216515066,-96306.3753213839,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,208,1
902,11,35523,11281,21807,2929426.9349720852,70785.6126104345,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,209,1
902,12,35242,11504,21709,2977893.1538115480,36445.9853305743,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,210,1
902,13,34713,11579,21460,3097821.7075904397,212814.1208771084,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,211,1
902,14,34195,11571,21286,2741540.4456863304,-246913.5338354749,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,212,1
902,15,34087,11467,21183,3148678.1895856842,-14612.9658902406,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,213,1
902,16,34109,11677,21247,3047915.0916999764,-189201.9640410520,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,214,1
902,17,34086,11768,21306,3286669.3788106971,-211064.7125340665,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,215,1
902,18,34385,11896,21450,2984612.4519693926,-74255.4267472928,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,216,1
902,19,35214,12142,21979,3626101.9414741237,128357.1763594334,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,217,1
902,20,36570,12399,22563,3819252.9420357656,-10337.0588009077,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,218,1
902,21,39826,13034,24221,4492985.4586187394,-116454.7612749603,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,219,1
902,22,44358,13658,26187,5645008.3804018415,468578.4433556354,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,220,1
902,23,48084,14096,27729,6253787.5059496258,74337.2498572154,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,221,1
902,24,47305,13433,27775,6566535.7694904276,-545033.0079872238,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,222,1
902,25,20995,7933,14275,2747051.4317629296,-39948.2927160754,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,223,1
902,26,903,578,598,105159.0420159716,15363.0649895195,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,224,1
902,27,905,600,627,65411.6958983059,-2403.7103843402,213684543.3101,192000540.8313,2914547.7460,1885862,167340,-0.01363949,-0.00931404,-0.01492091,-0.01413206,-2914547.7460,213684543.3101,OK,105255.5770,124878.2074,4.0035,95.9965,AG03-UNRESOLVED,2789669.5386,184193194.7148,2809292.1690,2684413.9616,19622.6304,0.01314691,0.01256251,0.00009183,113.3087,1147.3679,17.4169,21274.0711,879.7307,1559741.1920,1221.4599,117.9325,112.0077,5.1636,17.0416,54.2433,200.0,400.0,1585.2437,12.9089,-2.1082,23.471999,93.022094,6.648953,1,1,245550,16,0.22854464,0.01363949,0.00931404,0.00054820,0.044344,0.898523,0.081881,0.00560687,2026-03-23,2026-08-06,137,3313,137,137,1.000000,1.052897,1.040808,0.761815,3,0.7221556886227545,0.7473053892215569,0.45149700598802395,E 常规,225,1
