table_id,table_flag,n_shoes,n_shoes_old,n_shoes_delta,avg_max_round,avg_max_round_old,avg_maxround_inflation,sd_max_round,min_max_round,ceiling_observed,ceiling_old,p50_max_round,p90_max_round,p99_max_round,collision_flag,n_stub_shoes,avg_gap,avg_n_bettors,avg_bets_per_round,round_at_pos080,corr_len_density,corr_density_lo95,corr_density_hi95,corr_density_verdict,corr_len_bettors,corr_bettors_lo95,corr_bettors_hi95,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_late,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
901,正常,3408,3306,102,51.1089,51.8669,0.758,6.1975,1,63,63,52.0,55.0,59.0,—,13,1.944,150.8815,11.9488,40.89,0.101953,0.068612,0.135066,CI > 0：低估假说得证,0.300828,0.269979,0.33106,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5932,200.0,400.0,1663.4459,12.9089,-2.2009,23.220001,96.56304,6.66153,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,3,0.3448275862068966,0.5862068965517241,0.5862068965517241,0.41379310344827586,0.41379310344827586,0.41379310344827586,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
908,正常,3377,3275,102,51.4347,52.189,0.7543,6.333,1,63,63,52.0,56.0,59.0,—,13,2.7335,119.9446,8.9459,41.15,0.091885,0.058337,0.125227,CI > 0：低估假说得证,0.294231,0.263113,0.324738,175285126.0974,158040755.0332,4027234.3256,1492790,164464,-0.02297533,-0.02581287,-0.02222508,-0.02346600,-4027234.3256,175285126.0974,OK,86006.9595,155457.8013,4.0024,95.9976,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,155457.8013,153119.3423,165716.5205,142955.5526,132019.5662,4.002410,4.050253,4.226808,4.584559,4.448854,95.997590,95.949747,95.773192,95.415441,95.551146,4.9847,749268.7829,694706.1635,3191958.5831,3246521.2025,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3871776.5243,151622814.3123,3941227.3661,3785769.5648,69450.8418,0.02248467,0.02159778,155457.8013,3785769.5648,0.02159778,155457.8013,153119.3423,165716.5205,142955.5526,132019.5662,3785769.5648,0.02159778,749268.7829,694706.1635,3191958.5831,3246521.2025,0.01821009,0.01852137,0.00039622,117.4212,960.9444,24.4870,29395.8710,1229.6899,1279453.4752,1200.4672,117.4461,117.4146,5.1636,17.5741,56.5132,204.0603,406.5699,1661.699,12.9089,-2.1082,23.134586,94.553774,6.681483,1,1,208811,16,0.20911332,0.02297533,0.02581287,0.00054421,0.044214,0.901621,0.083231,-0.00358780,2026-03-23,2026-08-06,137,3275,137,137,1.000000,1.000269,1.043056,0.813176,2,0.3793103448275862,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.2413793103448276,0.2413793103448276,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00459139,E 常规,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
905,正常,3367,3260,107,51.3231,52.1739,0.8508,6.6779,1,62,62,52.0,56.0,59.0,—,18,2.4728,130.4859,9.8446,41.06,0.111635,0.078151,0.144869,CI > 0：低估假说得证,0.317243,0.286534,0.347301,193407101.5601,174696148.2325,4831424.6292,1642994,164479,-0.02498060,-0.03039053,-0.02357803,-0.02544924,-4831424.6292,193407101.5601,OK,90640.0386,191322.6964,3.9976,96.0024,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,191322.6964,199056.0200,215249.1148,210918.0457,228407.7375,3.997561,4.041385,4.221081,4.589137,4.437529,96.002439,95.958615,95.778919,95.410863,95.562471,4.9866,1044953.6145,947800.9822,3695830.9761,3792983.6084,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,4640101.9328,167614517.2632,4740784.5906,4549461.8942,100682.6578,0.02451195,0.02352272,191322.6964,4549461.8942,0.02352272,191322.6964,199056.0200,215249.1148,210918.0457,228407.7375,4549461.8942,0.02352272,1044953.6145,947800.9822,3695830.9761,3792983.6084,0.01910908,0.0196114,0.00052057,117.7163,1062.1183,29.3741,35265.8732,1482.0321,1411730.6683,1200.5766,115.4791,118.3105,5.1636,17.2749,56.7941,202.2636,408.3317,1663.6167,12.9089,-2.1082,23.637259,96.302439,6.814288,1,1,225151,16,0.20588081,0.02498060,0.03039053,0.00051884,0.042448,0.903256,0.082793,-0.00681250,2026-03-23,2026-08-06,137,3260,137,137,1.000000,0.976068,1.029928,0.791211,2,0.41379310344827586,0.0,0.0,0.3103448275862069,0.3103448275862069,0.3103448275862069,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00459118,E 常规,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
8,正常,6081,5975,106,48.9291,49.3115,0.3823,4.4169,1,59,59,49.0,52.0,55.0,—,8,0.9369,160.4827,16.2189,39.14,0.081218,0.056197,0.106136,CI > 0：低估假说得证,0.21413,0.190017,0.237984,515341084.0848,464890178.4430,5794175.3469,4752228,291841,-0.01124338,-0.00897258,-0.01189509,-0.01198314,-5794175.3469,515341084.0848,OK,381226.5692,217442.6365,4.0107,95.9893,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,217442.6365,210298.3075,196119.8847,210055.8982,181337.3361,4.010672,4.044828,4.235764,4.682901,4.523299,95.989328,95.955172,95.764236,95.317099,95.476701,4.9925,1015254.0630,949522.2804,4397694.7146,4463426.4973,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,5576732.7104,445681891.3851,5412948.7776,5195506.1411,-163783.9327,0.01050362,0.01008168,217442.6365,5195506.1411,0.01008168,217442.6365,210298.3075,196119.8847,210055.8982,181337.3361,5195506.1411,0.01008168,1015254.0630,949522.2804,4397694.7146,4463426.4973,0.00853356,0.00866111,-0.00031782,108.4420,1592.9571,19.8539,41684.7147,969.7365,3707489.8136,2099.5755,103.9143,109.8152,5.1431,15.4907,52.3519,183.2317,344.8273,1500.0125,12.8578,-2.1082,22.260328,96.833301,7.000473,1,71,391600,16,0.22299640,0.01124338,0.00897258,0.00082004,0.042436,0.902102,0.074786,0.00292251,2026-03-21,2026-08-06,139,5975,139,139,1.000000,0.946265,1.078494,0.762990,4,0.4482758620689655,0.9310344827586207,0.9310344827586207,0.6551724137931034,0.6551724137931034,0.6551724137931034,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344672,E 常规,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
33,正常,4568,4461,107,47.0876,47.6084,0.5208,4.9766,1,56,56,48.0,50.0,53.0,—,12,0.9413,183.6659,18.0575,37.67,0.121916,0.093246,0.150385,CI > 0：低估假说得证,0.271366,0.244288,0.298021,417953875.3293,376343686.1530,5724118.6304,3831648,210796,-0.01369557,-0.01451772,-0.01346720,-0.01438807,-5724118.6304,417953875.3293,OK,289432.5692,238779.1557,4.0164,95.9836,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,238779.1557,244419.6650,254501.7443,267502.1453,267681.8636,4.016420,4.064360,4.298865,4.722791,4.516728,95.983580,95.935640,95.701135,95.277209,95.483272,4.9847,1272884.5738,1146625.1884,4161801.4874,4288060.8728,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,5485339.4747,360779268.7114,5434686.0612,5195906.9055,-50653.4134,0.01300308,0.01243177,238779.1557,5195906.9055,0.01243177,238779.1557,244419.6650,254501.7443,267502.1453,267681.8636,5195906.9055,0.01243177,1272884.5738,1146625.1884,4161801.4874,4288060.8728,0.00995756,0.01025965,-0.00012119,109.0794,1785.3455,27.1548,41180.7096,1283.1470,3006862.4124,1516.5180,103.7311,110.6643,5.1431,15.6847,52.3519,183.044,365.3171,1432.5419,12.8578,-2.2009,23.291286,91.333645,6.954505,1,134,360580,16,0.21739359,0.01369557,0.01451772,0.00076906,0.042741,0.900443,0.077833,-0.00105053,2026-03-21,2026-08-06,139,4461,139,139,1.000000,0.937349,1.029366,0.722897,3,0.4827586206896552,0.7586206896551724,0.7586206896551724,0.5172413793103449,0.5172413793103449,0.5172413793103449,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00405554,E 常规,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
32,正常,4532,4422,110,47.0708,47.6291,0.5583,5.0657,1,60,60,48.0,51.0,53.0,—,12,0.8831,193.8228,19.6714,37.66,0.091146,0.062195,0.119943,CI > 0：低估假说得证,0.259399,0.232036,0.286352,443887021.6957,399432496.7156,7121206.2642,4136945,209323,-0.01604284,-0.02357384,-0.01398320,-0.01675627,-7121206.2642,443887021.6957,OK,316683.0026,298166.6371,4.0179,95.9821,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,298166.6371,309566.9013,300393.1738,305728.9385,289788.3544,4.017932,4.069331,4.318423,4.739096,4.500378,95.982068,95.930669,95.681577,95.260904,95.499622,4.9828,1503644.0051,1363653.0822,5300879.2566,5440870.1795,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6823039.6271,382852140.3287,6804523.2617,6506356.6246,-18516.3655,0.01532940,0.01465769,298166.6371,6506356.6246,0.01465769,298166.6371,309566.9013,300393.1738,305728.9385,289788.3544,6506356.6246,0.01465769,1503644.0051,1363653.0822,5300879.2566,5440870.1795,0.01194196,0.01225733,-0.00004171,107.2983,1908.2112,34.0202,51231.6997,1610.4039,3193431.8108,1505.9209,101.5442,108.9873,5.1431,15.5303,52.3519,180.7244,359.4828,1406.389,12.8435,-2.2349,23.147191,90.55775,6.908963,1,131,375268,16,0.21475439,0.01604284,0.02357384,0.00079283,0.042623,0.899852,0.077577,-0.00959064,2026-03-21,2026-08-06,139,4422,139,139,1.000000,0.931707,1.058572,0.740608,3,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00406978,E 常规,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
36,正常,4529,4416,113,47.0572,47.6612,0.604,5.3518,1,56,56,48.0,51.0,53.0,—,17,1.0232,168.6977,16.1083,37.65,0.10064,0.071725,0.129386,CI > 0：低估假说得证,0.278639,0.251555,0.305287,371901806.1481,334508262.8689,7561974.0199,3376758,208488,-0.02033325,-0.02423124,-0.01929819,-0.02107740,-7561974.0199,371901806.1481,OK,276749.7043,310033.6542,4.0189,95.9811,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,310033.6542,309327.6168,308036.5201,309954.9328,312939.4903,4.018882,4.070004,4.295566,4.688243,4.532087,95.981118,95.929996,95.704434,95.311757,95.467913,4.9826,1550292.2143,1429691.473,5734932.1013,5855532.8427,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7251940.3657,320616052.4626,7285224.3156,6975190.6614,33283.9499,0.01958911,0.01875546,310033.6542,6975190.6614,0.01875546,310033.6542,309327.6168,308036.5201,309954.9328,312939.4903,6975190.6614,0.01875546,1550292.2143,1429691.473,5734932.1013,5855532.8427,0.01542055,0.01574484,0.00008950,110.1358,1604.4485,36.2705,54402.6908,1712.4035,2675552.5622,1499.9137,102.8865,112.2356,5.1431,15.5674,52.3519,180.7242,363.6375,1500.0,12.8578,-2.2009,23.358863,96.354997,7.074754,1,134,336209,16,0.20982295,0.02033325,0.02423124,0.00082733,0.044278,0.899453,0.079456,-0.00493306,2026-03-21,2026-08-06,139,4416,139,139,1.000000,0.916701,1.064695,0.775618,3,0.5517241379310345,0.13793103448275862,0.13793103448275862,0.4482758620689655,0.4482758620689655,0.4482758620689655,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00407792,E 常规,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
31,正常,4552,4445,107,47.2594,47.8216,0.5622,5.1034,1,58,58,48.0,51.0,54.0,—,11,0.8227,207.2781,21.1710,37.81,0.089664,0.060771,0.118407,CI > 0：低估假说得证,0.258592,0.231278,0.285498,480185212.9279,432518939.7149,8637385.1826,4488479,211380,-0.01798761,-0.01080423,-0.01995386,-0.01871704,-8637385.1826,480185212.9279,OK,350259.1859,351105.6327,4.0201,95.9799,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,351105.6327,358487.4650,329677.0733,362189.5336,347616.0293,4.020073,4.070078,4.304726,4.742046,4.501998,95.979927,95.929922,95.695274,95.257954,95.498002,4.9828,1749075.7340,1621993.6491,6538050.2628,6665132.3476,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,8286279.5499,414573837.6809,8287125.9967,7936020.3640,846.4468,0.01725819,0.01652700,351105.6327,7936020.3640,0.01652700,351105.6327,358487.4650,329677.0733,362189.5336,347616.0293,7936020.3640,0.01652700,1749075.7340,1621993.6491,6538050.2628,6665132.3476,0.01361568,0.01388034,0.00000176,106.9817,2046.1678,40.8619,62139.4617,1943.1688,3454569.8772,1520.7194,99.7456,109.1491,5.137,14.7588,52.0723,176.0942,349.5558,1432.902,12.6037,-2.2009,23.684554,97.087913,7.248669,1,136,396553,16,0.21489889,0.01798761,0.01080423,0.00080981,0.043309,0.900734,0.075624,0.00914963,2026-03-21,2026-08-06,139,4445,139,139,1.000000,0.913846,1.050013,0.735003,3,0.5862068965517241,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.5862068965517241,0.5862068965517241,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00404993,E 常规,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
35,正常,4598,4487,111,47.206,47.7865,0.5805,5.2411,1,56,56,48.0,51.0,53.0,—,15,1.0087,173.6564,16.5679,37.76,0.106904,0.07824,0.135391,CI > 0：低估假说得证,0.271307,0.244317,0.297876,397938707.7708,358182945.4306,8755266.3489,3543386,212415,-0.02200154,-0.01303589,-0.02445827,-0.02272988,-8755266.3489,397938707.7708,OK,289833.4645,358064.6504,4.0179,95.9821,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,358064.6504,366786.9640,376755.8343,362221.6142,396505.9463,4.017931,4.068995,4.291296,4.695408,4.507866,95.982069,95.931005,95.708704,95.304592,95.492134,4.9827,1860335.0091,1691088.0249,6605097.8753,6774344.8595,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,8397201.6985,343331290.6148,8465432.8844,8107368.2340,68231.1859,0.02127321,0.02037341,358064.6504,8107368.2340,0.02037341,358064.6504,366786.9640,376755.8343,362221.6142,396505.9463,8107368.2340,0.02037341,1860335.0091,1691088.0249,6605097.8753,6774344.8595,0.01659828,0.01702359,0.00017146,112.3046,1686.2413,41.2177,62987.5277,1951.2517,2862868.4012,1528.1655,106.4792,114.0139,5.1431,15.4907,52.3519,187.7007,385.733,1502.2731,12.856,-2.2009,24.900995,96.979235,7.249826,1,135,346605,16,0.21507985,0.02200154,0.01303589,0.00080918,0.043711,0.900096,0.078755,0.01142237,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.933914,1.050709,0.758849,3,0.6206896551724138,0.06896551724137931,0.06896551724137931,0.4827586206896552,0.4827586206896552,0.4827586206896552,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00404005,E 常规,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
5,正常,6058,5949,109,48.795,49.2202,0.4252,4.6835,2,59,59,49.0,52.0,55.0,—,5,0.6803,194.2674,21.5731,39.04,0.085467,0.060414,0.110412,CI > 0：低估假说得证,0.221891,0.197814,0.245701,651669481.5484,588579586.6358,9603534.0139,6311176,291479,-0.01473682,-0.01658098,-0.01421753,-0.01547187,-9603534.0139,651669481.5484,OK,479010.9849,397247.4226,4.0128,95.9872,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,397247.4226,397837.8367,450460.8769,427047.6237,384544.2468,4.012752,4.046159,4.275455,4.756504,4.558449,95.987248,95.953841,95.724545,95.243496,95.441551,4.9931,2057138.0067,1872673.4976,7067385.0224,7251849.5315,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9206286.5913,564256855.2549,9124523.0291,8727275.6064,-81763.5622,0.01400177,0.01339218,397247.4226,8727275.6064,0.01339218,397247.4226,397837.8367,450460.8769,427047.6237,384544.2468,8727275.6064,0.01339218,2057138.0067,1872673.4976,7067385.0224,7251849.5315,0.01084505,0.01112811,-0.00012547,103.2564,2019.2864,32.9476,69090.1728,1614.3106,4688269.6514,2096.9712,97.6331,104.9587,5.1082,14.2099,51.8914,172.2653,330.7816,1392.2911,12.6037,-2.1082,23.278197,97.980125,7.266496,1,88,447080,16,0.21971493,0.01473682,0.01658098,0.00081384,0.041369,0.903187,0.078001,-0.00236344,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.930206,1.043571,0.729618,4,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.7586206896551724,0.7586206896551724,0.7586206896551724,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344886,E 常规,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
37,正常,2868,2757,111,46.9616,47.8847,0.923,6.2224,1,57,57,48.0,51.0,53.0,—,12,1.0565,213.3096,27.6732,37.57,0.105922,0.069591,0.141973,CI > 0：低估假说得证,0.318995,0.28573,0.351492,495557867.1085,447606377.7143,9549332.2996,3655271,131656,-0.01926986,-0.01758113,-0.01973602,-0.01975596,-9549332.2996,495557867.1085,OK,240889.6053,405917.9940,4.0254,95.9746,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,405917.9940,412811.8260,423768.9122,445872.8458,387736.2551,4.025396,4.052684,4.207415,4.608952,4.710620,95.974604,95.947316,95.792585,95.391048,95.289380,4.9916,2076107.8331,1897051.2856,7232334.8612,7411391.4087,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9143414.3055,429057351.8336,9308442.6943,8902524.7003,165028.3887,0.01878377,0.01796465,405917.9940,8902524.7003,0.01796465,405917.9940,412811.8260,423768.9122,445872.8458,387736.2551,8902524.7003,0.01796465,2076107.8331,1897051.2856,7232334.8612,7411391.4087,0.01459433,0.01495565,0.00033302,135.5735,3399.8175,72.5325,68700.2324,3463.6679,3565164.5116,947.1655,134.5088,135.8704,5.1891,20.2037,70.422,220.5155,500.0,1999.8759,14.7577,-2.6176,24.747999,98.985853,6.710346,1,123,287365,16,0.21632353,0.01926986,0.01758113,0.00053817,0.041850,0.903237,0.159109,0.00215489,2026-03-21,2026-08-06,139,2757,139,139,1.000000,0.989979,0.953547,0.670633,4,0.6896551724137931,0.20689655172413793,0.20689655172413793,0.6206896551724138,0.6206896551724138,0.6206896551724138,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00513168,E 常规,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
7,正常,6058,5950,108,48.9394,49.3617,0.4223,4.9044,1,58,58,49.0,52.0,55.0,—,16,0.8003,172.4738,18.2354,39.15,0.104666,0.079694,0.129507,CI > 0：低估假说得证,0.246317,0.222515,0.269826,565170496.5655,511101211.4238,9737592.0470,5348158,291627,-0.01722948,-0.01394538,-0.01815161,-0.01794746,-9737592.0470,565170496.5655,OK,405782.0566,391758.1093,4.0123,95.9877,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,391758.1093,403997.0946,445569.2835,487866.3343,455786.4877,4.012337,4.044997,4.278892,4.742112,4.547773,95.987663,95.955003,95.721108,95.257888,95.452227,4.9929,2184977.3094,1959687.9733,7146832.6810,7372122.017,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9345833.9377,489987896.6653,9331809.9904,8940051.8811,-14023.9473,0.01651150,0.01581833,391758.1093,8940051.8811,0.01581833,391758.1093,403997.0946,445569.2835,487866.3343,455786.4877,8940051.8811,0.01581833,2184977.3094,1959687.9733,7146832.6810,7372122.017,0.01264545,0.01304407,-0.00002481,105.6757,1752.5854,33.3906,70054.6190,1636.5701,4065974.7954,2098.0360,100.3333,107.2797,5.1431,14.9995,52.0951,175.8982,339.6663,1471.1018,12.8578,-2.1082,22.645169,98.07669,7.045281,1,103,410314,16,0.21922948,0.01722948,0.01394538,0.00079394,0.041500,0.904331,0.079190,0.00420623,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.935249,1.048697,0.751651,4,0.7241379310344828,0.4827586206896552,0.4827586206896552,0.6896551724137931,0.6896551724137931,0.6896551724137931,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344799,E 常规,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
3,正常,6019,5909,110,48.7516,49.1928,0.4411,4.9061,1,61,61,49.0,52.0,55.0,—,16,0.6468,206.7428,23.5218,39.0,0.099334,0.074256,0.124286,CI > 0：低估假说得证,0.236449,0.212454,0.260159,711853669.5287,643208042.2673,10169233.2374,6829952,289543,-0.01428557,-0.01133140,-0.01513945,-0.01501711,-10169233.2374,711853669.5287,OK,520753.4073,414544.6725,4.0108,95.9892,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,414544.6725,424365.2584,421272.2549,385752.7343,372353.2515,4.010761,4.044578,4.271123,4.738177,4.543371,95.989239,95.955422,95.728877,95.261823,95.456629,4.9935,2018288.1717,1883313.6871,7630191.6584,7765166.143,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9754688.5650,616619453.2268,9648479.8301,9233935.1577,-106208.7348,0.01355402,0.01297168,414544.6725,9233935.1577,0.01297168,414544.6725,424365.2584,421272.2549,385752.7343,372353.2515,9233935.1577,0.01297168,2018288.1717,1883313.6871,7630191.6584,7765166.143,0.01071876,0.01090837,-0.00014920,104.2253,2221.4595,35.1217,73159.9513,1720.9736,5121249.4211,2083.0432,99.2623,105.7536,5.137,14.3808,51.8914,170.7684,330.822,1412.7711,12.6494,-2.1082,23.004409,98.240045,7.247527,1,96,467687,16,0.22423145,0.01428557,0.01133140,0.00080962,0.041530,0.903568,0.079200,0.00380806,2026-03-21,2026-08-06,139,5909,139,139,1.000000,0.938619,1.031377,0.712757,4,0.7586206896551724,0.7241379310344828,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.7931034482758621,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00346037,E 常规,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
