table_id,sec_elapsed,n_orders,n_player,n_rounds,valid_bet,game_pnl,stake,valid_bet_xagg,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
900,0,7,7,7,1385.5167996407,199.5215130222,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,1,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,1,301,104,252,23087.3043750918,7429.5603600487,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,2,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,2,1050,378,837,69117.7633872215,-9161.9909073836,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,3,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,3,1473,592,1074,131713.0617462750,-11892.6789269378,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,4,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,4,1640,725,1141,145590.2508906565,6571.3212225571,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,5,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,5,1630,817,1079,166131.7660826970,-17454.0016959391,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,6,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,6,1692,852,1107,160251.9440960840,-27210.0154067564,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,7,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,7,1900,970,1200,147972.7664637169,-26370.0744055621,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,8,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,8,1914,955,1178,158270.9202113084,-4067.3065537461,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,9,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
900,9,1981,1022,1216,162927.2945781655,2504.9963366503,4700866.8383,4273300.2609,-57756.2773,46032,3854,0.01228630,,0.01228630,0.01182288,57756.2773,4700866.8383,OK,2178.4941,-2945.6170,4.0177,95.9823,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,4.017738,4.043980,4.222082,4.810678,4.727304,95.982262,95.956020,95.777918,95.189322,95.272696,4.9939,-12391.0959,-8758.0959,-47543.6754,-51176.6755,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-54810.6603,4097352.9786,-59934.7714,-56989.1544,-5124.1110,-0.01274973,-0.01212312,-2945.6170,-56989.1544,-0.01212312,-2945.6170,-3676.1466,-4099.6802,-3327.0529,1657.4008,-56989.1544,-0.01212312,-12391.0959,-8758.0959,-47543.6754,-51176.6755,-0.01011381,-0.01088665,-0.00109004,102.1217,1108.7961,-14.9861,-14439.0693,-825.0897,1175216.7096,963.5000,,102.1217,4.4018,15.6137,52.6635,208.5149,438.3273,1316.5863,13.1659,-2.2009,28.073204,84.322362,6.540509,1,1,7862,16,0E-8,-0.01228630,,0.00050979,0.034504,0.909045,0.072623,,2026-03-23,2026-03-26,4,70,4,4,1.000000,,,0.000000,1,0.0,0.9700598802395209,0.9700598802395209,0.0,0.0,0.0,n_rounds>=30,836,836,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02999327,A 净亏最大十分位 · 优先复核,10,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
