"lv3","风险族","线下规模","线下命中会员数","线下渗透率","归因营业额","归因GGR","归因NGR2","归因退水","命中","真实流水","下线留存","新增会员质量","对打渗透率","单链密度","退水消耗比","综合分","赏","罚"
"28285","同桌率",58,25,0.431034482758621,520039.315999826,12081.674937419,12081.674937419,0,TRUE,888089.156663615,0.309751121991024,259.044558780059,0,0,0,-0.489048683922746,41.4220624271884,41.9111111111111
