"lv3","风险族","线下规模","线下命中会员数","线下渗透率","归因营业额","归因GGR","归因NGR2","归因退水","命中","真实流水","下线留存","新增会员质量","对打渗透率","单链密度","退水消耗比","综合分","赏","罚"
"33793","对打",78,11,0.141025641025641,334108.409042954,4794.3727481927,4794.3727481927,0,TRUE,11646442.6086926,0.591997503640524,476.628731775018,0.141025641025641,26,0,-13.8359967326826,66.0306699339841,79.8666666666667
"6508","对打",47,3,0.0638297872340425,144099.712710903,6122.8880233378,6122.8880233378,0,TRUE,1888843.24145556,0.464195804195804,212.9803864071,0.0638297872340425,0,0,-9.92779897963283,49.0055343537005,58.9333333333333
