scope,n_base_rows,n_active_member,n_zero_rows,n_zero_member,zero_record_rate_pct,zero_amount_rate_pct,zero_member_rate_pct,zero_profit_rate_pct,zero_active_rate_pct,zero_stake_sum,zero_ggr_sum,all_stake_sum,all_ggr_sum,zero_mu0_pct,base_mu0_pct,n_zero_both,verdict_zero
validbet 零值 · 五类平行分母（过基础闸之母体）,124713543,723442,9477637,364077,7.599525,9.495494,50.325665,0.399080,50.325665,1275823490.18,691538.75,13436093473.33,234152957.10,-0.054203,-1.742716,9477637,★ 记录率与会员率相差逾 20pp —— 零值集中于少数会员或普及于多数会员，须按会员分层复验
