dt_slice,n_user_active,n_pts_total,pts_avg,pts_min,pts_p50,pts_p90,pts_p99,pts_max,pts_ok_avg,n_user_single_pt,pct_single_pt
2026-06-15,9702,619662,63.87,1,15.0,165.0,715.40234375,2793,63.25,946,9.7506
