dt,table_id,shoe_id,max_round,min_round,rounds_with_bet,gap,n_bettors,n_bets,anomaly_type,hi_cut_used,stake,valid_bet,profit,n_bets_xagg,n_rounds,roi,roi_late,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2026-05-09,35,114637859,1,1,1,0,3,3,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,217,1
2026-05-11,35,114639796,5,1,5,0,16,30,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,218,1
2026-05-12,35,114640818,5,1,5,0,16,32,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,219,1
2026-05-21,35,114650271,5,1,5,0,6,11,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,220,1
2026-05-24,35,114653457,5,1,5,0,10,14,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,221,1
2026-05-25,35,114653544,4,1,4,0,32,42,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,222,1
2026-06-03,35,114664752,4,1,4,0,15,43,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,223,1
2026-06-25,35,114688855,1,1,1,0,1,3,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,224,1
2026-06-30,35,114694392,4,1,4,0,8,13,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,225,1
2026-07-21,35,114717973,2,1,2,0,5,6,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,226,1
2026-07-25,35,114722483,2,1,2,0,5,6,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,227,1
2026-07-29,35,114726858,5,1,5,0,18,49,残靴：截断／换荷官／开收台可疑,87.0,400657177.7083,360612936.2373,9003093.2812,3570325,212415,-0.02247081,-0.01338406,-0.02496447,-0.02319896,-9003093.2812,400657177.7083,OK,291736.8452,369110.1365,4.0176,95.9824,AG03-B-v1,8633983.1446,345660108.8986,8711356.4360,8342246.2994,77373.2913,0.02174267,0.02082141,0.00019312,112.2187,1697.6811,42.3845,64770.4553,2006.4839,2882425.7389,1528.1655,106.4524,113.9120,5.1431,15.4907,52.3519,187.2411,385.733,1501.296,12.8444,-2.2009,24.900995,96.916162,7.244277,1,135,346615,16,0.21533426,0.02247081,0.01338406,0.00080900,0.043822,0.900054,0.078756,0.01158041,2026-03-21,2026-08-06,139,4487,139,139,1.000000,0.934515,1.050997,0.753704,3,0.3962765957446808,0.08244680851063829,0.4521276595744681,E 常规,228,1
2026-03-24,5,114587587,3,1,3,0,10,15,残靴：截断／换荷官／开收台可疑,87.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01704246,-0.01403301,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,97.7110,105.1055,5.1096,14.2009,51.8914,172.2653,330.6843,1394.0646,12.6037,-2.1082,23.286112,98.167188,7.280278,1,88,447089,16,0.21969339,0.01469417,0.01704246,0.00082847,0.041384,0.903295,0.077872,-0.00300945,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.929647,1.042547,0.723337,4,0.3829787234042553,0.7340425531914894,0.7367021276595744,E 常规,229,1
2026-04-03,5,114598749,2,1,2,0,6,10,残靴：截断／换荷官／开收台可疑,87.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01704246,-0.01403301,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,97.7110,105.1055,5.1096,14.2009,51.8914,172.2653,330.6843,1394.0646,12.6037,-2.1082,23.286112,98.167188,7.280278,1,88,447089,16,0.21969339,0.01469417,0.01704246,0.00082847,0.041384,0.903295,0.077872,-0.00300945,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.929647,1.042547,0.723337,4,0.3829787234042553,0.7340425531914894,0.7367021276595744,E 常规,230,1
2026-04-07,5,114603062,2,1,2,0,3,4,残靴：截断／换荷官／开收台可疑,87.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01704246,-0.01403301,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,97.7110,105.1055,5.1096,14.2009,51.8914,172.2653,330.6843,1394.0646,12.6037,-2.1082,23.286112,98.167188,7.280278,1,88,447089,16,0.21969339,0.01469417,0.01704246,0.00082847,0.041384,0.903295,0.077872,-0.00300945,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.929647,1.042547,0.723337,4,0.3829787234042553,0.7340425531914894,0.7367021276595744,E 常规,231,1
2026-05-05,5,114633468,4,1,4,0,19,48,残靴：截断／换荷官／开收台可疑,87.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01704246,-0.01403301,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,97.7110,105.1055,5.1096,14.2009,51.8914,172.2653,330.6843,1394.0646,12.6037,-2.1082,23.286112,98.167188,7.280278,1,88,447089,16,0.21969339,0.01469417,0.01704246,0.00082847,0.041384,0.903295,0.077872,-0.00300945,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.929647,1.042547,0.723337,4,0.3829787234042553,0.7340425531914894,0.7367021276595744,E 常规,232,1
2026-07-18,5,114714693,4,1,4,0,15,33,残靴：截断／换荷官／开收台可疑,87.0,657551730.3606,593963365.8397,9662174.1874,6360122,291479,-0.01469417,-0.01704246,-0.01403301,-0.01544252,-9662174.1874,657551730.3606,OK,492083.5157,401023.8520,4.0126,95.9874,AG03-B-v1,9261150.3354,569398644.4829,9170090.6717,8769066.8197,-91059.6637,0.01394581,0.01333593,-0.00013848,103.3867,2037.7570,33.1488,69512.0445,1624.1678,4730587.9882,2096.9712,97.7110,105.1055,5.1096,14.2009,51.8914,172.2653,330.6843,1394.0646,12.6037,-2.1082,23.286112,98.167188,7.280278,1,88,447089,16,0.21969339,0.01469417,0.01704246,0.00082847,0.041384,0.903295,0.077872,-0.00300945,2026-03-21,2026-08-06,139,5949,139,139,1.000000,0.929647,1.042547,0.723337,4,0.3829787234042553,0.7340425531914894,0.7367021276595744,E 常规,233,1
2026-03-27,7,114590920,2,1,2,0,4,9,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,234,1
2026-04-03,7,114598748,2,1,2,0,7,13,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,235,1
2026-04-06,7,114601976,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,236,1
2026-04-07,7,114603060,3,1,3,0,9,15,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,237,1
2026-04-25,7,114622319,2,2,1,1,3,3,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,238,1
2026-05-01,7,114628880,2,1,2,0,2,2,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,239,1
2026-05-13,7,114641868,4,1,4,0,8,20,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,240,1
2026-05-14,7,114642927,1,1,1,0,4,5,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,241,1
2026-05-24,7,114653459,2,1,2,0,2,3,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,242,1
2026-05-31,7,114661029,4,1,4,0,12,26,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,243,1
2026-06-15,7,114677799,5,2,4,1,5,7,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,244,1
2026-06-21,7,114684339,4,3,2,2,3,7,残靴：截断／换荷官／开收台可疑,87.0,568829814.4105,514333488.8341,9729721.5184,5386493,291627,-0.01710480,-0.01338001,-0.01814946,-0.01782282,-9729721.5184,568829814.4105,OK,408428.6027,393103.5801,4.0122,95.9878,AG03-B-v1,9336617.9383,493088529.5349,9321292.9156,8928189.3356,-15325.0227,0.01638679,0.01569571,-0.00002694,105.6030,1763.6690,33.3636,69997.9965,1635.2473,4092300.8231,2098.0360,100.1996,107.2247,5.1431,14.9989,51.9558,175.8861,339.5531,1468.703,12.8578,-2.1082,22.638492,97.920525,7.040703,1,103,410321,16,0.21903068,0.01710480,0.01338001,0.00079409,0.041516,0.904196,0.079126,0.00476945,2026-03-21,2026-08-06,139,5950,139,139,1.000000,0.934482,1.049587,0.747004,4,0.3404255319148936,0.5212765957446809,0.6382978723404256,E 常规,245,1
