bet_date,n_rounds,vb_tail,vb_norm,roi_tail,roi_norm,roi_diff,stake,valid_bet,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2026-06-28,25057,0E-10,54822476.5826608912,,-0.018671096366,,83023608.7217,74486980.5303,1227877.6809,773804,41190,-0.01478950,,-0.01478950,-0.01558931,-1227877.6809,83023608.7217,OK,66402.7690,49500.0110,3.9995,96.0005,AG03-B-v1,1178377.6698,71468582.5065,1161474.9118,1111974.9008,-16902.7580,0.01398969,0.01339348,-0.00020359,107.2928,1808.3753,29.8101,1227877.6809,1414.6056,83023608.7217,41190.0000,,107.2928,5.1929,18.0009,56.5742,189.8223,385.733,1704.1582,12.8578,-2.0771,21.428573,94.670861,5.960423,29,121,21205,16,0E-8,0.01478950,,0.00089147,0.049852,0.897178,0.094804,,2026-06-28,2026-06-28,1,868,29,1,1.000000,,,0.000000,1,0.7737226277372263,0.6423357664233577,0.145985401459854,E 常规,32,1
2026-06-20,27686,0E-10,59333377.1452550512,,-0.013836368044,,89382667.0473,80428848.0563,1223013.6801,916336,45555,-0.01368290,,-0.01368290,-0.01435008,-1223013.6801,89382667.0473,OK,59634.4409,47649.0933,3.9703,96.0297,AG03-B-v1,1175364.5868,77227945.8127,1163379.2392,1115730.1459,-11985.3476,0.01301571,0.01248262,-0.00013409,97.5436,1765.5328,26.8470,1223013.6801,1281.9850,89382667.0473,45555.0000,,97.5436,5.1431,16.6172,51.9286,189.8138,379.6219,1353.1799,12.8578,-2.0771,22.845171,81.43268,5.870049,29,113,26484,16,0E-8,0.01368290,,0.00074146,0.045674,0.899826,0.084817,,2026-06-20,2026-06-20,1,954,29,1,1.000000,,,0.000000,2,0.7664233576642335,0.6861313868613139,0.30656934306569344,E 常规,33,1
2026-05-29,29109,0E-10,71565108.4245383216,,-0.017425535139,,98078210.6406,88224179.2922,1232263.3867,939107,45674,-0.01256409,,-0.01256409,-0.01314754,-1232263.3867,98078210.6406,OK,57223.4437,57719.3977,4.0260,95.9740,AG03-B-v1,1174543.9890,84556955.3020,1175039.9430,1117320.5453,495.9540,0.01198064,0.01139214,0.00000506,104.4377,1931.6061,26.9795,1232263.3867,1293.0361,98078210.6406,45674.0000,,104.4377,5.1891,16.805,51.8914,160.8267,318.9414,1500.0,12.9729,-2.1006,18.979004,89.25937,6.214698,29,108,24700,16,0E-8,0.01256409,,0.00064861,0.048571,0.899529,0.075265,,2026-05-29,2026-05-29,1,953,29,1,1.000000,,,0.000000,3,0.7591240875912408,0.7591240875912408,0.5401459854014599,E 常规,34,1
2026-05-09,45044,0E-10,88525756.3166706220,,-0.014101918293,,98471047.9502,88527935.7573,1209473.6294,1003926,45044,-0.01228253,,-0.01228253,-0.01269980,-1209473.6294,98471047.9502,OK,41088.7936,42069.5168,3.9805,96.0195,AG03-B-v1,1167404.1126,84949102.1148,1168384.8358,1126315.3190,980.7232,0.01186526,0.01143804,0.00000996,98.0860,1965.3658,26.8509,1209473.6294,1289.4175,98471047.9502,45044.0000,,98.0860,4.3254,12.9757,51.8914,160.7028,300.1065,1297.2861,10.8136,-2.3111,23.128338,99.978091,7.559201,29,114,26971,16,0E-8,0.01228253,,0.00046413,0.033131,0.899025,0.064935,,2026-05-09,2026-05-09,1,938,29,1,1.000000,,,0.000000,3,0.7518248175182481,0.7883211678832117,0.5620437956204379,E 常规,35,1
2026-03-26,43691,0E-10,87327067.0999120096,,-0.014520187830,,97129050.7931,87327067.0999,1222754.7911,946076,43691,-0.01258897,,-0.01258897,-0.01305485,-1222754.7911,97129050.7931,OK,45250.6258,45826.1651,4.0205,95.9795,AG03-B-v1,1176928.6261,83756704.4705,1177504.1654,1131678.0003,575.5393,0.01212309,0.01165128,0.00000593,102.6652,1998.7427,27.9864,1222754.7911,1360.1277,97129050.7931,43691.0000,,102.6652,5.2663,15.799,52.6635,176.2425,356.3242,1316.5863,13.1659,-2.2009,22.553538,83.333331,6.498192,30,113,26160,16,0E-8,0.01258897,,0.00051817,0.031956,0.899083,0.083744,,2026-03-26,2026-03-26,1,899,30,1,1.000000,,,0.000000,3,0.7445255474452555,0.7518248175182481,0.5255474452554745,E 常规,36,1
2026-06-06,29319,0E-10,69500874.8734650646,,-0.013716551713,,93426976.2350,84318933.8374,1246567.8150,882372,44413,-0.01334270,,-0.01334270,-0.01401352,-1246567.8150,93426976.2350,OK,62672.6662,43501.8389,4.0058,95.9942,AG03-B-v1,1203065.9761,80896869.4767,1183895.1488,1140393.3098,-19170.8273,0.01267188,0.01220625,-0.00020520,105.8816,1898.5192,28.0676,1246567.8150,1344.7333,93426976.2350,44413.0000,,105.8816,5.1431,16.6172,51.4311,172.6817,359.9646,1726.8175,12.8578,-2.0771,21.662219,103.917723,6.371824,29,118,24913,16,0E-8,0.01334270,,0.00074328,0.045343,0.902512,0.074029,,2026-06-06,2026-06-06,1,927,29,1,1.000000,,,0.000000,3,0.7372262773722628,0.708029197080292,0.40875912408759124,E 常规,37,1
2026-05-01,40604,0E-10,85721500.5145306963,,-0.015288399043,,95049889.2124,85721513.1182,1264930.4142,976691,40605,-0.01330807,,-0.01330807,-0.01378810,-1264930.4142,95049889.2124,OK,45626.6960,54166.0510,4.0127,95.9873,AG03-B-v1,1210764.3631,82259665.2483,1219303.7182,1165137.6671,8539.3551,0.01282804,0.01225817,0.00008984,97.3183,2111.1073,31.1521,1264930.4142,1481.1832,95049889.2124,40605.0000,,97.3183,4.9039,14.2558,51.8914,157.4547,300.0,1297.2861,11.218,-2.3129,21.044036,91.000455,6.826565,29,112,26862,16,0E-8,0.01330807,,0.00053227,0.039557,0.901858,0.065502,,2026-05-01,2026-05-01,1,854,29,1,1.000000,,,0.000000,3,0.7299270072992701,0.7153284671532847,0.45985401459854014,E 常规,38,1
2026-05-31,26664,0E-10,57763669.5695723724,,-0.013773203086,,78078486.6427,70178675.9557,1263385.6773,803914,40497,-0.01618097,,-0.01618097,-0.01666495,-1263385.6773,78078486.6427,OK,37788.6382,56189.8909,4.0019,95.9981,AG03-B-v1,1207195.7865,67334141.0988,1225597.0392,1169407.1483,18401.2527,0.01569699,0.01497733,0.00023568,97.1229,1732.9352,31.1970,1263385.6773,1472.4775,78078486.6427,40497.0000,,97.1229,4.9954,14.4115,51.4311,147.9786,273.0064,1297.2861,10.9851,-2.1006,18.943624,90.017295,6.739256,29,111,21194,16,0E-8,0.01618097,,0.00053846,0.042606,0.898822,0.082975,,2026-05-31,2026-05-31,1,858,29,1,1.000000,,,0.000000,1,0.7226277372262774,0.5036496350364964,0.043795620437956206,E 常规,39,1
2026-06-18,27050,0E-10,70349485.9959271200,,-0.020585209870,,109826351.8405,98903849.6228,1322721.6548,902660,45636,-0.01204375,,-0.01204375,-0.01263361,-1322721.6548,109826351.8405,OK,64781.8090,57563.4456,3.9911,96.0089,AG03-B-v1,1265158.2091,94666206.3106,1257939.8458,1200376.4002,-7218.3633,0.01145390,0.01092977,-0.00006573,121.6697,2167.2331,28.9842,1322721.6548,1390.8745,109826351.8405,45636.0000,,121.6697,5.1431,15.9973,51.4311,200.0,385.733,1661.5524,12.8578,-2.5716,24.11234,103.864363,7.605625,29,118,26969,16,0E-8,0.01204375,,0.00065500,0.047120,0.900548,0.084573,,2026-06-18,2026-06-18,1,951,29,1,1.000000,,,0.000000,5,0.7153284671532847,0.7956204379562044,0.8540145985401459,E 常规,40,1
2026-07-05,24769,0E-10,58294708.5267032758,,-0.016866826585,,88446627.3512,79643291.3794,1321105.5942,821846,41119,-0.01493675,,-0.01493675,-0.01578156,-1321105.5942,88446627.3512,OK,74720.0604,45722.7265,4.0024,95.9976,AG03-B-v1,1275382.8677,76359874.2221,1246385.5337,1200662.8073,-28997.3340,0.01409195,0.01357500,-0.00032785,107.6195,1936.8976,32.1288,1321105.5942,1525.5261,88446627.3512,41119.0000,,107.6195,5.1636,18.0724,57.0936,200.0,387.2667,1770.1066,12.9089,-2.1945,21.428571,97.945053,5.954892,29,114,22367,16,0E-8,0.01493675,,0.00093818,0.047420,0.900467,0.097470,,2026-07-05,2026-07-05,1,866,29,1,1.000000,,,0.000000,2,0.708029197080292,0.6277372262773723,0.25547445255474455,E 常规,41,1
2026-06-26,27336,0E-10,78222520.2525518477,,-0.020107984910,,119552396.7578,107844801.3358,1374914.2370,867446,45336,-0.01150052,,-0.01150052,-0.01235111,-1374914.2370,119552396.7578,OK,101690.6745,62675.1032,4.0152,95.9848,AG03-B-v1,1312239.1338,103444673.8825,1273223.5624,1210548.4592,-39015.5714,0.01064992,0.01012567,-0.00032635,137.8211,2378.7895,30.3272,1374914.2370,1439.7008,119552396.7578,45336.0000,,137.8211,5.1431,17.0416,53.5247,205.7243,431.7044,2098.5688,12.8578,-2.0771,25.332412,123.144015,8.087344,29,116,24584,16,0E-8,0.01150052,,0.00094294,0.054180,0.902071,0.096320,,2026-06-26,2026-06-26,1,955,29,1,1.000000,,,0.000000,5,0.7007299270072993,0.8175182481751825,0.948905109489051,E 常规,42,1
2026-05-11,41980,0E-10,77326145.9876548603,,-0.017357523330,,85494376.7285,77329238.4986,1305385.0242,887514,41981,-0.01526867,,-0.01526867,-0.01569914,-1305385.0242,85494376.7285,OK,36803.2582,56568.0476,3.9920,96.0080,AG03-B-v1,1248816.9766,74157725.7872,1268581.7660,1212013.7184,19764.7894,0.01483819,0.01417653,0.00023118,96.3302,1842.0056,31.0947,1305385.0242,1500.4426,85494376.7285,41981.0000,,96.3302,5.1891,13.654,51.8914,155.6743,300.0,1309.3575,11.1494,-2.1006,21.971538,95.895332,7.055074,29,108,24480,16,0E-8,0.01526867,,0.00047593,0.035716,0.904495,0.065752,,2026-05-11,2026-05-11,1,870,29,1,1.000000,,,0.000000,1,0.6934306569343066,0.5985401459854015,0.19708029197080293,E 常规,43,1
2026-04-30,44448,0E-10,98619822.8640919098,,-0.014739101229,,109123964.5445,98619822.8641,1365807.1646,1043544,44448,-0.01251611,,-0.01251611,-0.01332033,-1365807.1646,109123964.5445,OK,87760.3879,59562.3362,4.0270,95.9730,AG03-B-v1,1306244.8283,94482563.0396,1278046.7767,1218484.4405,-28198.0516,0.01171188,0.01116606,-0.00025840,104.5705,2218.7685,30.7282,1365807.1646,1465.4583,109123964.5445,44448.0000,,104.5705,4.2165,13.088,52.3519,171.0199,331.0749,1367.989,10.8136,-2.1082,25.296106,104.522568,7.989817,29,113,26705,16,0E-8,0.01251611,,0.00088989,0.041131,0.903741,0.073523,,2026-04-30,2026-04-30,1,932,29,1,1.000000,,,0.000000,5,0.6861313868613139,0.7737226277372263,0.8248175182481752,E 常规,44,1
2026-04-11,45104,0E-10,93371555.9186393727,,-0.015267527863,,103883129.2671,93388602.4857,1357480.1945,1072122,45104,-0.01306738,,-0.01306738,-0.01372103,-1357480.1945,103883129.2671,OK,67903.3179,51153.7669,3.9931,96.0069,AG03-B-v1,1306326.4276,89567432.5040,1289576.8766,1238423.1097,-16749.5510,0.01241373,0.01192131,-0.00016123,96.8949,2070.5171,30.0967,1357480.1945,1454.9627,103883129.2671,45104.0000,,96.8949,4.4897,13.088,52.3519,160.0443,295.1176,1308.7977,10.7724,-2.1082,22.548754,99.999999,7.40335,29,110,29659,16,0E-8,0.01306738,,0.00072710,0.034548,0.898978,0.075973,,2026-04-11,2026-04-11,1,933,29,1,1.000000,,,0.000000,4,0.6788321167883211,0.7299270072992701,0.708029197080292,E 常规,45,1
2026-07-14,27511,0E-10,86675457.3797655440,,-0.006032450151,,129844739.3448,116815092.4059,1371626.0968,988862,45688,-0.01056359,-0.01056359,,-0.01115237,-1371626.0968,129844739.3448,OK,76450.6556,53976.2260,3.9826,96.0174,AG03-B-v1,1317649.8708,112079890.8239,1295175.4412,1241199.2151,-22474.4296,0.00997480,0.00955910,-0.00017309,131.3072,2556.8003,30.0216,1371626.0968,1439.2719,129844739.3448,45688.0000,131.3072,,5.1636,18.0724,60.0,204.3903,433.163,1839.6661,12.9089,-2.5818,23.968144,101.793982,7.265605,29,113,30065,16,1.00000000,0.01056359,0.01056359,0.00065446,0.044794,0.899652,0.086495,,2026-07-14,2026-07-14,1,953,29,1,1.000000,,1.000000,3.333333,5,0.6715328467153284,0.8759124087591241,0.9781021897810219,E 常规,46,1
2026-05-26,28495,0E-10,64458771.6366154898,,-0.016441480753,,90169684.2189,81232318.3607,1350689.9257,828900,44821,-0.01497942,,-0.01497942,-0.01560692,-1350689.9257,90169684.2189,OK,56581.4137,52799.8563,4.0239,95.9761,AG03-B-v1,1297890.0694,77888725.5610,1294108.5120,1241308.6558,-3781.5574,0.01435192,0.01376636,-0.00004194,108.7823,1812.3718,30.1352,1350689.9257,1429.3015,90169684.2189,44821.0000,,108.7823,5.1891,14.7043,51.8914,172.2653,344.5306,1500.0,12.6037,-2.1006,23.43054,102.010712,7.397976,29,109,23700,16,0E-8,0.01497942,,0.00069654,0.045081,0.900883,0.070837,,2026-05-26,2026-05-26,1,945,29,1,1.000000,,,0.000000,2,0.6642335766423357,0.6204379562043796,0.3284671532846715,E 常规,47,1
2026-04-27,39985,0E-10,78471356.7537098157,,-0.018986710500,,87295072.6432,78486015.2884,1411974.9750,825644,39985,-0.01617474,,-0.01617474,-0.01712122,-1411974.9750,87295072.6432,OK,82623.4542,68449.3358,4.0160,95.9840,AG03-B-v1,1343525.6392,75153951.5374,1329351.5208,1260902.1850,-14174.1184,0.01522825,0.01444414,-0.00016237,105.7297,1962.8865,35.3126,1411974.9750,1665.0648,87295072.6432,39985.0000,,105.7297,4.309,14.7577,52.3519,183.2317,351.7721,1319.1451,12.6494,-2.1082,23.836578,89.38716,7.164394,29,120,22856,16,0E-8,0.01617474,,0.00105272,0.036165,0.899089,0.065951,,2026-04-27,2026-04-27,1,848,29,1,1.000000,,,0.000000,2,0.656934306569343,0.5109489051094891,0.23357664233576642,E 常规,48,1
2026-04-24,44645,0E-10,80002912.3897176986,,-0.017791073812,,88468285.5372,80007325.9175,1373488.7029,1037283,44645,-0.01552521,,-0.01552521,-0.01604420,-1373488.7029,88468285.5372,OK,45913.7235,56363.0353,3.9861,96.0139,AG03-B-v1,1317125.6676,76792986.6772,1327574.9794,1271211.9441,10449.3118,0.01500622,0.01436913,0.00011811,85.2885,1792.0781,30.7647,1373488.7029,1480.0525,88468285.5372,44645.0000,,85.2885,5.2352,16.8659,52.3519,168.659,282.877,1054.1184,13.088,-2.6176,16.772129,62.500001,5.056861,29,115,31605,16,0E-8,0.01552521,,0.00057387,0.032824,0.904362,0.064761,,2026-04-24,2026-04-24,1,928,29,1,1.000000,,,0.000000,2,0.6496350364963503,0.5620437956204379,0.26277372262773724,E 常规,49,1
2026-05-17,40782,0E-10,61462539.9885535983,,-0.022873300279,,68136143.3793,61462539.9886,1366088.5229,771906,40782,-0.02004940,,-0.02004940,-0.02063297,-1366088.5229,68136143.3793,OK,39762.6101,52864.1671,3.9931,96.0069,AG03-B-v1,1313224.3559,58958730.7360,1326325.9128,1273461.7457,13101.5569,0.01946582,0.01868996,0.00019228,88.2700,1507.0997,33.4973,1366088.5229,1592.1778,68136143.3793,40782.0000,,88.2700,5.1891,15.5672,51.8914,150.5718,272.5057,1082.313,12.6037,-2.1006,17.505102,69.525156,5.67025,29,105,22115,16,0E-8,0.02004940,,0.00064694,0.035258,0.902055,0.068252,,2026-05-17,2026-05-17,1,858,29,1,1.000000,,,0.000000,1,0.6423357664233577,0.29927007299270075,0.0,E 常规,50,1
2026-07-21,27655,0E-10,70799124.2111456368,,-0.016077918588,,108517240.9194,97833291.7840,1432428.4983,933056,45386,-0.01320001,-0.01320001,,-0.01394543,-1432428.4983,108517240.9194,OK,80890.6578,65298.1067,4.0059,95.9941,AG03-B-v1,1367130.3916,93778693.7322,1351537.8404,1286239.7337,-15592.5511,0.01245459,0.01185286,-0.00014369,116.3030,2155.5830,31.5610,1432428.4983,1490.5604,108517240.9194,45386.0000,116.3030,,5.1636,16.204,61.3171,204.3903,408.7806,1732.6519,12.9089,-2.0439,25.227126,106.92735,7.177423,29,118,26280,16,1.00000000,0.01320001,0.01320001,0.00082682,0.042023,0.901546,0.073076,,2026-07-21,2026-07-21,1,961,29,1,1.000000,,1.000000,3.333333,4,0.635036496350365,0.7226277372262774,0.7956204379562044,E 常规,51,1
2026-03-23,40993,0E-10,74885771.5170395047,,-0.019953412781,,82930650.7054,74885805.4618,1423793.0440,849227,40993,-0.01716848,,-0.01716848,-0.01801793,-1423793.0440,82930650.7054,OK,70445.6024,59576.4278,4.0129,95.9871,AG03-B-v1,1364216.6161,71745378.0695,1353347.4416,1293771.0137,-10869.1745,0.01631903,0.01560064,-0.00013106,97.6543,1826.7950,34.7326,1423793.0440,1690.9656,82930650.7054,40993.0000,,97.6543,4.9151,15.0026,52.6635,184.3221,352.485,1316.5863,13.1659,-2.2009,23.494865,87.756971,6.509139,29,112,24375,16,0E-8,0.01716848,,0.00094071,0.034190,0.902993,0.074500,,2026-03-23,2026-03-23,1,842,29,1,1.000000,,,0.000000,1,0.6277372262773723,0.4744525547445255,0.1386861313868613,E 常规,52,1
2026-05-13,44787,0E-10,93067594.5851852098,,-0.015837888170,,103105567.3899,93067594.5852,1412990.4760,932672,44787,-0.01370431,,-0.01370431,-0.01429597,-1412990.4760,103105567.3899,OK,61003.6793,51768.8672,3.9891,96.0109,AG03-B-v1,1361221.6088,89279566.4605,1351986.7967,1300217.9295,-9234.8121,0.01311265,0.01261055,-0.00008957,110.5486,2078.0047,31.5491,1412990.4760,1507.9941,103105567.3899,44787.0000,,110.5486,5.1891,16.805,52.4188,200.0,350.0103,1429.6288,12.9729,-2.1006,20.827798,85.071843,6.578331,29,112,25794,16,0E-8,0.01370431,,0.00065548,0.036490,0.902644,0.071941,,2026-05-13,2026-05-13,1,937,29,1,1.000000,,,0.000000,4,0.6204379562043796,0.6788321167883211,0.6642335766423357,E 常规,53,1
2026-04-17,45552,0E-10,78714018.7712970078,,-0.018333559581,,86784422.2623,78714068.7888,1401461.0763,977100,45552,-0.01614876,,-0.01614876,-0.01662846,-1401461.0763,86784422.2623,OK,41629.9208,58055.0414,4.0198,95.9802,AG03-B-v1,1343406.0349,75490472.6994,1359831.1555,1301776.1141,16425.1207,0.01566907,0.01500011,0.00018926,88.8184,1728.0047,30.7662,1401461.0763,1489.3316,86784422.2623,45552.0000,,88.8184,4.3083,13.088,51.0789,157.0557,263.7895,1087.1837,10.5412,-2.1082,20.155097,83.067359,6.786256,29,108,25374,16,0E-8,0.01614876,,0.00052888,0.032713,0.907007,0.066404,,2026-04-17,2026-04-17,1,941,29,1,1.000000,,,0.000000,2,0.6131386861313869,0.5182481751824818,0.21897810218978103,E 常规,54,1
2026-06-14,27627,0E-10,58136761.2868490192,,-0.023143787077,,78693853.2634,70838007.4865,1418005.8684,798251,41576,-0.01801927,,-0.01801927,-0.01872388,-1418005.8684,78693853.2634,OK,55448.2391,53349.7185,3.9767,96.0233,AG03-B-v1,1364656.1500,67971827.4744,1362557.6293,1309207.9109,-2098.5206,0.01731466,0.01663672,-0.00002667,98.5828,1703.8197,34.1064,1418005.8684,1637.4202,78693853.2634,41576.0000,,98.5828,5.1431,16.6172,51.4311,172.6817,323.7898,1306.6473,12.8578,-2.153,19.485264,78.632406,5.932592,29,104,22433,16,0E-8,0.01801927,,0.00078275,0.040267,0.900172,0.081835,,2026-06-14,2026-06-14,1,866,29,1,1.000000,,,0.000000,1,0.6058394160583942,0.43795620437956206,0.051094890510948905,E 常规,55,1
2026-04-23,44678,0E-10,78474347.5187854247,,-0.019126877720,,86824930.6597,78597191.2745,1456865.4966,859200,44678,-0.01677935,,-0.01677935,-0.01737866,-1456865.4966,86824930.6597,OK,52035.0668,61396.9498,3.9993,96.0007,AG03-B-v1,1395468.5468,75418961.6257,1404830.4298,1343433.4799,9361.8830,0.01618004,0.01547290,0.00010782,101.0532,1759.1922,32.6081,1456865.4966,1558.1449,86824930.6597,44678.0000,,101.0532,5.2352,15.6802,52.3519,189.7413,369.2153,1319.1451,13.088,-2.6176,23.54655,84.127925,6.444627,29,116,24174,16,0E-8,0.01677935,,0.00066205,0.037784,0.905238,0.077589,,2026-04-23,2026-04-23,1,935,29,1,1.000000,,,0.000000,2,0.5985401459854015,0.48905109489051096,0.22627737226277372,E 常规,56,1
2026-07-17,27330,0E-10,61324343.7260452934,,-0.020652149799,,92861036.1436,83995477.8644,1485475.9196,932007,45866,-0.01599676,-0.01599676,,-0.01658335,-1485475.9196,92861036.1436,OK,54471.0497,54529.6331,3.9732,96.0268,AG03-B-v1,1430946.2865,80616151.6108,1431004.8699,1376475.2368,58.5833,0.01541018,0.01482296,6.3E-7,99.6356,1831.3234,32.3873,1485475.9196,1539.3533,92861036.1436,45866.0000,99.6356,,4.0878,14.296,51.6356,174.5879,332.7233,1314.1143,11.7925,-2.0439,23.273881,91.921836,6.969473,29,109,24484,16,1.00000000,0.01599676,0.01599676,0.00064850,0.039908,0.904529,0.079551,,2026-07-17,2026-07-17,1,965,29,1,1.000000,,1.000000,3.333333,2,0.5912408759124088,0.5401459854014599,0.36496350364963503,E 常规,57,1
2026-04-04,44832,0E-10,85675640.9803233279,,-0.018749907079,,95321802.6775,85949960.3551,1494110.7575,978379,44832,-0.01567439,,-0.01567439,-0.01615975,-1494110.7575,95321802.6775,OK,46266.0727,61471.6680,3.9852,96.0148,AG03-B-v1,1432639.0895,82506102.9827,1447844.6848,1386373.0167,15205.5953,0.01518902,0.01454413,0.00015952,97.4283,1917.1565,33.3269,1494110.7575,1606.5707,95321802.6775,44832.0000,,97.4283,5.2352,14.7577,52.3519,162.6418,300.0,1308.7977,13.088,-2.6176,20.328429,88.686005,6.601881,29,116,27326,16,0E-8,0.01567439,,0.00053829,0.035661,0.901682,0.071323,,2026-04-04,2026-04-04,1,930,29,1,1.000000,,,0.000000,3,0.583941605839416,0.5474452554744526,0.4744525547445255,E 常规,58,1
2026-06-15,27037,0E-10,70087201.0815123863,,-0.016252029141,,100201012.3191,90099355.9450,1511242.0994,856107,42694,-0.01508210,,-0.01508210,-0.01551758,-1511242.0994,100201012.3191,OK,43634.8400,54299.4640,3.9984,96.0016,AG03-B-v1,1456942.6354,86453476.6261,1467607.2594,1413307.7954,10664.6240,0.01464663,0.01410473,0.00010643,117.0426,2110.3517,35.3971,1511242.0994,1709.5499,100201012.3191,42694.0000,,117.0426,5.1431,17.0416,52.9938,189.8109,385.8302,1704.1582,12.8578,-2.0771,22.640517,100.0,6.868061,29,109,25538,16,0E-8,0.01508210,,0.00048430,0.041627,0.899186,0.087880,,2026-06-15,2026-06-15,1,884,29,1,1.000000,,,0.000000,4,0.5766423357664233,0.6058394160583942,0.6204379562043796,E 常规,59,1
2026-05-07,44359,0E-10,89525511.0118334584,,-0.017551287704,,99184291.3026,89553392.1298,1525241.4646,973566,44362,-0.01537785,,-0.01537785,-0.01582641,-1525241.4646,99184291.3026,OK,44489.7926,63540.5077,3.9888,96.0112,AG03-B-v1,1461700.9569,85820331.6172,1480751.6720,1417211.1643,19050.7151,0.01492930,0.01428867,0.00019207,101.8773,2018.6960,34.3817,1525241.4646,1647.1290,99184291.3026,44362.0000,,101.8773,5.1891,14.7043,51.8914,174.581,342.3165,1508.1089,11.7877,-2.1006,23.279967,102.562174,6.928385,29,109,25707,16,0E-8,0.01537785,,0.00049680,0.037291,0.902899,0.068332,,2026-05-07,2026-05-07,1,926,29,1,1.000000,,,0.000000,3,0.5693430656934306,0.583941605839416,0.583941605839416,E 常规,60,1
2026-06-29,25605,0E-10,61538594.5007997335,,-0.016997181884,,89495830.0832,81043288.5357,1545239.0440,798253,42245,-0.01726605,,-0.01726605,-0.01786788,-1545239.0440,89495830.0832,OK,53861.6128,64471.4890,4.0390,95.9610,AG03-B-v1,1480767.5550,77692211.5236,1491377.4312,1426905.9422,10609.8762,0.01666421,0.01594383,0.00011855,112.1146,1918.4114,36.5780,1545239.0440,1751.9717,89495830.0832,42245.0000,,112.1146,5.1431,17.7738,59.9934,200.0,373.0923,1543.4683,12.8578,-2.5716,20.991088,86.839316,6.307844,29,120,23020,16,0E-8,0.01726605,,0.00066460,0.056731,0.905554,0.099525,,2026-06-29,2026-06-29,1,882,29,1,1.000000,,,0.000000,2,0.5620437956204379,0.45985401459854014,0.31386861313868614,E 常规,61,1
2026-07-06,25583,0E-10,72117792.9415884987,,-0.019913246654,,109365979.3544,98539780.2170,1624913.7770,867505,42376,-0.01485758,,-0.01485758,-0.01595848,-1624913.7770,109365979.3544,OK,120401.4336,67415.2844,4.0372,95.9628,AG03-B-v1,1557498.4926,94379190.9667,1504512.3433,1437097.0589,-52986.1492,0.01375668,0.01314026,-0.00048448,126.0696,2325.3677,38.3451,1624913.7770,1848.5936,109365979.3544,42376.0000,,126.0696,5.1636,18.0724,61.3171,204.3903,415.6418,1925.8628,12.9089,-2.0439,22.998649,106.563489,6.975789,29,119,24290,16,0E-8,0.01485758,,0.00122186,0.055415,0.901009,0.093217,,2026-07-06,2026-07-06,1,879,29,1,1.000000,,,0.000000,5,0.5547445255474452,0.635036496350365,0.8321167883211679,E 常规,62,1
2026-05-22,28861,0E-10,69822679.8012561300,,-0.015869512131,,93997539.8927,84715204.1579,1544154.1242,809659,45271,-0.01642760,,-0.01642760,-0.01678567,-1544154.1242,93997539.8927,OK,33658.0019,60311.0831,4.0058,95.9942,AG03-B-v1,1483843.0411,81294689.2311,1510496.1223,1450185.0392,26653.0811,0.01606953,0.01542790,0.00028355,116.0952,1871.2908,34.1091,1544154.1242,1628.8546,93997539.8927,45271.0000,,116.0952,5.1891,15.5674,51.8914,199.0044,400.0038,1441.2969,12.6037,-2.1006,25.694913,92.584104,7.45757,29,107,23116,16,0E-8,0.01642760,,0.00039731,0.038592,0.901249,0.079724,,2026-05-22,2026-05-22,1,948,29,1,1.000000,,,0.000000,3,0.5474452554744526,0.49635036496350365,0.44525547445255476,E 常规,63,1
2026-04-28,45107,0E-10,90658511.7264758016,,-0.018781979353,,100722286.4021,90658722.5502,1617301.7433,965409,45107,-0.01605704,,-0.01605704,-0.01690745,-1617301.7433,100722286.4021,OK,85655.3758,69639.6207,4.0228,95.9772,AG03-B-v1,1547662.1226,86965658.0501,1531646.3675,1462006.7468,-16015.7551,0.01520663,0.01451523,-0.00015901,104.3312,2009.8593,35.8548,1617301.7433,1707.8160,100722286.4021,45107.0000,,104.3312,5.0,14.7577,52.3519,183.2317,344.8276,1308.7977,12.6494,-2.1082,23.366009,88.686005,7.069632,29,115,25525,16,0E-8,0.01605704,,0.00094481,0.040566,0.900086,0.066754,,2026-04-28,2026-04-28,1,947,29,1,1.000000,,,0.000000,4,0.5401459854014599,0.5328467153284672,0.635036496350365,E 常规,64,1
