bet_date,n_rounds,vb_tail,vb_norm,roi_tail,roi_norm,roi_diff,stake,valid_bet,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2026-05-08,45105,0E-10,99098450.0769491589,,-0.010273894876,,109905126.1481,99100888.9748,951900.0492,1002720,45105,-0.00866111,,-0.00866111,-0.00928305,-951900.0492,109905126.1481,OK,68354.5585,38878.7170,3.9857,96.0143,AG03-B-v1,913021.3322,95009988.8119,883545.4906,844666.7736,-29475.8415,0.00803917,0.00768542,-0.00026819,109.6070,2197.1154,21.1041,951900.0492,1008.3687,109905126.1481,45105.0000,,109.6070,5.1891,15.5674,51.8914,176.3781,357.6545,1519.5717,12.9729,-2.5946,22.974535,97.612215,7.040788,29,111,27205,16,0E-8,0.00866111,,0.00068975,0.035568,0.901695,0.068677,,2026-05-08,2026-05-08,1,944,29,1,1.000000,,,0.000000,5,0.8905109489051095,0.9343065693430657,0.8613138686131386,E 常规,16,1
2026-04-26,40348,0E-10,73663675.7940924204,,-0.013724475637,,81422486.2106,73689877.9248,961064.3714,766315,40348,-0.01180343,,-0.01180343,-0.01273782,-961064.3714,81422486.2106,OK,76080.7311,38012.2171,4.0153,95.9847,AG03-B-v1,923052.1544,70640628.2669,884983.6403,846971.4232,-38068.5140,0.01086903,0.01040218,-0.00046754,106.2520,1826.3576,23.8194,961064.3714,1130.6640,81422486.2106,40348.0000,,106.2520,5.2352,15.7056,52.3519,189.038,344.8276,1321.9915,13.088,-2.1082,21.955746,84.173398,6.765241,29,110,21351,16,0E-8,0.01180343,,0.00103244,0.040539,0.905031,0.068912,,2026-04-26,2026-04-26,1,850,29,1,1.000000,,,0.000000,1,0.8832116788321168,0.8102189781021898,0.0948905109489051,E 常规,17,1
2026-05-23,28328,0E-10,61516624.7462668052,,-0.018287950937,,88499065.3250,79954354.2034,938394.3573,810702,45164,-0.01060344,,-0.01060344,-0.01104959,-938394.3573,88499065.3250,OK,39483.8105,41376.1889,3.9903,96.0097,AG03-B-v1,897018.1684,76593375.8891,898910.5468,857534.3579,1892.3784,0.01015729,0.00968976,0.00002138,109.1635,1770.3116,20.7775,938394.3573,985.7084,88499065.3250,45164.0000,,109.1635,5.1891,15.3349,51.8914,173.1143,349.162,1722.6528,12.9729,-2.1006,22.769179,112.335789,7.118653,29,111,23867,16,0E-8,0.01060344,,0.00049383,0.033739,0.903449,0.071804,,2026-05-23,2026-05-23,1,952,29,1,1.000000,,,0.000000,2,0.8759124087591241,0.8686131386861314,0.27007299270072993,E 常规,18,1
2026-04-18,45462,0E-10,90166483.8987788209,,-0.011262078544,,99699442.6298,90176483.1135,974856.9299,969702,45462,-0.00977796,,-0.00977796,-0.01020676,-974856.9299,99699442.6298,OK,42751.5221,39616.5833,3.9988,96.0012,AG03-B-v1,935240.3467,86543085.8151,932105.4079,892488.8246,-3134.9388,0.00934915,0.00895179,-0.00003144,102.8145,1983.5573,21.4433,974856.9299,1037.0818,99699442.6298,45462.0000,,102.8145,4.309,13.088,52.3519,170.1437,289.0433,1308.7977,10.7257,-2.1082,22.084645,99.999999,7.855646,29,108,25512,16,0E-8,0.00977796,,0.00047409,0.034874,0.904483,0.065243,,2026-04-18,2026-04-18,1,940,29,1,1.000000,,,0.000000,3,0.8686131386861314,0.8978102189781022,0.6058394160583942,E 常规,19,1
2026-05-05,44889,0E-10,97173325.7547821138,,-0.010871783340,,107708702.2041,97180331.0996,1010324.6340,1064905,44889,-0.00938016,,-0.00938016,-0.00974394,-1010324.6340,107708702.2041,OK,39182.2296,41428.5962,4.0089,95.9911,AG03-B-v1,968896.0378,93179985.8624,971142.4044,929713.8082,2246.3666,0.00901638,0.00863174,0.00002086,101.1440,2164.9030,22.5072,1010324.6340,1078.2547,107708702.2041,44889.0000,,101.1440,4.9981,12.9857,51.8914,168.6607,323.1592,1297.2861,11.1494,-2.1006,24.885815,99.901282,7.788884,29,115,30359,16,0E-8,0.00938016,,0.00040319,0.033283,0.902251,0.067702,,2026-05-05,2026-05-05,1,937,29,1,1.000000,,,0.000000,4,0.8613138686131386,0.9051094890510949,0.7737226277372263,E 常规,20,1
2026-05-03,39083,0E-10,74632799.7598668183,,-0.014513543818,,82414823.2966,74632799.7599,1035410.2887,823420,39083,-0.01256340,,-0.01256340,-0.01314310,-1035410.2887,82414823.2966,OK,47776.1209,44059.5055,4.0212,95.9788,AG03-B-v1,991350.7831,71558625.4897,987634.1677,943574.6622,-3716.6154,0.01198370,0.01144909,-0.00004510,100.0884,1909.5975,26.4926,1035410.2887,1258.0927,82414823.2966,39083.0000,,100.0884,4.4664,14.7043,51.8914,194.6708,389.1858,1297.2861,12.088,-2.1006,26.467415,88.224722,6.806729,29,109,21923,16,0E-8,0.01256340,,0.00064015,0.042908,0.905575,0.065488,,2026-05-03,2026-05-03,1,823,29,1,1.000000,,,0.000000,1,0.8540145985401459,0.7664233576642335,0.12408759124087591,E 常规,21,1
2026-07-13,25790,0E-10,74633875.9317173444,,-0.011925738011,,109702690.9776,99220490.7464,1085822.5734,821606,42550,-0.00989787,-0.00989787,,-0.01061101,-1085822.5734,109702690.9776,OK,78233.3222,44247.0911,3.9822,96.0178,AG03-B-v1,1041575.4823,95153795.7609,1007589.2512,963342.1601,-33986.2311,0.00918473,0.00878139,-0.00030980,133.5223,2331.8564,25.5187,1085822.5734,1215.9267,109702690.9776,42550.0000,133.5223,,5.1636,16.6362,57.2293,200.0,429.4222,1783.2118,12.9089,-2.5818,25.81257,107.188858,8.026023,29,111,23279,16,1.00000000,0.00989787,0.00989787,0.00078848,0.041692,0.904449,0.081683,,2026-07-13,2026-07-13,1,893,29,1,1.000000,,1.000000,3.333333,5,0.8467153284671532,0.8905109489051095,0.8394160583941606,E 常规,22,1
2026-07-27,25124,0E-10,58349184.1639272900,,-0.019609364700,,88742959.3554,79185409.3231,1067250.6513,816375,42326,-0.01202631,-0.01202631,,-0.01271499,-1067250.6513,88742959.3554,OK,61115.2754,40862.5194,4.0204,95.9796,AG03-B-v1,1026388.1318,75978197.6552,1006135.3758,965272.8564,-20252.7560,0.01133764,0.01087718,-0.00022822,108.7037,1870.8456,25.2150,1067250.6513,1200.5069,88742959.3554,42326.0000,108.7037,,5.0,14.3073,51.6356,173.2652,346.5352,1663.6167,11.6257,-2.0439,24.220829,116.277299,7.597765,29,116,22355,16,1.00000000,0.01202631,0.01202631,0.00077180,0.044901,0.892301,0.074122,,2026-07-27,2026-07-27,1,889,29,1,1.000000,,1.000000,3.333333,2,0.8394160583941606,0.8029197080291971,0.2773722627737226,E 常规,23,1
2026-08-04,23747,0E-10,51808769.7598162621,,-0.014696351290,,78929203.5337,70732663.5126,1065450.2874,755002,39711,-0.01349881,-0.01349881,,-0.01401770,-1065450.2874,78929203.5337,OK,40955.9752,45434.5966,3.9639,96.0361,AG03-B-v1,1020015.6908,67886805.6081,1024494.3122,979059.7156,4478.6213,0.01297991,0.01240428,0.00005674,104.5417,1781.1857,26.8301,1065450.2874,1228.8931,78929203.5337,39711.0000,104.5417,,4.0407,14.1382,51.3703,179.7961,385.7648,1541.0942,12.1222,-2.0204,27.28528,109.002147,7.394273,29,113,20969,16,1.00000000,0.01349881,0.01349881,0.00057902,0.044014,0.896153,0.087089,,2026-08-04,2026-08-04,1,867,29,1,1.000000,,1.000000,3.333333,1,0.8321167883211679,0.6934306569343066,0.058394160583941604,E 常规,24,1
2026-08-02,25086,0E-10,51781904.9612251045,,-0.019082261842,,79765522.5585,71182105.5760,1068117.4205,819983,41222,-0.01339072,-0.01339072,,-0.01387641,-1068117.4205,79765522.5585,OK,38741.5947,38094.6982,3.9943,96.0057,AG03-B-v1,1030022.7223,68324450.4046,1029375.8258,991281.1276,-646.8965,0.01290502,0.01242744,-0.00000811,97.2770,1726.7989,25.9113,1068117.4205,1227.7212,79765522.5585,41222.0000,97.2770,,4.0407,12.8426,51.3703,155.6768,300.0,1541.1091,10.2741,-2.0204,23.359799,120.000001,7.574574,29,118,21385,16,1.00000000,0.01339072,0.01339072,0.00054426,0.047149,0.892392,0.082840,,2026-08-02,2026-08-02,1,870,29,1,1.000000,,1.000000,3.333333,1,0.8248175182481752,0.7007299270072993,0.072992700729927,E 常规,25,1
2026-05-20,45348,0E-10,89116432.6930382000,,-0.012816594267,,98829441.1685,89122659.6662,1091202.6930,882083,45348,-0.01104127,,-0.01104127,-0.01149397,-1091202.6930,98829441.1685,OK,44739.4942,53505.8487,3.9976,96.0024,AG03-B-v1,1037696.8442,85439769.1239,1046463.1988,992957.3500,8766.3545,0.01058858,0.01004718,0.00008870,112.0410,1965.3052,24.0629,1091202.6930,1148.6344,98829441.1685,45348.0000,,112.0410,5.1891,15.5674,52.1779,200.0,400.4894,1401.3297,12.9729,-2.1006,25.726102,90.016747,7.197139,29,105,24132,16,0E-8,0.01104127,,0.00050200,0.035220,0.901782,0.070977,,2026-05-20,2026-05-20,1,950,29,1,1.000000,,,0.000000,3,0.8175182481751825,0.8248175182481752,0.5693430656934306,E 常规,26,1
2026-04-07,45300,0E-10,90574042.5441066755,,-0.012715686851,,100649529.3004,90583177.5560,1105458.6913,1015807,45301,-0.01098325,,-0.01098325,-0.01140053,-1105458.6913,100649529.3004,OK,41999.0194,42228.4511,4.0164,95.9836,AG03-B-v1,1063230.2403,86930594.5348,1063459.6719,1021231.2208,229.4316,0.01056597,0.01014641,0.00000228,99.0833,1999.5845,24.4025,1105458.6913,1184.8432,100649529.3004,45301.0000,,99.0833,5.2352,14.7577,52.3519,170.1377,317.5286,1307.6154,12.6494,-2.6107,21.516191,88.605886,6.714027,29,114,30185,16,0E-8,0.01098325,,0.00046365,0.036608,0.899986,0.075675,,2026-04-07,2026-04-07,1,933,29,1,1.000000,,,0.000000,4,0.8102189781021898,0.8321167883211679,0.6277372262773723,E 常规,27,1
2026-06-21,24613,0E-10,53686733.7242983998,,-0.018502229223,,82054141.3674,72498011.3472,1134290.3253,771127,41216,-0.01382368,,-0.01382368,-0.01444171,-1134290.3253,82054141.3674,OK,50711.6611,42823.9742,3.9805,96.0195,AG03-B-v1,1091466.3511,69598419.9390,1083578.6642,1040754.6900,-7887.6869,0.01320565,0.01268376,-0.00009613,106.4081,1758.9774,27.5206,1134290.3253,1328.2088,82054141.3674,41216.0000,,106.4081,5.1431,17.0416,57.0077,200.0,353.9825,1518.166,12.8578,-2.5716,20.771695,89.085978,6.244026,29,114,22414,16,0E-8,0.01382368,,0.00069949,0.047882,0.883539,0.093234,,2026-06-21,2026-06-21,1,854,29,1,1.000000,,,0.000000,1,0.8029197080291971,0.6715328467153284,0.11678832116788321,E 常规,28,1
2026-07-11,27137,0E-10,70407464.6768992598,,-0.010616426529,,107547676.5619,97195787.4783,1143513.5801,968400,45418,-0.01063262,-0.01063262,,-0.01107934,-1143513.5801,107547676.5619,OK,48043.8599,46292.9969,3.9578,96.0422,AG03-B-v1,1097220.5832,93352015.9043,1095469.7202,1049176.7233,-1750.8630,0.01018590,0.00975546,-0.00001628,111.0571,2140.0279,25.1775,1143513.5801,1206.2380,107547676.5619,45418.0000,111.0571,,5.1636,18.0724,60.0,200.0,379.8982,1663.6167,12.9089,-2.0439,21.020852,92.052664,6.145105,29,118,27173,16,1.00000000,0.01063262,0.01063262,0.00049430,0.041644,0.903746,0.084264,,2026-07-11,2026-07-11,1,948,29,1,1.000000,,1.000000,3.333333,4,0.7956204379562044,0.8613138686131386,0.7664233576642335,E 常规,29,1
2026-07-10,27266,0E-10,73719806.0740967320,,-0.015377131098,,111016039.9661,100398765.3945,1211888.2429,1026360,45467,-0.01091633,-0.01091633,,-0.01155396,-1211888.2429,111016039.9661,OK,70786.7250,52521.6332,3.9845,96.0155,AG03-B-v1,1159366.6097,96332645.3626,1141101.5179,1088579.8847,-18265.0919,0.01027871,0.00980561,-0.00016453,108.1648,2208.1678,26.6542,1211888.2429,1267.6655,111016039.9661,45467.0000,108.1648,,5.0,16.3512,56.7935,200.0,387.2667,1547.1636,12.9089,-2.0439,23.68426,94.620653,6.615089,29,113,27604,16,1.00000000,0.01091633,0.01091633,0.00070506,0.044849,0.904363,0.072686,,2026-07-10,2026-07-10,1,956,29,1,1.000000,,1.000000,3.333333,5,0.7883211678832117,0.8467153284671532,0.8759124087591241,E 常规,30,1
2026-06-03,29539,0E-10,68704496.7067541985,,-0.016800144589,,93011689.0909,83712589.1614,1196039.7550,897161,45188,-0.01285903,,-0.01285903,-0.01344169,-1196039.7550,93011689.0909,OK,54194.5760,50623.2824,4.0139,95.9861,AG03-B-v1,1145416.4726,80257719.8990,1141845.1790,1091221.8967,-3571.2936,0.01227636,0.01173209,-0.00003840,103.6734,1852.5403,26.4681,1196039.7550,1281.9290,93011689.0909,45188.0000,,103.6734,5.1431,16.0977,51.4311,170.4158,379.6219,1661.7162,12.8578,-2.0771,23.582337,103.226797,6.44025,29,121,23920,16,0E-8,0.01285903,,0.00064739,0.044846,0.900022,0.071560,,2026-06-03,2026-06-03,1,933,29,1,1.000000,,,0.000000,2,0.781021897810219,0.7372262773722628,0.3722627737226277,E 常规,31,1
