bet_ip,m_a,m_b,n_same_round,n_opposite_round,opposite_rate,hedge_coverage,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hedge,roi_non_hedge,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hedge,avg_stake_non_hedge,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hedge,hold_rate,hold_rate_hedge,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hedge,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hedge,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
42.114.170.19,153814845,153815448,179,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1190,1
42.114.170.19,153814845,153815729,53,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1191,1
42.114.170.19,153815448,153815729,327,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1192,1
42.114.170.19,153817101,153817485,30,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1193,1
42.114.170.19,153817485,153817819,242,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1194,1
42.114.170.19,153817819,153820279,134,134,1.0000000,1.0000000,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1195,1
42.114.170.19,153819173,153819249,393,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1196,1
42.114.170.19,153823132,153823192,398,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1197,1
42.114.170.19,153824787,153824845,432,0,0E-7,,27750.2376,25068.7078,338.2734,10804,5966,-0.01218993,-0.00977317,-0.29670330,-0.01218993,-338.2734,27750.2376,OK,0.0000,10.1482,3.0000,97.0000,AG03-B-v1,328.1252,24316.6465,338.2734,328.1252,10.1482,0.01218993,0.01182423,0.00036570,2.5685,4.2019,0.0567,169.1367,1.4213,13875.1188,2983.0000,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,2.5685,0.0,1.0,1.0,1.0,17,64,1,2,0.99157719,0.01218993,0.00977317,0E-8,0.000000,0.903369,0.000000,0.28693012,2026-08-03,2026-08-04,2,238,34,2,1.000000,1.000000,1.000000,3.333333,4,0.3810754912099276,0.44777662874870733,0.6173733195449845,E 常规,1198,1
117.7.145.89,149280754,151361138,1161,1161,1.0000000,0.9707149,36562.3473,32476.1488,342.5309,2388,1227,-0.00936841,-0.00936841,,-0.00936841,-342.5309,36562.3473,OK,0.0000,13.7012,4.0000,96.0000,AG03-B-v1,328.8297,31177.1029,342.5309,328.8297,13.7012,0.00936841,0.00899367,0.00037474,15.3109,26.4679,0.2792,342.5309,6.8506,36562.3473,1227.0000,15.3109,,15.4293,15.4293,15.4293,15.4293,15.4293,15.4293,15.4293,0.0,1.0,1.0,0.992323,18,28,1,2,1.00000000,0.00936841,0.00936841,0E-8,0.000000,0.888240,0.906198,,2026-06-12,2026-06-12,1,50,18,1,1.000000,,,0.000000,4,0.38055842812823165,0.6059979317476732,0.672182006204757,E 常规,1199,1
21.250.17.212,122846385,136033783,41,1,0.0243902,1.0000000,9985.1264,9050.5837,342.6782,487,443,-0.03431887,-0.03431887,,-0.03431887,-342.6782,9985.1264,OK,0.0000,13.7071,4.0000,96.0000,AG03-B-v1,328.9711,8688.5604,342.6782,328.9711,13.7071,0.03431887,0.03294611,0.00137275,20.5033,20.4302,0.7735,26.3599,1.6798,768.0866,34.0769,20.5033,,5.2663,13.1659,26.3317,52.3519,52.6635,131.6586,13.088,0.0,4.0,9.999999,1.557311,25,86,1,3,1.00000000,0.03431887,0.03431887,0E-8,0.000000,0.906407,0.000000,,2026-03-22,2026-04-03,13,204,120,13,1.000000,,,0.000000,2,0.3800413650465357,0.1266804550155119,0.390899689762151,E 常规,1200,1
118.175.134.68,78791553,78795288,64,4,0.0625000,1.0000000,2861.0440,2554.3535,372.8726,159,77,-0.13032746,-0.12636990,-0.54100000,-0.13836270,-372.8726,2861.0440,OK,22.9892,18.6436,5.0000,95.0000,AG03-B-v1,354.2290,2426.6359,349.8834,331.2398,-4.3456,0.12229222,0.11577584,-0.00151887,17.9940,33.1734,4.8425,74.5745,10.0776,572.2088,15.4000,18.1650,9.1027,6.3019,8.4025,10.5031,42.0124,52.5155,219.7253,6.3019,5.9868,6.25,26.150054,2.141509,18,22,1,2,0.99045521,0.13032746,0.12636990,0.00900000,0.900000,0.892805,0.000000,0.41463010,2026-05-06,2026-05-13,5,37,28,8,0.625000,1.995562,,0.000000,1,0.3795243019648397,0.028955532574974147,0.14115822130299896,E 常规,1201,1
115.87.236.1,103004022,151403301,33,33,1.0000000,1.0000000,34074.7357,30834.3892,345.0761,66,33,-0.01012704,-0.01012704,,-0.01012704,-345.0761,34074.7357,OK,0.0000,13.8030,4.0000,96.0000,AG03-B-v1,331.2731,29601.0136,345.0761,331.2731,13.8030,0.01012704,0.00972196,0.00040508,516.2839,934.3754,10.4569,345.0761,345.0761,34074.7357,33.0000,516.2839,,519.2863,519.2863,540.0577,540.0577,560.8292,560.8292,519.2863,0.0,1.08,1.08,0.994218,1,3,1,2,1.00000000,0.01012704,0.01012704,0E-8,0.000000,0.904905,0.000000,,2026-06-20,2026-06-20,1,1,1,1,1.000000,,,0.000000,4,0.37900723888314375,0.5806618407445708,0.656153050672182,E 常规,1202,1
58.8.224.110,103004022,150709214,39,39,1.0000000,1.0000000,39047.8367,31694.7427,346.8313,81,39,-0.00888222,-0.00888222,,-0.00888222,-346.8313,39047.8367,OK,0.0000,13.8733,4.0000,96.0000,AG03-B-v1,332.9581,30426.9530,346.8313,332.9581,13.8733,0.00888222,0.00852693,0.00035529,482.0721,812.6857,8.8931,346.8313,173.4157,39047.8367,39.0000,482.0721,,456.9719,498.5148,540.0577,540.0577,540.0577,540.0577,498.5148,0.0,1.083333,1.083333,0.967016,2,4,1,3,1.00000000,0.00888222,0.00888222,0E-8,0.000000,0.811690,0.000000,,2026-06-14,2026-06-14,1,2,2,1,1.000000,,,0.000000,4,0.3784901758014478,0.6437435367114788,0.6840744570837642,E 常规,1203,1
58.10.45.53,148365275,148365452,33,19,0.5757576,0.9473684,25766.1604,23570.2457,350.6024,294,190,-0.01360709,-0.01360709,,-0.01360709,-350.6024,25766.1604,OK,0.0000,14.0241,4.0000,96.0000,AG03-B-v1,336.5783,22627.4359,350.6024,336.5783,14.0241,0.01360709,0.01306280,0.00054428,87.6400,124.0539,1.8453,58.4337,8.1535,4294.3601,31.6667,87.6400,,2.1082,4.2165,10.5412,52.7059,1021.9515,1024.813,4.2165,-2.0771,242.371147,243.049783,20.785142,16,36,1,8,1.00000000,0.01360709,0.01360709,0E-8,0.000000,0.914775,0.000000,,2026-04-10,2026-07-23,6,43,24,105,0.057143,,10.459817,3.083393,4,0.3779731127197518,0.3940020682523268,0.609100310237849,E 常规,1204,1
119.111.224.84,150435964,150780288,266,266,1.0000000,0.9210526,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1205,1
119.111.224.84,150435964,150862800,87,87,1.0000000,0.9885057,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1206,1
119.111.224.84,150435964,151445534,748,748,1.0000000,0.8582888,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1207,1
119.111.224.84,150780288,151576015,46,46,1.0000000,0.9347826,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1208,1
119.111.224.84,151442090,151587260,72,72,1.0000000,0.9027778,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1209,1
119.111.224.84,151445534,151576015,219,219,1.0000000,0.9269406,34132.3897,30354.0885,351.2652,3560,2023,-0.01029126,-0.01029126,,-0.01029126,-351.2652,34132.3897,OK,0.0000,14.0506,4.0000,96.0000,AG03-B-v1,337.2146,29139.9249,351.2652,337.2146,14.0506,0.01029126,0.00987961,0.00041165,9.5877,15.0045,0.1736,117.0884,1.5681,11377.4632,674.3333,9.5877,,5.5034,11.0068,11.0068,11.0068,11.0068,16.5102,11.0068,0.0,1.0,1.5,0.871076,6,72,1,2,1.00000000,0.01029126,0.01029126,0E-8,0.000000,0.889305,0.045787,,2026-06-16,2026-06-18,3,224,18,3,1.000000,,,0.000000,4,0.374870734229576,0.5682523267838676,0.656670113753878,E 常规,1210,1
223.104.86.87,144466329,146689241,69,68,0.9855072,0.7941176,35486.0000,30626.0000,347.7000,314,244,-0.00979823,-0.00979823,,-0.00979823,-347.7000,35486.0000,OK,0.0000,9.0110,3.0159,96.9841,AG03-B-v1,338.6890,29686.7800,347.7000,338.6890,9.0110,0.00979823,0.00954430,0.00025393,113.0127,125.5164,1.4250,57.9500,9.9343,5914.3333,40.6667,113.0127,,20.0,100.0,200.0,220.0,240.0,436.0016,55.0,0.0,2.4,4.360016,1.130127,13,23,1,2,1.00000000,0.00979823,0.00979823,0E-8,0.000000,0.863045,0.009554,,2026-03-22,2026-08-04,6,35,19,136,0.044118,,1.541862,0.523775,4,0.37435367114788004,0.5920372285418821,0.6633919338159255,E 常规,1211,1
119.76.1.155,103004022,150709214,34,34,1.0000000,1.0000000,34896.0389,31572.6066,363.5004,68,34,-0.01041667,-0.01041667,,-0.01041667,-363.5004,34896.0389,OK,0.0000,14.5400,4.0000,96.0000,AG03-B-v1,348.9604,30309.7023,363.5004,348.9604,14.5400,0.01041667,0.01000000,0.00041667,513.1770,928.6061,10.6912,363.5004,181.7502,34896.0389,34.0000,513.1770,,415.429,519.2863,623.1436,623.1436,623.1436,623.1436,519.2863,0.0,1.2,1.2,0.988235,2,4,1,2,1.00000000,0.01041667,0.01041667,0E-8,0.000000,0.904762,0.000000,,2026-06-06,2026-06-06,1,2,2,1,1.000000,,,0.000000,4,0.3738366080661841,0.5573940020682523,0.6613236814891417,E 常规,1212,1
124.248.165.77,143558720,144763086,377,334,0.8859416,1.0000000,15500.6766,13856.5629,365.6969,2237,1172,-0.02359232,-0.02403930,1.00000000,-0.02359232,-365.6969,15500.6766,OK,0.0000,14.6279,4.0000,96.0000,AG03-B-v1,351.0690,13302.3004,365.6969,351.0690,14.6279,0.02359232,0.02264863,0.00094369,6.9292,11.8230,0.3120,45.7121,4.3535,1937.5846,146.5000,6.9293,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,0.0,1.0,1.0,1.02414,8,57,1,6,0.99956351,0.02359232,0.02403930,0E-8,0.000000,0.893933,0.000000,-1.02403930,2026-06-11,2026-06-18,8,84,26,8,1.000000,1.024150,,0.000000,3,0.37228541882109617,0.23526370217166495,0.5031023784901758,E 常规,1213,1
124.248.165.77,143558720,144765893,577,491,0.8509532,0.9979633,15500.6766,13856.5629,365.6969,2237,1172,-0.02359232,-0.02403930,1.00000000,-0.02359232,-365.6969,15500.6766,OK,0.0000,14.6279,4.0000,96.0000,AG03-B-v1,351.0690,13302.3004,365.6969,351.0690,14.6279,0.02359232,0.02264863,0.00094369,6.9292,11.8230,0.3120,45.7121,4.3535,1937.5846,146.5000,6.9293,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,0.0,1.0,1.0,1.02414,8,57,1,6,0.99956351,0.02359232,0.02403930,0E-8,0.000000,0.893933,0.000000,-1.02403930,2026-06-11,2026-06-18,8,84,26,8,1.000000,1.024150,,0.000000,3,0.37228541882109617,0.23526370217166495,0.5031023784901758,E 常规,1214,1
124.248.165.77,144763086,144765893,87,57,0.6551724,1.0000000,15500.6766,13856.5629,365.6969,2237,1172,-0.02359232,-0.02403930,1.00000000,-0.02359232,-365.6969,15500.6766,OK,0.0000,14.6279,4.0000,96.0000,AG03-B-v1,351.0690,13302.3004,365.6969,351.0690,14.6279,0.02359232,0.02264863,0.00094369,6.9292,11.8230,0.3120,45.7121,4.3535,1937.5846,146.5000,6.9293,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,6.7659,0.0,1.0,1.0,1.02414,8,57,1,6,0.99956351,0.02359232,0.02403930,0E-8,0.000000,0.893933,0.000000,-1.02403930,2026-06-11,2026-06-18,8,84,26,8,1.000000,1.024150,,0.000000,3,0.37228541882109617,0.23526370217166495,0.5031023784901758,E 常规,1215,1
58.8.10.180,103004022,151403301,35,35,1.0000000,1.0000000,37014.7270,31738.7782,371.8090,70,35,-0.01004489,-0.01004489,,-0.01004489,-371.8090,37014.7270,OK,0.0000,14.8724,4.0000,96.0000,AG03-B-v1,356.9366,30469.2271,371.8090,356.9366,14.8724,0.01004489,0.00964310,0.00040180,528.7818,906.8222,10.6231,371.8090,185.9045,37014.7270,35.0000,528.7818,,519.2863,519.2863,540.0577,560.8292,560.8292,560.8292,519.2863,0.0,1.08,1.08,1.018286,2,4,1,2,1.00000000,0.01004489,0.01004489,0E-8,0.000000,0.857464,0.000000,,2026-06-19,2026-06-19,1,2,2,1,1.000000,,,0.000000,4,0.3717683557394002,0.5889348500517063,0.6737331954498449,E 常规,1216,1
116.98.249.2,146538170,153318773,31,31,1.0000000,1.0000000,2040.8033,1823.6014,372.6119,195,140,-0.18258098,-0.18258098,,-0.18258098,-372.6119,2040.8033,OK,0.0000,15.0529,3.8410,96.1590,AG03-B-v1,357.5589,1751.9740,372.6119,357.5589,15.0529,0.18258098,0.17520500,0.00737598,10.4657,13.0257,2.6615,53.2303,20.7007,291.5433,20.0000,10.4657,,5.1636,5.1636,5.1636,21.5349,51.5065,79.805,5.1636,0.0,9.975,15.455431,2.026832,11,18,1,2,1.00000000,0.18258098,0.18258098,0E-8,0.000000,0.893570,0.005128,,2026-05-08,2026-07-28,7,18,17,82,0.085366,,0.792460,2.519616,1,0.37125129265770423,0.014477766287487074,0.09720785935884178,E 常规,1217,1
136.158.67.10,134505206,136301524,32,32,1.0000000,0.9375000,38969.0899,35337.1324,373.5550,621,323,-0.00958593,-0.00958593,,-0.00958593,-373.5550,38969.0899,OK,0.0000,14.9422,4.0000,96.0000,AG03-B-v1,358.6128,33923.6471,373.5550,358.6128,14.9422,0.00958593,0.00920249,0.00038344,62.7522,109.4029,1.1565,17.7883,3.7355,1855.6709,15.3810,62.7522,,22.7237,47.7197,113.6183,118.7747,118.7747,140.8411,41.3571,0.0,2.489009,2.951426,1.315016,4,34,1,2,1.00000000,0.00958593,0.00958593,0E-8,0.000000,0.906799,0.000000,,2026-03-21,2026-04-14,21,100,55,25,0.840000,,,0.000000,4,0.37073422957600827,0.6028955532574974,0.6820062047569804,E 常规,1218,1
180.246.120.9,153115962,153115965,67,67,1.0000000,1.0000000,36044.6061,32557.6420,375.2311,951,477,-0.01041019,-0.01041019,,-0.01041019,-375.2311,36044.6061,OK,0.0000,15.0092,4.0000,96.0000,AG03-B-v1,360.2218,31255.3363,375.2311,360.2218,15.0092,0.01041019,0.00999378,0.00041641,37.9018,68.2550,0.7866,93.8078,6.8224,9011.1515,119.2500,37.9018,,37.9018,37.9018,37.9018,37.9021,37.9021,37.9021,37.9018,0.0,1.000009,1.000009,1.000001,7,53,1,2,1.00000000,0.01041019,0.01041019,0E-8,0.000000,0.903260,0.000000,,2026-07-17,2026-07-20,4,55,26,4,1.000000,,1.000000,3.333333,4,0.36608066184074456,0.5584281282316442,0.6649431230610134,E 常规,1219,1
180.246.120.9,153129165,153129172,44,44,1.0000000,1.0000000,36044.6061,32557.6420,375.2311,951,477,-0.01041019,-0.01041019,,-0.01041019,-375.2311,36044.6061,OK,0.0000,15.0092,4.0000,96.0000,AG03-B-v1,360.2218,31255.3363,375.2311,360.2218,15.0092,0.01041019,0.00999378,0.00041641,37.9018,68.2550,0.7866,93.8078,6.8224,9011.1515,119.2500,37.9018,,37.9018,37.9018,37.9018,37.9021,37.9021,37.9021,37.9018,0.0,1.000009,1.000009,1.000001,7,53,1,2,1.00000000,0.01041019,0.01041019,0E-8,0.000000,0.903260,0.000000,,2026-07-17,2026-07-20,4,55,26,4,1.000000,,1.000000,3.333333,4,0.36608066184074456,0.5584281282316442,0.6649431230610134,E 常规,1220,1
180.246.120.9,153141594,153141603,39,39,1.0000000,1.0000000,36044.6061,32557.6420,375.2311,951,477,-0.01041019,-0.01041019,,-0.01041019,-375.2311,36044.6061,OK,0.0000,15.0092,4.0000,96.0000,AG03-B-v1,360.2218,31255.3363,375.2311,360.2218,15.0092,0.01041019,0.00999378,0.00041641,37.9018,68.2550,0.7866,93.8078,6.8224,9011.1515,119.2500,37.9018,,37.9018,37.9018,37.9018,37.9021,37.9021,37.9021,37.9018,0.0,1.000009,1.000009,1.000001,7,53,1,2,1.00000000,0.01041019,0.01041019,0E-8,0.000000,0.903260,0.000000,,2026-07-17,2026-07-20,4,55,26,4,1.000000,,1.000000,3.333333,4,0.36608066184074456,0.5584281282316442,0.6649431230610134,E 常规,1221,1
180.246.120.9,153141603,153141761,45,45,1.0000000,1.0000000,36044.6061,32557.6420,375.2311,951,477,-0.01041019,-0.01041019,,-0.01041019,-375.2311,36044.6061,OK,0.0000,15.0092,4.0000,96.0000,AG03-B-v1,360.2218,31255.3363,375.2311,360.2218,15.0092,0.01041019,0.00999378,0.00041641,37.9018,68.2550,0.7866,93.8078,6.8224,9011.1515,119.2500,37.9018,,37.9018,37.9018,37.9018,37.9021,37.9021,37.9021,37.9018,0.0,1.000009,1.000009,1.000001,7,53,1,2,1.00000000,0.01041019,0.01041019,0E-8,0.000000,0.903260,0.000000,,2026-07-17,2026-07-20,4,55,26,4,1.000000,,1.000000,3.333333,4,0.36608066184074456,0.5584281282316442,0.6649431230610134,E 常规,1222,1
180.246.120.9,153184792,153184889,34,34,1.0000000,1.0000000,36044.6061,32557.6420,375.2311,951,477,-0.01041019,-0.01041019,,-0.01041019,-375.2311,36044.6061,OK,0.0000,15.0092,4.0000,96.0000,AG03-B-v1,360.2218,31255.3363,375.2311,360.2218,15.0092,0.01041019,0.00999378,0.00041641,37.9018,68.2550,0.7866,93.8078,6.8224,9011.1515,119.2500,37.9018,,37.9018,37.9018,37.9018,37.9021,37.9021,37.9021,37.9018,0.0,1.000009,1.000009,1.000001,7,53,1,2,1.00000000,0.01041019,0.01041019,0E-8,0.000000,0.903260,0.000000,,2026-07-17,2026-07-20,4,55,26,4,1.000000,,1.000000,3.333333,4,0.36608066184074456,0.5584281282316442,0.6649431230610134,E 常规,1223,1
