dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2238,27.26440574309669,132.04028849634892,235041.5730,201757.0387,4325.1598,2626,105,-0.01840168,-0.01840168,,-0.01893750,-4325.1598,235041.5730,OK,125.9399,134.1023,4.1822,95.8178,AG03-B-v1,4191.0574,193367.4345,4199.2198,4065.1175,8.1624,0.01786586,0.01729531,0.00003473,89.5055,1921.4956,41.1920,4325.1598,617.8800,235041.5730,105.0000,89.5055,,4.0878,12.9089,60.0,203.4235,347.0961,1049.8688,10.2195,-2.0439,26.888145,81.329136,6.933637,1,1,558,10,1.00000000,0.01840168,0.01840168,0.00062422,0.106398,0.858389,0.058264,,2026-07-21,2026-07-21,1,7,1,1,1.000000,,1.000000,3.333333,1,0.7818791946308725,0.4664429530201342,0.0436241610738255,E 常规,66,1
1751,41.33357734983622,87.0962600098843,1113990.6791,1008311.9243,7379.3543,9309,687,-0.00662425,,-0.00662425,-0.00820238,-7379.3543,1113990.6791,OK,1758.0245,-699.0871,4.0011,95.9989,AG03-B-v1,8078.4413,964643.2040,5621.3298,6320.4169,-2457.1116,0.00504612,0.00567367,-0.00220568,119.6681,1467.7029,10.7414,1054.1935,163.9857,159141.5256,98.1429,,119.6681,5.1891,13.6799,52.3519,200.0,500.0,1751.1626,12.6037,-2.5716,36.55,128.009985,8.747741,3,1,2107,16,0E-8,0.00662425,,0.00174353,0.048115,0.905135,0.071007,,2026-04-20,2026-06-16,7,45,7,58,0.120690,,,0.000000,1,0.7785234899328859,0.7281879194630873,0.09731543624161074,E 常规,67,1
1105,27.71905786669453,129.87454398028197,2023980.7987,1775480.5941,10692.7871,21999,764,-0.00528305,,-0.00528305,-0.00610043,-10692.7871,2023980.7987,OK,1654.3751,611.1016,4.0433,95.9567,AG03-B-v1,10081.6856,1700060.7699,9038.4121,8427.3105,-1043.2735,0.00446566,0.00416373,-0.00051546,92.0033,2323.9275,13.9958,2673.1968,288.9942,505995.1997,191.0000,,92.0033,5.2663,15.001,50.0,157.9904,273.0472,1110.3563,13.1659,-2.2009,18.201924,74.018771,6.133141,3,1,3528,15,0E-8,0.00528305,,0.00093179,0.040988,0.877222,0.061639,,2026-03-21,2026-03-24,4,37,8,4,1.000000,,,0.000000,1,0.7751677852348994,0.7651006711409396,0.19798657718120805,E 常规,68,1
1256,27.76127513783523,129.67704048628656,386760.5218,339196.2084,9722.1267,4109,246,-0.02513733,,-0.02513733,-0.02559322,-9722.1267,386760.5218,OK,176.3212,529.2551,4.0584,95.9416,AG03-B-v1,9192.8716,325344.1574,9545.8055,9016.5504,352.9339,0.02468144,0.02331301,0.00091254,94.1252,1378.8464,39.5208,4861.0634,747.8559,193380.2609,123.0000,,94.1252,4.2165,16.4199,60.2047,150.4879,340.2874,1289.1893,12.6494,-2.1082,20.724116,78.51395,5.732395,1,1,696,14,0E-8,0.02513733,,0.00051982,0.055610,0.877019,0.060842,,2026-03-31,2026-04-07,2,13,2,8,0.250000,,,0.000000,1,0.7718120805369127,0.30201342281879195,0.053691275167785234,E 常规,69,1
2249,27.638256655992446,130.2542358155379,670406.5141,592939.9956,11999.5626,3163,301,-0.01789893,,-0.01789893,-0.01959704,-11999.5626,670406.5141,OK,1138.4226,437.4420,3.9829,96.0171,AG03-B-v1,11562.1206,567006.9005,10861.1400,10423.6980,-700.9806,0.01620083,0.01554832,-0.00104561,211.9527,1969.9003,39.8657,11999.5626,666.6424,670406.5141,301.0000,,211.9527,6.472,23.0,81.7561,259.8978,774.5333,5140.0659,18.951,-1.2909,33.675362,223.481127,9.215336,2,1,657,15,0E-8,0.01789893,,0.00191996,0.050237,0.884448,0.137212,,2026-07-06,2026-07-06,1,18,2,1,1.000000,,,0.000000,1,0.7684563758389261,0.4697986577181208,0.07046979865771812,E 常规,70,1
2179,27.26257286364556,132.0491656457184,238182.0448,200863.3423,13257.3433,2154,105,-0.05566055,-0.05742297,0.39430527,-0.05574892,-13257.3433,238182.0448,OK,21.0492,522.8122,3.9782,96.0218,AG03-B-v1,12734.5310,192835.9760,13236.2940,12713.4818,501.7630,0.05557217,0.05337716,0.00210664,110.5766,1912.9842,126.2604,6628.6716,1893.9062,119091.0224,52.5000,111.4910,35.7411,2.5818,10.2195,32.36,134.9078,258.1778,1160.0288,8.1756,-2.0439,25.263214,113.511143,10.820144,2,1,473,10,0.99609850,0.05566055,0.05742297,0.00010479,0.028830,0.843319,0.076137,-0.45172824,2026-06-16,2026-07-30,2,7,2,45,0.044444,3.119409,1.008269,3.320328,1,0.7651006711409396,0.10067114093959731,0.04697986577181208,E 常规,71,1
2230,27.690470884384997,130.00862336472886,2193238.2256,1910115.8427,13115.9033,21684,878,-0.00598015,-0.04796911,0.12031652,-0.00642037,-13115.9033,2193238.2256,OK,965.5004,-745.8784,3.9737,96.0263,AG03-B-v1,13861.7817,1832141.9062,12150.4028,12896.2812,-1711.3788,0.00553994,0.00588002,-0.00078030,101.1455,2175.5306,14.9384,1873.7005,285.1283,313319.7465,125.4286,109.5728,82.1427,4.0878,12.9089,50.0,152.1814,306.5854,1367.989,10.3271,-2.0439,23.749949,105.972639,7.835335,5,1,4031,16,0.75048994,0.00598015,0.04796911,0.00050547,0.032254,0.870911,0.066408,-0.16828563,2026-05-21,2026-07-20,7,46,8,61,0.114754,1.333932,1.083319,2.501633,2,0.761744966442953,0.7449664429530202,0.23154362416107382,E 常规,72,1
1087,41.27380634249095,87.22238918618558,2436095.1218,2228579.9608,16129.3754,24234,1286,-0.00662100,-0.09321383,0.01853151,-0.00722232,-16129.3754,2436095.1218,OK,1464.8943,1249.7256,4.0014,95.9986,AG03-B-v1,14879.6498,2136693.7347,14664.4811,13414.7555,-215.1686,0.00601967,0.00550666,-0.00008833,100.5239,1732.9549,12.5423,1152.0982,201.6172,174006.7944,91.8571,87.8320,104.9280,5.1636,17.8947,53.1945,200.0,379.6219,1308.8873,13.0035,-2.5716,21.214171,73.143725,5.617511,4,1,5311,16,0.22508777,0.00662100,0.09321383,0.00065732,0.042333,0.914816,0.077082,-0.11174535,2026-03-30,2026-07-30,14,80,14,123,0.113821,0.837069,0.873743,0.750293,2,0.7583892617449665,0.7315436241610739,0.2550335570469799,E 常规,73,1
1506,27.581974469983372,130.52002509529441,2700737.1702,2423410.4082,13680.0882,19856,1252,-0.00506532,0.14788842,-0.02675180,-0.00562684,-13680.0882,2700737.1702,OK,1516.5274,-2992.5752,4.0605,95.9395,AG03-B-v1,16672.6633,2324032.9731,12163.5607,15156.1359,-4509.1026,0.00450379,0.00561185,-0.00166958,136.0162,1935.6313,10.9266,1243.6444,201.1778,245521.5609,113.8182,110.1387,140.7034,4.6856,15.799,52.6635,200.0,420.1239,2022.3273,11.0045,-2.1006,26.591745,128.003206,8.609144,7,1,3387,16,0.12417804,0.00506532,-0.14788842,0.00062578,0.053233,0.897314,0.069450,0.17464021,2026-03-22,2026-07-30,11,68,12,131,0.083970,0.782772,0.809747,0.413927,2,0.7550335570469798,0.7718120805369127,0.28523489932885904,E 常规,74,1
2087,50.40693539929695,71.41874370030064,1053174.5010,926006.7464,17140.6702,11560,651,-0.01627524,-0.10546344,0.05226716,-0.01673369,-17140.6702,1053174.5010,OK,482.8261,746.9478,4.0006,95.9994,AG03-B-v1,16393.7224,888590.8468,16657.8441,15910.8963,264.1217,0.01581679,0.01510756,0.00025079,91.1051,1422.4374,26.3298,4285.1675,418.0651,263293.6252,162.7500,103.8250,83.2653,5.1431,18.9509,62.3144,207.7145,400.0,1034.834,12.8578,-2.5716,21.107199,54.606118,4.807432,4,1,2513,16,0.43455363,0.01627524,0.10546344,0.00052141,0.040311,0.879253,0.113408,-0.15773060,2026-06-20,2026-08-06,4,41,5,48,0.083333,1.246918,1.139619,1.448512,1,0.7516778523489933,0.5268456375838926,0.08053691275167785,E 常规,75,1
2264,46.106341301478864,78.0803659188748,7745199.8141,7000116.8608,19948.1328,70340,3056,-0.00257555,,-0.00257555,-0.00306906,-19948.1328,7745199.8141,OK,3822.3601,166.2173,4.0055,95.9945,AG03-B-v1,19781.9155,6714402.5578,16125.7728,15959.5555,-3656.1428,0.00208203,0.00206057,-0.00047205,110.1109,2290.6142,6.5275,1108.2296,100.2419,430288.8786,169.7778,,110.1109,5.2352,17.6072,52.6635,200.0,386.9492,1579.2306,13.1659,-2.6176,21.976783,89.692403,6.253748,5,1,12472,16,0E-8,0.00257555,,0.00054604,0.036038,0.903801,0.088627,,2026-03-21,2026-04-07,18,199,45,18,1.000000,,,0.000000,3,0.7483221476510067,0.7986577181208053,0.4899328859060403,E 常规,76,1
1300,41.641101086001726,86.453045335302,2043404.1175,1811194.6380,19977.0436,21042,1022,-0.00977635,0.04374024,-0.04339152,-0.01028638,-19977.0436,2043404.1175,OK,1042.1922,1565.1249,4.0206,95.9794,AG03-B-v1,18411.9187,1736903.4465,18934.8514,17369.7265,522.9326,0.00926633,0.00850039,0.00025591,97.1107,1772.2061,19.5470,2219.6715,302.6825,227044.9019,113.5556,108.8265,90.9599,5.137,13.6799,52.3519,169.011,307.9692,1359.4399,12.1242,-2.1082,22.512549,99.375059,7.098795,5,1,4360,16,0.38579695,0.00977635,-0.04374024,0.00057542,0.040291,0.886361,0.076846,0.08713176,2026-04-03,2026-08-06,9,66,15,126,0.071429,1.196422,1.120643,1.285990,2,0.7449664429530202,0.6812080536912751,0.20469798657718122,E 常规,77,1
2193,27.641356082684254,130.23963040131727,3678517.3927,3265643.5867,22746.5228,36222,1840,-0.00618361,-0.07812647,0.00395310,-0.00681638,-22746.5228,3678517.3927,OK,2327.6482,805.1543,4.0085,95.9915,AG03-B-v1,21941.3685,3131616.3853,20418.8746,19613.7203,-1522.4939,0.00555084,0.00533196,-0.00041389,101.5548,1774.8063,12.3622,1624.7516,218.7166,262751.2423,131.4286,82.2843,105.0202,4.4018,13.088,51.6356,170.9986,339.6493,1361.3094,10.5412,-2.1006,25.951244,104.01221,7.759395,8,1,6595,16,0.12349863,0.00618361,0.07812647,0.00071277,0.043722,0.887761,0.081056,-0.08207957,2026-03-28,2026-08-06,14,104,20,132,0.106061,0.783510,0.810246,0.411662,2,0.7416107382550335,0.7416107382550335,0.38926174496644295,E 常规,78,1
2187,45.70056630808351,78.77364091576328,3132032.6329,2834838.7024,26280.2495,30553,1431,-0.00839080,,-0.00839080,-0.00897290,-26280.2495,3132032.6329,OK,1823.1802,1495.1255,4.0184,95.9816,AG03-B-v1,24785.1240,2719637.1038,24457.0692,22961.9438,-328.0548,0.00780869,0.00733132,-0.00010474,102.5115,1981.0194,18.3650,2389.1136,292.0028,284730.2394,130.0909,,102.5115,5.1431,13.088,51.4311,183.2317,385.8059,1334.1937,10.8093,-2.5716,29.477884,101.940406,7.832491,6,1,5981,16,0E-8,0.00839080,,0.00064313,0.045989,0.905111,0.087062,,2026-04-07,2026-06-18,11,90,17,73,0.150685,,,0.000000,2,0.738255033557047,0.7013422818791947,0.3389261744966443,E 常规,79,1
2151,27.571582337930572,130.56921999893473,2706571.9401,2505993.1722,25818.2492,26157,1218,-0.00953910,0.05159170,-0.04275697,-0.01020406,-25818.2492,2706571.9401,OK,1799.7856,563.2948,4.0190,95.9810,AG03-B-v1,25254.9544,2402043.2599,24018.4636,23455.1688,-1236.4908,0.00887413,0.00866601,-0.00045685,103.4741,2057.4657,21.1972,2581.8249,363.6373,270657.1940,121.8000,101.4606,104.6021,4.3078,13.5293,51.8914,175.3309,323.6004,1379.3103,12.9089,-2.1082,23.91842,101.949572,7.648127,8,1,4685,16,0.35207568,0.00953910,-0.05159170,0.00071819,0.038219,0.925892,0.082158,0.09434867,2026-03-22,2026-07-10,10,71,12,111,0.090090,0.969968,0.980541,1.173586,2,0.7348993288590604,0.6845637583892618,0.28859060402684567,E 常规,80,1
1291,27.540326063411463,130.71740660263129,15158569.1938,13658309.3525,39077.0849,149166,6643,-0.00257789,,-0.00257789,-0.00335725,-39077.0849,15158569.1938,OK,11814.0971,1799.0511,4.0202,95.9798,AG03-B-v1,37278.0338,13092580.8218,27262.9878,25463.9367,-10015.0460,0.00179852,0.00167984,-0.00066069,101.6221,2056.0454,5.8824,1776.2311,112.6141,689025.8724,301.9545,,101.6221,4.4018,13.2054,52.3519,157.0557,303.1679,1448.5159,11.3621,-2.2009,22.957897,109.691276,7.695506,7,1,20792,16,0E-8,0.00257789,,0.00086498,0.034380,0.901029,0.075386,,2026-03-21,2026-05-05,22,347,42,46,0.478261,,,0.000000,3,0.7315436241610739,0.7953020134228188,0.5033557046979866,E 常规,81,1
2140,43.21555736941363,83.30333377923633,1583583.2914,1446399.4014,26764.7695,17773,1035,-0.01690140,-0.00237099,-0.02050871,-0.01727287,-26764.7695,1583583.2914,OK,588.2664,474.9823,4.0674,95.9326,AG03-B-v1,26289.7872,1387328.1712,26176.5031,25701.5209,-113.2841,0.01652992,0.01622998,-0.00007154,89.1005,1397.4873,25.8597,2433.1609,405.5268,143962.1174,94.0909,119.4350,83.8156,5.1891,17.8411,52.3519,170.2707,336.0287,1282.7302,12.9729,-2.5946,18.83449,71.897329,4.994104,6,1,3915,16,0.19888451,0.01690140,0.00237099,0.00040671,0.048292,0.913371,0.078884,0.01813772,2026-04-16,2026-07-27,11,66,14,103,0.106796,1.424974,1.340453,0.662948,1,0.7281879194630873,0.5,0.1342281879194631,E 常规,82,1
1144,41.31120198129951,87.14343391968175,249311.1694,220549.6578,28396.1058,3384,179,-0.11389825,,-0.11389825,-0.11403037,-28396.1058,249311.1694,OK,32.9382,1129.6452,3.9574,96.0426,AG03-B-v1,27266.4606,211694.7959,28363.1677,27233.5225,1096.7071,0.11376613,0.10923507,0.00439895,73.6735,1232.1210,158.6375,14198.0529,2366.3422,124655.5847,89.5000,,73.6735,4.2012,12.9182,50.0,166.2543,306.4378,1005.3578,10.5031,-2.5716,23.721351,77.824754,5.703067,2,1,852,13,0E-8,0.11389825,,0.00014935,0.028280,0.884636,0.075650,,2026-05-01,2026-06-19,2,12,3,50,0.040000,,,0.000000,1,0.7248322147651006,0.026845637583892617,0.050335570469798654,E 常规,83,1
1266,27.73904900551245,129.78094524021316,403868.2957,338622.9589,29376.2988,2626,237,-0.07273732,,-0.07273732,-0.07294143,-29376.2988,403868.2957,OK,82.4308,1173.0797,4.0259,95.9741,AG03-B-v1,28203.2190,324912.8897,29293.8679,28120.7882,1090.6489,0.07253322,0.06962861,0.00270051,153.7960,1428.7889,123.9506,29376.2988,2670.5726,403868.2957,237.0000,,153.7960,5.1636,20.0,66.5447,204.3903,499.085,2043.9031,12.9089,-2.0439,24.954251,102.195154,7.6898,2,1,486,12,0E-8,0.07273732,,0.00024343,0.038081,0.838449,0.094059,,2026-06-30,2026-06-30,1,11,2,1,1.000000,,,0.000000,1,0.7214765100671141,0.06711409395973154,0.05704697986577181,E 常规,84,1
2073,42.95018244023175,83.818037443954,2548851.9264,2313077.5741,34475.6934,21491,1234,-0.01352597,-0.13293680,0.05534790,-0.01483146,-34475.6934,2548851.9264,OK,3327.4953,854.2679,4.0211,95.9789,AG03-B-v1,33621.4254,2215291.8928,31148.1981,30293.9302,-2473.2274,0.01222048,0.01188532,-0.00097033,118.6009,1874.4551,27.9382,3447.5693,391.7692,254885.1926,123.4000,108.4898,125.3385,5.1431,15.6946,52.9692,188.2388,390.8239,1513.1697,12.8578,-2.5716,24.901873,96.413664,7.556818,5,1,4688,15,0.36579644,0.01352597,0.13293680,0.00143856,0.050696,0.907498,0.081057,-0.18828470,2026-05-16,2026-07-25,10,88,14,71,0.140845,0.865574,0.914746,1.219321,2,0.7181208053691275,0.6140939597315436,0.2651006711409396,E 常规,85,1
759,41.60386931638575,86.53041313592759,1704370.2586,1563420.1813,34513.6855,16580,888,-0.02025011,0.00601973,-0.03865455,-0.02141575,-34513.6855,1704370.2586,OK,1986.6824,1408.2000,4.0030,95.9970,AG03-B-v1,33105.4855,1496185.2630,32527.0031,31118.8031,-578.4823,0.01908447,0.01825824,-0.00033941,102.7968,1760.6083,38.8668,8628.4214,627.5216,426092.5647,222.0000,79.1421,130.0236,4.4018,13.587,51.6356,154.9067,311.5718,1530.5273,11.8812,-2.0771,22.931682,112.646809,7.565841,3,1,3178,15,0.41196942,0.02025011,-0.00601973,0.00127073,0.043118,0.917301,0.085042,0.04467428,2026-03-22,2026-07-26,4,55,5,127,0.031496,0.608675,0.769889,1.373231,1,0.714765100671141,0.39932885906040266,0.1476510067114094,E 常规,86,1
1391,41.27406846879158,87.22183524800943,1498041.7555,1393271.6629,33700.3816,11352,702,-0.02249629,0.11442396,-0.07001418,-0.02316458,-33700.3816,1498041.7555,OK,1001.1290,1521.4013,4.0566,95.9434,AG03-B-v1,32178.9804,1339361.4490,32699.2526,31177.8513,520.2722,0.02182800,0.02081240,0.00034730,131.9628,1984.7175,48.0062,5616.7303,717.0294,249673.6259,117.0000,99.9869,148.4373,5.1636,16.3512,51.6356,200.0,372.5262,1285.7767,12.9089,-2.5818,22.782769,78.634888,8.070515,2,1,2542,16,0.25763591,0.02249629,-0.11442396,0.00071855,0.056202,0.930062,0.077343,0.18443814,2026-04-03,2026-07-23,6,47,6,112,0.053571,0.673597,0.757690,0.858786,1,0.7114093959731543,0.34563758389261745,0.12751677852348994,E 常规,87,1
2139,27.76127513783523,129.67704048628656,130899.9589,119538.9364,32979.5834,1816,113,-0.25194495,,-0.25194495,-0.25204638,-32979.5834,130899.9589,OK,13.2777,1322.6796,4.0171,95.9829,AG03-B-v1,31656.9038,114796.2952,32966.3058,31643.6262,1309.4019,0.25184352,0.24173901,0.01000307,72.0815,1057.8667,291.8547,32979.5834,4711.3691,130899.9589,113.0000,,72.0815,4.2165,14.7577,51.0812,130.8798,210.8237,851.3536,10.5412,-2.1082,14.285714,57.688939,4.884344,1,1,331,12,0E-8,0.25194495,,0.00011107,0.026707,0.913208,0.052863,,2026-04-09,2026-04-09,1,7,1,1,1.000000,,,0.000000,1,0.7080536912751678,0.013422818791946308,0.03355704697986577,E 常规,88,1
1220,43.771177394593465,82.24590276716351,3597605.2848,3318450.2452,33335.1691,34557,1502,-0.00926593,0.05485183,-0.01519234,-0.00971394,-33335.1691,3597605.2848,OK,1611.7533,25.3483,4.0064,95.9936,AG03-B-v1,33309.8208,3186190.3952,31723.4157,31698.0675,-1586.4051,0.00881793,0.00881088,-0.00044096,104.1064,2209.3544,22.1939,2777.9308,326.8154,299800.4404,125.1667,116.8939,103.0643,5.1636,17.6243,53.2216,175.886,330.1347,1300.0,13.1659,-2.5716,18.731844,73.762002,5.906998,7,1,6980,15,0.08460954,0.00926593,-0.05485183,0.00048569,0.036988,0.922405,0.077495,0.07004417,2026-03-31,2026-07-24,12,102,22,116,0.103448,1.134184,1.122831,0.282032,2,0.7046979865771812,0.6912751677852349,0.3825503355704698,E 常规,89,1
2089,45.91769078757773,78.40115515943846,4507590.8671,3971391.9417,36682.3040,38371,2040,-0.00813790,-0.01360352,-0.00585673,-0.00871507,-36682.3040,4507590.8671,OK,2601.6612,681.6683,4.0200,95.9800,AG03-B-v1,36000.6357,3807168.2668,34080.6429,33398.9746,-1919.9929,0.00756072,0.00740950,-0.00042595,117.4739,1946.7608,17.9815,2292.6440,267.7540,281724.4292,127.5000,137.0359,110.8684,5.1431,16.6362,53.9857,184.3731,389.1858,1663.6167,12.8578,-2.1006,23.393959,99.999997,7.061356,6,1,7860,16,0.29446552,0.00813790,0.01360352,0.00065510,0.043721,0.881045,0.090563,-0.00774679,2026-03-22,2026-08-04,16,137,28,136,0.117647,1.236023,1.166522,0.981552,3,0.7013422818791947,0.7046979865771812,0.4563758389261745,E 常规,90,1
2110,43.33252486504536,83.07847306871282,3230030.3192,2928295.8447,39252.7561,27039,1422,-0.01215244,0.00841539,-0.01860313,-0.01292362,-39252.7561,3230030.3192,OK,2490.9397,1621.8076,4.0314,95.9686,AG03-B-v1,37630.9484,2806071.6528,36761.8164,35140.0088,-869.1320,0.01138126,0.01087916,-0.00026908,119.4582,2059.2798,27.6039,3271.0630,408.8829,269169.1933,118.5000,150.9438,112.1230,5.1431,17.0416,55.4565,204.3903,415.2948,1552.7273,12.9089,-2.5685,24.369498,91.114034,7.009807,6,1,5974,16,0.23875068,0.01215244,-0.00841539,0.00085064,0.050313,0.906585,0.096305,0.02701852,2026-04-08,2026-08-03,12,96,18,118,0.101695,1.346234,1.263570,0.795836,2,0.697986577181208,0.6409395973154363,0.348993288590604,E 常规,91,1
2034,43.3516736395513,83.04177665509066,2566626.5690,2098402.4183,41548.1910,18837,969,-0.01618786,-0.12486238,-0.01151438,-0.01680433,-41548.1910,2566626.5690,OK,1582.2587,2657.1408,4.0296,95.9704,AG03-B-v1,38891.0501,2012596.4043,39965.9322,37308.7914,1074.8821,0.01557139,0.01453612,0.00041879,136.2545,2165.5340,42.8774,5193.5239,670.1321,320828.3211,121.1250,88.6308,139.4775,5.1431,15.4293,51.9104,194.5929,311.5718,1570.1311,11.0086,-2.5716,20.193486,101.762811,8.830883,6,1,4023,16,0.04123123,0.01618786,0.12486238,0.00075403,0.054966,0.817572,0.083612,-0.11334799,2026-05-05,2026-07-08,8,62,15,65,0.123077,0.635449,0.650480,0.137437,2,0.6946308724832215,0.540268456375839,0.2684563758389262,E 常规,92,1
1108,27.694421143896008,129.9900792760732,1908687.1718,1661818.9111,43411.6092,16205,971,-0.02274422,,-0.02274422,-0.02349360,-43411.6092,1908687.1718,OK,1430.3200,1099.6391,4.0325,95.9675,AG03-B-v1,42311.9701,1591924.3249,41981.2891,40881.6500,-330.6809,0.02199485,0.02141873,-0.00017325,117.7838,1711.4510,44.7081,7235.2682,819.0870,318114.5286,161.8333,,117.7838,5.1891,16.3274,52.3519,176.0718,350.1655,1500.0,12.9598,-2.1833,21.446533,91.870278,7.21389,3,1,3015,16,0E-8,0.02274422,,0.00086070,0.048349,0.870661,0.065535,,2026-03-22,2026-06-11,6,53,10,82,0.073171,,,0.000000,1,0.6912751677852349,0.33557046979865773,0.17785234899328858,E 常规,93,1
2198,43.35766015196068,83.03031084663372,2000318.0453,1791856.3339,46353.8865,23150,1154,-0.02317326,,-0.02317326,-0.02399976,-46353.8865,2000318.0453,OK,1653.2626,1888.2714,4.0744,95.9256,AG03-B-v1,44465.6152,1715945.8366,44700.6239,42812.3526,235.0088,0.02234676,0.02140277,0.00011749,86.4068,1552.7351,40.1680,7725.6478,618.0518,333386.3409,192.3333,,86.4068,5.1431,13.1059,51.4311,158.1103,284.612,1208.7722,10.5412,-2.1082,21.716255,92.230855,6.592951,5,1,4400,16,0E-8,0.02317326,,0.00092265,0.067097,0.895786,0.086566,,2026-04-07,2026-06-22,6,75,13,77,0.077922,,,0.000000,1,0.6879194630872483,0.32550335570469796,0.18791946308724833,E 常规,94,1
1129,43.022883621565065,83.67639955671203,2578236.1303,2378905.0272,49496.1457,23967,1245,-0.01919768,-0.05071360,-0.01549182,-0.01991436,-49496.1457,2578236.1303,OK,1847.7705,1474.9518,4.0223,95.9777,AG03-B-v1,48021.1939,2273928.4063,47648.3752,46173.4234,-372.8187,0.01848100,0.01790892,-0.00014460,107.5744,1910.7671,39.7559,4949.6146,634.5660,257823.6130,124.5000,76.2205,113.0423,5.0,14.3586,51.6356,169.6106,350.6619,1702.4913,12.5554,-2.6176,24.421658,118.5691,7.491963,8,1,5141,16,0.10521491,0.01919768,0.05071360,0.00077673,0.049097,0.922687,0.094255,-0.03522177,2026-03-23,2026-07-29,10,78,12,129,0.077519,0.674266,0.708538,0.350716,2,0.6845637583892618,0.43288590604026844,0.27181208053691275,E 常规,95,1
2268,41.886709750886915,85.94611563931142,884391.3958,828922.7760,48386.1219,7506,332,-0.05471121,-0.05471121,,-0.05525540,-48386.1219,884391.3958,OK,481.2742,1602.1951,4.0293,95.9707,AG03-B-v1,46783.9268,795182.3156,47904.8477,46302.6525,1120.9209,0.05416702,0.05235539,0.00126745,117.8246,2496.7553,145.7413,24193.0609,2304.1010,442195.6979,166.0000,117.8246,,4.0878,16.3512,56.4117,204.3903,368.7209,1984.8784,12.9089,-2.5818,22.550045,121.390197,7.205857,2,1,1358,15,1.00000000,0.05471121,0.05471121,0.00058060,0.052864,0.937280,0.081402,,2026-07-23,2026-07-24,2,21,4,2,1.000000,,1.000000,3.333333,1,0.6812080536912751,0.11073825503355705,0.0738255033557047,E 常规,96,1
1393,41.63145483158461,86.47307701744742,1619077.7965,1515985.8148,50992.9352,16059,725,-0.03149505,,-0.03149505,-0.03202704,-50992.9352,1619077.7965,OK,861.3365,3112.6190,4.0124,95.9876,AG03-B-v1,47880.3162,1451850.4530,50131.5987,47018.9797,2251.2825,0.03096306,0.02904059,0.00139047,100.8206,2091.0149,70.3351,6374.1169,1084.9561,202384.7246,90.6250,,100.8206,5.1431,15.0,51.4311,157.9354,340.8549,1320.5388,13.088,-2.3847,22.723657,88.035921,6.721372,4,1,3589,16,0E-8,0.03149505,,0.00056817,0.032748,0.936327,0.077589,,2026-03-22,2026-06-24,8,47,11,95,0.084211,,,0.000000,1,0.6778523489932886,0.21140939597315436,0.14093959731543623,E 常规,97,1
1508,27.596962189793924,130.44914056994918,1766858.5838,1597635.7073,54883.6957,16439,902,-0.03106287,-0.05559581,-0.02634259,-0.03227950,-54883.6957,1766858.5838,OK,2149.6221,2564.2887,4.0035,95.9965,AG03-B-v1,52319.4070,1530351.3449,52734.0736,50169.7849,414.6666,0.02984623,0.02839491,0.00023469,107.4797,1771.2148,60.8467,7840.5280,1097.6739,252408.3691,128.8571,70.7090,119.4293,5.137,15.4111,51.8914,165.3439,313.9678,1367.989,12.8426,-2.2009,20.372846,88.766527,6.974178,3,1,3124,16,0.16135917,0.03106287,0.05559581,0.00134550,0.041730,0.904224,0.077985,-0.02925321,2026-03-21,2026-08-02,7,50,10,135,0.051852,0.592058,0.657883,0.537864,1,0.674496644295302,0.21476510067114093,0.16778523489932887,E 常规,98,1
2186,51.72169568992273,69.60328643481445,1733491.7796,1560934.6903,55794.0677,15111,720,-0.03218594,,-0.03218594,-0.03299043,-55794.0677,1733491.7796,OK,1394.5695,2079.6330,4.0368,95.9632,AG03-B-v1,53714.4347,1495268.7656,54399.4982,52319.8652,685.0635,0.03138146,0.03018178,0.00039519,114.7172,2167.9648,77.4918,11158.8135,1162.3764,346698.3559,144.0000,,114.7172,5.1891,15.7362,52.3519,208.025,367.7787,1570.5573,12.1788,-2.5946,23.371442,99.805089,7.289999,4,1,2889,16,0E-8,0.03218594,,0.00089342,0.036205,0.900457,0.107736,,2026-04-08,2026-05-17,5,48,11,40,0.125000,,,0.000000,1,0.6711409395973155,0.20469798657718122,0.15771812080536912,E 常规,99,1
