dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
1941,27.479852348671145,131.00507070861633,64440958.0230,57988306.2183,1251658.2644,634322,27492,-0.01942333,-0.02861978,-0.01798242,-0.02005752,-1251658.2644,64440958.0230,OK,40867.5876,48765.1152,4.0109,95.9891,AG03-B-v1,1202893.1492,55595075.7863,1210790.6768,1162025.5616,7897.5276,0.01878915,0.01803241,0.00012255,101.5903,2109.2793,45.5281,12035.1756,874.6738,619624.5964,264.3462,108.3783,100.6030,4.9908,13.1659,51.6793,166.3617,308.2568,1318.8088,12.2633,-2.1082,23.413334,100.168803,7.716189,9,1,91522,16,0.13545743,0.01942333,0.02861978,0.00070476,0.039804,0.899867,0.076324,-0.01063736,2026-03-21,2026-08-06,104,1431,217,139,0.748201,1.077287,1.066818,0.451525,4,0.2214765100671141,0.4261744966442953,0.6577181208053692,E 常规,233,1
2201,44.614732437475816,80.69083469334102,60015911.7628,53631802.2025,1272535.8952,540306,27611,-0.02120331,-0.05101378,-0.01251035,-0.02193765,-1272535.8952,60015911.7628,OK,44072.0482,51048.1542,4.0215,95.9785,AG03-B-v1,1221487.7410,51402912.0749,1228463.8470,1177415.6928,6976.1060,0.02046897,0.01961839,0.00011624,111.0776,1942.4071,46.0880,10970.1370,711.7091,517378.5497,238.0259,113.2430,110.4617,5.1431,15.7056,52.6635,189.7427,385.733,1552.5944,12.8427,-2.5235,24.560265,98.856269,7.072498,6,1,90610,16,0.22577112,0.02120331,0.05101378,0.00082175,0.043677,0.893626,0.090508,-0.03850343,2026-03-21,2026-08-06,116,1788,309,139,0.834532,1.025178,1.019494,0.752570,4,0.2181208053691275,0.37583892617449666,0.6174496644295302,E 常规,234,1
2152,44.07215302403855,81.68423262726533,65046995.0265,58455790.2667,1306814.6301,568443,28714,-0.02009032,-0.02161400,-0.01965646,-0.02080401,-1306814.6301,65046995.0265,OK,46423.6928,54625.2627,4.0231,95.9769,AG03-B-v1,1252189.3674,56018676.0207,1260390.9373,1205765.6745,8201.5699,0.01937662,0.01853684,0.00012609,114.4301,2035.7940,45.5114,11463.2862,720.0081,570587.6757,251.8772,122.5288,112.3163,5.1431,15.7056,52.3519,187.3031,387.2571,1554.2983,12.8578,-2.2869,24.657307,98.964764,7.285956,6,1,93492,16,0.22163189,0.02009032,0.02161400,0.00079417,0.044334,0.898670,0.089939,-0.00195753,2026-03-22,2026-08-06,114,1815,309,138,0.826087,1.090926,1.070774,0.738773,4,0.21476510067114093,0.40939597315436244,0.6711409395973155,E 常规,235,1
1654,27.49807888384871,130.9182366959642,68435382.2039,61899159.2048,1306038.0261,668336,29007,-0.01908425,-0.03701811,-0.01325412,-0.01980704,-1306038.0261,68435382.2039,OK,49464.3544,47285.5796,4.0135,95.9865,AG03-B-v1,1258752.4465,59348261.0967,1256573.6718,1209288.0921,-2178.7747,0.01836146,0.01767051,-0.00003184,102.3967,2133.9387,45.0249,12092.9447,805.2022,633660.9463,268.5833,107.9778,100.7045,5.0222,14.3073,51.6356,167.7142,319.6178,1381.0471,12.8426,-2.1082,22.339428,96.527165,7.156932,7,1,99736,16,0.24533483,0.01908425,0.03701811,0.00079911,0.039735,0.904491,0.080856,-0.02376399,2026-03-21,2026-08-06,108,1622,241,139,0.776978,1.072225,1.054505,0.817783,4,0.21140939597315436,0.4395973154362416,0.7281879194630873,E 常规,236,1
2239,45.68628251550792,78.7982694538126,58105742.4187,52546087.3807,1323284.9486,502197,25938,-0.02277374,-0.02225967,-0.02297078,-0.02362302,-1323284.9486,58105742.4187,OK,49348.3193,59453.4072,4.0261,95.9739,AG03-B-v1,1263831.5414,50342671.4899,1273936.6293,1214483.2221,10105.0880,0.02192445,0.02090126,0.00017391,115.7031,2025.8342,51.0172,12140.2289,792.8610,533080.2057,237.9633,120.5727,113.9392,5.1636,16.6362,55.0268,200.0,406.9207,1663.6167,12.9089,-2.5818,24.460005,99.999997,6.954912,6,1,82009,16,0.27709278,0.02277374,0.02225967,0.00093914,0.043707,0.904318,0.093147,0.00071111,2026-03-21,2026-08-06,109,1669,249,139,0.784173,1.058220,1.042088,0.923643,3,0.2080536912751678,0.33221476510067116,0.5939597315436241,E 常规,237,1
2170,40.97269560720625,87.86339162334329,102577781.3449,92804703.6967,1324990.0443,961092,23359,-0.01291693,-0.01796322,-0.01139232,-0.01342618,-1324990.0443,102577781.3449,OK,52237.2488,52923.1793,3.9811,96.0189,AG03-B-v1,1272066.8650,89050243.4556,1272752.7955,1219829.6162,685.9306,0.01240768,0.01189175,0.00000669,106.7304,3972.9742,56.7229,16158.4152,933.7492,1250948.5530,284.8659,114.5369,104.5770,5.1431,15.8068,52.3519,176.5201,344.5344,1500.0,12.9089,-2.5716,21.796644,94.89608,6.752201,4,1,118925,16,0.23202440,0.01291693,0.01796322,0.00056287,0.038266,0.904725,0.067352,-0.00657090,2026-03-22,2026-08-04,82,1419,191,136,0.602941,1.095240,1.073142,0.773415,5,0.20469798657718122,0.6308724832214765,0.9328859060402684,E 常规,238,1
1957,43.892991618910784,82.0176494520137,64723339.0701,57945370.7644,1366748.7996,589508,30845,-0.02111678,-0.01431950,-0.02304873,-0.02181372,-1366748.7996,64723339.0701,OK,45108.0411,57078.8525,4.0194,95.9806,AG03-B-v1,1309669.9470,55532500.7054,1321640.7585,1264561.9060,11970.8115,0.02041985,0.01953796,0.00018495,109.7921,1878.5985,44.3102,12424.9891,695.5465,588393.9915,280.4091,113.7072,108.7281,5.1431,15.5674,52.3519,184.5128,367.8254,1542.2635,12.6037,-2.2194,23.627878,99.069867,7.05268,6,1,94502,16,0.22131881,0.02111678,0.01431950,0.00077846,0.044188,0.895278,0.087946,0.00872922,2026-03-21,2026-08-06,110,1965,308,139,0.791367,1.045794,1.035659,0.737729,4,0.20134228187919462,0.37919463087248323,0.6610738255033557,E 常规,239,1
1951,27.46496237224739,131.0760943782579,67364844.9775,60771697.2868,1369358.7875,648746,29004,-0.02032750,-0.02021572,-0.02036534,-0.02101470,-1369358.7875,67364844.9775,OK,46293.0108,55687.2609,4.0048,95.9952,AG03-B-v1,1313671.5266,58273014.9052,1323065.7767,1267378.5158,9394.2501,0.01964030,0.01881365,0.00013945,103.8386,2095.2868,47.2128,12679.2480,869.4342,623748.5646,268.5556,113.8470,100.8373,5.0,14.3073,51.6356,170.3591,329.4148,1358.7423,12.6041,-2.1082,23.024209,94.968321,7.257721,7,1,95199,16,0.25292638,0.02032750,0.02021572,0.00076175,0.038649,0.902128,0.079214,0.00014962,2026-03-21,2026-08-06,108,1575,221,139,0.776978,1.129017,1.096385,0.843088,4,0.19798657718120805,0.3959731543624161,0.7080536912751678,D VIP 优质 · 加码留存，严禁误伤,240,1
2121,27.41468673623023,131.31647407235823,73820598.0809,66475171.1478,1375115.8665,720703,31143,-0.01862781,0.00502654,-0.02754798,-0.01933422,-1375115.8665,73820598.0809,OK,52147.6975,53396.3982,4.0074,95.9926,AG03-B-v1,1321719.4682,63739821.2041,1322968.1690,1269571.7707,1248.7008,0.01792140,0.01719807,0.00001692,102.4286,2134.5141,44.1549,11854.4471,864.3092,636384.4662,268.4741,103.4733,102.0401,5.0,14.3073,51.6356,172.2622,332.7233,1381.7966,12.588,-2.1082,23.255459,96.579687,7.159174,7,1,103502,16,0.27383909,0.01862781,-0.00502654,0.00078447,0.040931,0.900496,0.076697,0.03257452,2026-03-21,2026-08-06,116,1591,233,139,0.834532,1.014046,1.010200,0.912797,4,0.19463087248322147,0.4563758389261745,0.802013422818792,D VIP 优质 · 加码留存，严禁误伤,241,1
1714,27.41381436052406,131.32065288893202,56897374.0233,51451799.9974,1390098.1969,566402,24992,-0.02443168,-0.00894997,-0.02815915,-0.02526408,-1390098.1969,56897374.0233,OK,47361.7568,53528.5700,4.0100,95.9900,AG03-B-v1,1336569.6269,49302598.2120,1342736.4401,1289207.8701,6166.8132,0.02359927,0.02265848,0.00010838,100.4540,2058.7308,55.6217,14788.2787,1091.1289,605291.2130,265.8723,107.9472,98.8028,5.1098,14.54,51.8914,170.4158,329.431,1352.6362,12.6494,-2.1082,22.65685,93.028523,6.908799,7,1,82758,16,0.19404647,0.02443168,0.00894997,0.00092051,0.040692,0.904291,0.077318,0.01920918,2026-03-23,2026-08-06,94,1274,164,137,0.686131,1.092553,1.074593,0.646822,3,0.1912751677852349,0.3053691275167785,0.5838926174496645,D VIP 优质 · 加码留存，严禁误伤,242,1
526,27.462980635233215,131.0855528689932,72594705.3881,65622300.5272,1407691.2439,695892,33650,-0.01939110,-0.00611962,-0.02291181,-0.02009645,-1407691.2439,72594705.3881,OK,51204.9710,63555.7037,4.0146,95.9854,AG03-B-v1,1344135.5402,62911808.7647,1356486.2729,1292930.5692,12350.7327,0.01868575,0.01781026,0.00017013,104.3189,1950.1427,41.8333,12681.9031,817.9496,654006.3548,303.1532,109.7580,102.9653,5.137,14.7043,51.8914,176.243,339.1022,1422.8429,12.6494,-2.1082,23.061369,96.763478,7.094432,7,1,98629,16,0.20966367,0.01939110,0.00611962,0.00078030,0.041742,0.903954,0.076125,0.01679219,2026-03-21,2026-08-06,111,1721,231,139,0.798561,1.065971,1.052139,0.698879,4,0.18791946308724833,0.42953020134228187,0.785234899328859,D VIP 优质 · 加码留存，严禁误伤,243,1
1210,40.97786424957561,87.85230919001064,112060707.2021,100592251.0054,1429129.1605,1031976,26378,-0.01275317,-0.01770973,-0.01133597,-0.01325782,-1429129.1605,112060707.2021,OK,56551.1628,58974.7581,3.9850,96.0150,AG03-B-v1,1370154.4024,96529361.3251,1372577.9977,1313603.2396,2423.5953,0.01224852,0.01172225,0.00002163,108.5885,3813.4904,54.1788,15043.4648,952.7528,1179586.3916,277.6632,109.6267,108.2952,5.1629,15.7056,52.3519,174.6622,340.5389,1500.0,12.8827,-2.5716,21.682682,95.507499,6.91401,4,1,122680,16,0.22234917,0.01275317,0.01770973,0.00056218,0.037573,0.897659,0.066473,-0.00637377,2026-03-22,2026-08-05,95,1500,230,137,0.693431,1.012294,1.009561,0.741164,5,0.18456375838926176,0.6342281879194631,0.9832214765100671,D VIP 优质 · 加码留存，严禁误伤,244,1
2242,46.58794903242453,77.2732020783841,65745926.9287,59538579.1260,1415736.6577,592000,29778,-0.02153345,-0.03769379,-0.01614177,-0.02212889,-1415736.6577,65745926.9287,OK,39147.8103,55199.7149,4.0210,95.9790,AG03-B-v1,1360536.9428,57080588.0001,1376588.8474,1321389.1325,16051.9046,0.02093801,0.02009842,0.00024415,111.0573,1999.4150,47.5430,13612.8525,742.3894,632172.3743,286.3269,107.6497,112.2427,5.1431,16.4572,54.1521,200.0,395.7546,1500.0,12.9089,-2.5716,24.047531,91.145606,6.748257,6,1,90743,16,0.25017054,0.02153345,0.03769379,0.00065752,0.043263,0.905586,0.093438,-0.02155203,2026-03-22,2026-08-05,104,1907,293,137,0.759124,0.959080,0.969317,0.833902,4,0.18120805369127516,0.36577181208053694,0.6912751677852349,D VIP 优质 · 加码留存，严禁误伤,245,1
2241,46.34485239174185,77.67852985203338,58815742.5064,52954809.8639,1433819.7886,514521,26725,-0.02437816,-0.06229469,-0.01186641,-0.02503520,-1433819.7886,58815742.5064,OK,38643.8445,54891.4684,4.0212,95.9788,AG03-B-v1,1378928.3202,50773762.1213,1395175.9441,1340284.4757,16247.6239,0.02372113,0.02278785,0.00027625,114.3116,1981.4709,53.6509,14483.0282,808.6970,594098.4092,269.9495,119.1567,112.7982,5.1431,17.0416,59.0581,204.3903,410.9403,1663.6167,12.9089,-2.5716,24.113975,97.621024,6.707807,5,1,80805,16,0.24810984,0.02437816,0.06229469,0.00072975,0.042953,0.900351,0.091613,-0.05042828,2026-03-21,2026-08-06,99,1773,266,139,0.712230,1.056371,1.042385,0.827033,4,0.17785234899328858,0.3087248322147651,0.6040268456375839,D VIP 优质 · 加码留存，严禁误伤,246,1
2235,41.00231042490644,87.7999303622953,101037746.0832,90160787.2615,1473996.0763,943672,21432,-0.01458857,-0.01160195,-0.01532009,-0.01514314,-1473996.0763,101037746.0832,OK,56032.4983,56869.8841,3.9764,96.0236,AG03-B-v1,1417126.1922,86515104.0152,1417963.5779,1361093.6939,837.3857,0.01403400,0.01347114,0.00000829,107.0687,4206.8303,68.7755,18897.3856,1099.9971,1295355.7190,274.7692,127.2139,103.0709,5.1431,15.4293,51.8914,172.6797,340.5385,1479.9618,12.8578,-2.5716,22.070866,95.918788,6.939302,4,1,115536,16,0.19674399,0.01458857,0.01160195,0.00062147,0.037115,0.892348,0.067140,0.00371814,2026-03-23,2026-08-06,78,1340,175,137,0.569343,1.234236,1.188152,0.655813,5,0.174496644295302,0.5838926174496645,0.9161073825503355,D VIP 优质 · 加码留存，严禁误伤,247,1
1353,27.471123849098454,131.04669542371653,65559960.6726,59079445.0768,1471205.5778,638001,28587,-0.02244061,-0.05099468,-0.01492369,-0.02312748,-1471205.5778,65559960.6726,OK,45031.2801,62329.1848,4.0038,95.9962,AG03-B-v1,1408876.3930,56642593.9649,1426174.2976,1363845.1129,17297.9046,0.02175374,0.02080302,0.00026385,102.7584,2066.6543,51.4641,13622.2739,949.1649,607036.6729,264.6944,101.1475,103.1910,5.0429,13.9973,51.6356,169.0776,319.761,1363.2563,12.2634,-2.1006,22.844452,97.394116,7.341292,7,1,94485,16,0.20839232,0.02244061,0.05099468,0.00076222,0.040999,0.901151,0.075395,-0.03607099,2026-03-21,2026-08-06,108,1550,236,139,0.776978,0.980196,0.984323,0.694641,4,0.17114093959731544,0.348993288590604,0.6879194630872483,D VIP 优质 · 加码留存，严禁误伤,248,1
1331,40.97564194393936,87.85707384219445,100571530.8675,90611127.7320,1481573.9100,962871,22248,-0.01473154,-0.02188426,-0.01251522,-0.01520842,-1481573.9100,100571530.8675,OK,47960.4304,49429.8625,3.9830,96.0170,AG03-B-v1,1432144.0474,86966255.1548,1433613.4796,1384183.6170,1469.4321,0.01425466,0.01376318,0.00001461,104.4496,4072.7763,66.5936,17430.2813,1062.8220,1183194.4808,261.7412,112.9719,102.0639,5.1431,15.1666,51.8914,170.0506,330.1189,1467.042,12.8578,-2.5716,21.766208,96.728607,6.88683,4,1,120243,16,0.23655780,0.01473154,0.02188426,0.00052930,0.036599,0.900962,0.065994,-0.00936904,2026-03-22,2026-08-03,85,1394,192,135,0.629630,1.106874,1.081592,0.788526,5,0.16778523489932887,0.5805369127516778,0.9093959731543624,D VIP 优质 · 加码留存，严禁误伤,249,1
919,27.46771448763094,131.06296126753196,78689649.9774,70785737.0457,1505494.5684,777102,35731,-0.01913205,-0.04048054,-0.01290686,-0.01985130,-1505494.5684,78689649.9774,OK,56596.9849,56493.6311,4.0102,95.9898,AG03-B-v1,1449000.9373,67863373.0712,1448897.5835,1392403.9524,-103.3538,0.01841281,0.01769488,-0.00000131,101.2604,1981.0735,42.1341,12978.4015,810.7133,678359.0515,308.0259,102.5824,100.8813,5.0,14.0031,51.6356,169.9119,316.4585,1500.0,12.1272,-2.1006,22.599216,107.119346,7.231298,7,1,106743,16,0.22576576,0.01913205,0.04048054,0.00079955,0.040079,0.899556,0.081388,-0.02757367,2026-03-21,2026-08-06,116,1857,258,139,0.834532,1.016863,1.013056,0.752553,5,0.1644295302013423,0.436241610738255,0.8456375838926175,D VIP 优质 · 加码留存，严禁误伤,250,1
1157,27.465757936670276,131.07229766973018,69397171.5481,62675483.1878,1503702.1335,672155,30003,-0.02166806,-0.04783668,-0.01347061,-0.02243994,-1503702.1335,69397171.5481,OK,53566.1147,56182.8058,4.0092,95.9908,AG03-B-v1,1447519.3277,60086977.4499,1450136.0188,1393953.2130,2616.6910,0.02089618,0.02008660,0.00003771,103.2458,2088.9739,50.1184,15037.0213,1009.1961,693971.7155,300.0300,107.1904,102.0691,5.0,14.3073,51.6356,174.3633,339.6739,1500.0,12.6036,-2.1082,23.741266,104.841426,7.21629,7,1,93503,16,0.23853317,0.02166806,0.04783668,0.00085466,0.042173,0.903142,0.080394,-0.03436607,2026-03-26,2026-08-06,100,1490,191,134,0.746269,1.050175,1.038206,0.795111,4,0.1610738255033557,0.3624161073825503,0.7516778523489933,D VIP 优质 · 加码留存，严禁误伤,251,1
2222,45.24736934404081,79.56263650660452,69021824.6084,62351427.5418,1506820.1925,609085,30045,-0.02183107,0.00931932,-0.02858318,-0.02247668,-1506820.1925,69021824.6084,OK,44561.4038,67200.9756,4.0183,95.9817,AG03-B-v1,1439619.2169,59783518.6627,1462258.7887,1395057.8132,22639.5718,0.02118546,0.02021184,0.00032801,113.3205,2075.2680,50.1521,13102.7843,797.6814,600189.7792,261.2609,127.4022,110.6691,5.1431,16.3356,53.845,200.0,392.5543,1572.2876,12.8578,-2.5691,24.03061,96.249183,6.93703,6,1,98991,16,0.17814418,0.02183107,-0.00931932,0.00071468,0.043795,0.903358,0.090984,0.03790250,2026-03-21,2026-08-06,115,1889,327,139,0.827338,1.151199,1.124264,0.593814,4,0.15771812080536912,0.35906040268456374,0.738255033557047,D VIP 优质 · 加码留存，严禁误伤,252,1
1400,41.0290089739379,87.74279686567037,96310472.9985,86146280.8666,1528550.9397,903028,21421,-0.01587108,0.00478756,-0.02095295,-0.01639918,-1528550.9397,96310472.9985,OK,50862.2485,61371.3778,3.9860,96.0140,AG03-B-v1,1467179.5619,82658776.1404,1477688.6912,1416317.3134,10509.1292,0.01534297,0.01470575,0.00010912,106.6528,4021.5807,71.3576,21229.8742,1184.0054,1337645.4583,297.5139,130.8570,102.0113,5.1431,15.4907,52.3519,174.581,340.7281,1453.7271,12.8578,-2.5716,21.995703,93.845347,6.884972,4,1,109631,16,0.19742714,0.01587108,-0.00478756,0.00059042,0.038070,0.894464,0.064643,0.02574051,2026-03-22,2026-08-06,72,1291,163,138,0.521739,1.282770,1.226943,0.658090,5,0.15436241610738255,0.5469798657718121,0.8959731543624161,D VIP 优质 · 加码留存，严禁误伤,253,1
789,27.481256040117888,130.998379213258,68878294.7872,62431493.2693,1554581.3762,653273,29269,-0.02256997,-0.03090398,-0.02044165,-0.02335078,-1554581.3762,68878294.7872,OK,53780.6156,73028.8013,4.0103,95.9897,AG03-B-v1,1481552.5750,59843983.4363,1500800.7606,1427771.9593,19248.1856,0.02178917,0.02072891,0.00027945,105.4357,2133.0245,53.1136,13636.6787,961.3985,604195.5683,256.7456,109.5101,104.4433,5.0,14.2573,51.6356,170.4158,332.3244,1367.989,12.6037,-2.1082,23.309066,95.950067,7.395207,7,1,97552,16,0.20342713,0.02256997,0.03090398,0.00086143,0.042916,0.906403,0.079536,-0.01046233,2026-03-23,2026-08-06,114,1617,214,137,0.832117,1.048513,1.038644,0.678090,4,0.15100671140939598,0.3389261744966443,0.7348993288590604,D VIP 优质 · 加码留存，严禁误伤,254,1
2174,40.994594966466146,87.81645489959894,113881031.7035,101632461.9899,1578162.4301,1078041,24628,-0.01385799,-0.02342567,-0.01110572,-0.01442917,-1578162.4301,113881031.7035,OK,65046.4333,75894.4988,3.9799,96.0201,AG03-B-v1,1502267.9313,97519017.9335,1513115.9968,1437221.4980,10848.0655,0.01328681,0.01262038,0.00009526,105.6370,4126.7038,64.0800,18787.6480,1072.8501,1355726.5679,293.1905,116.1024,102.9671,5.1431,15.4907,51.8914,172.2655,339.8039,1475.8545,12.8578,-2.5716,21.93604,95.273784,6.819397,4,1,125793,16,0.22339936,0.01385799,0.02342567,0.00064002,0.037377,0.892444,0.067037,-0.01231995,2026-03-23,2026-08-06,84,1471,202,137,0.613139,1.127569,1.099070,0.744665,5,0.1476510067114094,0.5973154362416108,0.9932885906040269,D VIP 优质 · 加码留存，严禁误伤,255,1
948,27.46947970769663,131.05453901230322,83977624.0267,75953184.3591,1561253.9230,781210,35966,-0.01859131,-0.01484891,-0.01980172,-0.01933438,-1561253.9230,83977624.0267,OK,62401.2398,51120.5862,4.0081,95.9919,AG03-B-v1,1510133.3368,72803434.7792,1498852.6833,1447732.0970,-11280.6536,0.01784824,0.01723950,-0.00013433,107.4969,2111.8052,43.4092,13459.0855,835.3419,723945.0347,310.0517,120.7465,103.8125,5.0097,14.6924,51.8914,175.4478,340.5403,1579.7656,12.5928,-2.1082,23.177969,107.522549,7.316488,8,1,105628,16,0.24438839,0.01859131,0.01484891,0.00082158,0.039773,0.904446,0.076873,0.00495281,2026-03-21,2026-08-06,116,1869,233,139,0.834532,1.163121,1.123256,0.814628,5,0.14429530201342283,0.4597315436241611,0.8624161073825504,D VIP 优质 · 加码留存，严禁误伤,256,1
1115,43.88715738887577,82.0285526378727,73201419.2742,65715957.6050,1568132.2278,632490,33618,-0.02142216,-0.01657267,-0.02242569,-0.02208146,-1568132.2278,73201419.2742,OK,48261.7757,68722.8971,4.0169,95.9831,AG03-B-v1,1499409.3307,62972059.3111,1519870.4521,1451147.5550,20461.1214,0.02076285,0.01982404,0.00027952,115.7353,1954.7849,46.6456,13635.9324,762.3394,636534.0806,292.3304,122.3847,114.4485,5.1431,16.2572,52.8769,200.0,400.0,1663.4652,12.8578,-2.5716,24.604494,102.3218,7.119021,6,1,98809,16,0.17145570,0.02142216,0.01657267,0.00073440,0.041280,0.897742,0.085636,0.00585302,2026-03-21,2026-08-06,115,2057,320,139,0.827338,1.069343,1.057454,0.571519,4,0.14093959731543623,0.3724832214765101,0.7919463087248322,D VIP 优质 · 加码留存，严禁误伤,257,1
1330,40.93660227744041,87.94085976167861,106119285.6502,95049420.9767,1600649.0867,985326,23632,-0.01508349,-0.00594310,-0.01732042,-0.01559380,-1600649.0867,106119285.6502,OK,54154.0699,68571.7009,3.9872,96.0128,AG03-B-v1,1532077.3858,91198275.9811,1546495.0168,1477923.3159,14417.6310,0.01457318,0.01392700,0.00013586,107.6997,4022.0642,67.7323,18612.1987,1134.4076,1233945.1820,274.7907,114.7753,106.0990,5.1431,15.567,51.9399,175.886,344.5306,1500.0,12.8578,-2.5716,22.132137,96.357789,6.918468,5,1,119873,16,0.19661292,0.01508349,0.00594310,0.00056975,0.037868,0.895685,0.065152,0.01137732,2026-03-21,2026-08-06,86,1411,210,139,0.618705,1.081776,1.065698,0.655376,5,0.13758389261744966,0.5637583892617449,0.9530201342281879,D VIP 优质 · 加码留存，严禁误伤,258,1
2153,27.477883046417688,131.01445966265348,79034983.6141,71284822.8726,1608679.0537,758207,32968,-0.02035401,-0.03522085,-0.01580306,-0.02117486,-1608679.0537,79034983.6141,OK,64876.0031,63197.8145,4.0035,95.9965,AG03-B-v1,1545481.2392,68314320.2391,1543803.0505,1480605.2361,-1678.1887,0.01953316,0.01873354,-0.00002123,104.2393,2162.2429,48.7952,13749.3936,970.8383,675512.6805,281.7778,102.3503,104.8316,5.0,13.7158,51.6356,170.4158,323.6367,1367.989,12.4623,-2.1006,23.595841,99.737934,7.599926,7,1,105933,16,0.23437029,0.02035401,0.03522085,0.00091010,0.038424,0.901940,0.077181,-0.01941779,2026-03-21,2026-08-06,117,1657,228,139,0.841727,0.976330,0.981878,0.781234,5,0.1342281879194631,0.3926174496644295,0.8489932885906041,D VIP 优质 · 加码留存，严禁误伤,259,1
2271,27.461110112376375,131.09448180601868,58630385.7932,52870391.1257,1584820.9508,540605,25102,-0.02703071,-0.03083691,-0.02493302,-0.02774632,-1584820.9508,58630385.7932,OK,41956.2521,62047.5750,4.0046,95.9954,AG03-B-v1,1522773.3758,50690593.2260,1542864.6987,1480817.1237,20091.3230,0.02631510,0.02525682,0.00034268,108.4533,2106.2223,63.1352,16859.7973,1158.4948,623727.5084,267.0426,125.3136,100.9665,5.1431,14.7043,51.6356,172.4048,339.6739,1500.0,12.8578,-2.1006,23.100252,102.010712,7.375598,7,1,83620,16,0.35530645,0.02703071,0.03083691,0.00079357,0.042221,0.901758,0.083732,-0.00590390,2026-04-20,2026-08-06,94,1368,179,109,0.862385,1.241140,1.155461,1.184355,3,0.13087248322147652,0.2550335570469799,0.6006711409395973,D VIP 优质 · 加码留存，严禁误伤,260,1
1383,27.46520229020043,131.07494938365986,77909009.3148,70471589.1083,1638842.6336,723291,33884,-0.02103534,-0.04549386,-0.01381905,-0.02179269,-1638842.6336,77909009.3148,OK,59004.2652,64870.5081,4.0115,95.9885,AG03-B-v1,1573972.1255,67561879.2961,1579838.3684,1514967.8603,5866.2429,0.02027799,0.01944535,0.00007530,107.7146,2079.7895,48.3663,14764.3481,923.2916,701882.9668,305.2613,109.9092,107.0838,5.0,14.54,51.9286,173.2652,337.7996,1500.0,12.6546,-2.1082,23.232408,103.163572,7.408149,8,1,103307,16,0.22782428,0.02103534,0.04549386,0.00083728,0.041747,0.904537,0.081003,-0.03167481,2026-03-22,2026-08-06,111,1775,242,138,0.804348,1.026385,1.020374,0.759414,5,0.12751677852348994,0.3825503355704698,0.8389261744966443,D VIP 优质 · 加码留存，严禁误伤,261,1
1318,40.95981367230753,87.89102481767195,113420882.3955,101806533.9884,1644505.9301,1159931,24064,-0.01449915,-0.02812371,-0.01085186,-0.01496797,-1644505.9301,113420882.3955,OK,53174.1794,63315.7758,3.9876,96.0124,AG03-B-v1,1581190.1543,97699148.0259,1591331.7507,1528015.9749,10141.5965,0.01403032,0.01347209,0.00008942,97.7824,4230.6572,68.3388,22527.4785,1132.5798,1553710.7177,329.6438,122.1855,92.8198,5.1431,15.4286,51.8914,167.8561,311.5718,1308.7977,12.8578,-2.5716,20.194435,84.82935,6.337741,5,1,138823,16,0.21116957,0.01449915,0.02812371,0.00052231,0.038860,0.897600,0.065088,-0.01727185,2026-03-23,2026-08-05,73,1452,161,136,0.536765,1.316373,1.249564,0.703899,5,0.12416107382550336,0.587248322147651,0.9865771812080537,D VIP 优质 · 加码留存，严禁误伤,262,1
1704,27.467301818467245,131.0649303594717,74328457.6092,66928656.5008,1648978.7635,708242,29592,-0.02218503,-0.01223882,-0.02512172,-0.02285201,-1648978.7635,74328457.6092,OK,49575.7659,67722.2694,4.0044,95.9956,AG03-B-v1,1581256.4941,64192439.5468,1599402.9977,1531680.7283,18146.5036,0.02151804,0.02060692,0.00024414,104.9478,2261.7145,55.7238,14464.7260,1084.8544,652004.0141,259.5789,104.2485,105.1561,5.0,13.8769,51.6356,170.2707,324.2984,1367.989,12.4005,-2.1006,23.369611,98.580109,7.562757,7,1,103274,16,0.22795318,0.02218503,0.01223882,0.00074073,0.040056,0.900445,0.078036,0.01288290,2026-03-22,2026-08-06,114,1520,238,138,0.826087,0.991369,0.993337,0.759844,5,0.12080536912751678,0.3523489932885906,0.8053691275167785,D VIP 优质 · 加码留存，严禁误伤,263,1
