未处置_注单行数,已处置_注单行数,未处置_局键数,已处置_局键数,未处置_会员数,已处置_会员数,未处置_IP数,已处置_IP数,未处置_单局最大会员数,已处置_单局最大会员数,单局最大会员数_差额,剔除行数,剔除占比
140581826,140581708,6776893,6776823,797113,797111,1433507,1433507,256,256,0,118,8E-7
