行数,dt等于账务日,dt等于下注日,账务日等于下注日,账务日不可用,开局时间不可用,下注时间不可用,下注时间纪元哨兵,开局时间纪元哨兵,账务日最小,账务日最大,下注早于开局_时序异常,下注距开局秒_最小,下注距开局秒_P50,下注距开局秒_P99,下注距开局秒_P999,下注距开局秒_最大
135518462,135518462,83193399,83193399,0,0,0,0,0,2026-03-21,2026-08-18,3,-1,11.0,25.0,25.0,215
