member_id,treat_time,treat_field,n_treat_events,n_pre,n_post,d_pre,d_post,stake_pre,stake_post,d_stake,d_validbet,d_revenue,hold_pre_pct,hold_post_pct,d_hold_pct,roi_pre,roi_post,d_roi,d_bets_per_day,verdict_exposure,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_post_xagg,roi_non_post,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_post,avg_stake_non_post,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_post,hold_rate,hold_rate_post,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_post,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_post,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
51576515,2026-04-23 07:04:23,mem015,2,807,4034,13,54,7339821.39,36970571.97,29630750.58,26916986.88,-960092.16,0.867617,-2.696071,-3.563688,-0.007775,0.024426,0.032200,12.6268,★ 平台毛利下降 —— 处置后少赚（须并读 ΔStake 判其系收敛抑或流失）,44310393.3643,40071398.1157,-845962.2664,4841,4841,0.01909173,-0.09240317,0.02608662,0.01909173,845962.2664,44310393.3643,OK,0.0000,-33838.4907,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-33838.4907,4.000000,4.000000,4.000000,4.000000,4.000000,96.000000,96.000000,96.000000,96.000000,96.000000,5.0,-169192.4533,-156187.7312,-676769.8131,-689774.5352,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-812123.7758,38468542.1911,-845962.2664,-812123.7758,-33838.4907,-0.01909173,-0.01832807,-33838.4907,-812123.7758,-0.01832807,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-812123.7758,-0.01832807,-169192.4533,-156187.7312,-676769.8131,-689774.5352,-0.01527339,-0.01556688,-0.00076367,9153.1488,8277.5043,-174.7495,-12817.6101,-864.1085,671369.5964,73.3485,9724.1778,9119.5515,3396.739,6765.8999,13531.7998,20297.6992,20519.8359,20689.6543,6765.8999,0.0,3.032832,3.057931,1.352835,29,175,51,2,0.05903364,-0.01909173,0.09240317,0E-8,0.000000,0.904334,0.000207,-0.11848979,2026-03-30,2026-08-05,66,979,614,129,0.511628,1.066300,1.062386,0.196779,5,0.0,0.8,0.8,0.9945945945945946,0.9945945945945946,0.9938650306748467,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.0267616,A 净亏最大十分位 · 优先复核,1,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
88880754,2026-05-18 06:53:04,mem015,4,1106,765,11,4,441777.23,1373013.55,931236.31,796175.82,-24050.36,-14.089609,-6.759013,7.330596,0.129490,0.059181,-0.070309,90.7045,★ 平台毛利下降 —— 处置后少赚（须并读 ΔStake 判其系收敛抑或流失）,1814790.7831,1608204.4499,-152935.8599,1871,1458,0.08427190,0.11623340,0.07921422,0.07629641,152935.8599,1814790.7831,OK,14473.8400,-9176.1516,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-9176.1516,-15293.5860,-15293.5860,0.0000,0.0000,6.000000,10.000000,10.000000,0.000000,0.000000,94.000000,90.000000,90.000000,100.000000,100.000000,3.0,-39763.3236,-36490.4962,-127646.3763,-130919.2037,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-143759.7083,1511712.1829,-167409.6999,-158233.5483,-23649.9916,-0.09224738,-0.08719107,-9176.1516,-158233.5483,-0.08719107,-9176.1516,-15293.5860,-15293.5860,0.0000,0.0000,-158233.5483,-0.08719107,-39763.3236,-36490.4962,-127646.3763,-130919.2037,-0.07033669,-0.07214011,-0.01303180,969.9577,1103.0209,-104.8943,-10195.7240,-817.8388,120986.0522,97.2000,2361.3569,887.2301,87.2905,433.163,1003.8408,2590.2263,3465.3037,8657.1338,349.162,-43.2524,8.0,19.985859,2.239244,26,97,14,8,0.13662317,-0.08427190,-0.11623340,0.00900000,0.900000,0.886165,0.000000,0.03701919,2026-05-04,2026-07-08,15,187,131,66,0.227273,2.661493,2.434495,0.455411,4,0.005405405405405406,0.8810810810810811,0.8810810810810811,0.772972972972973,0.772972972972973,0.7423312883435583,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.04876418,A 净亏最大十分位 · 优先复核,2,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
148307050,2026-04-12 23:53:55,mem016,1,5220,0,7,0,2000562.84,0.00,-2000562.84,-1710654.30,131380.27,-7.680118,,,0.065672,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,2000562.8353,1710654.2960,-146776.1543,5220,2318,0.07336743,,0.07336743,0.06567165,146776.1543,2000562.8353,OK,15395.8887,-8806.5693,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-8806.5693,-14677.6154,-14677.6154,0.0000,0.0000,6.000000,10.000000,10.000000,0.000000,0.000000,94.000000,90.000000,90.000000,100.000000,100.000000,3.0,-38161.8001,-35020.7904,-124010.2428,-127151.2525,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-137969.5850,1608015.0383,-162172.0429,-153365.4737,-24202.4579,-0.08106321,-0.07666116,-8806.5693,-153365.4737,-0.07666116,-8806.5693,-14677.6154,-14677.6154,0.0000,0.0000,-153365.4737,-0.07666116,-38161.8001,-35020.7904,-124010.2428,-127151.2525,-0.06198768,-0.06355774,-0.01209782,383.2496,737.9872,-63.3202,-20968.0220,-611.5673,285794.6908,331.1429,,383.2496,43.9715,87.943,395.7436,945.3874,1758.8602,4397.1509,87.943,-43.5758,19.999999,50.000001,4.357931,29,85,5,8,0E-8,-0.07336743,,0.00900000,0.900000,0.855087,0.853831,,2026-04-06,2026-04-12,7,240,126,7,1.000000,,,0.000000,4,0.010810810810810811,0.8648648648648649,0.8648648648648649,0.7945945945945946,0.7945945945945946,0.7668711656441718,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.03867434,A 净亏最大十分位 · 优先复核,3,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
152019521,2026-07-06 04:12:06,mem015,1,957,183,5,4,3321611.72,690692.93,-2630918.78,-2379780.76,75909.01,-3.651683,-5.505901,-1.854218,0.032680,0.047261,0.014580,-145.6500,◐ 平台毛利上升或持平,4012304.6530,3565514.4566,-141194.3330,1140,1040,0.03519033,1.00000000,0.03437285,0.03519033,141194.3330,4012304.6530,OK,0.0000,-5647.7733,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-5647.7733,-5647.7733,-5647.7733,-5647.7733,-5647.7733,4.000000,4.000000,4.000000,4.000000,4.000000,96.000000,96.000000,96.000000,96.000000,96.000000,5.0,-28238.8666,-26068.3288,-112955.4664,-115126.0042,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-135546.5597,3422893.8783,-141194.3330,-135546.5597,-5647.7733,-0.03519033,-0.03378272,-5647.7733,-135546.5597,-0.03378272,-5647.7733,-5647.7733,-5647.7733,-5647.7733,-5647.7733,-135546.5597,-0.03378272,-28238.8666,-26068.3288,-112955.4664,-115126.0042,-0.02815227,-0.02869324,-0.00140761,3519.5655,3428.3793,-135.7638,-17649.2916,-536.8606,501538.0816,130.0000,3396.7391,3519.6733,1358.6957,3396.739,6793.478,6793.478,6793.478,6793.478,3382.95,0.0,2.0,2.0,1.03616,29,103,2,6,0.00084658,-0.03519033,-1.00000000,0E-8,0.000000,0.888645,0.914912,0.96562715,2026-06-24,2026-07-11,8,263,114,18,0.444444,0.965072,0.965102,0.002822,5,0.016216216216216217,0.8216216216216217,0.8216216216216217,0.8864864864864865,0.8864864864864865,0.8711656441717791,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05773817,A 净亏最大十分位 · 优先复核,4,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
146068101,2026-04-06 08:34:40,mem015,3,2005,529,16,2,1256402.27,1092624.21,-163778.06,-144144.18,69369.21,-6.626808,-0.544752,6.082055,0.059477,0.004903,-0.054573,139.1875,◐ 平台毛利上升或持平,2349026.4845,2111145.4520,-99084.8038,2534,2059,0.04218122,,0.04218122,0.03409263,99084.8038,2349026.4845,OK,19000.3091,-5945.0882,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-5945.0882,-9908.4804,-9908.4804,0.0000,0.0000,6.000000,10.000000,10.000000,0.000000,0.000000,94.000000,90.000000,90.000000,100.000000,100.000000,3.0,-25762.0490,-23641.6342,-92323.0639,-94443.4787,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-93139.7156,1984476.7249,-118085.1129,-112140.0246,-24945.3973,-0.05026981,-0.04773894,-5945.0882,-112140.0246,-0.04773894,-5945.0882,-9908.4804,-9908.4804,0.0000,0.0000,-112140.0246,-0.04773894,-25762.0490,-23641.6342,-92323.0639,-94443.4787,-0.03930269,-0.04020537,-0.01061946,927.0033,1025.3256,-48.1228,-5504.7113,-319.6284,130501.4714,114.3889,,927.0033,175.3309,351.7721,879.4301,2198.5754,3517.7205,8354.5859,350.6619,-86.8765,9.999999,23.749998,2.635239,30,123,18,8,0E-8,-0.04218122,,0.00900000,0.900000,0.898732,0.000000,,2026-03-21,2026-04-30,18,310,194,41,0.439024,,,0.000000,5,0.021621621621621623,0.8378378378378378,0.8378378378378378,0.8216216216216217,0.8216216216216217,0.7975460122699386,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.04103472,A 净亏最大十分位 · 优先复核,5,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
149241109,2026-05-04 03:40:58,mem015,5,4917,11756,2,2,1855245.80,12848521.30,10993275.50,9977910.06,-74312.85,-0.546358,-0.716279,-0.169922,0.004927,0.006495,0.001568,3419.5000,★ 平台毛利下降 —— 处置后少赚（须并读 ΔStake 判其系收敛抑或流失）,14703767.0996,13324317.5908,-92596.1978,16673,16552,0.00629745,,0.00629745,0.00629745,92596.1978,14703767.0996,OK,0.0000,-5555.7719,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-5555.7719,-5555.7719,-18519.2396,-18519.2396,-18519.2396,6.000000,6.000000,20.000000,20.000000,20.000000,94.000000,94.000000,80.000000,80.000000,80.000000,5.0,-66669.2624,-50705.3816,-25926.9354,-41890.8162,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-87040.4260,12524858.5353,-92596.1978,-87040.4260,-5555.7719,-0.00629745,-0.00591960,-5555.7719,-87040.4260,-0.00591960,-5555.7719,-5555.7719,-18519.2396,-18519.2396,-18519.2396,-87040.4260,-0.00591960,-66669.2624,-50705.3816,-25926.9354,-41890.8162,-0.00176329,-0.00284899,-0.00037785,881.8909,804.9974,-5.5943,-23149.0495,-69.7786,3675941.7749,4138.0000,,881.8909,436.4525,872.905,872.905,1745.8101,1745.8101,4364.5249,527.6581,0.0,2.0,5.0,1.010294,29,141,4,5,0E-8,-0.00629745,,0E-8,0.000000,0.906184,0.000000,,2026-04-27,2026-05-04,4,1327,116,8,0.500000,,,0.000000,5,0.02702702702702703,0.7513513513513513,0.7513513513513513,0.9621621621621622,0.9621621621621622,0.9570552147239264,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01447286,A 净亏最大十分位 · 优先复核,6,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
149354571,2026-05-05 19:55:26,mem015,5,194,1308,5,15,365109.99,6950840.61,6585730.62,6118139.84,144563.11,-15.610164,1.460927,17.071092,0.138203,-0.013539,-0.151741,48.4000,◐ 平台毛利上升或持平,7315950.5936,6764630.7612,-17236.8619,1502,1158,0.00235607,,0.00235607,-0.00596571,17236.8619,7315950.5936,OK,60881.6769,-1034.2117,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1034.2117,-1206.5803,-1206.5803,-1206.5803,-1206.5803,6.000000,7.000000,7.000000,7.000000,7.000000,94.000000,93.000000,93.000000,93.000000,93.000000,5.0,-5860.5330,-5116.4369,-72258.0057,-73002.1019,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-16202.6502,6358752.9155,-78118.5388,-77084.3270,-61915.8886,-0.01067784,-0.01053647,-1034.2117,-77084.3270,-0.01053647,-1034.2117,-1206.5803,-1206.5803,-1206.5803,-1206.5803,-77084.3270,-0.01053647,-5860.5330,-5116.4369,-72258.0057,-73002.1019,-0.00987678,-0.00997848,-0.00846314,4870.8060,5841.6501,-14.8850,-861.8431,-152.5386,365797.5297,57.9000,,4870.8060,581.3547,1745.8101,6852.3047,17458.0996,17458.0996,17458.0996,1527.5837,-173.0098,9.999999,9.999999,2.789998,11,54,2,10,0E-8,-0.00235607,,0.00900000,0.900000,0.924641,0.045939,,2026-05-01,2026-05-24,20,113,61,24,0.833333,,,0.000000,5,0.032432432432432434,0.7297297297297297,0.7297297297297297,0.9297297297297298,0.9297297297297298,0.9202453987730062,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05471739,A 净亏最大十分位 · 优先复核,7,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
26979969,2026-03-25 20:01:15,mem017,1,1786,0,3,0,7740133.25,0.00,-7740133.25,-7009090.91,-46077.85,0.657401,,,-0.005953,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,7740133.2515,7009090.9091,-9994.8803,1786,1786,0.00129131,,0.00129131,-0.00595311,9994.8803,7740133.2515,OK,56072.7273,-599.6928,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-599.6928,-599.6928,-999.4880,0.0000,0.0000,6.000000,6.000000,10.000000,0.000000,0.000000,94.000000,94.000000,90.000000,100.000000,100.000000,3.0,-2198.8737,-2046.5517,-63868.7339,-64021.0559,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-9395.1875,6588545.4545,-66067.6076,-65467.9148,-56672.4201,-0.00853572,-0.00845824,-599.6928,-65467.9148,-0.00845824,-599.6928,-599.6928,-999.4880,0.0000,0.0000,-65467.9148,-0.00845824,-2198.8737,-2046.5517,-63868.7339,-64021.0559,-0.00825163,-0.00827131,-0.00732189,4333.7812,3924.4630,-5.5962,-3331.6268,-74.0362,2580044.4172,595.3333,,4333.7812,4383.2734,4383.2734,4383.2734,6136.583,7013.2373,8766.5469,4383.2734,0.0,1.6,2.0,0.988709,19,85,2,2,0E-8,-0.00129131,,0.00800000,0.800000,0.905552,0.000000,,2026-03-23,2026-03-25,3,135,35,3,1.000000,,,0.000000,5,0.03783783783783784,0.7135135135135136,0.7135135135135136,0.9405405405405406,0.9405405405405406,0.9325153374233128,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.04405944,A 净亏最大十分位 · 优先复核,8,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
117964287,2026-07-07 19:04:39,mem015,1,176,46,38,9,264201.19,74916.21,-189284.99,-161023.74,38754.35,-18.306363,-5.653656,12.652707,0.162374,0.055331,-0.107044,0.4795,◐ 平台毛利上升或持平,339117.3995,307660.4523,-49813.6259,222,221,0.14689198,0.01551642,0.17764280,0.13872683,49813.6259,339117.3995,OK,2768.9441,-2988.8176,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2988.8176,-2988.8176,-4981.3626,-4981.3626,0.0000,6.000000,6.000000,10.000000,10.000000,0.000000,94.000000,94.000000,90.000000,90.000000,100.000000,4.0,-15940.3603,-14161.2168,-36642.2097,-38421.3531,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-46824.8083,289200.8251,-52582.5699,-49593.7524,-5757.7616,-0.15505713,-0.14624361,-2988.8176,-49593.7524,-0.14624361,-2988.8176,-2988.8176,-4981.3626,-4981.3626,0.0000,-49593.7524,-0.14624361,-15940.3603,-14161.2168,-36642.2097,-38421.3531,-0.10805169,-0.11329809,-0.01697867,1527.5559,1392.1287,-225.4010,-1059.8644,-234.9699,7215.2638,4.7021,1738.4065,1485.3857,436.4525,866.3259,2053.1924,4135.7246,4352.2866,8642.2549,848.4667,0.0,5.023844,9.975755,1.763258,29,88,13,2,0.18967190,-0.14689198,-0.01551642,0.00900000,0.900000,0.907239,0.000000,-0.16212637,2026-03-24,2026-08-04,47,212,201,134,0.350746,1.170340,1.138031,0.632240,3,0.043243243243243246,0.9297297297297298,0.9297297297297298,0.5081081081081081,0.5081081081081081,0.44171779141104295,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12525167,A 净亏最大十分位 · 优先复核,9,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
151748645,2026-07-06 20:12:06,mem016,2,941,0,6,0,1312251.77,0.00,-1312251.77,-1160464.51,51856.33,-4.468584,,,0.039517,,,,NO_EXPOSURE —— 处置后完全未下注（★ 禁写 ΔROI = 0）,1312251.7700,1160464.5139,-51856.3288,941,907,0.03951706,,0.03951706,0.03951706,51856.3288,1312251.7700,OK,0.0000,-3111.3797,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-3111.3797,-3111.3797,-10371.2658,-10371.2658,-10371.2658,6.000000,6.000000,20.000000,20.000000,20.000000,94.000000,94.000000,80.000000,80.000000,80.000000,5.0,-37336.5567,-28396.3597,-14519.7721,-23459.9691,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-48744.9491,1090836.6431,-51856.3288,-48744.9491,-3111.3797,-0.03951706,-0.03714603,-3111.3797,-48744.9491,-0.03714603,-3111.3797,-3111.3797,-10371.2658,-10371.2658,-10371.2658,-48744.9491,-0.03714603,-37336.5567,-28396.3597,-14519.7721,-23459.9691,-0.01106478,-0.01787764,-0.00237102,1394.5290,1279.4537,-57.1735,-8642.7215,-305.0372,218708.6283,151.1667,,1394.5290,863.4088,863.4088,1726.8175,2590.2263,2762.908,4317.0435,863.4088,0.0,3.2,5.0,1.615143,18,103,13,6,0E-8,-0.03951706,,0E-8,0.000000,0.884331,0.000000,,2026-06-19,2026-06-26,6,170,69,8,0.750000,,,0.000000,4,0.04864864864864865,0.8324324324324325,0.8324324324324325,0.7189189189189189,0.7189189189189189,0.6809815950920245,n_rounds>=30,186,164,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0618267,A 净亏最大十分位 · 优先复核,10,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
