member_id,n_rounds_all,n_rounds_tail,tail_share,tail_win,tail_lose,tail_winrate,norm_winrate,winrate_diff,tail_stake,tail_valid_bet,tail_game_pnl,tail_rebate,tail_net_pnl,tail_roi,norm_game_pnl,norm_roi,tail_profit_share
100156212,254,36,0.1417323,16,19,0.4571429,0.5314010,-0.0742581,132.1073998579,114.1481971257,-14.0634776848,0E-10,-14.0634776848,-0.123203677666,-33.5443612546,-0.048789745422,0.153774093762
100162343,222,94,0.4234234,43,41,0.5119048,0.4568966,0.0550082,1547.7601815172,1407.5614560469,-63.2330270032,0E-10,-63.2330270032,-0.044923812549,-99.6988678244,-0.057319536888,0.448503106116
100162561,194,64,0.3298969,34,24,0.5862069,0.5000000,0.0862069,6083.2676421297,5666.6471585628,465.9786159573,0E-10,465.9786159573,0.082231803555,1322.5507427335,0.135152617168,0.354150434137
100174178,2244,358,0.1595365,136,181,0.4290221,0.5067528,-0.0777307,47482.2356629363,41202.8742006739,-4800.1653632307,0E-10,-4800.1653632307,-0.116500740697,9917.6920415110,0.056802347852,0.164971023432
100178190,202,10,0.0495050,8,2,0.8000000,0.5232558,0.2767442,130.8797738400,130.8797738400,34.8140198415,0E-10,34.8140198415,0.266000000000,-140.9575164249,-0.053106508875,0.061925017311
100193558,735,196,0.2666667,91,87,0.5112360,0.5051760,0.0060600,5402.2773616492,5017.1180447314,468.8810623247,0E-10,468.8810623247,0.093456254795,-26.2889096414,-0.001286515923,0.211806233995
100195412,7527,1907,0.2533546,902,813,0.5259475,0.5076102,0.0183373,101057.2064634287,89838.4499985566,3624.3090527463,718.7075999676,4343.0166527464,0.040342515402,-5.7593395136,-0.000022575600,0.268245304422
100196970,567,60,0.1058201,31,26,0.5438596,0.5128755,0.0309841,3431.4992947621,2661.9407448975,-313.4190290852,0E-10,-313.4190290852,-0.117740798583,-1012.1119140489,-0.125444781779,0.248775887963
100200490,246,34,0.1382114,11,16,0.4074074,0.5532995,-0.1458921,124.5394634434,95.9991697377,-15.0485184998,0E-10,-15.0485184998,-0.156756756761,56.5616729783,0.073154362413,0.088888888889
100204973,4135,197,0.0476421,94,88,0.5164835,0.5037889,0.0126946,113676.9797937690,109641.4393341336,2227.4413674944,0E-10,2227.4413674944,0.020315688858,-31315.6921752623,-0.030597745036,0.101293394487
100209930,331,154,0.4652568,65,87,0.4276316,0.3522727,0.0753589,5893.1884579624,5620.0438678867,574.9412373449,0E-10,574.9412373449,0.102301912736,-300.9730979688,-0.073187143443,0.596952627748
100217644,315,81,0.2571429,40,37,0.5194805,0.5814978,-0.0620173,1215.1194525868,1074.6017349688,-81.2493032103,0E-10,-81.2493032103,-0.075608758637,263.2256570436,0.089776316460,0.244440256649
100235295,203,89,0.4384236,36,46,0.4390244,0.5566038,-0.1175794,13366.0000000000,12734.0000000000,-2207.0000000000,0E-10,-2207.0000000000,-0.173315533218,-778.5000000000,-0.064248576380,0.481919881168
100237918,226,26,0.1150442,12,12,0.5000000,0.5263158,-0.0263158,1945.1713905469,1713.5700215298,-232.4697296678,0E-10,-232.4697296678,-0.135663980314,153.9708325021,0.009822401900,0.089591030067
100240847,3227,634,0.1964673,280,295,0.4869565,0.5139006,-0.0269441,68671.5446381396,62958.5942969799,-4671.0433616635,0E-10,-4671.0433616635,-0.074192307084,3083.8796319521,0.012807334351,0.191731443624
100252146,1461,449,0.3073238,231,205,0.5298165,0.5372233,-0.0074068,27202.8393975655,24653.6320762440,1067.2579535426,0E-10,1067.2579535426,0.043290090087,-1734.2050261323,-0.032658053392,0.335765015576
100254097,2011,978,0.4863252,459,440,0.5105673,0.5420660,-0.0314987,1884696.6923777885,1707885.3812540466,25682.5351423247,0E-10,25682.5351423247,0.015037622211,-43187.4373436047,-0.017432107447,0.415465773872
100255284,295,41,0.1389831,21,17,0.5526316,0.4872881,0.0653435,3597.7345747295,3347.2796928615,70.1392885845,0E-10,70.1392885845,0.020954116483,216.2838519202,0.011872246518,0.160128973274
100274098,2079,588,0.2828283,270,247,0.5222437,0.4970501,0.0251936,315179.8021076046,283653.4253002821,5687.5550739508,0E-10,5687.5550739508,0.020051071366,-1476.7072747885,-0.002182465109,0.299392156893
100277041,505,103,0.2039604,43,53,0.4479167,0.5040650,-0.0561483,24905.1682766351,21426.3162124891,3377.8047047038,0E-10,3377.8047047038,0.157647477579,-5869.5782770377,-0.105707937125,0.333816156565
100280143,438,34,0.0776256,14,14,0.5000000,0.5327869,-0.0327869,234.7232549284,204.3530443389,-5.5316378286,0E-10,-5.5316378286,-0.027069025796,120.7518907383,0.065927571996,0.092566830417
100295045,495,34,0.0686869,12,20,0.3750000,0.5361991,-0.1611991,2104.9160099656,1790.9967831012,-613.5572807500,0E-10,-613.5572807500,-0.342578661525,-1226.8718366154,-0.062835425696,0.058213237184
100297360,1355,545,0.4022140,235,310,0.4311927,0.4103832,0.0208095,131320.1048829550,123325.4691742575,-7564.9653148276,0E-10,-7564.9653148276,-0.061341467950,-16148.3025149995,-0.086487449999,0.389922045833
100299791,1183,296,0.2502113,118,158,0.4275362,0.4398034,-0.0122672,19497.5978222479,17505.7617481819,-467.7150399562,0E-10,-467.7150399562,-0.026717777077,-755.0068892981,-0.019711314513,0.303384253223
100301242,1139,225,0.1975417,106,100,0.5145631,0.4893365,0.0252266,13774.0000000000,11876.5000000000,-1061.5000000000,0E-10,-1061.5000000000,-0.089378183808,-2179.0000000000,-0.047218670769,0.194312104120
100304048,395,41,0.1037975,21,18,0.5384615,0.4656250,0.0728365,914.3963216271,883.3893958953,66.7280539402,0E-10,66.7280539402,0.075536399067,-909.0489328611,-0.148958369284,0.155652784583
100317003,793,275,0.3467844,115,132,0.4655870,0.4966741,-0.0310871,34016.7416346516,30449.2721618753,-4622.0375008092,0E-10,-4622.0375008092,-0.151794679237,-3017.5166184938,-0.056590982969,0.341703988148
100332156,1770,765,0.4322034,403,353,0.5330688,0.5175258,0.0155430,1056222.3904095821,961444.5007704979,-50320.1041718372,0E-10,-50320.1041718372,-0.052338022768,-13845.4217416303,-0.013710820959,0.474409877117
100332433,4422,1230,0.2781547,384,758,0.3362522,0.4043697,-0.0681175,21114.8061063798,19969.6344118371,-1604.9859807369,0E-10,-1604.9859807369,-0.080371325165,-4500.3029562899,-0.115866847252,0.350238033467
100337175,6427,1769,0.2752451,847,820,0.5080984,0.4941283,0.0139701,194763.2597871299,176924.1363184582,1701.9892666023,0E-10,1701.9892666023,0.009619881730,-16209.9622696981,-0.033830456688,0.281749283247
100347399,459,107,0.2331155,56,45,0.5544554,0.4878788,0.0665766,12505.2852563757,11546.6634571405,1327.9532617113,0E-10,1327.9532617113,0.115007531538,-7269.6277753611,-0.193548358322,0.294659922222
100351272,5964,232,0.0389001,113,99,0.5330189,0.4979647,0.0350542,7269.6601641370,6660.2172411914,-62.5631047211,0E-10,-62.5631047211,-0.009393553161,-3630.7691297607,-0.023540511397,0.041896903637
100357877,282,86,0.3049645,35,45,0.4375000,0.4973545,-0.0598545,461075.6676419232,433676.3372613127,-91886.0773949416,0E-10,-91886.0773949416,-0.211877083207,47545.2604006223,0.050158582818,0.251493298965
100366009,1426,671,0.4705470,310,295,0.5123967,0.4926686,0.0197281,30652.0403422812,27438.6086704224,71.4915531907,0E-10,71.4915531907,0.002605509414,-686.8368601886,-0.024869203098,0.505095748777
100369206,1552,1103,0.7106959,476,594,0.4448598,0.4617117,-0.0168519,33359.7288445379,30146.9588153681,-1921.8058565051,0E-10,-1921.8058565051,-0.063747917933,-241.4741944581,-0.020678040756,0.716865298039
100372794,224,81,0.3616071,40,41,0.4938272,0.4100719,0.0837553,14391.6089060597,13170.9585077206,688.1717339273,0E-10,688.1717339273,0.052249176362,-3334.7803547097,-0.165683102929,0.454028415376
100375706,868,307,0.3536866,163,129,0.5582192,0.5000000,0.0582192,89245.3091683766,81330.2209890920,10205.6552664313,0E-10,10205.6552664313,0.125484169873,-4405.1523844761,-0.027517051808,0.364596021594
100379444,903,134,0.1483942,51,66,0.4358974,0.4819103,-0.0460129,59584.7624701957,54127.7449764657,-8885.3389246000,0E-10,-8885.3389246000,-0.164154980564,2135.4579772812,0.010518645083,0.192194925094
100394887,972,30,0.0308642,15,13,0.5357143,0.5152582,0.0204561,1099.9925564532,1018.2364349636,132.1828713973,9.1641279154,141.3469993124,0.129815499484,2324.2535982930,0.049389378324,0.022830526540
100396160,522,214,0.4099617,91,106,0.4619289,0.4632353,-0.0013064,104236.2060129819,95374.7437649464,-11134.0322856166,0E-10,-11134.0322856166,-0.116739839564,-1874.2740006823,-0.013175385613,0.374687826160
100402211,261,84,0.3218391,26,50,0.3421053,0.5095541,-0.1674488,9010.9386214319,8193.4514730099,-2855.8535651617,0E-10,-2855.8535651617,-0.348553179886,-253.6573414183,-0.015440524200,0.247630890440
100410529,186,39,0.2096774,20,19,0.5128205,0.5172414,-0.0044209,1710.2005082671,1478.1983569553,212.5237673745,0E-10,212.5237673745,0.143772157758,-554.3858749466,-0.116919513778,0.337548220557
100416612,288,136,0.4722222,67,57,0.5403226,0.4436090,0.0967136,7860.6392168167,7117.2421014069,1002.1464282916,0E-10,1002.1464282916,0.140805443178,-1469.1909012379,-0.164206723033,0.520624199174
100417166,548,150,0.2737226,66,79,0.4551724,0.4958904,-0.0407180,360.3397287849,351.2271673741,-1.2311836207,0E-10,-1.2311836207,-0.003505376961,-71.3118396058,-0.117590481171,0.414786028266
100425698,482,127,0.2634855,56,61,0.4786325,0.5063291,-0.0276966,28851.6117478121,26174.2336322441,-5292.5628851216,0E-10,-5292.5628851216,-0.202205075399,541.5384874677,0.017006344981,0.391839519008
100429008,2552,449,0.1759404,199,204,0.4937965,0.5068063,-0.0130098,14375.7384885028,12725.0609085281,-1140.1329957014,0E-10,-1140.1329957014,-0.089597448994,1351.3960383163,0.022658084072,0.159561409576
100429332,424,55,0.1297170,19,36,0.3454545,0.4876712,-0.1422167,969.8629425504,940.4161809976,-389.5952413167,0E-10,-389.5952413167,-0.414279602147,-139.6270351285,-0.024016150314,0.067767152037
100433647,6940,1403,0.2021614,659,651,0.5030534,0.5007819,0.0022715,35917.9100599861,32883.8869683012,-1964.9281832830,0E-10,-1964.9281832830,-0.059753525645,-992.8290669499,-0.008931960025,0.220282135818
100444316,1181,166,0.1405588,70,87,0.4458599,0.5000000,-0.0541401,1311.7627518551,1239.1669788333,-228.2302302315,0E-10,-228.2302302315,-0.184180368046,-50.5038939784,-0.006921616667,0.122104076182
100444516,4493,780,0.1736034,353,383,0.4796196,0.4511668,0.0284528,57702.0000000000,52862.0000000000,-1013.8000000000,0E-10,-1013.8000000000,-0.019178237675,-9714.2000000000,-0.084267596593,0.335656209226
100493899,1289,230,0.1784329,108,119,0.4757709,0.4844660,-0.0086951,10382.3162875908,10002.5762222726,543.2618172650,0E-10,543.2618172650,0.054312189699,1851.7844419374,0.045750285537,0.203747706308
100494577,1131,278,0.2458002,131,120,0.5219124,0.5111695,0.0107429,226920.2938049557,204456.4821169186,10832.6065843043,0E-10,10832.6065843043,0.052982456081,20486.5889454226,0.036442699127,0.269375376337
100495858,237,44,0.1856540,21,23,0.4772727,0.4565217,0.0207510,1674.3036643453,1663.9179384869,442.6054848661,0E-10,442.6054848661,0.266001991221,184.7543438329,0.046777010076,0.326185792869
100510847,1177,841,0.7145285,386,420,0.4789082,0.4679487,0.0109595,13790.3193490110,12661.4266138610,-813.1686092891,0E-10,-813.1686092891,-0.064224090546,284.2493026081,0.048912600127,0.660063029474
100514777,386,100,0.2590674,52,39,0.5714286,0.4621212,0.1093074,12492.9305876672,11196.4449112305,2322.0937097779,0E-10,2322.0937097779,0.207395626754,-1530.5037784001,-0.044478016614,0.291358005199
100516383,1169,417,0.3567151,240,175,0.5783133,0.5227882,0.0555251,32974.7903473106,31104.3625860474,-541.2325530663,0E-10,-541.2325530663,-0.017400535104,640.0760512304,0.011899905905,0.315617845206
100544893,176,13,0.0738636,6,6,0.5000000,0.4671053,0.0328947,460.1226993868,443.0811179280,-40.8997955011,0E-10,-40.8997955011,-0.092307692308,-430.2999318353,-0.074925816024,0.070581076970
100551431,261,50,0.1915709,26,24,0.5200000,0.5333333,-0.0133333,3378.9949626395,3128.7005987648,-584.6962693336,0E-10,-584.6962693336,-0.186881502680,-1195.7572198803,-0.091951242317,0.177949033191
100553051,1267,457,0.3606946,201,210,0.4890511,0.4865591,0.0024920,78298.4019629430,67674.9013381411,-3467.6415990783,0E-10,-3467.6415990783,-0.051239699364,-2709.1076136719,-0.029207283263,0.415855702080
100557069,188,36,0.1914894,17,17,0.5000000,0.4256757,0.0743243,2718.7626925087,2524.8598593728,47.3610114543,0E-10,47.3610114543,0.018757877305,-1516.9985256806,-0.155628253690,0.238431119029
100560458,3037,360,0.1185380,171,155,0.5245399,0.5223325,0.0022074,3263.1986146321,3036.6459523129,91.3752038543,0E-10,91.3752038543,0.030090832217,-441.2399685864,-0.025486857207,0.156258801547
100565546,2142,827,0.3860878,454,364,0.5550122,0.5819985,-0.0269863,46154.6030133282,42626.5374116765,-1733.9310684471,0E-10,-1733.9310684471,-0.040677267583,231.2506999565,0.003806215386,0.401354070984
100568770,230,75,0.3260870,41,31,0.5694444,0.4710145,0.0984299,4712.5045728926,4397.9827237462,296.4622559368,0E-10,296.4622559368,0.067408690429,-1766.0259839365,-0.158653902415,0.333482321996
100582476,36817,9775,0.2655023,4440,4409,0.5017516,0.5039948,-0.0022432,592788.3925629830,537705.1877843790,-11398.9196809805,4301.6415022431,-7097.2781787060,-0.021199199747,-16025.7550594457,-0.010978098948,0.267014620375
100592892,1225,236,0.1926531,135,100,0.5744681,0.5951417,-0.0206736,8344.8334896277,7679.8225495731,-603.9857519648,0E-10,-603.9857519648,-0.078645795273,-2705.9898548361,-0.080531536068,0.201397677441
100601292,539,359,0.6660482,161,182,0.4693878,0.4767442,-0.0073564,5316.2703889631,4815.7737904186,-252.5605173420,0E-10,-252.5605173420,-0.052444431224,101.7577079049,0.040446800601,0.637167132719
100604179,699,13,0.0185980,7,4,0.6363636,0.5166113,0.1197523,140.1068963729,101.1883140471,47.2212132221,0E-10,47.2212132221,0.466666666668,11.9998962148,0.001762106145,0.021245738610
100620900,390,70,0.1794872,27,39,0.4090909,0.3639344,0.0451565,326.5676347669,296.7601270353,-73.3831235821,0E-10,-73.3831235821,-0.247280941396,-63.5974693317,-0.068039675790,0.166910555587
100621938,794,58,0.0730479,28,23,0.5490196,0.5141159,0.0349037,392.4816704539,364.9473595851,155.7932654662,0E-10,155.7932654662,0.426892430852,-252.4684414721,-0.099696090074,0.185674520847
100629741,859,140,0.1629802,70,60,0.5384615,0.4984615,0.0400000,1716.3538344545,1575.8294981707,52.7376672608,0E-10,52.7376672608,0.033466607474,-434.9519081241,-0.061832006620,0.198491925756
100630964,1047,84,0.0802292,31,48,0.3924051,0.4788419,-0.0864368,1241.5156753292,1038.5536154410,-188.1111736972,0E-10,-188.1111736972,-0.181128033161,-304.8001456129,-0.027056743949,0.068904110066
100630969,473,204,0.4312896,62,135,0.3147208,0.3552124,-0.0404916,12841.0515493431,12269.9180245385,-1070.6923600476,0E-10,-1070.6923600476,-0.087261574031,-278.5476660474,-0.023794230234,0.466983525401
100635321,324,47,0.1450617,19,23,0.4523810,0.4594595,-0.0070785,1215.2294952876,1033.5962181366,16.4199597248,0E-10,16.4199597248,0.015886242071,-397.5567054693,-0.054548047749,0.135569075971
100645809,470,17,0.0361702,6,10,0.3750000,0.4987952,-0.1237952,13305.2234166835,12399.6645986008,-1415.0777877440,0E-10,-1415.0777877440,-0.114122263267,6295.1653464947,0.020087553148,0.033295438872
100657916,1130,400,0.3539823,184,179,0.5068871,0.5214067,-0.0145196,5007.9971815196,4546.5634169083,-102.5109350675,0E-10,-102.5109350675,-0.022546905359,500.6250627300,0.043206744795,0.268091783376
100673773,209,31,0.1483254,16,14,0.5333333,0.4720497,0.0612836,1382.0000000000,1182.0000000000,-220.1000000000,0E-10,-220.1000000000,-0.186209813875,-1586.0000000000,-0.183310217291,0.119395870443
100674564,1294,21,0.0162287,8,5,0.6153846,0.5017182,0.1136664,161.3203018035,94.0348194750,10.5108208801,0.7522785559,11.2630994360,0.111775839405,-17.3480051233,-0.002064221482,0.012278289296
100681239,3135,1056,0.3368421,492,489,0.5015291,0.5088174,-0.0072883,45710.7584117646,40936.9077881947,1621.0136048522,0E-10,1621.0136048522,0.039597851729,-157.7223562516,-0.002296846245,0.380956338797
100688729,814,269,0.3304668,125,128,0.4940711,0.5203252,-0.0262541,8256.5687763926,7641.0609145049,-294.3909618070,0E-10,-294.3909618070,-0.038527498354,955.3216544385,0.069368985413,0.332728602642
100694542,307,83,0.2703583,38,36,0.5135135,0.5631068,-0.0495933,2257.8436695033,1949.9487902815,12.3246652105,0E-10,12.3246652105,0.006320507119,744.8701719813,0.132995869952,0.236607242855
100701862,506,121,0.2391304,54,56,0.4909091,0.4985591,-0.0076500,385.6088211063,343.9227195555,-14.4590760195,0E-10,-14.4590760195,-0.042041642489,-30.2718083550,-0.028915790153,0.261697965578
100708953,238,121,0.5084034,57,63,0.4750000,0.4782609,-0.0032609,3139.3755402410,3018.5735669310,105.8334914487,0E-10,105.8334914487,0.035060762675,40.0565007465,0.016811183860,0.621008226113
100742964,419,80,0.1909308,33,40,0.4520548,0.5460526,-0.0939978,1592.0322110070,1505.9430714003,-214.5162738365,0E-10,-214.5162738365,-0.142446469532,25.3045713914,0.005497264851,0.218377670411
100753030,308,88,0.2857143,41,43,0.4880952,0.4771574,0.0109378,21030.2226005845,19251.7593082987,-7859.7188537052,0E-10,-7859.7188537052,-0.408259771372,-1873.7119769117,-0.077633962126,0.337455337148
100757492,235,87,0.3702128,47,34,0.5802469,0.4427481,0.1374988,20736.9377737796,19043.6823334646,7039.9476963150,0E-10,7039.9476963150,0.369673657281,-3835.6084981939,-0.152572110378,0.550693742306
100764240,791,40,0.0505689,18,18,0.5000000,0.4970845,0.0029155,2314.8849282818,2080.0258401886,-50.9010885505,0E-10,-50.9010885505,-0.024471373176,-130.5081504931,-0.004629318887,0.067352504552
100794075,351,109,0.3105413,57,43,0.5700000,0.4748858,0.0951142,9716.8719623515,8919.6903849608,1390.4003908765,0E-10,1390.4003908765,0.155879893905,-2063.9031038643,-0.115681978697,0.395518583766
100794349,2722,590,0.2167524,283,250,0.5309568,0.4953704,0.0355864,9443.2004371718,8573.4492507292,479.0934073740,0E-10,479.0934073740,0.055881057129,265.8647235026,0.009390603395,0.240678530299
100795167,894,49,0.0548098,20,21,0.4878049,0.4678663,0.0199386,322.8730075426,272.9510998892,-13.6792106777,0E-10,-13.6792106777,-0.050115975657,82.0266068287,0.016074423715,0.042195925435
100800878,308,131,0.4253247,59,64,0.4796748,0.5312500,-0.0515752,15995.8737462931,14981.8462284447,-2681.4941317777,0E-10,-2681.4941317777,-0.178982889751,712.3171831895,0.042394900887,0.417084311183
100838954,1107,355,0.3206865,164,161,0.5046154,0.5343066,-0.0296912,23466.4898073716,21228.3052855441,998.9146926100,0E-10,998.9146926100,0.047055790803,-906.8204503610,-0.027304993323,0.406396639256
100839406,555,351,0.6324324,146,180,0.4478528,0.5513514,-0.1034986,191899.6955359465,179627.0384785650,-39401.8150067527,0E-10,-39401.8150067527,-0.219353474513,-824.3029215391,-0.009182337396,0.611672168281
100844017,209,104,0.4976077,50,50,0.5000000,0.5106383,-0.0106383,15098.4096843598,13180.0876362189,-1720.2503210875,0E-10,-1720.2503210875,-0.130518883377,-1429.4269555131,-0.119689671538,0.531306621280
100850803,515,114,0.2213592,39,69,0.3611111,0.3665768,-0.0054657,1258.0233506150,1200.7553657896,-254.2048655211,0E-10,-254.2048655211,-0.211704126222,-307.8257303269,-0.095145423544,0.194723718211
100863141,1682,83,0.0493460,38,32,0.5428571,0.5152566,0.0276005,9377.0254681913,8044.4891982365,1373.4113731207,0E-10,1373.4113731207,0.170726983314,848.7466458979,0.005066961201,0.052949128418
100875384,1841,593,0.3221076,299,279,0.5173010,0.4237428,0.0935582,182724.0460713412,164677.7688100540,1695.9843483708,0E-10,1695.9843483708,0.010298805726,-27067.1272324132,-0.087774589709,0.359992713574
100877454,246,7,0.0284553,3,3,0.5000000,0.4861111,0.0138889,506.5960346644,480.8804999099,271.2988916604,0E-10,271.2988916604,0.564171122995,-2227.8396379252,-0.146499594156,0.054283439551
100893169,385,79,0.2051948,36,34,0.5142857,0.5214286,-0.0071429,80713.0182789927,73014.7059210480,8532.1902153297,0E-10,8532.1902153297,0.116855777308,-10180.2568345041,-0.032990121337,0.213425768099
100895551,460,166,0.3608696,74,88,0.4567901,0.4860140,-0.0292239,20234.4513449999,18591.2532002702,-386.3845516106,0E-10,-386.3845516106,-0.020783136427,43.5512260802,0.001436304592,0.385070032598
100909159,227,53,0.2334802,28,19,0.5957447,0.4509804,0.1447643,1708.4864049825,1519.3544615429,282.0333402442,0E-10,282.0333402442,0.185627085307,-596.0343849471,-0.164188920499,0.371835781850
100925155,7116,5801,0.8152052,2836,2610,0.5207492,0.4967320,0.0240172,1039130.1403562483,946746.8137221124,-24254.8392346006,0E-10,-24254.8392346006,-0.025619140073,-10653.1491866314,-0.059717795961,0.849212523887
100926759,259,26,0.1003861,12,10,0.5454545,0.4519231,0.0935314,363.2505902084,303.2157387591,57.0687973879,0E-10,57.0687973879,0.188211857410,10.3099162199,0.004434085610,0.133524179076
100933209,6593,659,0.0999545,303,303,0.5000000,0.5056723,-0.0056723,6368.3993632132,5796.9589751647,168.8344505722,0E-10,168.8344505722,0.029124658514,657.5189579924,0.013180127880,0.103598945687
100938498,1155,463,0.4008658,219,208,0.5128806,0.4726688,0.0402118,145610.5987461389,130789.4026422506,-2377.8074211549,0E-10,-2377.8074211549,-0.018180428789,5038.7274381111,0.036453388150,0.490952534215
100946717,312,28,0.0897436,16,10,0.6153846,0.4891304,0.1262542,5502.4202115623,5000.8387139473,484.0545173606,0E-10,484.0545173606,0.096794666865,1938.7915279360,0.039362552303,0.093855771301
100947277,325,62,0.1907692,29,30,0.4915254,0.5569106,-0.0653852,405.0998050439,369.7179135921,-23.1562940973,0E-10,-23.1562940973,-0.062632329260,121.6268964164,0.078616208732,0.174067105993
100963770,356,87,0.2443820,43,43,0.5000000,0.5736434,-0.0736434,274.6430477003,255.9441310285,-5.2994697866,0E-10,-5.2994697866,-0.020705572600,69.2778423666,0.101554392324,0.227174763589
100969472,500,15,0.0300000,6,7,0.4615385,0.4768212,-0.0152827,2110.6829524819,1973.9448983685,-79.3067259541,0E-10,-79.3067259541,-0.040176767862,-6274.2087578801,-0.140762297370,0.047189004634
100970693,956,156,0.1631799,76,78,0.4935065,0.4924433,0.0010632,9454.7733360172,8803.6666840222,-934.0458125296,0E-10,-934.0458125296,-0.106097362162,-3135.5893566024,-0.074667299790,0.164615163689
100971162,257,20,0.0778210,5,12,0.2941176,0.4954955,-0.2013779,41840.4472472104,40808.4127933675,11698.2804457700,0E-10,11698.2804457700,0.286663451112,-62083.2357457247,-0.144160937023,0.128947782487
100987251,1252,168,0.1341853,75,67,0.5281690,0.4923703,0.0357987,3073.0551156173,2437.2930558534,63.2954126816,0E-10,63.2954126816,0.025969553612,-815.9379086103,-0.063891736227,0.172734721867
100988651,4507,1559,0.3459064,610,860,0.4149660,0.4014337,0.0135323,11833.2766998853,11085.1487767281,-777.0481438142,0E-10,-777.0481438142,-0.070098124930,-1012.1918327692,-0.065979193273,0.405167974776
100989340,483,144,0.2981366,63,68,0.4809160,0.5374150,-0.0564990,81700.0000000000,73770.0000000000,-1918.5000000000,0E-10,-1918.5000000000,-0.026006506710,16246.2500000000,0.093444975526,0.273945511227
100992377,289,82,0.2837370,39,39,0.5000000,0.5000000,0E-7,27681.0000000000,24806.0000000000,-754.5000000000,0E-10,-754.5000000000,-0.030416028380,5406.2500000000,0.118493150685,0.313699480092
100993374,328,100,0.3048780,41,48,0.4606742,0.5023923,-0.0417181,1117.0765028461,1015.7503287550,-185.8220262977,0E-10,-185.8220262977,-0.182940650903,-145.9054523659,-0.060641454213,0.269344988572
101008528,220,40,0.1818182,22,14,0.6111111,0.5212121,0.0898990,363.7034508171,323.4091440872,108.5021150877,0E-10,108.5021150877,0.335494889589,53.7313386946,0.038463669479,0.224688432976
101013711,734,81,0.1103542,27,49,0.3552632,0.4837607,-0.1284975,2055.3253769234,1876.4297702823,-218.6536204312,0E-10,-218.6536204312,-0.116526407699,-211.6126451828,-0.025309110404,0.169474915950
