n_after_dedup,only_g1_settled,only_g2_nontest,only_g3_noagent,only_g4_member,only_g5_fx,only_g6_round,only_g7_bettime,cum_after_g1,cum_after_g2,cum_after_g3,cum_after_g4,cum_after_g5,cum_after_g6,cum_after_g7,n_dropped_total,chk_def
124731833,5540,1013,11739,0,0,100,0,124726293,124725280,124713543,124713543,124713543,124713543,124713543,18290,gate_attrition_v1
