t,c,v,n,pct
ods_a168_bet02,bet03,114726904,324,0.0000016
ods_a168_bet02,bet03,12112148,324,0.0000016
ods_a168_bet02,bet03,12116301,324,0.0000016
ods_a168_bet02,bet03,12113736,324,0.0000016
ods_a168_bet02,bet03,1241190,324,0.0000016
ods_a168_bet02,bet03,114720877,324,0.0000016
ods_a168_bet02,bet03,114592518,324,0.0000016
ods_a168_bet02,bet03,12116134,324,0.0000016
ods_a168_bet02,bet03,114738755,324,0.0000016
ods_a168_bet02,bet03,1230500,324,0.0000016
ods_a168_bet02,bet03,1253062,324,0.0000016
ods_a168_bet02,bet03,127137,324,0.0000016
ods_a168_bet02,bet03,114670127,324,0.0000016
ods_a168_bet02,bet03,114652158,324,0.0000016
ods_a168_bet02,bet03,1257753,324,0.0000016
ods_a168_bet02,bet03,114597976,324,0.0000016
ods_a168_bet02,bet03,1218690,324,0.0000016
ods_a168_bet02,bet03,1271410,324,0.0000016
ods_a168_bet02,bet03,1223867,324,0.0000016
ods_a168_bet02,bet03,114681554,324,0.0000016
ods_a168_bet02,bet03,114608171,324,0.0000016
ods_a168_bet02,bet03,114602758,324,0.0000016
ods_a168_bet02,bet03,12112408,324,0.0000016
ods_a168_bet02,bet03,114743165,323,0.0000016
ods_a168_bet02,bet03,1284552,323,0.0000016
ods_a168_bet02,bet03,114655691,323,0.0000016
ods_a168_bet02,bet03,129684,323,0.0000016
ods_a168_bet02,bet03,12110389,323,0.0000016
ods_a168_bet02,bet03,1267351,323,0.0000016
ods_a168_bet02,bet03,1265881,323,0.0000016
ods_a168_bet02,bet03,114723107,323,0.0000016
ods_a168_bet02,bet03,1251496,323,0.0000016
ods_a168_bet02,bet03,127204,323,0.0000016
ods_a168_bet02,bet03,1222733,323,0.0000016
ods_a168_bet02,bet03,114726602,323,0.0000016
ods_a168_bet02,bet03,1256369,323,0.0000016
ods_a168_bet02,bet03,12102957,323,0.0000016
ods_a168_bet02,bet03,1291370,323,0.0000016
ods_a168_bet02,bet03,114585527,323,0.0000016
ods_a168_bet02,bet03,1292660,323,0.0000016
ods_a168_bet02,bet03,12106024,323,0.0000016
ods_a168_bet02,bet03,114624811,323,0.0000016
ods_a168_bet02,bet03,1237256,323,0.0000016
ods_a168_bet02,bet03,114692985,323,0.0000016
ods_a168_bet02,bet03,1243350,323,0.0000016
ods_a168_bet02,bet03,114634465,323,0.0000016
ods_a168_bet02,bet03,1265421,323,0.0000016
ods_a168_bet02,bet03,1287349,323,0.0000016
ods_a168_bet02,bet03,1268183,323,0.0000016
ods_a168_bet02,bet03,114695171,323,0.0000016
ods_a168_bet02,bet03,1268852,323,0.0000016
ods_a168_bet02,bet03,114685031,323,0.0000016
ods_a168_bet02,bet03,114724247,323,0.0000016
ods_a168_bet02,bet03,114716889,323,0.0000016
ods_a168_bet02,bet03,114728801,323,0.0000016
ods_a168_bet02,bet03,114727920,323,0.0000016
ods_a168_bet02,bet03,1242907,323,0.0000016
ods_a168_bet02,bet03,1274104,323,0.0000016
ods_a168_bet02,bet03,12116373,323,0.0000016
ods_a168_bet02,bet03,1218096,323,0.0000016
ods_a168_bet02,bet03,114679158,323,0.0000016
ods_a168_bet02,bet03,114702200,323,0.0000016
ods_a168_bet02,bet03,114670921,323,0.0000016
ods_a168_bet02,bet03,1231835,323,0.0000016
ods_a168_bet02,bet03,114681310,323,0.0000016
ods_a168_bet02,bet03,1251322,323,0.0000016
ods_a168_bet02,bet03,114703626,323,0.0000016
ods_a168_bet02,bet03,1255324,323,0.0000016
ods_a168_bet02,bet03,114705803,323,0.0000016
ods_a168_bet02,bet03,1287382,323,0.0000016
ods_a168_bet02,bet03,114686190,323,0.0000016
ods_a168_bet02,bet03,128124,323,0.0000016
ods_a168_bet02,bet03,114617768,323,0.0000016
ods_a168_bet02,bet03,1238693,323,0.0000016
ods_a168_bet02,bet03,114682408,323,0.0000016
ods_a168_bet02,bet03,114590388,323,0.0000016
ods_a168_bet02,bet03,1221620,323,0.0000016
ods_a168_bet02,bet03,114680499,323,0.0000016
ods_a168_bet02,bet03,114701560,323,0.0000016
ods_a168_bet02,bet03,1229499,323,0.0000016
ods_a168_bet02,bet03,124311,323,0.0000016
ods_a168_bet02,bet03,1226315,323,0.0000016
ods_a168_bet02,bet03,114699540,323,0.0000016
ods_a168_bet02,bet03,114727683,323,0.0000016
ods_a168_bet02,bet03,1284588,323,0.0000016
ods_a168_bet02,bet03,114669173,323,0.0000016
ods_a168_bet02,bet03,114626662,323,0.0000016
ods_a168_bet02,bet03,12111503,323,0.0000016
ods_a168_bet02,bet03,114689703,323,0.0000016
ods_a168_bet02,bet03,114650024,323,0.0000016
ods_a168_bet02,bet03,123223,323,0.0000016
ods_a168_bet02,bet03,114648687,323,0.0000016
ods_a168_bet02,bet03,114718947,323,0.0000016
ods_a168_bet02,bet03,1230253,323,0.0000016
ods_a168_bet02,bet03,114659025,323,0.0000016
ods_a168_bet02,bet03,1280880,323,0.0000016
ods_a168_bet02,bet03,1268799,323,0.0000016
ods_a168_bet02,bet03,1299536,323,0.0000016
ods_a168_bet02,bet03,114742129,323,0.0000016
ods_a168_bet02,bet03,12102461,323,0.0000016
ods_a168_bet02,bet03,12109473,323,0.0000016
ods_a168_bet02,bet03,114668069,323,0.0000016
ods_a168_bet02,bet03,123481,323,0.0000016
ods_a168_bet02,bet03,114669546,323,0.0000016
ods_a168_bet02,bet03,1213517,323,0.0000016
ods_a168_bet02,bet03,1213810,323,0.0000016
ods_a168_bet02,bet03,12106649,323,0.0000016
ods_a168_bet02,bet03,1233009,323,0.0000016
ods_a168_bet02,bet03,114679976,323,0.0000016
ods_a168_bet02,bet03,124097,323,0.0000016
ods_a168_bet02,bet03,1235280,323,0.0000016
ods_a168_bet02,bet03,1272985,323,0.0000016
ods_a168_bet02,bet03,1245848,323,0.0000016
ods_a168_bet02,bet03,1211817,323,0.0000016
ods_a168_bet02,bet03,114733868,323,0.0000016
ods_a168_bet02,bet03,114625306,323,0.0000016
ods_a168_bet02,bet03,12172,323,0.0000016
ods_a168_bet02,bet03,1222742,323,0.0000016
ods_a168_bet02,bet03,114692946,323,0.0000016
ods_a168_bet02,bet03,1257211,323,0.0000016
ods_a168_bet02,bet03,114673257,323,0.0000016
ods_a168_bet02,bet03,1260690,323,0.0000016
ods_a168_bet02,bet03,114726368,323,0.0000016
ods_a168_bet02,bet03,114742113,323,0.0000016
ods_a168_bet02,bet03,1218182,323,0.0000016
ods_a168_bet02,bet03,1269044,323,0.0000016
ods_a168_bet02,bet03,114645960,323,0.0000016
ods_a168_bet02,bet03,1268520,323,0.0000016
ods_a168_bet02,bet03,1232400,323,0.0000016
ods_a168_bet02,bet03,1244236,323,0.0000016
ods_a168_bet02,bet03,12101520,323,0.0000016
ods_a168_bet02,bet03,114633603,323,0.0000016
ods_a168_bet02,bet03,114698310,323,0.0000016
ods_a168_bet02,bet03,1238840,323,0.0000016
ods_a168_bet02,bet03,114704373,323,0.0000016
ods_a168_bet02,bet03,114660240,323,0.0000016
ods_a168_bet02,bet03,114617053,323,0.0000016
ods_a168_bet02,bet03,1259070,323,0.0000016
ods_a168_bet02,bet03,114697667,323,0.0000016
ods_a168_bet02,bet03,1269883,323,0.0000016
ods_a168_bet02,bet03,114690794,323,0.0000016
ods_a168_bet02,bet03,114643124,323,0.0000016
ods_a168_bet02,bet03,114705093,323,0.0000016
ods_a168_bet02,bet03,1217400,323,0.0000016
ods_a168_bet02,bet03,1256942,323,0.0000016
ods_a168_bet02,bet03,114616591,323,0.0000016
ods_a168_bet02,bet03,114709244,323,0.0000016
ods_a168_bet02,bet03,114674331,322,0.0000016
ods_a168_bet02,bet03,114684144,322,0.0000016
ods_a168_bet02,bet03,1277124,322,0.0000016
ods_a168_bet02,bet03,1221429,322,0.0000016
ods_a168_bet02,bet03,1261721,322,0.0000016
ods_a168_bet02,bet03,1242196,322,0.0000016
ods_a168_bet02,bet03,114657558,322,0.0000016
ods_a168_bet02,bet03,1222238,322,0.0000016
ods_a168_bet02,bet03,114620706,322,0.0000016
ods_a168_bet02,bet03,114659815,322,0.0000016
ods_a168_bet02,bet03,114665884,322,0.0000016
ods_a168_bet02,bet03,1294500,322,0.0000016
ods_a168_bet02,bet03,114658280,322,0.0000016
ods_a168_bet02,bet03,114682485,322,0.0000016
ods_a168_bet02,bet03,12110723,322,0.0000016
ods_a168_bet02,bet03,114651507,322,0.0000016
ods_a168_bet02,bet03,1224271,322,0.0000016
ods_a168_bet02,bet03,114608477,322,0.0000016
ods_a168_bet02,bet03,1247147,322,0.0000016
ods_a168_bet02,bet03,114710526,322,0.0000016
ods_a168_bet02,bet03,114677650,322,0.0000016
ods_a168_bet02,bet03,1219017,322,0.0000016
ods_a168_bet02,bet03,1261100,322,0.0000016
ods_a168_bet02,bet03,114600373,322,0.0000016
ods_a168_bet02,bet03,1265986,322,0.0000016
ods_a168_bet02,bet03,1260501,322,0.0000016
ods_a168_bet02,bet03,114705066,322,0.0000016
ods_a168_bet02,bet03,1220957,322,0.0000016
ods_a168_bet02,bet03,1293368,322,0.0000016
ods_a168_bet02,bet03,12105137,322,0.0000016
ods_a168_bet02,bet03,1231946,322,0.0000016
ods_a168_bet02,bet03,1261619,322,0.0000016
ods_a168_bet02,bet03,1247883,322,0.0000016
ods_a168_bet02,bet03,1263429,322,0.0000016
ods_a168_bet02,bet03,114622447,322,0.0000016
ods_a168_bet02,bet03,124574,322,0.0000016
ods_a168_bet02,bet03,1297616,322,0.0000016
ods_a168_bet02,bet03,114604271,322,0.0000016
ods_a168_bet02,bet03,12111098,322,0.0000016
ods_a168_bet02,bet03,1243925,322,0.0000016
ods_a168_bet02,bet03,114659384,322,0.0000016
ods_a168_bet02,bet03,114696890,322,0.0000016
ods_a168_bet02,bet03,114714161,322,0.0000016
ods_a168_bet02,bet03,1299716,322,0.0000016
ods_a168_bet02,bet03,114630279,322,0.0000016
ods_a168_bet02,bet03,114588031,322,0.0000016
ods_a168_bet02,bet03,114745835,322,0.0000016
ods_a168_bet02,bet03,1246286,322,0.0000016
ods_a168_bet02,bet03,1295484,322,0.0000016
ods_a168_bet02,bet03,12113027,322,0.0000016
ods_a168_bet02,bet03,12116794,322,0.0000016
ods_a168_bet02,bet03,114718261,322,0.0000016
ods_a168_bet02,bet03,1217185,322,0.0000016
ods_a168_bet02,bet03,114604646,322,0.0000016
ods_a168_bet02,bet03,114747232,322,0.0000016
ods_a168_bet02,bet03,114677523,322,0.0000016
ods_a168_bet02,bet03,127561,322,0.0000016
ods_a168_bet02,bet03,1291482,322,0.0000016
ods_a168_bet02,bet03,1219729,322,0.0000016
ods_a168_bet02,bet03,1297577,322,0.0000016
ods_a168_bet02,bet03,1293500,322,0.0000016
ods_a168_bet02,bet03,1253468,322,0.0000016
ods_a168_bet02,bet03,12116896,322,0.0000016
ods_a168_bet02,bet03,1298664,322,0.0000016
ods_a168_bet02,bet03,1285786,322,0.0000016
ods_a168_bet02,bet03,114716243,322,0.0000016
ods_a168_bet02,bet03,1258775,322,0.0000016
ods_a168_bet02,bet03,114721989,322,0.0000016
ods_a168_bet02,bet03,114615549,322,0.0000016
ods_a168_bet02,bet03,1233736,322,0.0000016
ods_a168_bet02,bet03,128855,322,0.0000016
ods_a168_bet02,bet03,1216868,322,0.0000016
ods_a168_bet02,bet03,1233961,322,0.0000016
ods_a168_bet02,bet03,114701108,322,0.0000016
ods_a168_bet02,bet03,12107409,322,0.0000016
ods_a168_bet02,bet03,114661415,322,0.0000016
ods_a168_bet02,bet03,114639084,322,0.0000016
ods_a168_bet02,bet03,12112448,322,0.0000016
ods_a168_bet02,bet03,1299397,322,0.0000016
ods_a168_bet02,bet03,114706734,322,0.0000016
ods_a168_bet02,bet03,1236176,322,0.0000016
ods_a168_bet02,bet03,1274278,322,0.0000016
ods_a168_bet02,bet03,114725887,322,0.0000016
ods_a168_bet02,bet03,12104247,322,0.0000016
ods_a168_bet02,bet03,1291762,322,0.0000016
ods_a168_bet02,bet03,114691869,322,0.0000016
ods_a168_bet02,bet03,12113954,322,0.0000016
ods_a168_bet02,bet03,1234308,322,0.0000016
ods_a168_bet02,bet03,128172,322,0.0000016
ods_a168_bet02,bet03,1294117,322,0.0000016
ods_a168_bet02,bet03,114590607,322,0.0000016
ods_a168_bet02,bet03,114632107,322,0.0000016
ods_a168_bet02,bet03,114648881,322,0.0000016
ods_a168_bet02,bet03,1280813,322,0.0000016
ods_a168_bet02,bet03,114693659,322,0.0000016
ods_a168_bet02,bet03,1235787,322,0.0000016
ods_a168_bet02,bet03,1271634,322,0.0000016
ods_a168_bet02,bet03,114624849,322,0.0000016
ods_a168_bet02,bet03,114625384,322,0.0000016
ods_a168_bet02,bet03,1248064,322,0.0000016
ods_a168_bet02,bet03,1248227,322,0.0000016
ods_a168_bet02,bet03,1254481,322,0.0000016
ods_a168_bet02,bet03,114700000,322,0.0000016
ods_a168_bet02,bet03,1277380,322,0.0000016
ods_a168_bet02,bet03,114728127,322,0.0000016
ods_a168_bet02,bet03,1236046,322,0.0000016
ods_a168_bet02,bet03,114630901,322,0.0000016
ods_a168_bet02,bet03,1254511,322,0.0000016
ods_a168_bet02,bet03,114719820,322,0.0000016
ods_a168_bet02,bet03,12225,322,0.0000016
ods_a168_bet02,bet03,1262323,322,0.0000016
ods_a168_bet02,bet03,12101643,322,0.0000016
ods_a168_bet02,bet03,114671343,322,0.0000016
ods_a168_bet02,bet03,1283739,322,0.0000016
ods_a168_bet02,bet03,114591764,322,0.0000016
ods_a168_bet02,bet03,1258921,322,0.0000016
ods_a168_bet02,bet03,1233773,322,0.0000016
ods_a168_bet02,bet03,114672066,322,0.0000016
ods_a168_bet02,bet03,1210268,322,0.0000016
ods_a168_bet02,bet03,1265766,322,0.0000016
ods_a168_bet02,bet03,114665392,322,0.0000016
ods_a168_bet02,bet03,1249782,322,0.0000016
ods_a168_bet02,bet03,114611947,322,0.0000016
ods_a168_bet02,bet03,1251732,322,0.0000016
ods_a168_bet02,bet03,1286409,322,0.0000016
ods_a168_bet02,bet03,1246711,322,0.0000016
ods_a168_bet02,bet03,12109317,322,0.0000016
ods_a168_bet02,bet03,1222520,322,0.0000016
ods_a168_bet02,bet03,1279536,322,0.0000016
ods_a168_bet02,bet03,114743061,322,0.0000016
ods_a168_bet02,bet03,114717678,322,0.0000016
ods_a168_bet02,bet03,114620211,322,0.0000016
ods_a168_bet02,bet03,1217744,322,0.0000016
ods_a168_bet02,bet03,1224362,322,0.0000016
ods_a168_bet02,bet03,1262379,322,0.0000016
ods_a168_bet02,bet03,114682486,322,0.0000016
ods_a168_bet02,bet03,114680247,322,0.0000016
ods_a168_bet02,bet03,114708278,322,0.0000016
ods_a168_bet02,bet03,114642352,322,0.0000016
ods_a168_bet02,bet03,1227402,322,0.0000016
ods_a168_bet02,bet03,1242171,322,0.0000016
ods_a168_bet02,bet03,114694816,322,0.0000016
ods_a168_bet02,bet03,1273652,322,0.0000016
ods_a168_bet02,bet03,12116395,322,0.0000016
ods_a168_bet02,bet03,114676687,322,0.0000016
ods_a168_bet02,bet03,114631036,322,0.0000016
ods_a168_bet02,bet03,114730389,322,0.0000016
ods_a168_bet02,bet03,1221648,322,0.0000016
ods_a168_bet02,bet03,1227958,322,0.0000016
ods_a168_bet02,bet03,12115031,322,0.0000016
ods_a168_bet02,bet03,1268722,322,0.0000016
ods_a168_bet02,bet03,114645820,322,0.0000016
ods_a168_bet02,bet03,1211833,321,0.0000016
ods_a168_bet02,bet03,1270596,321,0.0000016
ods_a168_bet02,bet03,114685420,321,0.0000016
ods_a168_bet02,bet03,114598316,321,0.0000016
ods_a168_bet02,bet03,114744390,321,0.0000016
ods_a168_bet02,bet03,114737339,321,0.0000016
ods_a168_bet02,bet03,1288173,321,0.0000016
ods_a168_bet02,bet03,1243655,321,0.0000016
ods_a168_bet02,bet03,114677574,321,0.0000016
ods_a168_bet02,bet03,114609005,321,0.0000016
ods_a168_bet02,bet03,114679479,321,0.0000016
ods_a168_bet02,bet03,114648810,321,0.0000016
ods_a168_bet02,bet03,114655996,321,0.0000016
ods_a168_bet02,bet03,114585851,321,0.0000016
ods_a168_bet02,bet03,1259986,321,0.0000016
ods_a168_bet02,bet03,1256382,321,0.0000016
ods_a168_bet02,bet03,1282911,321,0.0000016
ods_a168_bet02,bet03,1229252,321,0.0000016
ods_a168_bet02,bet03,114748065,321,0.0000016
ods_a168_bet02,bet03,1292172,321,0.0000016
ods_a168_bet02,bet03,12117028,321,0.0000016
ods_a168_bet02,bet03,114732302,321,0.0000016
ods_a168_bet02,bet03,114620316,321,0.0000016
ods_a168_bet02,bet03,3122514,321,0.0000016
ods_a168_bet02,bet03,114732622,321,0.0000016
ods_a168_bet02,bet03,12109905,321,0.0000016
ods_a168_bet02,bet03,1220618,321,0.0000016
ods_a168_bet02,bet03,12115394,321,0.0000016
ods_a168_bet02,bet03,1214718,321,0.0000016
ods_a168_bet02,bet03,114683945,321,0.0000016
ods_a168_bet02,bet03,114631044,321,0.0000016
ods_a168_bet02,bet03,114697935,321,0.0000016
ods_a168_bet02,bet03,114742188,321,0.0000016
ods_a168_bet02,bet03,1244878,321,0.0000016
ods_a168_bet02,bet03,12208,321,0.0000016
ods_a168_bet02,bet03,114626613,321,0.0000016
ods_a168_bet02,bet03,114618677,321,0.0000016
ods_a168_bet02,bet03,1231304,321,0.0000016
ods_a168_bet02,bet03,114646728,321,0.0000016
ods_a168_bet02,bet03,114659859,321,0.0000016
ods_a168_bet02,bet03,1223244,321,0.0000016
ods_a168_bet02,bet03,1289262,321,0.0000016
ods_a168_bet02,bet03,1218358,321,0.0000016
ods_a168_bet02,bet03,114595856,321,0.0000016
ods_a168_bet02,bet03,114588355,321,0.0000016
ods_a168_bet02,bet03,124581,321,0.0000016
ods_a168_bet02,bet03,1258862,321,0.0000016
ods_a168_bet02,bet03,114617117,321,0.0000016
ods_a168_bet02,bet03,114727054,321,0.0000016
ods_a168_bet02,bet03,1252887,321,0.0000016
ods_a168_bet02,bet03,1273655,321,0.0000016
ods_a168_bet02,bet03,1212555,321,0.0000016
ods_a168_bet02,bet03,114729608,321,0.0000016
ods_a168_bet02,bet03,1244215,321,0.0000016
ods_a168_bet02,bet03,114666939,321,0.0000016
ods_a168_bet02,bet03,114698292,321,0.0000016
ods_a168_bet02,bet03,1292888,321,0.0000016
ods_a168_bet02,bet03,114680404,321,0.0000016
ods_a168_bet02,bet03,114682198,321,0.0000016
ods_a168_bet02,bet03,1293597,321,0.0000016
ods_a168_bet02,bet03,114653448,321,0.0000016
ods_a168_bet02,bet03,12116443,321,0.0000016
ods_a168_bet02,bet03,12106450,321,0.0000016
ods_a168_bet02,bet03,114745460,321,0.0000016
ods_a168_bet02,bet03,1215074,321,0.0000016
ods_a168_bet02,bet03,1251276,321,0.0000016
ods_a168_bet02,bet03,1241346,321,0.0000016
ods_a168_bet02,bet03,1268769,321,0.0000016
ods_a168_bet02,bet03,114637296,321,0.0000016
ods_a168_bet02,bet03,1263224,321,0.0000016
ods_a168_bet02,bet03,114739810,321,0.0000016
ods_a168_bet02,bet03,1219739,321,0.0000016
ods_a168_bet02,bet03,12102949,321,0.0000016
ods_a168_bet02,bet03,114735480,321,0.0000016
ods_a168_bet02,bet03,1258448,321,0.0000016
ods_a168_bet02,bet03,1243870,321,0.0000016
ods_a168_bet02,bet03,1246777,321,0.0000016
ods_a168_bet02,bet03,1251131,321,0.0000016
ods_a168_bet02,bet03,1261714,321,0.0000016
ods_a168_bet02,bet03,114633189,321,0.0000016
ods_a168_bet02,bet03,114703411,321,0.0000016
ods_a168_bet02,bet03,12105333,321,0.0000016
ods_a168_bet02,bet03,114616527,321,0.0000016
ods_a168_bet02,bet03,114711240,321,0.0000016
ods_a168_bet02,bet03,114610088,321,0.0000016
ods_a168_bet02,bet03,114659575,321,0.0000016
ods_a168_bet02,bet03,12116118,321,0.0000016
ods_a168_bet02,bet03,114677039,321,0.0000016
ods_a168_bet02,bet03,1294613,321,0.0000016
ods_a168_bet02,bet03,114653700,321,0.0000016
ods_a168_bet02,bet03,1247103,321,0.0000016
ods_a168_bet02,bet03,114630505,321,0.0000016
ods_a168_bet02,bet03,1255391,321,0.0000016
ods_a168_bet02,bet03,114710511,321,0.0000016
ods_a168_bet02,bet03,114722131,321,0.0000016
ods_a168_bet02,bet03,12114171,321,0.0000016
ods_a168_bet02,bet03,114671047,321,0.0000016
ods_a168_bet02,bet03,1236608,321,0.0000016
ods_a168_bet02,bet03,121158,321,0.0000016
ods_a168_bet02,bet03,114626092,321,0.0000016
ods_a168_bet02,bet03,114700420,321,0.0000016
ods_a168_bet02,bet03,114726746,321,0.0000016
ods_a168_bet02,bet03,1219394,321,0.0000016
ods_a168_bet02,bet03,12102389,321,0.0000016
ods_a168_bet02,bet03,114641440,321,0.0000016
ods_a168_bet02,bet03,124891,321,0.0000016
ods_a168_bet02,bet03,1245043,321,0.0000016
ods_a168_bet02,bet03,114731119,321,0.0000016
ods_a168_bet02,bet03,1234697,321,0.0000016
ods_a168_bet02,bet03,114722622,321,0.0000016
ods_a168_bet02,bet03,1260851,321,0.0000016
ods_a168_bet02,bet03,114713074,321,0.0000016
ods_a168_bet02,bet03,114644754,321,0.0000016
ods_a168_bet02,bet03,1291037,321,0.0000016
ods_a168_bet02,bet03,127683,321,0.0000016
ods_a168_bet02,bet03,12115280,321,0.0000016
ods_a168_bet02,bet03,114732079,321,0.0000016
ods_a168_bet02,bet03,12109327,321,0.0000016
ods_a168_bet02,bet03,114669299,321,0.0000016
ods_a168_bet02,bet03,1226208,321,0.0000016
ods_a168_bet02,bet03,114587282,321,0.0000016
ods_a168_bet02,bet03,114693673,321,0.0000016
ods_a168_bet02,bet03,1212512,321,0.0000016
ods_a168_bet02,bet03,114612320,321,0.0000016
ods_a168_bet02,bet03,1237330,321,0.0000016
ods_a168_bet02,bet03,114692945,321,0.0000016
ods_a168_bet02,bet03,1281811,321,0.0000016
ods_a168_bet02,bet03,114610220,321,0.0000016
ods_a168_bet02,bet03,124931,321,0.0000016
ods_a168_bet02,bet03,114727233,321,0.0000016
ods_a168_bet02,bet03,114715521,321,0.0000016
ods_a168_bet02,bet03,1295679,321,0.0000016
ods_a168_bet02,bet03,12107264,321,0.0000016
ods_a168_bet02,bet03,1272954,321,0.0000016
ods_a168_bet02,bet03,114702674,321,0.0000016
ods_a168_bet02,bet03,12112054,321,0.0000016
ods_a168_bet02,bet03,12110586,321,0.0000016
ods_a168_bet02,bet03,1216563,321,0.0000016
ods_a168_bet02,bet03,114700775,321,0.0000016
ods_a168_bet02,bet03,1247135,321,0.0000016
ods_a168_bet02,bet03,1262705,321,0.0000016
ods_a168_bet02,bet03,1298871,320,0.0000016
ods_a168_bet02,bet03,12109900,320,0.0000016
ods_a168_bet02,bet03,1223454,320,0.0000016
ods_a168_bet02,bet03,1254715,320,0.0000016
ods_a168_bet02,bet03,1269816,320,0.0000016
ods_a168_bet02,bet03,1210262,320,0.0000016
ods_a168_bet02,bet03,1220790,320,0.0000016
ods_a168_bet02,bet03,1226170,320,0.0000016
ods_a168_bet02,bet03,1279243,320,0.0000016
ods_a168_bet02,bet03,1265959,320,0.0000016
ods_a168_bet02,bet03,114607743,320,0.0000016
ods_a168_bet02,bet03,1243109,320,0.0000016
ods_a168_bet02,bet03,12103486,320,0.0000016
ods_a168_bet02,bet03,12104591,320,0.0000016
ods_a168_bet02,bet03,114619082,320,0.0000016
ods_a168_bet02,bet03,1261505,320,0.0000016
ods_a168_bet02,bet03,114723782,320,0.0000016
ods_a168_bet02,bet03,126872,320,0.0000016
ods_a168_bet02,bet03,12100895,320,0.0000016
ods_a168_bet02,bet03,114672167,320,0.0000016
ods_a168_bet02,bet03,1269711,320,0.0000016
ods_a168_bet02,bet03,1253541,320,0.0000016
ods_a168_bet02,bet03,114635737,320,0.0000016
ods_a168_bet02,bet03,114688695,320,0.0000016
ods_a168_bet02,bet03,1221529,320,0.0000016
ods_a168_bet02,bet03,12141,320,0.0000016
ods_a168_bet02,bet03,1226256,320,0.0000016
ods_a168_bet02,bet03,1221388,320,0.0000016
ods_a168_bet02,bet03,1218848,320,0.0000016
ods_a168_bet02,bet03,114677498,320,0.0000016
ods_a168_bet02,bet03,114706631,320,0.0000016
ods_a168_bet02,bet03,1236299,320,0.0000016
ods_a168_bet02,bet03,114641636,320,0.0000016
ods_a168_bet02,bet03,114636463,320,0.0000016
ods_a168_bet02,bet03,114674286,320,0.0000016
ods_a168_bet02,bet03,12702,320,0.0000016
ods_a168_bet02,bet03,114695207,320,0.0000016
ods_a168_bet02,bet03,1271504,320,0.0000016
ods_a168_bet02,bet03,1218711,320,0.0000016
ods_a168_bet02,bet03,114677366,320,0.0000016
ods_a168_bet02,bet03,128823,320,0.0000016
ods_a168_bet02,bet03,114729090,320,0.0000016
ods_a168_bet02,bet03,1244490,320,0.0000016
ods_a168_bet02,bet03,114743215,320,0.0000016
ods_a168_bet02,bet03,114735326,320,0.0000016
ods_a168_bet02,bet03,1271309,320,0.0000016
ods_a168_bet02,bet03,12108296,320,0.0000016
ods_a168_bet02,bet03,1256518,320,0.0000016
ods_a168_bet02,bet03,114680111,320,0.0000016
ods_a168_bet02,bet03,1285664,320,0.0000016
ods_a168_bet02,bet03,1252715,320,0.0000016
ods_a168_bet02,bet03,114616003,320,0.0000016
ods_a168_bet02,bet03,114721020,320,0.0000016
ods_a168_bet02,bet03,1244686,320,0.0000016
ods_a168_bet02,bet03,1220848,320,0.0000016
ods_a168_bet02,bet03,12619,320,0.0000016
ods_a168_bet02,bet03,114605404,320,0.0000016
ods_a168_bet02,bet03,1260127,320,0.0000016
ods_a168_bet02,bet03,114622007,320,0.0000016
ods_a168_bet02,bet03,114707722,320,0.0000016
ods_a168_bet02,bet03,114624832,320,0.0000016
ods_a168_bet02,bet03,114718187,320,0.0000016
ods_a168_bet02,bet03,114730407,320,0.0000016
ods_a168_bet02,bet03,1241559,320,0.0000016
ods_a168_bet02,bet03,1270537,320,0.0000016
ods_a168_bet02,bet03,1247136,320,0.0000016
ods_a168_bet02,bet03,1292061,320,0.0000016
ods_a168_bet02,bet03,1219928,320,0.0000016
ods_a168_bet02,bet03,12117104,320,0.0000016
ods_a168_bet02,bet03,1253833,320,0.0000016
ods_a168_bet02,bet03,12117009,320,0.0000016
ods_a168_bet02,bet03,1292797,320,0.0000016
ods_a168_bet02,bet03,12117007,320,0.0000016
ods_a168_bet02,bet03,1267314,320,0.0000016
ods_a168_bet02,bet03,114668803,320,0.0000016
ods_a168_bet02,bet03,1244514,320,0.0000016
ods_a168_bet02,bet03,1238200,320,0.0000016
ods_a168_bet02,bet03,1237190,320,0.0000016
ods_a168_bet02,bet03,114728457,320,0.0000016
ods_a168_bet02,bet03,1225812,320,0.0000016
ods_a168_bet02,bet03,114605025,320,0.0000016
ods_a168_bet02,bet03,12113034,320,0.0000016
ods_a168_bet02,bet03,114743278,320,0.0000016
ods_a168_bet02,bet03,127649,320,0.0000016
ods_a168_bet02,bet03,114596622,320,0.0000016
ods_a168_bet02,bet03,114637857,320,0.0000016
ods_a168_bet02,bet03,114730784,320,0.0000016
ods_a168_bet02,bet03,12108323,320,0.0000016
ods_a168_bet02,bet03,124368,320,0.0000016
ods_a168_bet02,bet03,1266532,320,0.0000016
ods_a168_bet02,bet03,1250175,320,0.0000016
ods_a168_bet02,bet03,114708727,320,0.0000016
ods_a168_bet02,bet03,114617028,320,0.0000016
ods_a168_bet02,bet03,114637504,320,0.0000016
ods_a168_bet02,bet03,1251336,320,0.0000016
ods_a168_bet02,bet03,114692926,320,0.0000016
ods_a168_bet02,bet03,114597248,320,0.0000016
ods_a168_bet02,bet03,1213251,320,0.0000016
ods_a168_bet02,bet03,114657478,320,0.0000016
