t,c,v,n,pct
ods_a168_bet02,bet03,114648858,1209,0.0000059
ods_a168_bet02,bet03,114648405,1209,0.0000059
ods_a168_bet02,bet03,114665146,1209,0.0000059
ods_a168_bet02,bet03,114627749,1209,0.0000059
ods_a168_bet02,bet03,114692538,1209,0.0000059
ods_a168_bet02,bet03,114615080,1209,0.0000059
ods_a168_bet02,bet03,114649448,1209,0.0000059
ods_a168_bet02,bet03,114630461,1209,0.0000059
ods_a168_bet02,bet03,114704290,1209,0.0000059
ods_a168_bet02,bet03,114727522,1209,0.0000059
ods_a168_bet02,bet03,114644514,1209,0.0000059
ods_a168_bet02,bet03,114730423,1209,0.0000059
ods_a168_bet02,bet03,114685678,1209,0.0000059
ods_a168_bet02,bet03,114598039,1209,0.0000059
ods_a168_bet02,bet03,1255615,1209,0.0000059
ods_a168_bet02,bet03,114636086,1209,0.0000059
ods_a168_bet02,bet03,114587796,1209,0.0000059
ods_a168_bet02,bet03,114735047,1209,0.0000059
ods_a168_bet02,bet03,114704531,1209,0.0000059
ods_a168_bet02,bet03,114640320,1209,0.0000059
ods_a168_bet02,bet03,114616190,1209,0.0000059
ods_a168_bet02,bet03,114680622,1209,0.0000059
ods_a168_bet02,bet03,114725804,1209,0.0000059
ods_a168_bet02,bet03,114604899,1208,0.0000059
ods_a168_bet02,bet03,1266985,1208,0.0000059
ods_a168_bet02,bet03,114647816,1208,0.0000059
ods_a168_bet02,bet03,114611857,1208,0.0000059
ods_a168_bet02,bet03,114599849,1208,0.0000059
ods_a168_bet02,bet03,114633449,1208,0.0000059
ods_a168_bet02,bet03,114733135,1208,0.0000059
ods_a168_bet02,bet03,1262859,1208,0.0000059
ods_a168_bet02,bet03,114713000,1208,0.0000059
ods_a168_bet02,bet03,114584822,1208,0.0000059
ods_a168_bet02,bet03,114721851,1208,0.0000059
ods_a168_bet02,bet03,114734008,1208,0.0000059
ods_a168_bet02,bet03,114723953,1208,0.0000059
ods_a168_bet02,bet03,114679487,1208,0.0000059
ods_a168_bet02,bet03,114694846,1208,0.0000059
ods_a168_bet02,bet03,114590357,1208,0.0000059
ods_a168_bet02,bet03,114704758,1208,0.0000059
ods_a168_bet02,bet03,114727409,1208,0.0000059
ods_a168_bet02,bet03,114595160,1208,0.0000059
ods_a168_bet02,bet03,114701534,1208,0.0000059
ods_a168_bet02,bet03,114640739,1208,0.0000059
ods_a168_bet02,bet03,114695569,1208,0.0000059
ods_a168_bet02,bet03,114722476,1208,0.0000059
ods_a168_bet02,bet03,1240282,1208,0.0000059
ods_a168_bet02,bet03,114680216,1208,0.0000059
ods_a168_bet02,bet03,114650491,1208,0.0000059
ods_a168_bet02,bet03,114738451,1208,0.0000059
ods_a168_bet02,bet03,114655632,1208,0.0000059
ods_a168_bet02,bet03,114607822,1208,0.0000059
ods_a168_bet02,bet03,114620747,1208,0.0000059
ods_a168_bet02,bet03,114612864,1208,0.0000059
ods_a168_bet02,bet03,114725989,1208,0.0000059
ods_a168_bet02,bet03,114721418,1208,0.0000059
ods_a168_bet02,bet03,114644481,1208,0.0000059
ods_a168_bet02,bet03,114591631,1208,0.0000059
ods_a168_bet02,bet03,114624891,1208,0.0000059
ods_a168_bet02,bet03,114672450,1208,0.0000059
ods_a168_bet02,bet03,114710492,1208,0.0000059
ods_a168_bet02,bet03,114682842,1208,0.0000059
ods_a168_bet02,bet03,114606225,1208,0.0000059
ods_a168_bet02,bet03,114736456,1208,0.0000059
ods_a168_bet02,bet03,114623590,1208,0.0000059
ods_a168_bet02,bet03,114697324,1208,0.0000059
ods_a168_bet02,bet03,114695889,1208,0.0000059
ods_a168_bet02,bet03,114594466,1208,0.0000059
ods_a168_bet02,bet03,114591622,1208,0.0000059
ods_a168_bet02,bet03,114616019,1208,0.0000059
ods_a168_bet02,bet03,114623550,1208,0.0000059
ods_a168_bet02,bet03,114711034,1208,0.0000059
ods_a168_bet02,bet03,114705483,1208,0.0000059
ods_a168_bet02,bet03,114722610,1208,0.0000059
ods_a168_bet02,bet03,114647908,1208,0.0000059
ods_a168_bet02,bet03,114637710,1208,0.0000059
ods_a168_bet02,bet03,12113851,1208,0.0000059
ods_a168_bet02,bet03,114697414,1208,0.0000059
ods_a168_bet02,bet03,114701761,1207,0.0000059
ods_a168_bet02,bet03,114695914,1207,0.0000059
ods_a168_bet02,bet03,114655814,1207,0.0000059
ods_a168_bet02,bet03,114679680,1207,0.0000059
ods_a168_bet02,bet03,114700640,1207,0.0000059
ods_a168_bet02,bet03,114713558,1207,0.0000059
ods_a168_bet02,bet03,114649232,1207,0.0000059
ods_a168_bet02,bet03,114727838,1207,0.0000059
ods_a168_bet02,bet03,114588005,1207,0.0000059
ods_a168_bet02,bet03,114704980,1207,0.0000059
ods_a168_bet02,bet03,114682166,1207,0.0000059
ods_a168_bet02,bet03,114733358,1207,0.0000059
ods_a168_bet02,bet03,114652223,1207,0.0000059
ods_a168_bet02,bet03,114668532,1207,0.0000059
ods_a168_bet02,bet03,114719085,1207,0.0000059
ods_a168_bet02,bet03,114714177,1207,0.0000059
ods_a168_bet02,bet03,114640447,1207,0.0000059
ods_a168_bet02,bet03,114713701,1207,0.0000059
ods_a168_bet02,bet03,114714158,1207,0.0000059
ods_a168_bet02,bet03,114687356,1207,0.0000059
ods_a168_bet02,bet03,114673128,1207,0.0000059
ods_a168_bet02,bet03,114610864,1207,0.0000059
ods_a168_bet02,bet03,1273670,1207,0.0000059
ods_a168_bet02,bet03,114624644,1207,0.0000059
ods_a168_bet02,bet03,114618149,1207,0.0000059
ods_a168_bet02,bet03,114721596,1207,0.0000059
ods_a168_bet02,bet03,114699850,1207,0.0000059
ods_a168_bet02,bet03,114684575,1207,0.0000059
ods_a168_bet02,bet03,114693738,1207,0.0000059
ods_a168_bet02,bet03,114631397,1207,0.0000059
ods_a168_bet02,bet03,114671635,1207,0.0000059
ods_a168_bet02,bet03,114616801,1207,0.0000059
ods_a168_bet02,bet03,114632807,1207,0.0000059
ods_a168_bet02,bet03,114607425,1207,0.0000059
ods_a168_bet02,bet03,114681540,1207,0.0000059
ods_a168_bet02,bet03,114687075,1207,0.0000059
ods_a168_bet02,bet03,114596579,1207,0.0000059
ods_a168_bet02,bet03,114667823,1207,0.0000059
ods_a168_bet02,bet03,114707295,1207,0.0000059
ods_a168_bet02,bet03,114744063,1207,0.0000059
ods_a168_bet02,bet03,114645314,1207,0.0000059
ods_a168_bet02,bet03,114641416,1207,0.0000059
ods_a168_bet02,bet03,114659424,1207,0.0000059
ods_a168_bet02,bet03,114711525,1207,0.0000059
ods_a168_bet02,bet03,114634613,1207,0.0000059
ods_a168_bet02,bet03,114633208,1207,0.0000059
ods_a168_bet02,bet03,114719110,1207,0.0000059
ods_a168_bet02,bet03,114623272,1207,0.0000059
ods_a168_bet02,bet03,114616017,1207,0.0000059
ods_a168_bet02,bet03,114745878,1207,0.0000059
ods_a168_bet02,bet03,12525,1207,0.0000059
ods_a168_bet02,bet03,1211951,1207,0.0000059
ods_a168_bet02,bet03,1220993,1207,0.0000059
ods_a168_bet02,bet03,114651548,1207,0.0000059
ods_a168_bet02,bet03,114722189,1207,0.0000059
ods_a168_bet02,bet03,114697771,1207,0.0000059
ods_a168_bet02,bet03,114728956,1207,0.0000059
ods_a168_bet02,bet03,114731650,1207,0.0000059
ods_a168_bet02,bet03,114646576,1207,0.0000059
ods_a168_bet02,bet03,114619649,1207,0.0000059
ods_a168_bet02,bet03,114715038,1206,0.0000059
ods_a168_bet02,bet03,114617157,1206,0.0000059
ods_a168_bet02,bet03,114733300,1206,0.0000059
ods_a168_bet02,bet03,114670809,1206,0.0000059
ods_a168_bet02,bet03,114686610,1206,0.0000059
ods_a168_bet02,bet03,114649856,1206,0.0000059
ods_a168_bet02,bet03,114626567,1206,0.0000059
ods_a168_bet02,bet03,114731701,1206,0.0000059
ods_a168_bet02,bet03,114620235,1206,0.0000059
ods_a168_bet02,bet03,114691618,1206,0.0000059
ods_a168_bet02,bet03,114727112,1206,0.0000059
ods_a168_bet02,bet03,114680581,1206,0.0000059
ods_a168_bet02,bet03,114683596,1206,0.0000059
ods_a168_bet02,bet03,114713477,1206,0.0000059
ods_a168_bet02,bet03,114708745,1206,0.0000059
ods_a168_bet02,bet03,114609111,1206,0.0000059
ods_a168_bet02,bet03,1292558,1206,0.0000059
ods_a168_bet02,bet03,114613808,1206,0.0000059
ods_a168_bet02,bet03,114695832,1206,0.0000059
ods_a168_bet02,bet03,114665841,1206,0.0000059
ods_a168_bet02,bet03,114738257,1206,0.0000059
ods_a168_bet02,bet03,114602947,1206,0.0000059
ods_a168_bet02,bet03,114728213,1206,0.0000059
ods_a168_bet02,bet03,114604938,1206,0.0000059
ods_a168_bet02,bet03,114635154,1206,0.0000059
ods_a168_bet02,bet03,114680239,1206,0.0000059
ods_a168_bet02,bet03,114602939,1206,0.0000059
ods_a168_bet02,bet03,114587730,1206,0.0000059
ods_a168_bet02,bet03,114718811,1206,0.0000059
ods_a168_bet02,bet03,114737458,1206,0.0000059
ods_a168_bet02,bet03,114624403,1206,0.0000059
ods_a168_bet02,bet03,114684884,1206,0.0000059
ods_a168_bet02,bet03,114718424,1206,0.0000059
ods_a168_bet02,bet03,114646291,1206,0.0000059
ods_a168_bet02,bet03,114624259,1206,0.0000059
ods_a168_bet02,bet03,114642974,1206,0.0000059
ods_a168_bet02,bet03,114677282,1206,0.0000059
ods_a168_bet02,bet03,114716787,1206,0.0000059
ods_a168_bet02,bet03,114641554,1206,0.0000059
ods_a168_bet02,bet03,114683305,1206,0.0000059
ods_a168_bet02,bet03,114643757,1206,0.0000059
ods_a168_bet02,bet03,114678411,1206,0.0000059
ods_a168_bet02,bet03,114629885,1206,0.0000059
ods_a168_bet02,bet03,114612912,1206,0.0000059
ods_a168_bet02,bet03,114622659,1206,0.0000059
ods_a168_bet02,bet03,114728391,1206,0.0000059
ods_a168_bet02,bet03,114635075,1206,0.0000059
ods_a168_bet02,bet03,114734236,1206,0.0000059
ods_a168_bet02,bet03,114712444,1206,0.0000059
ods_a168_bet02,bet03,114611945,1206,0.0000059
ods_a168_bet02,bet03,114595619,1206,0.0000059
ods_a168_bet02,bet03,114679502,1206,0.0000059
ods_a168_bet02,bet03,114702648,1206,0.0000059
ods_a168_bet02,bet03,114719289,1206,0.0000059
ods_a168_bet02,bet03,114606884,1206,0.0000059
ods_a168_bet02,bet03,114592594,1206,0.0000059
ods_a168_bet02,bet03,114674063,1205,0.0000059
ods_a168_bet02,bet03,114623629,1205,0.0000059
ods_a168_bet02,bet03,114607892,1205,0.0000059
ods_a168_bet02,bet03,114618085,1205,0.0000059
ods_a168_bet02,bet03,114593340,1205,0.0000059
ods_a168_bet02,bet03,114707258,1205,0.0000059
ods_a168_bet02,bet03,114608134,1205,0.0000059
ods_a168_bet02,bet03,114605566,1205,0.0000059
ods_a168_bet02,bet03,114714000,1205,0.0000059
ods_a168_bet02,bet03,114639043,1205,0.0000059
ods_a168_bet02,bet03,114608139,1205,0.0000059
ods_a168_bet02,bet03,114693445,1205,0.0000059
ods_a168_bet02,bet03,1244997,1205,0.0000059
ods_a168_bet02,bet03,114655238,1205,0.0000059
ods_a168_bet02,bet03,114685827,1205,0.0000059
ods_a168_bet02,bet03,114711935,1205,0.0000059
ods_a168_bet02,bet03,114702730,1205,0.0000059
ods_a168_bet02,bet03,114710604,1205,0.0000059
ods_a168_bet02,bet03,114600322,1205,0.0000059
ods_a168_bet02,bet03,114672285,1205,0.0000059
ods_a168_bet02,bet03,114661540,1205,0.0000059
ods_a168_bet02,bet03,114713787,1205,0.0000059
ods_a168_bet02,bet03,114711314,1205,0.0000059
ods_a168_bet02,bet03,114741971,1205,0.0000059
ods_a168_bet02,bet03,114592630,1205,0.0000059
ods_a168_bet02,bet03,114603841,1205,0.0000059
ods_a168_bet02,bet03,114619592,1205,0.0000059
ods_a168_bet02,bet03,114699730,1205,0.0000059
ods_a168_bet02,bet03,114632661,1205,0.0000059
ods_a168_bet02,bet03,114595199,1205,0.0000059
ods_a168_bet02,bet03,114640789,1205,0.0000059
ods_a168_bet02,bet03,114713397,1205,0.0000059
ods_a168_bet02,bet03,114704439,1205,0.0000059
ods_a168_bet02,bet03,114706455,1205,0.0000059
ods_a168_bet02,bet03,114597492,1205,0.0000059
ods_a168_bet02,bet03,114706951,1205,0.0000059
ods_a168_bet02,bet03,114717274,1205,0.0000059
ods_a168_bet02,bet03,114672621,1205,0.0000059
ods_a168_bet02,bet03,1285888,1205,0.0000059
ods_a168_bet02,bet03,114635148,1205,0.0000059
ods_a168_bet02,bet03,114682626,1205,0.0000059
ods_a168_bet02,bet03,1231049,1205,0.0000059
ods_a168_bet02,bet03,114716764,1205,0.0000059
ods_a168_bet02,bet03,114617617,1205,0.0000059
ods_a168_bet02,bet03,114597894,1205,0.0000059
ods_a168_bet02,bet03,114589919,1205,0.0000059
ods_a168_bet02,bet03,114711748,1205,0.0000059
ods_a168_bet02,bet03,114706250,1205,0.0000059
ods_a168_bet02,bet03,114679920,1205,0.0000059
ods_a168_bet02,bet03,114710023,1205,0.0000059
ods_a168_bet02,bet03,114604299,1205,0.0000059
ods_a168_bet02,bet03,114631111,1205,0.0000059
ods_a168_bet02,bet03,114589281,1205,0.0000059
ods_a168_bet02,bet03,114711159,1205,0.0000059
ods_a168_bet02,bet03,114615203,1205,0.0000059
ods_a168_bet02,bet03,114607549,1205,0.0000059
ods_a168_bet02,bet03,114633528,1205,0.0000059
ods_a168_bet02,bet03,114630009,1204,0.0000058
ods_a168_bet02,bet03,114607935,1204,0.0000058
ods_a168_bet02,bet03,114642393,1204,0.0000058
ods_a168_bet02,bet03,114680637,1204,0.0000058
ods_a168_bet02,bet03,114616048,1204,0.0000058
ods_a168_bet02,bet03,114627868,1204,0.0000058
ods_a168_bet02,bet03,114673164,1204,0.0000058
ods_a168_bet02,bet03,114604440,1204,0.0000058
ods_a168_bet02,bet03,114705915,1204,0.0000058
ods_a168_bet02,bet03,114732541,1204,0.0000058
ods_a168_bet02,bet03,114747136,1204,0.0000058
ods_a168_bet02,bet03,114721015,1204,0.0000058
ods_a168_bet02,bet03,114723705,1204,0.0000058
ods_a168_bet02,bet03,114637793,1204,0.0000058
ods_a168_bet02,bet03,114621218,1204,0.0000058
ods_a168_bet02,bet03,114740649,1204,0.0000058
ods_a168_bet02,bet03,114653589,1204,0.0000058
ods_a168_bet02,bet03,1284431,1204,0.0000058
ods_a168_bet02,bet03,114597502,1204,0.0000058
ods_a168_bet02,bet03,114677875,1204,0.0000058
ods_a168_bet02,bet03,114736784,1204,0.0000058
ods_a168_bet02,bet03,114673352,1204,0.0000058
ods_a168_bet02,bet03,114618141,1204,0.0000058
ods_a168_bet02,bet03,114594308,1204,0.0000058
ods_a168_bet02,bet03,114699690,1204,0.0000058
ods_a168_bet02,bet03,114731496,1204,0.0000058
ods_a168_bet02,bet03,114716353,1204,0.0000058
ods_a168_bet02,bet03,114584397,1204,0.0000058
ods_a168_bet02,bet03,114735818,1204,0.0000058
ods_a168_bet02,bet03,114695678,1204,0.0000058
ods_a168_bet02,bet03,114621209,1204,0.0000058
ods_a168_bet02,bet03,114589988,1204,0.0000058
ods_a168_bet02,bet03,114700070,1204,0.0000058
ods_a168_bet02,bet03,114703973,1204,0.0000058
ods_a168_bet02,bet03,114650568,1204,0.0000058
ods_a168_bet02,bet03,114722309,1204,0.0000058
ods_a168_bet02,bet03,114603411,1204,0.0000058
ods_a168_bet02,bet03,114674455,1204,0.0000058
ods_a168_bet02,bet03,114711020,1204,0.0000058
ods_a168_bet02,bet03,114669611,1204,0.0000058
ods_a168_bet02,bet03,114735595,1204,0.0000058
ods_a168_bet02,bet03,114730560,1204,0.0000058
ods_a168_bet02,bet03,114619510,1204,0.0000058
ods_a168_bet02,bet03,114680560,1204,0.0000058
ods_a168_bet02,bet03,114600433,1204,0.0000058
ods_a168_bet02,bet03,114645159,1204,0.0000058
ods_a168_bet02,bet03,114710485,1204,0.0000058
ods_a168_bet02,bet03,114639876,1204,0.0000058
ods_a168_bet02,bet03,114748005,1204,0.0000058
ods_a168_bet02,bet03,114746895,1204,0.0000058
ods_a168_bet02,bet03,114723005,1204,0.0000058
ods_a168_bet02,bet03,114662938,1204,0.0000058
ods_a168_bet02,bet03,114676136,1204,0.0000058
ods_a168_bet02,bet03,114625519,1204,0.0000058
ods_a168_bet02,bet03,114623544,1204,0.0000058
ods_a168_bet02,bet03,114727215,1204,0.0000058
ods_a168_bet02,bet03,114631420,1204,0.0000058
ods_a168_bet02,bet03,114734861,1204,0.0000058
ods_a168_bet02,bet03,114658852,1204,0.0000058
ods_a168_bet02,bet03,114631405,1203,0.0000058
ods_a168_bet02,bet03,114624285,1203,0.0000058
ods_a168_bet02,bet03,114720253,1203,0.0000058
ods_a168_bet02,bet03,114687664,1203,0.0000058
ods_a168_bet02,bet03,114641438,1203,0.0000058
ods_a168_bet02,bet03,114672056,1203,0.0000058
ods_a168_bet02,bet03,114615070,1203,0.0000058
ods_a168_bet02,bet03,114732792,1203,0.0000058
ods_a168_bet02,bet03,114717393,1203,0.0000058
ods_a168_bet02,bet03,114632669,1203,0.0000058
ods_a168_bet02,bet03,114681612,1203,0.0000058
ods_a168_bet02,bet03,114670346,1203,0.0000058
ods_a168_bet02,bet03,114709811,1203,0.0000058
ods_a168_bet02,bet03,114630398,1203,0.0000058
ods_a168_bet02,bet03,114690625,1203,0.0000058
ods_a168_bet02,bet03,114661665,1203,0.0000058
ods_a168_bet02,bet03,114629931,1203,0.0000058
ods_a168_bet02,bet03,114693671,1203,0.0000058
ods_a168_bet02,bet03,114672394,1203,0.0000058
ods_a168_bet02,bet03,114737411,1203,0.0000058
ods_a168_bet02,bet03,114738756,1203,0.0000058
ods_a168_bet02,bet03,114641719,1203,0.0000058
ods_a168_bet02,bet03,114706774,1203,0.0000058
ods_a168_bet02,bet03,114723633,1203,0.0000058
ods_a168_bet02,bet03,114671837,1203,0.0000058
ods_a168_bet02,bet03,114610516,1203,0.0000058
ods_a168_bet02,bet03,114603502,1203,0.0000058
ods_a168_bet02,bet03,114628123,1203,0.0000058
ods_a168_bet02,bet03,114623179,1203,0.0000058
ods_a168_bet02,bet03,114642834,1203,0.0000058
ods_a168_bet02,bet03,114621284,1203,0.0000058
ods_a168_bet02,bet03,114740201,1203,0.0000058
ods_a168_bet02,bet03,114676091,1203,0.0000058
ods_a168_bet02,bet03,114636879,1203,0.0000058
ods_a168_bet02,bet03,114661496,1203,0.0000058
ods_a168_bet02,bet03,114606907,1203,0.0000058
ods_a168_bet02,bet03,114638073,1203,0.0000058
ods_a168_bet02,bet03,114673873,1203,0.0000058
ods_a168_bet02,bet03,114732882,1203,0.0000058
ods_a168_bet02,bet03,114736253,1203,0.0000058
ods_a168_bet02,bet03,114607491,1203,0.0000058
ods_a168_bet02,bet03,114587371,1203,0.0000058
ods_a168_bet02,bet03,114689962,1203,0.0000058
ods_a168_bet02,bet03,114678331,1203,0.0000058
ods_a168_bet02,bet03,114611394,1203,0.0000058
ods_a168_bet02,bet03,1219661,1203,0.0000058
ods_a168_bet02,bet03,114710214,1203,0.0000058
ods_a168_bet02,bet03,114671643,1202,0.0000058
ods_a168_bet02,bet03,114707484,1202,0.0000058
ods_a168_bet02,bet03,114700752,1202,0.0000058
ods_a168_bet02,bet03,114594457,1202,0.0000058
ods_a168_bet02,bet03,114673062,1202,0.0000058
ods_a168_bet02,bet03,114691541,1202,0.0000058
ods_a168_bet02,bet03,114617771,1202,0.0000058
ods_a168_bet02,bet03,114721445,1202,0.0000058
ods_a168_bet02,bet03,114709980,1202,0.0000058
ods_a168_bet02,bet03,114658989,1202,0.0000058
ods_a168_bet02,bet03,114613733,1202,0.0000058
ods_a168_bet02,bet03,114623601,1202,0.0000058
ods_a168_bet02,bet03,114643245,1202,0.0000058
ods_a168_bet02,bet03,114675915,1202,0.0000058
ods_a168_bet02,bet03,114587477,1202,0.0000058
ods_a168_bet02,bet03,114591503,1202,0.0000058
ods_a168_bet02,bet03,114720262,1202,0.0000058
ods_a168_bet02,bet03,114662952,1202,0.0000058
ods_a168_bet02,bet03,114608650,1202,0.0000058
ods_a168_bet02,bet03,114699758,1202,0.0000058
ods_a168_bet02,bet03,114598799,1202,0.0000058
ods_a168_bet02,bet03,114720660,1202,0.0000058
ods_a168_bet02,bet03,114663868,1202,0.0000058
ods_a168_bet02,bet03,114606691,1202,0.0000058
ods_a168_bet02,bet03,114622543,1202,0.0000058
ods_a168_bet02,bet03,114722586,1202,0.0000058
ods_a168_bet02,bet03,114635178,1202,0.0000058
ods_a168_bet02,bet03,114666193,1202,0.0000058
ods_a168_bet02,bet03,114619406,1202,0.0000058
ods_a168_bet02,bet03,114713267,1202,0.0000058
ods_a168_bet02,bet03,114740276,1202,0.0000058
ods_a168_bet02,bet03,114600063,1202,0.0000058
ods_a168_bet02,bet03,114594670,1202,0.0000058
ods_a168_bet02,bet03,114655399,1202,0.0000058
ods_a168_bet02,bet03,114657080,1202,0.0000058
ods_a168_bet02,bet03,114713741,1202,0.0000058
ods_a168_bet02,bet03,114732318,1202,0.0000058
ods_a168_bet02,bet03,114736551,1202,0.0000058
ods_a168_bet02,bet03,114658984,1202,0.0000058
ods_a168_bet02,bet03,114738791,1202,0.0000058
ods_a168_bet02,bet03,114587726,1202,0.0000058
ods_a168_bet02,bet03,114708938,1202,0.0000058
ods_a168_bet02,bet03,114595314,1202,0.0000058
ods_a168_bet02,bet03,114589091,1202,0.0000058
ods_a168_bet02,bet03,114619350,1202,0.0000058
ods_a168_bet02,bet03,114668273,1202,0.0000058
ods_a168_bet02,bet03,114706750,1202,0.0000058
ods_a168_bet02,bet03,114684548,1202,0.0000058
ods_a168_bet02,bet03,114625723,1202,0.0000058
ods_a168_bet02,bet03,114715840,1202,0.0000058
ods_a168_bet02,bet03,114622443,1202,0.0000058
ods_a168_bet02,bet03,1255205,1202,0.0000058
ods_a168_bet02,bet03,114671115,1202,0.0000058
ods_a168_bet02,bet03,114744782,1202,0.0000058
ods_a168_bet02,bet03,114736179,1201,0.0000058
ods_a168_bet02,bet03,114608723,1201,0.0000058
ods_a168_bet02,bet03,114734088,1201,0.0000058
ods_a168_bet02,bet03,114715075,1201,0.0000058
ods_a168_bet02,bet03,114584913,1201,0.0000058
ods_a168_bet02,bet03,114638712,1201,0.0000058
ods_a168_bet02,bet03,114737716,1201,0.0000058
ods_a168_bet02,bet03,114694370,1201,0.0000058
ods_a168_bet02,bet03,114609336,1201,0.0000058
ods_a168_bet02,bet03,114627143,1201,0.0000058
ods_a168_bet02,bet03,114639278,1201,0.0000058
ods_a168_bet02,bet03,114585330,1201,0.0000058
ods_a168_bet02,bet03,114590342,1201,0.0000058
ods_a168_bet02,bet03,114702508,1201,0.0000058
ods_a168_bet02,bet03,114613689,1201,0.0000058
ods_a168_bet02,bet03,114592309,1201,0.0000058
ods_a168_bet02,bet03,1264493,1201,0.0000058
ods_a168_bet02,bet03,114734610,1201,0.0000058
ods_a168_bet02,bet03,114604580,1201,0.0000058
ods_a168_bet02,bet03,114608265,1201,0.0000058
ods_a168_bet02,bet03,114669775,1201,0.0000058
ods_a168_bet02,bet03,114677208,1201,0.0000058
ods_a168_bet02,bet03,114726079,1201,0.0000058
ods_a168_bet02,bet03,114731274,1201,0.0000058
ods_a168_bet02,bet03,1283249,1201,0.0000058
ods_a168_bet02,bet03,114637570,1201,0.0000058
ods_a168_bet02,bet03,114674645,1201,0.0000058
ods_a168_bet02,bet03,114719442,1201,0.0000058
ods_a168_bet02,bet03,114606887,1201,0.0000058
ods_a168_bet02,bet03,114592203,1201,0.0000058
ods_a168_bet02,bet03,114597922,1201,0.0000058
ods_a168_bet02,bet03,114602542,1201,0.0000058
ods_a168_bet02,bet03,114745867,1201,0.0000058
ods_a168_bet02,bet03,114675021,1201,0.0000058
ods_a168_bet02,bet03,114680495,1201,0.0000058
ods_a168_bet02,bet03,114733465,1201,0.0000058
ods_a168_bet02,bet03,114652026,1201,0.0000058
ods_a168_bet02,bet03,114672097,1201,0.0000058
ods_a168_bet02,bet03,114653897,1201,0.0000058
ods_a168_bet02,bet03,114656766,1201,0.0000058
ods_a168_bet02,bet03,114728420,1201,0.0000058
ods_a168_bet02,bet03,114730287,1201,0.0000058
ods_a168_bet02,bet03,114692561,1201,0.0000058
ods_a168_bet02,bet03,114644249,1201,0.0000058
ods_a168_bet02,bet03,114588739,1201,0.0000058
ods_a168_bet02,bet03,114661465,1201,0.0000058
ods_a168_bet02,bet03,114690271,1201,0.0000058
ods_a168_bet02,bet03,114680732,1201,0.0000058
ods_a168_bet02,bet03,114714270,1201,0.0000058
ods_a168_bet02,bet03,114624364,1201,0.0000058
ods_a168_bet02,bet03,114591167,1201,0.0000058
ods_a168_bet02,bet03,114694957,1201,0.0000058
ods_a168_bet02,bet03,114617871,1201,0.0000058
ods_a168_bet02,bet03,114725215,1201,0.0000058
ods_a168_bet02,bet03,114629890,1201,0.0000058
ods_a168_bet02,bet03,114602306,1201,0.0000058
ods_a168_bet02,bet03,114601948,1201,0.0000058
ods_a168_bet02,bet03,1287097,1201,0.0000058
ods_a168_bet02,bet03,114721630,1201,0.0000058
ods_a168_bet02,bet03,114648617,1201,0.0000058
ods_a168_bet02,bet03,114704894,1201,0.0000058
ods_a168_bet02,bet03,114616058,1201,0.0000058
ods_a168_bet02,bet03,114708313,1201,0.0000058
ods_a168_bet02,bet03,114720295,1201,0.0000058
ods_a168_bet02,bet03,114689932,1201,0.0000058
ods_a168_bet02,bet03,114610941,1201,0.0000058
ods_a168_bet02,bet03,114677406,1201,0.0000058
ods_a168_bet02,bet03,1260986,1201,0.0000058
ods_a168_bet02,bet03,114744295,1201,0.0000058
ods_a168_bet02,bet03,121411,1200,0.0000058
ods_a168_bet02,bet03,114691377,1200,0.0000058
ods_a168_bet02,bet03,114614683,1200,0.0000058
ods_a168_bet02,bet03,114654494,1200,0.0000058
ods_a168_bet02,bet03,114661178,1200,0.0000058
ods_a168_bet02,bet03,114639771,1200,0.0000058
ods_a168_bet02,bet03,114732359,1200,0.0000058
ods_a168_bet02,bet03,114641178,1200,0.0000058
ods_a168_bet02,bet03,114592421,1200,0.0000058
ods_a168_bet02,bet03,114618162,1200,0.0000058
ods_a168_bet02,bet03,114737827,1200,0.0000058
ods_a168_bet02,bet03,114725135,1200,0.0000058
ods_a168_bet02,bet03,114642937,1200,0.0000058
ods_a168_bet02,bet03,114599390,1200,0.0000058
ods_a168_bet02,bet03,114692698,1200,0.0000058
ods_a168_bet02,bet03,114649147,1200,0.0000058
ods_a168_bet02,bet03,114670593,1200,0.0000058
ods_a168_bet02,bet03,114741893,1200,0.0000058
ods_a168_bet02,bet03,114621329,1200,0.0000058
ods_a168_bet02,bet03,1242381,1200,0.0000058
ods_a168_bet02,bet03,114611582,1200,0.0000058
ods_a168_bet02,bet03,114704850,1200,0.0000058
ods_a168_bet02,bet03,114634063,1200,0.0000058
ods_a168_bet02,bet03,114631918,1200,0.0000058
ods_a168_bet02,bet03,114744841,1200,0.0000058
ods_a168_bet02,bet03,114615716,1200,0.0000058
ods_a168_bet02,bet03,114712514,1200,0.0000058
ods_a168_bet02,bet03,114695760,1200,0.0000058
ods_a168_bet02,bet03,114593072,1200,0.0000058
ods_a168_bet02,bet03,114705242,1200,0.0000058
ods_a168_bet02,bet03,114722009,1200,0.0000058
ods_a168_bet02,bet03,114738476,1200,0.0000058
ods_a168_bet02,bet03,114675273,1200,0.0000058
ods_a168_bet02,bet03,114730698,1200,0.0000058
ods_a168_bet02,bet03,114696351,1200,0.0000058
ods_a168_bet02,bet03,114658048,1200,0.0000058
ods_a168_bet02,bet03,114629098,1200,0.0000058
ods_a168_bet02,bet03,114604422,1200,0.0000058
