member_id,bet_month,分层,标注,证据等级,n_orders,n_rounds_month,n_days_month,n_tables_month,n_hedge_rounds,n_hedge_eq,hedge_eq_share,n_zero_pnl_rounds,n_vb_true_zero,n_vb_positive,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_order_nocomm,识别契约,来源
134517338,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,9,5,3,3,4,4,0.8,2,9,0,0.0,3650.0,-75.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
137591678,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,4638.1211392912,-52.7059220374,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
138107903,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,4,4,4,1.0,1,8,0,0.0,576.027978502,-14.2721217888,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
139309024,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,3,4,7,7,1.0,3,14,0,0.0,1052.7245804626,-9.8113797638,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
139484909,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,16,8,2,3,8,8,1.0,5,16,0,0.0,356.1663656322,-3.6526099338,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
139484909,2026-07-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,1,5,5,1.0,2,10,0,0.0,204.390303724,-3.0658545558,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
139965362,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,2,8,0,0.0,261.7595476798,-3.9263932152,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
142534422,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,1,6,0,0.0,126.0371809686,-2.1006196828,0.0,2,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
142579066,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,2,5,5,1.0,4,10,0,0.0,131.65863549,-0.6582931775,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
143553996,2026-07-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,2,8,0,0.0,2400.0,-30.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
143663753,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,24,12,1,2,12,12,1.0,6,24,0,0.0,674.6358020792,-8.4329475262,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
145198183,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,1,6,0,0.0,74.9387519816,-1.8374405534,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
145505175,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,2,8,0,0.0,5400.0,-35.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
145931849,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,2,3,3,3,1.0,2,6,0,0.0,57.9297996156,-0.3949759065,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146273793,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,3,6,0,0.0,110.0448983186,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146285664,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,2,2,3,3,1.0,3,6,0,0.0,103.7828862022,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146364347,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,4,4,4,4,1.0,3,8,0,0.0,83.0858068672,-0.5192862929,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146595945,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,1,6,6,1.0,2,12,0,0.0,288.22596916,-5.0439544604,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146629905,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,28,14,2,1,14,14,1.0,9,28,0,0.0,885.5421686748,-5.6852409638,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146629905,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,2,6,6,1.0,3,12,0,0.0,105.2024787434,-1.3690733535,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146649238,2026-07-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,3,6,0,0.0,1541.1090848382,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146682295,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,45.1807228914,-0.7530120482,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146682295,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,16,8,1,1,8,8,1.0,6,16,0,0.0,475.572849114,-2.1616947687,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146749324,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,1,6,6,1.0,1,12,0,0.0,411.3865932052,-8.448117539,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146790745,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,1,5,5,1.0,4,10,0,0.0,2132.8698949364,-13.165863549,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146812893,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,20,10,10,8,10,10,1.0,2,20,0,0.0,210.06196828,-4.2012393656,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146812893,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,3,3,3,3,1.0,1,6,0,0.0,62.3143551504,-1.0385725858,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146855013,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,1,6,6,1.0,4,12,0,0.0,528.9256198346,-5.142332415,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
146932650,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,1,1,9,9,1.0,7,18,0,0.0,310.0775193792,-1.7226528854,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147027434,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,1,6,0,0.0,22.590361446,-0.3765060242,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147067646,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,3,6,0,0.0,400.0,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147083297,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,1,6,0,0.0,220.0897966372,-3.8515714412,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147083680,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,5,5,9,9,1.0,5,18,0,0.0,481.9688014892,-5.2222060681,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147083680,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,28,14,7,6,14,14,1.0,6,28,0,0.0,727.0008100866,-10.9050121512,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147131308,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,2,3,4,4,1.0,1,8,0,0.0,1166.4759221762,-23.6596531384,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147260172,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,1,3,9,9,1.0,4,18,0,0.0,336.0991492494,-4.7263942863,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147348994,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,0,6,0,0.0,308.5399449036,-7.7134986226,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147600427,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,1,5,5,1.0,4,10,0,0.0,1050.309841403,-5.251549207,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147617642,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,3,5,5,1.0,2,10,0,0.0,10344.2204419404,-148.56061273,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147673121,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,263.31727098,-2.6331727098,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147695204,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,2,1,9,9,1.0,4,18,0,0.0,850.9036144582,-9.7891566266,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147699711,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,315.9807251758,-0.6582931775,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147704092,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,1,1,7,7,1.0,5,14,0,0.0,712.6483199312,-5.3448623994,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147709228,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,1,6,0,0.0,26.331727098,-0.3949759065,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147724344,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,2,3,3,3,1.0,3,6,0,0.0,240.0,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147725988,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,4,3,4,4,1.0,0,8,0,0.0,415.4290343352,-10.3857258584,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147727449,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,2,8,0,0.0,70.1323748576,-0.8766546858,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147734501,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,1,6,6,1.0,3,12,0,0.0,136.9249809096,-1.9748795325,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147734761,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,3,3,3,3,1.0,2,6,0,0.0,60.0,-0.5,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147805387,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,3,6,0,0.0,789.9518129394,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147821285,2026-03-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,2,3,3,3,1.0,1,6,0,0.0,1800.0,-30.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
147999950,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,1,4,7,7,1.0,3,14,0,0.0,514.3106950906,-6.4288836886,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148109889,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,1,6,6,1.0,3,12,0,0.0,155.6420233464,-1.008790892,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148109889,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,16,8,1,1,8,8,1.0,5,16,0,0.0,427.301731997,-3.7388901552,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148124319,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,28,14,7,7,14,14,1.0,11,28,0,0.0,756.0808424904,-2.8041459818,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148172909,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,3,3,3,1.0,1,6,0,0.0,18.9741319334,-0.3689414542,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148268746,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,16,8,1,1,8,8,1.0,4,16,0,0.0,674.3801652894,-9.1827364555,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148272021,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,28,14,1,5,14,14,1.0,7,28,0,0.0,329.8170300768,-4.4499123108,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148305972,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,210.8236881496,-1.0541184408,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148314059,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,26,13,2,1,13,13,1.0,5,26,0,0.0,1910.0091827362,-29.3847566576,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148314059,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,2,1,6,6,1.0,6,12,0,0.0,244.992073786,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148314059,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,1,8,0,0.0,156.6773017318,-2.8486782133,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148360482,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,2,3,9,9,1.0,4,18,0,0.0,2080.0,-28.5,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148596272,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,26,13,2,1,13,13,1.0,5,26,0,0.0,1552.984389348,-24.0587695134,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148596272,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,20,10,1,2,10,10,1.0,5,20,0,0.0,598.068886007,-7.5659316907,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148628559,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,3,6,0,0.0,1542.932085273,0.0,0.0,4,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148638176,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,2,4,4,1.0,3,8,0,0.0,67.2198298496,-0.1050309841,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148658039,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,1,1,7,7,1.0,5,14,0,0.0,88.1542699728,-0.7346189164,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148844715,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,7,7,7,7,1.0,5,14,0,0.0,145.4001620176,-1.0385725858,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148849878,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,16,8,1,7,8,8,1.0,3,16,0,0.0,573.4404317672,-8.9600067466,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148864384,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,2,6,6,1.0,4,12,0,0.0,749.8807007976,-6.2490058399,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148869022,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,3,6,0,0.0,78.527864304,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148892244,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,57.5871004896,-0.785278643,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148893613,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,10,5,1,4,5,5,1.0,4,10,0,0.0,497.3431405912,-0.6543988692,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148901919,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,2,1,6,6,1.0,5,12,0,0.0,174.8393021122,-1.8365472911,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148918986,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,24,12,2,1,12,12,1.0,3,24,0,0.0,98.4389348024,-1.7998163452,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148969526,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,3,3,3,1.0,3,6,0,0.0,202.9797426216,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148977674,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,3,3,3,1.0,1,6,0,0.0,178.6221735072,-4.0595948524,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148995075,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,2,6,0,0.0,365.363536719,-3.0446961393,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
148996348,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,2,6,0,0.0,259.8140705556,-2.0297974262,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149001678,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,12,6,1,3,6,6,1.0,3,12,0,0.0,2395.1609629356,-25.3724678276,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149055947,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,16.1616161616,-0.1836547291,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149098735,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,1,4,4,1.0,4,8,0,0.0,102.8466483014,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149132136,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,1,2,4,4,1.0,2,8,0,0.0,17.6308539944,-0.220385675,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149171252,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,1400.0,-20.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149239849,2026-07-01,5–29单,T-05 自我对冲/打水,OBSERVED,28,14,1,2,14,14,1.0,6,28,0,0.0,3015.5164846516,-45.9556450571,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149241182,2026-04-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,3,6,0,0.0,379.4826386694,0.0,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149408140,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,46.2136330216,-0.9452788572,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149536003,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,8,4,2,1,4,4,1.0,2,8,0,0.0,67.2198298496,-1.0503098413,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149543924,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,41.513154481,-0.3891858233,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149592410,2026-06-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,28.486782133,-0.534127165,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149716727,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,3,1.0,2,6,0,0.0,462.1363302174,-5.251549207,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149815009,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,1,6,0,0.0,84.676845475,-1.3027206996,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149822249,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,2,3,2,0.6666667,2,6,0,0.0,77.3182502207,-0.6486430388,0.0,4,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149911979,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,18,9,1,1,9,9,1.0,7,18,0,0.0,2179.4406102436,-12.9728607752,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149942901,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,105.0309841404,-1.0503098414,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149957059,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,14,7,1,2,7,7,1.0,5,14,0,0.0,23.0580775328,-0.1441129846,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
149958359,2026-05-01,5–29单,T-05 自我对冲/打水,OBSERVED,6,3,1,1,3,3,1.0,2,6,0,0.0,5.7645193832,-0.0360282461,0.0,0,sum_valid_bet=0 且 n_orders>=5 且 n_hedge_eq>0,§Z-14（软编码，库内现算，v4-revised-2）
