db_row_count,db_member,db_dealer,db_date,date_min,date_max,member_min,member_max,dealer_min,dealer_max,n_sentinel_rows,n_nonsentinel_rows
18139550,723496,300,139,2026-03-21,2026-08-06,100000592,99997973,-1,994,932548,17207002
