lv3,线下规模,真实流水,退水支出,链下游戏输赢,退水消耗比,下线留存,新增会员质量,新增会员数,对打渗透率,赏,罚,综合分
24228,693,15309609.538408304,0.0,-321243.0253611576,0.0,0.3282609,206.954303088512,449.0,0.004975124378109453,71.3178330699149,65.21711768407803,6.100715385836864
46266,20,77147.6839473904,0.0,-1460.4013494188,0.0,0.3125,220.3039780711,11.0,0.0,48.996693995151894,42.90942537638573,6.087268618766167
54744,6,3691557.377724034,33224.0163994674,195371.9897361304,-0.170055167296,0.0,-2390.6971952574,1.0,0.0,25.267948699119668,19.231011279469428,6.03693741965024
24233,22,357057.5614596682,0.0,-1644.4208214425,0.0,0.2352941,254.594440644613,15.0,0.0,48.87801354260694,42.90942537638573,5.968588166221217
53687,5715,97626639.5,0.0,-1947358.75,0.0,0.1270537,224.484331645012,4541.0,0.004725897920604915,70.93439826682348,64.99733746429781,5.937060802525664
33541,69,729768.5087096343,0.0,-50423.2412381905,0.0,0.0,798.87698192749,62.0,0.0,48.69750036810795,42.90942537638573,5.788074991722226
34111,6,13217784.760603178,66813.794996096,-156359.0985530938,0.427309927049,0.8333333,125514.6467075745,1.0,0.0,74.13131512262797,68.34995401074696,5.7813611118810115
4300,152431,1602014197.8243587,0.0,-29068874.04168391,0.0,0.2007348,78.629580154668,100025.0,0.007123740554156171,71.69048353380624,65.9863484533088,5.704135080497437
26658,17,1048412.7454896844,0.0,-10780.8416401885,0.0,0.3846154,30.806570007771,7.0,0.0,48.338575341248315,42.90942537638573,5.429149964862589
56123,1501,1448820.0,0.0,-37031.8,0.0,0.0233333,21.975068306011,1464.0,0.0,48.283591686747855,42.90942537638573,5.374166310362128
38329,150,1638091.5929450176,0.0,-54799.5367468463,0.0,0.0,245.456480114733,85.0,0.0,48.199770398546995,42.90942537638573,5.290345022161269
43722,28,106192313.93110213,0.0,-2973336.387061704,0.0,0.3125,115695.30297288588,16.0,0.08333333333333333,76.15232005922866,71.20612867308903,4.946191386139631
29075,41,477332.5,0.0,-35979.8,0.0,0.0,1044.746,25.0,0.0,47.59227929809815,42.90942537638573,4.682853921712422
56741,1,345251.6423952027,0.0,-24627.6866780857,0.0,,24627.6866780857,1.0,0.0,47.40769402741234,42.90942537638573,4.498268651026613
24240,21,306541.7222639437,0.0,-16400.1854360619,0.0,0.1,745.654356225782,17.0,0.0,47.37074797653599,42.90942537638573,4.461322600150261
14558,2548,38148457.70643364,305186.9558478418,-896338.7519621315,0.3404817154,0.3507051,50.389001705277,1629.0,0.0,72.26006328067601,67.90942537638573,4.350637904290281
7084,142,23077398.994819093,0.0,-220867.3352190346,0.0,0.46875,249.26902658044,88.0,0.018518518518518517,73.38124103031063,69.06327153023189,4.317969500078746
34921,2,130874.6723435295,0.0,-9884.8191104556,0.0,,4942.4095552278,2.0,0.0,47.19634043577705,42.90942537638573,4.286915059391326
40579,492,885478.191753562,0.0,-37738.0457290472,0.0,0.1033058,45.268508669893,368.0,0.0,47.02493173527408,42.90942537638573,4.115506358888354
56011,1,240075.2879809465,0.0,-15600.3878715726,0.0,1.0,,,0.0,46.95320089480674,42.90942537638573,4.043775518421015
34515,39,416953.9339009421,0.0,-4987.6943367817,0.0,0.037037,393.11054494667,27.0,0.0,46.876227418789355,42.90942537638573,3.9668020424036285
43396,20,1379849.0878274643,0.0,-25037.3966100646,0.0,0.0,1015.8583161746,1.0,0.0,46.81182735567438,42.90942537638573,3.902401979288655
28827,394,5684615.068726936,0.0,-88415.2724396642,0.0,0.3906977,279.235938165704,285.0,0.00980392156862745,70.76002901180243,67.0852495522099,3.6747794595925285
4702,6007,53496778.5,0.0,-885515.35,0.0,0.1168366,108.814313106249,4433.0,0.0014727540500736377,66.24657452482064,62.799535266495624,3.4470392583250202
35104,15,3394248.0,6743.673,-194305.05,0.034706627543,0.5384615,2240.77475,4.0,0.0,69.99984842613608,66.69797163189233,3.3018767942437535
24237,11,9076.8315541487,0.0,-1165.1044246217,0.0,0.4,116.3537173893,10.0,0.0,46.036333102489166,42.90942537638573,3.1269077261034397
55670,1,212388.1171579504,0.0,-17645.6738439371,0.0,,17645.6738439371,1.0,0.0,45.92753099795353,42.90942537638573,3.0181056215678055
50263,837,250224.9703389456,0.0,-17298.2811306723,0.0,0.0112676,65.736872948029,220.0,0.0,45.782247292476555,42.90942537638573,2.872821916090828
12648,64696,392718147.2060873,0.0,-5382388.149416327,0.0,0.1780134,49.455424815767,44853.0,0.006236730360934183,68.37782261602555,65.54678801374837,2.8310346022771853
23883,19,106500.0,0.0,-12497.9,0.0,0.0909091,763.742307692308,13.0,0.0,45.60608080449758,42.90942537638573,2.6966554281118533
21483,24,9607905.94137219,0.0,-128886.2198329383,0.0,0.6923077,1222.558480630465,17.0,0.09523809523809523,74.17016133860999,71.59074405770441,2.5794172809055738
46995,22,698823.4379133048,0.0,-4185.9605757952,0.0,0.1428571,248.478886199024,17.0,0.0,45.47523866764126,42.90942537638573,2.5658132912555303
46693,9,18948.8794614049,0.0,-6796.8201012258,0.0,0.2,841.49925684745,8.0,0.0,45.354669661239,42.90942537638573,2.445244284853274
35835,8,37559.5082031675,0.0,-129.9446718264,0.0,0.6,24.65586504378,5.0,0.0,45.29302146398888,42.90942537638573,2.383596087603152
1184,38,1394260.5389786193,0.0,11285.2301505662,0.0,0.3461538,-103.033439021105,19.0,0.0,45.04998077553851,42.90942537638573,2.140555399152781
24230,27,97565.2226115966,0.0,2054.453428373,0.0,0.2941176,62.9684658175,15.0,0.0,44.91643384544588,42.90942537638573,2.0070084690601533
42528,1761,32063404.38330982,0.0,-655805.6271416447,0.0,0.2385702,160.951601807616,1117.0,0.013774104683195593,70.40721589503332,68.40393087089123,2.0032850241420874
24107,32,806195.2911820606,0.0,-47392.5933337057,0.0,0.0833333,216.181035926906,18.0,0.0,44.87515491602055,42.90942537638573,1.9657295396348218
53624,23,418108.4952171851,0.0,9112.3246028777,0.0,0.5,-142.869519103105,19.0,0.0,44.832551362827914,42.90942537638573,1.9231259864421872
5765,203,10085821.5,0.0,-321784.4,0.0,0.472973,164.193069306931,101.0,0.013513513513513514,70.20013022171962,68.29404076100111,1.9060894607185048
6097,21,149121.2445191865,0.0,-7493.698083116,0.0,0.3636364,24.629677568513,16.0,0.0,44.449798171397845,42.90942537638573,1.540372795012118
42838,106,784062.0673937399,0.0,-6433.2759299273,0.0,0.2807018,-23.249543376266,76.0,0.0,44.35587792146855,42.90942537638573,1.4464525450828205
46681,125,283629.3119272034,0.0,-2183.6168618625,0.0,0.1470588,61.461482674854,91.0,0.0,44.24112050178669,42.90942537638573,1.3316951254009624
5095,1684,33217088.158756796,0.0,-828738.5595897019,0.0,0.4,25.24021427292,1096.0,0.029850746268656716,71.06806193703491,69.94239240935276,1.125669527682149
50288,11,402981.0518455124,0.0,17933.9602629101,0.0,1.0,-1630.360023900918,11.0,0.0,44.01604084548466,42.90942537638573,1.1066154690989336
14554,97,5607383.903904856,44859.0712313133,-133918.1072305189,0.334973904269,0.3220339,843.970323521724,58.0,0.0,68.84989423721817,67.79929321779542,1.0506010194227429
45819,2,8369825.647267603,0.0,-119849.7691136432,0.0,0.5,-785.6145251399,1.0,0.0,43.743710626099855,42.90942537638573,0.834285249714128
5078,145,77074836.41136882,0.0,-1074979.3267198275,0.0,0.1057692,9047.0474045464,97.0,0.03225806451612903,70.81941960578744,70.05228251924287,0.7671370865445795
56895,5,13139.3064571233,0.0,-4235.1810727708,0.0,,847.03621455416,5.0,0.0,43.50203786823505,42.90942537638573,0.592612491849323
19510,8,984604.723708993,0.0,-57611.7218939757,0.0,0.4,-3.6240767847,5.0,0.0,43.29991459142276,42.90942537638573,0.3904892150370358
6182,291,4888887.094726461,0.0,-137089.0088871827,0.0,0.4705882,290.086581537801,180.0,0.08737864077669903,71.63004227875206,71.4808539478143,0.1491883309377613
8678,6,19105.4137099218,0.0,-1606.5258638518,0.0,0.2,580.85395273676,5.0,0.0,43.02337419614072,42.90942537638573,0.11394881975499516
3166,44,159206.6604605773,0.0,-4756.6408153954,0.0,0.1428571,120.872200462959,39.0,0.0,42.81195125083271,42.90942537638573,-0.09747412555301338
16372,323,37370593.5,0.0,-410042.35,0.0,0.2614679,216.937853107345,177.0,0.01904761904761905,68.88834692602555,69.17316164012199,-0.28481471409644143
39725,8,164330.2612339097,0.0,1919.4962129761,0.0,1.0,-300.110822735857,7.0,0.0,42.24399833400553,42.90942537638573,-0.6654270423801947
26489,3,381657.1612780244,0.0,169.343958424,0.0,1.0,-56.447986141333,3.0,0.0,42.10650671764067,42.90942537638573,-0.8029186587450567
5385,210,183689.9856624418,0.0,-7427.6229617083,0.0,0.1454545,23.227421069723,146.0,0.0,42.015507795039,42.90942537638573,-0.8939175813467273
29781,15,187243.2831798645,0.0,-3023.6386217952,0.0,0.3,39.34154271929,10.0,0.0,41.94153692508787,42.90942537638573,-0.9678884512978598
44016,441,202562.4300144234,0.0,-7657.72298112,0.0,0.0286738,28.385010976214,377.0,0.0,41.67692755823732,42.90942537638573,-1.2324978181484099
37589,25,27341139.65432776,0.0,-831778.9159123712,0.0,0.1428571,-125.041516155924,17.0,0.0,41.67293768224168,42.90942537638573,-1.2364876941440457
37669,12,93118.8530882775,0.0,-19587.4969590005,0.0,0.0,1724.255209438918,11.0,0.0,41.60442912010713,42.90942537638573,-1.3049962562785993
42263,2,231.682981559,0.0,-59.0550281204,0.0,1.0,73.6763392393,1.0,0.0,41.49256666708091,42.90942537638573,-1.4168587093048188
48588,1,6823.3765808235,0.0,1778.8238518931,0.0,1.0,,,0.0,41.385435327041165,42.90942537638573,-1.5239900493445617
48106,2,9375.5856486701,0.0,-2622.2171806197,0.0,,1311.10859030985,2.0,0.0,41.29408932225834,42.90942537638573,-1.6153360541273898
56218,90,65325116.36433561,0.0,-729586.5152039201,0.0,0.0769231,7767.844701017713,88.0,0.024691358024691357,67.9452402229209,69.61272207968243,-1.6674818567615262
1654,2235,303651263.04851747,2405120.765754548,-6419930.411024658,0.374633463569,0.3356643,1521.666844000573,1760.0,0.0038948393378773127,87.45233990504886,89.22834874376724,-1.7760088387183828
49076,620,349552.5116584626,0.0,-4736.8989380481,0.0,0.0326087,0.702742986694,473.0,0.0,41.03997840684383,42.90942537638573,-1.8694469695418974
32970,5,13668.6671942265,0.0,-828.8579503516,0.0,0.5,19.7385437181,4.0,0.0,40.97711102851434,42.90942537638573,-1.9323143478713902
29216,120,1143516.1895598317,0.0,-72819.6027965247,0.0,0.0,69.760063774969,26.0,0.0,40.806436033381644,42.90942537638573,-2.102989343004083
7606,4,860561.4512806395,0.0,56114.3959130316,0.0,0.6666667,-24226.941055189647,2.0,0.0,40.71401269304014,42.90942537638573,-2.1954126833455874
31700,4883,29635318.12732421,0.0,-436084.9770784472,0.0,0.1540505,26.161831082901,4136.0,0.003816793893129771,61.651329462833516,63.89843636539672,-2.2471069025632033
25770,921,789817.5642627102,0.0,25516.6516316517,0.0,0.0231092,-56.005256807944,614.0,0.0,40.65079415290169,42.90942537638573,-2.2586312234840378
33581,571,65534.5652788562,0.0,-916.6944342418,0.0,0.1176471,1.394443388772,559.0,0.0,40.61798358935194,42.90942537638573,-2.29144178703379
53717,24,31620.4084362121,0.0,-128.9631566558,0.0,0.3333333,6.918791854986,22.0,0.0,40.33086409153029,42.90942537638573,-2.5785612848554393
55578,2,1522269.9837936405,13700.4298537941,-82031.3146066255,0.167014632394,1.0,3193.1098304554,1.0,0.0,64.43212710664135,67.02836810766327,-2.596241001021923
14383,27,309134.7406116417,0.0,17462.5219646346,0.0,0.3636364,-1023.172506898625,20.0,0.0,40.2084526624467,42.90942537638573,-2.7009727139390236
3381,1381,39271847.74652058,0.0,-535275.54373263,0.0,0.2262038,159.653749205806,1019.0,0.2966804979253112,69.77755641089661,72.90942537638573,-3.1318689654891188
50852,330,15050162.0,0.0,-10937.2,0.0,0.221374,243.691958041958,286.0,0.01098901098901099,64.18925211384347,67.41491988188024,-3.2256677680367716
39508,1040,24885629.265955355,0.0,-121428.7648115279,0.0,0.3548387,-294.634561315583,629.0,0.004545454545454545,61.40150466715697,64.7775572445176,-3.3760525773606247
26367,137,163851.4126838043,0.0,-7085.444357414,0.0,0.0714286,40.289302942502,110.0,0.0,39.530828052725866,42.90942537638573,-3.3785973236598608
53728,21,250974.4751568682,0.0,-6662.0038116981,0.0,0.0,368.096316570622,18.0,0.0,39.52825412139693,42.90942537638573,-3.3811712549888
44876,4,1713372.1288472079,0.0,-78819.8174773226,0.0,0.3333333,-26.66729386115,2.0,0.0,39.42452864294131,42.90942537638573,-3.4848967334444154
38556,41,98369.9144888904,0.0,-6685.3756555829,0.0,0.2333333,8.581349879438,24.0,0.0,39.32874055111127,42.90942537638573,-3.58068482527446
6513,94,80470.2991661578,0.0,-2868.5951248441,0.0,0.1458333,30.572341144484,76.0,0.0,39.19417026207404,42.90942537638573,-3.715255114311688
4333,2713,28113230.075624745,0.0,-1023191.0790628492,0.0,0.2285328,125.069730745071,1890.0,0.33751743375174337,69.13310294106017,73.01931548627584,-3.8862125452156704
7767,12267,18809418.594749156,0.0,-487434.7817369441,0.0,0.1056996,16.522557699896,9105.0,0.000513083632632119,58.18288168087695,62.14019460715497,-3.9573129262780142
24390,5,36516.6454030575,0.0,-1399.3608181792,0.0,,279.87216363584,5.0,0.0,38.853978572288426,42.90942537638573,-4.055446804097301
43540,431,9059813.948462663,0.0,-107275.23708402,0.0,0.2554945,192.337336296126,213.0,0.016260162601626018,64.69851111158812,68.84349131045167,-4.14498019886355
50856,107,13728854.432260916,0.0,-383399.8299944943,0.0,0.2222222,556.276442701936,85.0,0.023809523809523808,65.19552275283745,69.39294185990221,-4.197419107064761
55238,12,54466.8819533093,0.0,-14621.1637341394,0.0,0.2857143,36.946758152411,9.0,0.0,38.65098602093565,42.90942537638573,-4.258439355450079
9226,5,223348.8150180237,0.0,-23853.9862184361,0.0,0.5,-325.78962173575,2.0,0.0,38.62879033512322,42.90942537638573,-4.2806350412625065
36239,39,24556.4189350989,0.0,-2087.8853612896,0.0,0.2,50.124692985619,32.0,0.0,38.50394995840662,42.90942537638573,-4.405475417979105
40604,81,195958.9122983122,0.0,-2142.1938987837,0.0,0.1,32.655202437353,75.0,0.0,38.4459169390289,42.90942537638573,-4.463508437356829
39601,4043,26216328.985068724,0.0,-516029.7957131064,0.0,0.2187872,45.500436782284,2770.0,0.018363939899833055,64.3005336906334,68.95338142034177,-4.65284772970837
43547,3133,3440691.561110369,0.0,-86937.7813802934,0.0,0.263329,7.00962002272,2180.0,0.002890173410404624,58.424358616606995,63.568766035726384,-5.144407419119389
29234,1763,20362279.097722728,0.0,-476444.3423508928,0.0,0.2064923,31.209641169629,1083.0,0.009615384615384616,61.3325432663358,66.75557922253957,-5.423035956203769
29597,9,126967.496734976,0.0,-3687.8374068458,0.0,0.0,458.983759304675,8.0,0.0,37.44898362663346,42.90942537638573,-5.460441749752263
47617,26,63768.318872423,0.0,-8737.1222679898,0.0,0.0,265.749590634013,16.0,0.0,37.244422929115025,42.90942537638573,-5.665002447270702
29021,36,77852.9647470555,0.0,-1685.1581912043,0.0,0.2,12.914178677988,25.0,0.0,36.92705267728399,42.90942537638573,-5.982372699101738
53720,107968,256537588.8130788,0.0,-1722777.6509123857,0.0,0.100181,2.051322754547,82237.0,0.013210290120725618,61.974422804843286,68.0742605412209,-6.099837736377609
49053,164,55180.7426881933,0.0,-4297.7333482905,0.0,0.0582524,14.187426169744,115.0,0.0,36.79028033068333,42.90942537638573,-6.119145045702396
7726,50,24845.0305065176,0.0,169.5909899673,0.0,0.21875,6.964882181731,35.0,0.0,36.744994579116096,42.90942537638573,-6.164430797269631
53725,21,61082.6957960835,0.0,-6068.530125973,0.0,0.0,288.977625046333,21.0,0.0,36.669950453234094,42.90942537638573,-6.239474923151633
42513,12,84357.6427573231,0.0,-7735.8528326948,0.0,0.0,354.5811633379,6.0,0.0,36.388905207400114,42.90942537638573,-6.5205201689856125
19641,5,2502750.0,0.0,-51701.2,0.0,0.25,-63.0,1.0,0.0,36.23160260458503,42.90942537638573,-6.677822771800699
23318,10,93974.0,0.0,638.55,0.0,0.3333333,-44.791666666667,6.0,0.0,36.18406019120525,42.90942537638573,-6.725365185180479
40608,5,3847.8726673686,0.0,109.5812718244,0.0,0.5,-15.4723127036,2.0,0.0,35.96872739337014,42.90942537638573,-6.940697983015589
40953,1928,16133881.646622987,0.0,-332370.841784088,0.0,0.1903882,126.405456107468,1451.0,0.12693498452012383,64.75300050348883,71.81052427748463,-7.057523773995797
44004,6,6058.0704411703,0.0,-947.9743572277,0.0,0.25,83.260249351767,3.0,0.0,35.541435963714164,42.90942537638573,-7.367989412671562
39677,18,71596.8722287114,0.0,-2372.5339234419,0.0,0.25,1.04749325096,10.0,0.0,35.465854268414155,42.90942537638573,-7.443571107971572
52847,15,19102.50800693,0.0,-1753.9691029466,0.0,0.0833333,133.49788630434,10.0,0.0,34.97898301280639,42.90942537638573,-7.930442363579338
45241,2113,24355817.139942978,0.0,-776591.2558449097,0.0,0.2208029,57.811637646301,1555.0,0.19696969696969696,64.31131708838093,72.25008471704507,-7.938767628664138
50853,5,8738.4027548472,0.0,-1241.8698995236,0.0,0.0,820.93494976185,2.0,0.0,34.88255944049097,42.90942537638573,-8.026865935894755
49056,63,57516.3199902808,0.0,-2579.1153402834,0.0,0.1538462,-0.874777091348,27.0,0.0,34.70975582109539,42.90942537638573,-8.199669555290335
42292,917,4975489.772040494,0.0,-158011.7171534418,0.0,0.280943,58.071806963909,653.0,0.027210884353741496,61.42823627145617,69.83250229946265,-8.404266028006475
46657,13,7039.4849589225,0.0,-791.8812529105,0.0,0.0833333,158.8471844256,3.0,0.0,34.43572345546232,42.90942537638573,-8.473701920923403
33560,12,5475382.5,0.0,-192665.0,0.0,0.75,,,1.0,65.00271828738981,73.73360120056155,-8.73088291317174
1176,4,24201.4341631396,0.0,-2510.6674152067,0.0,0.0,627.666853801675,4.0,0.0,34.080954941703375,42.90942537638573,-8.828470434682352
1649,5118,164503033.63981986,1315452.603996569,-3282889.218613031,0.400699663132,0.3699187,105.663322496232,3278.0,0.0006337135614702154,78.74410697763221,87.58023914411581,-8.836132166483594
18723,32,13919.8659646768,0.0,-438.1000565733,0.0,0.1904762,13.0350074099,18.0,0.0,34.04818297770903,42.90942537638573,-8.861242398676694
32808,3,6839.58013192,0.0,-2090.8880720734,0.0,0.0,1112.83086731245,2.0,0.0,33.99711859026139,42.90942537638573,-8.91230678612434
48990,43,383985.955191223,0.0,641.4844587106,0.0,0.16,-201.78286421838,30.0,0.0,33.984250816521815,42.90942537638573,-8.925174559863912
50928,6,6136.9811123253,0.0,-1038.7689321887,0.0,0.1666667,113.4776536314,1.0,0.0,33.44429575770174,42.90942537638573,-9.465129618683989
42571,527,13412146.734481897,0.0,-254441.9507313725,0.0,0.1144279,81.61961530439,172.0,0.008695652173913044,57.09621005087234,66.64568911264946,-9.549479061777127
28119,5,4100.0,0.0,-964.85,0.0,,192.97,5.0,0.0,33.20985743520955,42.90942537638573,-9.699567941176177
37640,31,1008110.60267401,0.0,-74193.3753498439,0.0,0.0714286,-28.347354341891,22.0,0.0,33.18144973151656,42.90942537638573,-9.727975644869169
31527,102,22717.0157569815,0.0,998.1562073062,0.0,0.12,-10.41579765016,84.0,0.0,32.95461991488515,42.90942537638573,-9.954805461500577
42779,26,34640.4637546935,0.0,-2608.7434827091,0.0,0.0,109.912716210681,21.0,0.0,32.719323615283315,42.90942537638573,-10.190101761102412
50071,247,4368841.527417608,0.0,-100955.664035232,0.0,0.1904762,330.42506156205,169.0,0.038461538461538464,60.10606875390468,70.3819528489132,-10.275884095008522
43071,943,6514420.065490965,0.0,-124185.1632499776,0.0,0.2260274,125.414961959586,915.0,0.496875,62.62391587029193,73.23909570605606,-10.615179835764131
52852,39,26346.7531864686,0.0,-156.242155675,0.0,0.1034483,3.485812881786,22.0,0.0,31.89499904160128,42.90942537638573,-11.014426334784446
1630,1,30.0,0.24,29.5,-0.00813559322,0.0,-29.74,1.0,0.0,8.395818481919026,19.451275596650046,-11.05545711473102
5073,4,487.1502962921,0.0,-33.5186341525,0.0,0.3333333,8.379658538125,4.0,0.0,31.79812922076724,42.90942537638573,-11.111296155618486
42307,32,49892.3351701738,0.0,2926.5580080321,0.0,0.2,-89.407630802688,26.0,0.0,31.68521704812442,42.90942537638573,-11.224208328261305
1659,1,30.3216735381,0.2425733883,21.4146819362,-0.011327433628,,-21.6572553246,1.0,0.0,7.971590225111353,19.34114343805974,-11.369553212948386
40885,7,6259.0357713271,0.0,-1684.8972113168,0.0,0.0,313.739957399683,6.0,0.0,31.523817243720607,42.90942537638573,-11.38560813266512
7594,10,2840.2941596428,0.0,-117.2275981094,0.0,0.25,8.723665865925,4.0,0.0,31.51845190551883,42.90942537638573,-11.390973470866896
49228,4,2345.7469534508,0.0,-1771.3728739221,0.0,0.0,560.5269378102,3.0,0.0,31.468614230771117,42.90942537638573,-11.44081114561461
28125,7,31244.5300671114,0.0,1161.8187465998,0.0,0.0,203.207036535333,3.0,0.0,31.169382945624335,42.90942537638573,-11.740042430761392
44311,451,8363781.688395771,0.0,-130829.6463586829,0.0,0.1043956,155.811935680313,292.0,0.02127659574468085,57.39835324882102,69.2830517500121,-11.884698501191089
21718,1,2673.7967914438,0.0,-2673.7967914438,0.0,0.0,2673.7967914438,1.0,0.0,30.978751980345482,42.90942537638573,-11.930673396040245
42158,30,748426.0,0.0,140482.95,0.0,0.125,-7046.4,19.0,0.0,30.895419306028952,42.90942537638573,-12.014006070356775
34506,104,4555892.397270148,0.0,-59170.6978241109,0.0,0.0576923,889.070336810123,40.0,0.04878048780487805,58.31721001660346,70.60173306869342,-12.284523052089959
53706,1490,8190691.393095331,0.0,-271414.6524875803,0.0,0.1488223,83.75168247712,1150.0,0.10497237569060773,59.321011225503874,71.70063416759452,-12.379622942090641
49379,266,4039235.504842464,0.0,-7030.78224012,0.0,0.3409091,-8.378137082839,190.0,0.011764705882352941,54.78825507791273,67.63470010166046,-12.846445023747727
34700,3,291285.4153680641,0.0,2688.1078723051,0.0,0.0,131.2335958005,1.0,0.0,29.872112141311277,42.90942537638573,-13.03731323507445
42297,7867,6165630.715693568,0.0,-119473.9671748497,0.0,0.1065163,14.374276041416,6588.0,0.013289036544850499,54.94540704831647,68.184150651111,-13.238743602794528
33793,385,12025958.554484561,0.0,-230704.2876332069,0.0,0.2114286,98.610221500685,311.0,0.5512820512820513,60.136728098329826,73.45887592583628,-13.322147827506456
43264,139,289679.5158001939,0.0,61801.9832277069,0.0,0.0,-513.510668030923,122.0,0.0,29.35632511143974,42.90942537638573,-13.553100264945986
16389,4,1680448.2141697747,0.0,-64724.759235422,0.0,0.0,,,0.0,28.88380881081611,42.90942537638573,-14.025616565569617
38543,1,62282.6466480558,0.0,-366.3145949792,0.0,0.0,366.3145949792,1.0,0.0,28.755282961101816,42.90942537638573,-14.15414241528391
28122,7,43283.2589116983,0.0,-2367.4120189172,0.0,0.0,96.40444027678,5.0,0.0,28.502355137751458,42.90942537638573,-14.407070238634269
16415,641,5064418.964923228,0.0,-70657.4942667575,0.0,0.1948357,-0.252194247699,407.0,0.006756756756756757,51.17221106914744,65.76656823352859,-14.594357164381151
44071,7,728.8917457188,0.0,-124.1434996722,0.0,0.2,18.600930115883,6.0,0.0,28.314350825145517,42.90942537638573,-14.59507455124021
50556,57,4284.5119875784,0.0,94.9826967861,0.0,0.0277778,-1.666363101511,57.0,0.0,28.082462583850475,42.90942537638573,-14.826962792535252
6122,24,85855.9929230819,0.0,548.3367761617,0.0,0.1176471,-137.585612505644,16.0,0.0,27.999709844317636,42.90942537638573,-14.909715532068091
49097,1,17106.8169618898,0.0,-399.8926462697,0.0,0.0,399.8926462697,1.0,0.0,27.80741627379851,42.90942537638573,-15.102009102587218
5063,3,99663.9340129049,0.0,-329.1168342894,0.0,0.0,109.7056114298,3.0,0.0,27.798000806636562,42.90942537638573,-15.111424569749165
46984,16,20036601.929652665,180329.4173669583,-311591.6575072138,0.578736346183,0.7272727,-4455.40293919687,10.0,0.0,53.332778817769054,68.46008616933727,-15.12730735156822
39710,1,5700.4830917869,0.0,-535.1583467523,0.0,0.0,535.1583467523,1.0,0.0,27.772333985195097,42.90942537638573,-15.13709139119063
34382,12,402.1718601477,0.0,9.4938861475,0.0,0.2222222,-5.267639136714,7.0,0.0,27.264990843432294,42.90942537638573,-15.644434532953433
51250,8,8351.562311626,0.0,-636.6419982555,0.0,0.0,79.580249781938,8.0,0.0,26.275919601456764,42.90942537638573,-16.633505774928963
53785,25,15930.174257234,0.0,3039.2392594056,0.0,0.1,-71.808760256189,18.0,0.0,26.053872363885727,42.90942537638573,-16.8555530125
54897,1,220.4724409449,0.0,-220.4724409449,0.0,,220.4724409449,1.0,0.0,25.609038848475468,42.90942537638573,-17.30038652791026
24229,124,1563608.6401296975,0.0,-48486.8789617545,0.0,0.2051282,219.5272213438,86.0,0.24444444444444444,55.27574016059674,72.57975504671539,-17.30401488611865
39572,1024,18509872.835304435,55529.5957290318,-56437.8818668651,0.98390644532,0.1267281,-92.765663023161,810.0,0.0,50.896142341603436,68.6803504865179,-17.78420814491446
55546,6,1082723.0,0.0,192444.45,0.0,,-32074.075,6.0,0.0,25.059932243030833,42.90942537638573,-17.849493133354894
22273,1,705.5214723925,0.0,-170.3306066803,0.0,,170.3306066803,1.0,0.0,24.92321450067929,42.90942537638573,-17.986210875706437
31792,9,6386.6160565614,0.0,348.8954660083,0.0,0.1666667,-62.614553893286,7.0,0.0,24.89634136467693,42.90942537638573,-18.0130840117088
25577,25,17470.9641803108,0.0,-2383.1140476927,0.0,0.0,2.066293584182,22.0,0.0,24.864115443173738,42.90942537638573,-18.04530993321199
29228,666,10845597.390381297,0.0,-101930.3168850472,0.0,0.2337165,-93.034469396231,604.0,0.05,52.640483552635295,70.82151328847364,-18.181029735838344
50855,49,4998.275736911,0.0,-498.1896366754,0.0,0.0,-2.3143981279,1.0,0.0,24.67941751199693,42.90942537638573,-18.230007864388796
15233,141,1197010.8355353293,9576.0866843088,-7873.7781010937,1.216199715227,0.2871287,17.501674990661,90.0,0.0,50.54651604178694,68.7904826451082,-18.24396660332126
37524,18,1200418.2943516704,0.0,-15751.6594484506,0.0,0.2,1975.86614986965,10.0,0.7142857142857143,55.267092918732686,73.56876603572638,-18.301673116993697
28280,133,1626527.294124209,0.0,-53321.7946614685,0.0,0.1530612,145.902194372549,68.0,0.03571428571428571,51.89035109025856,70.27206273902308,-18.381711648764522
54602,3,603131.3937787092,0.0,-108907.2975395957,0.0,0.0,,,0.0,24.305054232061533,42.90942537638573,-18.604371144324194
32974,37,4837.3769007289,0.0,-22.7973485274,0.0,0.0,-4.137874536064,25.0,0.0,23.596767767375358,42.90942537638573,-19.31265760901037
52554,3,210.637177462,0.0,-210.637177462,0.0,,70.212392487333,3.0,0.0,23.551737777089887,42.90942537638573,-19.35768759929584
29080,3,2042.2430400819,0.0,-313.0177229878,0.0,0.0,104.339240995933,3.0,0.0,23.222599681939663,42.90942537638573,-19.686825694446064
37672,521,2312988.002367681,0.0,-48351.1524489654,0.0,0.0682493,20.393909485376,324.0,0.0125,47.70894692504644,67.85448032144068,-20.145533396394235
55190,204,34703888.288804404,347038.8828882695,-98183.2368930932,3.534604214222,0.0747126,-33.318929820509,113.0,0.0,48.45751751760799,69.0107469622888,-20.553229444680817
41582,696,1231643.2403751952,0.0,-46198.5131109266,0.0,0.1309524,69.022085099351,653.0,0.25806451612903225,51.86289456747974,72.68964515660551,-20.826750589125766
53245,8,1801.0314463029,0.0,-754.6261580427,0.0,0.0,32.099020785533,3.0,0.0,22.0267063733703,42.90942537638573,-20.882719003015428
