dealer_id,在桌洗码量,客群广度,n_rounds,n_tables,桌面输赢,当值时长,节奏稳定度,特定玩家复现率
2246,87950701.1838280022,63656,21121,4,-1065958.7078130630,21121,0.13187550104202553,0.1738554
1402,86996038.2865404320,62129,21382,4,-1052475.7600913096,21382,0.13344205186227304,0.1923113
1400,86146278.8963347111,60716,21421,4,-1579413.3678347079,21421,0.13191512943674263,0.1856589
2142,84908987.4925305455,60832,21320,5,-1782318.4785308732,21320,0.1324424438569763,0.2017824
2171,84146601.0020848589,58883,19664,4,-461638.3363546689,19664,0.13240387022372133,0.1665989
1505,83475799.4480327195,63188,20091,4,-2571148.0106934318,20091,0.13166476638941657,0.1721666
2251,82898279.3924640802,62998,19594,5,-1948626.4631704388,19594,0.13242815744047473,0.1834745
1401,81171574.8265528298,60127,20161,4,-807183.6529303473,20161,0.1323416947732222,0.1396260
970,80846588.0724102363,60166,19748,5,-1781399.2697506926,19748,0.13198500247739162,0.1764736
550,78289805.3955717240,54393,38973,7,-521635.2890680584,38973,0.13559994864848235,0.1070741
1985,76585973.0605570410,51197,37738,7,-2529321.7344514395,37738,0.13656888095288272,0.1150564
2160,76436662.0479065693,50703,36369,8,-52443.0675367442,36369,0.13569723260888747,0.0943386
948,75283430.4249786735,50520,35966,8,-1615853.6715059100,35966,0.13879090841880873,0.1153311
583,73467472.5462092660,52282,35915,7,-2146341.8842638395,35915,0.13687307865059667,0.0910205
1490,72999759.6673458068,49566,33233,8,-1196322.9994498063,33233,0.13824174104415593,0.1174435
2153,70926459.2652942302,50078,32968,7,-1663362.9145622690,32968,0.1366574505181889,0.1104101
2127,70922336.7899958823,50159,34144,7,-1864540.8898487746,34144,0.13914271632662162,0.1083939
919,70428495.0465968987,50857,35731,7,-1596387.1302643627,35731,0.1392154346223387,0.1103803
1383,69976041.7145339440,49341,33884,8,-1709777.3645237906,33884,0.13788171229429447,0.1014343
1507,69723225.8719907089,49049,32991,6,-2714289.5285041115,32991,0.07435879782058884,0.0553787
1374,68680276.1230399252,52812,17471,4,-809465.0711769279,17471,0.13250303394205024,0.1666190
2108,68538926.0753321728,48488,31700,7,-1683273.4206214807,31700,0.13373067306149397,0.0844164
1109,68506019.4499761310,48392,33360,7,-2200698.9823852648,33360,0.13904457264363082,0.0897482
