member_id,action_date,field_name,value_before,value_after,n_days_post,n_days_pre,stake_post,stake_pre,ggr_post,ggr_pre,field_grp
146783170,2026-07-09,mem015,1,0,0,25,0,2083050.7588,0,-5366.0151,mem015
146783170,2026-07-09,mem017,N,Y,0,25,0,2083050.7588,0,-5366.0151,mem017
146783170,2026-07-09,mem017,Y,N,0,25,0,2083050.7588,0,-5366.0151,mem017
146790744,2026-03-24,mem015,2,0,47,1,6077903.4759,525.9928,193108.7767,184.0975,mem015
146790744,2026-03-24,mem016,N,Y,47,1,6077903.4759,525.9928,193108.7767,184.0975,mem016
146790744,2026-03-24,mem016,Y,N,47,1,6077903.4759,525.9928,193108.7767,184.0975,mem016
146790744,2026-03-24,mem017,N,Y,47,1,6077903.4759,525.9928,193108.7767,184.0975,mem017
146790762,2026-06-16,mem015,2,0,11,49,971533.6674,3401049.2375,24830.6586,89329.9212,mem015
146790762,2026-06-16,mem017,N,Y,11,49,971533.6674,3401049.2375,24830.6586,89329.9212,mem017
146816570,2026-04-13,mem016,Y,N,13,0,1825431.4623,0,47149.6687,0,mem016
146816570,2026-05-07,101-mem015,4,2,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,102-mem015,8,6,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,103-mem015,13,11,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,104-mem015,17,15,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,105-mem015,58,56,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,107-mem015,114,112,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,108-mem015,224,222,12,0,1506100.1076,0,67052.1652,0,10x-mem015（分产品限额）
146816570,2026-05-07,mem016,N,Y,12,0,1506100.1076,0,67052.1652,0,mem016
146816570,2026-05-11,mem015,0,1,8,4,336214.4582,1043983.0656,3509.9166,10032.9085,mem015
146816570,2026-05-11,mem015,1,0,8,4,336214.4582,1043983.0656,3509.9166,10032.9085,mem015
146816570,2026-05-11,mem017,N,Y,8,4,336214.4582,1043983.0656,3509.9166,10032.9085,mem017
146816570,2026-05-11,mem017,Y,N,8,4,336214.4582,1043983.0656,3509.9166,10032.9085,mem017
146816570,2026-05-18,mem015,0,1,8,5,336214.4582,1489217.0041,3509.9166,43639.7521,mem015
146816570,2026-05-18,mem017,Y,N,8,5,336214.4582,1489217.0041,3509.9166,43639.7521,mem017
146816570,2026-05-26,mem015,1,0,7,5,315929.8912,1489217.0041,-3473.0618,43639.7521,mem015
146816570,2026-05-26,mem017,N,Y,7,5,315929.8912,1489217.0041,-3473.0618,43639.7521,mem017
146816570,2026-06-01,101-mem015,2,"2,3",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,102-mem015,6,"6,7",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,103-mem015,11,"11,12",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,104-mem015,15,"15,16",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,105-mem015,56,"56,57",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,107-mem015,112,"112,113",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,108-mem015,222,"222,223",6,6,269392.1602,1509501.5711,10.7925,50622.7305,10x-mem015（分产品限额）
146816570,2026-06-01,mem004,8b,1a,6,6,269392.1602,1509501.5711,10.7925,50622.7305,mem004
146816570,2026-06-01,mem015,0,1,6,6,269392.1602,1509501.5711,10.7925,50622.7305,mem015
146816570,2026-06-01,mem015,1,0,6,6,269392.1602,1509501.5711,10.7925,50622.7305,mem015
146816570,2026-06-01,mem017,N,Y,6,6,269392.1602,1509501.5711,10.7925,50622.7305,mem017
146816570,2026-06-01,mem017,Y,N,6,6,269392.1602,1509501.5711,10.7925,50622.7305,mem017
146816570,2026-06-08,mem015,0,1,0,13,0,1825431.4623,0,47149.6687,mem015
146816570,2026-06-08,mem017,Y,N,0,13,0,1825431.4623,0,47149.6687,mem017
146918011,2026-04-22,mem004,KOSONG,EKO SUGIARTO,7,0,690621.3972,0,9713.605,0,mem004
147056715,2026-04-12,mem015,0,1,0,9,0,19622.3416,0,489.4088,mem015
147056715,2026-04-12,mem017,Y,N,0,9,0,19622.3416,0,489.4088,mem017
147056715,2026-04-13,mem016,Y,N,0,9,0,19622.3416,0,489.4088,mem016
147179889,2026-07-13,mem004,張峻瑋1萬兌,張峻瑋2萬兌,17,26,301971.7517,315210.7752,791.074000000001,-913.5054,mem004
147179889,2026-07-21,mem015,2,0,9,34,262746.4357,357767.1469,6236.0688,-6379.8532,mem015
147179889,2026-07-21,mem017,N,Y,9,34,262746.4357,357767.1469,6236.0688,-6379.8532,mem017
147179889,2026-07-29,mem015,2,0,2,42,36416.1487,588538.8415,4164.8354,-5055.972,mem015
147179889,2026-07-29,mem017,N,Y,2,42,36416.1487,588538.8415,4164.8354,-5055.972,mem017
147226827,2026-04-06,101-mem015,3,4,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,102-mem015,7,8,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,103-mem015,12,13,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,104-mem015,16,17,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,105-mem015,57,58,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,107-mem015,113,114,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,108-mem015,223,224,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,10x-mem015（分产品限额）
147226827,2026-04-06,110-mem015,136,137,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,110-mem015
147226827,2026-04-06,111-mem015,220,209,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,111-mem015
147226827,2026-04-06,128-mem015,583,586,2,8,1753788.5238,1972506.1684,193257.279,-112971.4487,128-mem015
147245894,2026-05-20,mem015,1,0,0,3,0,3481.0068,0,981.3346,mem015
147245894,2026-05-20,mem017,N,Y,0,3,0,3481.0068,0,981.3346,mem017
147286517,2026-03-25,101-mem015,21,4,10,0,15902.8809,0,213.6325,0,10x-mem015（分产品限额）
147286517,2026-03-25,102-mem015,23,8,10,0,15902.8809,0,213.6325,0,10x-mem015（分产品限额）
147286517,2026-03-25,103-mem015,25,13,10,0,15902.8809,0,213.6325,0,10x-mem015（分产品限额）
147286517,2026-03-25,104-mem015,27,17,10,0,15902.8809,0,213.6325,0,10x-mem015（分产品限额）
147286517,2026-03-25,105-mem015,172,58,10,0,15902.8809,0,213.6325,0,10x-mem015（分产品限额）
147286517,2026-03-25,mem022,"","",10,0,15902.8809,0,213.6325,0,mem022
147358075,2026-03-28,101-mem015,"1,2,4,30,31,36","4,31",98,3,18442731.9937,496474.1867,595493.6623,36066.4395,10x-mem015（分产品限额）
147358075,2026-03-28,mem022,"","",98,3,18442731.9937,496474.1867,595493.6623,36066.4395,mem022
147428193,2026-03-24,mem015,0,1,0,3,0,372148.6806,0,45849.0401,mem015
147428193,2026-03-24,mem017,Y,N,0,3,0,372148.6806,0,45849.0401,mem017
147471174,2026-03-23,101-mem015,"124,59,1,200,2,3,4,162,21,22,184","124,59,1",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,102-mem015,"125,50,5,201,6,7,8,163,23,24","125,50,5",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,103-mem015,"9,143,10,202,11,12,13,25,26","9,143,10",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,104-mem015,"126,144,14,203,15,16,17,169,27,28","126,144,14",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,105-mem015,"127,145,48,204,56,57,58,172,188","127,145,48",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,106-mem015,"128,146,107,205,108,109,110,173,189","128,146,107",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,107-mem015,"129,147,111,207,112,113,114,174,133","129,147,111",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,108-mem015,"149,132,221,222,223,224,225,226","149,132,221",7,0,784456.484,0,-9636.2441,0,10x-mem015（分产品限额）
147471174,2026-03-23,110-mem015,"131,148,134,208,135,136,137,175","131,148,134",7,0,784456.484,0,-9636.2441,0,110-mem015
147471174,2026-03-23,111-mem015,"150,151,217,219,220,209,210,211","150,151,217",7,0,784456.484,0,-9636.2441,0,111-mem015
147471174,2026-03-23,128-mem015,"584,582,585,594,583,586","584,582,585",7,0,784456.484,0,-9636.2441,0,128-mem015
147471174,2026-03-23,mem022,"","",7,0,784456.484,0,-9636.2441,0,mem022
147584740,2026-07-25,101-mem015,21,4,0,11,0,45055.9416,0,5181.4471,10x-mem015（分产品限额）
147584740,2026-07-25,102-mem015,23,8,0,11,0,45055.9416,0,5181.4471,10x-mem015（分产品限额）
147584740,2026-07-25,103-mem015,25,13,0,11,0,45055.9416,0,5181.4471,10x-mem015（分产品限额）
147584740,2026-07-25,104-mem015,27,17,0,11,0,45055.9416,0,5181.4471,10x-mem015（分产品限额）
147584740,2026-07-25,105-mem015,172,58,0,11,0,45055.9416,0,5181.4471,10x-mem015（分产品限额）
147584740,2026-07-25,mem022,"","",0,11,0,45055.9416,0,5181.4471,mem022
147646117,2026-03-29,mem016,Y,N,0,1,0,64662.0496,0,-6474.0949,mem016
147715636,2026-04-30,101-mem015,21,3,2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,10x-mem015（分产品限额）
147715636,2026-04-30,102-mem015,23,7,2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,10x-mem015（分产品限额）
147715636,2026-04-30,103-mem015,25,12,2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,10x-mem015（分产品限额）
147715636,2026-04-30,104-mem015,27,16,2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,10x-mem015（分产品限额）
147715636,2026-04-30,105-mem015,172,57,2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,10x-mem015（分产品限额）
147715636,2026-04-30,mem022,"","",2,3,7243.3457,330063.2437,2.90560000000005,-3178.6561,mem022
147748547,2026-04-08,mem015,2,0,3,11,120642.5906,192175.1005,29306.6009,-21464.4532,mem015
147748547,2026-04-08,mem017,N,Y,3,11,120642.5906,192175.1005,29306.6009,-21464.4532,mem017
147750436,2026-03-25,101-mem015,21,4,10,0,9046.6456,0,-128.6285,0,10x-mem015（分产品限额）
147750436,2026-03-25,102-mem015,23,8,10,0,9046.6456,0,-128.6285,0,10x-mem015（分产品限额）
147750436,2026-03-25,103-mem015,25,13,10,0,9046.6456,0,-128.6285,0,10x-mem015（分产品限额）
147750436,2026-03-25,104-mem015,27,17,10,0,9046.6456,0,-128.6285,0,10x-mem015（分产品限额）
147750436,2026-03-25,105-mem015,172,58,10,0,9046.6456,0,-128.6285,0,10x-mem015（分产品限额）
147750436,2026-03-25,mem022,"","",10,0,9046.6456,0,-128.6285,0,mem022
147758452,2026-03-31,mem015,2,0,2,6,1661.1009,210349.1293,15.0813,-2831.6183,mem015
147758452,2026-03-31,mem017,N,Y,2,6,1661.1009,210349.1293,15.0813,-2831.6183,mem017
147758452,2026-04-06,mem015,0,1,0,9,0,242378.8042,0,-8781.0123,mem015
147758452,2026-04-06,mem017,Y,N,0,9,0,242378.8042,0,-8781.0123,mem017
147797090,2026-03-30,mem015,2,0,4,2,258982.8979,174393.7258,11094.0149,8812.1254,mem015
147797090,2026-03-30,mem017,N,Y,4,2,258982.8979,174393.7258,11094.0149,8812.1254,mem017
147797090,2026-04-17,mem015,2,0,0,7,0,446171.8299,0,17175.2626,mem015
147797090,2026-04-17,mem017,N,Y,0,7,0,446171.8299,0,17175.2626,mem017
147797324,2026-05-23,mem015,1,0,2,7,854.1752,2630.908,216.3911,596.0651,mem015
147797324,2026-05-23,mem017,N,Y,2,7,854.1752,2630.908,216.3911,596.0651,mem017
147944953,2026-03-29,101-mem015,"2,3,4","1,2,3,4",7,0,3439922.5982,0,66453.6241,0,10x-mem015（分产品限额）
147944953,2026-04-05,mem016,Y,N,0,7,0,3174471.2178,0,87554.1187,mem016
147959427,2026-04-06,101-mem015,3,4,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,102-mem015,7,8,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,103-mem015,12,13,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,104-mem015,16,17,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,105-mem015,57,58,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,107-mem015,113,114,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,108-mem015,223,224,27,0,6211271.8101,0,-137979.0932,0,10x-mem015（分产品限额）
147959427,2026-04-06,110-mem015,136,137,27,0,6211271.8101,0,-137979.0932,0,110-mem015
147959427,2026-04-06,111-mem015,220,209,27,0,6211271.8101,0,-137979.0932,0,111-mem015
147959427,2026-04-06,128-mem015,583,586,27,0,6211271.8101,0,-137979.0932,0,128-mem015
147961484,2026-04-06,101-mem015,3,4,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,102-mem015,7,"7,8",48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,103-mem015,12,"12,13",48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,104-mem015,16,"16,17",48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,105-mem015,57,58,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,107-mem015,113,114,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,108-mem015,223,224,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,10x-mem015（分产品限额）
147961484,2026-04-06,110-mem015,136,137,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,110-mem015
147961484,2026-04-06,111-mem015,220,209,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,111-mem015
147961484,2026-04-06,128-mem015,583,586,48,7,8608298.8402,2807187.6934,-221511.1578,-37353.5345,128-mem015
148082225,2026-04-02,101-mem015,"",3,7,0,293993.4922,0,35880.7492,0,10x-mem015（分产品限额）
148251435,2026-04-12,mem015,0,1,0,7,0,4046003.8695,0,81879.3423,mem015
148251435,2026-04-12,mem017,Y,N,0,7,0,4046003.8695,0,81879.3423,mem017
148302714,2026-04-19,101-mem015,"1,2,4,30,31,36","1,2,4,30,31",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,102-mem015,"5,6,8,33,34,39","5,6,8,33,34",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,103-mem015,"10,11,13,42,254,44","10,11,13,42,254",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,104-mem015,"14,15,17,45,255,47","14,15,17,45,255",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,105-mem015,"48,56,58,243,256,115","48,56,58,243,256",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,107-mem015,"111,112,114,245,258","111,112,114,245",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,108-mem015,"221,222,224,227,228,230","221,222,224,227,228",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,10x-mem015（分产品限额）
148302714,2026-04-19,mem022,"","",85,8,16181321.6215,1015092.3193,282659.0911,-42084.1861,mem022
148302714,2026-04-28,mem015,2,0,76,17,12277473.7276,3679461.8119,377318.2636,-221605.7845,mem015
148302714,2026-04-28,mem017,N,Y,76,17,12277473.7276,3679461.8119,377318.2636,-221605.7845,mem017
148307050,2026-04-12,mem016,Y,N,0,6,0,1911230.3228,0,-122950.9278,mem016
148326856,2026-04-07,101-mem015,"1,2",1,39,0,1549053.2377,0,73004.1751,0,10x-mem015（分产品限额）
148326856,2026-04-07,101-mem015,2,"1,2",39,0,1549053.2377,0,73004.1751,0,10x-mem015（分产品限额）
148326856,2026-05-08,101-mem015,1,"1,3",12,27,469252.5809,1076266.8139,39413.7944,35208.1605,10x-mem015（分产品限额）
148326856,2026-05-08,101-mem015,"1,2,3",2,12,27,469252.5809,1076266.8139,39413.7944,35208.1605,10x-mem015（分产品限额）
148326856,2026-05-08,101-mem015,"1,3",3,12,27,469252.5809,1076266.8139,39413.7944,35208.1605,10x-mem015（分产品限额）
148326856,2026-05-08,101-mem015,3,"1,2,3",12,27,469252.5809,1076266.8139,39413.7944,35208.1605,10x-mem015（分产品限额）
148459038,2026-04-27,mem015,0,1,0,16,0,37481.3123,0,-4399.3493,mem015
148459038,2026-04-27,mem017,Y,N,0,16,0,37481.3123,0,-4399.3493,mem017
148459038,2026-04-29,mem015,1,0,0,16,0,37481.3123,0,-4399.3493,mem015
148459038,2026-04-29,mem017,N,Y,0,16,0,37481.3123,0,-4399.3493,mem017
148459429,2026-04-10,101-mem015,350,647,6,0,268774,0,-70744,0,10x-mem015（分产品限额）
148459429,2026-04-10,mem022,"","",6,0,268774,0,-70744,0,mem022
148459429,2026-04-10,oldred,"",newred,6,0,268774,0,-70744,0,oldred
148459429,2026-04-10,oldtip,"",newtip,6,0,268774,0,-70744,0,oldtip
148577779,2026-04-19,mem015,0,1,0,7,0,3877249.1426,0,157285.639,mem015
148577779,2026-04-19,mem017,Y,N,0,7,0,3877249.1426,0,157285.639,mem017
148591455,2026-04-13,mem016,Y,N,13,0,911222.8838,0,-3818.3035,0,mem016
148591455,2026-05-04,mem016,N,Y,13,0,911222.8838,0,-3818.3035,0,mem016
148591455,2026-05-11,mem015,0,1,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem015
148591455,2026-05-11,mem015,1,0,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem015
148591455,2026-05-11,mem017,N,Y,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem017
148591455,2026-05-11,mem017,Y,N,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem017
148591455,2026-05-18,mem015,0,1,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem015
148591455,2026-05-18,mem017,Y,N,12,1,829029.2735,82193.6103,-10801.5437,6983.2402,mem017
148591455,2026-05-23,mem004,5b,3b,10,2,807468.5193,94021.4734,-8150.0947,5571.3163,mem004
148591455,2026-05-23,mem015,1,0,10,2,807468.5193,94021.4734,-8150.0947,5571.3163,mem015
148591455,2026-05-23,mem017,N,Y,10,2,807468.5193,94021.4734,-8150.0947,5571.3163,mem017
148591455,2026-05-25,mem015,0,1,8,4,523591.0752,106067.5628,-195.7476,3362.8666,mem015
148591455,2026-05-25,mem017,Y,N,8,4,523591.0752,106067.5628,-195.7476,3362.8666,mem017
148591455,2026-05-26,mem004,3b,8b,8,5,523591.0752,387631.8086,-195.7476,-3622.5559,mem004
148591455,2026-05-26,mem015,0,1,8,5,523591.0752,387631.8086,-195.7476,-3622.5559,mem015
148591455,2026-05-26,mem015,1,0,8,5,523591.0752,387631.8086,-195.7476,-3622.5559,mem015
148591455,2026-05-26,mem017,N,Y,8,5,523591.0752,387631.8086,-195.7476,-3622.5559,mem017
148591455,2026-05-26,mem017,Y,N,8,5,523591.0752,387631.8086,-195.7476,-3622.5559,mem017
148591455,2026-06-01,mem004,8b,5b,7,5,467728.5299,387631.8086,482.0283,-3622.5559,mem004
148591455,2026-06-01,mem015,1,0,7,5,467728.5299,387631.8086,482.0283,-3622.5559,mem015
148591455,2026-06-01,mem017,N,Y,7,5,467728.5299,387631.8086,482.0283,-3622.5559,mem017
148591455,2026-06-08,mem015,0,1,1,12,32354.6738,878868.21,8662.826,-12481.1295,mem015
148591455,2026-06-08,mem017,Y,N,1,12,32354.6738,878868.21,8662.826,-12481.1295,mem017
148591455,2026-07-09,mem015,1,0,0,12,0,878868.21,0,-12481.1295,mem015
148591455,2026-07-09,mem017,N,Y,0,12,0,878868.21,0,-12481.1295,mem017
148591455,2026-07-13,mem015,0,1,0,13,0,911222.8838,0,-3818.3035,mem015
148591455,2026-07-13,mem017,Y,N,0,13,0,911222.8838,0,-3818.3035,mem017
148591729,2026-04-13,mem016,Y,N,1,0,1447828.2123,0,60788.2769,0,mem016
148591729,2026-05-11,mem015,0,1,0,1,0,1447828.2123,0,60788.2769,mem015
148591729,2026-05-11,mem017,Y,N,0,1,0,1447828.2123,0,60788.2769,mem017
148628640,2026-04-19,mem015,0,1,0,5,0,1542089.526,0,26382.9039,mem015
148628640,2026-04-19,mem017,Y,N,0,5,0,1542089.526,0,26382.9039,mem017
148637914,2026-04-16,101-mem015,"124,59,1,2,3",1,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,102-mem015,"125,50,5,6,7",5,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,103-mem015,"9,143,10,12",10,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,104-mem015,"126,144,14,16",14,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,105-mem015,"127,145,48,56,57",48,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,106-mem015,"128,146,107,109",107,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,107-mem015,"129,147,111,113",111,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,108-mem015,"149,132,221,223",221,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,10x-mem015（分产品限额）
148637914,2026-04-16,110-mem015,"131,148,134,136",134,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,110-mem015
148637914,2026-04-16,111-mem015,"150,220",150,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,111-mem015
148637914,2026-04-16,128-mem015,"584,583",584,35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,128-mem015
148637914,2026-04-16,mem022,"","",35,1,2298703.3021,15172.4138,-64982.7107,1448.2759,mem022
148693528,2026-04-15,101-mem015,"124,59,1,200,2,3,4,162,21,22,184","124,59,1,200,2",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,102-mem015,"125,50,5,201,6,7,8,163,23,24","125,50,5,201,6",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,103-mem015,"9,143,10,202,11,12,13,25,26","9,143,10,202,11",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,104-mem015,"126,144,14,203,15,16,17,169,27,28","126,144,14,203,15",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,105-mem015,"127,145,48,204,56,57,58,172,188","127,145,48,204,56",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,107-mem015,"129,147,111,207,112,113,114,174,133","129,147,111,207,112",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,108-mem015,"149,132,221,222,223,224,225,226","149,132,221,222,223",4,0,1280.4359,0,578.9205,0,10x-mem015（分产品限额）
148693528,2026-04-15,110-mem015,"131,148,134,208,135,136,137,175","131,148,134,208,135",4,0,1280.4359,0,578.9205,0,110-mem015
148693528,2026-04-15,111-mem015,"150,151,217,219,220,209,210,211","150,151,217,219,220",4,0,1280.4359,0,578.9205,0,111-mem015
148693528,2026-04-15,128-mem015,"584,582,585,594,583,586","584,582,585,594",4,0,1280.4359,0,578.9205,0,128-mem015
148693528,2026-04-15,mem022,"","",4,0,1280.4359,0,578.9205,0,mem022
148710790,2026-04-28,mem016,N,Y,0,12,0,2062318.1778,0,62914.4313,mem016
148710790,2026-04-28,mem016,Y,N,0,12,0,2062318.1778,0,62914.4313,mem016
148710790,2026-05-05,mem015,0,1,0,13,0,2133552.0183,0,63657.5498,mem015
148710790,2026-05-05,mem015,1,0,0,13,0,2133552.0183,0,63657.5498,mem015
148710790,2026-05-05,mem017,N,Y,0,13,0,2133552.0183,0,63657.5498,mem017
148710790,2026-05-05,mem017,Y,N,0,13,0,2133552.0183,0,63657.5498,mem017
148848782,2026-04-19,101-mem015,"124,59,1,2,3",1,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,102-mem015,"125,50,5,6,7",5,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,103-mem015,"9,143,10,12",10,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,104-mem015,"126,144,14,16",14,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,105-mem015,"127,145,48,56,57",48,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,106-mem015,"128,146,107,109",107,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,107-mem015,"129,147,111,113",111,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,108-mem015,"149,132,221,223",221,2,1,341172.4138,266965.5172,-13803.4483,158.6207,10x-mem015（分产品限额）
148848782,2026-04-19,110-mem015,"131,148,134,136",134,2,1,341172.4138,266965.5172,-13803.4483,158.6207,110-mem015
148848782,2026-04-19,111-mem015,"150,220",150,2,1,341172.4138,266965.5172,-13803.4483,158.6207,111-mem015
148848782,2026-04-19,128-mem015,"584,583",584,2,1,341172.4138,266965.5172,-13803.4483,158.6207,128-mem015
148848782,2026-04-19,mem022,"","",2,1,341172.4138,266965.5172,-13803.4483,158.6207,mem022
148877679,2026-04-26,mem015,0,1,0,7,0,1683721.7483,0,13314.5722,mem015
148877679,2026-04-26,mem017,Y,N,0,7,0,1683721.7483,0,13314.5722,mem017
148885335,2026-05-20,mem015,1,0,4,3,108620.6478,234815.878,-3486.8721,20096.391,mem015
148885335,2026-05-20,mem017,N,Y,4,3,108620.6478,234815.878,-3486.8721,20096.391,mem017
148912354,2026-05-04,mem015,1,0,0,2,0,212593.4395,0,8794.1254,mem015
