table,mb,rows,ncol,n_own,column,nonempty,fill_rate,n_distinct,status,vmin,vmax,vmed
P_player_month.csv,1108.5,1030097,136,18,stake,1030097,1,257802,LOW_CARDINALITY,3e-04,113094762,351.3348
P_player_month.csv,1108.5,1030097,136,18,valid_bet,1030097,1,419256,LOW_CARDINALITY,0,63843972.3474229,151.0125698324
P_player_month.csv,1108.5,1030097,136,18,profit,1030097,1,295336,LOW_CARDINALITY,-2362896.5,4016417.7738,18.9509
P_player_month.csv,1108.5,1030097,136,18,rebate_cost,1030097,1,12588,LOW_CARDINALITY,0,794419.8593,0
P_player_month.csv,1108.5,1030097,136,18,ngr,1030097,1,295249,LOW_CARDINALITY,-2362896.5,4016417.7738,18.75
P_player_month.csv,1108.5,1030097,136,18,net_margin_bet23_formal_canonical,1030097,1,313670,LOW_CARDINALITY,-2268380.64,3855761.0628,18.0147
P_player_month.csv,1108.5,1030097,136,18,net_margin_chain_nested_canonical,1030097,1,365064,LOW_CARDINALITY,-1896694.0414,3140541.4842,15.1185
P_player_month.csv,1108.5,1030097,136,18,residual_a,1030097,1,218318,LOW_CARDINALITY,-698492.4411,160656.711,0.654
P_player_month.csv,1108.5,1030097,136,18,residual_b,1030097,1,313670,LOW_CARDINALITY,-2268380.64,3855761.0628,18.0147
P_player_month.csv,1108.5,1030097,136,18,hold_rate,1030097,1,336826,LOW_CARDINALITY,-100,1,0.08361767
P_player_month.csv,1108.5,1030097,136,18,roi,1023726,0.9938,499102,LOW_CARDINALITY,-113.412516218457,100.000000001719,-0.156227861293
P_player_month.csv,1108.5,1030097,136,18,roi_ex_rebate,1030097,1,333413,LOW_CARDINALITY,-1,100,-0.08387454
P_player_month.csv,1108.5,1030097,136,18,economic_value,1030097,1,379027,LOW_CARDINALITY,0,0.999995146083472,0.5
P_player_month.csv,1108.5,1030097,136,18,risk_value,1030097,1,373272,LOW_CARDINALITY,0,1,0.499996116866778
P_player_month.csv,1108.5,1030097,136,18,action_priority,1030097,1,4,LOW_CARDINALITY,,,
P_player_month.csv,1108.5,1030097,136,18,decision_status,1030097,1,1,CONSTANT_BROADCAST,,,
P_player_month.csv,1108.5,1030097,136,18,vip_tier,1030097,1,5,LOW_CARDINALITY,1,5,3
P_player_month.csv,1108.5,1030097,136,18,pr_qualified,385175,0.3739,151597,LOW_CARDINALITY,0,0.999987018853817,0.49999221131229
P_player_month.csv,1108.5,1030097,136,18,evidence_rate,1030097,1,5,LOW_CARDINALITY,,,
P_player_month.csv,1108.5,1030097,136,18,hold_ci_halfwidth_approx,1030097,1,7027,LOW_CARDINALITY,0.00267631,1.862,0.51642588
P_player_month.csv,1108.5,1030097,136,18,n_bets,1030097,1,8465,LOW_CARDINALITY,1,484046,15
P_player_month.csv,1108.5,1030097,136,18,n_rounds,1030097,1,5726,LOW_CARDINALITY,1,225879,7
P_player_month.csv,1108.5,1030097,136,18,active_days,1030097,1,139,LOW_CARDINALITY,1,139,2
P_player_month.csv,1108.5,1030097,136,18,agent_cost_bet23_formal_canonical,1030097,1,218058,LOW_CARDINALITY,-94515.86,160656.711,0.7198
P01A_crosstab.csv,0,1,140,22,stake,1,1,1,PER_ROW,13436093473.3333,13436093473.3333,13436093473.3333
P01A_crosstab.csv,0,1,140,22,valid_bet,1,1,1,PER_ROW,12101545164.6445,12101545164.6445,12101545164.6445
P01A_crosstab.csv,0,1,140,22,profit,1,1,1,PER_ROW,225932201.2126,225932201.2126,225932201.2126
P01A_crosstab.csv,0,1,140,22,rebate_cost,1,1,1,PER_ROW,8220755.8918,8220755.8918,8220755.8918
P01A_crosstab.csv,0,1,140,22,ngr,1,1,1,PER_ROW,217711445.3207,217711445.3207,217711445.3207
P01A_crosstab.csv,0,1,140,22,net_margin_bet23_formal_canonical,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01A_crosstab.csv,0,1,140,22,net_margin_chain_nested_canonical,1,1,1,PER_ROW,174476591.9375,174476591.9375,174476591.9375
P01A_crosstab.csv,0,1,140,22,residual_a,1,1,1,PER_ROW,979104.4043,979104.4043,979104.4043
P01A_crosstab.csv,0,1,140,22,residual_b,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01A_crosstab.csv,0,1,140,22,hold_rate,1,1,1,PER_ROW,0.01681532,0.01681532,0.01681532
P01A_crosstab.csv,0,1,140,22,roi,1,1,1,PER_ROW,-0.01681532,-0.01681532,-0.01681532
P01A_crosstab.csv,0,1,140,22,roi_ex_rebate,1,1,1,PER_ROW,-0.01742716,-0.01742716,-0.01742716
P01A_crosstab.csv,0,1,140,22,economic_value,1,1,1,PER_ROW,0,0,0
P01A_crosstab.csv,0,1,140,22,risk_value,1,1,1,PER_ROW,0,0,0
P01A_crosstab.csv,0,1,140,22,action_priority,1,1,1,PER_ROW,,,
P01A_crosstab.csv,0,1,140,22,decision_status,1,1,1,PER_ROW,,,
P01A_crosstab.csv,0,1,140,22,vip_tier,1,1,1,PER_ROW,1,1,1
P01A_crosstab.csv,0,1,140,22,pr_qualified,1,1,1,PER_ROW,0,0,0
P01A_crosstab.csv,0,1,140,22,evidence_rate,1,1,1,PER_ROW,,,
P01A_crosstab.csv,0,1,140,22,hold_ci_halfwidth_approx,1,1,1,PER_ROW,0.0007571,0.0007571,0.0007571
P01A_crosstab.csv,0,1,140,22,n_bets,1,1,1,PER_ROW,124713543,124713543,124713543
P01A_crosstab.csv,0,1,140,22,n_rounds,1,1,1,PER_ROW,6048562,6048562,6048562
P01A_crosstab.csv,0,1,140,22,active_days,1,1,1,PER_ROW,139,139,139
P01A_crosstab.csv,0,1,140,22,agent_cost_bet23_formal_canonical,1,1,1,PER_ROW,9199860.2962,9199860.2962,9199860.2962
P01B_diff_ratio.csv,0,1,138,20,stake,1,1,1,PER_ROW,13436093473.3333,13436093473.3333,13436093473.3333
P01B_diff_ratio.csv,0,1,138,20,valid_bet,1,1,1,PER_ROW,12101545164.6445,12101545164.6445,12101545164.6445
P01B_diff_ratio.csv,0,1,138,20,profit,1,1,1,PER_ROW,225932201.2126,225932201.2126,225932201.2126
P01B_diff_ratio.csv,0,1,138,20,rebate_cost,1,1,1,PER_ROW,8220755.8918,8220755.8918,8220755.8918
P01B_diff_ratio.csv,0,1,138,20,ngr,1,1,1,PER_ROW,217711445.3207,217711445.3207,217711445.3207
P01B_diff_ratio.csv,0,1,138,20,net_margin_bet23_formal_canonical,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01B_diff_ratio.csv,0,1,138,20,net_margin_chain_nested_canonical,1,1,1,PER_ROW,174476591.9375,174476591.9375,174476591.9375
P01B_diff_ratio.csv,0,1,138,20,residual_a,1,1,1,PER_ROW,979104.4043,979104.4043,979104.4043
P01B_diff_ratio.csv,0,1,138,20,residual_b,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01B_diff_ratio.csv,0,1,138,20,hold_rate,1,1,1,PER_ROW,0.01681532,0.01681532,0.01681532
P01B_diff_ratio.csv,0,1,138,20,roi,1,1,1,PER_ROW,-0.01681532,-0.01681532,-0.01681532
P01B_diff_ratio.csv,0,1,138,20,roi_ex_rebate,1,1,1,PER_ROW,-0.01742716,-0.01742716,-0.01742716
P01B_diff_ratio.csv,0,1,138,20,economic_value,1,1,1,PER_ROW,0,0,0
P01B_diff_ratio.csv,0,1,138,20,risk_value,1,1,1,PER_ROW,0,0,0
P01B_diff_ratio.csv,0,1,138,20,action_priority,1,1,1,PER_ROW,,,
P01B_diff_ratio.csv,0,1,138,20,decision_status,1,1,1,PER_ROW,,,
P01B_diff_ratio.csv,0,1,138,20,vip_tier,1,1,1,PER_ROW,1,1,1
P01B_diff_ratio.csv,0,1,138,20,pr_qualified,1,1,1,PER_ROW,0,0,0
P01B_diff_ratio.csv,0,1,138,20,evidence_rate,1,1,1,PER_ROW,,,
P01B_diff_ratio.csv,0,1,138,20,hold_ci_halfwidth_approx,1,1,1,PER_ROW,0.0007571,0.0007571,0.0007571
P01B_diff_ratio.csv,0,1,138,20,n_bets,1,1,1,PER_ROW,124713543,124713543,124713543
P01B_diff_ratio.csv,0,1,138,20,n_rounds,1,1,1,PER_ROW,6048562,6048562,6048562
P01B_diff_ratio.csv,0,1,138,20,active_days,1,1,1,PER_ROW,139,139,139
P01B_diff_ratio.csv,0,1,138,20,agent_cost_bet23_formal_canonical,1,1,1,PER_ROW,9199860.2962,9199860.2962,9199860.2962
P01C_split_by_dim.csv,4.3,2999,141,23,stake,2999,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P01C_split_by_dim.csv,4.3,2999,141,23,valid_bet,2999,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P01C_split_by_dim.csv,4.3,2999,141,23,profit,2999,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P01C_split_by_dim.csv,4.3,2999,141,23,rebate_cost,2999,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P01C_split_by_dim.csv,4.3,2999,141,23,ngr,2999,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P01C_split_by_dim.csv,4.3,2999,141,23,net_margin_bet23_formal_canonical,2999,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P01C_split_by_dim.csv,4.3,2999,141,23,net_margin_chain_nested_canonical,2999,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P01C_split_by_dim.csv,4.3,2999,141,23,residual_a,2999,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
P01C_split_by_dim.csv,4.3,2999,141,23,residual_b,2999,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P01C_split_by_dim.csv,4.3,2999,141,23,hold_rate,2999,1,1,CONSTANT_BROADCAST,0.01681532,0.01681532,0.01681532
P01C_split_by_dim.csv,4.3,2999,141,23,roi,2999,1,1,CONSTANT_BROADCAST,-0.01681532,-0.01681532,-0.01681532
P01C_split_by_dim.csv,4.3,2999,141,23,roi_ex_rebate,2999,1,1,CONSTANT_BROADCAST,-0.01742716,-0.01742716,-0.01742716
P01C_split_by_dim.csv,4.3,2999,141,23,economic_value,2999,1,1,CONSTANT_BROADCAST,0,0,0
P01C_split_by_dim.csv,4.3,2999,141,23,risk_value,2999,1,1,CONSTANT_BROADCAST,0,0,0
P01C_split_by_dim.csv,4.3,2999,141,23,action_priority,2999,1,1,CONSTANT_BROADCAST,,,
P01C_split_by_dim.csv,4.3,2999,141,23,decision_status,2999,1,1,CONSTANT_BROADCAST,,,
P01C_split_by_dim.csv,4.3,2999,141,23,vip_tier,2999,1,5,LOW_CARDINALITY,1,5,3
P01C_split_by_dim.csv,4.3,2999,141,23,pr_qualified,2999,1,1,CONSTANT_BROADCAST,0,0,0
P01C_split_by_dim.csv,4.3,2999,141,23,evidence_rate,2999,1,1,CONSTANT_BROADCAST,,,
P01C_split_by_dim.csv,4.3,2999,141,23,hold_ci_halfwidth_approx,2999,1,1,CONSTANT_BROADCAST,0.0007571,0.0007571,0.0007571
P01C_split_by_dim.csv,4.3,2999,141,23,n_bets,2999,1,1,CONSTANT_BROADCAST,124713543,124713543,124713543
P01C_split_by_dim.csv,4.3,2999,141,23,n_rounds,2999,1,1,CONSTANT_BROADCAST,6048562,6048562,6048562
P01C_split_by_dim.csv,4.3,2999,141,23,active_days,2999,1,1,CONSTANT_BROADCAST,139,139,139
P01C_split_by_dim.csv,4.3,2999,141,23,agent_cost_bet23_formal_canonical,2999,1,1,CONSTANT_BROADCAST,9199860.2962,9199860.2962,9199860.2962
P01D_vs_validbet.csv,0,1,136,18,stake,1,1,1,PER_ROW,13436093473.3333,13436093473.3333,13436093473.3333
P01D_vs_validbet.csv,0,1,136,18,valid_bet,1,1,1,PER_ROW,12101545164.6445,12101545164.6445,12101545164.6445
P01D_vs_validbet.csv,0,1,136,18,profit,1,1,1,PER_ROW,225932201.2126,225932201.2126,225932201.2126
P01D_vs_validbet.csv,0,1,136,18,rebate_cost,1,1,1,PER_ROW,8220755.8918,8220755.8918,8220755.8918
P01D_vs_validbet.csv,0,1,136,18,ngr,1,1,1,PER_ROW,217711445.3207,217711445.3207,217711445.3207
P01D_vs_validbet.csv,0,1,136,18,net_margin_bet23_formal_canonical,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01D_vs_validbet.csv,0,1,136,18,net_margin_chain_nested_canonical,1,1,1,PER_ROW,174476591.9375,174476591.9375,174476591.9375
P01D_vs_validbet.csv,0,1,136,18,residual_a,1,1,1,PER_ROW,979104.4043,979104.4043,979104.4043
P01D_vs_validbet.csv,0,1,136,18,residual_b,1,1,1,PER_ROW,208511585.0246,208511585.0246,208511585.0246
P01D_vs_validbet.csv,0,1,136,18,hold_rate,1,1,1,PER_ROW,0.01681532,0.01681532,0.01681532
P01D_vs_validbet.csv,0,1,136,18,roi,1,1,1,PER_ROW,-0.01681532,-0.01681532,-0.01681532
P01D_vs_validbet.csv,0,1,136,18,roi_ex_rebate,1,1,1,PER_ROW,-0.01742716,-0.01742716,-0.01742716
P01D_vs_validbet.csv,0,1,136,18,economic_value,1,1,1,PER_ROW,0,0,0
P01D_vs_validbet.csv,0,1,136,18,risk_value,1,1,1,PER_ROW,0,0,0
P01D_vs_validbet.csv,0,1,136,18,action_priority,1,1,1,PER_ROW,,,
P01D_vs_validbet.csv,0,1,136,18,decision_status,1,1,1,PER_ROW,,,
P01D_vs_validbet.csv,0,1,136,18,vip_tier,1,1,1,PER_ROW,1,1,1
P01D_vs_validbet.csv,0,1,136,18,pr_qualified,1,1,1,PER_ROW,0,0,0
P01D_vs_validbet.csv,0,1,136,18,evidence_rate,1,1,1,PER_ROW,,,
P01D_vs_validbet.csv,0,1,136,18,hold_ci_halfwidth_approx,1,1,1,PER_ROW,0.0007571,0.0007571,0.0007571
P01D_vs_validbet.csv,0,1,136,18,n_bets,1,1,1,PER_ROW,124713543,124713543,124713543
P01D_vs_validbet.csv,0,1,136,18,n_rounds,1,1,1,PER_ROW,6048562,6048562,6048562
P01D_vs_validbet.csv,0,1,136,18,active_days,1,1,1,PER_ROW,139,139,139
P01D_vs_validbet.csv,0,1,136,18,agent_cost_bet23_formal_canonical,1,1,1,PER_ROW,9199860.2962,9199860.2962,9199860.2962
P01E_identity_test.csv,0,2,135,17,stake,2,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P01E_identity_test.csv,0,2,135,17,valid_bet,2,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P01E_identity_test.csv,0,2,135,17,profit,2,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P01E_identity_test.csv,0,2,135,17,rebate_cost,2,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P01E_identity_test.csv,0,2,135,17,ngr,2,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P01E_identity_test.csv,0,2,135,17,net_margin_bet23_formal_canonical,2,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P01E_identity_test.csv,0,2,135,17,net_margin_chain_nested_canonical,2,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P01E_identity_test.csv,0,2,135,17,residual_a,2,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
P01E_identity_test.csv,0,2,135,17,residual_b,2,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P01E_identity_test.csv,0,2,135,17,hold_rate,2,1,1,CONSTANT_BROADCAST,0.01681532,0.01681532,0.01681532
P01E_identity_test.csv,0,2,135,17,roi,2,1,1,CONSTANT_BROADCAST,-0.01681532,-0.01681532,-0.01681532
P01E_identity_test.csv,0,2,135,17,roi_ex_rebate,2,1,1,CONSTANT_BROADCAST,-0.01742716,-0.01742716,-0.01742716
P01E_identity_test.csv,0,2,135,17,economic_value,2,1,1,CONSTANT_BROADCAST,0,0,0
P01E_identity_test.csv,0,2,135,17,risk_value,2,1,1,CONSTANT_BROADCAST,0,0,0
P01E_identity_test.csv,0,2,135,17,action_priority,2,1,1,CONSTANT_BROADCAST,,,
P01E_identity_test.csv,0,2,135,17,decision_status,2,1,1,CONSTANT_BROADCAST,,,
P01E_identity_test.csv,0,2,135,17,vip_tier,2,1,2,PER_ROW,1,2,1.5
P01E_identity_test.csv,0,2,135,17,pr_qualified,2,1,1,CONSTANT_BROADCAST,0,0,0
P01E_identity_test.csv,0,2,135,17,evidence_rate,2,1,1,CONSTANT_BROADCAST,,,
P01E_identity_test.csv,0,2,135,17,hold_ci_halfwidth_approx,2,1,1,CONSTANT_BROADCAST,0.0007571,0.0007571,0.0007571
P01E_identity_test.csv,0,2,135,17,n_bets,2,1,1,CONSTANT_BROADCAST,124713543,124713543,124713543
P01E_identity_test.csv,0,2,135,17,n_rounds,2,1,1,CONSTANT_BROADCAST,6048562,6048562,6048562
P01E_identity_test.csv,0,2,135,17,active_days,2,1,1,CONSTANT_BROADCAST,139,139,139
P01E_identity_test.csv,0,2,135,17,agent_cost_bet23_formal_canonical,2,1,1,CONSTANT_BROADCAST,9199860.2962,9199860.2962,9199860.2962
P02A_lmc_samples.csv,1.8,1200,136,18,stake,1200,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P02A_lmc_samples.csv,1.8,1200,136,18,valid_bet,1200,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P02A_lmc_samples.csv,1.8,1200,136,18,profit,1200,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P02A_lmc_samples.csv,1.8,1200,136,18,rebate_cost,1200,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P02A_lmc_samples.csv,1.8,1200,136,18,ngr,1200,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P02A_lmc_samples.csv,1.8,1200,136,18,net_margin_bet23_formal_canonical,1200,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02A_lmc_samples.csv,1.8,1200,136,18,net_margin_chain_nested_canonical,1200,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P02A_lmc_samples.csv,1.8,1200,136,18,residual_a,1200,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
P02A_lmc_samples.csv,1.8,1200,136,18,residual_b,1200,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02A_lmc_samples.csv,1.8,1200,136,18,hold_rate,1200,1,1,CONSTANT_BROADCAST,0.01681532,0.01681532,0.01681532
P02A_lmc_samples.csv,1.8,1200,136,18,roi,1200,1,1,CONSTANT_BROADCAST,-0.01681532,-0.01681532,-0.01681532
P02A_lmc_samples.csv,1.8,1200,136,18,roi_ex_rebate,1200,1,1,CONSTANT_BROADCAST,-0.01742716,-0.01742716,-0.01742716
P02A_lmc_samples.csv,1.8,1200,136,18,economic_value,1200,1,1,CONSTANT_BROADCAST,0,0,0
P02A_lmc_samples.csv,1.8,1200,136,18,risk_value,1200,1,1,CONSTANT_BROADCAST,0,0,0
P02A_lmc_samples.csv,1.8,1200,136,18,action_priority,1200,1,1,CONSTANT_BROADCAST,,,
P02A_lmc_samples.csv,1.8,1200,136,18,decision_status,1200,1,1,CONSTANT_BROADCAST,,,
P02A_lmc_samples.csv,1.8,1200,136,18,vip_tier,1200,1,5,LOW_CARDINALITY,1,5,3
P02A_lmc_samples.csv,1.8,1200,136,18,pr_qualified,1200,1,1,CONSTANT_BROADCAST,0,0,0
P02A_lmc_samples.csv,1.8,1200,136,18,evidence_rate,1200,1,1,CONSTANT_BROADCAST,,,
P02A_lmc_samples.csv,1.8,1200,136,18,hold_ci_halfwidth_approx,1200,1,1,CONSTANT_BROADCAST,0.0007571,0.0007571,0.0007571
P02A_lmc_samples.csv,1.8,1200,136,18,n_bets,1200,1,1,CONSTANT_BROADCAST,124713543,124713543,124713543
P02A_lmc_samples.csv,1.8,1200,136,18,n_rounds,1200,1,1,CONSTANT_BROADCAST,6048562,6048562,6048562
P02A_lmc_samples.csv,1.8,1200,136,18,active_days,1200,1,1,CONSTANT_BROADCAST,139,139,139
P02A_lmc_samples.csv,1.8,1200,136,18,agent_cost_bet23_formal_canonical,1200,1,1,CONSTANT_BROADCAST,9199860.2962,9199860.2962,9199860.2962
P02B_changestatus_patterns.csv,0.1,49,133,15,stake,49,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P02B_changestatus_patterns.csv,0.1,49,133,15,valid_bet,49,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P02B_changestatus_patterns.csv,0.1,49,133,15,profit,49,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P02B_changestatus_patterns.csv,0.1,49,133,15,rebate_cost,49,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P02B_changestatus_patterns.csv,0.1,49,133,15,ngr,49,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P02B_changestatus_patterns.csv,0.1,49,133,15,net_margin_bet23_formal_canonical,49,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02B_changestatus_patterns.csv,0.1,49,133,15,net_margin_chain_nested_canonical,49,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P02B_changestatus_patterns.csv,0.1,49,133,15,residual_a,49,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
P02B_changestatus_patterns.csv,0.1,49,133,15,residual_b,49,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02B_changestatus_patterns.csv,0.1,49,133,15,hold_rate,49,1,1,CONSTANT_BROADCAST,0.01681532,0.01681532,0.01681532
P02B_changestatus_patterns.csv,0.1,49,133,15,roi,49,1,1,CONSTANT_BROADCAST,-0.01681532,-0.01681532,-0.01681532
P02B_changestatus_patterns.csv,0.1,49,133,15,roi_ex_rebate,49,1,1,CONSTANT_BROADCAST,-0.01742716,-0.01742716,-0.01742716
P02B_changestatus_patterns.csv,0.1,49,133,15,economic_value,49,1,1,CONSTANT_BROADCAST,0,0,0
P02B_changestatus_patterns.csv,0.1,49,133,15,risk_value,49,1,1,CONSTANT_BROADCAST,0,0,0
P02B_changestatus_patterns.csv,0.1,49,133,15,action_priority,49,1,1,CONSTANT_BROADCAST,,,
P02B_changestatus_patterns.csv,0.1,49,133,15,decision_status,49,1,1,CONSTANT_BROADCAST,,,
P02B_changestatus_patterns.csv,0.1,49,133,15,vip_tier,49,1,5,LOW_CARDINALITY,1,5,3
P02B_changestatus_patterns.csv,0.1,49,133,15,pr_qualified,49,1,1,CONSTANT_BROADCAST,0,0,0
P02B_changestatus_patterns.csv,0.1,49,133,15,evidence_rate,49,1,1,CONSTANT_BROADCAST,,,
P02B_changestatus_patterns.csv,0.1,49,133,15,hold_ci_halfwidth_approx,49,1,1,CONSTANT_BROADCAST,0.0007571,0.0007571,0.0007571
P02B_changestatus_patterns.csv,0.1,49,133,15,n_bets,49,1,1,CONSTANT_BROADCAST,124713543,124713543,124713543
P02B_changestatus_patterns.csv,0.1,49,133,15,n_rounds,49,1,1,CONSTANT_BROADCAST,6048562,6048562,6048562
P02B_changestatus_patterns.csv,0.1,49,133,15,active_days,49,1,1,CONSTANT_BROADCAST,139,139,139
P02B_changestatus_patterns.csv,0.1,49,133,15,agent_cost_bet23_formal_canonical,49,1,1,CONSTANT_BROADCAST,9199860.2962,9199860.2962,9199860.2962
P02C_key_check.csv,0,7,135,17,stake,7,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P02C_key_check.csv,0,7,135,17,valid_bet,7,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P02C_key_check.csv,0,7,135,17,profit,7,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P02C_key_check.csv,0,7,135,17,rebate_cost,7,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P02C_key_check.csv,0,7,135,17,ngr,7,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P02C_key_check.csv,0,7,135,17,net_margin_bet23_formal_canonical,7,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02C_key_check.csv,0,7,135,17,net_margin_chain_nested_canonical,7,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P02C_key_check.csv,0,7,135,17,residual_a,7,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
P02C_key_check.csv,0,7,135,17,residual_b,7,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02C_key_check.csv,0,7,135,17,hold_rate,7,1,1,CONSTANT_BROADCAST,0.01681532,0.01681532,0.01681532
P02C_key_check.csv,0,7,135,17,roi,7,1,1,CONSTANT_BROADCAST,-0.01681532,-0.01681532,-0.01681532
P02C_key_check.csv,0,7,135,17,roi_ex_rebate,7,1,1,CONSTANT_BROADCAST,-0.01742716,-0.01742716,-0.01742716
P02C_key_check.csv,0,7,135,17,economic_value,7,1,1,CONSTANT_BROADCAST,0,0,0
P02C_key_check.csv,0,7,135,17,risk_value,7,1,1,CONSTANT_BROADCAST,0,0,0
P02C_key_check.csv,0,7,135,17,action_priority,7,1,1,CONSTANT_BROADCAST,,,
P02C_key_check.csv,0,7,135,17,decision_status,7,1,1,CONSTANT_BROADCAST,,,
P02C_key_check.csv,0,7,135,17,vip_tier,7,1,5,PER_ROW,1,5,2
P02C_key_check.csv,0,7,135,17,pr_qualified,7,1,1,CONSTANT_BROADCAST,0,0,0
P02C_key_check.csv,0,7,135,17,evidence_rate,7,1,1,CONSTANT_BROADCAST,,,
P02C_key_check.csv,0,7,135,17,hold_ci_halfwidth_approx,7,1,1,CONSTANT_BROADCAST,0.0007571,0.0007571,0.0007571
P02C_key_check.csv,0,7,135,17,n_bets,7,1,1,CONSTANT_BROADCAST,124713543,124713543,124713543
P02C_key_check.csv,0,7,135,17,n_rounds,7,1,1,CONSTANT_BROADCAST,6048562,6048562,6048562
P02C_key_check.csv,0,7,135,17,active_days,7,1,1,CONSTANT_BROADCAST,139,139,139
P02C_key_check.csv,0,7,135,17,agent_cost_bet23_formal_canonical,7,1,1,CONSTANT_BROADCAST,9199860.2962,9199860.2962,9199860.2962
P02D_events_in_window.csv,0,18,131,13,stake,18,1,1,CONSTANT_BROADCAST,13436093473.3333,13436093473.3333,13436093473.3333
P02D_events_in_window.csv,0,18,131,13,valid_bet,18,1,1,CONSTANT_BROADCAST,12101545164.6445,12101545164.6445,12101545164.6445
P02D_events_in_window.csv,0,18,131,13,profit,18,1,1,CONSTANT_BROADCAST,225932201.2126,225932201.2126,225932201.2126
P02D_events_in_window.csv,0,18,131,13,rebate_cost,18,1,1,CONSTANT_BROADCAST,8220755.8918,8220755.8918,8220755.8918
P02D_events_in_window.csv,0,18,131,13,ngr,18,1,1,CONSTANT_BROADCAST,217711445.3207,217711445.3207,217711445.3207
P02D_events_in_window.csv,0,18,131,13,net_margin_bet23_formal_canonical,18,1,1,CONSTANT_BROADCAST,208511585.0246,208511585.0246,208511585.0246
P02D_events_in_window.csv,0,18,131,13,net_margin_chain_nested_canonical,18,1,1,CONSTANT_BROADCAST,174476591.9375,174476591.9375,174476591.9375
P02D_events_in_window.csv,0,18,131,13,residual_a,18,1,1,CONSTANT_BROADCAST,979104.4043,979104.4043,979104.4043
