table,bytes,ncol,theo,adt,nmpt,esi,roi,net_margin,economic_value,hold,ggr_ngr,rebate,commission,stake,valid_bet,profit_pnl,cost,tip,treatment,before_after,count_entity,n_hits
P11_阿泽尾段投注总帐.csv,5590,148,,,,,roi;roi_late;roi_non_late;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_late;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_late;hold_ci_halfwidth_approx,ggr_sum;ggr_pct;ngr_by16;ngr_by16_pct;ngr;ngr_rate,rebate16_sum;rebate16_pct;rebate41_sum;roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_sum;stake_pct;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_late;avg_stake_non_late;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,validbet_sum;validbet_pct;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_late,n_members;n_members_pct;common_dealer_count,82
P11_阿泽尾段投注模型会员名单.csv,3388822,136,,,,,roi;roi_xagg;roi_late;roi_non_late;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_late;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_late;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_late;avg_stake_non_late;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;valid_bet_xagg;avg_valid_bet_per_round;p50_valid_bet,profit;profit_xagg;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_late,common_dealer_count,72
P11_雷欧尾段投注总帐.csv,5627,148,,,,,roi;roi_late;roi_non_late;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_late;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_late;hold_ci_halfwidth_approx,ggr_sum;ggr_pct;ngr_by16;ngr_by16_pct;ngr;ngr_rate,rebate16_sum;rebate16_pct;rebate41_sum;roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_sum;stake_pct;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_late;avg_stake_non_late;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,validbet_sum;validbet_pct;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_late,n_members;n_members_pct;common_dealer_count,82
P12a_platform_daily.csv,197172,136,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_pct;hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ggr_sum;ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_sum;late_stake_share;stake_ramp_day;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake,validbet_sum;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,n_members;common_dealer_count,76
P12b_member_events.csv,724703820,135,,,,,roi;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_post,uid;common_dealer_count,70
P12c_member_daily_pnl.csv,1847900843,133,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,day_stake;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,day_pnl;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,uid;common_dealer_count,72
P13_personal_entry.csv,116678746,134,,,,,roi;roi_late;roi_non_late;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_late;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_late;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_late;avg_stake_non_late;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_late,uid;common_dealer_count,70
PH0_8r1_rg_case.csv,3226,135,,,,,roi;roi_pre_rg;roi_non_pre_rg;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_pre_rg;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_pre_rg;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_pre_rg;avg_stake_non_pre_rg;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_pre_rg;roi_non_pre_rg;avg_stake_pre_rg;avg_stake_non_pre_rg;share_pre_rg;hold_rate_pre_rg;roi_delta_pre_rg;ramp_pre_rg,operator_ip;common_dealer_count,77
PH0_8r2_rg_crosstable.csv,9376,132,,,,,roi;roi_pre_rg;roi_non_pre_rg;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_pre_rg;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_pre_rg;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_pre_rg;avg_stake_non_pre_rg;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_pre_rg;roi_non_pre_rg;avg_stake_pre_rg;avg_stake_non_pre_rg;share_pre_rg;hold_rate_pre_rg;roi_delta_pre_rg;ramp_pre_rg,common_dealer_count,76
PI01_treatment_delta_member.csv,268798,148,,,,,roi_pre;roi_post;d_roi;roi;roi_post_xagg;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_pre_pct;hold_post_pct;d_hold_pct;hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_pre;stake_post;d_stake;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake,d_validbet;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,treat_time;treat_field;n_treat_events,hold_pre_pct;hold_post_pct;roi_post_xagg;roi_delta_post,member_id;common_dealer_count,86
PI02_treatment_delta_platform.csv,6856,140,,,,,roi;roi_xagg;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_pct;hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,sum_stake;share_of_stake_pct;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,sum_validbet;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_post,n_members;common_dealer_count,75
PI03_reinvest_loop.csv,6740,140,,,,,roi;roi_loss;roi_non_loss;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_loss;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_loss;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_loss;avg_stake_non_loss;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_loss,n_members;common_dealer_count,70
PI04_member_5d_profile.csv,803999329,147,,,,,roi;roi_xagg;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_pct;hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,sum_stake;share_stake_pct;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,sum_validbet;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,member_id;common_dealer_count,75
P_player_month.csv,1108462465,136,,,,,roi;roi_xagg;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,rebate;roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;valid_bet_xagg;avg_valid_bet_per_round;p50_valid_bet,game_pnl;net_pnl;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,member_id;common_dealer_count,75
QSB_01a_category_census.csv,5656,149,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,n_commission,stake_sum;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,validbet_sum;valid_bet;avg_valid_bet_per_round;p50_valid_bet,n_pnl_zero;n_pnl_house_win;n_pnl_player_win;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,n_members;common_dealer_count,76
QSB_01c_cat1_contamination.csv,34084,137,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,n_pnl_zero_stake_pos;stake_sum;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,n_pnl_zero_stake_pos;pct_pnl_zero;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,common_dealer_count,73
QSB_02a_lowcard_fields.csv,3918,145,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,nd_commission,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,common_dealer_count,70
QSB_02b2_lowcard_five_gates.csv,47943,146,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,payout_over_stake;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,n_pnl_zero;n_pnl_pos;n_pnl_neg;pct_pnl_zero;pct_pnl_pos;pct_pnl_neg;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,common_dealer_count,76
QSB_02b_state_cross.csv,45429,136,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,n_pnl_zero;n_pnl_pos;n_pnl_neg;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,common_dealer_count,72
QSB_02c_push_by_family.csv,14710,137,,,,,roi;roi_freecomm;roi_non_freecomm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_freecomm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_freecomm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,n_payout_zero_stake_pos;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_freecomm;avg_stake_non_freecomm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,n_pnl_zero;pct_pnl_zero;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_freecomm,common_dealer_count,72
