table,bytes,ncol,theo,adt,nmpt,esi,roi,net_margin,economic_value,hold,ggr_ngr,rebate,commission,stake,valid_bet,profit_pnl,cost,tip,treatment,before_after,count_entity,n_hits
I_ip_agg.csv,11789222,141,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;stake_xagg;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,net_pnl;game_pnl;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,bet_ip;n_member_raw;n_member_eff;common_dealer_count,75
I_ip_player.csv,894966916,147,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,rebate_ip;roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_ip;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake,valid_bet;avg_valid_bet_per_round;p50_valid_bet,game_pnl_ip;net_pnl_ip;net_pnl_all;game_pnl_all;profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,bet_ip;member_id;n_orders_ip;n_rounds_ip;stake_ip;game_pnl_ip;rebate_ip;net_pnl_ip;common_dealer_count,83
K01_risk_feature_matrix.csv,140841011,142,,,,,roi_game;roi;roi_alarm;roi_non_alarm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_alarm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_alarm;hold_ci_halfwidth_approx,ngr;ngr_rate,rebate_dep;roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake_cv;stake_p90_p50;stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_alarm;avg_stake_non_alarm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake,validbet;valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_alarm,member_id;n_ip;n_dealer;common_dealer_count,77
K01b_seed_manual.csv,161688,129,,,,,roi;roi_alarm;roi_non_alarm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_alarm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_alarm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_alarm;avg_stake_non_alarm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_alarm,member_id;common_dealer_count,70
K01c_seed_dated.csv,10158,133,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,seed_ip;common_dealer_count,70
L_label_dist.csv,6520,133,,,,,roi;roi_alarm;roi_non_alarm;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_alarm;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_alarm;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_alarm;avg_stake_non_alarm;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_alarm,n_member;common_dealer_count,70
P01A_crosstab.csv,3815,140,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_hiturn,common_dealer_count,69
P01B_diff_ratio.csv,3810,138,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,diff_min;diff_p50;diff_p90;diff_p99;diff_max;roi_delta_hiturn,common_dealer_count,74
P01C_split_by_dim.csv,4272342,141,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,commission,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,avg_diff;roi_delta_hiturn,common_dealer_count,71
P01D_vs_validbet.csv,3711,136,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_hiturn,common_dealer_count,69
P01E_identity_test.csv,5171,135,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_hiturn,common_dealer_count,69
P02A_lmc_samples.csv,1780864,136,,,,,roi;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_post,操作IP;common_dealer_count,70
P02B_changestatus_patterns.csv,73942,133,,,,,roi;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,内容前40字;roi_delta_post,common_dealer_count,70
P02C_key_check.csv,12420,135,,,,,roi;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_post,common_dealer_count,69
P02D_events_in_window.csv,27412,131,,,,,roi;roi_post;roi_non_post;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_post;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_post;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_post;avg_stake_non_post;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_post,common_dealer_count,69
P0C02_标签口径.csv,6620,133,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,common_dealer_count,69
P0C03_标记次数分布.csv,37021,130,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,common_dealer_count,69
P0C04_同日泄漏检验.csv,175233,134,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,前30日均_注单数;前30日均_洗码量;前30日活跃日数;roi_delta_hiturn,common_dealer_count,72
P0C05_标记时点定位.csv,184756,135,,,,,roi;roi_recent;roi_non_recent;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_recent;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_recent;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_recent;avg_stake_non_recent;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_recent,common_dealer_count,69
P0C06_LabelB骨架.csv,5688183,135,,,,,roi;roi_hedge;roi_non_hedge;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hedge;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hedge;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hedge;avg_stake_non_hedge;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,roi_delta_hedge,common_dealer_count,69
P0C09_安慰剂检验.csv,6712570,134,,,,,roi;roi_hiturn;roi_non_hiturn;roi_ex_rebate;roi_numerator;roi_denominator;roi_denominator_status;roi_delta_hiturn;roi_pr_global,net_margin_bet23_formal_canonical;net_margin_bet23_formal_rate_canonical;net_margin_lv1_bet23_canonical;net_margin_lv1_bet23_rate_canonical;net_margin_chain_additive_canonical;net_margin_chain_nested_canonical;net_margin_chain_additive_rate_canonical;net_margin_chain_nested_rate_canonical,economic_value,hold_rate;hold_rate_hiturn;hold_ci_halfwidth_approx,ngr;ngr_rate,roi_ex_rebate;rebate_cost;rebate_rate_actual;rebate_pct_config,,stake;avg_stake_per_bet;avg_stake_per_active_day;avg_stake_hiturn;avg_stake_non_hiturn;p25_stake;p50_stake;p75_stake;p90_stake;p95_stake;p99_stake;stake_ramp,valid_bet;avg_valid_bet_per_round;p50_valid_bet,profit;avg_profit_per_round;avg_profit_per_day;avg_profit_per_shoe;p50_profit,rebate_cost;cost_complement_b;agent_cost_lv1;agent_cost_lv2;agent_cost_lv3;agent_cost_lv4;agent_cost_lv5;agent_cost_chain_additive;agent_cost_chain_nested;agent_cost_a_legacy;agent_cost_valid_base_legacy;agent_cost_bet23_formal_canonical,,,前30日均_注单数;前30日均_洗码量;前30日活跃日数;roi_delta_hiturn,common_dealer_count,72
