bet_ip,m_a,m_b,n_same_round,n_opposite_round,opposite_rate,first_opposite_dt,last_opposite_dt,n_opposite_days,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hedge,roi_non_hedge,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hedge,avg_stake_non_hedge,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hedge,hold_rate,hold_rate_hedge,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hedge,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hedge,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
160.22.159.12,149039881,149127099,35,11,0.3142857,2026-04-29,2026-04-29,1,349797.2584,303630.5101,-98864.6921,846,805,0.28263427,0.28277124,-0.02500032,0.28263427,98864.6921,349797.2584,OK,0.0000,-3959.3282,3.9456,96.0544,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-3959.3282,-3959.3282,-3950.6665,-3905.3624,-3905.3624,3.945626,3.945626,3.952719,4.169031,4.169031,96.054374,96.054374,96.047281,95.830969,95.830969,5.0,-19680.0476,-18174.9392,-79184.6445,-80689.7529,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-94905.3640,291519.1640,-98864.6921,-94905.3640,-3959.3282,-0.28263427,-0.27131535,-3959.3282,-94905.3640,-0.27131535,-3959.3282,-3959.3282,-3950.6665,-3905.3624,-3905.3624,-94905.3640,-0.27131535,-19680.0476,-18174.9392,-79184.6445,-80689.7529,-0.22637297,-0.23067577,-0.01131892,413.4719,377.1808,-122.8133,-4493.8496,-1220.5518,15899.8754,36.5909,414.2673,77.8371,77.8371,103.5177,209.4076,518.9141,1105.2661,6040.1201,78.5279,0.0,10.677078,58.348696,3.994217,7,53,1,2,0.99955496,-0.28263427,-0.28277124,0E-8,0.000000,0.868019,0.000000,0.30777156,2026-04-22,2026-05-27,22,81,65,36,0.611111,5.322232,,0.000000,5,0.0,0.9984488107549121,0.9984488107549121,0.890899689762151,0.890899689762151,0.890899689762151,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06562688,A 净亏最大十分位 · 优先复核,1,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
120.38.225.194,148251435,148307050,39,8,0.2051282,2026-04-08,2026-04-09,2,3639609.5330,2954546.6538,-50742.2698,9048,3103,0.01394168,0.01368440,0.32142775,0.00663570,50742.2698,3639609.5330,OK,26590.9199,-3044.5362,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-3044.5362,-5074.2270,-5074.2270,0.0000,0.0000,6.000000,10.000000,10.000000,0.000000,0.000000,94.000000,90.000000,90.000000,100.000000,100.000000,3.0,-13192.9902,-12107.1056,-64140.1995,-65226.0841,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-47697.7336,2777273.8545,-77333.1897,-74288.6535,-29635.4561,-0.02124766,-0.02041116,-3044.5362,-74288.6535,-0.02041116,-3044.5362,-5074.2270,-5074.2270,0.0000,0.0000,-74288.6535,-0.02041116,-13192.9902,-12107.1056,-64140.1995,-65226.0841,-0.01762282,-0.01792118,-0.00814248,402.2557,952.1581,-16.3526,-6342.7837,-138.6401,454951.1916,387.8750,402.3196,338.0920,43.9715,87.943,369.3607,1143.2592,1934.7463,4397.1509,43.9715,-43.5758,22.0,50.000001,4.574049,29,99,1,8,0.99916397,-0.01394168,-0.01368440,0.00900000,0.900000,0.811776,0.924072,-0.30774335,2026-04-02,2026-04-09,8,366,147,8,1.000000,1.189971,,0.000000,5,0.000517063081695967,0.8764219234746639,0.8764219234746639,0.9281282316442606,0.9281282316442606,0.9281282316442606,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.03342634,A 净亏最大十分位 · 优先复核,2,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
172.58.51.105,142903734,142903814,31,3,0.0967742,2026-06-11,2026-06-14,2,2649898.5115,2405869.4181,-58553.1123,7717,3456,0.02209636,0.02296197,-0.19106692,0.02209636,58553.1123,2649898.5115,OK,0.0000,-2342.1245,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2342.1245,-2342.1245,-2342.1245,-2927.6556,0.0000,4.000000,4.000000,4.000000,5.000000,0.000000,96.000000,96.000000,96.000000,95.000000,100.000000,5.0,-9954.0291,-9339.2683,-48599.0832,-49213.8441,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-56210.9878,2309634.6414,-58553.1123,-56210.9878,-2342.1245,-0.02209636,-0.02121251,-2342.1245,-56210.9878,-0.02121251,-2342.1245,-2342.1245,-2342.1245,-2927.6556,0.0000,-56210.9878,-0.02121251,-9954.0291,-9339.2683,-48599.0832,-49213.8441,-0.01833998,-0.01857197,-0.00088385,343.3845,696.1428,-16.9425,-5855.3112,-66.1617,264989.8512,345.6000,343.8225,261.3948,13.5318,67.659,135.318,1178.6145,2706.3599,3382.95,67.659,-13.5318,40.0,50.000002,5.075224,29,165,1,14,0.99595562,-0.02209636,-0.02296197,0E-8,0.000000,0.907910,0.117274,0.21402889,2026-06-06,2026-06-15,10,885,200,10,1.000000,1.315338,,0.000000,5,0.001034126163391934,0.890899689762151,0.890899689762151,0.9260599793174767,0.9260599793174767,0.9260599793174767,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.03167326,A 净亏最大十分位 · 优先复核,3,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.116.54.90,148968780,149046308,42,36,0.8571429,2026-05-02,2026-05-02,1,263375.2027,234266.7002,-32410.2025,1046,710,0.12305715,0.12305715,,0.12305715,32410.2025,263375.2027,OK,0.0000,-1279.9858,3.9168,96.0832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,3.916826,3.916826,4.589866,4.674952,4.674952,96.083174,96.083174,95.410134,95.325048,95.325048,5.0,-7267.4414,-6643.0682,-25142.7611,-25767.1343,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-31130.2167,224948.2791,-32410.2025,-31130.2167,-1279.9858,-0.12305715,-0.11819722,-1279.9858,-31130.2167,-0.11819722,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,-31130.2167,-0.11819722,-7267.4414,-6643.0682,-25142.7611,-25767.1343,-0.09546366,-0.09783432,-0.00485993,251.7927,329.9531,-45.6482,-5401.7004,-611.5133,43895.8671,118.3333,251.7927,,77.8371,103.7829,207.5658,311.3487,648.6431,2599.7664,77.8372,0.0,6.25,25.05005,2.426149,10,41,1,2,1.00000000,-0.12305715,-0.12305715,0E-8,0.000000,0.889479,0.000000,,2026-05-02,2026-05-07,6,53,27,6,1.000000,,,0.000000,5,0.0015511892450879006,0.967425025853154,0.967425025853154,0.8634953464322648,0.8634953464322648,0.8634953464322648,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06987961,A 净亏最大十分位 · 优先复核,4,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.116.54.90,149046308,149251902,59,44,0.7457627,2026-05-03,2026-05-05,3,263375.2027,234266.7002,-32410.2025,1046,710,0.12305715,0.12305715,,0.12305715,32410.2025,263375.2027,OK,0.0000,-1279.9858,3.9168,96.0832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,3.916826,3.916826,4.589866,4.674952,4.674952,96.083174,96.083174,95.410134,95.325048,95.325048,5.0,-7267.4414,-6643.0682,-25142.7611,-25767.1343,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-31130.2167,224948.2791,-32410.2025,-31130.2167,-1279.9858,-0.12305715,-0.11819722,-1279.9858,-31130.2167,-0.11819722,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,-31130.2167,-0.11819722,-7267.4414,-6643.0682,-25142.7611,-25767.1343,-0.09546366,-0.09783432,-0.00485993,251.7927,329.9531,-45.6482,-5401.7004,-611.5133,43895.8671,118.3333,251.7927,,77.8371,103.7829,207.5658,311.3487,648.6431,2599.7664,77.8372,0.0,6.25,25.05005,2.426149,10,41,1,2,1.00000000,-0.12305715,-0.12305715,0E-8,0.000000,0.889479,0.000000,,2026-05-02,2026-05-07,6,53,27,6,1.000000,,,0.000000,5,0.0015511892450879006,0.967425025853154,0.967425025853154,0.8634953464322648,0.8634953464322648,0.8634953464322648,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06987961,A 净亏最大十分位 · 优先复核,5,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.116.54.90,149046308,149447377,155,117,0.7548387,2026-05-02,2026-05-04,3,263375.2027,234266.7002,-32410.2025,1046,710,0.12305715,0.12305715,,0.12305715,32410.2025,263375.2027,OK,0.0000,-1279.9858,3.9168,96.0832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,3.916826,3.916826,4.589866,4.674952,4.674952,96.083174,96.083174,95.410134,95.325048,95.325048,5.0,-7267.4414,-6643.0682,-25142.7611,-25767.1343,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-31130.2167,224948.2791,-32410.2025,-31130.2167,-1279.9858,-0.12305715,-0.11819722,-1279.9858,-31130.2167,-0.11819722,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,-31130.2167,-0.11819722,-7267.4414,-6643.0682,-25142.7611,-25767.1343,-0.09546366,-0.09783432,-0.00485993,251.7927,329.9531,-45.6482,-5401.7004,-611.5133,43895.8671,118.3333,251.7927,,77.8371,103.7829,207.5658,311.3487,648.6431,2599.7664,77.8372,0.0,6.25,25.05005,2.426149,10,41,1,2,1.00000000,-0.12305715,-0.12305715,0E-8,0.000000,0.889479,0.000000,,2026-05-02,2026-05-07,6,53,27,6,1.000000,,,0.000000,5,0.0015511892450879006,0.967425025853154,0.967425025853154,0.8634953464322648,0.8634953464322648,0.8634953464322648,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06987961,A 净亏最大十分位 · 优先复核,6,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.116.54.90,149046308,149622758,75,48,0.6400000,2026-05-06,2026-05-07,2,263375.2027,234266.7002,-32410.2025,1046,710,0.12305715,0.12305715,,0.12305715,32410.2025,263375.2027,OK,0.0000,-1279.9858,3.9168,96.0832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,3.916826,3.916826,4.589866,4.674952,4.674952,96.083174,96.083174,95.410134,95.325048,95.325048,5.0,-7267.4414,-6643.0682,-25142.7611,-25767.1343,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-31130.2167,224948.2791,-32410.2025,-31130.2167,-1279.9858,-0.12305715,-0.11819722,-1279.9858,-31130.2167,-0.11819722,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,-31130.2167,-0.11819722,-7267.4414,-6643.0682,-25142.7611,-25767.1343,-0.09546366,-0.09783432,-0.00485993,251.7927,329.9531,-45.6482,-5401.7004,-611.5133,43895.8671,118.3333,251.7927,,77.8371,103.7829,207.5658,311.3487,648.6431,2599.7664,77.8372,0.0,6.25,25.05005,2.426149,10,41,1,2,1.00000000,-0.12305715,-0.12305715,0E-8,0.000000,0.889479,0.000000,,2026-05-02,2026-05-07,6,53,27,6,1.000000,,,0.000000,5,0.0015511892450879006,0.967425025853154,0.967425025853154,0.8634953464322648,0.8634953464322648,0.8634953464322648,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06987961,A 净亏最大十分位 · 优先复核,7,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.116.54.90,149251902,149447377,34,0,0E-7,,,0,263375.2027,234266.7002,-32410.2025,1046,710,0.12305715,0.12305715,,0.12305715,32410.2025,263375.2027,OK,0.0000,-1279.9858,3.9168,96.0832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,3.916826,3.916826,4.589866,4.674952,4.674952,96.083174,96.083174,95.410134,95.325048,95.325048,5.0,-7267.4414,-6643.0682,-25142.7611,-25767.1343,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-31130.2167,224948.2791,-32410.2025,-31130.2167,-1279.9858,-0.12305715,-0.11819722,-1279.9858,-31130.2167,-0.11819722,-1279.9858,-1279.9858,-1559.8153,-1573.8273,-1573.8273,-31130.2167,-0.11819722,-7267.4414,-6643.0682,-25142.7611,-25767.1343,-0.09546366,-0.09783432,-0.00485993,251.7927,329.9531,-45.6482,-5401.7004,-611.5133,43895.8671,118.3333,251.7927,,77.8371,103.7829,207.5658,311.3487,648.6431,2599.7664,77.8372,0.0,6.25,25.05005,2.426149,10,41,1,2,1.00000000,-0.12305715,-0.12305715,0E-8,0.000000,0.889479,0.000000,,2026-05-02,2026-05-07,6,53,27,6,1.000000,,,0.000000,5,0.0015511892450879006,0.967425025853154,0.967425025853154,0.8634953464322648,0.8634953464322648,0.8634953464322648,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06987961,A 净亏最大十分位 · 优先复核,8,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.118.225.67,130568626,149046308,276,207,0.7500000,2026-04-24,2026-05-02,7,218616.2857,201339.5102,-28156.0139,1207,852,0.12879193,0.12879193,,0.12879193,28156.0139,218616.2857,OK,0.0000,-1117.3416,3.8716,96.1284,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1117.3416,-1117.3416,-1349.2977,-1377.3855,-1377.3855,3.871582,3.871582,4.347142,4.772162,4.772162,96.128418,96.128418,95.652858,95.227838,95.227838,5.0,-6338.7520,-5792.7814,-21817.2619,-22363.2325,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-27038.6723,193383.2916,-28156.0139,-27038.6723,-1117.3416,-0.12879193,-0.12368096,-1117.3416,-27038.6723,-0.12368096,-1117.3416,-1117.3416,-1349.2977,-1377.3855,-1377.3855,-27038.6723,-0.12368096,-6338.7520,-5792.7814,-21817.2619,-22363.2325,-0.09979706,-0.10229445,-0.00511097,181.1237,236.3140,-33.0470,-2559.6376,-433.1694,19874.2078,77.4545,181.1237,,52.3519,78.5279,183.2317,235.5836,407.6908,1687.8665,78.5279,0.0,5.191671,21.493855,2.306489,8,48,1,2,1.00000000,-0.12879193,-0.12879193,0E-8,0.000000,0.920972,0.000000,,2026-04-20,2026-05-02,11,65,39,13,0.846154,,,0.000000,5,0.004136504653567736,0.9710444674250258,0.9710444674250258,0.8583247156153051,0.8583247156153051,0.8583247156153051,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06379107,A 净亏最大十分位 · 优先复核,9,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.118.225.67,130568626,149251902,48,21,0.4375000,2026-04-29,2026-05-02,2,218616.2857,201339.5102,-28156.0139,1207,852,0.12879193,0.12879193,,0.12879193,28156.0139,218616.2857,OK,0.0000,-1117.3416,3.8716,96.1284,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1117.3416,-1117.3416,-1349.2977,-1377.3855,-1377.3855,3.871582,3.871582,4.347142,4.772162,4.772162,96.128418,96.128418,95.652858,95.227838,95.227838,5.0,-6338.7520,-5792.7814,-21817.2619,-22363.2325,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-27038.6723,193383.2916,-28156.0139,-27038.6723,-1117.3416,-0.12879193,-0.12368096,-1117.3416,-27038.6723,-0.12368096,-1117.3416,-1117.3416,-1349.2977,-1377.3855,-1377.3855,-27038.6723,-0.12368096,-6338.7520,-5792.7814,-21817.2619,-22363.2325,-0.09979706,-0.10229445,-0.00511097,181.1237,236.3140,-33.0470,-2559.6376,-433.1694,19874.2078,77.4545,181.1237,,52.3519,78.5279,183.2317,235.5836,407.6908,1687.8665,78.5279,0.0,5.191671,21.493855,2.306489,8,48,1,2,1.00000000,-0.12879193,-0.12879193,0E-8,0.000000,0.920972,0.000000,,2026-04-20,2026-05-02,11,65,39,13,0.846154,,,0.000000,5,0.004136504653567736,0.9710444674250258,0.9710444674250258,0.8583247156153051,0.8583247156153051,0.8583247156153051,n_rounds>=30,1935,1935,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06379107,A 净亏最大十分位 · 优先复核,10,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
