dt,table_id,shoe_id,max_round,min_round,rounds_with_bet,gap,n_bettors,n_bets,anomaly_type,hi_cut_used,stake,valid_bet,profit,n_bets_xagg,n_rounds,roi,roi_late,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
2026-07-16,912,1290404,5,1,5,0,8,14,残靴：截断／换荷官／开收台可疑,87.0,150703460.7930,135998725.3368,3032848.6138,1369275,161851,-0.02012461,-0.00490128,-0.02416686,-0.02063070,-3032848.6138,150703460.7930,OK,76269.7931,120458.5981,3.9962,96.0038,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,3.996186,4.037923,4.210862,4.589611,4.443582,96.003814,95.962077,95.789138,95.410389,95.556418,4.9873,608885.6814,561432.3611,2347693.1393,2395146.4596,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,2912390.0157,130468448.3876,2956578.8207,2836120.2226,44188.8050,0.01961852,0.01881921,120458.5981,2836120.2226,0.01881921,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,2836120.2226,0.01881921,608885.6814,561432.3611,2347693.1393,2395146.4596,0.01557823,0.01589311,0.00029322,110.0608,840.2711,18.7385,22137.5811,937.2215,1100025.2613,1181.3942,109.4980,110.2112,5.1636,17.6168,55.0227,200.0,400.0,1500.0387,12.9405,-2.1082,22.705641,85.148349,6.247501,1,1,195252,16,0.20981719,0.02012461,0.00490128,0.00056081,0.042294,0.902426,0.079906,0.01926558,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.993529,1.016579,0.772804,1,0.23670212765957446,0.20212765957446807,0.20212765957446807,0.047872340425531915,0.047872340425531915,0.047872340425531915,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00462831,E 常规,101,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-08-03,912,12105288,5,2,3,2,4,5,残靴：截断／换荷官／开收台可疑,87.0,150703460.7930,135998725.3368,3032848.6138,1369275,161851,-0.02012461,-0.00490128,-0.02416686,-0.02063070,-3032848.6138,150703460.7930,OK,76269.7931,120458.5981,3.9962,96.0038,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,3.996186,4.037923,4.210862,4.589611,4.443582,96.003814,95.962077,95.789138,95.410389,95.556418,4.9873,608885.6814,561432.3611,2347693.1393,2395146.4596,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,2912390.0157,130468448.3876,2956578.8207,2836120.2226,44188.8050,0.01961852,0.01881921,120458.5981,2836120.2226,0.01881921,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,2836120.2226,0.01881921,608885.6814,561432.3611,2347693.1393,2395146.4596,0.01557823,0.01589311,0.00029322,110.0608,840.2711,18.7385,22137.5811,937.2215,1100025.2613,1181.3942,109.4980,110.2112,5.1636,17.6168,55.0227,200.0,400.0,1500.0387,12.9405,-2.1082,22.705641,85.148349,6.247501,1,1,195252,16,0.20981719,0.02012461,0.00490128,0.00056081,0.042294,0.902426,0.079906,0.01926558,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.993529,1.016579,0.772804,1,0.23670212765957446,0.20212765957446807,0.20212765957446807,0.047872340425531915,0.047872340425531915,0.047872340425531915,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00462831,E 常规,102,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-08-06,912,12107518,5,1,5,0,9,11,残靴：截断／换荷官／开收台可疑,87.0,150703460.7930,135998725.3368,3032848.6138,1369275,161851,-0.02012461,-0.00490128,-0.02416686,-0.02063070,-3032848.6138,150703460.7930,OK,76269.7931,120458.5981,3.9962,96.0038,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,3.996186,4.037923,4.210862,4.589611,4.443582,96.003814,95.962077,95.789138,95.410389,95.556418,4.9873,608885.6814,561432.3611,2347693.1393,2395146.4596,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,2912390.0157,130468448.3876,2956578.8207,2836120.2226,44188.8050,0.01961852,0.01881921,120458.5981,2836120.2226,0.01881921,120458.5981,126900.0245,116051.1287,116956.7291,128519.2010,2836120.2226,0.01881921,608885.6814,561432.3611,2347693.1393,2395146.4596,0.01557823,0.01589311,0.00029322,110.0608,840.2711,18.7385,22137.5811,937.2215,1100025.2613,1181.3942,109.4980,110.2112,5.1636,17.6168,55.0227,200.0,400.0,1500.0387,12.9405,-2.1082,22.705641,85.148349,6.247501,1,1,195252,16,0.20981719,0.02012461,0.00490128,0.00056081,0.042294,0.902426,0.079906,0.01926558,2026-03-23,2026-08-06,137,3236,137,137,1.000000,0.993529,1.016579,0.772804,1,0.23670212765957446,0.20212765957446807,0.20212765957446807,0.047872340425531915,0.047872340425531915,0.047872340425531915,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00462831,E 常规,103,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-24,906,1220762,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,104,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-26,906,1222286,3,1,3,0,11,26,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,105,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-19,906,1240655,5,1,5,0,15,31,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,106,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-28,906,1248222,1,1,1,0,2,2,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,107,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-19,906,1266796,5,1,5,0,24,35,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,108,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-22,906,1269059,5,2,4,1,8,22,残靴：截断／换荷官／开收台可疑,87.0,186664555.7536,168224105.2983,3507619.0591,1598604,165347,-0.01879103,-0.01360104,-0.02011856,-0.01926617,-3507619.0591,186664555.7536,OK,88691.9117,145919.1384,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3.999981,4.045647,4.225022,4.595172,4.451286,96.000019,95.954353,95.774978,95.404828,95.548714,4.9856,773565.6942,690918.3232,2645361.4533,2728008.8242,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3361699.9208,161397351.1534,3418927.1475,3273008.0091,57227.2267,0.01831589,0.01753417,145919.1384,3273008.0091,0.01753417,145919.1384,143954.4758,165784.6798,174603.3691,143304.0311,3273008.0091,0.01753417,773565.6942,690918.3232,2645361.4533,2728008.8242,0.01417174,0.0146145,0.00030658,116.7672,1017.4004,21.2137,25603.0588,1067.7684,1362515.0055,1206.9124,112.4065,117.9375,5.1636,17.5885,57.1335,203.3918,406.0057,1662.9987,12.9089,-2.1082,23.083648,94.550581,6.638856,1,1,219776,16,0.20368651,0.01879103,0.01360104,0.00052722,0.043466,0.901211,0.082782,0.00651752,2026-03-23,2026-08-06,137,3285,137,137,1.000000,0.953102,1.025717,0.772090,2,0.27393617021276595,0.3351063829787234,0.3351063829787234,0.2632978723404255,0.2632978723404255,0.2632978723404255,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00457911,E 常规,109,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-09,901,1210571,1,1,1,0,2,4,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,2,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,110,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-01,901,1225779,2,2,1,1,3,4,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,2,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,111,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-04,901,1228159,1,1,1,0,1,1,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,2,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,112,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-24,901,1244754,2,1,2,0,3,4,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,3,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,113,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-27,901,1247311,2,1,2,0,2,3,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,2,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,114,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-07,901,1256445,4,1,2,2,3,3,残靴：截断／换荷官／开收台可疑,87.0,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01226860,-0.01690132,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,114.2623,114.8891,5.1636,17.2265,54.5968,200.0,400.0,1663.5803,12.9089,-2.2009,23.220016,96.570906,6.661535,1,1,256789,16,0.21297918,0.01591465,0.01226860,0.00051907,0.042734,0.901340,0.084005,0.00463271,2026-03-23,2026-08-06,137,3306,137,137,1.000000,0.994544,1.035764,0.783990,2,0.2898936170212766,0.6276595744680851,0.6276595744680851,0.3723404255319149,0.3723404255319149,0.3723404255319149,n_rounds>=30,377,377,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,115,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
