TABLE_NAME,COLUMN_NAME,DATA_TYPE,COLUMN_COMMENT
ods_a168_game_info,gi010,varchar,"source_type=decimal(16,4); 結果：贏得＋退水－下注"
ods_a168_game_info,gi011,varchar,source_type=int(11); Table ID
ods_a168_game_info,gi012,varchar,source_type=int(11); result
ods_a168_game_info,gi013,varchar,"source_type=int(11); 狀態：0:未開,1:己開,2:重對,9:取消"
ods_a168_game_info,eid,varchar,source_type=int(11); 荷官
ods_a168_game_info,serid,varchar,source_type=int(11); 服務編號
ods_a168_game_info,3rdno,varchar,source_type=varchar(30);
ods_a168_game_info,is_lock,varchar,source_type=char(1); 鎖定
ods_a168_game_info,source_db,varchar,来源库
ods_a168_game_info,source_table,varchar,来源表
ods_a168_game_info,ods_table_name,varchar,ODS表名
ods_a168_game_info,sync_time,datetime,同步时间
ods_a168_game_statistics,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_game_statistics,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_game_statistics,id,varchar,source_type=int(11);
ods_a168_game_statistics,gid,varchar,source_type=int(11);
ods_a168_game_statistics,t_number,varchar,source_type=int(11);
ods_a168_game_statistics,people,varchar,source_type=int(11);
ods_a168_game_statistics,time,varchar,source_type=datetime;
ods_a168_game_statistics,source_db,varchar,来源库
ods_a168_game_statistics,source_table,varchar,来源表
ods_a168_game_statistics,ods_table_name,varchar,ODS表名
ods_a168_game_statistics,sync_time,datetime,同步时间
